from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
23-Apr-2019 - 00:00,34.13,984.11,,83.28,31.64,198.09,231.6,0.88,7.08,12.64,69.43,80.28,110.07,41.83,1.41,36.72,7.03,24-Apr-2019 - 00:00,"Patparganj, Delhi - DPCC"
24-Apr-2019 - 00:00,35.51,985.22,,65.99,30.37,181.42,152.63,1.16,3.91,6.59,65.32,1.43,26.82,25.96,0.65,44.89,6.44,25-Apr-2019 - 00:00,"Patparganj, Delhi - DPCC"
25-Apr-2019 - 00:00,34.53,985.18,292.0,64.54,34.04,172.44,124.85,1.54,3.09,4.77,69.29,1.17,16.15,15.32,0.6,46.51,6.21,26-Apr-2019 - 00:00,"Patparganj, Delhi - DPCC"
26-Apr-2019 - 00:00,34.25,984.7,230.64,66.65,25.75,197.67,275.25,0.81,5.27,9.96,54.94,14.75,38.86,24.08,0.88,32.84,9.46,27-Apr-2019 - 00:00,"Patparganj, Delhi - DPCC"
27-Apr-2019 - 00:00,35.15,983.89,265.73,51.21,17.67,217.32,319.45,1.12,3.03,5.86,48.06,7.69,30.06,22.11,0.52,28.1,5.97,28-Apr-2019 - 00:00,"Patparganj, Delhi - DPCC"
28-Apr-2019 - 00:00,35.05,982.69,257.36,51.79,13.88,222.63,306.67,1.12,2.89,6.04,44.27,8.39,30.8,22.33,0.6,29.65,6.49,29-Apr-2019 - 00:00,"Patparganj, Delhi - DPCC"
29-Apr-2019 - 00:00,35.03,981.83,252.97,63.51,15.3,216.21,271.27,0.78,3.42,6.1,48.36,17.45,47.33,29.9,0.93,28.41,7.99,30-Apr-2019 - 00:00,"Patparganj, Delhi - DPCC"
30-Apr-2019 - 00:00,36.53,979.12,281.41,77.11,14.57,196.6,148.69,1.17,5.23,6.99,54.49,9.28,35.05,25.77,0.67,41.39,9.43,01-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
01-May-2019 - 00:00,35.1,978.53,337.0,105.16,22.45,174.99,165.19,0.92,5.89,8.19,61.84,6.2,36.24,29.85,0.97,52.39,11.58,02-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
02-May-2019 - 00:00,32.96,980.71,297.53,60.41,26.78,160.96,82.89,2.69,3.28,4.47,55.46,2.9,18.94,16.04,0.56,43.55,9.02,03-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
03-May-2019 - 00:00,31.4,982.91,150.34,40.95,30.53,194.48,122.06,1.79,3.21,5.47,49.57,10.75,29.35,18.59,0.61,41.72,8.13,04-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
04-May-2019 - 00:00,31.28,984.98,187.89,73.64,30.39,302.26,263.28,1.0,4.36,9.05,73.05,21.23,47.12,25.87,0.64,29.85,5.79,05-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
05-May-2019 - 00:00,35.62,984.25,188.15,50.87,14.97,282.8,277.81,0.89,4.57,8.75,44.19,65.26,97.51,32.3,1.38,44.59,4.33,06-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
06-May-2019 - 00:00,33.44,982.14,241.2,85.12,16.31,221.08,263.71,0.84,6.08,10.2,53.48,68.92,109.25,40.32,1.4,29.12,5.95,07-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
07-May-2019 - 00:00,33.66,980.76,317.99,97.84,19.06,212.0,256.48,0.96,5.32,11.44,58.46,104.05,144.44,38.01,1.44,18.69,5.93,08-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
08-May-2019 - 00:00,34.62,980.73,337.67,100.33,20.07,212.5,254.24,1.09,6.23,11.9,60.06,108.23,138.27,34.37,1.43,21.08,5.56,09-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
09-May-2019 - 00:00,35.18,979.91,348.75,100.3,17.7,199.35,258.91,1.24,4.37,7.9,50.81,32.59,67.31,34.53,0.93,23.71,5.67,10-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
10-May-2019 - 00:00,35.32,980.94,307.69,66.47,16.79,205.6,246.73,1.31,2.34,3.69,41.59,5.52,26.98,21.51,0.45,31.3,4.65,11-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
11-May-2019 - 00:00,33.8,983.32,286.32,86.6,23.9,198.8,272.45,1.07,3.24,4.82,52.39,6.23,27.68,21.45,0.71,41.32,6.45,12-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
12-May-2019 - 00:00,33.21,982.99,372.73,140.82,26.21,190.53,295.28,1.06,3.17,5.06,52.84,11.29,37.71,26.4,0.85,36.94,4.78,13-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
13-May-2019 - 00:00,32.81,981.7,311.93,155.33,30.75,155.34,231.51,0.96,4.78,5.4,68.86,17.04,48.21,31.19,1.05,43.95,10.63,14-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
14-May-2019 - 00:00,30.68,982.83,110.85,43.46,39.21,202.41,168.07,0.86,2.67,4.22,61.96,2.31,21.47,19.15,0.58,44.09,4.3,15-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
15-May-2019 - 00:00,29.21,984.12,174.31,83.99,48.23,154.98,119.71,1.48,4.91,10.02,76.64,10.22,40.24,30.01,0.93,34.7,11.74,16-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
16-May-2019 - 00:00,30.57,984.78,204.57,64.28,42.18,155.73,210.01,1.08,4.36,8.8,72.32,7.88,33.43,25.58,0.83,31.93,5.9,17-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
17-May-2019 - 00:00,28.97,984.53,305.43,83.91,49.71,163.22,190.5,1.4,3.24,6.96,63.24,23.11,42.42,21.97,0.91,30.41,4.38,18-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
18-May-2019 - 00:00,28.29,984.5,80.55,33.29,54.3,236.55,283.44,0.94,2.83,4.89,58.59,2.91,21.72,18.81,0.49,31.53,3.15,19-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
19-May-2019 - 00:00,31.85,984.62,130.51,63.05,35.51,227.68,289.36,0.8,3.46,5.51,53.05,19.79,49.85,30.04,0.85,39.15,5.49,20-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
20-May-2019 - 00:00,33.74,984.89,175.89,75.31,28.84,224.56,267.24,0.86,4.43,7.99,58.33,34.76,69.81,36.77,0.82,33.26,5.97,21-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
21-May-2019 - 00:00,35.07,983.56,152.47,60.61,25.78,219.78,272.34,0.85,3.06,4.92,52.2,17.22,47.16,29.97,0.71,36.11,5.93,22-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
22-May-2019 - 00:00,33.16,981.96,156.27,46.81,33.79,112.97,241.88,0.9,3.85,6.31,70.09,32.23,82.11,50.96,0.95,17.96,6.97,23-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
23-May-2019 - 00:00,33.28,981.15,175.72,73.41,37.28,171.2,251.33,0.92,5.25,8.13,59.2,32.82,62.61,29.76,0.91,39.09,6.73,24-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
24-May-2019 - 00:00,29.75,982.92,99.68,41.38,54.18,195.26,200.36,1.48,3.49,6.16,73.69,12.43,31.86,19.42,0.7,18.52,4.18,25-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
25-May-2019 - 00:00,32.57,982.4,103.65,31.84,36.0,252.21,313.52,1.03,2.88,5.16,53.07,2.72,21.74,19.02,0.57,34.32,4.13,26-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
26-May-2019 - 00:00,33.81,980.84,138.29,45.71,26.22,269.27,279.13,1.07,3.32,6.59,43.0,3.43,26.64,23.22,0.82,44.29,5.41,27-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
27-May-2019 - 00:00,35.44,980.48,165.53,53.24,21.55,261.91,292.55,0.95,4.51,8.02,45.98,10.7,42.6,31.8,0.86,37.56,5.68,28-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
28-May-2019 - 00:00,35.83,980.08,166.56,53.71,15.93,270.31,286.52,0.92,5.31,10.49,44.22,16.97,55.22,38.28,0.86,34.98,5.98,29-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
29-May-2019 - 00:00,36.44,978.63,188.12,62.72,19.55,252.16,251.57,0.82,5.68,10.71,46.32,31.74,71.2,39.46,1.2,39.2,6.92,30-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
30-May-2019 - 00:00,37.61,977.3,216.39,69.86,20.15,243.99,262.06,0.71,5.79,12.29,49.72,58.06,98.45,40.45,1.34,33.72,6.03,31-May-2019 - 00:00,"Patparganj, Delhi - DPCC"
31-May-2019 - 00:00,37.76,977.65,348.32,83.44,20.43,228.01,195.83,0.92,4.5,8.48,51.04,30.24,62.92,32.69,0.99,41.96,6.27,01-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
01-Jun-2019 - 00:00,37.11,977.84,307.22,86.96,31.12,216.66,127.09,1.62,5.44,10.85,74.47,25.46,50.63,25.25,0.95,58.42,7.03,02-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
02-Jun-2019 - 00:00,37.09,977.97,245.78,64.12,39.98,210.84,105.72,2.28,2.92,3.53,73.38,1.09,12.48,11.41,0.64,47.98,5.07,03-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
03-Jun-2019 - 00:00,35.13,978.72,321.92,55.42,39.2,206.85,116.27,2.89,2.05,3.34,57.31,1.13,12.5,11.29,0.54,45.74,3.52,04-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
04-Jun-2019 - 00:00,35.44,979.1,170.98,51.45,37.87,213.65,121.87,2.17,2.62,4.79,46.58,1.18,16.39,15.21,0.66,51.63,4.2,05-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
05-Jun-2019 - 00:00,37.36,978.38,195.21,65.47,33.07,206.34,121.83,1.5,3.68,6.66,50.62,4.92,24.23,19.3,0.9,49.42,5.01,06-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
06-Jun-2019 - 00:00,36.96,978.76,215.58,63.05,29.74,195.7,151.33,1.54,2.82,6.09,52.12,8.91,29.42,20.44,0.63,52.23,6.27,07-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
07-Jun-2019 - 00:00,34.41,981.69,151.2,47.75,38.79,221.13,115.2,1.35,2.3,3.82,47.2,1.21,13.38,12.17,0.56,63.09,5.03,08-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
08-Jun-2019 - 00:00,36.78,979.99,154.76,82.47,36.24,231.85,195.22,0.64,4.24,7.66,58.17,15.63,39.73,24.08,1.08,54.04,6.2,09-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
09-Jun-2019 - 00:00,37.42,977.3,223.51,102.05,27.8,213.65,134.2,0.97,7.42,14.24,60.22,65.5,101.17,35.95,1.61,63.62,8.83,10-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
10-Jun-2019 - 00:00,38.34,974.49,186.49,83.19,24.28,193.8,252.43,0.71,5.66,9.36,56.88,55.37,90.89,35.5,1.56,36.43,5.1,11-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
11-Jun-2019 - 00:00,38.75,974.63,393.18,151.19,19.17,185.48,225.71,0.99,5.06,10.69,49.86,34.72,64.04,29.24,1.11,23.11,4.89,12-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
12-Jun-2019 - 00:00,35.51,977.5,247.6,70.15,32.53,206.38,114.3,2.86,1.85,3.59,53.0,2.21,14.61,12.39,0.39,43.29,4.4,13-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
13-Jun-2019 - 00:00,36.35,977.68,147.33,58.66,32.63,216.08,205.82,1.14,2.31,4.04,45.94,2.72,20.8,18.07,0.54,39.57,4.54,14-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
14-Jun-2019 - 00:00,37.3,976.52,139.35,59.08,23.48,239.47,287.55,1.09,3.06,6.54,36.19,18.5,41.79,23.3,0.79,40.19,4.16,15-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
15-Jun-2019 - 00:00,37.82,976.01,210.34,90.08,18.93,216.77,279.49,1.11,3.92,7.8,42.68,17.82,48.27,30.47,0.63,35.06,5.76,16-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
16-Jun-2019 - 00:00,32.5,978.09,119.52,41.25,43.0,116.48,272.93,1.77,1.13,2.29,43.48,2.09,15.91,13.82,0.35,26.8,3.19,17-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
17-Jun-2019 - 00:00,31.35,977.74,113.04,39.73,41.52,92.45,237.45,1.76,1.87,3.57,40.04,3.39,22.09,18.71,0.38,24.62,3.84,18-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
18-Jun-2019 - 00:00,28.0,979.52,63.39,28.69,58.08,183.16,231.87,1.47,2.52,7.15,44.63,6.6,26.32,19.73,0.61,31.33,2.78,19-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
19-Jun-2019 - 00:00,31.44,978.55,174.21,87.86,50.96,204.14,151.16,0.83,3.39,5.69,66.54,5.37,25.06,19.68,0.59,46.73,5.65,20-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
20-Jun-2019 - 00:00,32.82,979.69,126.48,41.44,45.66,232.97,160.76,1.13,1.91,3.32,48.76,2.18,15.46,13.29,0.78,55.53,4.58,21-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
21-Jun-2019 - 00:00,34.81,979.6,176.62,58.41,42.68,191.57,141.81,0.89,3.12,6.31,53.62,2.78,19.88,17.11,0.69,48.05,5.35,22-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
22-Jun-2019 - 00:00,36.3,979.0,171.19,51.19,31.79,235.23,212.26,1.25,2.57,6.04,50.74,1.72,17.02,15.31,0.56,61.15,6.27,23-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
23-Jun-2019 - 00:00,34.7,979.38,128.28,31.19,46.78,223.03,117.27,2.26,1.5,2.38,54.12,1.62,9.67,8.05,0.55,38.07,3.36,24-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
24-Jun-2019 - 00:00,31.26,981.18,91.84,17.91,60.38,129.08,114.34,2.38,1.36,2.45,46.39,1.94,12.56,10.63,0.49,21.06,4.83,25-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
25-Jun-2019 - 00:00,33.93,980.12,123.09,40.55,51.72,155.77,127.08,1.02,2.66,6.12,44.37,1.85,14.73,12.89,0.64,45.19,4.48,26-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
26-Jun-2019 - 00:00,36.57,977.27,146.15,46.7,42.18,198.99,232.26,0.95,2.73,4.7,51.19,2.72,19.91,17.19,0.7,37.54,4.51,27-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
27-Jun-2019 - 00:00,35.61,975.34,215.67,60.02,38.46,184.17,288.28,0.93,2.92,7.73,55.58,10.6,33.92,23.29,0.71,32.14,4.82,28-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
28-Jun-2019 - 00:00,36.01,974.31,204.05,51.5,34.86,191.67,273.97,1.02,3.7,8.1,51.58,16.43,38.59,22.17,0.64,23.53,3.83,29-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
29-Jun-2019 - 00:00,37.74,973.61,247.96,53.54,29.67,218.12,257.69,1.04,3.65,6.54,46.78,8.92,30.64,21.74,0.67,11.98,3.27,30-Jun-2019 - 00:00,"Patparganj, Delhi - DPCC"
30-Jun-2019 - 00:00,37.84,974.05,275.99,66.96,31.26,198.26,202.68,1.24,4.79,6.88,50.08,7.64,21.75,14.28,0.78,36.29,4.47,01-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
01-Jul-2019 - 00:00,37.06,975.26,210.32,59.94,33.91,203.33,196.31,1.01,4.6,5.52,51.02,2.35,15.58,13.34,0.6,43.38,3.77,02-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
02-Jul-2019 - 00:00,35.91,976.38,240.18,65.46,41.73,174.85,151.86,1.54,3.99,4.17,57.69,0.6,9.21,8.77,0.61,45.63,3.73,03-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
03-Jul-2019 - 00:00,34.97,976.96,98.97,25.69,49.43,137.19,133.05,1.2,2.98,3.6,53.73,0.65,7.86,7.25,0.57,26.66,3.28,04-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
04-Jul-2019 - 00:00,31.74,975.83,87.98,32.61,67.0,82.77,154.91,1.06,5.46,5.46,45.27,2.78,12.93,10.17,0.67,15.91,2.82,05-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
05-Jul-2019 - 00:00,29.99,974.16,82.34,43.51,74.57,89.57,168.44,1.1,7.03,8.9,69.08,5.14,19.29,14.15,0.93,9.65,3.41,06-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
06-Jul-2019 - 00:00,32.03,972.89,61.55,24.77,62.72,187.43,135.25,1.41,3.04,3.95,55.53,2.48,11.19,8.72,0.52,26.33,2.71,07-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
07-Jul-2019 - 00:00,32.5,973.52,78.26,32.83,61.76,141.04,180.14,0.92,4.95,6.54,48.8,1.41,13.19,11.78,0.96,27.48,2.86,08-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
08-Jul-2019 - 00:00,33.34,973.82,120.85,55.52,58.99,158.14,181.78,1.16,4.36,5.33,52.66,1.89,14.03,12.15,0.63,29.9,2.87,09-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
09-Jul-2019 - 00:00,31.09,973.78,90.19,48.39,66.71,105.18,189.91,1.19,3.39,6.14,48.72,1.73,12.69,10.98,0.54,15.49,2.71,10-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
10-Jul-2019 - 00:00,33.58,972.89,214.79,102.2,58.96,152.46,206.32,0.98,4.61,8.19,48.55,4.56,15.44,10.89,0.61,17.27,3.17,11-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
11-Jul-2019 - 00:00,34.93,973.15,261.42,110.58,49.24,158.55,208.97,1.8,3.76,5.06,41.43,4.9,14.47,9.57,0.54,13.75,3.04,12-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
12-Jul-2019 - 00:00,34.41,975.63,283.03,120.17,53.8,134.59,208.75,1.32,3.57,5.4,51.07,3.76,12.06,8.31,0.57,10.83,2.32,13-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
13-Jul-2019 - 00:00,34.88,976.12,211.45,85.52,46.27,155.78,216.49,1.89,2.72,4.35,43.36,1.79,9.37,7.58,0.44,15.06,2.27,14-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
14-Jul-2019 - 00:00,33.63,975.23,216.43,88.06,48.59,128.62,180.55,1.85,2.98,4.26,42.17,1.43,7.55,6.13,0.47,22.87,2.59,15-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
15-Jul-2019 - 00:00,28.93,975.3,134.3,48.85,70.65,96.28,116.55,1.76,3.61,6.8,42.01,4.84,13.56,8.77,0.57,22.06,2.74,16-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
16-Jul-2019 - 00:00,28.44,978.49,59.42,33.81,72.36,139.13,88.41,1.96,3.55,6.41,45.68,1.53,9.35,7.82,0.57,25.52,2.48,17-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
17-Jul-2019 - 00:00,27.73,979.53,57.84,36.79,79.97,96.03,143.65,1.11,6.51,10.22,46.12,1.64,11.94,10.29,0.67,35.15,2.57,18-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
18-Jul-2019 - 00:00,27.47,979.22,52.57,34.66,80.73,93.98,217.64,0.81,4.11,6.46,41.45,6.08,20.13,14.07,0.87,22.12,2.34,19-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
19-Jul-2019 - 00:00,31.76,979.31,109.15,65.0,65.38,201.84,140.2,1.02,5.77,11.54,50.0,7.72,19.24,11.53,0.82,40.63,3.01,20-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
20-Jul-2019 - 00:00,31.25,980.04,79.21,47.55,70.75,123.8,125.29,0.93,4.75,7.39,56.58,1.99,15.34,13.48,0.76,19.59,2.45,21-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
21-Jul-2019 - 00:00,30.34,979.52,78.9,49.75,77.53,161.16,153.49,1.09,5.8,8.92,68.8,12.84,24.07,11.24,1.02,19.8,2.34,22-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
22-Jul-2019 - 00:00,31.28,978.53,84.85,55.52,77.42,168.14,123.26,1.0,6.96,9.74,83.31,13.99,25.61,11.62,1.05,22.22,2.23,23-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
23-Jul-2019 - 00:00,33.53,977.16,118.82,74.36,67.39,167.94,162.64,0.75,7.62,13.71,86.83,10.2,27.96,17.79,1.09,31.92,2.13,24-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
24-Jul-2019 - 00:00,32.3,975.62,110.95,68.98,69.92,144.01,195.37,1.01,5.79,11.06,75.41,6.52,23.0,16.49,0.98,22.76,2.26,25-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
25-Jul-2019 - 00:00,28.28,977.53,40.66,23.95,82.33,46.95,206.0,0.71,3.59,6.16,50.98,4.55,14.92,10.82,0.65,11.75,2.0,26-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
26-Jul-2019 - 00:00,28.17,975.78,39.14,25.12,84.62,88.31,95.97,1.74,4.0,8.35,46.57,1.47,7.95,6.49,0.62,30.32,2.07,27-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
27-Jul-2019 - 00:00,27.94,975.69,33.62,23.0,87.04,81.66,105.2,2.04,4.12,7.26,44.63,3.47,12.61,9.06,0.68,17.79,1.93,28-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
28-Jul-2019 - 00:00,30.02,977.62,32.93,11.88,75.96,163.24,111.84,2.54,2.36,4.61,48.45,1.3,7.1,5.8,0.49,17.09,1.75,29-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
29-Jul-2019 - 00:00,31.58,978.96,43.05,13.6,67.38,156.04,110.81,2.49,2.77,4.12,53.95,1.3,7.82,6.51,0.51,19.65,1.88,30-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
30-Jul-2019 - 00:00,31.07,978.64,55.33,19.43,68.98,112.75,98.87,2.21,3.68,5.45,55.82,1.32,9.49,8.17,0.55,21.52,2.43,31-Jul-2019 - 00:00,"Patparganj, Delhi - DPCC"
31-Jul-2019 - 00:00,31.59,977.96,52.52,18.78,65.48,129.86,109.42,2.1,2.84,4.11,54.53,1.04,7.92,6.91,0.51,23.81,2.43,01-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
01-Aug-2019 - 00:00,32.39,977.46,59.3,24.23,62.34,171.6,116.49,1.73,2.81,4.2,51.87,1.08,8.92,7.87,0.55,24.53,2.45,02-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
02-Aug-2019 - 00:00,30.76,976.48,66.54,26.39,45.59,111.11,109.37,1.51,2.5,4.7,51.91,1.19,10.35,9.19,0.79,24.26,2.38,03-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
03-Aug-2019 - 00:00,29.41,976.5,60.2,30.81,79.38,84.43,103.3,1.57,2.5,4.7,52.17,2.81,13.66,10.85,1.03,12.01,2.61,04-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
04-Aug-2019 - 00:00,30.68,975.48,77.0,42.79,71.75,138.62,103.41,1.1,2.5,4.7,51.46,3.04,15.55,12.51,0.85,16.5,2.87,05-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
05-Aug-2019 - 00:00,32.05,973.81,73.3,39.52,77.85,158.7,147.97,0.78,3.07,4.96,61.71,1.76,11.55,9.79,0.78,16.15,2.2,06-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
06-Aug-2019 - 00:00,28.11,974.33,48.88,28.89,86.45,41.39,136.27,1.3,5.65,10.36,72.29,7.17,20.51,13.65,0.87,18.36,1.84,07-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
07-Aug-2019 - 00:00,30.31,974.27,71.44,33.39,72.22,164.1,109.69,1.59,6.88,10.18,52.24,6.73,17.09,10.35,0.86,32.33,4.34,08-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
08-Aug-2019 - 00:00,32.87,973.85,67.08,23.15,71.88,205.98,105.17,1.69,4.31,8.11,46.27,2.17,9.39,7.24,0.64,16.44,2.8,09-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
09-Aug-2019 - 00:00,31.36,975.81,51.9,10.05,,142.94,104.58,3.76,2.92,3.46,44.08,1.38,6.42,5.06,0.46,16.21,3.25,10-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
10-Aug-2019 - 00:00,30.51,976.79,33.94,10.91,71.71,126.46,116.5,2.38,2.43,3.28,41.01,0.96,5.45,4.51,0.5,16.68,2.06,11-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
11-Aug-2019 - 00:00,32.6,977.99,39.84,15.07,61.26,197.9,179.56,1.33,2.2,3.02,43.76,1.05,6.43,5.37,0.58,17.71,1.84,12-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
12-Aug-2019 - 00:00,31.15,978.0,34.47,13.52,50.76,93.45,246.04,1.03,3.2,3.51,37.89,2.74,11.67,8.94,0.63,20.66,1.48,13-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
13-Aug-2019 - 00:00,30.31,978.33,41.44,17.9,77.81,116.0,249.88,0.88,3.86,5.63,36.11,5.15,15.36,10.22,0.69,13.77,1.71,14-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
14-Aug-2019 - 00:00,30.27,979.61,48.05,31.36,71.79,146.97,170.78,0.86,5.51,7.87,47.04,4.89,16.58,11.91,1.0,31.91,2.22,15-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
15-Aug-2019 - 00:00,30.98,979.4,45.58,25.92,71.89,163.26,80.17,2.24,3.78,4.9,42.09,2.36,7.3,5.04,0.65,14.54,2.09,16-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
16-Aug-2019 - 00:00,29.17,977.71,28.67,11.9,72.98,113.91,106.69,2.8,2.35,3.2,35.99,1.19,5.0,3.95,0.54,14.67,2.26,17-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
17-Aug-2019 - 00:00,26.96,977.17,8.33,4.53,87.85,54.58,120.72,2.05,1.81,2.95,33.71,1.44,3.32,1.99,0.46,9.29,1.52,18-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
18-Aug-2019 - 00:00,27.23,980.49,22.11,13.68,83.53,62.73,200.72,0.78,4.28,5.75,28.14,3.08,9.47,6.4,0.77,14.77,1.54,19-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
19-Aug-2019 - 00:00,30.54,982.54,57.44,34.35,71.38,195.47,178.72,0.76,6.27,8.34,35.27,4.76,11.71,7.16,0.9,25.23,2.1,20-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
20-Aug-2019 - 00:00,31.41,981.86,68.18,37.19,76.0,199.64,280.64,0.85,6.21,9.93,44.66,8.14,14.97,7.0,0.91,22.67,2.17,21-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
21-Aug-2019 - 00:00,32.01,980.43,91.32,46.67,75.06,189.72,216.96,1.08,6.12,6.89,44.2,7.52,15.75,9.29,0.82,27.61,1.78,22-Aug-2019 - 00:00,"Patparganj, Delhi - DPCC"
