from date,CO,Ozone,NO2,NO,NOx,SO2,RH,VWS,WS,WD,PM2.5,SR,Benzene,MP-Xylene,Toluene,O Xylene,Eth-Benzene,to date,BP,station
20-Apr-2019 - 00:00,0.83,16.55,10.88,3.39,13.51,4.58,55.2,0.26,2.39,199.69,53.45,286.8,0.0,,4.57,0.0,0.0,21-Apr-2019 - 00:00,982.04,"Velachery Res. Area, Chennai - CPCB"
21-Apr-2019 - 00:00,0.85,5.9,6.7,2.01,8.7,6.27,52.88,0.27,2.47,207.4,51.52,307.39,0.0,,0.81,0.0,0.0,22-Apr-2019 - 00:00,983.01,"Velachery Res. Area, Chennai - CPCB"
22-Apr-2019 - 00:00,0.89,4.76,6.79,2.13,8.92,2.74,58.6,0.2,1.52,180.4,23.2,203.89,0.0,,4.12,0.0,0.0,23-Apr-2019 - 00:00,972.32,"Velachery Res. Area, Chennai - CPCB"
23-Apr-2019 - 00:00,0.8,5.07,8.2,2.29,10.49,4.4,53.0,0.19,1.41,193.16,18.98,233.84,2.31,,0.4,2.57,1.41,24-Apr-2019 - 00:00,971.55,"Velachery Res. Area, Chennai - CPCB"
24-Apr-2019 - 00:00,0.83,4.51,7.31,2.14,9.45,4.24,52.13,0.19,1.36,168.97,20.88,304.3,0.0,,0.0,0.0,0.0,25-Apr-2019 - 00:00,970.66,"Velachery Res. Area, Chennai - CPCB"
25-Apr-2019 - 00:00,0.87,4.31,7.34,2.23,9.57,4.72,51.99,0.2,1.49,200.82,21.54,235.14,0.0,,0.0,0.0,0.0,26-Apr-2019 - 00:00,972.15,"Velachery Res. Area, Chennai - CPCB"
26-Apr-2019 - 00:00,0.86,9.32,7.34,2.17,9.52,4.46,55.42,0.24,2.09,222.52,26.2,308.44,0.0,,0.0,0.0,0.0,27-Apr-2019 - 00:00,978.69,"Velachery Res. Area, Chennai - CPCB"
27-Apr-2019 - 00:00,0.86,15.61,7.34,2.09,9.43,4.05,56.85,0.26,2.36,216.34,10.62,269.45,0.0,,0.0,0.0,0.0,28-Apr-2019 - 00:00,981.43,"Velachery Res. Area, Chennai - CPCB"
28-Apr-2019 - 00:00,0.84,15.8,7.41,2.18,9.59,4.19,58.37,0.22,1.91,211.45,12.36,167.71,0.0,,0.0,0.0,0.0,29-Apr-2019 - 00:00,976.08,"Velachery Res. Area, Chennai - CPCB"
29-Apr-2019 - 00:00,0.85,16.12,7.62,2.24,9.86,4.99,60.76,0.22,1.78,212.12,15.64,205.6,0.0,,0.0,0.0,0.0,30-Apr-2019 - 00:00,975.03,"Velachery Res. Area, Chennai - CPCB"
30-Apr-2019 - 00:00,0.82,16.41,8.1,2.14,10.23,4.19,57.31,0.19,1.39,196.72,21.83,176.8,0.0,,0.0,0.0,0.0,01-May-2019 - 00:00,970.59,"Velachery Res. Area, Chennai - CPCB"
01-May-2019 - 00:00,0.88,12.85,7.67,2.15,9.82,4.31,49.98,0.17,1.16,201.54,28.7,83.08,0.0,,0.0,0.0,0.0,02-May-2019 - 00:00,967.86,"Velachery Res. Area, Chennai - CPCB"
02-May-2019 - 00:00,0.87,17.2,7.41,4.4,11.76,4.3,39.63,0.25,2.02,251.19,26.95,159.49,0.0,,0.0,0.0,0.0,03-May-2019 - 00:00,979.23,"Velachery Res. Area, Chennai - CPCB"
03-May-2019 - 00:00,0.79,29.82,10.8,7.23,18.01,4.46,40.17,0.28,2.47,243.31,30.23,274.78,0.0,,0.0,0.0,0.0,04-May-2019 - 00:00,984.38,"Velachery Res. Area, Chennai - CPCB"
04-May-2019 - 00:00,0.9,28.21,10.12,5.59,15.7,5.06,49.62,0.25,2.18,226.11,28.18,258.81,0.0,,0.0,0.0,0.0,05-May-2019 - 00:00,979.78,"Velachery Res. Area, Chennai - CPCB"
05-May-2019 - 00:00,0.82,29.05,8.48,4.23,12.7,4.24,56.43,0.27,2.47,218.48,18.47,279.05,0.0,,0.0,0.0,0.0,06-May-2019 - 00:00,982.69,"Velachery Res. Area, Chennai - CPCB"
06-May-2019 - 00:00,0.88,17.37,10.39,4.39,14.77,3.99,56.6,0.29,2.74,220.11,21.26,312.83,0.0,,0.0,0.0,0.0,07-May-2019 - 00:00,986.53,"Velachery Res. Area, Chennai - CPCB"
07-May-2019 - 00:00,0.87,15.9,12.68,3.7,16.24,6.07,51.73,0.29,2.75,229.14,25.75,301.12,2.86,,5.34,0.0,0.0,08-May-2019 - 00:00,986.54,"Velachery Res. Area, Chennai - CPCB"
08-May-2019 - 00:00,0.84,14.66,10.36,3.73,14.01,4.01,32.47,0.24,2.06,244.07,25.42,212.54,0.09,,2.52,0.08,0.04,09-May-2019 - 00:00,979.09,"Velachery Res. Area, Chennai - CPCB"
09-May-2019 - 00:00,0.9,26.68,16.23,5.82,22.05,5.17,40.18,0.26,2.29,237.32,25.6,322.6,0.0,,3.18,0.0,0.0,10-May-2019 - 00:00,981.82,"Velachery Res. Area, Chennai - CPCB"
10-May-2019 - 00:00,0.85,13.41,18.59,4.73,23.32,4.44,44.41,0.28,2.64,223.15,16.82,279.74,0.0,,2.73,0.0,0.0,11-May-2019 - 00:00,984.74,"Velachery Res. Area, Chennai - CPCB"
11-May-2019 - 00:00,0.86,30.22,10.55,3.63,14.17,3.91,56.11,0.29,2.76,217.45,17.42,287.97,0.0,,0.0,0.0,0.0,12-May-2019 - 00:00,986.41,"Velachery Res. Area, Chennai - CPCB"
12-May-2019 - 00:00,0.82,18.96,9.62,3.48,13.08,4.2,63.4,0.28,2.54,211.22,17.82,282.97,0.0,,0.0,0.0,0.0,13-May-2019 - 00:00,983.87,"Velachery Res. Area, Chennai - CPCB"
13-May-2019 - 00:00,0.88,19.88,13.19,4.26,17.43,5.41,63.48,0.27,2.53,214.64,30.43,267.72,0.17,,0.06,0.09,0.08,14-May-2019 - 00:00,983.74,"Velachery Res. Area, Chennai - CPCB"
14-May-2019 - 00:00,0.87,28.25,21.45,4.05,25.49,3.88,65.26,0.27,2.45,209.74,66.8,260.01,0.11,,0.09,0.09,0.11,15-May-2019 - 00:00,983.01,"Velachery Res. Area, Chennai - CPCB"
15-May-2019 - 00:00,0.79,22.21,32.4,3.65,36.03,5.49,64.11,0.27,2.44,213.0,59.7,306.1,0.0,,0.0,0.0,0.0,16-May-2019 - 00:00,982.84,"Velachery Res. Area, Chennai - CPCB"
16-May-2019 - 00:00,0.84,18.83,12.99,3.42,16.37,4.28,65.04,0.26,2.33,206.1,56.67,288.17,,,,,,17-May-2019 - 00:00,981.57,"Velachery Res. Area, Chennai - CPCB"
17-May-2019 - 00:00,0.81,27.81,13.75,3.3,17.02,3.99,69.02,0.29,2.68,212.98,57.81,277.12,0.09,,0.08,0.08,0.09,18-May-2019 - 00:00,985.9,"Velachery Res. Area, Chennai - CPCB"
18-May-2019 - 00:00,0.85,24.17,13.22,3.32,16.52,4.84,71.49,0.28,2.61,214.37,50.24,349.28,0.07,,0.07,0.03,0.04,19-May-2019 - 00:00,984.75,"Velachery Res. Area, Chennai - CPCB"
19-May-2019 - 00:00,0.8,22.6,12.17,2.94,15.08,4.03,68.99,0.29,2.71,213.96,50.11,287.93,0.06,,0.05,0.05,0.06,20-May-2019 - 00:00,985.89,"Velachery Res. Area, Chennai - CPCB"
20-May-2019 - 00:00,0.87,16.83,13.0,2.86,15.84,4.74,65.4,0.3,2.86,216.36,29.92,274.13,0.0,,0.0,0.0,0.0,21-May-2019 - 00:00,987.79,"Velachery Res. Area, Chennai - CPCB"
21-May-2019 - 00:00,0.87,15.53,15.49,3.41,18.88,4.81,62.89,0.29,2.77,218.37,32.06,273.27,0.03,,0.03,0.03,0.03,22-May-2019 - 00:00,986.65,"Velachery Res. Area, Chennai - CPCB"
22-May-2019 - 00:00,0.91,16.24,14.05,3.33,17.35,4.6,62.24,0.29,2.77,212.68,39.2,279.75,0.0,,0.0,0.0,0.0,23-May-2019 - 00:00,986.68,"Velachery Res. Area, Chennai - CPCB"
23-May-2019 - 00:00,0.85,21.75,11.57,2.89,14.41,4.7,66.06,0.3,2.85,217.41,43.21,278.7,0.01,,0.01,0.01,0.01,24-May-2019 - 00:00,987.81,"Velachery Res. Area, Chennai - CPCB"
24-May-2019 - 00:00,0.88,14.59,10.49,2.67,13.13,4.97,66.52,0.3,2.83,218.55,38.15,285.36,0.41,,0.67,0.86,0.46,25-May-2019 - 00:00,997.33,"Velachery Res. Area, Chennai - CPCB"
25-May-2019 - 00:00,0.82,29.64,12.97,2.91,15.84,5.0,63.59,0.29,2.65,216.98,45.72,293.46,0.37,,0.67,0.36,0.28,26-May-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
26-May-2019 - 00:00,0.82,29.2,13.11,3.17,16.26,4.79,56.1,0.29,2.66,221.94,40.34,316.61,0.52,,0.59,0.36,0.45,27-May-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
27-May-2019 - 00:00,0.83,40.63,15.26,3.11,18.34,5.04,58.92,0.28,2.64,218.1,38.48,268.71,0.46,,0.5,0.28,0.38,28-May-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
28-May-2019 - 00:00,0.88,31.47,15.14,3.08,18.19,4.77,58.32,0.29,2.74,221.88,49.56,277.74,0.0,,0.0,0.0,0.0,29-May-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
29-May-2019 - 00:00,0.85,28.7,14.48,3.07,17.54,6.29,53.96,0.3,2.8,221.44,47.25,247.9,0.3,,0.31,0.34,0.45,30-May-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
30-May-2019 - 00:00,0.91,28.51,15.37,3.24,18.47,5.22,68.15,0.27,2.43,208.59,60.0,218.77,0.0,,2.5,0.0,0.0,31-May-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
31-May-2019 - 00:00,0.8,49.3,17.45,3.2,20.63,5.38,61.45,0.3,2.78,219.64,55.04,314.14,0.0,,5.08,0.0,0.0,01-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
01-Jun-2019 - 00:00,0.74,64.39,4.87,2.11,6.88,6.51,55.44,0.26,2.19,230.53,54.9,273.16,0.0,,5.6,0.0,0.0,02-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
02-Jun-2019 - 00:00,0.77,77.8,5.11,2.04,7.1,4.71,53.71,0.27,2.39,232.0,75.85,308.13,0.1,,0.69,0.19,0.18,03-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
03-Jun-2019 - 00:00,0.82,77.09,15.38,2.88,18.22,4.32,47.03,0.14,1.75,216.97,48.28,228.51,0.0,,1.71,0.0,0.0,04-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
04-Jun-2019 - 00:00,0.89,60.73,11.69,2.99,14.65,4.21,60.97,0.03,1.94,190.05,45.59,244.71,0.0,,1.99,0.0,0.0,05-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
05-Jun-2019 - 00:00,0.98,60.05,8.63,2.87,11.45,5.71,59.16,-0.38,2.51,194.28,52.74,234.05,0.14,,2.94,0.12,0.18,06-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
06-Jun-2019 - 00:00,0.96,41.41,12.56,2.92,15.45,5.44,67.02,-0.38,2.84,178.85,72.49,245.88,0.0,,2.39,0.0,0.0,07-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
07-Jun-2019 - 00:00,0.97,44.72,21.24,3.98,22.39,4.0,71.82,0.18,2.75,188.89,37.98,210.81,0.0,,6.64,0.0,0.11,08-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
08-Jun-2019 - 00:00,1.11,69.5,20.87,4.48,16.48,5.25,59.3,0.66,2.34,207.77,33.3,270.67,0.0,,5.07,0.0,0.0,09-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
09-Jun-2019 - 00:00,1.25,53.23,20.97,6.72,14.32,4.09,56.92,0.73,3.26,197.94,37.01,300.01,0.0,,1.07,0.0,0.0,10-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
10-Jun-2019 - 00:00,1.27,43.59,23.73,7.41,16.35,3.39,48.64,0.71,3.03,202.66,44.48,242.25,0.0,,0.94,0.0,0.02,11-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
11-Jun-2019 - 00:00,1.22,64.38,25.69,7.19,18.52,3.69,41.01,0.68,2.83,203.05,53.1,262.87,0.0,,1.63,0.0,0.0,12-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
12-Jun-2019 - 00:00,1.3,53.83,25.91,8.52,17.42,4.1,38.95,0.65,2.27,207.7,36.05,244.32,0.0,,2.37,0.0,0.0,13-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
13-Jun-2019 - 00:00,1.26,55.11,30.83,7.92,22.95,3.55,38.07,0.59,1.89,247.72,16.92,273.38,0.0,,2.85,0.0,0.0,14-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
14-Jun-2019 - 00:00,1.24,54.85,35.14,8.01,27.14,2.66,44.01,-0.04,1.96,228.76,29.35,303.84,0.0,,1.73,0.0,0.0,15-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
15-Jun-2019 - 00:00,1.24,37.68,23.97,6.79,17.21,3.69,45.99,-0.49,2.14,210.44,50.9,246.35,0.0,,0.45,0.0,0.0,16-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
16-Jun-2019 - 00:00,1.21,34.11,22.4,6.22,16.34,4.2,47.31,-0.49,2.19,211.24,36.92,273.34,0.0,,0.09,0.0,0.0,17-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
17-Jun-2019 - 00:00,1.26,23.62,24.08,7.1,17.03,3.94,42.76,-0.49,1.91,204.03,57.64,224.77,0.0,,2.5,0.0,0.0,18-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
18-Jun-2019 - 00:00,1.27,28.68,27.77,7.03,20.77,2.94,48.88,-0.49,1.81,213.59,46.26,270.62,0.0,,2.06,0.0,0.0,19-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
19-Jun-2019 - 00:00,1.31,24.43,19.58,6.66,19.23,3.22,45.05,-0.49,2.0,213.06,32.95,195.92,0.0,,1.4,0.0,0.08,20-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
20-Jun-2019 - 00:00,1.35,20.74,21.95,11.91,33.85,3.95,56.42,-0.49,1.61,222.45,38.71,152.77,0.0,,7.74,0.72,2.59,21-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
21-Jun-2019 - 00:00,1.34,33.97,23.76,10.78,34.48,3.82,60.65,-0.28,1.31,239.9,41.55,167.29,0.0,,5.69,0.0,1.66,22-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
22-Jun-2019 - 00:00,1.28,42.06,20.62,7.77,28.36,3.58,65.11,0.02,1.69,211.34,48.21,213.25,0.0,,3.55,0.0,1.78,23-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
23-Jun-2019 - 00:00,1.28,47.56,17.81,9.78,27.54,4.69,76.32,0.02,1.71,210.61,41.68,226.2,0.0,,2.37,0.0,0.03,24-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
24-Jun-2019 - 00:00,1.28,58.07,21.26,8.61,29.84,4.19,46.19,-0.09,1.8,219.29,36.68,186.34,0.0,,3.48,0.0,0.26,25-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
25-Jun-2019 - 00:00,1.29,39.3,19.97,9.94,29.85,4.07,51.76,-0.48,1.57,217.44,160.59,126.1,0.0,,7.04,0.0,2.23,26-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
26-Jun-2019 - 00:00,1.23,27.94,25.64,10.62,36.2,3.83,56.48,-0.47,1.96,204.59,60.71,136.74,0.0,,5.8,0.0,0.84,27-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
27-Jun-2019 - 00:00,0.84,19.44,41.4,10.31,51.68,3.78,59.12,-0.47,2.05,213.44,45.49,208.31,0.0,,6.53,0.0,1.54,28-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
28-Jun-2019 - 00:00,0.76,35.74,15.78,7.79,23.51,3.54,57.76,-0.46,2.18,211.37,72.45,239.83,0.0,,1.45,0.0,0.0,29-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
29-Jun-2019 - 00:00,0.76,12.73,22.58,7.5,30.04,3.85,54.57,-0.46,2.05,251.84,48.41,302.55,0.0,,1.26,0.0,0.0,30-Jun-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
30-Jun-2019 - 00:00,0.74,16.93,30.09,7.34,37.43,3.37,47.19,-0.46,1.93,216.76,33.48,217.32,0.0,,1.53,0.0,0.0,01-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
01-Jul-2019 - 00:00,0.77,26.51,21.99,7.26,29.24,3.54,52.81,-0.45,2.37,238.44,38.38,196.7,1.4,,3.04,0.0,0.15,02-Jul-2019 - 00:00,999.81,"Velachery Res. Area, Chennai - CPCB"
02-Jul-2019 - 00:00,0.76,22.57,20.91,8.11,29.0,3.62,61.26,-0.46,2.3,222.55,123.13,160.29,0.0,,2.28,0.0,0.0,03-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
03-Jul-2019 - 00:00,0.77,13.44,20.08,7.95,28.02,3.66,69.95,-0.46,2.33,202.96,155.34,226.47,0.0,,0.39,0.0,0.0,04-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
04-Jul-2019 - 00:00,0.8,11.71,21.89,8.9,30.73,3.54,73.14,-0.46,2.42,206.86,49.06,221.35,3.85,,0.78,0.79,0.0,05-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
05-Jul-2019 - 00:00,0.8,7.26,24.81,9.71,34.51,3.09,77.03,-0.46,2.28,208.66,278.97,140.3,0.0,,0.93,0.0,1.29,06-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
06-Jul-2019 - 00:00,0.8,15.15,34.8,8.22,43.0,3.54,71.31,-0.46,2.56,207.78,,149.41,0.0,,0.13,0.0,0.0,07-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
07-Jul-2019 - 00:00,0.71,24.62,19.87,6.32,26.14,3.4,64.98,-0.46,2.34,208.16,,210.79,0.0,,0.0,0.0,0.0,08-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
08-Jul-2019 - 00:00,0.75,25.35,21.97,7.22,29.16,3.66,53.59,-0.18,2.1,208.62,45.83,215.3,0.0,,0.7,0.0,0.0,09-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
09-Jul-2019 - 00:00,0.73,29.18,17.97,6.04,23.96,3.72,55.78,-0.47,1.67,215.34,53.02,211.17,0.0,,3.46,0.04,0.04,10-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
10-Jul-2019 - 00:00,0.79,35.76,21.87,7.22,29.04,4.02,47.6,-0.15,1.24,197.98,39.14,213.42,0.0,,3.07,0.0,0.26,11-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
11-Jul-2019 - 00:00,0.83,30.73,32.46,8.98,41.41,3.33,39.02,0.09,1.44,184.83,44.5,229.1,0.0,,7.0,0.0,2.16,12-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
12-Jul-2019 - 00:00,0.73,39.54,21.32,6.56,27.85,3.0,49.15,0.15,2.91,200.12,,335.06,0.0,,1.94,0.0,0.0,13-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
13-Jul-2019 - 00:00,0.74,35.21,17.69,6.25,23.89,4.7,61.55,0.17,2.95,203.74,,205.57,0.0,,2.67,0.0,0.0,14-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
14-Jul-2019 - 00:00,0.75,40.21,17.67,5.64,23.27,4.22,55.41,0.14,2.45,219.29,,201.93,0.0,,0.49,0.0,0.04,15-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
15-Jul-2019 - 00:00,0.69,46.37,18.24,5.85,24.03,3.73,51.58,0.14,2.42,199.7,23.49,297.58,0.0,,2.07,0.0,0.0,16-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
16-Jul-2019 - 00:00,0.78,29.34,20.16,5.89,26.01,3.8,92.83,-0.19,1.98,208.7,26.3,249.21,0.0,,3.7,0.0,0.53,17-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
17-Jul-2019 - 00:00,0.81,,22.82,8.1,30.89,4.42,99.8,-0.5,0.69,229.99,47.26,116.43,0.0,,8.93,0.0,1.31,18-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
18-Jul-2019 - 00:00,0.77,,24.75,6.36,31.09,4.31,86.59,-0.5,0.83,211.99,38.04,206.15,0.0,,6.2,0.0,0.14,19-Jul-2019 - 00:00,999.43,"Velachery Res. Area, Chennai - CPCB"
19-Jul-2019 - 00:00,0.74,67.39,19.87,5.97,25.75,3.93,80.02,-0.49,0.89,221.4,28.0,170.36,0.0,,5.66,0.0,0.39,20-Jul-2019 - 00:00,999.33,"Velachery Res. Area, Chennai - CPCB"
20-Jul-2019 - 00:00,0.71,63.63,16.33,5.82,22.12,3.12,71.68,-0.5,0.73,196.09,33.35,278.78,0.0,,1.71,0.0,0.0,21-Jul-2019 - 00:00,999.97,"Velachery Res. Area, Chennai - CPCB"
21-Jul-2019 - 00:00,0.71,51.96,20.26,5.57,25.8,3.73,53.45,-0.5,0.72,212.32,34.6,167.15,0.0,,0.88,0.0,0.0,22-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
22-Jul-2019 - 00:00,0.82,22.69,26.37,12.75,39.1,6.28,69.6,-0.48,1.55,197.16,32.51,55.19,0.0,,0.69,0.19,5.22,23-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
23-Jul-2019 - 00:00,0.78,32.04,22.07,8.34,30.4,4.93,57.15,-0.5,0.72,219.39,30.72,160.04,0.0,,2.46,0.0,2.81,24-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
24-Jul-2019 - 00:00,0.74,40.5,25.61,8.15,33.73,4.14,51.68,-0.48,1.54,214.29,27.9,316.71,3.1,,5.69,0.0,1.13,25-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
25-Jul-2019 - 00:00,0.81,38.2,25.39,8.13,33.51,6.05,59.83,-0.47,1.88,204.32,14.04,140.61,0.85,,6.16,0.0,0.56,26-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
26-Jul-2019 - 00:00,0.82,26.56,24.33,10.24,34.54,3.74,61.24,-0.47,2.03,224.12,15.53,107.08,9.35,,13.07,0.19,0.6,27-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
27-Jul-2019 - 00:00,0.77,33.24,30.7,8.65,39.33,3.27,33.38,-0.47,1.91,218.85,15.01,218.1,13.88,,13.78,0.0,0.52,28-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
28-Jul-2019 - 00:00,0.74,40.78,20.53,6.21,26.73,3.63,38.94,-0.47,1.73,221.36,13.4,150.17,3.16,,3.43,0.0,0.0,29-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
29-Jul-2019 - 00:00,0.78,39.16,22.16,7.98,30.13,3.77,45.01,-0.47,2.1,211.45,16.0,144.73,2.24,,2.73,0.0,0.0,30-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
30-Jul-2019 - 00:00,0.79,38.56,43.29,8.77,52.05,4.23,42.83,-0.47,1.97,206.79,14.59,169.8,1.74,,3.3,0.0,0.0,31-Jul-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
31-Jul-2019 - 00:00,0.77,42.77,24.61,8.23,32.81,4.09,37.8,-0.48,1.5,223.08,10.5,307.37,1.23,,2.04,0.57,0.13,01-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
01-Aug-2019 - 00:00,0.76,31.23,19.93,8.22,28.11,3.77,52.96,-0.47,1.99,217.41,13.1,146.4,2.94,,6.79,0.0,0.0,02-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
02-Aug-2019 - 00:00,0.79,26.94,34.4,9.84,44.21,3.28,69.11,-0.47,1.79,193.8,136.7,172.07,4.73,,12.78,0.27,0.0,03-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
03-Aug-2019 - 00:00,0.74,30.13,39.21,9.13,48.27,4.35,60.97,-0.46,2.46,206.92,93.28,263.75,2.37,,5.0,0.0,0.0,04-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
04-Aug-2019 - 00:00,0.72,29.29,23.2,7.25,30.37,4.49,38.37,-0.46,2.16,214.68,63.38,227.12,0.81,,7.98,0.53,0.26,05-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
05-Aug-2019 - 00:00,0.77,16.67,21.74,8.05,29.75,4.4,36.41,-0.47,1.94,227.98,60.34,127.61,4.46,,10.24,0.0,0.0,06-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
06-Aug-2019 - 00:00,0.75,24.36,20.66,8.65,29.2,3.34,36.9,-0.46,2.4,226.2,14.78,178.84,3.83,,12.65,0.15,0.57,07-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
07-Aug-2019 - 00:00,0.73,24.67,16.74,6.53,23.15,3.3,31.83,-0.45,2.96,219.05,12.28,211.45,3.06,,7.91,0.0,0.0,08-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
08-Aug-2019 - 00:00,0.74,25.7,15.91,6.87,22.72,2.86,29.34,-0.45,3.03,219.13,20.3,279.13,0.87,,3.72,0.17,0.0,09-Aug-2019 - 00:00,999.63,"Velachery Res. Area, Chennai - CPCB"
09-Aug-2019 - 00:00,0.73,26.23,17.94,6.66,24.54,3.06,34.77,-0.46,2.25,216.9,9.92,361.39,0.93,,3.17,0.29,0.02,10-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
10-Aug-2019 - 00:00,0.73,30.75,18.13,5.7,23.74,3.75,50.48,-0.47,1.77,212.2,12.99,281.98,0.0,,3.4,0.0,0.0,11-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
11-Aug-2019 - 00:00,0.66,32.07,15.34,5.34,20.62,3.39,50.4,-0.47,1.45,235.28,14.66,299.91,0.23,,1.41,0.0,0.0,12-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
12-Aug-2019 - 00:00,0.7,30.94,16.05,5.51,21.51,3.05,52.2,-0.48,1.4,222.6,14.24,231.48,0.0,,3.02,0.0,0.0,13-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
13-Aug-2019 - 00:00,0.73,28.78,19.14,6.02,25.03,3.97,61.52,-0.48,1.43,223.11,16.83,175.88,1.48,,6.31,0.0,0.0,14-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
14-Aug-2019 - 00:00,0.72,33.68,18.59,6.22,24.71,3.54,71.74,-0.47,1.71,200.71,20.22,286.81,0.66,,5.21,0.0,0.0,15-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
