from date,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Xylene,to date,station
06-Jun-2019 - 00:00,,,,,,,,,,,,,07-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
07-Jun-2019 - 00:00,,,,,,,,,,,,,08-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
08-Jun-2019 - 00:00,,,,,,,,,,,,,09-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
09-Jun-2019 - 00:00,,,,,,,,,,,,,10-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
10-Jun-2019 - 00:00,,,,,,,,,,,,,11-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
11-Jun-2019 - 00:00,,,,,,,,,,,,,12-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
12-Jun-2019 - 00:00,,,,,,,,,,,,,13-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
13-Jun-2019 - 00:00,225.48,45.49,25.04,26.77,51.81,1.05,,19.68,3.61,0.23,0.1,0.52,14-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
14-Jun-2019 - 00:00,234.85,46.46,32.16,33.21,65.37,1.35,,50.23,3.69,0.23,0.18,2.12,15-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
15-Jun-2019 - 00:00,306.35,81.62,53.36,49.2,102.57,2.08,,24.17,10.93,0.87,0.83,0.45,16-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
16-Jun-2019 - 00:00,,,,,,,,,,,,,17-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
17-Jun-2019 - 00:00,183.38,24.2,14.07,19.73,28.06,0.92,0.0,49.51,1.77,0.2,0.04,9.71,18-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
18-Jun-2019 - 00:00,157.22,30.99,18.52,22.92,27.67,1.15,0.0,37.01,2.49,0.38,0.15,1.48,19-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
19-Jun-2019 - 00:00,289.15,61.24,21.7,21.4,31.39,1.39,1.83,44.79,4.19,0.3,0.09,0.99,20-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
20-Jun-2019 - 00:00,145.23,59.65,22.79,24.73,38.54,0.87,0.0,79.6,2.18,0.07,0.04,1.47,21-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
21-Jun-2019 - 00:00,188.61,41.56,29.13,29.62,53.08,1.99,0.0,65.15,4.78,0.09,0.18,4.39,22-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
22-Jun-2019 - 00:00,222.05,63.27,19.93,23.07,39.35,1.69,,53.91,5.44,0.01,0.09,2.44,23-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
23-Jun-2019 - 00:00,151.94,42.33,15.66,18.96,28.86,1.32,13.5,45.51,2.87,0.0,0.0,1.04,24-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
24-Jun-2019 - 00:00,95.45,28.27,99.44,49.75,55.44,1.1,0.0,41.71,2.57,0.19,2.72,0.97,25-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
25-Jun-2019 - 00:00,160.28,60.29,111.98,42.51,116.84,0.94,24.56,47.3,4.53,1.53,11.05,1.22,26-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
26-Jun-2019 - 00:00,231.0,90.84,141.34,51.59,96.48,1.33,,35.09,5.67,0.77,9.9,1.48,27-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
27-Jun-2019 - 00:00,286.13,51.97,74.42,48.14,53.78,1.13,,38.91,3.7,2.57,23.98,1.24,28-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
28-Jun-2019 - 00:00,264.29,53.34,115.62,104.93,43.56,1.08,0.0,31.16,2.12,0.67,2.9,1.14,29-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
29-Jun-2019 - 00:00,367.04,37.67,39.98,28.02,54.82,1.42,2.31,32.85,1.8,0.01,0.06,0.79,30-Jun-2019 - 00:00,"North Campus, DU, Delhi - IMD"
30-Jun-2019 - 00:00,352.02,50.16,45.35,33.47,78.82,1.63,,30.52,0.0,0.0,0.06,1.96,01-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
01-Jul-2019 - 00:00,254.43,28.85,21.69,30.75,52.44,1.31,0.0,46.22,2.02,0.0,0.11,2.34,02-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
02-Jul-2019 - 00:00,275.77,64.65,22.51,26.39,37.6,1.17,1.75,66.55,3.37,0.0,0.18,1.34,03-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
03-Jul-2019 - 00:00,90.25,29.72,15.8,26.66,34.43,1.51,0.0,55.86,3.48,0.0,0.09,1.37,04-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
04-Jul-2019 - 00:00,75.53,22.22,19.35,24.72,38.18,1.56,0.0,42.36,2.02,0.01,0.09,1.83,05-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
05-Jul-2019 - 00:00,76.56,25.81,29.81,20.26,38.03,1.5,0.01,20.56,1.66,0.05,0.19,2.47,06-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
06-Jul-2019 - 00:00,62.45,27.51,41.02,16.15,24.13,1.13,0.01,28.0,0.45,0.0,0.1,0.9,07-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
07-Jul-2019 - 00:00,89.69,43.45,4.94,8.39,7.38,1.26,0.01,42.83,3.19,0.0,0.1,0.17,08-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
08-Jul-2019 - 00:00,133.14,45.04,2.12,6.85,1.69,1.17,0.0,38.77,6.29,0.09,0.15,3.55,09-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
09-Jul-2019 - 00:00,106.55,32.43,,5.11,0.04,0.89,0.0,36.62,4.58,0.0,0.07,6.0,10-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
10-Jul-2019 - 00:00,301.53,69.03,,,0.0,0.91,,38.71,5.5,0.01,0.07,4.24,11-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
11-Jul-2019 - 00:00,341.79,67.61,9.22,8.36,6.07,0.61,0.0,41.39,4.95,0.01,0.07,4.42,12-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
12-Jul-2019 - 00:00,410.96,73.82,6.97,7.06,14.03,0.62,,46.34,5.46,0.07,0.27,1.99,13-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
13-Jul-2019 - 00:00,268.04,50.18,6.1,7.18,13.28,0.38,,33.81,1.72,0.0,0.0,0.0,14-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
14-Jul-2019 - 00:00,253.89,32.95,5.64,7.66,13.3,0.37,,46.33,0.06,0.0,0.0,0.0,15-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
15-Jul-2019 - 00:00,119.34,19.13,5.85,8.25,14.11,0.49,0.0,35.73,2.07,0.0,0.0,0.0,16-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
16-Jul-2019 - 00:00,70.77,18.63,5.43,7.44,12.87,0.32,,29.88,3.94,0.0,0.0,0.0,17-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
17-Jul-2019 - 00:00,65.0,24.57,6.53,7.74,14.28,0.85,,13.24,4.86,0.0,0.0,0.0,18-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
18-Jul-2019 - 00:00,70.19,25.5,7.75,8.77,16.52,0.91,,17.79,4.98,0.0,0.0,0.0,19-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
19-Jul-2019 - 00:00,136.96,57.29,15.3,11.78,27.08,1.61,,26.25,5.81,0.0,0.0,0.0,20-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
20-Jul-2019 - 00:00,98.66,43.26,6.83,8.41,15.25,1.51,,16.68,6.92,0.0,0.0,0.0,21-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
21-Jul-2019 - 00:00,100.52,54.46,10.91,9.54,20.45,2.12,,13.81,5.66,0.0,0.0,0.0,22-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
22-Jul-2019 - 00:00,142.52,79.93,16.91,12.45,29.36,2.53,,13.82,4.4,0.0,0.0,0.0,23-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
23-Jul-2019 - 00:00,103.58,47.53,16.29,12.9,29.06,1.72,,19.21,5.43,0.56,0.34,0.9,24-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
24-Jul-2019 - 00:00,133.69,58.16,13.23,11.04,24.27,1.26,,13.0,4.3,0.24,0.41,5.53,25-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
25-Jul-2019 - 00:00,54.96,13.47,6.04,7.43,13.47,0.46,,10.04,4.66,0.0,0.0,0.0,26-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
26-Jul-2019 - 00:00,54.5,13.05,6.16,7.44,13.6,0.51,,17.45,4.91,0.0,0.02,0.64,27-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
27-Jul-2019 - 00:00,46.67,17.33,6.08,7.45,13.53,0.64,,54.23,4.81,0.15,0.02,2.77,28-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
28-Jul-2019 - 00:00,41.78,13.61,5.47,6.92,12.39,0.48,,88.92,3.71,0.0,6.36,1.26,29-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
29-Jul-2019 - 00:00,56.81,22.82,5.47,7.04,12.51,0.48,,100.89,4.78,0.0,0.0,3.41,30-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
30-Jul-2019 - 00:00,106.01,33.86,5.71,7.26,12.97,0.7,,77.62,5.83,0.0,0.0,3.41,31-Jul-2019 - 00:00,"North Campus, DU, Delhi - IMD"
31-Jul-2019 - 00:00,66.35,29.54,5.42,7.2,12.62,0.89,,71.42,5.4,0.01,2.7,2.33,01-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
01-Aug-2019 - 00:00,63.24,30.06,6.68,7.7,14.38,1.09,,34.93,6.03,0.01,5.9,1.44,02-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
02-Aug-2019 - 00:00,61.7,30.31,5.99,7.3,13.29,0.96,,33.24,5.57,0.14,6.66,1.08,03-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
03-Aug-2019 - 00:00,82.19,47.45,7.71,8.04,15.75,1.29,,50.38,6.74,1.09,14.47,1.25,04-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
04-Aug-2019 - 00:00,95.85,54.88,8.56,8.37,16.93,1.37,,45.89,5.68,0.59,11.39,1.02,05-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
05-Aug-2019 - 00:00,135.74,83.77,9.1,9.01,18.11,1.4,,29.32,2.18,0.19,10.57,1.78,06-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
06-Aug-2019 - 00:00,56.4,27.03,8.5,8.72,17.22,1.33,,23.54,4.23,0.87,10.48,1.34,07-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
07-Aug-2019 - 00:00,59.43,36.21,8.11,8.15,16.26,1.33,,25.01,4.32,0.76,9.82,1.13,08-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
08-Aug-2019 - 00:00,68.57,33.62,7.48,7.95,15.43,1.01,,44.1,4.1,0.15,6.11,1.37,09-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
09-Aug-2019 - 00:00,43.82,12.87,4.93,6.8,11.73,0.35,,36.34,1.56,0.0,1.79,0.79,10-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
10-Aug-2019 - 00:00,45.82,20.05,5.21,7.0,12.21,0.44,,31.9,1.85,0.0,1.64,0.82,11-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
11-Aug-2019 - 00:00,51.16,23.92,5.92,7.21,13.14,0.48,,41.84,2.04,0.0,0.18,1.58,12-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
12-Aug-2019 - 00:00,46.99,18.32,5.87,7.24,13.1,0.71,,27.55,1.99,0.0,0.0,0.66,13-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
13-Aug-2019 - 00:00,45.56,20.83,7.67,7.96,15.63,0.76,,21.98,2.39,0.0,0.0,0.87,14-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
14-Aug-2019 - 00:00,72.82,36.06,6.91,7.96,14.87,1.2,,42.5,2.99,0.0,0.0,1.57,15-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
15-Aug-2019 - 00:00,50.46,23.74,7.14,7.71,14.85,0.74,,29.86,2.69,0.0,0.0,0.88,16-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
16-Aug-2019 - 00:00,38.04,8.43,5.14,6.84,11.98,0.29,,35.01,1.66,0.0,0.0,0.0,17-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
17-Aug-2019 - 00:00,31.09,4.18,5.73,6.87,12.61,0.22,,19.0,1.27,0.0,0.05,0.05,18-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
18-Aug-2019 - 00:00,35.76,9.26,7.45,7.57,15.03,0.5,,20.52,1.85,0.0,0.0,0.0,19-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
19-Aug-2019 - 00:00,71.52,26.35,13.07,10.24,23.3,1.36,38.82,40.99,5.07,0.0,0.0,0.0,20-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
20-Aug-2019 - 00:00,68.56,34.69,9.38,8.54,17.92,2.24,,36.06,4.54,0.0,0.0,0.0,21-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
21-Aug-2019 - 00:00,100.96,35.79,6.42,7.82,14.23,1.27,12.06,39.68,4.04,0.0,0.0,0.0,22-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
22-Aug-2019 - 00:00,117.11,42.55,10.0,9.31,19.31,1.29,,28.94,5.3,0.0,0.0,0.0,23-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
23-Aug-2019 - 00:00,113.2,48.11,14.14,10.9,24.96,1.5,0.0,29.25,5.96,0.0,0.0,0.0,24-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
24-Aug-2019 - 00:00,122.25,53.74,14.82,11.33,26.15,1.86,,25.94,6.79,0.0,0.0,0.0,25-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
25-Aug-2019 - 00:00,60.8,29.51,7.33,7.9,15.21,0.83,0.0,27.12,3.22,0.0,0.0,0.0,26-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
26-Aug-2019 - 00:00,69.12,33.68,8.85,8.66,17.5,1.05,0.0,29.66,4.72,0.0,0.0,0.0,27-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
27-Aug-2019 - 00:00,112.85,59.93,14.0,10.91,24.9,1.36,0.87,64.59,6.14,0.0,0.0,0.0,28-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
28-Aug-2019 - 00:00,103.16,49.97,14.29,10.97,25.26,1.23,,57.51,5.15,0.0,0.0,0.0,29-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
29-Aug-2019 - 00:00,70.4,22.24,9.03,9.12,18.12,0.68,0.0,33.74,3.51,0.0,0.0,0.0,30-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
30-Aug-2019 - 00:00,105.53,24.88,8.28,8.96,17.23,0.85,0.0,68.87,4.63,0.0,0.0,0.0,31-Aug-2019 - 00:00,"North Campus, DU, Delhi - IMD"
31-Aug-2019 - 00:00,106.68,31.98,9.5,9.69,19.19,1.47,,49.57,5.16,0.0,0.0,0.0,01-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
01-Sep-2019 - 00:00,69.36,21.76,8.12,8.82,16.95,1.07,,53.7,3.58,0.0,0.0,0.0,02-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
02-Sep-2019 - 00:00,83.94,29.49,7.48,8.52,16.0,0.79,0.0,55.82,3.68,0.0,0.0,0.0,03-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
03-Sep-2019 - 00:00,113.13,56.45,9.26,10.02,19.26,1.4,0.0,31.45,5.0,0.0,0.0,0.0,04-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
04-Sep-2019 - 00:00,131.46,67.41,5.95,8.24,14.17,1.53,0.0,53.68,5.51,0.0,0.0,0.0,05-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
05-Sep-2019 - 00:00,73.0,45.42,7.64,8.78,16.75,1.35,,47.47,5.56,0.16,0.56,0.21,06-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
06-Sep-2019 - 00:00,82.87,38.86,7.63,8.66,16.29,1.34,,38.94,6.64,0.0,0.0,0.02,07-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
07-Sep-2019 - 00:00,72.04,33.38,9.35,9.56,18.91,1.3,,32.25,6.69,0.0,0.0,0.0,08-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
08-Sep-2019 - 00:00,66.38,30.69,6.37,8.04,14.42,0.9,,31.72,5.44,0.0,0.0,0.0,09-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
09-Sep-2019 - 00:00,111.02,52.59,7.98,8.95,16.93,1.11,,18.64,5.7,0.0,0.0,0.0,10-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
10-Sep-2019 - 00:00,113.34,59.04,9.09,9.55,18.64,1.29,,18.17,7.74,0.0,0.01,0.0,11-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
11-Sep-2019 - 00:00,149.64,79.18,10.51,10.96,21.47,1.56,,39.02,7.4,0.0,0.0,0.0,12-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
12-Sep-2019 - 00:00,108.15,52.09,7.0,9.39,16.39,1.24,,26.9,6.54,0.0,0.0,0.0,13-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
13-Sep-2019 - 00:00,77.58,47.34,6.75,8.69,15.44,1.15,,25.44,5.27,0.0,0.0,0.0,14-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
14-Sep-2019 - 00:00,58.0,15.54,5.81,7.99,13.8,1.09,,32.43,3.49,0.0,0.0,0.0,15-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
15-Sep-2019 - 00:00,75.03,19.9,7.87,8.67,16.54,1.33,,30.35,3.82,0.0,0.0,0.0,16-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
16-Sep-2019 - 00:00,122.55,51.37,9.18,9.65,18.79,1.59,0.0,28.03,6.6,0.0,0.0,0.0,17-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
17-Sep-2019 - 00:00,108.47,55.28,8.57,9.68,18.25,2.13,,27.98,6.21,0.0,0.0,0.0,18-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
18-Sep-2019 - 00:00,86.01,35.29,5.95,8.83,14.79,1.72,,34.42,4.82,0.0,0.0,0.0,19-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
19-Sep-2019 - 00:00,47.53,20.5,5.4,7.84,13.24,1.06,,25.19,2.31,0.0,0.0,0.0,20-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
20-Sep-2019 - 00:00,94.3,47.93,9.94,9.8,19.73,1.13,,51.96,6.23,0.0,0.0,0.0,21-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
21-Sep-2019 - 00:00,82.86,36.4,13.9,11.11,25.01,1.29,,17.79,5.97,0.0,0.0,0.0,22-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
22-Sep-2019 - 00:00,53.92,22.86,11.15,9.75,20.91,1.19,,14.57,4.95,0.0,0.0,0.0,23-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
23-Sep-2019 - 00:00,79.12,28.1,8.03,8.74,16.77,1.18,,28.97,5.07,0.01,0.03,0.05,24-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
24-Sep-2019 - 00:00,72.82,16.53,8.13,8.68,16.81,1.22,,19.38,0.04,0.0,0.0,0.07,25-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
25-Sep-2019 - 00:00,67.35,16.29,8.93,8.93,17.86,1.2,0.0,19.33,0.77,0.0,0.02,0.05,26-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
26-Sep-2019 - 00:00,54.47,12.26,8.02,8.42,16.43,1.17,,40.73,1.68,0.0,0.01,0.01,27-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
27-Sep-2019 - 00:00,38.78,11.19,6.2,7.56,13.73,1.06,0.0,39.06,1.51,0.0,0.0,0.0,28-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
28-Sep-2019 - 00:00,56.9,20.43,7.36,8.11,15.41,0.73,0.0,19.11,2.6,0.0,0.0,0.0,29-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
29-Sep-2019 - 00:00,43.56,17.04,6.35,7.64,14.0,0.62,,15.1,2.26,0.0,0.0,0.0,30-Sep-2019 - 00:00,"North Campus, DU, Delhi - IMD"
30-Sep-2019 - 00:00,66.32,29.32,7.69,8.39,16.08,0.78,,16.13,3.13,0.0,0.0,0.0,01-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
01-Oct-2019 - 00:00,69.45,29.6,9.39,9.07,18.42,0.84,0.0,15.47,2.93,0.0,0.0,0.0,02-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
02-Oct-2019 - 00:00,71.1,32.9,10.54,9.46,19.99,1.06,0.0,19.97,5.03,0.0,0.0,0.0,03-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
03-Oct-2019 - 00:00,129.11,65.7,10.87,10.22,21.06,0.43,0.0,29.96,7.73,0.0,0.0,0.0,04-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
04-Oct-2019 - 00:00,90.71,44.47,6.45,8.28,14.53,0.83,0.0,17.4,3.57,0.0,0.0,0.0,05-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
05-Oct-2019 - 00:00,89.63,38.76,4.37,6.18,10.48,1.81,0.0,18.71,5.02,0.0,0.0,0.01,06-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
06-Oct-2019 - 00:00,125.53,54.76,2.55,3.36,5.87,1.57,0.0,22.07,6.12,0.0,0.01,0.0,07-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
07-Oct-2019 - 00:00,125.28,52.55,5.67,5.51,10.37,1.34,4.88,17.83,6.19,0.01,0.0,0.0,08-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
08-Oct-2019 - 00:00,103.67,44.01,16.64,17.2,33.24,0.61,0.0,18.32,4.78,0.0,0.0,0.0,09-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
09-Oct-2019 - 00:00,152.31,70.35,65.86,22.37,82.26,1.56,0.0,35.23,7.0,0.0,0.0,0.0,10-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
10-Oct-2019 - 00:00,180.9,88.93,48.4,22.39,69.51,1.81,0.0,26.49,6.88,0.0,0.0,0.0,11-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
11-Oct-2019 - 00:00,176.67,93.82,64.51,18.32,76.01,2.1,0.0,20.14,5.09,0.0,0.0,0.0,12-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
12-Oct-2019 - 00:00,189.49,97.19,67.87,18.28,77.01,2.27,0.0,18.51,7.24,0.0,0.0,0.0,13-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
13-Oct-2019 - 00:00,213.74,121.82,74.43,15.6,81.62,2.58,0.0,17.64,2.96,0.0,0.0,0.0,14-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
14-Oct-2019 - 00:00,199.21,106.59,68.64,16.57,78.05,2.58,0.0,17.15,0.23,0.0,0.0,0.0,15-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
15-Oct-2019 - 00:00,229.29,122.44,132.88,14.52,120.23,3.14,,12.89,0.0,0.0,0.0,0.0,16-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
16-Oct-2019 - 00:00,,,,,,,,,,,,,17-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
17-Oct-2019 - 00:00,,,,,,,,,,,,,18-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
18-Oct-2019 - 00:00,133.91,49.92,24.46,38.19,60.78,0.6,0.0,23.83,0.0,0.0,0.0,0.0,19-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
19-Oct-2019 - 00:00,148.75,70.99,71.72,38.96,110.67,1.14,,19.2,0.0,0.0,0.0,0.0,20-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
20-Oct-2019 - 00:00,170.8,89.68,54.3,36.51,90.8,1.11,,17.8,0.0,0.0,0.0,0.0,21-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
21-Oct-2019 - 00:00,202.89,103.74,41.85,36.37,78.22,1.2,,21.03,0.0,0.0,0.0,0.0,22-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
22-Oct-2019 - 00:00,186.14,87.52,58.02,36.73,94.78,1.19,,19.66,0.0,0.0,0.0,0.0,23-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
23-Oct-2019 - 00:00,242.41,113.93,69.66,41.03,110.68,1.72,,20.77,0.0,0.0,0.0,0.0,24-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
24-Oct-2019 - 00:00,335.42,192.56,120.16,50.04,170.19,2.82,,27.7,0.0,0.0,0.0,0.0,25-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
25-Oct-2019 - 00:00,253.56,123.65,91.84,45.45,137.28,2.01,,32.53,0.0,0.0,0.0,0.0,26-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
26-Oct-2019 - 00:00,235.41,141.73,131.51,47.24,178.75,2.67,,29.49,0.0,0.0,0.0,0.0,27-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
27-Oct-2019 - 00:00,328.5,219.2,78.09,41.3,119.39,3.01,,20.44,2.61,0.0,0.0,0.0,28-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
28-Oct-2019 - 00:00,401.81,274.67,83.44,39.84,123.26,3.58,,17.84,8.29,0.0,0.0,0.0,29-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
29-Oct-2019 - 00:00,478.11,325.96,115.89,43.14,159.02,3.47,,11.47,2.65,0.0,0.0,0.0,30-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
30-Oct-2019 - 00:00,470.33,304.43,210.36,57.65,244.78,3.05,,12.1,0.4,0.0,0.0,0.0,31-Oct-2019 - 00:00,"North Campus, DU, Delhi - IMD"
31-Oct-2019 - 00:00,522.77,350.96,158.93,52.26,193.2,3.52,,12.45,1.04,0.0,0.0,0.0,01-Nov-2019 - 00:00,"North Campus, DU, Delhi - IMD"
01-Nov-2019 - 00:00,564.35,364.53,45.82,33.7,79.52,1.78,,16.84,0.0,0.0,0.0,0.0,02-Nov-2019 - 00:00,"North Campus, DU, Delhi - IMD"
02-Nov-2019 - 00:00,523.0,355.45,19.14,22.49,41.62,1.11,,14.14,0.0,0.0,0.0,0.0,03-Nov-2019 - 00:00,"North Campus, DU, Delhi - IMD"
