from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,SR,WD,WS,RF,to date,station
16-Nov-2019 - 00:00,37.43,17.41,1.46,52.32,7.16,0.84,20.42,116.2,174.1,5.35,6.31,2.63,4.1,2.38,64.63,297.55,300.6,3.43,0.0,17-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
17-Nov-2019 - 00:00,32.05,15.01,1.16,30.96,9.35,0.5,22.57,66.68,95.7,1.56,8.47,0.31,0.58,0.38,64.92,358.91,285.51,3.66,0.0,18-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
18-Nov-2019 - 00:00,42.46,23.52,5.06,29.8,7.54,0.6,22.86,61.23,90.52,1.85,7.96,0.38,0.66,0.43,66.96,293.23,277.52,2.96,0.0,19-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-Nov-2019 - 00:00,62.42,50.52,24.39,39.5,9.21,0.88,21.09,76.02,121.22,2.41,7.23,0.62,1.01,0.68,64.36,310.26,255.08,2.14,0.0,20-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-Nov-2019 - 00:00,74.64,59.34,27.55,45.24,16.93,1.23,23.94,109.09,176.32,3.52,14.23,1.07,1.67,1.06,58.0,308.25,192.3,1.79,0.0,21-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-Nov-2019 - 00:00,100.51,79.66,36.19,59.14,29.79,1.5,50.61,137.32,228.82,5.66,35.58,3.0,3.44,2.5,52.18,190.98,139.5,1.93,0.0,22-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-Nov-2019 - 00:00,77.16,59.04,26.8,52.16,24.45,1.24,43.15,141.24,216.28,4.4,11.94,2.07,2.32,1.49,56.19,300.09,272.16,2.09,0.0,23-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-Nov-2019 - 00:00,48.76,22.63,1.18,35.2,13.19,0.63,20.53,85.92,124.25,2.07,0.08,0.47,0.71,0.45,62.11,221.97,281.66,2.69,0.0,24-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-Nov-2019 - 00:00,42.91,18.94,0.98,31.17,12.29,0.62,25.65,75.04,110.24,1.95,0.07,0.42,0.71,0.47,64.57,269.55,289.03,2.73,0.0,25-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-Nov-2019 - 00:00,62.51,32.8,4.26,39.24,18.11,0.91,24.9,79.25,137.41,7.53,8.52,4.62,6.14,3.64,58.27,252.59,153.85,1.97,0.0,26-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-Nov-2019 - 00:00,58.21,39.74,16.66,46.62,18.55,0.76,28.17,79.98,141.9,10.51,2.07,4.96,7.41,3.95,54.64,207.68,79.29,2.58,0.0,27-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-Nov-2019 - 00:00,49.11,28.41,8.76,35.59,14.73,0.49,29.89,41.41,73.97,6.58,1.2,3.54,4.89,2.43,68.4,186.01,131.62,2.95,0.04,28-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-Nov-2019 - 00:00,46.32,20.24,1.39,29.76,6.59,0.43,26.69,23.64,34.45,5.51,0.65,2.67,4.3,2.2,76.53,197.23,94.4,4.02,0.01,29-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-Nov-2019 - 00:00,54.53,29.81,5.57,33.06,8.34,0.63,15.35,37.4,59.81,7.04,1.32,3.65,5.28,2.5,79.38,293.13,166.48,2.38,0.01,30-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-Nov-2019 - 00:00,42.59,24.71,6.07,31.69,4.34,0.66,14.85,57.0,78.89,7.02,0.37,2.57,4.1,2.09,87.28,225.15,282.26,2.39,0.0,01-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
01-Dec-2019 - 00:00,43.07,30.21,9.42,27.24,5.62,0.67,20.05,71.1,100.54,6.51,0.22,1.59,3.21,1.56,75.29,304.68,279.03,2.35,0.0,02-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
02-Dec-2019 - 00:00,46.49,34.12,14.27,31.02,7.97,0.7,18.62,80.81,120.76,7.53,0.45,1.72,3.32,1.59,69.07,315.81,271.59,2.63,0.0,03-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
03-Dec-2019 - 00:00,51.72,37.66,17.1,33.1,8.15,0.78,17.08,81.51,125.19,6.95,0.22,1.46,3.27,1.54,60.94,341.25,267.57,2.54,0.0,04-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
04-Dec-2019 - 00:00,59.31,58.17,36.95,45.11,8.62,1.21,16.21,91.26,155.23,9.27,1.26,4.09,6.99,3.27,61.89,307.43,208.53,1.93,0.0,05-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
05-Dec-2019 - 00:00,64.42,95.2,82.1,71.17,11.02,1.55,21.69,137.1,197.13,16.32,5.91,8.91,12.26,7.03,68.51,305.67,252.64,1.7,0.0,06-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
06-Dec-2019 - 00:00,68.79,53.94,25.86,51.66,13.28,1.19,20.87,142.43,190.88,12.07,1.91,4.53,6.93,3.4,77.74,251.54,266.7,2.18,0.0,07-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
07-Dec-2019 - 00:00,75.38,71.62,42.37,42.91,14.78,1.37,22.52,123.84,174.58,13.61,9.27,5.47,7.81,3.93,76.4,268.46,227.39,1.72,0.0,08-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
08-Dec-2019 - 00:00,72.84,70.02,42.2,51.38,16.25,1.17,15.07,115.51,158.44,13.12,4.15,5.59,8.68,4.35,73.52,272.14,193.09,1.87,0.0,09-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
09-Dec-2019 - 00:00,75.4,72.31,44.56,42.67,11.76,1.2,15.91,110.29,154.09,11.17,36.43,4.1,7.01,3.61,70.21,276.36,183.18,1.77,0.0,10-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
10-Dec-2019 - 00:00,79.89,85.52,57.03,49.64,8.74,1.59,18.85,141.31,202.92,12.72,44.32,4.93,8.59,4.2,72.73,247.26,200.96,1.8,0.0,11-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
11-Dec-2019 - 00:00,139.26,161.55,113.71,75.58,17.59,2.57,24.78,187.26,299.97,24.71,117.06,20.05,25.81,13.82,71.84,206.74,117.54,1.82,0.0,12-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
12-Dec-2019 - 00:00,84.8,61.12,25.17,59.18,20.01,1.59,32.45,179.61,257.52,21.16,80.4,12.38,15.89,8.84,69.93,105.91,114.12,3.15,0.01,13-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
13-Dec-2019 - 00:00,32.48,13.15,1.19,38.11,4.71,0.68,25.27,55.93,62.27,6.35,25.17,2.03,3.33,1.63,93.46,77.97,203.91,3.06,0.0,14-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
14-Dec-2019 - 00:00,53.33,47.36,28.17,29.69,6.09,0.72,17.07,54.03,70.93,8.73,41.88,3.22,5.48,2.71,88.06,196.13,228.81,1.92,0.0,15-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
15-Dec-2019 - 00:00,29.72,14.33,4.08,27.38,6.9,0.57,16.57,54.17,68.66,6.7,33.11,1.79,3.44,1.72,89.61,230.59,294.91,2.57,0.0,16-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
16-Dec-2019 - 00:00,21.37,6.46,0.84,28.06,2.28,0.55,15.77,47.27,56.08,5.67,22.26,1.24,2.58,1.42,93.94,60.12,290.12,3.05,0.0,17-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
17-Dec-2019 - 00:00,21.92,16.3,11.57,34.36,1.96,0.67,13.81,47.6,63.6,6.18,27.84,1.4,2.81,1.5,89.61,82.21,295.92,2.56,0.0,18-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
18-Dec-2019 - 00:00,29.3,16.36,5.72,57.69,2.66,0.83,20.31,72.98,95.49,7.47,23.47,1.33,2.85,1.53,89.78,235.0,253.11,2.13,0.0,19-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-Dec-2019 - 00:00,46.78,44.77,26.43,87.37,3.93,1.61,21.73,125.09,167.52,15.51,64.2,6.2,8.41,4.65,97.99,128.98,196.26,1.85,0.0,20-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-Dec-2019 - 00:00,36.9,23.68,7.23,74.82,3.44,1.44,21.3,101.98,138.45,14.21,47.52,4.35,5.87,3.15,99.13,115.9,230.55,1.75,0.0,21-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-Dec-2019 - 00:00,31.87,19.35,5.24,76.62,5.2,1.19,19.81,94.51,129.74,11.59,44.04,3.1,4.45,2.29,97.14,160.94,287.53,2.06,0.0,22-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-Dec-2019 - 00:00,23.32,16.66,8.16,70.72,3.15,0.98,20.69,60.26,77.76,8.87,31.67,1.67,3.16,1.71,99.21,120.33,301.81,2.48,0.0,23-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-Dec-2019 - 00:00,25.84,22.22,13.85,63.67,2.68,1.1,19.28,82.03,102.27,9.68,34.98,2.3,3.55,1.87,99.13,105.77,234.31,2.17,0.0,24-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-Dec-2019 - 00:00,43.52,34.81,17.08,54.07,4.58,1.5,18.03,129.89,178.02,14.3,45.43,5.47,7.29,4.67,96.21,149.62,182.94,2.08,0.0,25-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-Dec-2019 - 00:00,38.57,22.38,10.88,44.3,2.8,0.95,15.0,78.04,106.02,8.36,29.93,1.8,3.09,1.61,98.89,125.12,294.44,2.67,0.0,26-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-Dec-2019 - 00:00,43.42,20.54,4.53,42.24,3.29,1.06,14.63,106.93,136.96,8.45,23.27,1.61,3.03,1.53,97.16,167.55,242.9,2.22,0.0,27-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-Dec-2019 - 00:00,49.34,26.44,7.09,41.86,5.58,1.25,15.65,117.03,153.04,10.92,38.58,2.58,4.3,2.13,93.36,166.77,262.38,1.77,0.0,28-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-Dec-2019 - 00:00,56.63,71.02,55.37,46.26,4.38,1.59,5.3,102.44,139.47,14.36,47.53,4.04,5.58,2.85,98.45,118.04,239.65,1.82,0.0,29-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-Dec-2019 - 00:00,69.98,33.53,4.92,41.77,5.98,1.61,7.95,140.2,194.06,14.31,47.54,3.46,5.07,2.72,95.36,153.99,215.13,1.87,0.0,30-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-Dec-2019 - 00:00,78.68,52.22,15.79,41.58,3.8,2.04,0.78,121.91,156.16,17.31,39.06,4.59,7.21,3.82,99.15,50.54,186.78,1.86,0.0,31-Dec-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
31-Dec-2019 - 00:00,60.41,28.93,2.54,38.99,1.98,1.54,,119.45,174.3,14.13,31.27,3.95,6.68,3.31,99.13,,145.81,2.71,0.0,01-Jan-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
