from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,RF,to date,station
21-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Jul-2019 - 00:00,"Muradpur, Patna - BSPCB"
22-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Jul-2019 - 00:00,"Muradpur, Patna - BSPCB"
23-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Jul-2019 - 00:00,"Muradpur, Patna - BSPCB"
24-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Jul-2019 - 00:00,"Muradpur, Patna - BSPCB"
25-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Jul-2019 - 00:00,"Muradpur, Patna - BSPCB"
26-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Jul-2019 - 00:00,"Muradpur, Patna - BSPCB"
27-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Jul-2019 - 00:00,"Muradpur, Patna - BSPCB"
28-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Jul-2019 - 00:00,"Muradpur, Patna - BSPCB"
29-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Jul-2019 - 00:00,"Muradpur, Patna - BSPCB"
30-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,31-Jul-2019 - 00:00,"Muradpur, Patna - BSPCB"
31-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
01-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
02-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
03-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
04-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
05-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
06-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
07-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
08-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
09-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
10-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
11-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
12-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
13-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
14-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
15-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
16-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
17-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
18-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
19-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
20-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
21-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
22-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
23-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
24-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
25-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
26-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
27-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
28-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
29-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
30-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,31-Aug-2019 - 00:00,"Muradpur, Patna - BSPCB"
31-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
01-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
02-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
03-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
04-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
05-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
06-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
07-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
08-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
09-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
10-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
11-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
12-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
13-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
14-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
15-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
16-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
17-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
18-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
19-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
20-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
21-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
22-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
23-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
24-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
25-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
26-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
27-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
28-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
29-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Sep-2019 - 00:00,"Muradpur, Patna - BSPCB"
30-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
01-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
02-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
03-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
04-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
05-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
06-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
07-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
08-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
09-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
10-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
11-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
12-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
13-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
14-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
15-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
16-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
17-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
18-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
19-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
20-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
21-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
22-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
23-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
24-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
25-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
26-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
27-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
28-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
29-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
30-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,31-Oct-2019 - 00:00,"Muradpur, Patna - BSPCB"
31-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
01-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
02-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
03-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
04-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
05-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
06-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
07-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
08-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
09-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
10-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
11-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
12-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
13-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
14-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
15-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
16-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
17-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
18-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
19-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
20-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
21-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
22-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
23-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
24-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
25-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
26-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
27-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
28-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
29-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Nov-2019 - 00:00,"Muradpur, Patna - BSPCB"
30-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
01-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
02-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
03-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
04-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
05-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
06-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
07-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
08-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
09-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
10-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
11-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
12-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
13-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
14-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
15-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
16-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
17-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
18-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
19-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
20-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
21-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
22-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
23-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
24-Dec-2019 - 00:00,79.52,174.44,55.59,70.06,14.41,50.25,6.33,1.6,8.37,5.57,1.22,4.28,7.41,4.15,15.64,71.02,0.35,304.72,756.78,7.02,0.0,25-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
25-Dec-2019 - 00:00,104.42,191.77,28.68,46.13,17.39,40.94,5.48,1.51,6.39,5.65,1.08,3.45,6.26,3.85,13.52,88.33,0.63,267.18,756.45,108.02,0.0,26-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
26-Dec-2019 - 00:00,84.6,162.63,21.94,34.81,12.83,37.38,5.26,1.24,4.81,4.55,0.81,1.65,4.59,2.98,11.93,88.48,0.71,288.99,756.67,95.62,0.0,27-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
27-Dec-2019 - 00:00,86.75,158.14,27.38,37.39,9.99,35.82,5.27,1.17,5.05,4.32,0.7,1.51,3.89,2.49,11.12,77.9,1.06,302.47,757.44,117.75,0.0,28-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
28-Dec-2019 - 00:00,120.24,208.23,34.84,51.62,16.74,32.91,5.33,1.62,4.54,5.59,0.84,2.54,4.73,3.07,9.73,87.77,0.78,293.2,757.77,123.39,0.0,29-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
29-Dec-2019 - 00:00,115.33,206.97,32.25,47.41,15.17,29.47,5.36,1.59,5.04,5.92,0.96,3.03,5.26,3.47,9.96,85.06,0.8,297.6,756.62,107.42,0.0,30-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
30-Dec-2019 - 00:00,125.24,222.82,37.86,64.53,26.62,32.87,5.31,1.92,4.93,6.88,1.09,3.58,6.12,4.14,10.44,85.58,0.46,239.74,756.73,120.63,0.0,31-Dec-2019 - 00:00,"Muradpur, Patna - BSPCB"
31-Dec-2019 - 00:00,202.13,326.08,39.69,103.35,63.66,38.78,5.82,3.08,4.37,11.52,1.69,6.41,11.72,7.05,8.94,97.62,0.07,264.08,756.3,7.0,0.0,01-Jan-2020 - 00:00,"Muradpur, Patna - BSPCB"
