from date,NO2,NH3,CO,Ozone,SO2,Benzene,PM2.5,PM10,to date,station
20-Nov-2019 - 00:00,75.35,11.53,0.64,27.79,77.86,0.06,124.56,338.66,21-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Nov-2019 - 00:00,68.53,12.94,0.47,23.61,61.66,0.05,113.55,256.86,22-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Nov-2019 - 00:00,79.03,12.08,0.38,40.41,72.62,0.04,121.04,268.71,23-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Nov-2019 - 00:00,54.76,17.17,1.07,99.41,69.4,0.05,149.59,280.05,24-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Nov-2019 - 00:00,,,,,,,,,25-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Nov-2019 - 00:00,29.31,10.91,0.48,74.72,31.61,0.02,57.73,185.8,26-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Nov-2019 - 00:00,74.92,12.37,0.85,29.37,56.01,0.05,104.3,300.92,27-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Nov-2019 - 00:00,81.94,12.77,0.56,21.98,52.04,0.07,143.53,360.0,28-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Nov-2019 - 00:00,67.32,10.45,1.28,21.78,32.11,0.04,114.25,257.75,29-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Nov-2019 - 00:00,75.54,12.06,0.68,22.18,30.81,0.08,135.86,332.64,30-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Nov-2019 - 00:00,72.17,12.92,0.74,22.87,37.34,0.06,156.67,346.1,01-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Dec-2019 - 00:00,,,,,,,,,02-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Dec-2019 - 00:00,33.5,13.39,0.85,57.87,24.97,0.0,108.45,116.55,03-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Dec-2019 - 00:00,63.46,15.99,1.25,38.52,32.46,0.04,156.85,234.07,04-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Dec-2019 - 00:00,77.08,16.75,0.54,32.01,53.39,0.07,115.36,199.42,05-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Dec-2019 - 00:00,70.48,15.82,1.08,31.45,38.64,0.05,166.07,288.54,06-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Dec-2019 - 00:00,69.78,15.8,0.73,27.74,42.76,0.05,149.88,283.74,07-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Dec-2019 - 00:00,69.01,13.69,0.92,29.49,43.67,0.05,116.97,252.17,08-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Dec-2019 - 00:00,42.21,15.71,1.78,37.76,42.7,0.02,120.35,212.23,09-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Dec-2019 - 00:00,85.63,13.95,1.11,45.09,70.66,0.03,147.07,311.87,10-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Dec-2019 - 00:00,77.24,15.95,0.78,57.35,114.87,0.02,144.31,271.36,11-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Dec-2019 - 00:00,30.29,16.03,0.9,103.38,36.04,0.01,129.74,229.59,12-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Dec-2019 - 00:00,36.44,14.88,0.52,79.36,70.4,0.0,126.44,240.31,13-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Dec-2019 - 00:00,20.83,10.01,0.49,42.92,19.23,0.0,46.79,58.94,14-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Dec-2019 - 00:00,46.87,12.54,0.69,23.81,52.98,0.01,99.82,158.33,15-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Dec-2019 - 00:00,34.87,11.68,0.83,22.97,35.66,0.0,77.46,112.27,16-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Dec-2019 - 00:00,33.88,16.36,0.65,45.61,36.23,0.0,94.79,151.02,17-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Dec-2019 - 00:00,29.12,18.36,0.5,56.36,25.19,0.0,93.15,124.74,18-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Dec-2019 - 00:00,,,,,,,,,19-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Dec-2019 - 00:00,56.99,14.42,0.34,43.46,113.69,0.0,96.0,183.29,20-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Dec-2019 - 00:00,66.06,13.3,0.78,38.26,77.81,0.02,113.36,200.28,21-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Dec-2019 - 00:00,81.25,13.99,0.72,32.32,46.97,0.05,147.97,284.93,22-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Dec-2019 - 00:00,82.08,16.49,0.67,37.55,47.76,0.06,161.79,297.9,23-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Dec-2019 - 00:00,121.15,22.13,0.44,18.62,58.51,0.07,173.11,291.0,24-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Dec-2019 - 00:00,61.38,26.77,0.41,29.93,70.22,0.04,215.59,308.93,25-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Dec-2019 - 00:00,78.94,28.34,0.8,12.09,91.4,0.05,221.61,301.33,26-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Dec-2019 - 00:00,46.75,27.37,0.63,52.49,66.66,0.01,187.96,286.37,27-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Dec-2019 - 00:00,41.03,19.87,1.11,39.5,59.21,0.0,154.62,248.89,28-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Dec-2019 - 00:00,63.15,20.94,0.57,26.31,71.4,0.0,162.36,264.7,29-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Dec-2019 - 00:00,53.91,21.56,0.17,15.72,44.69,0.02,174.62,261.46,30-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Dec-2019 - 00:00,79.4,18.77,0.71,27.84,74.14,0.0,194.28,314.68,31-Dec-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
31-Dec-2019 - 00:00,83.3,20.3,1.17,5.2,39.15,0.05,206.0,340.0,01-Jan-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
