from date,PM2.5,PM10,RH,VWS,BP,SR,AT,WS,WD,CO,SO2,Ozone,NO2,NO,NOx,Benzene,Xylene,Toluene,to date,station
19-Apr-2019 - 00:00,60.94,191.94,38.12,-0.72,740.34,82.43,31.01,1.92,154.25,0.53,32.07,117.86,62.71,7.53,30.18,,,,20-Apr-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-Apr-2019 - 00:00,87.57,227.68,34.03,-0.73,742.06,83.2,33.11,1.35,170.58,0.59,33.76,96.88,73.47,6.14,24.24,,,,21-Apr-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-Apr-2019 - 00:00,101.6,240.28,30.92,-0.72,743.21,71.91,34.9,1.43,166.6,0.62,42.26,109.65,62.92,4.61,20.56,,,,22-Apr-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-Apr-2019 - 00:00,133.99,304.73,31.22,-0.72,743.12,85.47,35.39,1.39,185.16,0.54,34.44,98.04,75.57,24.38,33.11,,,,23-Apr-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-Apr-2019 - 00:00,75.06,217.31,46.45,-0.7,742.06,96.97,33.12,3.36,228.54,0.48,22.37,138.62,37.85,1.64,11.11,,,,24-Apr-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
24-Apr-2019 - 00:00,72.79,198.45,42.8,-0.69,740.68,103.97,35.35,1.94,216.45,0.59,27.33,135.18,46.61,1.72,13.93,,,,25-Apr-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
25-Apr-2019 - 00:00,93.83,271.57,39.15,-0.69,741.23,96.5,39.23,1.33,197.57,0.32,31.56,95.84,61.28,34.46,40.34,,,,26-Apr-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-Apr-2019 - 00:00,107.61,324.32,33.15,-0.74,743.07,131.94,40.49,2.02,175.86,0.42,32.64,95.65,66.85,3.93,29.92,,,,27-Apr-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
27-Apr-2019 - 00:00,118.45,383.17,25.56,-0.75,743.41,71.47,30.75,2.66,151.0,0.69,26.71,77.35,90.34,9.82,32.02,,,,28-Apr-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-Apr-2019 - 00:00,98.18,343.84,21.84,-0.75,743.93,101.12,30.59,2.18,150.81,0.67,30.89,51.96,81.41,8.25,28.5,,,,29-Apr-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-Apr-2019 - 00:00,114.85,322.74,22.35,-0.69,743.96,78.15,31.56,1.49,146.83,0.89,33.28,45.87,105.19,23.41,48.71,,,,30-Apr-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
30-Apr-2019 - 00:00,131.13,330.4,23.66,-0.52,745.4,79.46,33.51,0.82,181.41,0.85,37.1,78.36,103.43,51.8,73.52,,,,01-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
01-May-2019 - 00:00,104.46,287.02,32.82,-0.54,746.77,111.47,32.37,1.56,217.88,0.74,42.45,93.07,67.6,23.18,32.9,,,,02-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
02-May-2019 - 00:00,72.86,212.08,42.78,-0.52,746.03,64.68,27.68,3.62,229.42,0.48,28.73,98.8,44.58,5.93,15.68,,,,03-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
03-May-2019 - 00:00,63.98,210.35,50.21,-0.46,745.21,95.38,22.51,3.94,237.67,0.53,21.32,108.51,32.74,1.73,9.83,,,,04-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
04-May-2019 - 00:00,58.0,140.22,49.36,-0.45,742.98,54.23,22.41,1.74,190.26,0.8,22.56,96.84,53.6,3.06,17.17,,,,05-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
05-May-2019 - 00:00,120.11,333.52,27.56,-0.52,742.09,80.49,28.12,1.81,140.25,0.81,32.51,64.12,97.23,13.51,36.39,,,,06-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
06-May-2019 - 00:00,85.43,288.12,17.8,-0.51,744.28,124.16,29.25,2.11,150.3,0.75,35.0,74.88,91.68,5.74,29.66,,,,07-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
07-May-2019 - 00:00,84.56,303.01,18.81,-0.51,745.03,113.26,30.68,1.72,153.26,0.73,36.0,50.44,96.71,25.93,49.35,,,,08-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
08-May-2019 - 00:00,101.42,365.65,19.16,-0.53,745.77,98.95,32.5,1.94,151.14,0.67,34.49,71.2,83.24,11.61,31.12,,,,09-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
09-May-2019 - 00:00,120.93,447.56,17.2,-0.58,745.62,45.13,37.74,2.49,143.23,0.88,27.48,102.48,77.97,11.35,27.87,,,,10-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
10-May-2019 - 00:00,108.96,333.76,20.96,-0.55,744.92,82.39,32.77,1.22,150.59,1.03,35.67,78.27,86.62,15.64,34.53,,,,11-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
11-May-2019 - 00:00,82.85,301.74,26.27,-0.54,743.27,63.29,28.88,1.13,150.91,0.72,29.11,69.55,93.74,12.98,35.1,,,,12-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
12-May-2019 - 00:00,72.93,274.22,27.09,-0.66,744.14,119.78,30.53,1.66,154.9,0.69,29.81,82.48,62.23,4.35,20.38,,,,13-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
13-May-2019 - 00:00,85.32,287.26,30.45,-0.63,743.77,71.77,29.21,1.48,158.52,1.17,31.03,106.67,72.11,12.44,28.55,,,,14-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
14-May-2019 - 00:00,102.0,298.57,30.27,-0.67,743.76,50.01,29.38,1.68,161.57,0.64,33.5,120.72,57.84,4.85,19.57,,,,15-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
15-May-2019 - 00:00,76.8,264.11,29.64,-0.56,743.02,109.75,29.88,2.31,156.49,0.67,34.93,106.38,59.71,4.86,19.98,3.88,9.06,9.42,16-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
16-May-2019 - 00:00,88.87,284.17,30.39,-0.52,742.65,26.93,29.14,2.14,156.73,0.95,29.18,117.28,66.2,13.74,28.44,4.54,4.3,11.34,17-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
17-May-2019 - 00:00,95.72,330.04,29.75,-0.46,743.1,95.8,31.69,2.38,153.79,0.78,30.99,137.3,50.65,3.5,16.59,4.54,5.41,7.01,18-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
18-May-2019 - 00:00,82.26,316.91,31.5,-0.48,743.0,43.88,29.6,2.4,134.75,0.73,30.64,123.87,54.68,4.79,18.59,3.97,15.41,7.01,19-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
19-May-2019 - 00:00,68.7,221.91,33.75,-0.5,742.06,64.22,27.89,1.93,152.7,0.8,27.72,102.4,47.45,3.32,15.6,3.72,3.4,8.04,20-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-May-2019 - 00:00,121.93,265.36,28.5,-0.47,741.42,47.74,30.95,1.26,142.51,0.98,31.77,74.72,82.86,9.3,29.51,4.21,4.82,6.09,21-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-May-2019 - 00:00,110.27,290.3,26.5,-0.46,742.67,45.21,32.35,1.39,150.33,1.21,40.37,63.25,90.13,13.19,34.21,4.07,8.37,6.79,22-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-May-2019 - 00:00,159.51,332.33,29.53,-0.43,744.47,110.19,32.82,1.54,157.72,1.2,40.32,79.36,84.81,25.8,41.01,3.9,3.97,5.77,23-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-May-2019 - 00:00,96.48,351.0,38.78,-0.41,745.44,61.62,31.25,1.89,211.43,0.85,30.22,125.08,47.84,2.89,15.02,4.03,4.68,6.14,24-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
24-May-2019 - 00:00,67.6,216.47,42.23,-0.41,745.51,91.59,31.77,2.42,197.47,0.7,30.7,108.5,39.59,14.23,20.85,3.7,3.06,5.96,25-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
25-May-2019 - 00:00,72.8,226.98,36.75,-0.44,746.17,60.5,29.21,3.28,141.53,0.62,34.91,117.36,49.67,3.82,23.44,3.96,5.3,7.41,26-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-May-2019 - 00:00,69.36,250.16,27.52,-0.46,745.51,67.3,30.69,2.62,143.82,0.61,38.67,102.07,50.35,6.41,18.47,3.54,4.61,6.14,27-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
27-May-2019 - 00:00,82.13,241.93,25.49,-0.43,745.76,69.0,32.62,2.15,147.55,0.68,36.8,59.9,62.83,7.54,22.76,3.95,6.38,7.56,28-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-May-2019 - 00:00,95.85,296.24,23.75,-0.44,745.88,58.27,34.45,1.53,148.59,1.26,39.94,42.63,72.37,33.88,42.33,4.05,5.49,7.95,29-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-May-2019 - 00:00,94.12,288.13,22.02,-0.42,746.76,35.44,33.48,2.11,153.53,1.14,45.27,57.94,69.25,29.2,38.87,4.1,9.89,6.42,30-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
30-May-2019 - 00:00,94.9,304.87,27.48,-0.43,747.74,48.28,33.81,2.0,183.0,1.12,40.88,80.88,54.57,19.53,28.31,4.3,11.38,6.93,31-May-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
31-May-2019 - 00:00,60.2,250.84,45.83,-0.4,747.75,105.5,28.52,3.38,231.78,0.55,38.06,122.98,18.41,2.3,6.59,3.25,6.96,9.41,01-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
01-Jun-2019 - 00:00,57.39,164.12,51.12,-0.4,746.8,181.7,27.26,2.9,236.34,0.65,23.69,112.28,17.41,2.45,6.48,3.71,9.53,7.56,02-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
02-Jun-2019 - 00:00,57.7,294.02,50.49,-0.39,746.67,186.49,28.36,4.08,240.52,0.63,26.54,94.27,13.23,2.63,5.39,3.76,5.21,5.56,03-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
03-Jun-2019 - 00:00,50.53,276.74,51.32,-0.4,746.29,177.36,23.77,4.62,236.46,0.54,23.89,146.32,9.5,2.78,4.51,3.35,6.03,6.8,04-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
04-Jun-2019 - 00:00,61.9,223.18,47.41,-0.4,747.11,183.21,27.99,2.25,238.92,0.74,26.23,107.43,13.64,3.22,5.88,3.6,4.26,5.42,05-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
05-Jun-2019 - 00:00,58.47,186.3,47.85,-0.4,747.41,189.38,29.91,2.5,236.78,0.66,29.7,105.4,11.02,3.26,5.25,3.91,5.25,6.68,06-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
06-Jun-2019 - 00:00,59.18,180.19,49.21,-0.4,746.38,173.67,28.97,3.26,242.42,0.5,25.05,109.43,8.27,17.78,13.87,4.02,20.49,6.62,07-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
07-Jun-2019 - 00:00,53.7,155.89,47.65,-0.4,744.79,172.78,29.34,2.23,227.81,0.63,29.62,105.71,8.68,3.4,4.68,3.78,10.61,6.6,08-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
08-Jun-2019 - 00:00,71.02,203.8,37.41,-0.41,745.98,195.21,32.68,1.42,198.46,0.8,30.1,100.05,19.03,4.02,7.92,3.87,4.76,5.9,09-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
09-Jun-2019 - 00:00,73.93,196.39,38.97,-0.43,746.97,289.69,31.43,1.03,199.76,0.75,37.05,95.5,18.08,4.41,7.98,4.37,5.06,18.45,10-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
10-Jun-2019 - 00:00,79.39,484.5,34.19,-0.44,750.31,154.69,36.33,3.06,201.67,0.0,34.99,146.73,28.22,2.44,7.4,3.74,13.1,7.37,11-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
11-Jun-2019 - 00:00,55.21,225.96,48.88,-0.4,750.8,143.31,29.61,2.74,234.16,,35.7,102.82,16.26,2.49,5.89,3.11,5.1,5.81,12-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
12-Jun-2019 - 00:00,54.2,193.83,51.81,-0.41,749.18,165.0,27.68,3.14,221.98,,23.3,109.41,19.88,2.8,7.44,3.48,5.81,10.68,13-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
13-Jun-2019 - 00:00,66.63,262.86,42.01,-0.41,748.33,154.43,31.12,1.48,179.82,,26.59,113.18,31.69,3.64,11.37,4.29,6.44,6.97,14-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
14-Jun-2019 - 00:00,61.17,288.22,38.16,-0.51,748.88,167.86,33.52,0.94,153.7,,28.19,113.39,39.6,3.99,13.82,3.65,4.79,7.31,15-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
15-Jun-2019 - 00:00,67.16,315.06,31.74,-0.51,749.82,184.04,36.67,1.59,162.67,,35.11,93.96,45.5,5.12,16.09,4.89,6.11,8.57,16-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
16-Jun-2019 - 00:00,65.15,339.12,37.45,-0.59,749.32,179.89,33.96,2.27,149.59,,29.34,117.81,17.81,3.21,7.16,2.97,4.0,5.95,17-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
17-Jun-2019 - 00:00,53.86,263.17,43.77,-0.6,755.76,90.42,29.65,1.75,152.48,,31.02,108.07,28.02,6.23,11.12,3.35,7.87,6.52,18-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
18-Jun-2019 - 00:00,50.46,193.38,36.05,-0.56,747.43,220.84,34.16,2.58,145.07,,19.9,140.45,40.32,6.29,26.55,3.2,8.41,6.4,19-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
19-Jun-2019 - 00:00,93.61,220.47,42.78,-0.51,748.0,77.78,25.86,2.35,154.42,0.0,34.53,111.56,34.29,2.94,10.99,3.59,7.35,5.56,20-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-Jun-2019 - 00:00,72.3,180.58,47.51,-0.5,747.52,158.91,26.82,1.04,211.27,,20.96,107.32,27.46,22.68,32.59,3.91,3.27,5.8,21-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-Jun-2019 - 00:00,92.67,235.4,33.01,-0.51,748.16,105.46,26.04,1.6,234.96,,10.71,66.25,26.45,3.93,9.69,3.23,6.23,12.21,22-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-Jun-2019 - 00:00,29.43,79.78,76.87,-0.67,748.09,46.39,15.84,2.37,212.78,,18.11,32.68,20.2,3.52,7.81,4.66,2.93,7.96,23-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-Jun-2019 - 00:00,45.86,174.51,76.4,-0.62,748.11,117.81,19.02,1.02,219.14,,21.68,43.75,25.9,3.61,9.72,3.04,4.24,4.21,24-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
24-Jun-2019 - 00:00,61.66,215.02,63.06,-0.44,746.27,169.05,25.35,0.6,211.63,,19.77,76.49,42.48,14.84,30.07,3.42,7.73,5.65,25-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
25-Jun-2019 - 00:00,64.52,270.95,46.99,-0.51,745.96,182.96,33.31,0.58,174.43,,21.01,101.43,56.07,6.67,19.73,4.08,3.28,6.8,26-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-Jun-2019 - 00:00,54.47,277.2,51.01,-0.48,748.07,173.35,29.76,1.65,156.95,,21.45,92.99,42.76,6.24,24.89,3.97,7.79,6.66,27-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
27-Jun-2019 - 00:00,39.89,141.43,51.51,-0.53,750.09,153.7,28.85,0.58,180.77,,24.95,80.54,35.84,4.8,13.07,3.24,10.39,9.7,28-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-Jun-2019 - 00:00,56.06,188.96,43.45,-0.53,751.21,168.98,32.4,0.96,156.68,,20.93,82.76,46.58,13.29,24.48,4.76,21.23,6.34,29-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-Jun-2019 - 00:00,51.24,157.34,44.98,-0.49,751.05,174.85,31.21,0.48,183.68,,18.74,87.18,41.06,4.5,13.16,3.17,4.15,5.39,30-Jun-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
30-Jun-2019 - 00:00,71.57,150.49,49.41,-0.43,750.94,168.41,29.21,1.66,205.07,,18.85,102.76,31.04,3.92,10.79,3.09,7.02,5.82,01-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
01-Jul-2019 - 00:00,51.24,102.55,54.07,-0.42,750.9,153.82,26.81,1.23,235.09,0.79,20.86,96.32,17.01,3.76,7.02,3.62,8.7,5.68,02-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
02-Jul-2019 - 00:00,30.0,78.55,64.3,-0.44,751.47,119.38,23.31,3.24,232.94,0.47,20.51,55.77,12.96,3.88,6.13,3.37,3.89,4.25,03-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
03-Jul-2019 - 00:00,29.83,70.99,65.45,-0.44,751.79,103.79,22.2,4.05,243.67,0.49,21.4,70.05,11.1,3.77,5.64,3.7,5.27,4.6,04-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
04-Jul-2019 - 00:00,30.7,61.16,62.97,-0.44,751.8,169.12,24.55,2.84,238.38,0.5,24.46,59.75,11.83,6.05,10.93,4.17,5.9,4.88,05-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
05-Jul-2019 - 00:00,41.77,76.86,63.74,-0.43,753.95,151.25,24.49,2.15,226.15,0.58,19.73,59.62,17.67,3.91,7.59,2.35,6.22,4.43,06-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
06-Jul-2019 - 00:00,32.01,61.43,76.91,-0.52,755.09,102.42,18.44,1.64,180.0,0.65,20.21,34.09,23.02,4.81,9.7,3.39,8.34,11.01,07-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
07-Jul-2019 - 00:00,25.29,40.65,83.94,-0.54,754.29,72.84,16.03,0.67,148.83,0.67,19.99,22.46,22.95,5.85,10.36,4.16,4.41,6.41,08-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
08-Jul-2019 - 00:00,17.89,40.83,84.54,-0.51,753.58,66.7,21.62,1.43,140.75,0.59,24.99,30.79,18.94,5.75,9.15,3.39,3.51,6.01,09-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
09-Jul-2019 - 00:00,19.65,39.0,84.43,-0.7,754.33,66.95,25.68,0.63,171.26,0.51,21.87,26.48,13.35,5.27,7.26,2.57,5.26,5.24,10-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
10-Jul-2019 - 00:00,21.42,89.14,83.6,-0.86,754.32,77.88,25.01,0.35,182.7,0.63,22.17,34.52,13.15,5.5,7.35,2.46,5.92,6.5,11-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
11-Jul-2019 - 00:00,40.68,137.01,86.97,-0.97,751.86,42.83,24.7,0.32,161.41,0.56,20.42,27.21,21.15,6.05,9.99,3.02,3.11,6.34,12-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
12-Jul-2019 - 00:00,45.55,228.0,74.12,-0.88,749.61,103.79,30.08,0.45,168.76,0.57,19.03,31.05,17.38,5.7,8.68,3.76,3.42,8.27,13-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
13-Jul-2019 - 00:00,49.6,271.42,68.12,-0.68,748.96,117.09,32.27,0.38,177.02,0.56,18.44,35.02,20.74,5.82,9.71,3.1,4.38,6.42,14-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
14-Jul-2019 - 00:00,50.28,285.77,64.01,-0.7,749.94,174.71,34.42,0.48,163.16,0.6,18.17,32.04,16.39,5.51,8.29,3.23,14.14,11.66,15-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
15-Jul-2019 - 00:00,53.72,265.41,57.57,-0.7,750.18,182.4,36.25,0.49,183.21,0.66,19.59,48.96,20.52,5.92,9.72,3.48,5.91,9.43,16-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
16-Jul-2019 - 00:00,42.72,163.64,62.31,-0.59,747.58,178.5,33.41,0.86,176.82,0.43,19.27,80.86,11.4,4.53,5.74,3.55,5.55,8.88,17-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
17-Jul-2019 - 00:00,43.45,120.09,63.24,-0.58,747.44,175.88,33.74,0.42,178.24,0.5,20.61,67.39,14.75,4.68,7.25,3.15,11.8,8.57,18-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
18-Jul-2019 - 00:00,60.95,273.58,61.96,-0.54,747.71,171.32,35.68,0.64,189.95,0.58,24.16,59.71,25.82,21.91,21.51,4.13,7.34,6.15,19-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
19-Jul-2019 - 00:00,44.8,213.53,63.48,-0.55,747.46,181.86,34.37,0.86,211.88,0.54,20.36,58.88,23.31,4.96,9.88,3.71,5.6,7.26,20-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-Jul-2019 - 00:00,47.96,192.33,63.83,-0.52,747.01,157.05,36.21,0.69,236.51,0.6,20.57,61.2,15.5,4.56,7.4,3.22,6.52,5.06,21-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-Jul-2019 - 00:00,41.46,188.12,67.02,-0.57,747.13,191.33,34.8,0.63,192.06,0.57,21.16,76.96,22.83,5.52,9.97,3.4,7.29,5.56,22-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-Jul-2019 - 00:00,46.93,136.67,69.33,-0.54,751.27,152.47,33.4,0.81,182.16,0.71,18.37,58.71,32.92,5.47,12.36,3.78,4.28,7.14,23-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-Jul-2019 - 00:00,59.18,112.11,67.67,-0.43,748.97,137.09,34.33,0.53,167.01,0.54,18.55,36.72,33.48,6.71,25.13,3.6,9.04,6.28,24-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
24-Jul-2019 - 00:00,30.53,60.41,79.66,-0.4,749.63,63.23,26.75,1.02,176.02,0.67,17.66,42.76,41.51,6.86,15.57,4.53,9.79,7.77,25-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
25-Jul-2019 - 00:00,24.35,57.94,78.32,-0.43,748.92,109.58,27.28,0.47,173.32,0.4,18.98,58.64,22.86,7.23,19.49,3.06,10.25,7.29,26-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-Jul-2019 - 00:00,33.79,54.49,82.93,-0.39,751.08,61.21,25.75,0.35,225.75,0.59,20.59,28.31,27.09,16.97,19.94,2.84,3.67,14.21,27-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
27-Jul-2019 - 00:00,36.8,72.92,78.17,-0.36,751.31,156.38,28.75,1.13,233.73,0.58,21.34,34.17,12.33,5.34,7.02,2.33,13.29,5.28,28-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-Jul-2019 - 00:00,21.62,41.53,78.48,-0.34,750.61,103.19,28.54,2.32,246.48,0.4,21.29,42.15,9.06,5.24,5.58,3.36,8.71,5.76,29-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-Jul-2019 - 00:00,20.79,40.54,73.05,-0.33,750.16,120.92,29.23,4.23,245.81,0.38,21.75,47.88,6.69,4.7,4.99,2.84,2.48,4.11,30-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
30-Jul-2019 - 00:00,23.11,40.4,74.58,-0.34,750.67,105.21,28.39,3.12,244.96,0.67,20.66,42.59,6.05,4.87,4.88,3.08,2.74,6.5,31-Jul-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
31-Jul-2019 - 00:00,23.52,44.75,69.5,-0.36,750.35,135.03,30.45,0.86,233.25,0.44,22.19,42.64,11.33,5.16,6.62,2.95,9.83,5.48,01-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
01-Aug-2019 - 00:00,42.02,61.53,69.23,-0.36,750.21,128.02,31.65,1.55,220.9,0.44,22.65,44.56,15.93,6.22,8.63,3.39,6.81,10.35,02-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
02-Aug-2019 - 00:00,47.82,75.48,69.61,-0.34,750.88,176.89,32.41,2.07,220.9,0.58,20.57,27.34,6.44,4.81,5.01,3.89,7.56,6.85,03-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
03-Aug-2019 - 00:00,38.85,97.74,73.55,-0.35,751.26,124.39,31.82,1.16,220.45,0.59,24.07,25.53,9.84,4.99,6.07,3.46,5.31,9.23,04-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
04-Aug-2019 - 00:00,51.2,75.61,68.66,-0.35,751.72,146.4,33.81,0.62,210.78,0.68,24.96,33.01,10.93,5.21,6.25,3.62,4.94,8.89,05-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
05-Aug-2019 - 00:00,30.59,67.25,71.74,-0.36,752.73,123.26,33.36,0.7,201.05,0.74,24.52,20.37,8.87,5.29,6.01,3.49,7.91,6.42,06-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
06-Aug-2019 - 00:00,27.12,52.58,78.21,-0.37,753.85,83.52,28.87,1.1,188.0,0.54,19.77,19.5,14.95,5.85,8.1,3.03,9.44,5.06,07-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
07-Aug-2019 - 00:00,16.34,45.24,78.16,-0.32,755.39,91.45,28.19,2.67,225.59,0.27,23.04,28.69,6.99,5.1,5.09,3.23,7.89,3.69,08-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
08-Aug-2019 - 00:00,12.03,29.79,77.0,-0.73,756.38,86.53,27.63,5.64,246.57,0.29,21.73,37.28,2.56,17.8,12.32,2.76,5.62,5.12,09-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
