from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,WS,WD,RH,BP,SR,RF,to date,station
22-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,23-Jul-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,24-Jul-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,25-Jul-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,26-Jul-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,27-Jul-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,28-Jul-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,29-Jul-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,30-Jul-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,31-Jul-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
31-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,01-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,02-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,03-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,04-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,05-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,06-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,07-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,08-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,09-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,10-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,11-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,12-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,13-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,14-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,15-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,16-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,17-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,18-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,19-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,20-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,21-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,22-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,23-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,24-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,25-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,26-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,27-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,28-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,29-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,30-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,31-Aug-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
31-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,01-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,02-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,03-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,04-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,05-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,06-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,07-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,08-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,09-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,10-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,11-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,12-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,13-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,14-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,15-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,16-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,17-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,18-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,19-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,20-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,21-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,22-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,23-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,24-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,25-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,26-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,27-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,28-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,29-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,30-Sep-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,01-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,02-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,03-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,04-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,05-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Oct-2018 - 00:00,37.35,1.71,21.25,38.63,14.16,1.19,61.52,79.47,176.17,2.01,3.74,32.49,2.29,284.5,43.83,741.0,60.8,0.0,06-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Oct-2018 - 00:00,43.62,11.2,32.31,44.51,15.27,1.07,37.73,86.06,180.05,2.5,10.88,28.52,2.64,281.76,52.05,741.23,98.05,0.0,07-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Oct-2018 - 00:00,38.35,9.61,28.21,44.94,15.42,1.03,46.75,96.42,226.02,2.99,10.76,28.37,2.11,282.48,50.41,741.23,102.16,0.0,08-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Oct-2018 - 00:00,45.82,8.45,31.23,57.67,15.61,1.28,48.95,134.72,279.28,2.72,6.54,28.56,1.0,284.81,50.9,741.11,85.65,0.0,09-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Oct-2018 - 00:00,33.15,4.77,21.48,60.58,8.14,1.39,52.47,106.65,242.95,2.29,6.21,28.92,3.19,285.0,52.91,741.02,89.85,0.0,10-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Oct-2018 - 00:00,19.79,1.47,11.72,51.84,5.74,1.01,51.92,87.17,190.83,2.33,4.09,28.83,4.23,284.98,56.5,741.07,87.65,0.0,11-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Oct-2018 - 00:00,16.23,1.43,9.8,50.96,3.07,0.95,45.32,87.71,171.83,2.73,3.34,27.03,4.84,284.91,62.09,741.09,91.79,0.0,12-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,13-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,14-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,15-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,16-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Oct-2018 - 00:00,51.94,2.54,29.7,53.72,46.4,1.34,82.57,135.44,301.6,1.54,4.82,31.14,0.88,284.52,44.56,741.21,75.35,0.0,17-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Oct-2018 - 00:00,48.22,19.33,41.37,66.96,11.37,1.35,52.93,136.6,271.17,1.57,4.18,28.25,1.06,284.61,49.69,741.21,85.34,0.0,18-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Oct-2018 - 00:00,50.78,28.75,50.39,71.6,8.66,1.38,39.96,133.14,266.77,2.06,6.23,27.31,1.63,285.0,52.84,741.1,76.61,0.0,19-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Oct-2018 - 00:00,31.39,11.31,25.89,62.78,14.66,1.21,52.75,124.3,240.57,1.86,4.78,27.55,1.38,283.57,51.17,741.25,78.28,0.0,20-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Oct-2018 - 00:00,39.91,12.84,31.67,51.28,18.65,1.22,46.26,161.52,280.01,1.71,4.19,26.54,1.58,282.5,46.12,741.69,81.49,0.0,21-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Oct-2018 - 00:00,48.72,17.28,39.96,59.99,19.45,1.31,38.34,149.79,263.15,2.49,5.06,23.89,1.59,284.06,49.71,741.67,65.07,0.0,22-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Oct-2018 - 00:00,61.13,17.79,45.74,68.9,21.9,1.26,45.72,154.12,288.46,2.91,9.75,24.59,3.28,283.73,45.8,741.24,76.72,0.0,23-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Oct-2018 - 00:00,49.19,13.67,37.27,93.48,21.19,1.21,52.9,168.81,323.68,4.22,23.31,24.93,1.84,283.18,46.04,741.44,80.88,0.0,24-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Oct-2018 - 00:00,49.65,32.96,53.21,105.88,25.93,1.27,44.81,184.89,350.33,4.76,26.81,24.74,1.17,283.14,47.5,741.36,76.14,0.0,25-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Oct-2018 - 00:00,46.19,44.57,60.8,119.22,19.0,1.27,46.82,168.78,310.31,5.32,17.29,24.21,0.91,284.74,49.53,741.7,78.72,0.0,26-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Oct-2018 - 00:00,41.9,32.82,48.97,112.86,18.12,1.27,42.53,174.06,289.55,4.76,13.21,23.65,1.01,276.5,50.24,742.0,68.88,0.0,27-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Oct-2018 - 00:00,57.73,70.5,88.03,128.47,20.61,1.55,44.16,228.1,369.47,4.29,19.14,24.08,0.86,284.19,51.39,742.0,65.83,0.0,28-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Oct-2018 - 00:00,52.01,17.32,40.73,78.92,19.58,1.41,55.04,240.74,369.25,3.98,16.84,23.96,1.88,279.7,51.83,742.0,73.06,0.0,29-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Oct-2018 - 00:00,,,,,16.57,1.54,55.66,235.1,366.94,4.59,12.82,24.13,1.02,256.97,52.48,741.99,69.22,0.0,30-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Oct-2018 - 00:00,,,,,16.77,1.55,59.67,245.2,376.62,5.11,17.38,24.56,0.93,283.25,53.66,741.78,66.69,0.0,31-Oct-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
31-Oct-2018 - 00:00,,,,,11.07,1.42,51.76,202.1,325.83,4.71,17.07,24.38,0.87,283.1,53.68,742.0,67.04,0.0,01-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Nov-2018 - 00:00,74.5,18.49,54.66,93.68,15.89,1.41,45.76,217.45,325.3,4.75,17.34,24.12,0.69,284.09,53.44,741.79,60.2,0.0,02-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Nov-2018 - 00:00,45.84,7.58,30.55,107.16,10.69,1.16,59.26,179.83,297.18,4.25,10.79,24.24,2.64,284.99,52.43,741.34,62.12,0.0,03-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Nov-2018 - 00:00,24.75,3.02,15.62,84.12,8.06,0.89,63.05,145.45,271.7,3.23,6.86,23.94,5.45,285.0,54.49,741.21,57.25,0.0,04-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Nov-2018 - 00:00,20.36,2.87,12.4,59.53,8.94,0.6,60.45,67.91,,2.72,4.9,23.29,4.11,284.84,52.85,741.42,63.53,0.0,05-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Nov-2018 - 00:00,50.39,6.16,31.81,80.62,10.03,1.73,47.61,478.03,391.82,4.2,19.71,20.09,3.23,283.86,59.89,741.28,50.45,0.0,06-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Nov-2018 - 00:00,38.3,3.99,23.62,58.24,10.43,0.99,51.42,191.5,305.69,2.48,14.28,20.51,4.54,283.5,47.55,741.38,80.09,0.0,07-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Nov-2018 - 00:00,48.76,17.18,39.91,66.84,13.44,1.05,52.84,181.09,308.2,2.3,8.71,19.87,3.05,284.75,43.11,741.69,78.3,0.0,08-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Nov-2018 - 00:00,55.66,29.78,53.81,98.44,20.46,1.37,48.72,284.12,423.59,4.15,12.45,19.56,0.53,240.02,52.06,741.6,64.25,0.0,09-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Nov-2018 - 00:00,60.71,29.52,56.29,94.21,11.41,1.29,48.98,207.24,305.84,3.01,9.21,20.81,0.59,283.38,53.07,741.31,71.88,0.0,10-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Nov-2018 - 00:00,73.57,41.42,72.81,103.94,16.36,1.52,45.88,217.28,338.27,3.76,12.65,20.75,0.75,281.01,54.75,741.58,60.1,0.0,11-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Nov-2018 - 00:00,76.64,40.49,73.68,116.7,21.26,1.81,53.79,289.64,452.62,5.2,14.17,21.27,0.74,285.0,56.11,741.68,57.65,0.0,12-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Nov-2018 - 00:00,61.55,11.5,42.08,94.65,11.72,1.69,55.88,268.39,434.4,4.6,22.38,21.91,1.08,285.0,57.06,741.26,58.44,0.0,13-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Nov-2018 - 00:00,58.21,8.34,37.75,106.29,9.19,2.14,17.24,333.08,501.54,7.09,23.66,18.49,1.51,285.0,66.52,741.0,17.56,0.04,14-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Nov-2018 - 00:00,53.12,11.3,37.44,90.0,15.81,0.96,40.06,120.04,198.44,2.25,7.82,24.72,1.27,284.54,51.73,741.12,75.46,0.0,15-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Nov-2018 - 00:00,28.55,4.87,19.14,69.48,8.36,0.8,40.84,96.9,158.74,2.19,5.48,21.66,3.06,283.39,56.89,741.68,64.07,0.0,16-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Nov-2018 - 00:00,43.13,5.4,27.33,63.79,13.8,0.86,35.11,119.79,204.21,2.4,16.65,19.15,5.0,284.94,52.23,741.26,73.69,0.0,17-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Nov-2018 - 00:00,59.96,22.47,50.16,64.58,15.54,1.2,36.16,174.36,277.21,2.25,16.57,19.04,2.65,283.46,51.66,741.18,68.28,0.0,18-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Nov-2018 - 00:00,55.26,53.86,68.5,61.44,16.9,1.49,65.6,239.27,383.02,4.42,35.5,19.75,1.75,285.0,54.0,741.51,59.92,0.0,19-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Nov-2018 - 00:00,29.67,0.97,16.49,58.0,9.63,1.2,81.86,211.81,325.67,3.47,6.51,20.92,2.98,285.0,54.44,741.88,48.93,0.0,20-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Nov-2018 - 00:00,28.15,4.56,18.66,58.77,12.62,1.42,54.47,236.19,348.78,3.93,16.47,21.11,1.51,284.39,56.53,741.99,59.03,0.0,21-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Nov-2018 - 00:00,66.95,26.97,57.54,52.02,22.47,1.37,44.49,238.12,363.56,3.51,35.4,20.43,2.69,284.82,51.51,742.0,67.65,0.0,22-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Nov-2018 - 00:00,76.22,72.87,95.99,56.36,23.24,1.9,47.65,211.5,346.16,5.32,56.38,20.35,0.75,284.99,48.35,742.0,59.47,0.0,23-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Nov-2018 - 00:00,33.9,10.27,25.83,44.69,17.05,1.12,46.94,173.8,280.96,3.67,15.24,19.62,3.41,283.82,47.91,742.0,54.29,0.0,24-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Nov-2018 - 00:00,36.19,13.51,29.99,40.42,15.59,0.83,44.51,101.39,211.2,2.42,10.87,19.11,3.91,284.6,48.0,741.93,70.22,0.0,25-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Nov-2018 - 00:00,49.12,38.91,55.6,53.29,18.71,1.49,48.31,217.76,351.88,4.42,17.4,18.85,1.56,284.97,50.66,741.99,61.39,0.0,26-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Nov-2018 - 00:00,81.03,59.62,91.58,53.77,14.87,1.46,39.53,221.15,320.88,4.7,9.35,19.47,1.4,284.96,55.38,741.89,60.39,0.0,27-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Nov-2018 - 00:00,69.15,63.38,88.31,82.87,10.87,1.53,37.13,232.68,359.74,5.07,17.68,19.92,1.16,285.0,55.71,741.94,54.8,0.0,28-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Nov-2018 - 00:00,62.14,30.44,56.21,85.4,7.27,1.44,35.97,210.46,317.91,4.6,29.2,20.23,0.8,285.0,57.27,742.0,48.7,0.0,29-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Nov-2018 - 00:00,80.77,70.38,100.17,79.73,14.84,1.66,38.02,270.91,390.11,5.01,27.37,19.21,1.45,284.85,57.76,742.0,49.15,0.0,30-Nov-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Nov-2018 - 00:00,64.06,20.65,50.86,64.89,20.2,1.39,38.36,236.42,373.6,3.36,31.61,18.64,2.35,284.27,53.89,742.0,57.84,0.0,01-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Dec-2018 - 00:00,62.28,45.17,69.86,64.08,19.71,1.29,36.58,181.24,296.18,3.67,30.04,18.1,2.17,284.89,50.44,741.54,56.3,0.0,02-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Dec-2018 - 00:00,58.56,65.22,84.17,77.15,18.29,1.69,41.69,238.22,356.59,5.49,22.29,17.83,0.8,284.96,50.94,741.34,53.26,0.0,03-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Dec-2018 - 00:00,76.28,70.95,98.26,76.64,20.44,1.71,40.43,253.01,367.0,4.8,21.61,17.21,0.96,284.95,52.26,741.68,50.6,0.0,04-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Dec-2018 - 00:00,66.79,72.48,94.45,77.68,21.84,1.69,34.96,273.07,383.02,4.52,19.03,16.69,0.71,285.0,55.21,742.0,48.47,0.0,05-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Dec-2018 - 00:00,68.35,43.68,71.87,76.62,19.26,1.65,36.6,265.42,372.82,4.54,18.31,16.32,1.36,284.06,56.01,741.4,48.55,0.0,06-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Dec-2018 - 00:00,58.53,54.63,75.55,72.39,17.47,1.64,34.7,265.96,371.94,4.48,12.13,16.15,1.14,284.28,56.8,741.26,47.44,0.0,07-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Dec-2018 - 00:00,47.92,16.29,38.73,63.96,21.76,1.29,35.59,231.78,329.56,3.46,11.44,15.75,2.67,283.59,56.51,741.33,54.29,0.0,08-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Dec-2018 - 00:00,57.39,21.73,48.2,60.39,28.01,1.32,39.05,227.47,323.06,3.61,24.23,15.76,1.52,284.7,53.48,741.68,53.14,0.0,09-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Dec-2018 - 00:00,59.8,48.32,71.09,62.59,17.81,1.61,37.72,246.05,347.26,4.63,11.69,15.26,0.68,284.91,53.21,741.33,49.03,0.0,10-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Dec-2018 - 00:00,57.47,52.32,73.11,72.02,12.66,2.0,35.06,280.34,403.32,6.16,21.57,14.96,1.12,285.0,55.55,741.41,46.2,0.0,11-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Dec-2018 - 00:00,52.64,37.34,58.35,63.91,10.9,1.65,35.16,262.8,371.78,5.13,12.6,14.91,0.56,285.0,57.53,741.62,41.71,0.0,12-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Dec-2018 - 00:00,37.66,27.64,42.5,70.17,7.99,1.23,25.67,189.28,269.35,3.65,8.98,15.5,2.05,285.0,58.99,741.82,34.76,0.0,13-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Dec-2018 - 00:00,31.68,10.71,25.56,55.57,10.07,0.86,22.39,113.62,158.18,2.89,5.39,14.23,2.8,284.67,61.08,742.0,45.47,0.0,14-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Dec-2018 - 00:00,32.52,8.17,23.94,54.97,11.72,0.8,29.87,131.66,175.88,2.47,4.8,13.95,2.94,282.73,61.39,742.11,55.16,0.0,15-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Dec-2018 - 00:00,36.89,8.09,26.2,60.22,11.72,0.93,29.88,165.05,221.4,3.0,11.55,13.82,2.89,281.52,61.94,742.0,53.67,0.0,16-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Dec-2018 - 00:00,46.05,11.51,33.86,65.24,13.19,1.06,32.19,198.03,265.64,2.97,8.59,13.96,1.94,283.77,58.75,742.16,55.32,0.0,17-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
