from date,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,AT,Rack Temp,Benzene,Toluene,Xylene,RH,WS,WD,SR,BP,VWS,to date,station
18-Oct-2018 - 00:00,0.52,22.74,4.13,30.53,19.58,4.98,37.92,25.71,28.35,0.98,7.05,0.51,71.12,0.71,174.81,132.3,715.76,0.73,19-Oct-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Oct-2018 - 00:00,0.6,28.09,12.82,40.25,31.59,5.84,42.22,26.18,28.48,0.97,7.31,0.49,59.62,0.73,106.45,183.88,716.69,0.73,20-Oct-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Oct-2018 - 00:00,0.67,32.23,10.39,44.5,32.12,12.08,55.6,26.46,28.41,4.08,26.94,0.83,54.65,0.91,100.77,170.51,718.5,0.73,21-Oct-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Oct-2018 - 00:00,0.63,33.36,2.51,42.35,24.56,7.84,55.26,27.64,28.46,,,0.0,52.79,0.74,124.68,167.75,719.35,0.72,22-Oct-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Oct-2018 - 00:00,0.82,32.79,30.55,53.68,53.38,15.87,62.57,27.64,28.43,,,,52.21,0.78,101.88,169.82,717.92,0.73,23-Oct-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Oct-2018 - 00:00,1.64,36.26,2.33,43.5,25.0,8.42,58.41,27.78,28.72,1.23,7.91,0.88,52.68,0.81,193.73,129.69,717.48,0.72,24-Oct-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Oct-2018 - 00:00,1.7,29.88,5.43,52.15,32.15,11.37,61.2,25.35,26.6,1.3,12.97,0.59,63.25,0.99,100.45,64.3,717.5,0.78,25-Oct-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Oct-2018 - 00:00,0.65,34.11,12.94,49.67,36.94,17.81,61.11,25.93,26.95,2.63,23.59,1.32,54.12,1.05,110.99,147.75,719.83,0.77,26-Oct-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Oct-2018 - 00:00,0.54,39.13,9.51,51.56,35.14,22.95,47.9,25.45,30.64,1.25,22.94,0.96,45.89,1.13,100.94,176.79,721.17,0.68,27-Oct-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Oct-2018 - 00:00,0.69,39.37,27.36,65.86,57.24,34.71,52.54,25.44,30.89,2.4,32.12,0.78,43.94,1.48,108.44,178.17,720.38,0.69,28-Oct-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Oct-2018 - 00:00,0.46,50.1,6.78,43.24,28.38,28.89,46.67,25.06,31.07,1.29,18.78,0.49,45.04,1.89,103.71,168.21,718.14,0.69,29-Oct-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Oct-2018 - 00:00,0.43,53.29,2.89,43.23,25.34,29.63,45.06,24.13,31.1,1.05,11.35,0.28,45.6,2.36,98.99,178.31,715.91,0.7,30-Oct-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Oct-2018 - 00:00,0.4,55.25,1.61,35.58,20.17,34.49,48.84,24.64,30.89,1.02,12.54,0.06,47.57,1.69,105.46,238.47,714.76,0.69,31-Oct-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
31-Oct-2018 - 00:00,0.42,55.39,1.37,30.75,17.45,24.64,40.82,27.22,30.84,0.63,12.65,0.18,44.66,1.5,117.0,255.35,715.85,0.69,01-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Nov-2018 - 00:00,0.51,29.64,8.06,35.89,25.64,13.25,38.7,25.28,31.14,0.79,14.74,0.27,56.68,0.95,110.4,144.79,715.84,0.68,02-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-Nov-2018 - 00:00,0.54,17.01,3.81,32.16,20.2,7.22,23.44,25.22,31.11,0.65,6.26,0.29,68.55,0.92,125.47,101.41,716.14,0.68,03-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-Nov-2018 - 00:00,0.45,21.8,3.11,28.8,17.83,6.29,19.03,26.15,31.17,0.61,5.31,0.34,67.03,0.95,129.86,147.24,717.74,0.68,04-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-Nov-2018 - 00:00,0.63,23.0,2.44,31.53,18.75,5.62,26.06,26.25,31.22,0.87,5.73,0.54,66.08,0.83,126.06,145.61,718.33,0.67,05-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-Nov-2018 - 00:00,0.57,26.61,3.91,39.92,24.41,7.35,29.11,26.95,31.19,0.77,5.17,0.43,60.9,0.84,171.85,159.94,717.58,0.67,06-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-Nov-2018 - 00:00,0.55,30.9,3.06,41.25,24.43,7.53,38.48,27.09,31.27,0.85,7.05,0.45,59.61,0.77,139.72,142.78,717.95,0.67,07-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-Nov-2018 - 00:00,0.51,32.13,2.88,42.47,24.94,18.49,49.35,27.02,31.29,0.77,6.61,0.29,57.79,0.74,143.99,142.09,718.18,0.67,08-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-Nov-2018 - 00:00,0.51,40.53,1.71,33.67,19.3,11.1,57.96,26.74,31.25,0.68,5.19,0.23,57.34,0.75,139.27,144.33,717.39,0.67,09-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-Nov-2018 - 00:00,0.41,40.84,3.66,40.56,24.55,10.9,65.96,26.49,31.19,0.72,8.71,0.24,54.43,0.95,119.31,138.38,715.58,0.67,10-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-Nov-2018 - 00:00,0.47,53.45,2.18,37.44,21.65,18.27,73.68,26.06,31.35,0.55,9.28,0.17,50.06,1.32,109.1,156.16,716.6,0.68,11-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-Nov-2018 - 00:00,0.48,49.47,3.18,42.18,25.01,23.87,67.27,25.31,31.22,0.94,12.42,0.28,42.83,1.25,107.91,164.97,717.41,0.68,12-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-Nov-2018 - 00:00,0.53,45.49,6.17,57.16,35.41,34.74,70.21,24.29,31.12,1.3,9.27,0.56,40.69,1.73,86.11,166.72,716.02,0.69,13-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-Nov-2018 - 00:00,0.41,37.13,7.29,62.51,39.16,48.75,72.23,24.47,29.95,2.21,14.37,0.26,40.7,1.35,92.59,162.48,713.47,0.71,14-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-Nov-2018 - 00:00,0.58,34.67,9.16,64.53,41.78,46.6,74.3,24.76,29.16,1.82,23.41,0.54,43.21,0.97,110.39,157.98,713.29,0.72,15-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-Nov-2018 - 00:00,0.82,29.2,10.91,51.39,36.2,36.23,63.16,25.29,28.63,1.72,21.77,0.33,45.06,1.34,96.73,160.84,716.07,0.74,16-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-Nov-2018 - 00:00,0.47,20.94,6.02,40.86,26.63,13.25,57.31,26.11,28.67,0.94,13.08,0.42,52.51,0.86,119.56,153.61,717.09,0.73,17-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-Nov-2018 - 00:00,0.46,15.04,3.35,27.52,17.34,5.41,34.08,26.88,28.86,0.6,5.75,0.31,63.74,0.89,133.45,145.85,716.04,0.72,18-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-Nov-2018 - 00:00,0.44,14.43,2.98,23.64,14.99,5.64,29.62,26.76,28.74,0.59,5.23,0.28,65.34,0.93,119.26,156.67,716.83,0.73,19-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Nov-2018 - 00:00,0.46,17.17,3.33,28.66,17.95,6.12,36.32,26.76,28.9,0.57,4.82,0.31,63.93,0.9,124.02,151.26,719.46,0.72,20-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Nov-2018 - 00:00,0.47,27.55,2.2,31.05,18.3,10.02,61.96,25.83,28.72,0.64,11.2,0.28,63.88,0.93,117.09,104.05,720.15,0.72,21-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Nov-2018 - 00:00,0.43,40.01,2.19,32.96,19.3,19.89,72.2,25.24,29.01,0.6,14.03,0.19,55.77,1.24,110.8,148.56,719.99,0.72,22-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Nov-2018 - 00:00,0.51,37.93,1.83,37.84,21.61,11.25,72.64,24.87,28.77,0.68,7.49,0.21,55.29,0.93,102.67,129.81,720.8,0.72,23-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Nov-2018 - 00:00,0.51,38.08,1.48,36.88,20.82,14.85,79.56,24.46,28.96,0.74,9.25,0.21,57.76,0.9,103.5,97.06,722.64,0.72,24-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Nov-2018 - 00:00,0.63,40.89,6.92,50.08,32.23,21.63,77.53,24.61,28.98,1.71,19.43,1.19,51.74,0.95,106.43,142.53,722.83,0.72,25-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Nov-2018 - 00:00,0.54,50.08,6.5,46.05,29.76,19.66,75.92,24.12,29.01,0.91,15.27,0.52,46.39,1.15,97.52,146.73,721.2,0.72,26-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Nov-2018 - 00:00,0.54,53.98,6.12,50.11,31.64,29.79,71.47,25.19,29.17,0.78,17.61,0.33,40.76,1.12,120.7,210.81,718.57,0.72,27-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Nov-2018 - 00:00,0.65,42.04,5.32,61.8,37.18,17.5,76.11,23.07,28.84,1.24,17.65,0.53,50.4,0.78,102.67,146.52,719.47,0.72,28-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Nov-2018 - 00:00,0.69,41.14,7.49,57.19,36.52,13.64,78.06,23.03,28.83,1.01,11.79,0.53,53.44,0.79,111.91,146.86,720.34,0.72,29-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Nov-2018 - 00:00,0.7,35.5,6.93,59.44,37.23,15.13,77.72,23.33,28.82,1.25,13.58,0.54,53.71,0.87,118.04,135.97,721.94,0.72,30-Nov-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Nov-2018 - 00:00,0.55,43.04,3.7,50.66,29.95,23.07,76.01,23.6,28.65,0.83,15.84,0.44,48.55,0.99,126.05,144.92,721.68,0.72,01-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Dec-2018 - 00:00,0.62,31.88,5.43,56.14,34.28,14.44,75.89,23.12,28.85,1.2,13.33,0.49,52.66,0.78,112.47,138.14,718.14,0.72,02-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-Dec-2018 - 00:00,0.78,32.88,6.93,47.88,31.11,12.75,77.2,23.01,28.66,1.12,12.32,0.55,56.06,0.79,123.29,139.72,715.66,0.72,03-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-Dec-2018 - 00:00,0.67,37.04,2.09,41.45,23.73,8.25,79.57,22.89,28.73,0.87,5.74,0.26,60.76,0.81,112.26,110.17,716.99,0.73,04-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-Dec-2018 - 00:00,0.68,35.43,1.94,42.0,23.91,9.78,80.74,23.49,28.67,0.86,8.45,0.32,61.77,0.84,127.31,88.74,718.94,0.73,05-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-Dec-2018 - 00:00,0.72,29.7,2.37,39.92,23.17,6.72,78.82,24.68,28.89,0.89,4.18,0.31,64.73,0.69,135.93,103.36,717.25,0.72,06-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-Dec-2018 - 00:00,0.74,27.25,2.77,38.89,22.93,6.14,74.89,25.39,28.93,0.92,4.82,0.31,67.66,0.68,130.08,120.61,715.45,0.71,07-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-Dec-2018 - 00:00,0.58,30.33,1.26,24.61,14.11,5.2,76.32,25.23,29.0,0.67,3.71,0.11,68.72,0.72,127.66,129.83,715.84,0.71,08-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-Dec-2018 - 00:00,0.66,36.03,1.29,27.67,15.75,4.2,79.78,24.98,28.92,0.7,4.25,0.18,68.71,0.81,125.77,107.25,717.49,0.72,09-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-Dec-2018 - 00:00,0.74,40.46,1.2,27.39,15.54,6.14,78.4,25.06,29.04,0.82,3.86,0.33,66.25,0.77,146.7,99.18,715.99,0.71,10-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-Dec-2018 - 00:00,0.75,33.44,2.5,36.08,21.22,5.57,80.9,24.67,28.75,0.7,3.28,0.23,66.18,0.94,202.8,98.59,715.05,0.72,11-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-Dec-2018 - 00:00,0.63,34.64,2.38,36.02,21.09,6.23,79.02,24.5,28.93,0.76,5.31,0.17,68.19,0.79,124.83,99.65,715.83,0.72,12-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-Dec-2018 - 00:00,0.71,37.05,2.25,39.24,22.7,5.48,80.24,24.53,28.91,0.74,5.1,0.2,67.56,0.76,124.26,99.8,717.11,0.72,13-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-Dec-2018 - 00:00,0.59,37.45,1.72,32.51,18.69,5.11,80.22,23.72,28.65,0.57,4.35,0.12,70.0,0.87,125.06,90.24,718.64,0.72,14-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-Dec-2018 - 00:00,0.84,25.55,1.71,35.74,20.17,6.88,74.92,21.22,31.92,0.63,7.33,0.51,81.76,1.11,110.32,21.76,720.54,0.66,15-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-Dec-2018 - 00:00,0.43,42.86,1.18,28.71,16.19,10.85,79.41,22.54,28.77,0.56,13.23,0.31,62.98,1.95,113.69,128.85,720.95,0.74,16-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-Dec-2018 - 00:00,0.47,59.99,1.13,25.47,14.45,12.9,81.03,21.44,28.48,0.55,5.97,0.08,53.73,2.52,105.91,117.43,719.57,0.76,17-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-Dec-2018 - 00:00,0.36,35.73,1.16,20.52,11.83,6.62,63.09,18.9,28.14,0.47,2.6,0.0,74.6,2.46,94.85,33.34,715.92,0.77,18-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-Dec-2018 - 00:00,0.28,21.82,2.46,21.93,13.59,4.1,34.9,17.43,27.83,0.57,4.71,0.12,83.01,2.61,98.46,36.96,718.65,0.78,19-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Dec-2018 - 00:00,0.38,25.9,2.27,24.66,14.96,5.46,36.56,20.19,29.86,0.38,3.86,0.14,72.17,1.53,106.05,107.22,720.33,0.7,20-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Dec-2018 - 00:00,0.63,22.97,7.11,36.36,25.11,10.04,49.99,21.44,30.72,0.78,10.09,0.41,68.26,0.98,112.8,100.22,720.09,0.67,21-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Dec-2018 - 00:00,0.71,29.27,6.91,51.0,32.73,9.77,71.55,22.57,31.02,1.05,17.13,0.58,65.61,0.73,119.58,132.51,718.77,0.66,22-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Dec-2018 - 00:00,0.54,37.15,2.25,44.09,25.26,10.07,77.81,22.41,29.37,0.77,10.88,0.22,65.69,0.89,112.54,128.8,718.65,0.7,23-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Dec-2018 - 00:00,0.65,39.31,1.51,37.44,21.13,7.76,79.77,22.89,28.28,0.8,6.08,0.29,67.44,0.83,106.98,125.89,719.52,0.73,24-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Dec-2018 - 00:00,0.67,40.46,1.71,43.77,24.66,9.58,80.5,22.88,28.44,0.84,7.01,0.23,67.3,0.83,102.27,121.91,719.16,0.73,25-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Dec-2018 - 00:00,0.67,42.5,2.07,46.47,26.4,9.39,77.1,23.82,28.31,0.84,4.88,0.19,58.41,0.67,146.26,138.33,718.28,0.72,26-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Dec-2018 - 00:00,0.85,32.02,10.47,52.45,36.41,7.72,75.55,24.22,28.41,1.08,4.15,0.5,61.12,0.66,162.09,99.73,716.55,0.72,27-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Dec-2018 - 00:00,0.54,31.43,3.75,38.15,23.26,10.71,71.83,23.23,28.3,0.87,8.64,0.34,61.36,1.14,97.67,132.35,716.46,0.73,28-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Dec-2018 - 00:00,0.49,44.25,2.27,47.54,27.14,23.42,70.74,21.19,28.38,1.33,11.76,0.32,43.18,1.34,94.69,149.58,717.33,0.74,29-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Dec-2018 - 00:00,0.45,51.95,1.63,38.69,21.85,23.81,73.6,20.24,28.09,0.61,11.57,0.12,44.7,1.4,109.66,147.89,720.99,0.75,30-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Dec-2018 - 00:00,0.59,46.39,4.9,38.03,24.19,16.59,72.89,20.35,28.05,0.78,8.31,0.21,47.67,1.08,120.06,149.61,723.86,0.74,31-Dec-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
31-Dec-2018 - 00:00,0.4,47.65,1.3,28.3,16.1,24.1,78.0,17.15,27.9,0.4,6.99,0.0,53.5,0.7,89.0,2.0,723.0,0.74,01-Jan-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
