from date,NO2,SO2,CO,PM10,PM2.5,to date,station
30-Jul-2018 - 00:00,8.61,8.98,0.49,,372.36,31-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
31-Jul-2018 - 00:00,6.7,3.83,0.53,,37.97,01-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Aug-2018 - 00:00,13.28,3.62,0.49,11.59,32.0,02-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Aug-2018 - 00:00,,,,,,03-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Aug-2018 - 00:00,,,,,,04-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Aug-2018 - 00:00,25.1,3.62,0.47,108.76,59.21,05-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Aug-2018 - 00:00,9.98,3.62,0.54,199.52,90.35,06-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Aug-2018 - 00:00,9.98,3.62,0.55,22.27,17.09,07-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Aug-2018 - 00:00,8.32,3.62,0.54,37.82,19.13,08-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Aug-2018 - 00:00,9.11,3.62,0.5,49.54,31.47,09-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Aug-2018 - 00:00,9.13,3.62,0.52,54.86,26.36,10-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Aug-2018 - 00:00,7.05,3.62,0.53,10.94,25.33,11-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Aug-2018 - 00:00,8.82,3.62,0.54,17.31,27.56,12-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Aug-2018 - 00:00,10.6,3.62,0.53,18.0,22.95,13-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Aug-2018 - 00:00,9.91,3.62,0.54,17.93,18.13,14-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Aug-2018 - 00:00,9.35,3.62,0.53,16.48,28.5,15-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Aug-2018 - 00:00,10.39,3.62,0.52,24.72,39.15,16-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Aug-2018 - 00:00,9.27,3.62,0.53,41.91,33.76,17-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Aug-2018 - 00:00,6.66,3.62,0.55,37.52,29.94,18-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Aug-2018 - 00:00,10.25,3.62,0.59,61.61,7.02,19-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Aug-2018 - 00:00,11.53,3.62,0.52,89.45,0.0,20-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Aug-2018 - 00:00,10.13,3.62,0.51,108.68,10.82,21-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Aug-2018 - 00:00,8.83,3.62,0.54,29.39,18.56,22-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Aug-2018 - 00:00,11.3,3.62,0.53,9.73,24.75,23-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Aug-2018 - 00:00,11.89,3.62,0.53,4.81,28.8,24-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Aug-2018 - 00:00,11.87,3.62,0.55,6.31,30.79,25-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Aug-2018 - 00:00,11.74,3.62,0.52,9.42,30.08,26-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Aug-2018 - 00:00,11.2,3.62,0.54,,29.69,27-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Aug-2018 - 00:00,11.4,3.62,0.52,9.62,31.4,28-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Aug-2018 - 00:00,10.38,3.62,0.52,9.73,38.02,29-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Aug-2018 - 00:00,11.48,3.62,0.55,217.52,34.97,30-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Aug-2018 - 00:00,12.44,3.62,0.53,124.78,37.44,31-Aug-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
31-Aug-2018 - 00:00,11.37,3.62,0.52,90.37,46.17,01-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Sep-2018 - 00:00,9.93,3.62,0.54,473.19,40.6,02-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Sep-2018 - 00:00,10.51,3.62,0.52,,28.15,03-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Sep-2018 - 00:00,10.71,3.62,0.53,,20.67,04-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Sep-2018 - 00:00,11.67,3.62,0.51,,28.66,05-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Sep-2018 - 00:00,11.93,3.62,0.56,309.38,33.72,06-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Sep-2018 - 00:00,13.62,3.62,0.49,838.7,35.34,07-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Sep-2018 - 00:00,14.62,3.62,0.55,739.76,21.47,08-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Sep-2018 - 00:00,12.07,3.62,0.53,737.09,21.74,09-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Sep-2018 - 00:00,12.81,3.62,0.53,,26.0,10-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Sep-2018 - 00:00,12.79,4.65,0.51,27.68,23.98,11-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Sep-2018 - 00:00,13.24,1.97,0.54,10.87,18.05,12-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Sep-2018 - 00:00,13.5,1.83,0.55,43.06,27.46,13-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Sep-2018 - 00:00,13.27,2.1,0.55,75.03,32.03,14-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Sep-2018 - 00:00,13.4,1.81,0.53,52.88,22.84,15-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Sep-2018 - 00:00,13.14,1.93,0.57,79.93,35.28,16-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Sep-2018 - 00:00,13.96,1.98,0.52,83.28,32.17,17-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Sep-2018 - 00:00,13.5,1.88,0.51,80.81,33.39,18-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Sep-2018 - 00:00,13.59,1.87,0.54,76.84,35.61,19-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Sep-2018 - 00:00,13.99,1.94,0.52,98.88,45.04,20-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Sep-2018 - 00:00,13.3,1.78,0.56,109.36,52.36,21-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Sep-2018 - 00:00,13.33,1.9,0.53,92.46,44.48,22-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Sep-2018 - 00:00,13.6,2.01,0.56,58.12,20.17,23-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Sep-2018 - 00:00,13.54,1.74,0.56,52.43,15.94,24-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Sep-2018 - 00:00,13.48,2.05,0.5,39.23,9.32,25-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Sep-2018 - 00:00,13.65,2.04,0.54,50.5,14.92,26-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Sep-2018 - 00:00,13.46,1.89,0.52,107.2,37.72,27-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Sep-2018 - 00:00,13.51,2.06,0.56,138.87,54.72,28-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Sep-2018 - 00:00,13.64,1.92,0.52,150.3,65.34,29-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Sep-2018 - 00:00,13.53,2.07,0.52,130.44,49.63,30-Sep-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Sep-2018 - 00:00,14.23,1.94,0.51,129.03,42.53,01-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Oct-2018 - 00:00,14.39,1.95,0.52,698.52,42.63,02-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Oct-2018 - 00:00,14.21,1.89,0.53,66.0,46.6,03-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Oct-2018 - 00:00,14.28,1.71,0.55,74.68,44.98,04-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Oct-2018 - 00:00,13.56,1.77,0.54,131.12,58.13,05-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Oct-2018 - 00:00,13.45,2.0,0.55,115.68,50.13,06-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Oct-2018 - 00:00,13.52,1.86,0.56,99.16,43.95,07-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Oct-2018 - 00:00,14.48,1.69,0.51,106.87,49.33,08-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Oct-2018 - 00:00,13.57,1.89,0.55,113.87,50.9,09-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Oct-2018 - 00:00,13.69,2.04,0.54,119.28,46.21,10-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Oct-2018 - 00:00,13.5,2.86,0.52,150.76,49.3,11-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Oct-2018 - 00:00,13.45,4.05,0.55,56.43,26.6,12-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Oct-2018 - 00:00,13.59,4.11,0.51,59.41,31.93,13-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Oct-2018 - 00:00,13.62,4.12,0.53,61.08,33.83,14-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Oct-2018 - 00:00,13.03,4.14,0.54,69.38,42.59,15-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Oct-2018 - 00:00,13.53,4.15,0.54,71.62,41.16,16-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Oct-2018 - 00:00,14.09,3.9,0.51,69.91,37.38,17-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Oct-2018 - 00:00,12.76,4.11,0.51,84.05,46.44,18-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Oct-2018 - 00:00,12.81,4.21,0.56,111.34,68.59,19-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Oct-2018 - 00:00,13.75,4.1,0.52,96.38,55.74,20-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Oct-2018 - 00:00,13.05,3.92,0.51,94.36,49.75,21-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Oct-2018 - 00:00,12.38,4.15,0.52,80.46,46.32,22-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Oct-2018 - 00:00,12.78,6.26,0.54,88.61,39.12,23-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Oct-2018 - 00:00,12.88,7.0,0.52,111.9,44.3,24-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Oct-2018 - 00:00,13.35,7.14,0.52,109.81,44.82,25-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Oct-2018 - 00:00,12.89,7.05,0.54,95.3,42.01,26-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Oct-2018 - 00:00,13.25,7.32,0.53,100.68,44.44,27-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Oct-2018 - 00:00,12.93,7.0,0.54,131.42,57.13,28-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Oct-2018 - 00:00,12.32,7.12,0.51,103.41,49.96,29-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Oct-2018 - 00:00,13.28,7.4,0.52,121.11,53.33,30-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Oct-2018 - 00:00,13.35,6.83,0.53,166.19,67.19,31-Oct-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
31-Oct-2018 - 00:00,12.73,6.99,0.52,117.25,57.42,01-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Nov-2018 - 00:00,13.18,7.26,0.53,155.53,68.25,02-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Nov-2018 - 00:00,12.86,7.07,0.52,102.67,52.45,03-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Nov-2018 - 00:00,13.15,7.46,0.52,75.84,26.83,04-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Nov-2018 - 00:00,13.39,7.0,0.49,95.34,42.63,05-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Nov-2018 - 00:00,12.89,7.1,0.5,84.21,40.84,06-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Nov-2018 - 00:00,12.75,7.03,0.52,96.25,52.49,07-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Nov-2018 - 00:00,12.92,7.28,0.53,82.75,51.67,08-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Nov-2018 - 00:00,13.29,7.37,0.49,100.04,71.65,09-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Nov-2018 - 00:00,13.51,7.06,0.52,114.72,63.81,10-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Nov-2018 - 00:00,13.45,7.06,0.53,143.31,72.28,11-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Nov-2018 - 00:00,13.55,7.24,0.52,160.64,72.88,12-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Nov-2018 - 00:00,13.02,7.2,0.52,142.79,66.04,13-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Nov-2018 - 00:00,12.76,7.07,0.5,155.57,71.93,14-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Nov-2018 - 00:00,13.23,7.5,0.53,117.1,53.64,15-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Nov-2018 - 00:00,12.71,7.01,0.55,62.22,27.12,16-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Nov-2018 - 00:00,13.11,7.68,0.5,118.38,44.49,17-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Nov-2018 - 00:00,13.03,6.59,0.53,139.58,57.32,18-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Nov-2018 - 00:00,12.95,7.14,0.52,125.85,59.44,19-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Nov-2018 - 00:00,12.8,6.84,0.54,125.02,60.17,20-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Nov-2018 - 00:00,13.11,7.46,0.51,111.38,55.65,21-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Nov-2018 - 00:00,12.59,6.87,0.53,138.44,63.15,22-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Nov-2018 - 00:00,13.21,7.37,0.49,149.04,70.13,23-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Nov-2018 - 00:00,13.65,7.05,0.52,96.28,52.33,24-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Nov-2018 - 00:00,13.2,6.89,0.56,136.07,71.52,25-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Nov-2018 - 00:00,13.83,6.97,0.52,142.91,69.44,26-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Nov-2018 - 00:00,13.95,7.19,0.52,115.13,66.07,27-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Nov-2018 - 00:00,13.63,7.41,0.48,141.02,71.37,28-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Nov-2018 - 00:00,12.91,7.19,0.5,158.13,95.75,29-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Nov-2018 - 00:00,13.08,6.89,0.53,133.47,72.99,30-Nov-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Nov-2018 - 00:00,13.26,7.5,0.49,125.56,51.21,01-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Dec-2018 - 00:00,13.14,6.86,0.54,120.91,60.16,02-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Dec-2018 - 00:00,13.08,7.23,0.5,146.16,69.08,03-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Dec-2018 - 00:00,13.58,7.13,0.5,106.61,58.17,04-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Dec-2018 - 00:00,13.33,7.24,0.51,130.02,55.58,05-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Dec-2018 - 00:00,13.21,6.71,0.54,142.44,69.62,06-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Dec-2018 - 00:00,13.54,7.0,0.52,113.12,60.62,07-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Dec-2018 - 00:00,13.72,7.23,0.51,111.2,60.77,08-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Dec-2018 - 00:00,13.45,7.07,0.53,127.49,63.72,09-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Dec-2018 - 00:00,13.24,7.04,0.51,115.97,60.72,10-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Dec-2018 - 00:00,13.69,7.1,0.49,108.2,60.19,11-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Dec-2018 - 00:00,13.36,7.07,0.52,170.5,66.1,12-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Dec-2018 - 00:00,13.31,7.26,0.49,83.36,40.06,13-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Dec-2018 - 00:00,13.52,7.18,0.51,59.23,25.75,14-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Dec-2018 - 00:00,13.51,6.98,0.54,72.01,32.23,15-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Dec-2018 - 00:00,13.4,7.3,0.5,110.09,46.69,16-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Dec-2018 - 00:00,13.85,7.16,0.52,184.69,58.46,17-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Dec-2018 - 00:00,13.59,6.9,0.54,206.58,66.35,18-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Dec-2018 - 00:00,13.58,7.31,0.5,116.14,57.65,19-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Dec-2018 - 00:00,13.46,6.97,0.52,141.34,76.52,20-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Dec-2018 - 00:00,12.0,7.08,0.52,135.51,66.53,21-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Dec-2018 - 00:00,12.8,7.28,0.5,142.32,74.48,22-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Dec-2018 - 00:00,13.08,7.02,0.49,206.75,76.92,23-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Dec-2018 - 00:00,12.92,7.16,0.5,169.84,84.09,24-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Dec-2018 - 00:00,13.27,7.06,0.54,130.93,68.23,25-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Dec-2018 - 00:00,13.17,6.78,0.53,138.77,65.39,26-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Dec-2018 - 00:00,13.31,7.21,0.49,169.7,71.35,27-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Dec-2018 - 00:00,13.42,7.15,0.53,92.42,60.11,28-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Dec-2018 - 00:00,13.45,7.24,0.51,158.84,83.73,29-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Dec-2018 - 00:00,13.59,6.99,0.53,126.44,79.99,30-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Dec-2018 - 00:00,13.15,7.09,0.51,125.0,78.37,31-Dec-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
31-Dec-2018 - 00:00,13.32,6.71,0.54,160.58,95.94,01-Jan-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
