from date,AT,BP,PM10,PM2.5,RH,SR,Toluene,WD,WS,CO,Benzene,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
18-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,19-Jan-2018 - 00:00,"Mundka, Delhi - DPCC"
19-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,20-Jan-2018 - 00:00,"Mundka, Delhi - DPCC"
20-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,21-Jan-2018 - 00:00,"Mundka, Delhi - DPCC"
21-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,22-Jan-2018 - 00:00,"Mundka, Delhi - DPCC"
22-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,23-Jan-2018 - 00:00,"Mundka, Delhi - DPCC"
23-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,24-Jan-2018 - 00:00,"Mundka, Delhi - DPCC"
24-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,25-Jan-2018 - 00:00,"Mundka, Delhi - DPCC"
25-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,26-Jan-2018 - 00:00,"Mundka, Delhi - DPCC"
26-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,27-Jan-2018 - 00:00,"Mundka, Delhi - DPCC"
27-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,28-Jan-2018 - 00:00,"Mundka, Delhi - DPCC"
28-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,29-Jan-2018 - 00:00,"Mundka, Delhi - DPCC"
29-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,30-Jan-2018 - 00:00,"Mundka, Delhi - DPCC"
30-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,31-Jan-2018 - 00:00,"Mundka, Delhi - DPCC"
31-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,01-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
01-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,02-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
02-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,03-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
03-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,04-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
04-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,05-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
05-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,06-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
06-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,07-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
07-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,08-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
08-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,09-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
09-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,10-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
10-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,11-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
11-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,12-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
12-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,13-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
13-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,14-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
14-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,15-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
15-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,16-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
16-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,17-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
17-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,18-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
18-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,19-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
19-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,20-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
20-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,21-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
21-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,22-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
22-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,23-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
23-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,24-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
24-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,25-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
25-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,26-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
26-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,27-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
27-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,28-Feb-2018 - 00:00,"Mundka, Delhi - DPCC"
28-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,01-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
01-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,02-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
02-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,03-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
03-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,04-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
04-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,05-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
05-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,06-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
06-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,07-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
07-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,08-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
08-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,09-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
09-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,10-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
10-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,11-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
11-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,12-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
12-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,13-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
13-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,14-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
14-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,15-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
15-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,16-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
16-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,17-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
17-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,18-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
18-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,19-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
19-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,20-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
20-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,21-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
21-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,22-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
22-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,23-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
23-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,24-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
24-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,25-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
25-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,26-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
26-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,27-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
27-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,28-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
28-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,29-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
29-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,30-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
30-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,31-Mar-2018 - 00:00,"Mundka, Delhi - DPCC"
31-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,01-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
01-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,02-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
02-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,03-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
03-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,04-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
04-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,05-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
05-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,06-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
06-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,07-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
07-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,08-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
08-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,09-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
09-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,10-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
10-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,11-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
11-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,12-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
12-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,13-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
13-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,14-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
14-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,15-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
15-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,16-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
16-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,17-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
17-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,18-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
18-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,19-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
19-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,20-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
20-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,21-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
21-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,22-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
22-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,23-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
23-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,24-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
24-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,25-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
25-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,26-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
26-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,27-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
27-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,28-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
28-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,29-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
29-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,30-Apr-2018 - 00:00,"Mundka, Delhi - DPCC"
30-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,01-May-2018 - 00:00,"Mundka, Delhi - DPCC"
01-May-2018 - 00:00,,,,,,,,,,,,,,,,,,02-May-2018 - 00:00,"Mundka, Delhi - DPCC"
02-May-2018 - 00:00,,,,,,,,,,,,,,,,,,03-May-2018 - 00:00,"Mundka, Delhi - DPCC"
03-May-2018 - 00:00,,,,,,,,,,,,,,,,,,04-May-2018 - 00:00,"Mundka, Delhi - DPCC"
04-May-2018 - 00:00,,,,,,,,,,,,,,,,,,05-May-2018 - 00:00,"Mundka, Delhi - DPCC"
05-May-2018 - 00:00,,,,,,,,,,,,,,,,,,06-May-2018 - 00:00,"Mundka, Delhi - DPCC"
06-May-2018 - 00:00,,,,,,,,,,,,,,,,,,07-May-2018 - 00:00,"Mundka, Delhi - DPCC"
07-May-2018 - 00:00,,,,,,,,,,,,,,,,,,08-May-2018 - 00:00,"Mundka, Delhi - DPCC"
08-May-2018 - 00:00,,,,,,,,,,,,,,,,,,09-May-2018 - 00:00,"Mundka, Delhi - DPCC"
09-May-2018 - 00:00,,,,,,,,,,,,,,,,,,10-May-2018 - 00:00,"Mundka, Delhi - DPCC"
10-May-2018 - 00:00,,,,,,,,,,,,,,,,,,11-May-2018 - 00:00,"Mundka, Delhi - DPCC"
11-May-2018 - 00:00,,,,,,,,,,,,,,,,,,12-May-2018 - 00:00,"Mundka, Delhi - DPCC"
12-May-2018 - 00:00,,,,,,,,,,,,,,,,,,13-May-2018 - 00:00,"Mundka, Delhi - DPCC"
13-May-2018 - 00:00,,,,,,,,,,,,,,,,,,14-May-2018 - 00:00,"Mundka, Delhi - DPCC"
14-May-2018 - 00:00,,,,,,,,,,,,,,,,,,15-May-2018 - 00:00,"Mundka, Delhi - DPCC"
15-May-2018 - 00:00,,,,,,,,,,,,,,,,,,16-May-2018 - 00:00,"Mundka, Delhi - DPCC"
16-May-2018 - 00:00,,,,,,,,,,,,,,,,,,17-May-2018 - 00:00,"Mundka, Delhi - DPCC"
17-May-2018 - 00:00,,,,,,,,,,,,,,,,,,18-May-2018 - 00:00,"Mundka, Delhi - DPCC"
18-May-2018 - 00:00,,,,,,,,,,,,,,,,,,19-May-2018 - 00:00,"Mundka, Delhi - DPCC"
19-May-2018 - 00:00,,,,,,,,,,,,,,,,,,20-May-2018 - 00:00,"Mundka, Delhi - DPCC"
20-May-2018 - 00:00,,,,,,,,,,,,,,,,,,21-May-2018 - 00:00,"Mundka, Delhi - DPCC"
21-May-2018 - 00:00,,,,,,,,,,,,,,,,,,22-May-2018 - 00:00,"Mundka, Delhi - DPCC"
22-May-2018 - 00:00,,,,,,,,,,,,,,,,,,23-May-2018 - 00:00,"Mundka, Delhi - DPCC"
23-May-2018 - 00:00,,,,,,,,,,,,,,,,,,24-May-2018 - 00:00,"Mundka, Delhi - DPCC"
24-May-2018 - 00:00,,,,,,,,,,,,,,,,,,25-May-2018 - 00:00,"Mundka, Delhi - DPCC"
25-May-2018 - 00:00,,,,,,,,,,,,,,,,,,26-May-2018 - 00:00,"Mundka, Delhi - DPCC"
26-May-2018 - 00:00,,,,,,,,,,,,,,,,,,27-May-2018 - 00:00,"Mundka, Delhi - DPCC"
27-May-2018 - 00:00,,,,,,,,,,,,,,,,,,28-May-2018 - 00:00,"Mundka, Delhi - DPCC"
28-May-2018 - 00:00,,,,,,,,,,,,,,,,,,29-May-2018 - 00:00,"Mundka, Delhi - DPCC"
29-May-2018 - 00:00,,,,,,,,,,,,,,,,,,30-May-2018 - 00:00,"Mundka, Delhi - DPCC"
30-May-2018 - 00:00,,,,,,,,,,,,,,,,,,31-May-2018 - 00:00,"Mundka, Delhi - DPCC"
31-May-2018 - 00:00,,,,,,,,,,,,,,,,,,01-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
01-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,02-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
02-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,03-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
03-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,04-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
04-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,05-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
05-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,06-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
06-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,07-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
07-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,08-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
08-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,09-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
09-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,10-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
10-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,11-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
11-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,12-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
12-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,13-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
13-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,14-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
14-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,15-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
15-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,16-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
16-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,17-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
17-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,18-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
18-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,19-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
19-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,20-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
20-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,21-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
21-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,22-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
22-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,23-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
23-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,24-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
24-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,25-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
25-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,26-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
26-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,27-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
27-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,28-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
28-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,29-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
29-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,30-Jun-2018 - 00:00,"Mundka, Delhi - DPCC"
30-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,01-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
01-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,02-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
02-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,03-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
03-Jul-2018 - 00:00,32.02,973.42,190.73,41.64,62.84,4.6,54.29,295.3,1.45,1.23,3.45,41.0,3.06,40.88,24.22,17.07,27.7,04-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
04-Jul-2018 - 00:00,32.74,974.36,140.33,37.88,64.67,216.55,27.03,214.73,1.16,0.85,1.71,53.14,2.1,23.76,14.36,26.19,18.64,05-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
05-Jul-2018 - 00:00,33.42,975.85,178.35,38.44,60.14,198.46,60.27,169.85,1.4,0.85,2.1,52.77,2.83,26.06,16.1,16.87,20.41,06-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
06-Jul-2018 - 00:00,34.22,976.1,213.35,63.96,54.95,228.46,36.8,95.37,1.68,0.83,1.98,63.0,2.84,22.06,14.05,33.78,18.01,07-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
07-Jul-2018 - 00:00,35.11,975.28,309.75,75.79,51.26,210.38,47.9,99.69,1.2,0.97,1.9,78.95,3.87,26.5,17.17,36.36,13.6,08-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
08-Jul-2018 - 00:00,36.86,974.14,312.54,77.71,44.97,232.91,80.88,130.63,0.7,1.14,2.51,96.69,23.14,34.88,37.46,40.55,17.66,09-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
09-Jul-2018 - 00:00,35.34,973.84,206.42,72.42,56.81,153.5,52.21,294.83,1.87,1.41,1.6,78.18,1.42,33.94,19.06,37.48,22.05,10-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
10-Jul-2018 - 00:00,35.15,974.48,143.62,43.54,62.5,203.06,23.61,303.68,1.95,0.96,0.71,80.91,2.09,27.29,16.18,20.49,19.54,11-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
11-Jul-2018 - 00:00,33.7,974.03,131.67,38.62,64.53,155.45,34.39,227.57,1.7,0.99,0.87,49.68,2.52,25.87,15.8,10.49,21.11,12-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
12-Jul-2018 - 00:00,33.17,973.54,135.83,35.33,65.74,171.87,26.08,152.68,1.22,0.89,0.68,42.8,4.91,25.59,17.62,15.92,14.44,13-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
13-Jul-2018 - 00:00,29.23,974.94,64.58,27.12,87.15,102.21,37.68,227.06,1.46,1.16,0.58,53.57,7.5,30.95,22.59,7.55,9.47,14-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
14-Jul-2018 - 00:00,29.29,974.49,89.58,38.79,88.26,108.29,53.43,218.94,1.15,1.08,1.17,55.18,6.13,30.59,21.26,8.48,21.5,15-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
15-Jul-2018 - 00:00,31.94,974.06,98.38,31.98,75.93,199.06,27.3,295.93,1.46,1.02,1.11,46.14,4.87,28.33,19.02,13.73,12.88,16-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
16-Jul-2018 - 00:00,30.71,974.81,93.94,26.26,86.11,80.54,39.82,251.16,1.58,0.89,1.19,61.39,3.68,26.67,17.17,4.43,11.39,17-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
17-Jul-2018 - 00:00,33.4,974.17,181.07,38.81,72.74,116.9,44.62,192.12,0.76,1.32,0.99,44.54,2.08,28.99,17.12,16.8,24.19,18-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
18-Jul-2018 - 00:00,32.44,975.6,135.36,37.97,78.16,160.06,26.78,220.67,1.23,1.06,0.26,76.65,6.09,27.77,19.74,10.96,19.71,19-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
19-Jul-2018 - 00:00,32.3,975.45,116.05,35.52,75.01,185.14,24.55,204.21,1.16,0.85,0.55,56.99,4.34,25.32,16.94,13.56,21.71,20-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
20-Jul-2018 - 00:00,30.63,975.1,104.47,37.04,86.31,106.17,33.37,118.46,0.92,0.84,0.39,52.79,3.68,23.22,15.36,5.56,23.42,21-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
21-Jul-2018 - 00:00,30.1,975.28,128.32,46.18,85.8,129.49,45.96,199.97,1.16,1.14,0.84,62.72,9.49,36.37,27.09,6.91,24.2,22-Jul-2018 - 00:00,"Mundka, Delhi - DPCC"
