from date,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Eth-Benzene,SR,RH,RF,WD,WS,PM2.5,to date,station
01-May-2018 - 00:00,132.34,,15.0,2.86,17.86,16.73,1.14,17.12,2.07,2.96,85.37,40.67,0.0,126.78,2.78,32.76,02-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-May-2018 - 00:00,150.26,,,,,,1.25,11.77,2.01,2.87,119.67,54.27,0.01,132.83,2.31,37.96,03-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-May-2018 - 00:00,62.76,,75.55,124.92,94.82,47.13,1.17,9.98,2.07,2.96,237.67,52.99,0.01,140.94,2.5,19.63,04-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-May-2018 - 00:00,93.56,36.06,85.52,134.95,76.2,42.62,1.25,10.65,2.07,2.96,107.7,50.78,0.0,144.21,1.39,34.43,05-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-May-2018 - 00:00,151.0,28.46,,,,,1.17,9.83,2.1,3.0,204.87,37.69,0.0,236.6,0.79,66.4,06-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-May-2018 - 00:00,127.81,29.76,,,,,1.1,9.54,2.1,3.0,158.56,42.77,0.02,256.87,1.1,63.25,07-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-May-2018 - 00:00,101.6,13.11,27.22,109.48,17.72,10.44,1.22,11.95,2.1,3.0,228.68,37.48,0.01,236.61,1.09,59.91,08-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-May-2018 - 00:00,53.41,6.97,81.8,52.89,61.75,22.86,1.16,13.63,2.1,3.0,215.57,44.69,0.0,122.99,1.29,27.82,09-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-May-2018 - 00:00,61.93,16.26,188.29,38.93,130.73,35.29,1.17,24.04,2.1,3.0,230.15,38.65,0.0,261.82,0.72,34.07,10-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-May-2018 - 00:00,105.41,25.75,,115.0,0.0,,1.09,15.09,2.1,3.0,203.58,30.0,0.0,239.2,0.73,61.79,11-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-May-2018 - 00:00,154.72,26.82,14.79,11.99,20.59,11.59,1.19,19.56,2.1,3.0,216.24,29.65,0.0,286.37,0.68,92.15,12-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-May-2018 - 00:00,171.68,35.89,24.27,15.02,26.57,12.98,1.28,15.67,2.04,2.92,158.51,31.47,0.0,178.12,1.37,82.71,13-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-May-2018 - 00:00,76.5,12.3,,,,,1.14,13.66,2.1,3.0,195.66,42.25,0.01,186.01,1.91,35.28,14-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-May-2018 - 00:00,43.24,16.71,10.2,5.68,12.97,11.41,1.24,11.67,2.1,3.0,173.13,50.05,0.0,145.57,1.26,20.41,15-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-May-2018 - 00:00,88.2,25.01,8.73,5.04,13.43,11.32,1.15,14.98,2.1,3.0,207.87,44.3,0.0,190.4,0.86,46.74,16-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-May-2018 - 00:00,208.83,33.75,8.51,5.16,13.36,11.26,1.2,17.91,2.1,3.0,216.13,31.06,0.0,287.77,1.33,103.35,17-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-May-2018 - 00:00,227.35,38.04,9.61,6.23,15.66,11.32,1.26,15.74,2.1,3.0,163.73,28.64,0.0,271.24,1.09,108.3,18-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-May-2018 - 00:00,258.58,65.78,10.35,7.19,17.48,11.33,1.16,13.4,2.1,3.0,200.24,28.56,0.0,218.16,0.7,142.62,19-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-May-2018 - 00:00,277.25,45.33,10.28,7.04,17.33,11.32,1.14,18.6,2.1,3.0,201.52,28.21,0.0,279.98,1.09,137.4,20-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-May-2018 - 00:00,196.29,43.96,9.72,6.91,16.55,11.33,1.22,24.97,2.1,3.0,205.02,19.4,0.0,287.24,1.32,113.99,21-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-May-2018 - 00:00,168.96,36.66,9.25,6.88,16.08,11.39,1.2,30.81,2.1,3.0,207.1,16.41,0.0,305.06,1.24,91.41,22-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-May-2018 - 00:00,155.59,31.96,8.87,6.68,15.55,11.41,1.17,32.27,2.1,3.0,204.04,13.43,0.0,305.99,1.2,90.21,23-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-May-2018 - 00:00,175.33,36.02,9.62,7.81,17.43,11.33,1.43,23.54,2.1,3.0,202.42,17.7,0.0,275.01,0.99,93.14,24-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-May-2018 - 00:00,144.83,46.94,9.44,7.49,16.61,11.47,1.12,32.23,2.1,3.0,210.14,11.49,0.0,295.66,1.21,80.12,25-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-May-2018 - 00:00,150.29,50.6,9.6,8.3,16.7,11.62,1.25,32.79,2.1,3.0,201.15,13.93,0.0,267.95,0.94,83.13,26-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-May-2018 - 00:00,137.99,54.23,11.7,9.79,18.91,11.75,0.98,22.96,2.1,3.0,206.47,15.17,0.0,252.88,0.49,75.03,27-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-May-2018 - 00:00,128.52,15.16,14.18,8.99,18.87,12.02,1.05,26.74,2.1,3.0,195.75,16.61,0.0,155.27,1.01,57.01,28-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-May-2018 - 00:00,172.52,47.94,10.81,7.9,17.99,11.48,1.2,23.34,2.1,3.0,217.67,20.0,0.0,217.88,0.72,91.73,29-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-May-2018 - 00:00,174.08,23.98,10.54,7.5,16.63,11.58,1.17,26.79,2.1,3.0,199.14,26.06,0.0,133.58,1.38,74.75,30-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-May-2018 - 00:00,127.92,8.34,10.27,6.62,16.37,11.51,1.18,24.13,2.1,3.0,207.6,34.82,0.0,129.84,2.4,37.21,31-May-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
31-May-2018 - 00:00,104.82,10.87,12.91,5.2,18.09,12.68,0.82,26.36,2.56,3.06,211.14,36.4,0.0,128.45,1.84,38.91,01-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Jun-2018 - 00:00,153.98,11.73,17.51,6.17,23.65,13.88,0.71,16.83,3.43,3.21,190.23,47.85,0.1,112.7,1.58,40.91,02-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Jun-2018 - 00:00,49.32,8.31,17.3,5.1,22.38,13.9,0.53,17.97,3.19,3.19,214.72,51.6,0.0,129.85,1.25,16.63,03-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Jun-2018 - 00:00,71.27,7.61,17.02,5.05,21.81,13.93,0.48,19.92,3.17,3.24,214.59,44.25,0.0,128.82,0.96,23.87,04-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Jun-2018 - 00:00,96.88,5.1,16.66,4.08,20.75,13.96,0.51,20.79,3.14,3.21,207.01,47.2,0.0,125.96,1.15,30.75,05-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Jun-2018 - 00:00,117.36,10.71,17.03,4.39,21.38,13.97,0.54,20.89,3.15,3.2,204.4,45.85,0.0,135.74,1.54,31.3,06-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Jun-2018 - 00:00,57.16,5.7,17.3,5.17,21.44,13.87,0.47,19.72,3.41,3.11,227.65,56.32,0.0,129.84,0.99,28.34,07-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Jun-2018 - 00:00,78.29,1.15,17.3,4.54,21.68,13.98,0.46,16.74,3.16,3.19,263.97,54.2,0.0,129.89,0.45,61.39,08-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Jun-2018 - 00:00,106.8,1.57,17.04,4.71,21.33,14.13,0.48,22.02,3.14,3.19,228.04,49.68,0.0,111.43,1.21,66.06,09-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Jun-2018 - 00:00,71.38,3.51,17.69,5.37,22.75,14.08,0.65,16.1,3.33,3.17,210.41,83.24,0.72,157.39,1.26,46.96,10-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Jun-2018 - 00:00,151.12,1.47,17.36,4.79,21.28,14.06,0.5,15.94,3.15,3.21,240.98,74.53,0.0,153.51,0.5,101.85,11-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Jun-2018 - 00:00,123.05,2.46,17.06,4.53,21.56,13.96,0.54,21.23,3.15,3.2,243.44,58.96,0.0,222.69,0.92,84.41,12-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Jun-2018 - 00:00,177.81,6.21,17.68,5.08,22.54,13.93,0.55,19.58,3.16,3.21,240.63,45.29,0.0,204.16,0.53,116.54,13-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Jun-2018 - 00:00,527.16,41.8,26.19,13.69,29.05,15.05,0.39,17.03,3.15,3.15,187.44,37.53,0.0,231.67,0.62,333.98,14-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Jun-2018 - 00:00,970.89,37.65,21.86,5.98,25.91,14.48,0.38,11.76,3.13,3.2,205.1,39.37,0.0,238.26,0.69,558.34,15-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Jun-2018 - 00:00,755.18,6.88,25.69,6.64,27.06,14.96,0.52,12.17,3.13,3.21,151.2,46.67,0.0,141.63,0.47,524.53,16-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Jun-2018 - 00:00,283.59,7.72,18.37,6.96,22.68,13.89,0.41,13.77,3.1,3.14,146.3,83.78,0.69,125.05,1.63,139.83,17-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Jun-2018 - 00:00,108.31,4.13,18.54,4.79,22.58,14.08,0.58,14.72,3.14,3.2,183.42,88.63,0.45,164.35,0.66,57.66,18-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Jun-2018 - 00:00,188.9,7.08,17.57,26.1,20.12,13.01,0.59,7.98,3.09,3.09,101.23,92.55,0.0,239.56,0.43,102.16,19-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Jun-2018 - 00:00,214.78,2.94,34.09,15.31,37.43,15.82,0.51,11.87,3.31,3.18,246.99,69.37,0.0,269.62,0.84,105.79,20-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Jun-2018 - 00:00,148.41,5.27,20.58,7.0,26.22,14.39,0.62,13.97,3.24,3.21,253.26,59.2,0.0,217.46,0.62,78.92,21-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Jun-2018 - 00:00,147.52,24.7,19.93,7.01,26.43,14.25,0.77,14.36,3.27,3.18,245.99,52.4,0.0,265.35,0.72,75.21,22-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Jun-2018 - 00:00,155.38,8.23,19.44,6.55,25.44,14.52,0.63,21.17,3.38,3.19,237.41,45.24,0.0,213.96,0.65,79.64,23-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Jun-2018 - 00:00,142.55,6.34,17.33,5.24,22.26,14.01,0.47,23.84,3.14,3.15,247.26,47.13,0.0,283.66,1.24,48.01,24-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Jun-2018 - 00:00,157.51,22.85,18.02,6.23,23.27,14.0,0.45,27.0,3.15,3.14,272.97,42.43,0.0,268.07,1.05,93.61,25-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Jun-2018 - 00:00,122.64,51.1,53.39,31.74,76.9,24.16,0.83,18.2,7.42,3.19,220.53,30.95,0.0,259.27,0.73,42.68,26-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Jun-2018 - 00:00,72.25,2.67,22.32,0.79,10.45,22.14,0.47,27.73,3.15,3.11,202.29,53.23,0.0,132.44,0.68,26.86,27-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Jun-2018 - 00:00,38.07,2.46,17.61,23.39,22.79,19.6,0.5,41.64,3.11,3.08,104.84,75.59,0.0,187.76,1.04,17.9,28-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Jun-2018 - 00:00,33.0,2.25,12.96,24.44,37.4,17.07,0.48,44.82,3.11,3.08,137.58,94.0,0.72,224.82,1.12,68.54,29-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Jun-2018 - 00:00,180.45,2.48,13.08,24.46,37.53,17.04,0.49,48.63,3.11,3.08,212.72,77.99,0.01,113.34,0.88,32.34,30-Jun-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Jun-2018 - 00:00,63.91,2.12,13.26,24.34,37.61,17.05,0.46,47.71,3.11,3.09,232.29,73.74,0.0,135.73,0.68,84.89,01-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Jul-2018 - 00:00,41.93,1.78,13.36,24.61,37.98,16.89,0.51,52.58,3.11,3.08,151.47,76.83,0.0,211.5,0.48,146.09,02-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Jul-2018 - 00:00,52.01,2.78,13.97,25.75,37.01,16.75,0.53,44.63,3.04,2.99,155.39,81.65,0.24,132.17,0.73,153.61,03-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Jul-2018 - 00:00,41.96,2.55,12.31,24.19,36.45,17.09,0.45,46.19,3.05,3.04,128.93,91.79,1.09,103.75,1.07,20.89,04-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Jul-2018 - 00:00,32.52,2.54,13.84,24.4,37.75,17.06,0.51,50.37,3.1,3.12,189.07,84.61,0.43,154.43,0.44,13.62,05-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Jul-2018 - 00:00,76.22,2.32,13.06,24.38,37.43,17.01,0.58,55.47,3.11,3.11,183.62,83.23,0.0,262.39,0.82,11.16,06-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Jul-2018 - 00:00,68.88,4.37,13.23,24.66,37.89,16.94,0.48,62.9,3.11,3.12,203.11,73.82,0.0,309.79,1.16,11.19,07-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Jul-2018 - 00:00,55.49,3.0,13.05,24.64,37.69,16.92,0.49,59.39,3.11,3.08,201.44,68.1,0.0,302.7,1.18,18.13,08-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Jul-2018 - 00:00,146.97,2.22,12.97,24.81,37.79,16.89,0.49,50.16,3.11,3.08,187.85,65.45,0.0,268.82,0.84,21.09,09-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Jul-2018 - 00:00,88.38,2.52,13.49,24.63,38.11,16.86,0.53,38.25,3.11,3.08,171.75,80.94,0.0,110.81,0.7,21.29,10-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Jul-2018 - 00:00,87.84,2.86,13.05,24.51,37.55,16.95,0.48,54.78,3.1,3.09,195.78,79.59,0.0,117.37,1.08,,11-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Jul-2018 - 00:00,30.31,2.41,14.76,24.06,38.81,16.96,0.5,37.15,3.1,3.08,178.58,81.0,0.0,106.16,0.92,,12-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Jul-2018 - 00:00,62.52,2.18,17.74,26.16,41.23,16.03,0.52,35.22,3.13,3.18,201.69,80.36,0.0,111.01,0.95,,13-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Jul-2018 - 00:00,53.04,4.17,21.21,28.15,49.15,17.28,0.67,29.83,3.41,3.21,123.57,91.86,1.38,145.32,0.83,,14-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Jul-2018 - 00:00,102.8,2.04,16.31,26.26,42.57,16.95,0.45,23.64,3.14,3.15,234.6,87.68,0.0,128.32,0.69,117.02,15-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Jul-2018 - 00:00,40.14,1.98,13.73,25.15,38.86,17.05,0.59,26.28,3.06,3.09,211.67,81.07,0.0,110.79,0.59,20.88,16-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Jul-2018 - 00:00,37.16,2.15,13.75,25.07,38.81,17.04,0.48,27.47,3.1,3.11,99.18,94.96,0.28,138.05,0.75,30.52,17-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Jul-2018 - 00:00,60.74,2.85,13.8,25.31,39.11,17.13,0.45,20.65,3.11,3.15,151.2,93.35,0.59,122.66,0.61,21.44,18-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Jul-2018 - 00:00,28.62,4.99,15.96,47.63,38.24,16.88,0.7,19.81,3.01,3.19,194.42,90.39,0.02,210.5,0.76,20.09,19-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Jul-2018 - 00:00,61.87,3.07,15.63,24.94,39.96,17.39,0.6,17.73,3.06,3.02,214.94,80.87,0.22,136.34,0.43,36.19,20-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Jul-2018 - 00:00,57.56,1.86,14.78,25.28,40.06,17.11,0.5,11.12,3.11,3.13,151.48,90.52,0.01,171.38,0.27,485.86,21-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Jul-2018 - 00:00,29.87,1.9,15.0,25.02,39.73,17.21,0.5,23.43,3.11,3.12,142.02,93.8,0.14,162.39,0.66,213.73,22-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Jul-2018 - 00:00,21.34,1.73,14.45,24.7,39.01,17.12,0.52,33.57,3.1,3.13,179.72,92.32,0.02,120.19,0.71,9.75,23-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Jul-2018 - 00:00,125.72,1.78,14.97,24.68,39.75,17.24,0.5,31.52,3.11,3.11,200.72,90.4,0.16,125.12,0.56,71.26,24-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Jul-2018 - 00:00,27.52,8.42,20.67,25.2,42.81,18.5,0.78,20.64,3.14,3.28,147.4,89.2,0.0,141.72,0.32,11.81,25-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Jul-2018 - 00:00,48.02,4.81,18.27,25.81,42.71,18.25,0.73,20.81,3.25,3.33,99.68,95.6,0.0,156.19,0.4,30.74,26-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Jul-2018 - 00:00,31.98,16.51,15.23,26.59,41.81,17.44,0.89,23.95,3.23,3.32,133.48,94.65,0.17,116.24,0.68,17.61,27-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Jul-2018 - 00:00,31.47,13.09,14.79,26.18,40.96,17.5,0.71,26.63,3.2,3.36,126.64,94.13,0.0,110.63,0.63,18.09,28-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Jul-2018 - 00:00,50.92,20.03,14.62,25.67,39.44,17.58,0.87,28.46,3.14,3.28,181.97,89.95,0.0,131.1,0.48,29.99,29-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Jul-2018 - 00:00,140.53,24.82,15.2,25.92,40.32,17.37,0.88,24.19,3.1,3.29,108.96,92.23,0.0,164.36,0.3,78.61,30-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Jul-2018 - 00:00,69.46,37.77,18.76,30.6,48.79,17.49,1.0,8.4,3.57,3.3,246.39,76.63,0.0,289.09,0.82,29.58,31-Jul-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
31-Jul-2018 - 00:00,135.91,40.94,15.93,27.32,42.84,17.61,0.49,12.49,3.22,3.28,197.99,81.73,0.0,233.45,0.58,104.43,01-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Aug-2018 - 00:00,51.97,38.48,15.43,26.49,39.04,17.58,0.29,11.79,2.97,3.07,195.84,83.15,0.01,186.3,0.5,31.59,02-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Aug-2018 - 00:00,46.08,49.89,15.46,26.7,42.17,17.32,1.45,10.98,3.18,3.29,181.7,83.45,0.0,219.04,0.62,121.19,03-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Aug-2018 - 00:00,28.65,20.34,15.52,26.51,41.61,17.36,1.46,11.15,3.18,3.28,179.69,85.42,0.0,179.8,0.55,72.33,04-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Aug-2018 - 00:00,79.48,32.88,15.72,26.71,42.42,17.61,0.84,11.49,3.22,3.33,181.55,86.15,0.0,163.88,0.5,52.87,05-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Aug-2018 - 00:00,60.16,11.7,15.11,26.4,40.58,17.46,0.84,12.52,3.12,3.24,123.85,86.51,0.0,162.98,0.55,82.01,06-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Aug-2018 - 00:00,36.44,9.78,14.14,26.18,40.32,16.95,1.03,18.44,3.13,3.11,84.27,95.98,0.06,119.77,1.08,21.3,07-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Aug-2018 - 00:00,33.66,6.68,14.17,25.48,39.64,17.09,0.16,18.5,3.13,3.0,104.13,95.24,0.03,193.27,0.55,17.94,08-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Aug-2018 - 00:00,51.68,13.56,14.4,25.55,39.95,17.22,0.17,17.05,3.14,3.0,152.05,93.23,0.16,117.07,0.53,54.2,09-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Aug-2018 - 00:00,54.98,14.76,14.53,25.36,39.89,17.56,0.16,15.35,3.15,3.0,121.89,91.75,0.01,157.84,0.44,32.53,10-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Aug-2018 - 00:00,59.74,14.84,14.59,25.4,40.01,17.51,0.17,25.37,3.15,3.0,156.56,85.42,0.0,226.08,0.49,88.62,11-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Aug-2018 - 00:00,106.25,19.57,15.37,25.68,41.05,17.36,0.16,32.2,3.15,3.0,101.41,93.45,0.01,213.37,0.47,75.9,12-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Aug-2018 - 00:00,106.29,16.78,14.78,25.63,40.41,17.59,0.16,38.87,3.16,3.0,150.81,92.65,0.01,121.71,0.52,62.32,13-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Aug-2018 - 00:00,38.72,14.58,14.09,25.38,39.46,17.07,0.36,29.01,3.13,3.0,135.78,93.44,0.08,118.16,0.63,17.19,14-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Aug-2018 - 00:00,52.72,15.02,14.46,24.93,37.42,16.77,0.52,24.09,2.98,2.85,170.69,89.73,0.0,172.06,0.58,27.96,15-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Aug-2018 - 00:00,53.65,15.04,14.58,24.79,39.37,16.75,0.55,23.84,3.14,3.0,145.5,91.09,0.0,150.93,0.3,30.97,16-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Aug-2018 - 00:00,59.91,14.65,14.49,24.78,39.27,16.74,0.53,28.25,3.13,3.0,252.09,85.49,0.0,108.25,0.57,30.88,17-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Aug-2018 - 00:00,59.38,14.67,14.54,24.78,39.31,16.75,0.54,24.38,3.14,3.0,489.39,95.2,0.0,121.68,0.48,25.92,18-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Aug-2018 - 00:00,48.47,30.69,14.88,24.76,39.64,16.53,0.55,19.48,3.13,3.13,229.78,95.79,0.0,121.39,0.35,17.91,19-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Aug-2018 - 00:00,85.58,38.06,15.12,24.9,40.02,16.49,0.55,20.71,3.14,3.0,671.46,89.98,0.0,185.18,0.4,29.05,20-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Aug-2018 - 00:00,88.2,31.4,15.01,24.83,39.84,16.59,0.54,23.5,3.14,3.0,823.58,92.36,0.0,118.1,0.45,48.27,21-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Aug-2018 - 00:00,40.55,25.29,14.82,24.89,39.73,16.58,0.55,25.79,3.14,3.0,999.99,87.99,0.0,112.21,0.54,13.29,22-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Aug-2018 - 00:00,48.01,14.81,14.49,24.71,37.56,16.62,0.51,23.14,3.05,3.92,956.5,95.69,0.08,110.63,0.5,14.85,23-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Aug-2018 - 00:00,47.74,13.55,14.61,24.7,39.31,16.55,0.53,26.75,3.14,3.0,999.99,94.58,0.08,101.68,0.58,15.98,24-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Aug-2018 - 00:00,67.66,28.81,14.74,24.88,39.54,16.51,0.54,28.21,3.13,3.0,999.99,87.67,0.0,208.36,0.61,22.72,25-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Aug-2018 - 00:00,79.61,30.79,15.24,25.11,40.34,16.42,0.54,23.95,3.12,3.0,999.99,86.08,0.0,248.72,0.64,26.51,26-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Aug-2018 - 00:00,57.77,13.11,14.71,24.74,39.45,16.55,0.54,29.24,3.12,3.0,999.99,84.37,0.0,214.89,0.45,19.55,27-Aug-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
