from date,NO2,NOx,NO,NH3,SO2,Ozone,CO,PM10,PM2.5,Benzene,Toluene,AT,Temp,BP,RH,RF,WS,WD,SR,to date,station
18-Jun-2018 - 00:00,29.86,18.83,3.8,26.35,18.17,65.09,0.69,238.19,96.27,1.19,3.71,32.63,32.23,740.17,46.19,0.0,2.78,223.48,126.48,19-Jun-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Jun-2018 - 00:00,28.95,16.62,1.54,22.72,25.9,85.51,0.67,189.67,53.6,1.02,5.08,33.09,31.56,740.2,44.53,0.0,2.1,232.98,131.66,20-Jun-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Jun-2018 - 00:00,100.84,55.53,2.31,29.32,24.43,68.36,0.8,228.96,66.18,1.41,4.52,35.07,31.44,740.36,42.81,0.0,1.27,200.32,107.8,21-Jun-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Jun-2018 - 00:00,78.47,44.76,3.72,15.46,23.5,86.75,0.78,245.16,67.9,1.41,4.09,35.83,31.24,740.35,41.24,0.0,1.9,156.91,126.74,22-Jun-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Jun-2018 - 00:00,76.33,48.62,10.11,24.07,29.12,101.56,0.9,283.04,78.0,3.75,6.73,37.83,32.63,740.13,38.81,0.0,1.38,183.13,127.99,23-Jun-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Jun-2018 - 00:00,80.77,47.4,5.46,36.05,31.37,95.36,1.04,255.94,89.96,2.37,5.74,37.84,32.07,740.0,38.54,0.0,1.69,179.36,147.78,24-Jun-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Jun-2018 - 00:00,45.26,24.62,0.67,37.34,44.59,117.31,0.53,209.19,55.62,0.59,4.69,41.63,31.01,740.0,32.81,0.0,3.64,170.31,362.81,25-Jun-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Jun-2018 - 00:00,57.84,31.58,1.02,43.71,21.58,83.9,0.48,339.73,52.15,0.88,3.49,37.77,33.94,740.0,37.69,0.0,3.07,232.48,143.63,26-Jun-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Jun-2018 - 00:00,45.5,25.46,1.56,22.12,12.72,42.98,0.65,170.26,41.46,0.95,3.18,31.95,31.96,740.0,48.22,0.0,2.59,206.83,57.41,27-Jun-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Jun-2018 - 00:00,34.85,19.13,0.73,26.4,7.43,63.44,0.69,90.65,35.55,0.67,2.65,30.28,31.8,740.0,56.66,0.0,3.5,166.11,103.85,28-Jun-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Jun-2018 - 00:00,32.37,17.91,0.86,26.07,4.89,56.83,0.53,43.59,14.93,0.32,2.6,30.12,32.25,740.34,58.93,0.15,4.67,204.3,131.39,29-Jun-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Jun-2018 - 00:00,24.71,13.45,0.39,16.8,9.21,60.82,0.56,70.6,26.02,0.38,2.14,32.88,30.83,740.08,51.06,0.0,4.36,264.94,148.72,30-Jun-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Jun-2018 - 00:00,31.07,17.11,0.73,12.63,8.85,49.77,0.65,51.29,22.17,0.45,2.19,31.51,29.86,740.29,55.65,0.0,2.15,228.08,102.89,01-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Jul-2018 - 00:00,38.31,22.51,2.62,20.36,7.8,46.54,0.65,73.7,25.57,0.47,3.3,32.5,32.65,740.04,55.79,0.0,2.8,271.38,94.7,02-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
02-Jul-2018 - 00:00,34.5,19.31,1.17,24.4,3.83,53.36,0.51,73.05,22.5,0.24,2.26,30.53,32.08,740.0,58.74,0.03,3.92,240.44,85.29,03-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
03-Jul-2018 - 00:00,30.07,16.57,0.71,19.92,6.1,59.83,0.57,67.09,24.39,0.37,2.4,30.8,31.67,740.0,57.22,0.07,2.13,170.82,100.86,04-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
04-Jul-2018 - 00:00,30.51,16.82,0.72,32.4,5.99,67.1,0.51,72.44,23.09,0.3,2.16,31.86,32.68,740.0,52.42,0.0,2.51,177.85,132.89,05-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
05-Jul-2018 - 00:00,33.97,18.84,0.96,26.9,9.74,60.87,0.67,103.81,36.32,0.61,3.89,31.62,32.89,740.0,55.27,0.25,1.89,220.61,103.71,06-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
06-Jul-2018 - 00:00,38.06,22.77,3.11,28.9,14.45,69.78,0.79,163.2,53.04,0.81,5.1,32.85,32.34,740.0,53.47,0.0,1.67,202.18,116.77,07-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
07-Jul-2018 - 00:00,37.29,26.59,8.5,23.22,17.67,74.71,0.88,169.9,62.58,1.0,3.61,34.06,29.9,740.0,49.48,0.0,1.71,208.55,132.56,08-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
08-Jul-2018 - 00:00,40.34,38.49,21.41,20.69,13.5,74.12,0.96,190.15,73.82,0.95,3.14,35.33,28.21,740.0,47.33,0.0,1.38,192.94,129.55,09-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-Jul-2018 - 00:00,23.05,12.59,0.42,17.38,6.34,54.27,0.68,124.07,49.11,0.43,1.76,33.85,29.72,740.0,54.49,0.0,3.02,132.04,112.02,10-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-Jul-2018 - 00:00,22.75,12.62,0.64,11.85,7.08,40.25,0.57,62.66,21.12,0.31,1.5,32.28,30.73,740.0,58.02,0.0,2.72,149.05,133.12,11-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,12-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,13-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-Jul-2018 - 00:00,28.84,16.55,1.47,20.33,3.4,32.89,0.63,31.48,11.98,0.48,2.74,27.78,33.38,740.0,68.74,0.43,1.57,129.4,34.76,14-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-Jul-2018 - 00:00,27.68,15.85,1.39,12.86,4.07,29.17,0.71,31.33,16.32,0.45,2.8,27.95,29.81,740.0,67.82,0.22,1.33,98.89,43.45,15-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Jul-2018 - 00:00,31.25,18.43,2.23,14.02,3.98,28.63,0.72,53.47,24.48,0.5,2.45,30.4,31.63,740.0,63.56,0.0,1.51,145.58,82.83,16-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Jul-2018 - 00:00,18.64,10.57,0.82,49.74,3.59,62.79,0.71,57.83,20.3,0.44,2.23,31.98,32.84,740.0,60.32,0.0,3.08,125.89,114.07,17-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Jul-2018 - 00:00,12.12,6.93,0.61,54.39,2.93,38.28,0.92,52.08,13.96,0.44,2.21,33.44,31.97,740.0,54.41,0.0,2.65,158.77,115.52,18-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Jul-2018 - 00:00,13.83,7.71,0.47,35.62,3.64,39.31,0.94,61.32,17.6,0.45,1.89,32.99,29.79,740.0,55.05,0.0,2.81,161.49,118.14,19-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Jul-2018 - 00:00,12.39,6.94,0.43,24.08,3.94,42.51,0.95,53.12,16.76,0.33,1.77,32.36,31.62,740.0,57.33,0.0,2.7,162.38,118.7,20-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Jul-2018 - 00:00,15.81,8.99,0.72,16.09,4.21,29.12,0.97,52.2,238.48,0.44,2.5,30.02,29.91,740.0,62.1,0.0,1.76,139.21,64.93,21-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Jul-2018 - 00:00,13.89,8.1,0.96,21.66,3.21,37.44,0.95,159.19,18.01,0.43,2.76,29.76,31.59,740.0,63.93,0.61,0.95,163.35,75.44,22-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Jul-2018 - 00:00,12.11,6.78,0.44,10.9,3.89,27.81,0.91,24.22,10.7,0.31,1.45,28.58,27.51,740.0,66.6,0.06,0.3,142.83,77.28,23-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Jul-2018 - 00:00,13.15,7.52,0.66,10.16,4.47,27.62,0.95,40.46,17.06,0.44,1.87,29.73,28.41,740.0,62.84,0.0,0.3,109.27,93.92,24-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Jul-2018 - 00:00,12.74,7.19,0.52,21.96,3.38,39.75,0.96,50.1,21.33,0.45,2.33,31.68,32.21,740.0,58.3,0.0,0.3,137.12,106.11,25-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Jul-2018 - 00:00,16.86,9.6,0.78,21.69,2.77,25.84,0.96,36.25,17.36,0.46,2.18,28.05,31.54,740.0,68.99,0.83,0.3,206.7,33.65,26-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Jul-2018 - 00:00,13.24,7.81,0.95,19.88,3.0,25.05,0.93,20.15,10.41,0.36,2.33,26.7,31.26,740.0,71.55,1.1,0.3,172.43,28.0,27-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Jul-2018 - 00:00,11.76,7.44,1.54,15.26,2.58,20.62,0.98,21.66,12.93,0.53,2.26,26.5,30.17,740.0,72.39,0.93,0.3,137.04,23.7,28-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Jul-2018 - 00:00,14.78,8.89,1.27,19.66,3.72,36.26,1.0,54.23,24.33,0.53,4.09,28.19,32.02,740.0,66.62,0.05,0.3,251.99,70.39,29-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Jul-2018 - 00:00,28.52,22.54,9.07,13.19,3.17,3.48,1.01,80.08,28.42,0.66,6.07,26.92,32.02,740.0,70.75,0.0,0.3,311.58,6.92,30-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Jul-2018 - 00:00,18.54,10.43,0.7,17.48,2.45,38.04,1.06,112.1,41.35,0.8,2.98,30.39,31.93,740.0,64.65,0.0,0.3,202.33,84.9,31-Jul-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
31-Jul-2018 - 00:00,21.88,12.78,1.41,16.85,4.89,41.0,1.08,168.1,48.25,0.82,4.93,30.4,32.07,740.0,61.23,0.0,0.3,252.65,65.38,01-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Aug-2018 - 00:00,18.86,10.91,1.08,17.41,5.58,54.03,1.02,208.29,50.14,0.64,3.91,31.14,32.91,740.0,56.0,0.0,0.3,254.38,110.83,02-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
02-Aug-2018 - 00:00,20.68,12.27,1.57,13.63,4.57,42.22,1.03,315.74,64.95,0.63,3.43,31.82,29.58,740.09,56.1,0.0,0.3,252.19,112.08,03-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
03-Aug-2018 - 00:00,22.28,13.83,2.44,21.66,6.01,27.42,0.97,276.89,55.57,0.57,3.27,31.29,31.03,740.26,56.38,0.01,0.3,272.51,76.67,04-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
04-Aug-2018 - 00:00,19.5,11.75,1.68,38.57,4.5,35.76,0.9,260.42,55.56,0.54,2.26,30.83,32.23,740.21,57.08,0.07,0.3,248.69,80.1,05-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
05-Aug-2018 - 00:00,14.87,8.72,1.0,30.03,3.92,18.36,0.92,167.05,44.64,0.45,1.63,27.49,31.79,740.39,65.19,0.02,0.3,196.58,27.26,06-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
06-Aug-2018 - 00:00,13.43,7.85,0.96,18.3,3.99,21.62,0.91,114.76,40.17,0.45,1.71,27.91,28.3,740.3,64.61,0.0,1.12,110.72,68.5,07-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
07-Aug-2018 - 00:00,11.67,6.81,0.76,31.37,2.79,29.93,0.94,80.06,29.58,0.42,1.84,29.23,32.52,740.28,62.19,0.0,3.09,129.36,87.38,08-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
08-Aug-2018 - 00:00,10.2,5.75,0.39,22.68,3.36,34.07,0.92,42.45,16.39,0.39,1.54,30.34,32.02,740.45,60.15,0.0,4.22,161.55,100.55,09-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-Aug-2018 - 00:00,11.24,6.22,0.31,14.86,1.75,35.55,0.97,57.92,22.59,0.38,1.47,31.72,29.23,741.0,56.75,0.0,3.25,173.88,104.15,10-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-Aug-2018 - 00:00,16.17,9.21,0.8,26.26,4.1,46.64,0.97,78.64,34.75,0.56,2.03,32.69,31.04,740.71,56.19,0.0,2.06,213.43,114.35,11-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-Aug-2018 - 00:00,18.53,10.78,1.16,20.47,3.72,30.59,1.01,79.0,33.02,0.46,2.71,30.43,27.37,740.01,63.1,0.27,2.7,229.81,71.58,12-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-Aug-2018 - 00:00,16.06,9.89,1.66,12.06,4.66,9.87,0.83,69.72,28.83,0.37,1.8,28.38,22.81,740.0,66.96,0.09,1.94,199.27,36.73,13-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-Aug-2018 - 00:00,16.48,9.79,1.32,13.0,2.87,11.76,0.84,79.88,31.47,0.41,1.65,30.33,26.74,740.0,61.42,0.0,2.52,190.26,90.62,14-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-Aug-2018 - 00:00,16.0,9.4,1.09,17.7,3.67,28.3,0.99,75.28,32.62,0.39,1.51,30.89,31.26,740.15,60.64,0.18,2.08,194.66,106.48,15-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Aug-2018 - 00:00,17.53,10.08,0.94,18.22,2.31,26.58,0.97,68.81,30.8,0.67,2.38,28.7,31.12,740.54,65.19,0.56,2.16,198.56,51.51,16-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Aug-2018 - 00:00,14.44,9.08,1.72,17.01,3.31,22.22,1.05,55.05,23.66,0.63,2.82,30.45,30.5,740.81,62.59,0.0,1.24,145.35,93.93,17-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Aug-2018 - 00:00,11.1,6.27,0.46,29.19,3.23,27.56,0.96,42.26,18.91,0.42,1.53,32.15,31.09,740.28,58.38,0.0,2.47,156.8,116.96,18-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Aug-2018 - 00:00,11.88,6.78,0.58,25.46,2.33,31.16,0.93,47.76,23.91,0.41,1.3,31.34,32.35,740.21,60.57,0.0,1.79,161.82,92.75,19-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Aug-2018 - 00:00,14.83,9.34,1.79,25.36,4.02,26.29,0.92,38.76,17.35,0.45,1.96,28.89,31.87,740.04,64.83,0.04,1.07,203.17,66.45,20-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Aug-2018 - 00:00,15.77,10.3,2.35,19.09,5.39,31.34,1.11,67.55,40.55,0.64,3.24,29.47,30.56,740.56,65.4,0.01,1.35,200.95,61.81,21-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Aug-2018 - 00:00,11.43,6.46,0.5,13.1,4.59,25.99,0.95,42.59,16.54,0.44,1.85,31.27,28.09,740.61,58.94,0.0,1.75,158.61,107.67,22-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Aug-2018 - 00:00,12.09,6.7,0.34,14.48,3.82,31.53,0.95,39.61,16.78,0.36,1.16,30.74,32.26,740.48,61.41,0.0,2.09,195.37,82.94,23-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,24-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,25-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Aug-2018 - 00:00,30.43,18.85,3.28,20.28,14.14,85.8,1.29,91.19,26.5,0.55,3.3,30.92,33.13,740.14,59.05,0.0,1.78,284.17,141.25,26-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Aug-2018 - 00:00,21.58,13.68,2.71,19.02,7.5,60.84,1.24,60.84,21.35,0.41,2.0,29.74,29.92,740.1,61.89,0.0,1.47,204.3,89.28,27-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Aug-2018 - 00:00,17.59,11.71,2.97,14.95,4.72,54.21,1.24,26.94,11.56,0.42,1.48,27.01,29.37,740.52,69.35,0.56,0.57,128.91,40.2,28-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Aug-2018 - 00:00,14.15,7.98,0.59,16.45,5.58,55.84,1.2,37.33,16.31,0.39,1.3,29.24,30.23,740.8,65.35,0.0,0.86,165.08,89.97,29-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Aug-2018 - 00:00,13.76,7.88,0.74,18.1,5.56,63.24,1.09,33.34,10.68,0.31,0.96,28.87,33.77,741.0,65.32,0.0,0.46,185.57,84.36,30-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Aug-2018 - 00:00,27.02,16.43,2.53,33.68,10.49,69.29,1.4,77.24,46.33,0.66,4.32,29.91,31.88,740.59,64.94,0.0,0.31,271.12,79.7,31-Aug-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
31-Aug-2018 - 00:00,22.4,12.96,1.29,49.3,9.27,76.45,1.23,87.96,36.85,0.57,2.11,29.64,32.46,740.61,65.09,0.0,0.33,226.42,65.04,01-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Sep-2018 - 00:00,16.02,8.72,0.29,41.84,6.26,81.81,1.22,54.0,30.45,0.55,2.11,27.71,34.3,741.0,67.77,0.05,0.32,214.95,6.86,02-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
02-Sep-2018 - 00:00,22.42,14.16,2.75,22.99,8.15,51.29,1.37,48.91,26.3,0.63,2.22,27.39,30.9,740.99,69.45,0.13,1.22,223.45,53.57,03-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
03-Sep-2018 - 00:00,17.86,10.97,1.85,20.14,7.51,64.6,1.29,28.33,13.47,0.46,1.54,27.01,31.18,741.0,68.97,0.04,1.32,202.14,49.92,04-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
04-Sep-2018 - 00:00,23.84,14.58,2.34,28.05,9.94,51.56,1.33,42.91,29.49,0.64,2.67,26.99,29.24,741.0,69.15,0.24,1.16,203.85,65.91,05-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
05-Sep-2018 - 00:00,35.4,22.53,4.55,31.55,10.54,53.35,1.47,,49.71,0.83,7.23,26.87,30.13,741.0,69.46,0.6,1.91,298.9,46.21,06-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
06-Sep-2018 - 00:00,28.3,18.41,4.14,35.04,8.13,65.44,1.32,,42.0,0.69,3.77,28.46,31.46,740.94,66.76,0.03,1.63,285.88,75.86,07-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
07-Sep-2018 - 00:00,30.96,20.85,5.4,21.68,9.3,52.74,1.5,,30.43,0.9,6.33,27.16,30.74,741.0,68.3,0.34,1.92,184.57,59.73,08-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
08-Sep-2018 - 00:00,14.5,8.27,0.71,20.11,4.95,53.67,1.22,,19.12,0.48,1.5,27.86,29.86,741.0,66.07,0.02,4.78,127.71,93.79,09-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-Sep-2018 - 00:00,14.09,8.05,0.73,13.62,6.52,63.28,1.04,,13.83,0.29,0.75,27.91,28.44,741.0,63.09,0.0,4.3,219.4,101.81,10-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-Sep-2018 - 00:00,17.94,10.73,1.5,23.4,7.09,60.77,1.12,,19.84,0.44,0.9,28.21,29.95,741.0,64.13,0.0,2.14,236.54,83.34,11-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-Sep-2018 - 00:00,22.67,14.32,2.77,22.14,12.64,77.21,1.22,,25.83,0.41,1.63,28.8,30.14,741.0,63.93,0.1,2.74,276.4,101.51,12-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-Sep-2018 - 00:00,22.1,13.7,2.4,25.87,11.74,61.33,1.28,,82.74,0.42,1.72,29.14,31.32,741.0,63.23,0.01,3.17,288.92,72.19,13-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-Sep-2018 - 00:00,21.26,12.91,1.97,39.71,13.63,74.65,1.11,,23.94,0.39,1.66,29.67,31.36,741.0,58.78,0.0,2.99,298.32,100.08,14-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-Sep-2018 - 00:00,29.79,20.67,5.94,50.85,12.27,57.33,1.22,,33.75,0.51,3.08,29.45,33.2,741.0,57.39,0.0,2.09,305.47,102.49,15-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Sep-2018 - 00:00,34.63,26.89,10.42,58.52,14.56,56.95,1.22,,39.55,0.59,3.67,29.46,32.46,741.11,56.51,0.0,2.74,318.28,97.46,16-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Sep-2018 - 00:00,36.51,29.45,12.35,41.1,14.55,68.59,1.35,,44.3,0.64,9.37,29.24,32.19,741.0,56.95,0.0,3.52,303.93,101.04,17-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Sep-2018 - 00:00,40.17,27.49,7.53,37.77,24.93,82.01,1.32,,60.33,0.69,3.28,29.05,32.32,741.0,58.51,0.0,3.55,317.16,96.98,18-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Sep-2018 - 00:00,37.31,22.68,3.49,23.07,18.56,73.65,1.29,,52.33,0.53,2.79,28.84,30.13,741.0,57.2,0.0,3.75,305.45,101.05,19-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Sep-2018 - 00:00,45.43,32.84,10.69,29.39,27.1,66.84,1.35,,59.86,2.24,4.94,29.03,31.4,741.0,53.56,0.0,2.92,295.11,99.33,20-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Sep-2018 - 00:00,35.96,27.05,9.96,35.07,21.12,83.8,1.52,,76.7,0.97,5.5,29.85,30.8,741.0,53.71,0.0,2.17,218.07,88.86,21-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Sep-2018 - 00:00,15.75,8.69,0.45,19.25,14.11,84.69,1.16,,28.83,0.38,0.97,27.66,28.88,741.13,59.45,0.02,5.6,217.74,78.7,22-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Sep-2018 - 00:00,13.56,7.53,0.48,15.59,9.61,74.65,1.09,,17.94,0.32,1.17,25.62,29.31,741.05,66.21,0.08,6.46,214.42,33.35,23-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Sep-2018 - 00:00,11.53,6.47,0.49,21.98,8.38,90.63,0.92,,24.78,0.26,0.91,26.17,32.68,741.2,67.49,1.15,6.9,262.58,58.24,24-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Sep-2018 - 00:00,13.15,7.58,0.91,22.62,7.19,72.16,0.9,,15.95,0.31,0.97,25.18,30.61,741.0,70.07,0.51,4.59,253.76,36.43,25-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Sep-2018 - 00:00,23.62,16.72,5.13,41.73,12.97,35.76,0.88,,31.43,1.89,4.31,23.33,29.41,741.03,71.6,0.0,3.37,314.58,36.66,26-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Sep-2018 - 00:00,36.96,42.77,28.17,28.16,8.75,25.13,1.93,,44.5,0.91,1.71,23.67,28.29,741.0,71.0,0.0,1.91,320.98,77.64,27-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Sep-2018 - 00:00,38.4,37.48,21.94,33.08,8.36,75.92,1.19,,87.5,4.04,23.55,28.24,27.88,741.0,60.44,0.0,0.89,300.99,94.98,28-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Sep-2018 - 00:00,43.92,40.84,23.39,24.46,8.69,70.14,1.2,,89.3,3.81,13.09,29.07,27.18,741.21,56.03,0.0,0.72,283.55,92.76,29-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Sep-2018 - 00:00,43.19,34.31,13.85,25.11,8.25,69.41,1.06,,91.71,3.6,16.63,28.92,29.23,741.41,54.62,0.0,2.2,308.15,97.24,30-Sep-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Sep-2018 - 00:00,38.45,27.14,8.13,15.36,7.34,52.98,0.81,,69.08,2.44,14.6,27.65,28.48,741.26,57.69,0.0,2.99,330.17,93.46,01-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Oct-2018 - 00:00,45.14,33.13,11.13,21.0,9.47,60.02,1.29,,71.9,3.25,17.33,28.11,30.18,741.22,54.99,0.0,2.11,292.96,94.57,02-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
02-Oct-2018 - 00:00,39.35,27.24,7.66,22.68,8.52,56.5,1.08,,79.86,3.21,16.23,28.56,31.34,741.29,53.43,0.0,2.53,303.82,93.14,03-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
03-Oct-2018 - 00:00,37.02,32.21,16.33,30.91,8.28,53.43,1.07,,54.97,2.53,9.46,29.33,31.01,741.36,47.53,0.0,1.66,245.47,103.31,04-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
04-Oct-2018 - 00:00,36.79,29.78,12.52,30.01,9.49,56.2,1.14,,93.51,3.84,15.54,29.31,30.14,741.59,50.4,0.0,1.91,223.23,86.98,05-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
