from date,Benzene,Toluene,BP,CO,Eth-Benzene,MP-Xylene,O Xylene,NO,NO2,NOx,Ozone,PM2.5,RH,SO2,SR,Temp,VWS,WD,WS,to date,station
26-Sep-2018 - 00:00,0.11,0.46,758.98,1.31,0.28,0.09,0.77,13.64,16.0,29.64,14.39,120.53,72.46,9.18,138.32,29.18,0.37,154.92,0.08,27-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Sep-2018 - 00:00,0.13,0.0,759.06,0.6,1.41,0.15,0.28,12.21,15.31,27.52,14.86,20.73,70.4,8.08,151.07,29.64,0.37,127.83,0.07,28-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Sep-2018 - 00:00,0.17,0.57,759.36,0.81,0.58,0.27,0.46,14.7,15.38,30.08,13.86,0.0,70.55,9.99,153.36,29.39,0.37,118.81,0.07,29-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Sep-2018 - 00:00,0.0,0.19,759.5,0.37,0.28,0.14,0.61,13.42,16.84,30.26,14.49,163.6,71.09,8.5,157.86,29.56,0.37,99.35,0.09,30-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Sep-2018 - 00:00,0.05,0.1,759.27,0.85,0.28,0.38,0.78,14.03,16.9,30.93,14.43,156.06,71.36,11.33,162.61,29.75,0.37,95.86,0.14,01-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Oct-2018 - 00:00,0.15,0.25,759.65,1.48,0.27,0.39,0.67,15.79,14.13,29.92,16.12,42.03,73.39,10.86,156.79,29.28,0.37,89.84,0.1,02-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Oct-2018 - 00:00,0.07,0.41,760.1,1.22,0.61,0.79,0.23,14.89,16.55,31.45,14.49,13.92,73.71,11.83,147.6,29.35,0.37,61.39,0.13,03-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Oct-2018 - 00:00,0.12,0.92,759.89,0.79,0.21,0.2,0.63,14.12,17.48,31.6,13.52,8.03,74.7,13.37,125.56,29.18,0.37,87.86,0.12,04-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Oct-2018 - 00:00,0.11,0.24,760.45,2.08,0.19,0.37,0.45,24.21,23.1,46.26,13.74,21.06,90.56,45.62,21.7,25.92,0.36,160.72,0.12,05-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Oct-2018 - 00:00,0.19,0.3,760.89,1.7,0.39,0.57,0.66,32.53,31.06,63.6,13.98,27.6,90.75,71.18,43.64,26.03,0.37,102.87,0.14,06-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Oct-2018 - 00:00,0.05,0.46,760.43,1.37,0.45,0.21,0.92,23.21,21.72,44.94,14.98,18.39,81.84,57.26,88.5,27.6,0.37,115.88,0.13,07-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Oct-2018 - 00:00,0.0,0.56,759.82,0.4,0.3,0.29,0.98,18.73,17.7,36.43,14.95,41.82,78.31,23.39,115.88,28.11,0.37,140.08,0.19,08-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Oct-2018 - 00:00,0.17,0.19,759.15,0.98,0.15,0.48,0.33,21.24,30.05,51.29,15.8,41.86,76.69,19.54,92.72,28.11,0.38,165.64,0.26,09-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Oct-2018 - 00:00,0.23,0.44,758.39,1.62,0.0,0.37,0.5,18.02,26.72,44.74,19.65,74.2,71.78,19.47,121.76,28.3,0.37,199.71,0.19,10-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Oct-2018 - 00:00,0.2,0.67,757.2,1.2,0.39,0.1,0.36,19.48,32.66,52.15,22.52,68.85,61.86,33.75,108.77,29.3,0.37,188.32,0.15,11-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Oct-2018 - 00:00,0.21,0.48,757.11,1.02,0.28,0.28,0.88,13.93,27.25,41.17,39.41,20.67,61.28,12.15,112.58,29.91,0.37,196.04,0.13,12-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Oct-2018 - 00:00,0.22,0.31,758.5,1.29,0.31,0.38,0.44,11.04,31.99,43.05,36.45,47.74,71.66,6.96,123.63,29.9,0.36,181.3,0.13,13-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Oct-2018 - 00:00,0.09,0.53,760.24,0.78,0.11,0.09,0.33,9.72,18.37,28.09,35.19,40.4,73.53,7.38,83.08,29.47,0.37,163.75,0.15,14-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Oct-2018 - 00:00,0.2,0.52,760.92,0.38,0.55,0.18,0.73,11.57,24.75,36.32,43.21,45.71,72.55,7.82,107.86,29.7,0.36,165.95,0.13,15-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Oct-2018 - 00:00,0.15,0.72,761.6,1.08,0.3,0.49,0.25,10.73,16.88,27.61,38.48,40.68,72.46,8.14,88.85,29.04,0.37,135.17,0.1,16-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Oct-2018 - 00:00,0.0,0.2,761.92,0.75,0.18,0.43,0.2,13.86,15.26,29.12,22.37,28.42,72.35,9.0,119.99,29.21,0.37,148.81,0.08,17-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Oct-2018 - 00:00,0.11,0.2,761.89,1.35,0.59,0.09,1.1,19.1,22.13,41.24,16.94,39.63,82.21,12.69,35.74,26.99,0.36,186.75,0.09,18-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Oct-2018 - 00:00,0.07,0.33,761.6,1.3,0.59,0.59,0.41,19.78,27.26,47.04,19.59,36.57,82.23,8.19,84.58,26.64,0.37,155.42,0.13,19-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Oct-2018 - 00:00,0.1,0.41,761.76,1.44,0.63,0.32,1.3,23.82,32.72,56.54,16.68,41.54,84.88,18.55,54.5,26.19,0.36,205.06,0.08,20-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Oct-2018 - 00:00,0.0,0.0,762.12,0.97,0.19,0.37,0.1,20.37,39.84,60.21,25.84,57.06,71.78,22.96,107.62,27.33,0.37,123.47,0.21,21-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Oct-2018 - 00:00,0.15,0.1,762.3,1.14,0.1,0.2,0.11,16.1,25.83,41.93,24.36,66.34,76.72,8.32,55.5,27.32,0.37,117.79,0.22,22-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Oct-2018 - 00:00,0.05,0.23,762.15,1.38,0.85,0.88,0.7,22.7,35.16,57.86,23.69,376.13,71.35,28.04,118.08,27.61,0.37,139.78,0.2,23-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Oct-2018 - 00:00,0.05,0.73,762.28,0.41,0.1,0.2,0.85,19.32,34.04,53.36,26.56,78.24,72.02,23.29,121.73,26.91,0.37,119.03,0.15,24-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Oct-2018 - 00:00,0.1,0.0,761.96,0.73,0.43,0.33,0.11,21.16,31.7,52.86,21.02,79.91,72.43,18.13,126.91,27.36,0.37,104.61,0.17,25-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Oct-2018 - 00:00,0.11,0.3,762.73,,0.29,0.44,0.86,17.7,40.21,57.9,26.24,73.29,70.52,9.51,117.42,28.18,0.38,91.89,0.22,26-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Oct-2018 - 00:00,0.11,0.09,762.77,0.8,0.25,0.4,0.5,14.6,34.52,49.12,31.33,82.93,62.3,11.46,105.99,28.83,0.38,75.16,0.33,27-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Oct-2018 - 00:00,0.1,0.49,762.5,0.77,0.31,0.32,0.97,14.74,34.83,49.57,41.25,66.8,60.0,18.13,96.55,28.07,0.38,138.58,0.36,28-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Oct-2018 - 00:00,0.09,0.32,761.43,1.2,0.48,0.0,0.15,11.54,30.49,42.03,65.01,70.55,61.59,21.33,109.21,27.71,0.38,128.32,0.57,29-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Oct-2018 - 00:00,0.39,0.56,760.07,0.52,0.61,0.72,0.76,9.91,26.92,36.84,65.73,112.02,62.47,6.71,124.28,27.63,0.38,158.69,0.37,30-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Oct-2018 - 00:00,0.18,0.44,759.94,0.47,0.83,0.23,1.72,11.92,25.3,37.22,24.26,30.38,79.35,13.2,80.24,26.96,0.37,182.49,0.35,31-Oct-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
31-Oct-2018 - 00:00,0.26,0.43,760.49,1.3,0.19,0.08,1.61,22.03,27.2,49.22,17.69,32.52,88.31,11.75,52.84,25.86,0.37,141.74,0.22,01-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Nov-2018 - 00:00,0.28,0.21,761.25,1.26,1.03,0.22,0.77,22.35,28.1,50.45,21.27,25.64,89.68,16.06,52.32,25.23,0.37,148.84,0.14,02-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Nov-2018 - 00:00,0.4,0.51,761.2,1.31,1.14,0.19,1.37,17.35,24.83,42.18,25.42,29.1,80.88,11.4,107.86,27.04,0.38,105.99,0.21,03-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Nov-2018 - 00:00,0.05,0.21,761.75,0.8,1.34,0.15,1.72,11.56,20.61,32.17,26.53,80.32,77.24,15.67,105.09,27.81,0.37,39.5,0.17,04-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Nov-2018 - 00:00,0.05,0.31,762.04,0.53,0.87,0.16,0.46,14.65,19.39,34.04,29.22,154.31,77.29,20.01,100.98,27.77,0.37,102.86,0.18,05-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Nov-2018 - 00:00,0.0,0.1,761.8,1.05,1.6,0.23,1.14,10.7,19.07,29.77,27.47,50.74,74.58,14.05,116.94,28.13,0.38,63.22,0.15,06-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Nov-2018 - 00:00,0.18,0.11,762.21,1.15,0.76,0.13,0.4,12.59,22.39,34.98,21.51,59.38,74.82,11.21,69.65,27.65,0.37,96.32,0.3,07-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Nov-2018 - 00:00,0.06,0.34,762.34,0.78,0.87,0.27,1.25,18.34,25.69,44.03,23.62,60.85,70.87,10.24,83.9,27.27,0.37,177.27,1.18,08-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Nov-2018 - 00:00,0.14,0.1,761.91,0.88,0.87,0.14,0.94,18.58,43.72,62.3,19.54,38.12,71.32,11.02,82.78,27.31,0.37,139.52,1.51,09-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Nov-2018 - 00:00,0.05,0.28,761.16,1.27,0.43,0.08,1.21,18.16,28.16,46.32,25.01,59.83,71.76,10.64,99.4,27.49,0.37,121.52,1.41,10-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Nov-2018 - 00:00,0.16,0.0,761.52,1.34,0.63,0.14,1.3,15.99,29.04,45.03,27.28,67.81,72.89,19.23,85.67,27.41,0.37,120.51,1.24,11-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Nov-2018 - 00:00,0.05,0.0,761.78,0.96,0.81,0.11,1.28,14.41,27.92,42.34,33.77,68.57,72.31,19.28,88.02,27.43,0.37,130.15,1.38,12-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Nov-2018 - 00:00,0.05,0.0,760.97,1.32,0.96,0.12,0.85,14.63,33.33,47.96,38.08,75.7,69.39,25.82,73.07,27.08,0.37,187.36,1.62,13-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Nov-2018 - 00:00,0.16,0.02,759.9,0.85,1.14,0.07,1.51,14.88,36.22,51.1,45.3,89.31,65.96,20.5,108.28,27.37,0.37,163.81,1.5,14-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Nov-2018 - 00:00,0.05,0.24,759.75,0.55,0.58,0.22,1.34,12.83,32.98,45.82,35.92,67.65,66.41,17.19,104.09,27.86,0.38,150.44,1.92,15-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Nov-2018 - 00:00,0.0,0.37,759.67,0.71,0.31,0.3,1.69,11.94,23.32,35.27,22.09,40.69,79.11,14.46,79.56,27.57,0.38,139.42,2.22,16-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Nov-2018 - 00:00,0.25,0.66,761.05,0.91,0.68,0.68,0.87,13.68,20.03,33.71,19.65,16.68,78.59,9.16,66.64,28.05,0.37,49.38,0.34,17-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Nov-2018 - 00:00,0.14,0.34,761.58,0.82,1.37,0.76,1.21,18.04,25.84,43.89,18.2,33.76,81.69,8.9,46.11,27.14,0.37,117.84,0.64,18-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Nov-2018 - 00:00,0.22,0.11,761.89,0.92,1.29,1.35,1.43,20.18,22.42,42.59,16.47,50.38,80.01,7.93,100.52,27.6,0.37,104.2,0.84,19-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Nov-2018 - 00:00,0.26,0.23,762.5,1.23,0.68,0.21,0.64,15.67,19.17,34.84,20.84,31.85,77.0,6.94,103.51,28.01,0.38,61.89,1.35,20-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Nov-2018 - 00:00,0.31,0.42,762.48,1.14,1.35,1.19,1.21,13.58,22.11,35.69,23.03,42.52,76.08,10.43,37.53,26.95,0.38,85.03,2.2,21-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Nov-2018 - 00:00,0.21,0.2,762.19,0.68,1.84,1.44,1.28,12.52,18.54,31.06,16.1,14.07,91.44,6.98,16.28,25.15,0.38,71.17,2.47,22-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Nov-2018 - 00:00,0.41,0.54,763.16,0.85,0.7,0.4,0.61,17.77,23.79,41.56,16.27,19.91,91.57,9.38,31.91,25.3,0.38,30.24,1.94,23-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Nov-2018 - 00:00,0.24,0.2,763.99,1.01,1.28,0.45,1.32,15.84,28.51,44.35,32.89,63.71,80.67,7.74,66.56,26.75,0.37,44.88,1.31,24-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Nov-2018 - 00:00,0.12,0.45,764.56,0.71,0.59,0.45,0.65,15.3,35.29,50.59,36.42,98.8,73.67,9.15,86.24,27.09,0.37,67.21,1.14,25-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Nov-2018 - 00:00,0.28,0.21,764.06,0.86,1.52,0.52,1.39,16.08,31.09,47.17,42.48,34.2,71.44,8.86,89.62,26.68,0.37,116.06,1.15,26-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Nov-2018 - 00:00,0.51,0.3,763.18,1.24,0.5,0.22,1.13,20.57,45.13,65.7,46.96,47.43,63.06,11.41,74.99,26.46,0.37,141.94,1.36,27-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Nov-2018 - 00:00,0.3,0.34,763.59,1.73,1.37,0.65,0.7,18.76,37.67,56.43,43.02,87.92,62.04,10.35,88.58,26.63,0.37,135.88,1.27,28-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Nov-2018 - 00:00,0.24,0.62,763.53,0.65,0.61,0.23,0.94,15.76,31.72,47.48,35.49,77.74,70.42,5.99,83.2,26.87,0.38,89.88,1.66,29-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Nov-2018 - 00:00,0.23,0.49,764.06,0.67,0.39,0.91,1.09,14.57,28.42,42.99,32.8,45.91,67.91,6.58,56.2,27.08,0.38,47.77,1.88,30-Nov-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Nov-2018 - 00:00,0.31,0.34,764.19,0.83,1.16,1.15,1.28,17.28,29.2,46.48,27.19,49.49,68.25,8.72,71.41,26.88,0.37,92.02,1.58,01-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Dec-2018 - 00:00,0.28,0.33,762.86,0.66,1.54,0.98,1.09,18.47,31.66,50.13,29.41,54.51,65.06,17.26,74.97,26.74,0.37,107.53,1.42,02-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Dec-2018 - 00:00,0.18,0.19,761.45,0.66,0.72,0.56,1.53,13.94,24.15,38.09,32.78,14.86,71.84,6.6,72.3,26.59,0.38,98.42,1.16,03-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Dec-2018 - 00:00,0.21,0.09,761.91,1.35,0.73,0.25,0.93,14.0,25.75,39.75,25.35,36.38,76.21,8.86,65.06,26.5,0.38,117.89,1.72,04-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Dec-2018 - 00:00,0.17,0.24,762.5,0.83,1.46,0.93,1.37,17.2,25.79,42.98,17.04,23.96,87.93,8.26,52.57,26.27,0.37,143.62,1.2,05-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Dec-2018 - 00:00,0.05,0.22,762.15,1.09,0.65,0.49,1.24,19.88,26.38,46.26,16.36,45.06,88.89,10.53,46.25,26.07,0.37,202.59,0.8,06-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Dec-2018 - 00:00,0.16,0.24,761.59,0.78,0.65,0.56,1.14,15.31,24.56,39.87,20.28,43.22,81.6,8.23,75.72,26.88,0.37,107.27,1.0,07-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Dec-2018 - 00:00,0.3,0.33,761.8,0.98,0.68,0.1,0.64,14.03,24.24,38.26,35.88,79.36,78.8,11.36,72.3,26.86,0.37,87.09,0.92,08-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Dec-2018 - 00:00,0.06,0.33,762.63,1.04,0.67,0.52,0.67,12.57,24.64,37.21,40.72,97.61,76.17,11.6,75.69,26.97,0.38,96.37,1.13,09-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Dec-2018 - 00:00,0.42,0.42,762.34,0.83,0.76,0.49,1.33,11.64,23.44,35.08,45.27,95.63,73.72,12.12,69.71,26.62,0.37,85.88,1.17,10-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Dec-2018 - 00:00,0.05,0.25,762.36,1.79,0.66,0.24,0.67,16.21,29.63,45.84,32.73,102.31,74.2,14.54,60.63,26.32,0.37,132.26,0.94,11-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Dec-2018 - 00:00,0.05,0.1,762.39,1.12,0.85,0.21,0.69,18.29,34.35,52.64,29.52,99.27,73.61,11.51,67.02,26.48,0.37,124.65,1.05,12-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Dec-2018 - 00:00,0.27,0.56,762.83,0.75,1.25,0.29,1.08,20.25,37.67,57.92,24.28,83.12,73.96,11.64,63.63,26.55,0.37,159.71,1.13,13-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Dec-2018 - 00:00,0.18,0.2,763.24,0.97,0.63,0.49,0.63,16.17,33.52,49.69,17.55,2.23,74.42,10.5,59.08,26.57,0.37,128.59,1.22,14-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Dec-2018 - 00:00,0.3,0.58,763.07,0.9,0.52,0.13,0.56,16.29,34.93,51.22,19.6,53.13,75.36,10.13,64.45,26.45,0.37,113.66,0.37,15-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Dec-2018 - 00:00,0.26,1.76,762.45,0.52,1.0,0.35,0.79,9.44,25.36,34.8,25.49,93.26,68.29,12.41,59.31,26.98,0.39,21.36,0.57,16-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Dec-2018 - 00:00,0.28,0.56,761.87,0.28,1.51,0.56,0.8,9.1,19.94,29.04,20.71,39.06,71.83,9.85,17.55,24.25,0.39,203.71,0.54,17-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Dec-2018 - 00:00,0.15,0.31,761.29,1.36,0.55,0.5,1.26,13.72,30.55,44.27,24.91,67.73,64.73,13.74,60.13,25.38,0.36,207.67,0.17,18-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Dec-2018 - 00:00,0.15,0.65,763.19,0.83,1.18,0.87,1.4,16.74,32.22,48.97,19.04,78.76,77.12,17.54,53.6,24.42,0.37,131.36,0.24,19-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Dec-2018 - 00:00,0.26,0.58,763.99,0.73,1.39,0.85,1.03,11.72,22.87,34.59,16.23,30.78,67.38,19.75,66.71,24.2,0.38,153.43,0.39,20-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Dec-2018 - 00:00,0.47,0.29,763.78,0.79,0.46,0.41,0.87,12.32,23.77,36.09,15.55,55.76,74.32,10.75,59.51,25.16,0.37,162.99,0.33,21-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Dec-2018 - 00:00,0.42,0.34,762.98,1.02,0.66,0.41,0.91,13.44,25.47,38.92,13.72,38.51,78.19,10.59,39.85,25.92,0.38,75.0,0.32,22-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Dec-2018 - 00:00,0.35,0.77,762.79,0.64,0.44,0.23,0.88,10.65,24.33,34.98,15.5,43.44,74.71,8.73,58.96,26.64,0.38,44.33,0.38,23-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Dec-2018 - 00:00,0.21,0.21,763.48,0.92,0.51,0.83,0.6,11.81,24.1,35.91,13.46,56.03,80.74,10.81,37.13,25.63,0.37,72.63,0.27,24-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Dec-2018 - 00:00,0.47,0.39,763.55,1.25,0.94,0.87,1.27,12.02,27.15,39.17,18.86,62.02,73.62,11.68,64.64,25.82,0.37,119.38,0.25,25-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Dec-2018 - 00:00,0.23,0.33,763.64,1.15,0.42,0.59,0.56,15.91,29.48,45.39,27.23,86.57,76.17,11.48,70.2,25.28,0.37,123.28,0.34,26-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Dec-2018 - 00:00,0.23,0.21,763.38,0.65,0.48,0.42,0.53,13.9,25.44,39.34,33.33,143.75,76.76,10.96,66.43,25.98,0.37,131.39,0.59,27-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Dec-2018 - 00:00,0.11,0.33,762.67,0.88,0.63,0.5,0.67,18.4,26.76,45.16,33.51,234.66,77.09,10.58,62.84,25.12,0.37,119.94,0.18,28-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Dec-2018 - 00:00,0.22,0.56,762.39,1.06,0.91,0.66,0.99,17.41,25.58,42.98,23.25,74.92,76.67,12.88,54.28,25.98,0.36,118.41,0.52,29-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Dec-2018 - 00:00,0.21,0.3,764.22,0.95,1.06,0.57,0.44,19.14,27.93,39.73,23.15,189.74,78.75,12.28,44.22,25.38,0.37,101.15,1.46,30-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Dec-2018 - 00:00,0.11,0.14,765.52,0.46,0.57,0.54,0.9,12.86,5.22,13.2,31.39,166.52,71.6,10.65,49.14,25.53,0.37,146.87,1.6,31-Dec-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
31-Dec-2018 - 00:00,0.0,0.0,766.16,0.35,0.0,0.0,0.0,16.94,1.13,15.21,36.82,44.88,64.78,9.22,1.95,25.14,0.4,39.6,2.12,01-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
