from date,Benzene,MP-Xylene,O Xylene,Toluene,CO,NO2,NO,NOx,NH3,Ozone,PM10,PM2.5,SR,Temp,WD,WS,SO2,to date,station
19-Apr-2018 - 00:00,8.73,11.0,1.91,0.65,1.11,75.64,61.98,68.4,138.56,27.63,169.45,39.24,407.35,32.14,216.4,1.07,4.83,20-Apr-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
20-Apr-2018 - 00:00,7.49,8.54,1.22,0.62,1.03,99.96,105.3,101.06,188.84,9.21,67.17,32.78,443.92,29.6,200.72,0.96,7.01,21-Apr-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
21-Apr-2018 - 00:00,4.64,8.77,1.16,0.68,0.81,79.2,93.32,85.26,174.88,9.54,73.29,24.55,421.51,30.09,224.64,1.08,7.53,22-Apr-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
22-Apr-2018 - 00:00,4.34,8.39,1.76,0.25,0.57,55.84,28.38,42.4,138.66,23.28,108.25,27.56,421.05,31.04,219.22,1.27,20.21,23-Apr-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
23-Apr-2018 - 00:00,4.95,9.5,1.48,0.38,0.82,59.37,36.93,48.46,143.67,28.15,160.58,40.99,402.12,30.25,209.72,1.09,12.27,24-Apr-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
24-Apr-2018 - 00:00,4.85,8.03,1.12,0.31,0.77,51.29,30.07,40.78,118.37,21.69,120.57,28.46,492.19,30.03,181.8,0.85,26.74,25-Apr-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
25-Apr-2018 - 00:00,4.17,7.22,0.89,0.34,0.57,54.05,17.54,36.39,104.76,41.83,132.92,26.71,452.43,32.83,237.37,2.22,12.17,26-Apr-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
26-Apr-2018 - 00:00,6.02,8.81,1.18,0.75,0.83,48.94,51.2,49.37,137.26,16.58,132.98,31.64,390.73,29.19,229.75,2.09,12.07,27-Apr-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
27-Apr-2018 - 00:00,2.89,7.68,0.89,0.22,0.61,49.6,30.15,40.19,122.16,16.99,85.2,17.87,387.59,29.37,233.78,1.22,7.59,28-Apr-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
28-Apr-2018 - 00:00,3.11,5.83,0.56,0.12,0.57,37.0,20.58,28.9,92.29,14.8,69.46,15.87,365.24,29.91,220.43,0.99,9.15,29-Apr-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
29-Apr-2018 - 00:00,4.35,11.21,1.07,0.38,0.65,51.86,30.07,41.11,128.37,13.3,94.88,21.78,356.78,29.69,201.54,0.99,8.63,30-Apr-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
30-Apr-2018 - 00:00,3.04,7.33,0.74,0.23,0.61,31.59,24.28,27.79,90.41,8.21,105.86,25.03,390.81,30.04,213.92,0.97,11.59,01-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
01-May-2018 - 00:00,4.37,5.9,0.91,0.15,0.5,39.53,24.6,32.09,104.1,10.57,90.26,18.56,397.75,30.12,206.89,1.08,6.65,02-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
02-May-2018 - 00:00,2.48,6.01,0.64,0.35,0.6,33.48,25.03,29.13,98.18,9.01,100.7,23.75,398.01,30.11,211.52,1.0,12.25,03-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
03-May-2018 - 00:00,4.62,8.45,0.77,0.58,0.67,35.22,24.32,29.71,95.2,13.03,84.89,22.24,383.69,30.41,194.94,0.96,15.57,04-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
04-May-2018 - 00:00,4.07,7.07,0.96,0.49,0.59,38.36,30.58,34.26,107.66,13.92,79.12,20.17,380.22,30.57,210.8,1.02,6.73,05-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
05-May-2018 - 00:00,3.41,6.84,0.86,0.54,0.61,40.16,22.39,31.39,99.02,9.16,87.7,20.66,365.94,30.66,209.78,0.87,15.84,06-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
06-May-2018 - 00:00,4.6,7.11,36.86,0.66,0.65,40.74,18.08,29.69,93.43,4.07,87.66,20.13,353.21,30.59,212.02,1.03,10.26,07-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
07-May-2018 - 00:00,3.11,6.15,2.62,0.89,0.52,38.22,18.4,28.53,84.47,14.49,69.09,18.28,367.44,31.04,213.09,0.97,4.92,08-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
08-May-2018 - 00:00,3.1,7.07,1.55,0.69,0.6,45.28,27.43,36.41,99.68,12.51,95.19,24.74,372.59,30.59,219.69,1.02,8.68,09-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
09-May-2018 - 00:00,3.58,7.4,1.31,0.87,0.57,41.69,26.27,34.0,95.52,14.08,98.26,28.11,379.79,31.39,225.04,1.11,12.38,10-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
10-May-2018 - 00:00,4.39,5.93,1.14,1.4,0.55,42.13,16.71,29.79,87.18,3.34,84.6,19.89,358.96,31.23,227.62,1.19,9.24,11-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
11-May-2018 - 00:00,1.78,4.57,0.5,0.53,0.42,39.06,7.36,23.83,69.07,11.58,72.29,21.42,413.63,33.3,247.36,1.45,3.04,12-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
12-May-2018 - 00:00,2.32,5.73,0.85,0.3,0.49,44.44,17.77,31.48,84.85,11.24,95.15,23.21,362.41,31.07,218.42,1.07,7.63,13-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
13-May-2018 - 00:00,3.12,6.53,32.38,0.64,0.51,54.02,21.22,38.09,100.33,7.23,89.28,23.1,339.79,31.07,217.45,1.01,6.86,14-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
14-May-2018 - 00:00,2.87,6.33,2.66,1.15,0.48,53.3,19.82,37.05,96.72,6.18,68.39,20.07,337.92,31.51,226.05,1.19,4.84,15-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
15-May-2018 - 00:00,3.04,6.46,0.96,0.32,0.43,49.77,11.15,31.18,81.03,11.13,73.57,36.41,372.79,32.52,236.35,1.35,4.71,16-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
16-May-2018 - 00:00,2.87,6.46,1.21,0.46,0.55,55.97,25.89,41.28,103.21,6.95,94.03,31.82,332.54,30.94,225.45,1.08,5.16,17-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
17-May-2018 - 00:00,4.19,6.9,0.95,5.52,0.57,47.95,20.72,34.69,92.34,2.06,93.53,22.08,335.69,32.05,221.37,1.08,6.33,18-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
18-May-2018 - 00:00,2.67,5.67,0.72,0.31,0.55,47.17,16.17,32.16,85.84,1.22,80.77,21.5,320.54,31.49,193.13,0.99,3.28,19-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
19-May-2018 - 00:00,3.55,7.01,0.94,0.53,0.64,53.22,26.8,40.57,101.67,5.03,91.68,23.26,344.03,31.38,203.78,0.96,9.42,20-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
20-May-2018 - 00:00,3.8,6.76,0.96,0.7,0.58,52.4,20.63,36.97,95.35,1.54,103.78,21.97,350.78,30.97,196.41,1.0,10.39,21-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
21-May-2018 - 00:00,3.63,6.02,0.77,1.88,0.66,46.95,21.5,34.52,89.67,1.82,89.62,25.36,330.75,31.0,206.78,0.97,9.88,22-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
22-May-2018 - 00:00,4.1,5.98,0.46,3.71,0.7,41.32,23.8,32.66,87.91,7.45,113.32,29.12,303.46,30.6,205.7,1.03,11.99,23-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
23-May-2018 - 00:00,3.17,6.98,0.69,2.34,0.56,54.08,19.05,37.27,101.29,5.14,93.76,29.05,248.22,30.78,223.89,0.97,7.11,24-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
24-May-2018 - 00:00,3.49,5.52,0.53,1.86,0.58,45.76,12.67,29.8,86.18,0.74,87.76,19.8,324.36,31.24,204.36,1.09,4.91,25-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
25-May-2018 - 00:00,2.05,5.22,0.4,0.86,0.69,61.56,21.3,45.08,121.0,5.46,90.54,26.83,317.17,30.68,238.94,1.09,4.79,26-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
26-May-2018 - 00:00,1.15,1.62,0.05,0.11,0.36,15.05,6.31,6.52,48.2,3.46,71.0,35.08,354.21,33.62,254.76,1.36,4.14,27-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
27-May-2018 - 00:00,2.57,2.89,0.05,1.76,0.64,10.12,7.57,8.8,38.3,1.37,63.52,14.19,298.53,31.83,209.96,1.29,3.74,28-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
28-May-2018 - 00:00,2.25,2.54,0.05,2.39,0.58,8.29,10.2,9.08,33.67,4.2,55.84,15.47,313.17,31.49,226.36,1.3,3.64,29-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
29-May-2018 - 00:00,1.76,2.23,0.06,1.85,0.62,9.19,8.64,8.81,37.8,4.29,58.3,13.16,281.69,31.42,225.24,1.41,3.86,30-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
30-May-2018 - 00:00,2.32,3.08,0.08,6.02,0.53,10.45,10.92,10.54,39.06,4.38,68.25,15.28,312.18,31.58,219.65,1.26,6.14,31-May-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
31-May-2018 - 00:00,3.18,2.82,0.05,4.67,0.67,10.88,14.86,12.59,37.46,4.96,97.07,15.43,293.41,31.76,200.02,1.2,11.93,01-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
01-Jun-2018 - 00:00,2.24,2.76,0.11,19.97,0.6,10.55,11.69,10.95,34.19,7.34,84.37,13.07,310.58,32.27,208.79,1.21,11.85,02-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
02-Jun-2018 - 00:00,4.1,3.62,0.2,0.2,0.72,14.01,18.66,16.0,46.78,11.97,92.7,17.71,298.81,30.63,176.52,1.13,8.22,03-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
03-Jun-2018 - 00:00,3.67,3.43,0.29,3.78,0.72,14.99,9.3,12.15,38.73,13.43,65.3,,366.48,29.55,184.21,1.06,12.76,04-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
04-Jun-2018 - 00:00,3.21,3.6,0.15,1.03,0.71,13.53,17.02,14.98,41.09,9.0,76.32,,345.26,30.12,185.76,1.08,12.94,05-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
05-Jun-2018 - 00:00,3.58,8.98,0.41,1.78,0.75,16.9,12.5,14.64,44.13,11.6,62.82,19.97,230.78,28.76,168.72,1.0,36.71,06-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
06-Jun-2018 - 00:00,3.64,4.4,0.26,2.9,0.72,13.1,19.3,15.81,42.59,6.71,68.32,19.81,334.23,31.28,209.93,1.18,8.7,07-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
07-Jun-2018 - 00:00,4.34,5.23,0.07,2.49,0.7,14.21,16.83,15.25,38.18,3.24,50.55,14.07,170.19,27.95,174.21,0.85,5.75,08-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
08-Jun-2018 - 00:00,3.37,3.8,0.08,0.1,0.8,16.7,23.27,19.54,50.3,5.64,45.32,11.08,295.7,30.06,199.42,1.1,7.04,09-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
09-Jun-2018 - 00:00,4.76,6.18,0.27,0.34,0.63,11.52,15.57,13.23,41.94,2.53,32.88,7.9,160.7,26.46,150.08,0.82,4.95,10-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
10-Jun-2018 - 00:00,4.48,4.16,0.18,0.07,0.78,11.41,30.54,20.16,54.34,1.31,32.28,13.84,64.76,26.14,155.11,0.67,3.43,11-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
11-Jun-2018 - 00:00,1.73,1.35,0.06,0.08,0.82,6.61,6.21,6.27,19.14,5.65,59.61,8.77,480.29,32.68,231.5,2.12,3.36,12-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
12-Jun-2018 - 00:00,2.81,0.75,0.0,1.6,0.57,6.33,10.06,7.99,21.73,5.75,66.55,13.86,291.32,30.32,215.52,1.38,3.48,13-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
13-Jun-2018 - 00:00,2.52,0.73,0.0,7.04,0.56,9.34,11.61,10.28,28.62,3.11,67.43,12.89,322.72,30.83,214.79,1.44,3.31,14-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
14-Jun-2018 - 00:00,2.7,1.0,0.0,1.58,0.58,8.42,14.94,11.34,35.38,3.21,85.24,15.98,435.53,31.33,207.28,1.4,3.56,15-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
15-Jun-2018 - 00:00,4.32,1.56,0.0,4.6,0.7,13.36,29.53,20.7,53.14,4.18,54.08,8.73,79.91,27.47,159.28,0.74,3.8,16-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
16-Jun-2018 - 00:00,3.01,1.27,0.0,0.06,0.68,12.29,19.04,15.28,40.09,2.11,48.96,7.86,286.7,26.84,158.62,0.78,3.54,17-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
17-Jun-2018 - 00:00,6.9,2.06,0.14,0.42,0.71,11.91,16.5,14.07,33.92,3.74,36.84,9.33,140.6,25.0,143.06,1.12,4.82,18-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
18-Jun-2018 - 00:00,5.28,2.26,0.03,0.56,0.68,10.18,11.73,10.78,27.64,5.86,20.07,5.64,221.56,26.93,167.76,0.92,3.6,19-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
19-Jun-2018 - 00:00,4.71,2.48,0.1,0.91,0.75,11.86,18.07,14.6,34.7,9.52,44.48,10.71,298.87,28.74,195.11,1.48,3.91,20-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
20-Jun-2018 - 00:00,3.46,1.89,0.31,0.07,0.72,10.91,13.88,12.16,30.1,8.96,75.44,15.74,294.9,29.4,213.18,1.18,4.3,21-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
21-Jun-2018 - 00:00,3.97,2.91,0.25,0.24,0.71,8.99,22.87,15.33,35.9,5.11,78.82,14.54,209.1,28.7,182.25,1.06,6.13,22-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
22-Jun-2018 - 00:00,4.31,3.07,0.21,0.36,1.0,9.11,25.38,16.56,38.18,4.59,58.59,8.85,173.55,27.79,146.0,0.82,4.95,23-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
23-Jun-2018 - 00:00,7.42,3.02,0.21,1.93,0.72,12.87,14.33,13.38,38.48,2.41,49.6,11.13,158.34,27.0,190.33,0.91,4.39,24-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
24-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,25-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
25-Jun-2018 - 00:00,3.07,3.01,0.61,3.7,0.75,11.37,16.28,13.57,33.52,3.24,48.84,9.88,5.49,25.21,186.71,0.89,4.11,26-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
26-Jun-2018 - 00:00,2.17,0.32,0.0,2.18,0.6,8.86,12.0,10.15,26.85,4.19,53.87,11.85,177.16,27.63,207.33,1.26,4.02,27-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
27-Jun-2018 - 00:00,1.63,0.36,0.0,3.05,0.62,9.95,13.91,11.67,29.07,3.64,54.23,9.7,299.88,28.83,208.72,1.27,2.86,28-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
28-Jun-2018 - 00:00,3.7,1.2,0.02,0.34,0.88,12.01,23.49,17.21,37.84,3.16,44.18,107.87,88.31,24.93,157.0,0.87,2.71,29-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
29-Jun-2018 - 00:00,3.05,0.84,0.0,0.22,0.87,11.37,28.22,18.93,41.66,2.33,48.19,19.38,124.84,25.43,151.47,0.89,2.74,30-Jun-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
30-Jun-2018 - 00:00,2.57,0.57,0.0,0.53,0.68,11.75,17.0,13.98,33.37,4.31,52.43,11.42,340.63,29.17,175.97,1.07,2.78,01-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
01-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,02-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
02-Jul-2018 - 00:00,2.91,0.61,0.0,0.37,0.89,11.53,12.1,11.6,30.76,4.26,32.53,9.57,222.27,26.58,153.47,0.96,10.52,03-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
03-Jul-2018 - 00:00,3.51,1.13,0.0,1.0,0.78,13.84,18.74,15.94,38.61,2.68,35.65,57.73,67.51,24.09,162.18,0.9,6.04,04-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
04-Jul-2018 - 00:00,3.61,1.02,0.01,3.34,0.54,10.46,14.44,12.1,32.13,5.26,36.0,7.68,171.65,25.92,180.86,0.91,5.15,05-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
05-Jul-2018 - 00:00,3.28,0.66,0.01,0.05,0.52,6.47,10.64,8.33,23.29,5.77,,,151.25,27.81,222.69,1.3,2.38,06-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
06-Jul-2018 - 00:00,1.66,0.64,0.01,0.11,0.57,6.75,13.89,9.97,26.8,6.93,12.43,7.42,73.14,26.82,185.98,0.9,1.58,07-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
07-Jul-2018 - 00:00,9.33,2.05,0.66,30.81,1.1,15.85,22.34,18.67,43.77,4.33,56.93,1.12,25.68,23.8,132.04,0.82,2.98,08-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
08-Jul-2018 - 00:00,4.7,2.16,1.97,25.93,0.51,12.77,12.67,12.56,31.32,6.65,38.28,1.49,113.98,24.28,195.63,0.83,2.69,09-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
09-Jul-2018 - 00:00,6.9,2.74,3.33,29.51,0.78,17.47,17.66,17.34,41.23,3.46,39.74,0.97,56.72,23.84,159.53,0.85,7.56,10-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
10-Jul-2018 - 00:00,6.58,3.02,0.83,54.01,0.62,15.33,16.03,15.46,39.4,4.43,42.42,1.32,40.3,24.1,186.19,0.87,11.7,11-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
11-Jul-2018 - 00:00,3.15,0.95,0.11,20.14,0.42,9.03,6.38,7.68,21.55,7.54,43.4,0.98,174.87,26.44,219.58,1.44,6.1,12-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
12-Jul-2018 - 00:00,2.18,0.69,0.04,10.94,0.42,8.39,5.75,7.06,18.69,8.88,43.79,1.23,64.81,27.24,222.82,1.5,6.91,13-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
13-Jul-2018 - 00:00,3.92,1.22,0.06,33.75,0.68,10.19,7.49,8.74,22.47,6.27,38.21,2.14,30.35,26.25,204.96,1.14,5.32,14-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
14-Jul-2018 - 00:00,1.71,0.8,0.03,10.92,0.45,7.77,5.83,6.77,17.84,8.78,38.3,0.0,104.08,26.57,216.39,1.42,8.29,15-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
15-Jul-2018 - 00:00,2.1,0.85,0.09,27.62,0.32,5.57,5.07,5.27,14.06,9.43,40.41,,22.59,25.27,213.7,1.39,9.15,16-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
16-Jul-2018 - 00:00,3.32,1.46,0.04,37.77,0.42,5.67,5.23,5.39,14.16,8.64,35.15,,25.54,25.64,217.91,1.6,3.3,17-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
17-Jul-2018 - 00:00,2.19,0.93,0.03,37.1,0.4,6.31,6.05,6.1,15.52,7.94,41.47,,64.25,26.58,214.3,1.48,17.0,18-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
18-Jul-2018 - 00:00,3.92,1.89,0.06,50.15,0.46,7.43,9.55,8.32,20.07,7.11,48.95,,127.15,26.81,209.21,1.32,27.92,19-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
19-Jul-2018 - 00:00,2.96,1.38,0.04,25.39,0.55,7.75,6.91,7.26,18.24,8.37,48.05,,164.69,27.23,215.01,1.38,44.69,20-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
20-Jul-2018 - 00:00,3.58,1.33,0.04,32.51,0.56,10.94,8.04,9.42,24.49,8.23,37.7,32.63,71.9,26.02,203.63,1.13,20.6,21-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
21-Jul-2018 - 00:00,2.41,0.89,0.02,18.49,0.57,9.45,6.08,7.76,21.44,10.48,42.1,96.73,32.58,25.99,212.66,1.37,14.84,22-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
22-Jul-2018 - 00:00,2.03,0.94,0.02,28.6,0.43,10.3,6.77,8.53,21.99,9.22,47.77,15.03,33.31,26.26,216.61,1.4,16.15,23-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
23-Jul-2018 - 00:00,2.83,1.18,0.02,27.38,0.53,9.58,8.54,8.98,22.09,6.06,44.0,13.42,29.46,26.27,208.3,1.2,25.04,24-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
24-Jul-2018 - 00:00,2.38,1.06,0.03,22.47,0.54,10.38,8.64,9.44,22.8,5.87,41.16,14.57,31.84,26.67,215.08,1.4,22.97,25-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
25-Jul-2018 - 00:00,2.03,1.38,0.03,37.01,0.52,9.41,7.68,8.49,21.11,7.13,43.31,15.23,111.92,27.28,211.69,1.38,42.63,26-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
26-Jul-2018 - 00:00,4.24,1.79,0.04,82.64,0.51,10.59,8.74,9.6,23.72,6.4,44.88,15.51,76.24,26.83,208.65,1.32,53.73,27-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
27-Jul-2018 - 00:00,2.66,3.02,0.11,22.53,0.41,10.87,7.79,9.3,23.56,6.44,32.61,11.42,73.74,26.78,203.57,1.2,38.87,28-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
28-Jul-2018 - 00:00,2.81,1.86,0.09,22.78,0.73,11.32,10.38,10.76,27.05,7.81,48.37,16.7,180.78,27.79,207.21,1.28,45.3,29-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
29-Jul-2018 - 00:00,5.63,2.43,0.08,35.51,0.85,11.1,10.67,10.76,28.19,6.68,62.14,21.45,140.59,27.79,205.17,1.17,63.35,30-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
30-Jul-2018 - 00:00,14.37,12.79,0.05,49.92,0.73,11.62,12.46,11.86,31.98,5.92,46.93,16.95,169.84,27.76,204.76,1.17,56.65,31-Jul-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
31-Jul-2018 - 00:00,4.86,18.94,0.07,78.99,0.8,11.83,14.96,13.45,34.09,6.49,45.2,15.86,175.32,27.53,205.49,1.25,39.45,01-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
01-Aug-2018 - 00:00,3.56,5.73,0.03,44.51,0.75,,,,,8.15,48.56,18.05,179.85,27.59,215.0,1.43,43.1,02-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
02-Aug-2018 - 00:00,3.8,5.92,0.15,39.72,0.78,,,,,6.68,37.37,13.02,131.71,27.25,198.95,1.24,32.38,03-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
03-Aug-2018 - 00:00,3.22,5.13,0.07,45.9,0.66,71.35,9.83,41.95,67.68,6.4,25.67,9.53,146.6,26.85,209.92,1.25,10.33,04-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
04-Aug-2018 - 00:00,2.24,6.98,0.92,36.81,0.8,20.78,44.64,32.99,42.24,6.48,28.39,9.7,112.39,26.34,211.34,1.27,13.61,05-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
05-Aug-2018 - 00:00,1.91,3.52,1.24,20.36,0.45,15.03,3.02,9.66,13.41,7.6,32.06,10.84,191.31,27.41,216.64,1.46,28.06,06-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
06-Aug-2018 - 00:00,2.46,3.85,1.3,16.56,0.57,14.01,4.99,10.31,11.55,7.64,35.19,11.77,110.97,26.88,214.9,1.49,41.52,07-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
07-Aug-2018 - 00:00,2.24,3.2,0.99,17.66,0.44,25.86,10.6,20.33,23.81,8.0,40.03,14.06,121.74,27.3,213.68,1.47,41.5,08-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
08-Aug-2018 - 00:00,1.59,3.35,0.88,18.48,0.65,51.86,19.19,38.76,50.08,7.24,35.07,13.67,125.11,27.28,216.6,1.41,26.11,09-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
09-Aug-2018 - 00:00,2.32,4.61,1.22,35.41,0.54,49.91,22.34,39.21,47.15,6.04,43.55,12.93,48.17,26.6,210.49,1.25,30.45,10-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
10-Aug-2018 - 00:00,2.7,4.21,0.83,74.95,0.72,49.04,16.42,35.64,45.52,5.33,37.18,9.54,141.27,26.36,212.49,1.18,11.4,11-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
11-Aug-2018 - 00:00,1.63,3.34,0.71,25.25,0.63,39.31,23.25,33.04,46.63,7.96,24.57,8.11,111.35,26.33,220.57,1.38,12.23,12-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
12-Aug-2018 - 00:00,1.93,3.39,0.64,77.01,0.57,,,,,9.08,26.5,9.27,129.84,26.03,213.61,1.46,29.22,13-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
