from date,PM2.5,PM10,RH,SR,Temp,BP,WD,VWS,WS,RF,CO,Ozone,NO2,NO,NOx,NH3,SO2,Benzene,Toluene,Xylene,to date,station
02-Aug-2018 - 00:00,23.34,74.75,70.4,161.59,29.6,718.92,252.74,-0.05,2.52,0.0,0.25,18.39,17.71,4.29,12.91,5.11,1.74,1.49,2.93,1.28,03-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
03-Aug-2018 - 00:00,27.41,89.51,64.99,160.65,29.95,719.02,262.45,-0.05,2.44,0.0,0.21,21.5,16.2,2.92,11.0,6.05,3.58,1.91,4.85,0.96,04-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
04-Aug-2018 - 00:00,19.56,64.0,65.72,149.53,30.0,719.55,242.64,-0.11,2.64,0.0,0.16,22.18,12.0,2.91,8.74,6.1,1.8,0.75,1.79,0.42,05-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
05-Aug-2018 - 00:00,17.39,51.59,66.45,147.79,29.68,720.07,249.77,-0.12,2.63,0.0,0.2,20.51,16.89,2.82,11.26,5.9,2.88,1.27,3.16,0.51,06-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
06-Aug-2018 - 00:00,19.61,60.77,63.75,120.33,30.06,720.16,248.64,-0.1,3.09,0.0,0.17,23.88,11.37,2.72,8.25,5.71,2.81,0.65,1.29,0.3,07-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
07-Aug-2018 - 00:00,15.47,47.66,67.77,81.69,29.92,720.56,252.7,-0.1,2.9,0.01,0.18,23.17,11.87,2.83,8.6,5.67,2.88,0.67,1.17,0.33,08-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
08-Aug-2018 - 00:00,12.46,41.77,69.64,95.6,29.98,720.25,242.55,-0.11,2.81,0.03,0.19,21.16,13.37,2.85,9.43,5.29,2.68,0.81,1.36,0.47,09-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
09-Aug-2018 - 00:00,11.94,32.01,77.75,134.24,28.53,719.52,236.71,-0.04,2.18,1.71,0.31,16.38,17.68,7.49,15.5,5.74,2.97,1.94,5.13,2.04,10-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
10-Aug-2018 - 00:00,12.08,31.21,75.71,153.12,30.05,718.94,261.44,0.03,2.54,0.19,0.22,21.04,13.38,3.01,9.56,6.29,3.14,1.14,3.52,0.76,11-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
11-Aug-2018 - 00:00,8.69,23.82,83.46,35.45,29.67,719.6,259.31,0.04,2.38,0.41,0.19,15.79,10.89,2.93,8.18,5.92,2.94,0.7,1.1,0.35,12-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
12-Aug-2018 - 00:00,8.11,19.97,81.65,88.49,30.34,719.88,264.19,0.05,3.07,0.23,0.15,18.46,9.75,2.88,7.52,5.5,2.8,0.46,0.5,0.14,13-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
13-Aug-2018 - 00:00,7.02,22.95,77.53,134.02,28.02,719.82,252.23,-0.01,3.32,0.0,0.18,17.22,9.77,3.33,7.91,4.45,1.63,0.45,0.62,0.17,14-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
14-Aug-2018 - 00:00,17.0,52.15,75.11,140.5,30.01,719.22,270.91,-0.04,2.03,0.0,0.27,20.73,17.63,3.33,12.08,5.86,2.5,2.04,9.28,1.47,15-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
15-Aug-2018 - 00:00,19.81,57.66,79.78,11.5,28.68,720.62,263.19,-0.07,2.36,0.14,0.19,24.32,10.99,2.68,8.03,6.16,1.78,1.3,4.71,0.38,16-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
16-Aug-2018 - 00:00,3.8,6.12,84.23,45.93,27.39,719.91,254.69,0.08,3.55,0.48,0.2,23.39,8.08,2.74,6.52,5.92,1.61,0.58,0.67,0.16,17-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
17-Aug-2018 - 00:00,14.42,39.61,77.07,91.12,29.08,719.84,253.91,-0.02,2.88,0.04,0.21,26.79,10.89,2.84,8.11,5.89,3.11,0.57,0.96,0.24,18-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
18-Aug-2018 - 00:00,10.91,29.88,75.14,117.09,29.06,719.8,252.86,-0.02,3.0,0.04,0.18,23.62,10.87,2.82,8.07,4.97,2.92,0.49,0.56,0.11,19-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
19-Aug-2018 - 00:00,9.66,21.3,80.26,56.1,28.98,719.99,266.49,0.02,2.56,0.17,0.19,22.57,11.54,2.81,8.42,5.56,2.33,0.91,4.0,0.29,20-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
20-Aug-2018 - 00:00,7.58,16.9,86.0,37.86,29.07,719.52,264.31,0.15,2.72,0.8,0.17,20.94,9.28,2.62,7.06,5.16,2.75,0.54,1.47,0.19,21-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
21-Aug-2018 - 00:00,7.62,16.15,78.42,136.65,28.83,719.81,255.91,0.03,3.28,0.0,0.17,20.97,8.74,2.91,7.03,4.58,2.74,0.42,0.64,0.19,22-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
22-Aug-2018 - 00:00,7.51,18.94,76.99,126.78,29.35,720.27,243.76,-0.08,2.89,0.0,0.18,19.61,11.49,2.92,8.49,4.36,2.41,0.44,0.54,0.14,23-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
23-Aug-2018 - 00:00,8.8,26.43,74.67,109.56,29.53,720.3,248.97,-0.11,2.6,0.0,0.17,19.01,11.24,2.93,8.38,4.3,3.51,0.6,0.83,0.26,24-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
24-Aug-2018 - 00:00,8.55,19.5,71.95,157.64,29.42,720.02,258.12,-0.06,2.53,0.0,0.19,20.8,12.21,2.71,8.71,4.15,1.39,0.7,1.83,0.32,25-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
25-Aug-2018 - 00:00,11.1,35.48,72.79,156.64,28.49,720.27,255.42,-0.09,2.42,0.0,0.2,19.9,13.12,2.84,9.29,4.83,3.03,0.99,3.41,0.36,26-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
26-Aug-2018 - 00:00,9.2,25.6,76.01,120.92,27.74,720.28,261.76,-0.07,2.34,0.05,0.2,18.71,12.46,2.86,8.95,5.6,2.88,0.66,3.14,0.19,27-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
27-Aug-2018 - 00:00,10.1,23.9,81.39,102.3,28.53,719.69,253.52,-0.01,2.08,0.16,0.21,15.84,14.16,3.28,10.2,6.36,3.75,1.19,3.61,0.51,28-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
28-Aug-2018 - 00:00,11.52,33.3,78.48,140.02,28.2,719.47,253.82,-0.04,2.07,0.15,0.23,20.44,15.42,2.9,10.57,5.68,2.16,1.09,2.27,0.68,29-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
29-Aug-2018 - 00:00,16.62,57.55,72.73,163.25,28.32,719.46,247.43,-0.08,1.66,0.0,0.22,22.0,16.28,3.0,11.1,5.23,2.01,1.02,2.81,0.58,30-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
30-Aug-2018 - 00:00,20.45,74.45,65.65,251.72,29.67,718.97,265.67,-0.09,2.4,0.0,0.21,32.29,17.48,2.93,11.68,5.67,3.38,1.45,4.24,0.58,31-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
31-Aug-2018 - 00:00,18.06,58.89,69.0,196.59,30.31,719.59,271.12,-0.11,2.15,0.0,0.3,26.72,18.94,2.99,12.5,6.77,2.25,2.07,4.64,1.02,01-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
01-Sep-2018 - 00:00,16.23,51.5,72.03,180.24,29.31,719.73,252.29,-0.08,1.88,0.32,0.24,24.41,17.82,3.39,12.24,7.16,4.29,1.87,5.54,0.99,02-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
02-Sep-2018 - 00:00,11.71,32.48,76.05,133.26,28.16,719.51,260.43,-0.06,1.5,0.22,0.24,20.61,14.04,3.1,9.99,6.43,1.84,1.36,3.77,0.5,03-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
03-Sep-2018 - 00:00,8.54,23.92,74.69,143.27,28.24,719.77,260.52,-0.07,1.46,0.09,0.22,17.87,13.72,3.14,9.86,5.59,3.47,1.21,3.25,0.81,04-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
04-Sep-2018 - 00:00,15.36,54.07,70.82,167.61,29.14,719.53,277.73,-0.09,1.47,0.0,0.28,21.32,17.76,5.25,13.71,5.71,2.19,2.9,5.91,1.52,05-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
05-Sep-2018 - 00:00,17.58,58.09,69.95,161.98,29.05,719.91,274.02,-0.1,1.65,0.0,0.24,25.55,17.33,2.99,11.64,5.76,2.65,2.92,6.36,1.15,06-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
06-Sep-2018 - 00:00,23.88,80.04,68.02,165.03,29.31,719.59,282.31,-0.08,1.89,0.0,0.31,27.07,21.86,3.21,14.24,6.12,2.2,2.67,5.58,1.63,07-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
07-Sep-2018 - 00:00,17.97,63.38,67.01,176.59,30.27,720.04,257.11,-0.07,2.18,0.0,0.22,27.23,14.24,2.92,9.96,6.46,1.89,1.84,4.96,0.98,08-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
08-Sep-2018 - 00:00,13.48,48.88,65.78,176.47,31.77,720.39,256.49,-0.17,1.49,0.0,0.2,23.39,17.47,3.26,11.94,6.93,2.62,1.49,4.26,0.89,09-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
09-Sep-2018 - 00:00,22.72,79.03,65.79,187.64,32.11,720.26,261.12,-0.19,0.68,0.0,0.31,27.27,27.42,6.95,20.24,8.11,3.77,3.31,11.07,1.85,10-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
10-Sep-2018 - 00:00,30.68,88.75,63.28,194.95,31.95,719.21,115.95,-0.2,0.8,0.0,0.4,40.72,37.3,4.24,23.29,11.51,5.01,5.12,20.68,2.49,11-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
11-Sep-2018 - 00:00,28.56,71.28,69.38,173.91,31.66,719.13,130.09,-0.17,0.88,0.82,0.54,40.0,41.51,7.6,28.26,14.78,3.1,4.62,15.25,4.18,12-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
12-Sep-2018 - 00:00,22.13,45.78,72.49,200.07,32.08,718.37,207.1,-0.1,0.9,0.04,0.5,38.79,26.59,9.42,21.79,12.0,3.26,3.49,8.88,3.59,13-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
13-Sep-2018 - 00:00,37.02,76.5,71.0,184.35,32.05,719.23,179.74,-0.16,0.76,0.0,0.63,34.23,29.63,13.98,27.13,12.06,3.2,6.88,21.78,6.82,14-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
14-Sep-2018 - 00:00,33.36,85.5,61.55,233.34,32.11,718.42,158.42,-0.21,0.59,0.0,0.49,47.61,38.42,3.2,23.03,11.86,2.27,4.54,15.04,3.51,15-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
15-Sep-2018 - 00:00,34.49,84.28,65.14,182.24,32.17,719.31,154.94,-0.2,0.83,0.0,0.43,36.06,34.42,4.05,21.61,13.51,4.66,4.85,18.84,4.22,16-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
16-Sep-2018 - 00:00,31.26,75.66,67.16,193.59,32.36,719.56,183.66,-0.19,1.17,0.0,0.37,29.62,28.91,4.08,18.69,13.66,2.75,4.95,15.4,3.17,17-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
17-Sep-2018 - 00:00,21.84,48.16,77.09,106.82,32.02,720.21,228.35,-0.14,1.07,0.47,0.31,28.45,24.42,3.06,15.48,12.36,4.18,4.1,17.15,2.17,18-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
18-Sep-2018 - 00:00,29.13,59.06,71.79,164.54,31.22,718.84,220.53,-0.09,1.53,0.0,0.49,29.59,28.8,3.53,18.18,10.98,2.97,3.69,12.11,2.75,19-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
19-Sep-2018 - 00:00,31.22,80.48,74.06,124.58,31.65,720.27,223.35,-0.13,1.66,0.0,0.37,32.17,26.47,4.47,17.71,10.02,3.44,3.94,11.8,3.19,20-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
20-Sep-2018 - 00:00,34.68,90.72,75.32,115.4,31.5,720.35,278.18,-0.16,1.46,0.0,0.33,33.17,21.7,3.04,14.02,10.79,3.68,3.24,12.24,1.92,21-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
21-Sep-2018 - 00:00,31.14,72.5,80.49,35.71,31.05,720.09,242.57,-0.04,1.74,0.14,0.26,32.74,16.08,2.62,10.7,10.29,3.57,1.94,3.54,0.74,22-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
22-Sep-2018 - 00:00,21.83,54.09,70.51,159.26,31.54,719.35,194.62,-0.14,1.89,0.0,0.18,40.9,14.65,2.42,9.75,9.7,2.97,0.93,0.88,0.58,23-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
23-Sep-2018 - 00:00,26.88,60.86,71.54,184.9,31.64,719.03,142.96,-0.17,1.65,0.1,0.3,43.52,21.4,2.69,13.58,11.32,2.59,2.03,5.07,1.54,24-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
24-Sep-2018 - 00:00,30.94,71.9,71.72,152.48,31.46,718.74,138.24,-0.14,1.07,0.0,0.57,32.01,37.64,6.96,25.68,11.13,2.66,5.55,15.84,5.75,25-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
25-Sep-2018 - 00:00,34.4,84.7,71.86,136.24,31.3,722.9,173.79,-0.18,0.77,0.0,0.5,26.62,33.95,7.6,24.23,12.4,2.85,4.95,26.65,4.21,26-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
26-Sep-2018 - 00:00,45.14,110.24,76.18,87.77,31.33,745.21,134.56,-0.15,0.72,0.03,0.69,29.8,42.58,12.69,32.96,14.26,3.02,7.3,24.96,7.93,27-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
27-Sep-2018 - 00:00,34.84,77.71,71.09,149.03,31.43,760.15,132.78,-0.17,0.82,0.0,0.55,38.16,37.39,6.58,25.23,12.12,2.93,5.27,17.07,5.62,28-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
28-Sep-2018 - 00:00,37.2,86.99,77.19,121.28,31.44,765.5,147.91,-0.16,0.82,0.13,0.66,24.17,36.33,13.73,30.48,13.14,2.38,7.32,22.28,8.41,29-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
29-Sep-2018 - 00:00,50.52,105.81,77.16,108.86,31.52,765.9,243.58,-0.13,0.71,0.0,0.78,29.75,37.53,19.94,36.18,15.66,4.57,8.54,26.85,9.6,30-Sep-2018 - 00:00,"Central University, Hyderabad - TSPCB"
30-Sep-2018 - 00:00,63.58,134.3,70.8,157.35,31.76,779.89,156.66,-0.12,1.22,0.0,0.64,47.07,33.37,17.89,32.3,16.76,2.81,10.11,30.52,9.1,01-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
01-Oct-2018 - 00:00,58.53,126.71,70.39,126.78,31.9,783.54,110.26,-0.19,1.2,0.0,0.54,33.46,41.63,4.61,25.9,15.29,3.51,5.3,19.82,4.13,02-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
02-Oct-2018 - 00:00,28.99,67.53,67.0,177.51,31.84,787.06,102.89,-0.24,1.37,0.0,0.39,33.43,33.58,4.1,21.21,11.5,4.38,3.66,10.51,3.22,03-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
03-Oct-2018 - 00:00,29.9,68.69,68.27,160.26,31.74,771.54,112.32,-0.24,1.38,0.0,0.38,35.69,30.56,3.17,18.83,12.26,3.18,3.53,11.5,3.15,04-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
04-Oct-2018 - 00:00,30.19,74.61,66.73,164.61,31.82,773.64,97.16,-0.25,1.61,0.0,0.4,35.84,33.3,3.31,20.41,12.01,1.62,3.26,9.52,2.84,05-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
05-Oct-2018 - 00:00,33.83,95.48,61.82,157.57,32.23,783.85,95.6,-0.27,1.79,0.0,0.4,39.92,38.46,3.05,22.94,11.23,5.16,3.61,10.02,3.27,06-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
06-Oct-2018 - 00:00,48.74,119.59,63.03,159.85,31.93,785.52,87.81,-0.26,1.29,0.0,0.49,42.89,42.07,3.51,25.26,13.29,5.74,4.97,13.68,4.48,07-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
07-Oct-2018 - 00:00,63.89,133.76,66.09,150.68,31.64,787.52,88.58,-0.23,1.2,0.0,0.52,40.28,41.41,3.23,24.65,16.89,3.93,5.32,15.66,4.63,08-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
08-Oct-2018 - 00:00,61.15,139.79,60.47,185.55,31.8,779.97,84.26,-0.23,1.37,0.0,0.5,42.85,42.83,4.06,26.08,15.73,4.8,5.63,17.73,5.14,09-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
09-Oct-2018 - 00:00,56.46,150.33,56.74,181.75,31.88,785.3,71.31,-0.24,1.36,0.0,0.52,39.1,48.51,7.83,32.16,15.27,12.69,7.85,21.7,5.83,10-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
10-Oct-2018 - 00:00,54.72,148.97,55.87,147.95,31.8,788.37,233.35,-0.24,1.36,0.0,0.54,34.53,54.73,7.78,35.44,16.09,9.83,11.18,27.39,6.84,11-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
11-Oct-2018 - 00:00,47.72,150.95,52.14,130.02,31.8,794.93,255.31,-0.23,1.89,0.0,0.44,39.61,42.64,3.47,25.5,18.36,14.67,7.59,30.13,5.82,12-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
12-Oct-2018 - 00:00,47.15,131.31,57.72,179.39,31.68,790.54,195.15,-0.24,1.55,0.0,0.54,40.75,51.54,4.6,31.15,15.73,12.26,6.84,19.56,5.0,13-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
13-Oct-2018 - 00:00,57.51,137.51,62.54,161.47,31.6,794.11,144.6,-0.23,1.19,0.0,0.64,39.82,55.51,11.69,39.04,22.06,12.17,9.39,30.66,7.57,14-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
14-Oct-2018 - 00:00,47.46,107.08,60.02,151.09,31.72,794.92,116.69,-0.26,1.32,0.0,0.42,49.59,40.24,4.44,25.01,19.01,8.06,5.48,20.13,3.51,15-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
15-Oct-2018 - 00:00,51.5,100.51,68.21,95.63,31.37,795.26,103.6,-0.21,1.18,0.1,0.46,39.97,35.91,3.25,21.74,17.73,6.27,4.29,14.15,3.14,16-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
16-Oct-2018 - 00:00,44.39,82.22,73.1,115.52,31.04,798.0,111.66,-0.14,1.51,0.3,0.4,42.59,29.45,3.37,18.39,18.84,2.74,3.0,8.11,2.13,17-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
17-Oct-2018 - 00:00,34.1,53.81,79.34,93.29,30.74,798.84,111.97,-0.03,0.88,1.5,0.51,29.63,36.79,6.31,24.7,14.24,4.13,4.37,12.37,4.34,18-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
18-Oct-2018 - 00:00,31.92,57.66,73.57,125.27,30.97,801.6,137.45,-0.09,0.89,0.01,0.43,33.76,27.43,3.69,17.59,11.15,2.39,3.79,12.62,3.12,19-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
19-Oct-2018 - 00:00,36.96,87.22,54.99,209.01,31.45,802.65,110.09,-0.17,1.22,0.0,0.52,42.72,45.28,4.57,27.81,10.05,3.24,4.13,9.25,4.33,20-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
20-Oct-2018 - 00:00,52.71,128.46,58.49,168.16,31.36,753.33,115.65,-0.2,0.96,0.0,0.66,39.67,57.58,5.71,35.26,13.06,4.38,5.91,14.95,6.47,21-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
21-Oct-2018 - 00:00,54.79,129.33,58.03,156.69,31.22,712.83,95.82,-0.22,1.04,0.0,0.58,41.43,53.76,5.45,33.03,15.32,5.88,,,,22-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
22-Oct-2018 - 00:00,60.75,147.29,56.78,163.72,31.45,712.79,97.9,-0.21,0.77,0.0,0.75,40.78,64.94,8.05,41.08,14.95,5.12,5.92,15.73,7.47,23-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
23-Oct-2018 - 00:00,61.79,138.09,59.36,147.98,31.81,713.39,138.09,-0.22,0.76,0.0,0.57,49.59,49.77,3.94,29.67,16.16,5.96,5.65,17.66,6.0,24-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
24-Oct-2018 - 00:00,61.51,126.48,68.56,70.26,32.04,,163.22,-0.22,1.01,0.0,0.65,42.45,51.49,4.31,30.9,19.04,5.72,6.45,20.04,6.48,25-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
25-Oct-2018 - 00:00,55.06,130.48,57.95,156.07,32.35,,83.03,-0.22,1.1,0.0,0.57,48.53,54.75,6.14,34.11,14.41,5.2,6.46,20.4,6.89,26-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
26-Oct-2018 - 00:00,46.11,133.01,48.56,174.15,32.44,,83.64,-0.25,1.37,0.0,0.53,46.86,59.03,4.49,35.04,11.83,12.53,5.31,18.71,5.22,27-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
27-Oct-2018 - 00:00,52.01,149.4,48.52,174.45,32.51,707.03,91.9,-0.24,1.34,0.0,0.64,43.93,71.74,12.46,48.29,13.62,10.91,8.19,23.71,8.13,28-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
28-Oct-2018 - 00:00,49.32,140.09,49.0,165.48,32.51,708.96,122.01,-0.22,1.63,0.0,0.42,62.51,41.1,3.37,24.61,14.36,13.94,4.83,18.05,3.49,29-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
29-Oct-2018 - 00:00,42.66,124.95,46.95,176.46,32.25,709.12,112.33,-0.2,2.1,0.0,0.39,75.22,36.4,3.17,21.94,11.39,25.57,3.41,7.12,9.49,30-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
30-Oct-2018 - 00:00,46.37,120.59,50.54,170.95,31.93,709.16,118.74,-0.24,1.72,0.0,0.42,75.56,36.81,2.74,21.81,13.34,18.22,4.31,10.51,3.59,31-Oct-2018 - 00:00,"Central University, Hyderabad - TSPCB"
31-Oct-2018 - 00:00,50.15,130.05,52.64,169.36,31.87,708.94,140.69,-0.26,1.5,0.0,0.5,55.97,52.18,3.65,30.72,13.89,18.44,5.89,18.73,4.91,01-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
01-Nov-2018 - 00:00,41.09,101.96,61.4,120.66,31.59,709.15,100.47,-0.29,1.24,0.14,0.53,38.15,53.62,4.39,32.09,16.08,6.81,5.25,16.22,4.65,02-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
02-Nov-2018 - 00:00,22.55,57.36,71.6,95.69,31.56,708.99,107.64,-0.3,1.71,0.0,0.42,27.58,36.61,3.75,22.52,15.9,3.17,3.73,10.53,3.74,03-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
03-Nov-2018 - 00:00,17.96,50.96,68.54,136.94,31.63,708.42,114.52,-0.31,1.8,0.0,0.39,33.54,32.34,3.09,19.71,12.58,2.75,3.07,7.87,3.16,04-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
04-Nov-2018 - 00:00,18.77,49.5,67.79,157.06,32.11,708.14,117.78,-0.29,1.68,0.0,0.41,36.46,32.33,3.26,19.85,11.5,3.21,2.76,5.98,2.48,05-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
05-Nov-2018 - 00:00,26.38,64.04,65.46,140.09,32.1,708.2,123.03,-0.28,1.23,0.0,0.49,35.53,38.69,3.88,23.73,10.67,4.4,4.06,11.41,4.1,06-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
06-Nov-2018 - 00:00,39.77,97.25,63.41,141.57,32.09,707.62,115.05,-0.26,1.16,0.0,0.55,43.46,43.25,4.21,26.43,12.65,2.77,5.78,14.31,5.85,07-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
07-Nov-2018 - 00:00,52.27,110.96,60.89,153.64,32.12,707.59,111.84,-0.25,1.2,0.0,0.47,49.99,42.89,3.59,25.73,13.26,7.49,4.72,10.61,3.77,08-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
08-Nov-2018 - 00:00,53.17,103.92,60.45,143.95,32.16,707.75,112.7,-0.27,1.29,0.0,0.42,61.47,37.86,2.98,22.56,12.7,5.84,3.85,7.68,3.38,09-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
09-Nov-2018 - 00:00,57.86,123.78,57.9,151.98,32.12,707.95,107.32,-0.25,1.22,0.0,0.48,53.82,47.42,3.48,28.05,11.98,6.28,5.43,10.93,4.22,10-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
10-Nov-2018 - 00:00,56.26,139.31,47.88,197.92,32.03,707.45,98.07,-0.25,1.8,0.0,0.49,78.31,47.62,3.01,27.78,12.27,15.01,4.58,12.99,3.74,11-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
11-Nov-2018 - 00:00,46.69,124.84,45.24,167.71,32.01,708.93,103.07,-0.28,1.33,0.0,0.47,69.78,45.25,3.2,26.67,10.69,16.11,4.49,13.0,2.57,12-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
12-Nov-2018 - 00:00,57.45,152.85,42.18,169.67,31.84,709.38,84.28,-0.25,1.59,0.0,0.49,75.93,45.92,3.27,27.08,10.56,25.85,5.81,16.37,2.8,13-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
13-Nov-2018 - 00:00,61.17,155.55,44.72,161.98,32.05,709.72,125.42,-0.28,1.29,0.0,0.6,55.6,62.73,7.78,39.69,14.19,28.06,7.13,17.2,3.99,14-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
14-Nov-2018 - 00:00,65.86,161.57,46.99,159.65,32.09,709.51,67.17,-0.29,1.11,0.0,0.71,55.01,69.84,12.02,46.83,14.23,25.24,8.78,23.68,5.14,15-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
15-Nov-2018 - 00:00,48.06,140.14,47.38,162.89,32.5,708.78,80.39,-0.26,1.52,0.0,0.52,48.93,52.96,4.07,31.48,13.65,17.02,5.41,22.95,5.13,16-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
16-Nov-2018 - 00:00,32.08,93.98,57.21,154.79,31.99,708.39,106.82,-0.29,1.56,0.0,0.47,39.42,45.23,3.84,27.19,16.44,7.03,4.84,18.45,2.81,17-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
