from date,PM2.5,PM10,RH,SR,Temp,BP,WD,VWS,WS,RF,CO,Ozone,NO2,NO,NOx,NH3,SO2,Benzene,Toluene,Xylene,to date,station
15-Apr-2018 - 00:00,23.41,65.73,60.58,124.29,28.42,715.98,219.12,0.05,1.53,0.0,0.51,43.8,36.82,3.15,22.6,15.21,3.22,4.68,14.16,4.43,16-Apr-2018 - 00:00,"Central University, Hyderabad - TSPCB"
16-Apr-2018 - 00:00,36.09,98.76,55.86,171.42,27.92,715.24,143.82,0.06,0.93,0.0,0.71,56.77,61.25,4.77,37.21,17.11,4.14,10.61,33.19,10.23,17-Apr-2018 - 00:00,"Central University, Hyderabad - TSPCB"
17-Apr-2018 - 00:00,25.54,80.66,46.41,189.29,27.89,714.26,228.91,0.04,1.28,0.0,0.49,64.78,40.04,1.55,23.03,14.05,4.5,5.75,21.91,5.77,18-Apr-2018 - 00:00,"Central University, Hyderabad - TSPCB"
18-Apr-2018 - 00:00,24.66,75.15,45.52,191.71,27.79,714.44,99.39,0.08,1.44,0.0,0.38,63.94,37.97,5.31,25.03,13.45,4.48,5.29,12.37,4.33,19-Apr-2018 - 00:00,"Central University, Hyderabad - TSPCB"
19-Apr-2018 - 00:00,33.24,109.03,40.4,202.35,28.65,713.99,120.72,0.05,1.36,0.0,0.59,58.63,50.23,12.28,37.48,11.79,9.64,6.11,16.2,9.52,20-Apr-2018 - 00:00,"Central University, Hyderabad - TSPCB"
20-Apr-2018 - 00:00,34.73,117.48,39.49,208.15,28.15,714.05,148.35,0.07,1.86,0.0,0.66,55.06,55.9,12.58,40.81,11.97,4.59,7.32,18.76,18.17,21-Apr-2018 - 00:00,"Central University, Hyderabad - TSPCB"
21-Apr-2018 - 00:00,35.48,130.39,40.0,210.92,27.57,714.36,115.55,0.11,1.61,0.0,0.77,36.01,62.95,8.08,40.89,12.84,3.82,8.67,25.23,18.3,22-Apr-2018 - 00:00,"Central University, Hyderabad - TSPCB"
22-Apr-2018 - 00:00,30.96,96.33,47.05,164.73,27.42,714.44,216.38,0.03,1.58,0.0,0.58,72.26,35.18,1.56,20.41,15.94,4.7,5.63,17.68,5.22,23-Apr-2018 - 00:00,"Central University, Hyderabad - TSPCB"
23-Apr-2018 - 00:00,24.1,75.01,45.73,198.99,28.24,714.07,231.43,0.03,1.62,0.0,0.59,74.35,27.95,1.35,16.26,13.12,1.97,2.73,5.79,1.64,24-Apr-2018 - 00:00,"Central University, Hyderabad - TSPCB"
24-Apr-2018 - 00:00,23.93,95.03,38.84,197.34,28.29,713.76,201.18,0.06,2.06,0.0,0.4,74.58,38.51,2.25,22.77,9.93,2.68,3.75,8.23,6.23,25-Apr-2018 - 00:00,"Central University, Hyderabad - TSPCB"
25-Apr-2018 - 00:00,28.36,83.59,52.06,189.38,28.67,714.59,230.04,0.02,1.9,0.0,0.71,73.94,31.41,1.2,18.01,15.44,1.74,3.72,8.73,3.5,26-Apr-2018 - 00:00,"Central University, Hyderabad - TSPCB"
26-Apr-2018 - 00:00,31.48,89.45,47.39,170.26,28.49,714.65,246.24,0.02,1.65,0.0,0.59,74.06,42.6,2.05,24.82,13.42,3.76,4.64,11.71,4.27,27-Apr-2018 - 00:00,"Central University, Hyderabad - TSPCB"
27-Apr-2018 - 00:00,30.99,98.96,44.59,196.48,28.21,714.03,226.23,0.03,1.94,0.0,0.78,78.31,39.66,1.34,22.63,12.31,3.78,4.89,11.52,4.86,28-Apr-2018 - 00:00,"Central University, Hyderabad - TSPCB"
28-Apr-2018 - 00:00,69.73,82.1,44.82,200.94,28.17,714.21,240.25,0.03,1.62,0.0,0.38,49.81,28.02,1.39,16.3,12.14,3.36,3.07,7.33,2.12,29-Apr-2018 - 00:00,"Central University, Hyderabad - TSPCB"
29-Apr-2018 - 00:00,79.44,89.09,41.21,196.91,27.67,713.61,216.38,0.07,1.95,0.0,0.63,6.39,25.41,1.25,14.78,10.96,4.66,2.85,7.72,1.11,30-Apr-2018 - 00:00,"Central University, Hyderabad - TSPCB"
30-Apr-2018 - 00:00,57.52,102.33,40.03,207.29,27.98,713.67,166.78,0.09,1.81,0.0,0.47,38.44,49.26,1.66,27.55,10.49,4.34,5.25,11.38,5.59,01-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
01-May-2018 - 00:00,36.45,118.25,45.29,207.11,28.11,713.77,159.17,0.09,1.99,0.0,0.29,66.15,37.15,1.2,21.05,12.54,3.57,5.41,14.48,3.78,02-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
02-May-2018 - 00:00,33.36,95.15,54.15,193.4,28.48,714.42,218.18,0.07,1.66,0.0,0.91,66.26,13.74,19.86,8.49,11.02,2.69,4.35,10.92,3.81,03-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
03-May-2018 - 00:00,25.62,81.03,59.18,142.16,28.89,715.7,241.38,0.03,2.69,0.0,0.34,70.16,27.73,14.47,15.47,17.73,1.62,3.43,10.55,1.89,04-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
04-May-2018 - 00:00,14.65,43.66,53.56,193.09,28.49,715.66,222.68,0.03,1.31,0.0,0.78,76.78,29.28,6.87,21.13,12.86,1.75,2.37,5.35,1.22,05-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
05-May-2018 - 00:00,23.19,69.54,49.98,195.52,28.88,714.35,239.2,0.03,1.75,0.0,0.76,78.34,26.88,2.47,16.66,12.86,1.82,2.72,14.07,1.48,06-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
06-May-2018 - 00:00,26.72,78.32,47.72,189.97,29.71,713.85,257.64,0.02,1.78,0.0,0.45,73.68,23.54,2.49,14.85,13.87,3.57,2.14,6.45,1.11,07-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
07-May-2018 - 00:00,25.72,82.88,45.35,198.07,29.16,713.88,195.32,0.09,1.48,0.09,0.79,73.84,27.09,2.73,16.98,12.0,2.28,2.7,6.04,1.6,08-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
08-May-2018 - 00:00,36.94,107.02,43.12,186.88,28.59,713.78,166.92,0.05,0.99,0.0,1.1,55.05,50.69,4.19,31.0,13.05,3.22,6.31,19.53,7.91,09-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
09-May-2018 - 00:00,35.48,91.53,52.14,144.72,28.57,714.92,230.39,0.06,1.73,0.0,0.7,49.81,33.01,2.9,20.34,17.51,4.07,4.98,18.4,3.73,10-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
10-May-2018 - 00:00,26.27,69.49,50.67,167.88,28.27,714.31,218.97,0.04,1.89,0.0,0.67,66.69,30.41,2.51,18.59,14.61,2.15,3.77,9.23,3.31,11-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
11-May-2018 - 00:00,27.35,75.82,46.6,198.88,27.5,713.84,175.04,0.07,1.99,0.0,0.92,75.57,29.42,2.48,18.03,12.87,3.09,3.73,12.81,3.42,12-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
12-May-2018 - 00:00,26.03,68.0,47.76,144.98,28.28,714.67,231.26,0.01,1.45,0.09,0.56,76.62,25.42,2.66,16.01,12.78,2.21,2.31,5.13,4.33,13-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
13-May-2018 - 00:00,26.18,69.58,46.9,154.48,27.03,715.05,204.71,0.08,1.47,0.0,1.07,91.59,26.86,2.68,16.81,12.13,1.81,2.91,6.79,2.17,14-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
14-May-2018 - 00:00,23.61,59.01,50.69,177.28,28.88,715.18,219.43,0.03,2.21,0.0,0.98,69.86,22.04,2.53,14.06,14.08,1.65,2.18,4.27,2.02,15-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
15-May-2018 - 00:00,21.45,45.54,54.06,201.46,29.81,715.18,203.49,0.05,1.78,0.0,0.3,55.66,20.4,2.51,13.17,13.8,1.65,2.18,5.94,1.83,16-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
16-May-2018 - 00:00,36.87,86.19,51.02,162.13,28.81,714.8,218.04,0.04,1.43,0.0,0.86,39.99,30.52,2.55,18.72,14.34,3.68,4.03,8.15,3.33,17-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
17-May-2018 - 00:00,34.75,91.47,53.8,150.65,28.4,715.73,220.02,0.04,1.44,0.04,1.23,22.44,37.02,2.89,22.51,13.44,1.73,3.66,7.48,3.29,18-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
18-May-2018 - 00:00,29.88,73.53,48.47,196.54,27.45,714.81,146.8,0.04,1.51,0.0,0.24,76.25,24.42,2.61,15.42,12.63,1.28,2.42,4.3,2.48,19-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
19-May-2018 - 00:00,41.53,128.07,41.81,200.67,27.49,713.45,142.06,0.06,1.74,0.0,0.83,73.31,34.17,3.44,21.42,12.14,3.62,3.74,7.32,2.59,20-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
20-May-2018 - 00:00,36.2,109.9,43.61,194.38,27.46,713.54,224.2,0.04,1.87,0.0,0.5,90.4,23.1,2.46,14.59,11.92,2.84,2.51,4.49,0.97,21-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
21-May-2018 - 00:00,41.67,131.28,47.47,178.69,27.49,713.54,236.32,0.06,1.79,0.0,1.55,90.44,29.99,2.55,18.41,13.02,3.36,4.3,7.88,2.07,22-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
22-May-2018 - 00:00,36.67,100.74,48.73,178.73,27.95,714.08,190.0,0.05,1.37,0.0,1.36,80.43,23.16,2.56,14.7,13.42,2.46,3.11,6.29,1.11,23-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
23-May-2018 - 00:00,42.66,119.15,51.62,153.42,27.95,714.12,211.09,0.08,1.81,0.0,1.2,76.82,36.72,3.38,22.76,14.74,2.76,5.17,13.17,3.18,24-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
24-May-2018 - 00:00,32.84,94.36,50.78,170.52,28.34,714.53,185.99,0.06,1.86,0.41,1.02,62.78,36.78,14.73,32.21,13.09,2.24,4.72,10.55,8.31,25-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
25-May-2018 - 00:00,35.67,97.3,52.76,181.47,27.88,714.61,203.3,0.03,1.6,0.03,0.81,74.34,28.19,2.9,17.72,14.9,2.57,4.38,10.08,9.29,26-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
26-May-2018 - 00:00,20.1,62.27,52.18,190.06,28.16,714.39,228.3,0.02,1.9,0.0,0.93,47.66,23.46,3.81,15.9,14.03,0.65,2.85,9.02,1.84,27-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
27-May-2018 - 00:00,21.76,65.4,51.93,190.24,28.09,714.38,197.55,0.08,1.84,0.0,1.12,71.61,23.35,2.51,14.77,13.26,1.29,4.47,32.37,1.45,28-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
28-May-2018 - 00:00,25.42,69.17,48.62,198.67,28.27,713.65,233.95,0.03,1.64,0.0,0.41,62.62,20.36,2.6,13.22,12.78,1.61,4.33,13.45,1.5,29-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
29-May-2018 - 00:00,29.56,89.76,46.58,198.66,28.45,713.5,188.46,0.07,1.79,0.0,0.46,61.31,29.03,2.95,18.22,12.76,2.82,3.6,13.6,2.45,30-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
30-May-2018 - 00:00,25.5,73.8,51.02,186.09,28.75,714.28,175.83,0.06,1.8,0.0,0.24,62.31,18.19,2.63,12.06,12.32,1.63,2.27,4.75,1.07,31-May-2018 - 00:00,"Central University, Hyderabad - TSPCB"
31-May-2018 - 00:00,28.24,79.93,55.59,178.33,28.93,714.68,191.94,0.07,2.17,0.78,1.83,61.58,24.81,2.74,15.75,11.93,2.33,2.72,5.73,2.82,01-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
01-Jun-2018 - 00:00,31.58,65.97,60.33,167.05,29.34,715.68,196.79,0.04,0.78,0.08,0.48,74.17,28.32,3.67,18.43,15.28,1.64,5.09,12.93,7.68,02-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
02-Jun-2018 - 00:00,32.18,57.78,73.68,54.18,28.75,717.71,186.92,0.04,0.81,0.01,0.84,46.13,30.81,3.64,19.76,19.01,0.88,4.76,15.54,6.97,03-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
03-Jun-2018 - 00:00,29.7,63.51,64.28,189.96,28.89,716.12,137.21,0.06,1.32,0.56,0.39,61.25,21.86,2.58,14.01,16.28,0.83,2.3,6.29,1.74,04-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
04-Jun-2018 - 00:00,27.52,53.91,61.45,189.22,29.14,716.09,180.83,0.03,1.23,0.02,0.28,80.94,18.23,10.81,18.74,13.8,0.89,2.75,7.62,3.34,05-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
05-Jun-2018 - 00:00,29.32,63.41,59.84,189.3,29.17,715.81,192.49,0.04,1.52,0.0,0.15,60.12,31.25,3.04,19.5,13.23,0.86,3.37,9.03,2.75,06-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
06-Jun-2018 - 00:00,28.92,61.3,61.74,176.46,28.76,715.54,230.2,0.04,1.79,0.0,0.42,61.33,23.89,2.6,15.14,13.38,0.51,3.56,9.67,2.85,07-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
07-Jun-2018 - 00:00,15.28,23.94,71.82,95.45,29.14,717.07,252.11,0.02,1.76,0.13,0.47,66.59,13.21,2.4,9.16,12.46,0.18,1.55,1.95,2.97,08-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
08-Jun-2018 - 00:00,16.96,33.28,70.2,115.55,29.15,716.95,239.75,0.03,1.85,0.49,0.4,57.85,14.31,2.37,9.74,10.56,0.83,1.83,3.92,9.28,09-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
09-Jun-2018 - 00:00,16.8,33.71,68.81,158.35,28.96,716.65,195.89,0.07,2.34,0.0,0.31,47.9,14.15,2.43,9.7,8.84,0.44,1.4,2.5,4.46,10-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
10-Jun-2018 - 00:00,14.27,30.97,70.01,126.02,28.96,716.95,233.98,0.03,3.09,0.0,0.35,33.0,14.44,2.44,9.88,8.02,0.3,0.73,0.96,2.28,11-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
11-Jun-2018 - 00:00,19.93,51.64,73.76,80.59,28.65,717.49,219.69,0.02,2.69,0.09,0.4,25.17,18.94,2.94,12.73,8.54,0.56,3.92,11.52,1.91,12-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
12-Jun-2018 - 00:00,23.68,83.48,67.66,98.88,28.91,716.7,233.08,0.02,2.49,0.06,0.27,27.63,14.26,2.74,10.02,7.53,0.41,1.49,4.46,2.01,13-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
13-Jun-2018 - 00:00,23.48,89.55,61.33,175.76,29.72,716.18,241.29,0.01,2.86,0.0,0.18,29.71,14.18,2.75,9.97,7.26,0.37,1.04,1.76,1.73,14-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
14-Jun-2018 - 00:00,,90.09,59.7,162.18,29.9,716.09,206.68,0.04,2.37,0.0,0.11,26.43,14.27,2.81,10.09,6.87,4.12,1.03,2.05,0.94,15-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
15-Jun-2018 - 00:00,,75.32,55.53,200.75,30.06,715.73,207.82,0.03,2.41,0.0,0.18,29.79,14.06,2.55,9.75,7.05,2.38,0.81,1.31,0.85,16-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
16-Jun-2018 - 00:00,,61.06,55.3,179.79,30.12,716.35,219.11,0.0,2.47,0.0,0.18,32.82,14.09,2.68,9.88,6.71,2.89,0.62,0.78,0.65,17-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
17-Jun-2018 - 00:00,,63.21,56.12,240.6,31.09,716.35,217.22,0.01,3.29,0.03,0.2,29.16,19.31,5.08,14.71,14.85,2.32,0.59,0.82,0.8,18-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
18-Jun-2018 - 00:00,19.56,42.21,56.92,175.72,29.65,716.26,253.08,0.01,3.51,0.01,0.33,25.21,25.03,5.27,17.13,18.14,5.29,0.93,1.17,1.72,19-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
19-Jun-2018 - 00:00,34.35,14.0,61.11,190.91,29.28,716.64,257.37,0.0,2.63,0.0,0.27,32.44,12.25,2.56,8.74,4.23,2.65,0.72,1.23,0.6,20-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
20-Jun-2018 - 00:00,43.74,31.93,55.76,204.96,28.99,715.74,266.22,-0.02,1.85,0.0,0.21,39.41,14.73,2.5,9.87,5.8,3.44,0.95,1.81,0.72,21-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
21-Jun-2018 - 00:00,4.19,27.71,56.15,200.72,28.74,715.86,247.19,-0.02,1.92,0.0,0.24,39.26,17.22,2.59,11.26,8.11,3.21,1.49,3.51,1.06,22-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
22-Jun-2018 - 00:00,13.0,34.92,71.53,122.84,27.98,717.11,171.18,0.01,1.4,0.19,0.44,36.16,28.53,4.24,18.62,9.52,3.69,3.65,8.29,2.86,23-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
23-Jun-2018 - 00:00,12.09,20.05,77.34,106.3,27.85,717.68,248.39,-0.02,1.36,0.41,0.26,37.18,12.91,2.59,8.97,8.2,1.93,1.62,3.77,1.81,24-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
24-Jun-2018 - 00:00,14.36,37.32,68.06,166.15,27.94,717.94,239.29,-0.08,2.49,0.0,0.21,29.59,12.8,2.98,9.23,6.17,3.12,0.67,0.76,0.6,25-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
25-Jun-2018 - 00:00,14.72,41.77,66.16,140.92,29.21,718.92,237.83,-0.17,3.01,0.02,0.22,25.96,12.53,2.99,9.1,5.57,2.71,0.7,1.17,0.7,26-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
26-Jun-2018 - 00:00,15.58,51.26,65.17,136.95,27.69,718.91,210.15,-0.17,3.3,0.0,0.2,26.35,12.3,2.9,8.9,5.06,2.02,0.65,0.96,0.6,27-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
27-Jun-2018 - 00:00,15.12,40.76,68.1,136.73,27.69,719.1,235.41,-0.15,2.7,0.0,0.21,23.26,15.27,2.94,10.51,5.25,2.47,0.83,1.48,0.77,28-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
28-Jun-2018 - 00:00,16.67,47.47,64.46,131.29,29.13,718.87,249.78,-0.18,2.75,0.0,0.19,27.16,14.06,3.02,9.94,5.23,3.11,0.73,1.18,0.72,29-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
29-Jun-2018 - 00:00,17.02,55.33,63.71,167.18,27.69,718.81,282.83,-0.18,1.92,0.0,0.2,27.1,14.36,2.71,9.84,4.8,2.5,0.78,1.42,0.73,30-Jun-2018 - 00:00,"Central University, Hyderabad - TSPCB"
30-Jun-2018 - 00:00,17.58,49.07,60.14,220.85,27.95,718.16,238.6,-0.16,1.31,0.0,0.2,30.94,15.85,2.64,10.58,5.0,3.86,0.67,3.73,0.54,01-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
01-Jul-2018 - 00:00,14.47,34.32,61.55,155.02,28.67,718.26,249.8,-0.16,1.53,0.0,0.2,35.51,14.13,2.7,9.71,5.0,3.29,0.69,0.88,0.59,02-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
02-Jul-2018 - 00:00,14.75,40.45,61.49,198.43,28.52,718.27,237.26,-0.16,2.62,0.0,0.2,31.82,14.83,2.79,10.16,4.89,4.05,0.91,1.81,0.7,03-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
03-Jul-2018 - 00:00,15.78,38.93,66.4,113.43,28.84,719.3,225.29,-0.16,2.96,0.0,0.18,25.54,15.14,2.9,10.41,4.81,3.2,0.68,1.05,0.54,04-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
04-Jul-2018 - 00:00,14.67,59.02,62.08,133.86,29.38,718.86,223.18,-0.17,3.3,0.01,0.75,35.86,14.99,2.78,10.23,4.95,3.93,0.59,1.03,0.63,05-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
05-Jul-2018 - 00:00,10.95,32.82,68.08,134.23,28.81,719.41,191.44,-0.16,3.29,0.0,0.14,90.4,12.28,2.88,8.87,4.09,2.68,0.65,0.88,0.57,06-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
06-Jul-2018 - 00:00,15.61,39.33,76.27,97.1,28.32,718.3,163.19,-0.01,2.2,0.41,0.21,23.52,15.8,2.99,10.84,4.94,2.34,1.98,4.41,1.18,07-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
07-Jul-2018 - 00:00,19.03,34.4,82.19,46.35,27.65,718.85,212.42,-0.01,1.87,0.42,0.2,26.03,13.52,2.53,9.25,5.19,2.72,1.36,3.76,0.87,08-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
08-Jul-2018 - 00:00,16.18,27.96,82.1,48.07,28.86,719.4,186.53,-0.05,2.18,0.05,0.19,25.09,11.48,2.49,8.13,5.52,2.46,1.33,2.42,0.82,09-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
09-Jul-2018 - 00:00,15.18,27.46,78.84,60.76,29.09,719.8,192.83,-0.08,2.66,0.06,0.18,29.51,10.88,2.57,7.87,4.92,2.17,0.89,1.59,0.58,10-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
10-Jul-2018 - 00:00,18.59,40.66,76.46,113.96,28.66,719.86,216.46,-0.13,3.59,0.0,0.17,23.4,13.1,2.89,9.31,4.76,2.13,0.51,0.7,0.38,11-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
11-Jul-2018 - 00:00,19.06,44.57,73.77,116.33,28.74,719.87,197.27,-0.15,3.44,0.0,0.17,25.0,11.2,2.68,8.14,4.6,2.4,0.52,0.66,0.31,12-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
12-Jul-2018 - 00:00,8.42,12.5,85.05,70.02,29.07,719.73,221.94,-0.04,3.46,0.55,0.18,23.24,9.67,2.92,7.5,4.76,2.63,0.61,0.89,0.45,13-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
13-Jul-2018 - 00:00,11.82,20.51,80.1,95.44,28.89,720.01,212.22,-0.1,3.11,0.04,0.16,21.96,10.46,2.62,7.7,4.5,2.71,0.69,1.04,0.56,14-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
14-Jul-2018 - 00:00,12.69,31.14,83.29,82.08,28.91,719.11,203.25,-0.04,2.47,0.25,0.19,18.08,13.65,2.88,9.61,4.77,3.07,0.63,1.79,0.44,15-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
15-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
16-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,17-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
17-Jul-2018 - 00:00,13.93,26.13,72.58,226.08,29.8,718.38,215.47,-0.1,3.62,0.03,0.17,23.69,10.71,3.19,8.28,4.46,2.76,0.66,1.0,0.51,18-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
18-Jul-2018 - 00:00,13.65,30.35,73.42,101.54,29.58,719.05,215.84,-0.12,2.63,0.01,0.2,19.9,13.04,2.71,9.14,4.52,2.3,1.09,2.14,0.7,19-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
19-Jul-2018 - 00:00,13.85,35.05,72.34,140.39,29.09,719.1,212.35,-0.14,3.2,0.0,0.18,22.75,13.68,2.89,9.63,4.19,3.27,0.71,1.06,0.45,20-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
20-Jul-2018 - 00:00,11.54,31.7,76.23,91.62,29.64,720.18,199.41,-0.15,3.28,0.0,0.18,21.21,12.67,2.62,8.87,4.59,1.85,0.51,0.57,0.23,21-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
21-Jul-2018 - 00:00,21.15,55.0,68.58,166.23,29.4,718.97,180.58,-0.16,2.6,0.0,0.22,27.8,16.44,2.62,10.87,5.22,3.11,1.4,4.11,0.76,22-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
22-Jul-2018 - 00:00,22.5,59.75,71.25,3.0,29.42,720.67,227.25,-0.2,3.23,0.0,0.15,22.08,14.69,2.29,9.67,4.56,2.45,0.49,0.76,0.34,23-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
23-Jul-2018 - 00:00,17.03,62.48,65.58,218.18,30.03,718.86,210.29,-0.17,3.22,0.0,0.18,29.28,12.18,2.67,8.65,4.38,3.31,0.7,1.19,0.6,24-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
24-Jul-2018 - 00:00,16.26,46.58,69.2,134.16,29.18,719.39,242.74,-0.19,2.61,0.0,0.18,20.85,14.53,2.73,9.96,4.27,2.33,0.72,1.26,0.56,25-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
25-Jul-2018 - 00:00,16.79,51.32,66.32,174.88,29.16,718.94,230.78,-0.12,2.94,0.03,0.17,21.21,12.37,2.81,8.86,4.17,3.36,0.61,1.26,0.4,26-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
26-Jul-2018 - 00:00,13.89,38.42,69.52,127.47,28.72,719.58,259.84,-0.05,3.05,0.0,0.22,21.35,10.27,18.19,19.76,4.3,1.93,0.52,0.7,0.24,27-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
27-Jul-2018 - 00:00,13.0,43.02,68.46,139.97,28.08,719.48,248.93,-0.09,3.12,0.0,0.17,22.64,12.64,2.66,8.88,4.43,2.29,0.57,0.83,0.34,28-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
28-Jul-2018 - 00:00,16.88,52.76,66.4,139.11,29.06,719.39,248.08,-0.11,2.7,0.0,0.19,23.46,13.34,2.59,9.19,5.13,1.71,0.69,1.18,0.37,29-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
29-Jul-2018 - 00:00,18.25,58.33,67.25,3.08,28.64,720.0,242.92,-0.13,2.31,0.0,0.18,21.48,13.55,2.82,9.49,5.18,0.61,1.03,1.56,0.71,30-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
30-Jul-2018 - 00:00,21.93,75.24,61.16,171.4,29.39,719.08,247.56,-0.1,2.44,0.0,0.17,23.99,12.74,2.67,8.95,5.19,2.71,0.66,1.16,0.5,31-Jul-2018 - 00:00,"Central University, Hyderabad - TSPCB"
31-Jul-2018 - 00:00,18.5,62.55,63.79,144.64,29.83,719.47,243.35,-0.1,2.83,0.0,0.19,22.31,13.88,2.69,9.57,4.74,2.73,0.67,1.07,0.47,01-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
01-Aug-2018 - 00:00,20.13,70.98,70.81,128.85,29.23,719.94,239.74,-0.08,2.68,0.55,0.17,22.8,13.37,2.91,9.49,4.63,1.63,0.75,1.39,0.46,02-Aug-2018 - 00:00,"Central University, Hyderabad - TSPCB"
