from date,WD,RH,BP,SR,NO,NO2,Ozone,Temp,MH,WS,SO2,Benzene,Toluene,MP-Xylene,to date,station
21-Oct-2018 - 00:00,243.56,40.52,987.07,115.9,,,,26.53,0.0,2.35,,,,,22-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Oct-2018 - 00:00,290.85,41.95,985.94,133.7,,,,26.06,18.75,2.47,,,,,23-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Oct-2018 - 00:00,231.41,41.31,985.68,129.71,,,,26.48,0.0,1.71,,,,,24-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Oct-2018 - 00:00,102.43,45.59,985.67,102.41,,,,26.32,0.0,1.48,,,,,25-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Oct-2018 - 00:00,83.58,48.12,987.01,111.11,,,,25.74,0.0,1.57,,,,,26-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Oct-2018 - 00:00,174.72,47.05,988.93,90.62,,,,25.69,0.0,1.21,,,,,27-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Oct-2018 - 00:00,222.95,51.56,989.15,98.66,,,,25.85,0.0,1.3,,,,,28-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Oct-2018 - 00:00,272.19,52.8,988.95,147.56,,,,25.92,0.0,1.87,,,,,29-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Oct-2018 - 00:00,274.51,46.23,987.5,137.0,,,,27.81,0.0,1.78,,,,,30-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Oct-2018 - 00:00,184.84,55.55,987.79,72.84,,,,25.7,0.0,1.24,,,,,31-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
31-Oct-2018 - 00:00,112.67,55.1,988.32,89.14,,,,25.41,0.0,1.18,,,,,01-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Nov-2018 - 00:00,110.54,56.39,987.18,84.43,,,,25.19,0.0,1.27,,,,,02-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Nov-2018 - 00:00,101.2,53.54,985.68,84.28,,,,25.15,20.83,1.8,,,,,03-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Nov-2018 - 00:00,93.31,57.82,984.54,82.33,,,,24.51,0.0,2.96,,,,,04-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Nov-2018 - 00:00,182.43,56.46,986.08,99.35,,,,23.14,0.0,3.26,,,,,05-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Nov-2018 - 00:00,290.7,63.14,986.55,76.48,,,,21.38,0.0,2.55,,,,,06-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Nov-2018 - 00:00,296.21,41.58,986.94,112.86,,,,22.24,0.0,3.42,,,,,07-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Nov-2018 - 00:00,268.12,37.05,987.54,108.46,,,,21.84,0.0,2.14,,,,,08-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Nov-2018 - 00:00,225.13,47.09,987.73,75.33,,,,21.48,0.0,1.0,,,,,09-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Nov-2018 - 00:00,217.31,50.58,986.01,90.25,,,,22.6,0.0,1.01,,,,,10-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Nov-2018 - 00:00,144.06,53.57,986.75,94.07,,,,22.61,0.0,0.92,,,,,11-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Nov-2018 - 00:00,132.1,53.89,987.15,111.54,,,,23.38,0.0,1.16,,,,,12-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Nov-2018 - 00:00,76.53,71.05,986.45,87.21,,,,20.3,0.0,1.41,,,,,13-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Nov-2018 - 00:00,,,,,,,,,0.0,,,,,,14-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Nov-2018 - 00:00,,,,,,,,,0.0,,,,,,15-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Nov-2018 - 00:00,,,,,,,,,0.0,,,,,,16-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Nov-2018 - 00:00,,,,,,,,,0.0,,,,,,17-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Nov-2018 - 00:00,,,,,,,,,0.0,,,,,,18-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Nov-2018 - 00:00,,,,,,,,,0.0,,,,,,19-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Nov-2018 - 00:00,,,,,,,,,0.0,,,,,,20-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Nov-2018 - 00:00,,,,,,117.66,49.66,,0.0,,9.53,9.95,116.86,10.8,21-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Nov-2018 - 00:00,,,,,29.97,94.51,34.67,,0.0,,7.4,7.35,99.5,8.54,22-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Nov-2018 - 00:00,,,,,35.3,116.44,38.18,,0.0,,9.14,9.93,111.11,10.72,23-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Nov-2018 - 00:00,,,,,26.27,91.33,32.99,,30.0,,11.12,6.88,110.63,7.01,24-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Nov-2018 - 00:00,,,,,25.49,76.7,33.86,,,,7.27,6.67,67.95,6.62,25-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Nov-2018 - 00:00,,,,,30.94,96.07,35.51,,,,11.95,7.32,108.16,9.37,26-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Nov-2018 - 00:00,,,,,36.65,112.59,39.43,,0.0,,15.49,8.35,109.4,11.07,27-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Nov-2018 - 00:00,,,,,45.63,121.19,32.29,,0.0,,8.91,7.89,127.91,12.56,28-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Nov-2018 - 00:00,,,,,30.93,109.89,34.71,,0.0,,12.85,8.53,139.97,8.33,29-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Nov-2018 - 00:00,,,,,,110.43,35.7,,0.0,,10.24,9.62,123.65,10.23,30-Nov-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Nov-2018 - 00:00,,,,,28.07,101.49,31.97,,0.0,,10.19,6.49,91.54,6.81,01-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Dec-2018 - 00:00,,,,,25.65,81.78,34.18,,0.0,,8.72,4.72,47.69,5.45,02-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Dec-2018 - 00:00,,,,,,,,,0.0,,,,,,03-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Dec-2018 - 00:00,,,,,,,,,0.0,,,,,,04-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Dec-2018 - 00:00,,,,,,,,,0.0,,,,,,05-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Dec-2018 - 00:00,,,,,,,,,0.0,,,,,,06-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Dec-2018 - 00:00,,,,,,,,,11.04,,,,,,07-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Dec-2018 - 00:00,,,,,,,,,0.0,,,,,,08-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Dec-2018 - 00:00,,,,,,,,,0.0,,,,,,09-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Dec-2018 - 00:00,,,,,,,,,0.0,,,,,,10-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Dec-2018 - 00:00,,,,,23.04,131.09,34.94,,16.67,,19.75,8.16,112.91,12.69,11-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Dec-2018 - 00:00,,,,,23.37,113.62,31.3,,0.0,,16.98,7.91,106.13,9.58,12-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Dec-2018 - 00:00,,,,,,84.01,29.34,,0.0,,20.27,6.25,67.24,6.42,13-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Dec-2018 - 00:00,,,,,,54.21,32.21,,0.0,,7.53,5.42,52.29,2.53,14-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Dec-2018 - 00:00,,,,,,72.33,29.33,,0.0,,8.13,5.07,56.96,2.82,15-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Dec-2018 - 00:00,,,,,,75.0,27.89,,0.0,,8.73,5.08,54.02,3.07,16-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Dec-2018 - 00:00,,,,,,81.76,34.19,,0.0,,10.25,5.71,71.36,3.38,17-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Dec-2018 - 00:00,,,,,,84.13,35.39,,0.0,,11.28,8.08,93.23,4.24,18-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Dec-2018 - 00:00,,,,,,104.41,34.2,,0.0,,15.44,7.64,75.88,4.13,19-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Dec-2018 - 00:00,,,,,39.71,109.59,34.59,,12.05,,10.57,8.29,84.85,5.38,20-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Dec-2018 - 00:00,,,,,35.2,103.2,40.29,,0.0,,17.47,10.28,131.13,6.05,21-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Dec-2018 - 00:00,,,,,30.85,112.1,36.2,,0.0,,11.82,7.63,110.21,4.76,22-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Dec-2018 - 00:00,,,,,33.76,129.61,44.21,,,,18.28,9.06,151.91,6.79,23-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Dec-2018 - 00:00,,,,,37.25,117.72,53.1,,,,26.55,10.15,233.2,8.34,24-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Dec-2018 - 00:00,,,,,39.46,104.6,51.37,,0.0,,11.36,10.55,162.88,6.83,25-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Dec-2018 - 00:00,,,,,25.27,87.95,37.62,,0.0,,8.01,6.61,77.93,3.69,26-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Dec-2018 - 00:00,,,,,30.43,99.04,38.02,,0.0,,7.53,8.14,115.0,5.3,27-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Dec-2018 - 00:00,,,,,33.04,93.59,42.54,,9.32,,18.13,7.06,152.65,5.47,28-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Dec-2018 - 00:00,,,,,26.73,83.3,94.06,,239.39,,10.63,5.06,64.59,3.74,29-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Dec-2018 - 00:00,,,,,30.53,96.64,155.61,,316.54,,12.82,6.43,111.24,5.26,30-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Dec-2018 - 00:00,,,,,32.67,109.35,170.34,,309.38,,20.0,7.51,152.17,8.35,31-Dec-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
31-Dec-2018 - 00:00,,,,,31.95,102.74,172.01,,145.0,,35.67,5.28,124.8,,01-Jan-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
