from date,PM2.5,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,SR,WD,WS,RH,to date,station
17-May-2018 - 00:00,93.17,198.34,6.13,12.57,8.36,21.02,5.07,0.64,40.34,1.05,3.16,6.44,33.3,290.98,287.64,3.13,25.14,18-May-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
18-May-2018 - 00:00,83.16,193.45,5.42,12.56,8.4,20.96,5.05,0.65,38.19,0.98,3.01,6.17,32.62,388.99,249.39,2.98,28.58,19-May-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
19-May-2018 - 00:00,72.85,161.31,5.83,12.54,8.26,20.8,5.11,0.58,35.46,0.93,2.97,5.3,31.46,349.02,251.82,2.96,26.26,20-May-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
20-May-2018 - 00:00,67.17,106.08,4.82,12.56,8.47,21.03,5.02,0.71,38.84,0.81,2.88,5.58,32.72,414.35,281.94,2.78,20.08,21-May-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
21-May-2018 - 00:00,86.9,135.37,5.98,12.54,8.61,21.16,4.98,0.6,39.06,0.76,2.76,5.82,33.87,410.13,300.27,3.21,15.54,22-May-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
22-May-2018 - 00:00,91.54,151.25,5.1,12.53,8.39,20.92,5.07,0.63,40.86,0.85,2.82,5.98,34.82,384.74,283.05,3.06,15.95,23-May-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
23-May-2018 - 00:00,52.46,110.11,5.9,12.51,8.32,20.82,5.11,0.58,41.8,0.76,2.79,5.82,34.54,405.9,308.81,4.14,15.08,24-May-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
24-May-2018 - 00:00,52.88,103.81,5.46,12.53,8.33,20.85,5.1,0.63,41.08,0.79,2.8,5.79,34.97,397.09,297.82,2.23,13.27,25-May-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
25-May-2018 - 00:00,62.49,122.43,6.62,12.59,8.56,21.15,5.01,0.58,41.89,0.94,2.84,5.89,35.87,399.0,286.3,2.37,13.78,26-May-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
26-May-2018 - 00:00,73.39,123.6,5.94,12.63,8.34,20.97,5.08,0.54,43.12,0.97,2.83,5.76,36.24,392.74,240.11,2.31,14.82,27-May-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
27-May-2018 - 00:00,75.94,142.31,5.77,12.63,8.3,20.92,5.09,0.49,42.35,0.74,2.64,5.49,36.43,373.14,245.89,2.72,13.99,28-May-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
28-May-2018 - 00:00,106.08,73.68,7.0,12.62,8.25,20.86,5.11,0.97,40.76,0.86,2.77,5.79,36.22,398.67,294.62,2.95,15.19,29-May-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
29-May-2018 - 00:00,72.92,61.43,6.61,12.62,8.37,20.99,5.07,0.99,44.53,0.82,2.59,5.45,35.89,385.99,107.35,3.59,18.95,30-May-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
30-May-2018 - 00:00,67.57,66.92,6.42,12.54,8.68,21.22,4.99,0.72,41.19,0.83,2.52,5.22,34.77,380.84,147.59,3.02,29.48,31-May-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
31-May-2018 - 00:00,78.71,355.66,5.06,11.77,17.64,20.19,6.28,0.98,34.21,0.89,2.6,5.08,34.61,384.37,154.43,3.37,39.89,01-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Jun-2018 - 00:00,89.93,302.4,6.73,0.48,8.52,8.64,1.51,1.56,22.46,0.73,2.59,4.54,33.53,389.75,140.62,3.37,39.42,02-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Jun-2018 - 00:00,48.79,183.25,6.06,1.42,8.58,9.15,1.61,1.27,21.13,0.6,2.44,4.82,31.77,416.58,123.96,3.75,42.94,03-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Jun-2018 - 00:00,68.96,201.81,6.3,0.78,8.42,8.31,1.59,1.21,23.44,0.58,2.46,5.23,33.8,427.08,138.21,3.24,44.56,04-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Jun-2018 - 00:00,62.96,194.73,6.08,6.06,9.64,13.3,3.65,1.84,33.8,0.53,2.27,4.15,35.11,350.52,134.02,3.13,43.03,05-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Jun-2018 - 00:00,57.94,207.0,3.13,12.31,9.62,21.57,4.86,1.21,38.83,0.59,2.44,4.12,35.48,437.21,145.34,3.56,45.95,06-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,07-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Jun-2018 - 00:00,50.33,156.85,5.47,12.99,14.2,24.42,2.84,2.64,45.02,0.77,2.76,4.95,35.88,357.59,179.37,1.68,43.44,08-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Jun-2018 - 00:00,53.31,179.19,6.1,45.18,24.43,33.89,4.76,2.3,31.91,0.91,2.83,5.44,34.63,291.35,153.79,2.22,49.08,09-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Jun-2018 - 00:00,29.34,135.2,11.27,22.97,7.1,22.63,4.44,0.84,28.1,0.54,2.44,4.38,28.83,337.66,163.46,1.79,67.59,10-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Jun-2018 - 00:00,50.86,149.18,10.19,9.29,18.57,28.85,4.53,,33.75,0.7,2.57,5.17,32.26,429.29,221.59,1.5,58.15,11-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Jun-2018 - 00:00,50.12,176.13,14.45,12.06,48.71,61.77,4.65,,26.33,0.61,2.11,4.36,33.88,302.7,292.62,2.25,46.01,12-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Jun-2018 - 00:00,66.18,285.1,6.19,61.74,87.86,125.91,38.78,,37.24,0.96,3.09,8.68,38.55,206.2,255.18,1.09,26.65,13-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Jun-2018 - 00:00,86.65,366.57,7.72,29.28,14.94,44.21,6.63,2.82,33.98,1.02,2.85,5.8,37.39,432.58,192.99,1.58,32.61,14-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Jun-2018 - 00:00,182.96,896.37,6.95,21.98,17.24,39.22,6.43,,28.97,0.7,2.57,4.52,35.14,390.51,181.2,2.11,44.07,15-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Jun-2018 - 00:00,273.17,865.54,5.03,18.76,14.46,33.22,6.76,,31.2,0.57,2.54,4.47,33.96,322.07,173.87,2.07,42.1,16-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Jun-2018 - 00:00,133.43,369.91,8.98,17.87,13.25,31.12,7.53,,29.8,0.48,2.44,4.64,27.84,303.36,123.36,2.91,64.56,17-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Jun-2018 - 00:00,48.99,213.69,4.52,17.91,13.17,31.08,7.53,,30.57,0.56,2.46,5.1,26.49,354.78,177.56,2.14,75.42,18-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Jun-2018 - 00:00,42.04,183.51,6.38,21.3,14.18,35.48,6.49,,42.64,0.64,2.57,4.89,29.0,359.02,210.46,1.51,67.21,19-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Jun-2018 - 00:00,40.33,173.28,7.17,22.68,15.12,37.81,5.61,0.0,44.99,0.75,2.67,4.71,31.72,451.17,265.0,1.4,52.92,20-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Jun-2018 - 00:00,42.79,148.4,6.67,13.03,16.43,29.46,5.82,,35.17,0.85,2.78,4.84,33.27,435.83,207.68,1.58,43.86,21-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Jun-2018 - 00:00,34.42,121.7,5.42,11.98,17.25,29.22,5.93,,42.81,0.93,2.7,4.69,34.58,448.98,261.51,1.42,36.72,22-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Jun-2018 - 00:00,41.45,161.08,7.48,11.29,16.93,28.21,6.18,,,1.27,2.94,5.49,35.29,389.19,271.33,1.61,33.86,23-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Jun-2018 - 00:00,31.22,144.83,7.44,11.02,16.44,27.47,6.33,,,0.98,2.66,4.94,32.33,371.36,192.35,1.81,41.09,24-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Jun-2018 - 00:00,42.95,121.04,6.33,10.91,16.55,27.46,6.21,,,1.15,2.66,5.02,33.73,498.32,282.55,1.5,40.32,25-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Jun-2018 - 00:00,43.66,174.86,4.57,10.83,16.09,26.92,6.24,,42.97,0.89,2.31,3.47,37.67,533.25,212.48,2.92,29.92,26-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Jun-2018 - 00:00,49.07,222.67,6.55,10.58,15.8,26.39,6.34,,28.23,0.81,2.19,4.71,34.16,437.89,204.12,3.33,45.42,27-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Jun-2018 - 00:00,31.16,87.33,7.34,10.57,16.28,26.85,6.21,,29.27,0.62,1.99,3.56,27.79,271.58,123.22,3.32,68.97,28-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Jun-2018 - 00:00,21.51,44.91,11.91,10.89,16.26,27.15,6.06,1.74,24.48,0.59,1.92,3.3,25.72,307.3,132.84,2.18,88.97,29-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Jun-2018 - 00:00,14.75,40.31,8.35,10.76,16.84,27.61,5.97,,17.41,0.72,2.21,3.88,26.52,333.08,231.02,1.3,90.06,30-Jun-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Jun-2018 - 00:00,28.11,75.74,10.0,11.97,17.69,29.65,6.69,,26.6,0.97,2.48,4.59,28.95,406.86,207.61,1.17,77.72,01-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Jul-2018 - 00:00,39.64,89.39,3.64,13.26,18.88,32.12,7.34,,40.39,1.21,2.7,5.26,32.26,405.66,227.2,1.32,69.24,02-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Jul-2018 - 00:00,41.63,93.78,4.51,13.15,18.8,31.93,7.41,,35.45,0.98,2.27,4.37,31.88,395.4,159.99,2.09,69.08,03-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Jul-2018 - 00:00,31.02,43.39,9.37,13.12,18.69,31.79,7.43,,20.97,0.6,2.05,3.59,25.21,266.42,138.92,2.12,97.22,04-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Jul-2018 - 00:00,54.1,51.98,11.72,17.13,18.68,32.67,7.33,,21.09,0.65,2.09,3.96,27.22,405.91,144.3,2.15,83.75,05-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Jul-2018 - 00:00,36.57,76.72,4.97,4.71,7.49,12.01,4.6,,31.69,0.73,2.22,4.1,29.41,384.83,241.87,2.43,77.09,06-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Jul-2018 - 00:00,57.78,119.33,10.73,8.62,9.16,17.79,5.58,0.19,37.71,1.09,2.37,4.6,31.4,435.62,266.86,2.05,70.64,07-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Jul-2018 - 00:00,51.23,108.04,7.07,11.38,9.29,20.67,6.76,0.18,40.08,1.05,2.42,4.99,33.03,441.55,261.34,2.64,61.08,08-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Jul-2018 - 00:00,42.4,93.41,6.28,11.27,9.21,20.48,6.75,0.48,38.8,0.81,2.19,4.45,33.98,463.97,184.93,2.47,58.27,09-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Jul-2018 - 00:00,43.2,87.74,9.34,11.26,9.2,20.46,6.91,0.16,38.01,0.67,2.03,3.29,35.11,458.68,166.22,1.75,53.15,10-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Jul-2018 - 00:00,53.36,67.95,7.2,8.86,10.8,19.66,7.33,0.2,25.08,0.7,2.08,3.83,32.7,386.48,137.26,1.88,77.6,11-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Jul-2018 - 00:00,26.74,44.34,7.11,9.5,9.91,19.42,7.44,0.44,30.42,0.62,2.06,3.96,29.84,352.78,123.41,2.15,84.82,12-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Jul-2018 - 00:00,36.06,55.53,5.92,10.44,8.76,19.2,7.64,,25.72,3.35,2.59,3.63,30.11,291.85,105.74,2.98,88.75,13-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Jul-2018 - 00:00,15.94,32.15,11.07,10.59,9.04,18.64,7.67,,17.11,5.56,2.73,2.07,28.95,487.89,123.22,2.22,80.37,14-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Jul-2018 - 00:00,21.33,44.86,7.11,10.01,9.17,19.17,7.68,,35.67,3.32,1.94,2.92,33.1,666.55,136.53,1.59,63.96,15-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Jul-2018 - 00:00,23.05,43.5,6.36,9.69,9.43,19.12,7.58,,30.82,2.71,1.86,5.68,33.41,479.96,140.73,1.96,61.46,16-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Jul-2018 - 00:00,27.83,46.5,3.13,9.84,9.42,18.64,7.55,0.0,28.85,2.58,1.76,5.38,30.94,379.83,127.34,2.2,79.12,17-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Jul-2018 - 00:00,20.62,42.3,2.53,10.01,9.33,15.79,7.6,0.0,35.04,1.9,1.27,4.11,30.5,388.64,121.49,2.01,84.03,18-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Jul-2018 - 00:00,21.95,54.02,4.08,10.51,8.81,15.33,7.69,0.0,40.7,1.39,0.88,3.21,32.93,529.85,166.29,1.5,68.14,19-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Jul-2018 - 00:00,16.41,57.52,2.68,10.42,8.71,16.12,7.66,0.31,40.15,1.71,1.11,4.44,32.71,530.37,190.24,1.47,68.66,20-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Jul-2018 - 00:00,26.93,64.01,9.09,10.27,7.94,18.22,6.83,0.41,27.43,2.03,1.52,6.17,31.14,344.3,176.68,1.89,77.44,21-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Jul-2018 - 00:00,27.88,58.98,6.02,9.59,5.99,15.58,4.69,0.4,31.35,2.19,1.67,8.54,31.47,453.19,184.6,2.28,70.84,22-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Jul-2018 - 00:00,25.91,27.08,3.91,9.36,6.07,15.42,4.71,0.32,33.93,1.75,1.33,8.44,29.25,321.15,122.25,3.15,89.22,23-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Jul-2018 - 00:00,23.19,40.05,4.05,9.38,6.02,13.28,4.71,0.45,39.67,1.54,0.97,6.24,30.51,441.77,136.12,2.58,85.35,24-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Jul-2018 - 00:00,22.17,48.42,3.69,10.3,5.2,11.84,6.19,0.28,37.28,1.28,0.94,3.76,30.24,448.72,147.48,2.72,81.8,25-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Jul-2018 - 00:00,27.25,50.85,3.45,10.73,4.84,14.59,6.71,0.39,32.67,1.64,1.19,4.74,30.26,498.0,163.19,2.67,84.47,26-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Jul-2018 - 00:00,12.04,31.5,3.41,10.62,4.81,8.68,6.71,0.15,27.44,1.06,0.65,2.17,29.26,552.75,121.48,3.17,89.43,27-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Jul-2018 - 00:00,2.73,30.2,2.59,11.35,5.65,14.11,6.02,0.22,32.85,1.38,0.86,3.28,29.57,567.01,127.84,2.8,84.94,28-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Jul-2018 - 00:00,0.0,30.79,1.9,12.48,6.7,19.19,5.32,0.26,27.39,1.86,1.43,8.11,30.49,420.76,174.4,2.39,82.43,29-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Jul-2018 - 00:00,0.0,36.5,1.94,12.72,6.65,19.34,5.3,0.33,26.48,1.97,1.52,10.94,29.38,435.17,150.36,2.34,81.05,30-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Jul-2018 - 00:00,0.0,50.25,2.05,12.68,6.59,19.3,5.31,0.32,33.37,2.18,1.7,12.09,32.06,508.29,223.66,2.37,69.14,31-Jul-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
31-Jul-2018 - 00:00,0.0,60.47,2.22,12.41,6.62,19.03,5.33,0.31,37.33,2.23,1.63,7.55,31.68,501.81,178.58,2.18,71.19,01-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Aug-2018 - 00:00,0.0,63.32,2.16,12.74,7.25,20.04,5.9,0.2,41.34,1.94,1.42,6.98,31.03,475.46,137.76,2.48,71.89,02-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Aug-2018 - 00:00,0.0,61.56,4.0,14.06,8.58,22.67,7.14,0.54,42.42,1.87,1.36,8.02,30.93,464.3,126.87,2.57,68.5,03-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Aug-2018 - 00:00,0.0,147.26,2.79,14.21,8.92,23.12,7.08,0.23,30.11,2.08,1.54,11.38,33.69,631.5,203.41,2.05,64.52,04-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Aug-2018 - 00:00,0.0,125.82,4.44,12.4,8.62,20.94,5.4,0.15,38.1,1.84,1.23,5.78,32.98,487.29,179.74,1.84,70.87,05-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Aug-2018 - 00:00,0.0,82.16,5.35,11.47,8.12,19.59,4.03,,33.56,1.84,1.28,8.71,31.5,372.73,180.54,1.88,78.75,06-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Aug-2018 - 00:00,0.0,46.76,6.75,11.71,8.08,19.78,3.94,,34.7,1.76,1.19,7.52,29.04,311.82,131.43,3.39,90.77,07-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Aug-2018 - 00:00,0.0,19.16,8.76,12.66,7.92,20.58,3.54,,34.44,1.72,1.27,7.27,25.95,285.51,118.85,3.34,98.21,08-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Aug-2018 - 00:00,0.0,18.24,7.26,12.83,6.89,17.67,3.44,,32.94,1.97,1.42,6.57,27.68,332.07,148.27,2.38,89.16,09-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Aug-2018 - 00:00,0.0,19.89,6.96,5.54,7.17,12.71,7.71,,35.54,1.97,1.39,5.96,29.67,349.84,132.85,2.77,82.23,10-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Aug-2018 - 00:00,0.0,39.35,8.75,5.65,7.67,13.32,7.57,,34.43,2.07,1.68,9.37,30.49,355.21,161.95,1.64,79.43,11-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Aug-2018 - 00:00,0.0,37.52,8.51,5.73,7.76,13.49,7.43,,29.67,2.29,2.0,11.62,29.83,343.07,161.97,2.11,88.78,12-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Aug-2018 - 00:00,0.0,66.85,8.44,5.57,7.84,13.4,7.44,,28.81,2.08,1.74,11.77,29.95,367.16,146.92,2.07,92.25,13-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Aug-2018 - 00:00,0.0,46.29,6.79,6.25,8.84,15.02,7.22,,29.29,1.86,1.42,8.68,29.56,379.06,152.05,2.75,85.23,14-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Aug-2018 - 00:00,0.0,35.7,7.06,9.73,10.35,20.08,5.92,,37.44,1.8,1.36,10.27,28.59,467.93,156.93,2.66,85.9,15-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Aug-2018 - 00:00,0.0,31.42,9.04,9.59,10.38,19.96,5.95,,33.88,2.0,1.67,11.11,27.49,219.91,116.71,1.75,91.56,16-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Aug-2018 - 00:00,0.0,60.95,6.5,7.76,10.26,18.1,6.18,,37.69,1.91,1.24,7.21,31.24,549.42,121.14,2.64,80.54,17-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Aug-2018 - 00:00,0.0,55.61,3.38,7.33,9.47,16.8,5.64,,33.05,1.99,1.34,9.98,32.92,598.36,123.61,2.8,69.9,18-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Aug-2018 - 00:00,0.0,28.6,6.4,7.22,9.46,16.69,5.67,,39.75,1.9,1.5,11.06,30.78,399.56,148.12,2.47,78.75,19-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Aug-2018 - 00:00,0.0,24.34,5.06,7.15,9.47,16.62,5.69,,32.63,1.9,1.45,10.76,30.58,386.17,187.35,2.31,80.16,20-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Aug-2018 - 00:00,0.0,39.24,6.12,9.25,10.17,19.42,6.2,0.34,34.9,1.96,1.32,7.89,32.47,460.07,198.77,2.37,75.79,21-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Aug-2018 - 00:00,1.59,37.86,8.46,13.48,12.08,25.25,6.39,1.05,33.1,2.37,1.35,4.83,30.55,433.36,101.67,3.11,82.41,22-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Aug-2018 - 00:00,0.0,43.43,6.82,14.24,13.68,27.95,6.5,0.03,31.14,5.83,3.09,6.45,31.73,512.73,187.04,2.34,79.15,23-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Aug-2018 - 00:00,0.0,32.8,5.75,12.19,12.17,22.1,7.37,0.0,27.83,5.12,2.68,7.16,30.01,448.29,135.1,3.28,87.8,24-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Aug-2018 - 00:00,0.0,43.68,6.17,14.67,13.43,25.25,6.26,0.0,31.11,4.93,2.75,10.34,28.99,310.01,135.27,3.19,87.17,25-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,26-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,27-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Aug-2018 - 00:00,0.0,67.11,30.15,42.98,23.07,38.59,14.55,0.0,28.12,2.08,1.07,3.51,34.29,501.9,285.28,3.37,60.26,28-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Aug-2018 - 00:00,0.0,95.06,6.13,14.91,11.97,23.36,5.68,0.04,34.28,5.07,2.81,5.9,32.85,405.94,173.85,2.56,67.68,29-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Aug-2018 - 00:00,0.0,98.31,5.15,12.42,11.73,23.77,3.59,0.0,15.33,5.82,3.35,12.01,31.07,348.04,175.39,2.6,81.78,30-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Aug-2018 - 00:00,0.0,73.24,5.22,11.05,10.64,21.09,4.9,0.0,20.73,5.49,2.97,7.55,31.59,435.96,174.23,2.63,78.42,31-Aug-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
31-Aug-2018 - 00:00,0.0,85.83,5.98,11.99,9.82,18.17,5.98,0.0,29.57,4.37,3.85,4.96,33.01,459.33,173.39,1.69,66.41,01-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Sep-2018 - 00:00,0.0,72.91,5.25,16.29,19.09,25.5,12.86,0.0,33.02,4.56,5.08,7.91,30.75,433.35,174.38,2.39,78.31,02-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Sep-2018 - 00:00,0.0,47.12,2.48,12.85,10.25,16.5,5.79,0.0,13.32,4.43,2.77,2.63,29.96,402.0,144.28,2.83,81.83,03-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Sep-2018 - 00:00,0.0,38.08,3.07,31.6,14.57,29.17,9.27,0.0,19.17,4.4,4.78,6.01,29.76,270.57,160.59,2.57,81.51,04-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Sep-2018 - 00:00,0.0,39.09,3.09,17.7,10.85,25.79,7.52,0.0,23.33,4.9,5.85,5.16,29.49,364.8,153.62,2.24,78.79,05-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Sep-2018 - 00:00,0.0,66.04,2.1,12.23,10.83,20.34,5.99,0.0,32.36,5.11,5.04,4.39,32.59,433.73,198.99,2.01,63.83,06-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Sep-2018 - 00:00,0.0,84.99,2.38,11.0,8.31,19.31,5.32,0.0,23.17,6.94,7.77,6.84,32.15,349.64,212.61,1.78,68.55,07-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Sep-2018 - 00:00,0.0,52.98,2.78,9.6,7.3,16.89,4.69,0.0,19.38,6.52,8.39,7.58,29.54,322.59,132.64,2.76,75.33,08-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Sep-2018 - 00:00,0.0,25.07,3.22,10.32,8.03,18.35,4.45,0.0,22.63,5.02,7.6,8.38,29.08,399.85,157.13,1.88,69.37,09-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Sep-2018 - 00:00,0.0,34.16,2.9,10.69,10.73,21.21,4.44,0.0,17.61,5.25,7.89,11.5,28.55,302.05,151.12,2.04,77.47,10-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Sep-2018 - 00:00,0.0,44.33,4.33,10.61,10.78,21.39,4.29,0.0,19.7,5.45,8.13,11.16,29.63,337.86,194.35,1.56,75.76,11-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Sep-2018 - 00:00,0.0,42.58,2.57,16.09,15.82,31.91,11.32,0.0,21.99,5.42,8.13,11.6,29.67,391.6,203.58,1.53,72.19,12-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Sep-2018 - 00:00,0.0,46.97,2.96,16.96,14.54,31.51,13.24,0.0,21.08,4.6,6.81,9.15,29.18,342.2,132.6,2.08,79.42,13-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Sep-2018 - 00:00,0.0,86.45,3.1,14.79,10.89,25.68,9.9,0.0,19.42,4.03,5.85,8.61,28.91,398.48,160.65,2.38,77.76,14-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
