from date,PM2.5,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,SR,WD,WS,RH,to date,station
14-Sep-2018 - 00:00,0.0,42.06,2.28,15.63,11.36,26.99,9.42,0.0,20.11,3.94,5.77,9.73,28.22,412.05,142.14,2.47,71.96,15-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Sep-2018 - 00:00,0.0,35.83,2.82,15.75,11.64,27.38,9.3,0.0,19.97,4.08,5.9,10.0,28.39,369.39,202.7,2.62,64.1,16-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Sep-2018 - 00:00,0.0,41.63,2.35,15.68,11.37,27.05,9.33,0.0,22.3,4.09,6.0,10.47,29.58,452.6,297.12,2.38,56.43,17-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Sep-2018 - 00:00,0.0,58.69,3.5,15.26,11.49,26.76,9.48,0.0,25.06,4.29,6.12,10.44,29.01,373.38,268.47,1.95,58.56,18-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Sep-2018 - 00:00,0.0,68.66,1.9,15.56,11.79,27.35,9.31,0.0,25.8,4.42,6.27,10.58,29.44,368.47,219.07,1.98,55.84,19-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Sep-2018 - 00:00,0.0,81.96,3.39,15.32,11.69,27.01,9.43,0.0,25.92,4.58,6.39,10.71,29.92,372.47,212.5,1.92,61.03,20-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Sep-2018 - 00:00,0.0,87.92,2.69,14.85,11.29,26.14,9.7,0.0,28.02,4.35,6.19,10.51,30.19,366.97,178.19,2.17,62.28,21-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Sep-2018 - 00:00,0.0,72.27,2.63,14.78,11.04,25.82,9.81,0.0,24.13,4.23,5.96,10.3,30.13,373.9,125.48,2.53,68.2,22-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Sep-2018 - 00:00,0.0,31.34,4.35,15.87,10.56,24.74,9.55,0.0,18.07,3.98,5.79,9.13,25.34,251.71,126.05,2.85,83.14,23-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Sep-2018 - 00:00,0.0,11.33,5.11,17.57,3.76,21.26,7.38,0.02,10.98,3.88,5.72,7.32,20.98,245.44,151.18,2.07,98.99,24-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Sep-2018 - 00:00,0.0,17.42,5.22,5.14,0.78,5.91,6.57,0.0,16.05,6.27,3.39,6.96,23.56,337.71,115.25,3.01,87.77,25-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Sep-2018 - 00:00,0.0,29.97,2.98,6.51,1.44,7.95,4.46,0.0,11.92,13.26,0.84,12.63,,411.97,202.48,0.95,85.17,26-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Sep-2018 - 00:00,0.0,82.23,6.5,4.7,1.37,6.06,4.18,0.0,9.8,18.36,1.76,15.8,,295.44,255.44,1.21,91.6,27-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Sep-2018 - 00:00,0.0,94.2,4.54,6.15,5.25,11.4,6.95,0.06,16.71,17.55,1.13,13.72,26.38,364.27,216.53,7.06,81.26,28-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Sep-2018 - 00:00,0.0,90.23,5.98,10.51,11.86,22.38,12.14,0.0,19.54,22.01,1.12,14.99,26.18,371.54,222.42,36.18,78.01,29-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Sep-2018 - 00:00,0.0,46.96,6.49,13.96,14.48,28.44,11.3,0.0,17.27,14.77,0.99,14.63,,392.31,262.57,37.19,69.94,30-Sep-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Sep-2018 - 00:00,0.0,84.44,6.26,11.65,14.13,25.78,10.91,0.0,20.21,17.68,1.59,15.5,,370.74,287.8,34.89,66.35,01-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Oct-2018 - 00:00,0.0,121.28,6.5,10.73,14.82,25.55,11.04,0.0,20.82,17.89,1.64,15.25,28.07,357.94,196.58,37.7,71.97,02-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Oct-2018 - 00:00,0.0,130.24,5.86,10.58,15.05,25.63,10.85,0.0,20.82,16.91,1.55,15.19,32.71,347.7,216.72,35.41,68.67,03-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Oct-2018 - 00:00,0.0,134.29,6.57,10.62,14.35,24.95,10.62,0.0,18.11,16.18,1.45,14.73,37.88,348.75,214.77,34.14,68.67,04-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Oct-2018 - 00:00,0.0,80.15,6.64,12.73,18.64,31.37,10.11,0.0,19.46,14.44,1.04,13.28,24.71,428.38,202.42,30.27,49.79,05-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Oct-2018 - 00:00,0.0,67.1,6.47,11.4,17.22,28.62,9.75,0.0,18.27,10.5,0.92,9.21,39.25,319.89,291.93,40.68,47.1,06-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Oct-2018 - 00:00,0.0,102.97,6.25,13.16,16.13,29.29,9.83,0.0,17.19,14.7,1.36,12.79,43.02,387.61,283.16,38.31,52.08,07-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Oct-2018 - 00:00,0.0,194.53,6.78,10.67,15.26,25.93,9.97,0.0,23.5,17.2,1.62,14.64,43.88,348.87,259.15,33.34,52.53,08-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Oct-2018 - 00:00,0.0,149.14,4.77,11.06,12.43,23.48,11.54,0.0,21.83,16.51,1.23,10.21,38.46,321.18,124.8,13.52,54.46,09-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Oct-2018 - 00:00,0.0,87.05,3.76,12.73,11.1,23.82,13.53,0.0,9.09,20.85,0.7,9.03,26.35,355.51,189.43,4.03,53.91,10-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Oct-2018 - 00:00,0.0,136.07,4.2,16.12,14.78,30.89,17.29,0.0,17.8,19.53,1.18,10.21,24.02,295.07,173.94,3.1,64.77,11-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Oct-2018 - 00:00,0.0,144.63,6.41,22.31,21.66,43.96,24.03,0.0,20.87,17.9,1.06,7.43,,366.09,126.87,3.8,64.85,12-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Oct-2018 - 00:00,0.0,152.53,6.41,28.32,27.51,55.82,25.33,0.0,17.26,17.3,1.34,13.05,,340.09,207.88,2.68,63.48,13-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Oct-2018 - 00:00,0.0,216.64,5.5,27.18,26.11,53.3,24.7,0.0,18.05,20.13,1.74,14.72,,330.98,269.72,3.02,61.11,14-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Oct-2018 - 00:00,0.0,273.19,6.89,25.81,26.49,52.3,24.72,0.0,18.59,15.05,2.02,14.57,,322.29,250.46,3.01,59.02,15-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Oct-2018 - 00:00,0.0,222.35,6.43,18.48,23.0,42.09,20.75,0.09,25.05,13.04,1.8,10.64,,317.3,164.78,2.99,62.3,16-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Oct-2018 - 00:00,0.0,121.03,6.1,12.15,18.25,31.4,18.03,0.0,30.86,9.46,1.11,7.65,,330.32,102.63,4.18,51.82,17-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Oct-2018 - 00:00,0.0,123.52,5.97,14.51,20.11,35.62,18.62,0.0,23.28,12.37,1.43,9.69,,295.47,142.03,3.78,55.85,18-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Oct-2018 - 00:00,0.0,105.97,5.55,15.16,20.93,37.09,18.75,0.01,22.51,13.5,1.6,10.68,,326.83,216.57,3.11,55.02,19-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Oct-2018 - 00:00,0.0,112.61,6.57,16.69,23.01,40.7,18.76,0.0,21.78,12.31,1.55,10.42,,321.45,250.47,3.1,50.15,20-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Oct-2018 - 00:00,0.0,91.07,6.28,18.04,25.48,44.51,18.55,0.0,18.39,13.26,1.19,9.08,,335.06,231.9,3.0,47.63,21-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Oct-2018 - 00:00,22.45,142.44,5.51,24.5,29.35,41.59,17.14,0.01,18.69,13.25,1.72,12.23,,316.81,227.55,2.83,49.57,22-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Oct-2018 - 00:00,59.46,179.55,5.02,31.2,29.18,58.3,15.97,0.0,18.18,15.1,1.95,11.26,,291.76,,,53.21,23-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Oct-2018 - 00:00,48.26,142.85,6.26,25.12,23.77,48.44,14.57,0.0,22.78,12.84,1.68,9.46,22.52,308.52,,,49.17,24-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Oct-2018 - 00:00,61.59,184.76,6.58,26.44,24.77,50.43,14.81,0.01,20.97,13.27,1.51,8.56,21.59,286.24,234.39,1.06,49.8,25-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Oct-2018 - 00:00,37.7,107.83,6.47,35.56,26.77,63.33,16.08,0.0,20.91,12.6,2.07,10.42,24.15,246.25,213.39,1.02,53.37,26-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Oct-2018 - 00:00,42.82,122.39,5.88,31.61,26.92,59.53,15.6,0.01,22.44,18.73,2.63,11.35,24.32,280.64,228.09,1.01,57.18,27-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Oct-2018 - 00:00,48.14,137.54,5.85,31.24,26.18,58.42,15.66,0.0,25.03,10.51,2.53,11.66,24.23,259.37,202.05,1.04,60.33,28-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Oct-2018 - 00:00,45.82,130.9,5.84,33.72,28.85,63.56,16.1,0.0,15.6,15.3,2.48,13.45,24.18,265.44,203.15,1.14,63.35,29-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Oct-2018 - 00:00,57.51,176.48,5.94,31.15,25.76,57.57,15.11,0.02,21.55,15.37,2.51,11.23,24.27,251.73,208.25,1.08,70.74,30-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Oct-2018 - 00:00,58.88,175.13,6.37,24.14,20.97,43.38,13.05,0.0,24.45,12.35,2.04,9.49,24.08,239.62,176.12,1.01,71.93,31-Oct-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
31-Oct-2018 - 00:00,47.09,140.72,6.19,26.99,22.52,47.53,13.64,0.01,20.37,13.67,2.39,11.48,23.72,227.46,167.34,1.42,74.43,01-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Nov-2018 - 00:00,112.57,312.81,6.27,23.48,21.37,42.44,13.02,0.0,20.08,13.1,2.2,9.11,23.49,204.55,98.59,1.88,81.1,02-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Nov-2018 - 00:00,31.13,93.85,6.03,20.09,21.26,41.34,12.48,0.01,14.83,8.15,1.06,6.96,22.78,249.67,98.49,2.46,64.87,03-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Nov-2018 - 00:00,49.05,140.13,6.47,23.25,28.18,51.4,13.56,0.0,13.98,7.15,0.92,8.93,21.26,225.9,151.65,1.86,68.54,04-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Nov-2018 - 00:00,8.99,90.31,5.85,30.17,32.64,18.19,15.08,0.0,11.53,1.82,0.23,2.43,18.0,140.14,237.1,1.19,79.13,05-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Nov-2018 - 00:00,23.33,96.48,6.07,21.19,27.41,40.17,13.32,0.0,25.06,8.19,1.16,6.04,21.83,276.86,315.45,1.52,46.73,06-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Nov-2018 - 00:00,34.59,98.72,,25.9,38.59,64.47,14.94,0.0,12.99,11.23,1.34,11.83,20.06,270.49,265.22,1.42,47.55,07-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Nov-2018 - 00:00,75.7,218.49,20.51,34.49,43.05,74.72,16.69,0.34,11.53,11.25,2.5,13.36,20.5,279.65,273.84,1.21,43.82,08-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Nov-2018 - 00:00,87.35,187.1,8.1,27.04,31.86,54.02,14.37,1.08,31.03,5.02,1.71,6.69,20.65,256.45,137.04,1.07,51.96,09-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Nov-2018 - 00:00,59.41,113.04,3.17,33.02,38.75,71.45,14.88,0.78,27.2,6.18,2.87,11.92,20.86,248.5,212.9,1.01,57.36,10-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Nov-2018 - 00:00,56.83,163.36,3.88,33.04,37.78,68.79,9.71,0.01,26.44,6.72,2.97,12.77,21.0,246.91,191.11,0.91,57.67,11-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Nov-2018 - 00:00,60.5,172.7,3.48,29.67,34.63,62.23,8.86,0.0,22.42,6.24,2.01,9.04,20.35,212.54,200.97,1.03,65.39,12-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Nov-2018 - 00:00,33.39,95.44,2.31,28.71,36.99,63.7,9.15,0.0,17.01,6.3,1.53,8.85,20.29,220.47,217.43,0.95,69.88,13-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Nov-2018 - 00:00,46.2,132.04,,29.87,38.85,66.67,9.49,0.0,15.81,6.13,1.33,9.15,19.97,232.01,198.08,1.44,64.39,14-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Nov-2018 - 00:00,18.42,115.8,,28.1,36.93,28.65,9.13,0.0,15.9,6.57,0.44,3.67,17.78,158.2,102.64,1.48,66.53,15-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Nov-2018 - 00:00,40.19,114.92,3.89,16.83,24.69,39.49,6.31,0.02,26.82,5.67,0.96,5.07,21.42,306.39,304.04,1.42,52.99,16-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Nov-2018 - 00:00,51.24,146.33,,24.35,35.61,57.96,8.42,0.0,19.49,6.02,1.06,8.81,19.1,260.83,275.22,1.37,57.97,17-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Nov-2018 - 00:00,72.15,206.3,,27.89,38.44,64.33,9.08,0.0,18.2,6.27,1.61,10.15,19.14,244.21,235.71,1.35,59.83,18-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Nov-2018 - 00:00,54.06,149.58,,27.67,38.51,64.3,9.15,0.0,19.38,6.48,1.65,10.15,19.44,258.05,121.27,1.21,62.37,19-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Nov-2018 - 00:00,48.27,128.87,8.56,21.38,29.56,48.94,7.32,0.01,24.63,6.41,1.67,7.92,20.22,246.17,113.95,1.39,60.74,20-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Nov-2018 - 00:00,52.77,140.47,0.71,18.38,27.55,43.93,6.59,0.01,19.18,5.44,1.86,8.14,21.0,255.76,244.11,1.04,58.84,21-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Nov-2018 - 00:00,101.31,145.01,5.36,20.28,29.48,47.76,7.07,0.01,14.28,5.65,2.07,8.42,20.2,259.74,265.06,1.24,54.59,22-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Nov-2018 - 00:00,86.07,148.41,6.94,25.9,33.95,57.85,8.42,0.01,11.82,8.95,2.85,11.69,20.28,248.13,211.23,1.13,55.25,23-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Nov-2018 - 00:00,45.49,100.95,,18.71,31.06,47.77,7.09,0.0,8.39,5.62,1.46,8.39,19.19,229.2,301.05,1.55,55.09,24-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Nov-2018 - 00:00,47.26,105.08,,21.85,33.82,53.67,7.82,0.0,8.0,6.89,1.76,9.8,19.26,259.27,255.25,1.31,51.73,25-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Nov-2018 - 00:00,69.2,153.74,,25.54,36.46,60.0,8.61,0.0,8.81,6.75,2.98,13.31,19.57,246.92,177.94,0.96,55.83,26-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Nov-2018 - 00:00,63.19,140.66,4.71,24.33,33.29,55.63,8.18,0.01,17.24,7.85,2.78,12.18,19.64,250.65,160.84,1.11,62.0,27-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Nov-2018 - 00:00,68.51,152.1,,26.13,35.97,60.1,8.61,0.0,20.64,6.95,2.72,13.35,19.64,227.67,105.27,1.29,68.05,28-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Nov-2018 - 00:00,64.01,142.11,,24.36,34.16,56.53,8.19,0.0,19.41,5.39,2.27,11.63,19.96,234.66,163.72,1.11,71.5,29-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Nov-2018 - 00:00,65.5,145.74,3.23,26.22,32.71,56.93,8.35,0.01,21.41,6.17,2.53,11.37,18.63,216.06,257.84,1.26,72.08,30-Nov-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Nov-2018 - 00:00,62.09,137.96,7.56,25.6,31.87,55.47,8.18,0.0,20.74,6.09,2.38,9.7,18.88,247.71,271.77,1.25,60.43,01-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Dec-2018 - 00:00,63.34,140.94,5.91,29.84,36.97,64.78,9.23,0.01,16.61,6.35,3.34,12.25,18.44,240.73,201.49,1.16,60.06,02-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Dec-2018 - 00:00,41.44,92.03,,28.84,37.93,64.74,9.18,0.0,17.05,6.42,2.63,11.89,17.92,232.45,179.33,1.14,67.03,03-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Dec-2018 - 00:00,41.66,122.54,9.49,27.39,32.86,43.82,8.48,0.01,24.54,5.72,1.63,7.31,17.99,258.91,208.12,0.98,71.37,04-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Dec-2018 - 00:00,69.65,167.14,7.11,22.93,27.14,43.9,7.26,0.02,22.55,5.2,2.55,9.27,19.36,234.2,242.94,1.18,65.62,05-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Dec-2018 - 00:00,60.04,139.59,4.06,28.01,33.65,56.65,8.67,0.01,19.11,5.54,2.89,11.08,17.12,205.7,195.54,0.98,76.29,06-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Dec-2018 - 00:00,68.91,153.04,,39.95,43.43,81.38,11.35,0.0,15.79,6.36,2.73,13.85,16.87,209.47,218.46,1.32,79.75,07-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Dec-2018 - 00:00,63.89,141.96,,29.42,34.15,61.57,8.96,0.0,20.72,6.4,1.94,8.95,16.79,229.34,262.1,1.24,71.01,08-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Dec-2018 - 00:00,70.36,156.17,6.2,34.8,37.7,70.5,9.99,0.01,16.55,6.45,2.32,10.14,16.64,227.36,247.28,1.1,78.54,09-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Dec-2018 - 00:00,72.47,161.05,,35.04,41.24,74.27,10.41,0.0,15.48,6.15,2.93,12.53,16.38,221.09,205.09,0.98,75.73,10-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Dec-2018 - 00:00,51.48,114.29,3.5,36.0,41.32,75.32,10.53,0.01,14.83,6.16,2.0,10.28,15.4,187.75,138.67,1.53,78.87,11-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Dec-2018 - 00:00,24.9,55.38,3.75,35.8,40.94,74.75,10.47,0.01,15.02,7.27,0.93,8.34,16.58,236.17,213.5,1.17,61.43,12-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Dec-2018 - 00:00,33.85,75.24,0.87,32.75,39.34,70.08,9.82,0.01,14.34,8.4,0.83,7.78,14.1,221.6,138.5,1.61,90.17,13-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Dec-2018 - 00:00,36.3,80.64,,35.53,41.3,74.83,10.47,0.0,13.71,8.81,0.87,7.97,14.59,264.59,273.74,1.19,73.27,14-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Dec-2018 - 00:00,40.47,100.85,6.35,25.27,30.82,44.05,7.92,0.02,16.04,6.26,0.98,5.13,14.44,213.17,308.82,1.53,74.7,15-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Dec-2018 - 00:00,39.26,86.85,,24.02,30.37,47.19,7.7,0.0,14.81,5.63,1.2,5.6,15.57,242.61,312.27,1.49,60.71,16-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Dec-2018 - 00:00,50.98,123.07,,24.72,32.06,50.19,8.01,0.0,15.16,6.25,1.3,5.94,14.27,225.7,257.44,1.41,60.58,17-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Dec-2018 - 00:00,62.8,140.56,4.16,25.08,31.63,54.11,7.87,0.02,15.61,6.74,2.07,7.63,14.7,233.22,260.89,1.36,58.02,18-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Dec-2018 - 00:00,73.26,163.67,4.08,30.63,35.35,63.97,9.03,0.01,13.4,6.22,2.84,9.54,14.71,237.24,248.98,1.09,61.34,19-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Dec-2018 - 00:00,81.11,180.17,2.73,36.11,37.56,71.58,10.12,0.01,15.81,6.88,3.42,11.32,14.85,222.13,193.36,0.99,66.13,20-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Dec-2018 - 00:00,55.25,122.83,4.48,33.62,35.13,66.74,9.38,0.02,15.78,12.59,2.49,9.06,14.55,232.59,264.21,1.11,66.26,21-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Dec-2018 - 00:00,58.24,129.41,,33.34,38.25,69.54,9.59,0.0,13.4,6.23,2.24,9.38,14.34,236.04,272.18,1.26,66.29,22-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Dec-2018 - 00:00,59.2,131.55,2.4,29.98,28.22,54.42,8.15,0.02,16.09,7.76,2.49,8.08,14.18,208.9,176.8,1.08,71.89,23-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Dec-2018 - 00:00,76.44,169.67,,27.31,21.16,48.47,7.4,0.0,7.07,6.25,2.13,7.09,12.12,206.41,164.98,1.42,85.13,24-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Dec-2018 - 00:00,60.29,142.37,2.07,24.87,22.19,47.06,7.17,0.01,9.64,7.59,1.99,6.73,13.15,230.95,302.42,1.37,74.99,25-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Dec-2018 - 00:00,69.77,154.91,,22.94,22.9,45.84,6.8,0.0,8.61,6.29,2.4,6.9,13.13,233.93,250.91,1.16,67.16,26-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Dec-2018 - 00:00,75.88,180.66,1.32,23.82,24.64,45.25,7.21,0.01,9.9,7.18,2.63,7.38,12.88,206.61,203.1,1.03,75.14,27-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Dec-2018 - 00:00,68.84,153.18,1.97,25.84,26.42,52.26,7.79,0.01,9.23,11.68,2.64,7.97,12.61,221.18,255.2,1.19,72.57,28-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Dec-2018 - 00:00,73.06,161.27,4.17,26.42,28.18,54.57,8.11,0.01,4.88,6.95,2.26,6.7,11.97,224.95,237.02,1.05,74.37,29-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Dec-2018 - 00:00,96.99,215.47,,35.26,37.11,72.37,10.92,0.0,4.28,26.1,3.8,11.79,12.67,215.83,190.52,1.05,69.18,30-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Dec-2018 - 00:00,81.09,180.02,,30.08,32.59,62.58,9.41,0.0,6.49,8.56,2.41,9.32,13.53,228.97,153.59,1.07,80.14,31-Dec-2018 - 00:00,"Golden Temple, Amritsar - PPCB"
31-Dec-2018 - 00:00,133.73,296.51,,41.55,41.94,83.49,12.68,0.0,3.95,15.65,4.01,14.66,12.15,101.3,86.72,1.44,91.01,01-Jan-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
