from date,WS,WD,Gust,Variance,AT,RH,SR,BP,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Eth-Benzene,Xylene,to date,station
11-Sep-2018 - 00:00,,,,,,,,,,61.46,26.18,6.91,15.68,22.59,1.21,0.0,22.75,0.55,0.0,0.0,,0.0,12-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
12-Sep-2018 - 00:00,,,,,,,,,,83.51,23.54,5.43,11.99,17.42,1.14,0.0,20.66,0.62,0.0,0.0,,0.0,13-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
13-Sep-2018 - 00:00,,,,,,,,,,90.95,20.67,10.16,8.14,18.28,1.19,0.0,21.82,0.36,0.0,0.0,,0.0,14-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
14-Sep-2018 - 00:00,,,,,,,,,,97.15,25.71,19.57,13.19,32.77,1.37,0.0,23.41,0.66,0.0,0.0,,0.0,15-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
15-Sep-2018 - 00:00,,,,,,,,,,98.35,32.04,32.72,13.13,45.85,1.49,0.0,22.99,0.66,0.0,0.0,,0.0,16-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
16-Sep-2018 - 00:00,,,,,,,,,,104.6,38.82,31.86,13.41,45.25,1.47,0.0,21.26,0.58,0.0,0.0,,0.0,17-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
17-Sep-2018 - 00:00,,,,,,,,,,138.92,61.1,62.43,27.45,67.97,1.33,0.0,27.65,1.38,0.0,0.0,,0.0,18-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
18-Sep-2018 - 00:00,,,,,,,,,,146.42,46.05,37.12,33.82,70.71,1.2,0.0,28.52,2.25,0.0,0.0,,0.0,19-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
19-Sep-2018 - 00:00,,,,,,,,,,153.72,56.78,43.71,38.08,81.78,1.67,0.0,30.68,7.15,0.0,0.0,,0.0,20-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
20-Sep-2018 - 00:00,,,,,,,,,,169.71,75.86,60.8,41.76,102.56,2.14,0.0,36.83,6.17,0.01,0.03,,0.05,21-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
21-Sep-2018 - 00:00,,,,,,,,,,91.5,45.65,45.84,24.6,69.38,1.47,0.0,20.61,4.1,0.0,0.03,,0.04,22-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
22-Sep-2018 - 00:00,,,,,,,,,,38.73,25.16,15.05,23.26,32.96,1.7,0.0,18.78,0.21,0.0,0.01,,0.0,23-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
23-Sep-2018 - 00:00,,,,,,,,,,53.34,31.2,11.65,19.85,25.43,1.51,0.0,23.48,0.0,0.0,0.01,,0.0,24-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
24-Sep-2018 - 00:00,,,,,,,,,,33.08,17.64,8.64,22.2,28.27,1.67,0.0,15.49,0.0,0.01,0.01,,0.0,25-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
25-Sep-2018 - 00:00,,,,,,,,,,41.64,21.52,15.04,15.31,30.35,1.84,0.0,18.42,0.0,0.01,0.06,,0.02,26-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
26-Sep-2018 - 00:00,,,,,,,,,,77.69,34.99,38.34,17.43,55.75,2.18,0.0,23.76,0.0,0.0,0.02,,0.04,27-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
27-Sep-2018 - 00:00,,,,,,,,,,86.76,59.84,89.18,17.52,104.88,2.53,0.0,28.35,0.0,0.02,0.09,,0.23,28-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
28-Sep-2018 - 00:00,,,,,,,,,,160.3,65.98,106.76,11.95,118.71,2.05,0.0,27.64,0.0,0.02,0.19,,0.42,29-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
29-Sep-2018 - 00:00,,,,,,,,,,176.4,70.93,75.93,13.29,89.23,1.67,0.0,29.46,0.0,0.02,0.7,,0.32,30-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
30-Sep-2018 - 00:00,,,,,,,,,,115.67,52.1,24.08,11.41,35.16,0.62,0.0,28.87,0.0,0.02,0.67,,0.1,01-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
01-Oct-2018 - 00:00,,,,,,,,,,150.87,61.26,40.59,13.73,54.33,0.14,0.0,29.96,0.0,0.03,1.05,,0.15,02-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
02-Oct-2018 - 00:00,,,,,,,,,,160.65,68.3,41.34,12.12,53.45,0.01,0.0,27.28,0.0,0.01,0.24,,0.15,03-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
03-Oct-2018 - 00:00,,,,,,,,,,151.2,56.06,52.52,18.16,70.69,0.05,0.0,20.04,0.0,0.0,0.26,,0.16,04-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
04-Oct-2018 - 00:00,,,,,,,,,,186.66,79.35,51.23,17.3,68.72,0.05,0.0,35.78,0.0,0.01,0.25,,0.22,05-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
05-Oct-2018 - 00:00,,,,,,,,,,213.56,98.52,89.79,19.78,109.57,0.28,0.0,42.89,0.0,0.06,1.35,,0.23,06-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
06-Oct-2018 - 00:00,,,,,,,,,,157.53,75.7,61.73,14.51,76.29,0.48,0.0,27.27,0.0,0.0,0.0,,0.0,07-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
07-Oct-2018 - 00:00,,,,,,,,,,185.72,72.46,53.97,15.37,69.13,0.43,0.0,32.3,0.0,0.0,0.0,,0.0,08-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
08-Oct-2018 - 00:00,,,,,,,,,,241.11,108.16,57.41,22.57,79.98,0.59,0.0,51.04,0.0,0.0,0.0,,0.0,09-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
09-Oct-2018 - 00:00,,,,,,,,,,232.18,96.26,46.22,18.04,64.27,0.56,0.0,30.79,0.0,0.0,0.0,,0.0,10-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
10-Oct-2018 - 00:00,,,,,,,,,,199.27,78.46,31.69,15.29,45.97,0.33,0.0,25.8,0.0,0.0,0.0,,0.0,11-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
11-Oct-2018 - 00:00,,,,,,,,,,158.23,57.08,15.96,11.32,27.19,0.19,0.0,25.5,0.0,0.0,0.0,,0.0,12-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
12-Oct-2018 - 00:00,,,,,,,,,,158.82,65.63,39.87,15.4,55.27,0.42,0.0,31.23,0.0,0.0,0.0,,0.0,13-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
13-Oct-2018 - 00:00,,,,,,,,,,211.8,95.43,61.53,14.59,76.12,0.75,0.0,32.12,0.0,0.0,0.2,,0.0,14-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
14-Oct-2018 - 00:00,,,,,,,,,,183.51,74.2,30.41,13.95,44.36,0.57,0.0,30.44,0.0,0.03,0.81,,0.05,15-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
15-Oct-2018 - 00:00,,,,,,,,,,248.43,99.01,64.84,18.41,83.25,0.94,0.0,30.45,0.0,0.07,1.53,,0.26,16-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
16-Oct-2018 - 00:00,,,,,,,,,,267.56,108.83,102.15,17.07,119.22,1.38,0.0,32.06,0.0,0.0,0.4,,0.19,17-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
17-Oct-2018 - 00:00,,,,,,,,,,239.05,92.55,78.15,15.73,93.72,1.06,0.0,29.43,2.0,0.01,1.1,,0.26,18-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
18-Oct-2018 - 00:00,,,,,,,,,,233.57,95.7,162.4,17.85,180.18,1.92,0.0,24.49,4.64,0.05,2.18,,0.59,19-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
19-Oct-2018 - 00:00,,,,,,,,,,269.86,118.85,57.87,23.5,81.34,0.84,0.0,37.3,8.36,0.06,1.05,,0.18,20-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
20-Oct-2018 - 00:00,,,,,,,,,,260.73,127.83,52.58,24.66,77.25,0.85,0.0,31.54,6.76,0.14,1.38,,0.18,21-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
21-Oct-2018 - 00:00,,,,,,,,,,226.99,107.79,64.19,21.71,85.9,0.86,0.0,26.96,7.05,0.13,1.66,,0.21,22-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
22-Oct-2018 - 00:00,,,,,,,,,,222.98,103.52,61.02,15.79,74.72,0.73,0.0,32.6,6.52,0.09,1.23,,0.17,23-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
23-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,24-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
24-Oct-2018 - 00:00,,,,,,,,,,283.92,123.03,187.14,59.91,247.01,2.03,0.0,27.16,6.81,0.0,0.51,,0.0,25-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
25-Oct-2018 - 00:00,,,,,,,,,,289.49,129.12,157.69,40.45,198.14,1.78,0.0,37.81,4.55,0.0,0.51,,0.0,26-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
26-Oct-2018 - 00:00,,,,,,,,,,248.44,126.76,190.17,37.83,227.99,2.12,0.0,26.26,4.66,0.0,0.51,,0.0,27-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
27-Oct-2018 - 00:00,,,,,,,,,,310.01,156.93,206.93,42.69,249.62,2.45,0.0,26.81,3.86,0.13,1.74,,0.36,28-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
28-Oct-2018 - 00:00,,,,,,,,,,304.25,170.94,135.36,28.85,164.2,1.65,0.0,30.1,4.76,0.27,2.68,,0.54,29-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
29-Oct-2018 - 00:00,,,,,,,,,,322.98,210.85,118.58,20.88,139.47,1.66,0.0,27.42,4.54,0.28,3.06,,0.58,30-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
30-Oct-2018 - 00:00,,,,,,,,,,338.44,200.78,152.42,8.36,160.25,2.29,0.0,24.66,3.4,0.4,4.18,,0.86,31-Oct-2018 - 00:00,"Lodhi Road, Delhi - IMD"
31-Oct-2018 - 00:00,,,,,,,,,,304.88,102.13,175.85,7.4,182.42,2.52,0.0,24.5,3.37,0.41,3.73,,0.92,01-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
01-Nov-2018 - 00:00,,,,,,,,,,314.47,105.27,171.09,4.96,175.73,2.35,0.0,24.88,4.56,0.42,3.6,,0.64,02-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
02-Nov-2018 - 00:00,,,,,,,,,,325.14,127.67,95.62,8.17,103.63,1.46,0.0,28.6,5.93,0.23,3.02,,0.5,03-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
03-Nov-2018 - 00:00,,,,,,,,,,241.18,131.83,28.07,7.75,35.82,0.69,0.0,30.81,10.04,0.04,0.62,,0.01,04-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
04-Nov-2018 - 00:00,,,,,,,,,,133.36,79.18,22.36,9.98,32.34,0.5,0.0,37.72,5.41,0.02,0.35,,0.0,05-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
05-Nov-2018 - 00:00,,,,,,,,,,381.01,307.16,24.93,11.2,36.12,0.99,0.0,41.06,6.05,0.13,1.02,,0.1,06-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
06-Nov-2018 - 00:00,,,,,,,,,,231.61,145.78,31.42,12.36,43.69,0.69,0.0,35.97,6.17,0.05,0.76,,0.06,07-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
07-Nov-2018 - 00:00,,,,,,,,,,249.5,148.97,35.4,13.57,48.96,0.7,0.0,40.33,7.02,0.05,0.59,,0.06,08-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
08-Nov-2018 - 00:00,,,,,,,,,,396.72,393.94,144.1,28.24,172.33,1.49,0.0,40.02,2.4,0.22,1.56,,0.36,09-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
09-Nov-2018 - 00:00,,,,,,,,,,335.65,248.17,187.58,45.28,232.86,2.07,0.0,34.93,2.78,0.34,2.38,,0.5,10-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
10-Nov-2018 - 00:00,,,,,,,,,,354.34,260.96,198.76,51.11,249.87,2.35,0.0,21.93,2.05,0.46,4.06,,0.78,11-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
11-Nov-2018 - 00:00,,,,,,,,,,277.78,189.73,197.4,40.57,237.96,2.32,0.0,25.95,0.28,0.02,0.61,,0.56,12-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
12-Nov-2018 - 00:00,,,,,,,,,,325.49,224.37,213.29,46.95,260.24,2.57,0.0,24.36,0.0,0.0,0.0,,0.12,13-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
13-Nov-2018 - 00:00,,,,,,,,,,342.38,230.43,154.7,46.33,201.01,2.04,0.0,16.72,1.42,0.0,0.0,,0.05,14-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
14-Nov-2018 - 00:00,,,,,,,,,,179.71,121.78,55.75,17.91,73.65,1.01,0.0,17.01,0.39,0.0,0.0,,0.01,15-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
15-Nov-2018 - 00:00,,,,,,,,,,141.47,95.11,47.47,13.12,60.59,0.72,0.0,19.99,0.38,0.0,0.0,,0.0,16-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
16-Nov-2018 - 00:00,,,,,,,,,,211.93,181.0,32.38,12.52,44.9,0.63,0.0,23.68,2.16,0.0,0.0,,0.0,17-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
17-Nov-2018 - 00:00,,,,,,,,,,190.33,117.44,29.01,11.77,40.78,0.66,0.0,27.92,0.13,0.0,0.0,,0.01,18-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
18-Nov-2018 - 00:00,,,,,,,,,,248.78,140.06,44.91,14.36,59.27,1.17,0.0,34.27,0.05,0.0,0.0,,0.0,19-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
19-Nov-2018 - 00:00,,,,,,,,,,285.29,171.69,39.23,12.35,51.58,0.89,0.0,24.4,0.79,0.0,0.0,,0.0,20-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
20-Nov-2018 - 00:00,,,,,,,,,,288.3,181.42,45.33,11.73,57.06,1.37,0.0,24.26,1.9,0.0,0.0,,0.0,21-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
21-Nov-2018 - 00:00,,,,,,,,,,273.41,177.14,47.85,10.87,58.72,1.26,0.0,23.0,0.45,0.0,0.0,,0.0,22-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
22-Nov-2018 - 00:00,,,,,,,,,,190.39,100.7,51.0,12.34,63.34,1.59,0.0,18.3,1.13,0.0,0.0,,0.0,23-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
23-Nov-2018 - 00:00,,,,,,,,,,253.86,145.96,46.88,10.44,57.33,1.67,0.0,22.65,0.22,0.0,0.0,,0.0,24-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
24-Nov-2018 - 00:00,,,,,,,,,,179.96,87.47,35.23,9.45,44.69,0.8,0.0,22.78,0.0,0.0,0.0,,0.0,25-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
25-Nov-2018 - 00:00,,,,,,,,,,184.94,99.73,41.67,9.91,51.58,1.11,0.0,22.36,0.0,0.0,0.0,,0.0,26-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
26-Nov-2018 - 00:00,,,,,,,,,,273.01,159.46,51.25,17.4,63.88,2.19,0.0,21.82,1.27,0.0,0.0,,0.0,27-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
27-Nov-2018 - 00:00,,,,,,,,,,248.04,146.48,95.32,22.17,100.03,3.3,0.0,19.19,1.1,0.0,0.0,,0.01,28-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
28-Nov-2018 - 00:00,,,,,,,,,,257.64,150.45,168.14,45.22,194.17,2.68,0.0,17.13,0.32,0.0,0.0,,0.0,29-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
29-Nov-2018 - 00:00,,,,,,,,,,261.89,152.98,203.85,33.39,211.54,2.31,0.0,19.75,0.0,0.0,0.0,,0.0,30-Nov-2018 - 00:00,"Lodhi Road, Delhi - IMD"
30-Nov-2018 - 00:00,,,,,,,,,,260.49,146.35,159.15,28.4,187.48,1.52,0.0,20.62,0.0,0.0,0.0,,0.0,01-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
01-Dec-2018 - 00:00,,,,,,,,,,238.05,125.53,170.45,26.86,197.3,1.37,0.0,23.72,0.0,0.0,0.0,,0.0,02-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
02-Dec-2018 - 00:00,,,,,,,,,,202.4,113.8,260.02,28.08,284.12,2.11,0.0,21.29,0.0,0.0,0.0,,0.0,03-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
03-Dec-2018 - 00:00,,,,,,,,,,259.62,146.63,287.75,30.83,313.0,2.96,0.0,21.11,0.0,0.0,0.0,,0.0,04-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
04-Dec-2018 - 00:00,,,,,,,,,,256.9,145.92,283.92,32.78,295.13,2.79,0.0,21.04,0.0,0.0,0.0,,0.0,05-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
05-Dec-2018 - 00:00,,,,,,,,,,242.17,135.11,303.53,47.98,243.67,2.53,0.0,21.06,0.0,0.0,0.0,,0.0,06-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
06-Dec-2018 - 00:00,,,,,,,,,,265.16,156.21,286.41,85.23,187.43,4.8,0.0,11.33,0.0,0.0,0.0,,0.0,07-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
07-Dec-2018 - 00:00,,,,,,,,,,261.11,149.94,72.14,55.68,119.66,1.99,0.0,20.57,0.0,0.0,3.69,,0.02,08-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
08-Dec-2018 - 00:00,,,,,,,,,,271.73,157.66,83.31,44.49,127.68,2.33,0.0,21.96,2.86,0.0,9.4,,0.0,09-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
09-Dec-2018 - 00:00,,,,,,,,,,285.28,176.37,98.86,52.28,151.13,2.61,0.0,19.17,0.35,0.01,6.99,,0.02,10-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
10-Dec-2018 - 00:00,,,,,,,,,,356.83,204.4,104.18,48.8,152.97,3.19,0.0,19.31,3.32,0.0,0.8,,0.0,11-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
11-Dec-2018 - 00:00,,,,,,,,,,366.17,229.2,89.67,47.03,136.7,3.6,0.0,21.13,3.27,0.0,1.61,,0.0,12-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
12-Dec-2018 - 00:00,,,,,,,,,,261.78,164.92,45.8,36.88,82.68,1.95,0.0,32.83,0.58,0.0,3.4,,0.0,13-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
13-Dec-2018 - 00:00,,,,,,,,,,127.82,73.88,27.48,30.15,57.63,1.09,0.0,20.26,1.67,0.0,0.26,,0.0,14-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
14-Dec-2018 - 00:00,,,,,,,,,,150.16,82.33,29.99,30.34,60.33,1.2,0.0,21.98,3.72,0.0,0.06,,0.0,15-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
15-Dec-2018 - 00:00,,,,,,,,,,162.4,89.75,21.8,29.99,51.79,1.05,0.0,21.1,3.89,0.0,0.01,,0.0,16-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
16-Dec-2018 - 00:00,,,,,,,,,,188.64,106.96,33.36,31.98,65.34,1.36,0.0,23.27,4.44,0.0,0.02,,0.0,17-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
17-Dec-2018 - 00:00,,,,,,,,,,261.37,143.26,50.19,36.75,86.95,2.25,0.0,21.94,5.4,0.0,4.37,,0.0,18-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
18-Dec-2018 - 00:00,,,,,,,,,,287.33,159.39,38.67,35.55,74.22,1.86,0.0,26.2,0.0,0.0,2.89,,0.0,19-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
19-Dec-2018 - 00:00,,,,,,,,,,260.66,139.42,53.7,39.79,86.73,1.45,0.0,25.12,2.82,0.0,0.01,,0.0,20-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
20-Dec-2018 - 00:00,,,,,,,,,,299.89,182.21,78.39,43.87,122.26,1.28,0.0,25.18,3.88,0.0,0.04,,0.02,21-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
21-Dec-2018 - 00:00,,,,,,,,,,336.59,194.65,64.67,39.62,104.31,1.2,0.0,25.05,0.52,0.0,0.07,,0.0,22-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
22-Dec-2018 - 00:00,,,,,,,,,,392.92,235.25,73.87,45.85,119.72,1.53,0.0,22.98,0.0,0.0,0.17,,0.02,23-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
23-Dec-2018 - 00:00,,,,,,,,,,432.39,282.49,87.97,41.94,129.9,1.97,0.0,26.2,0.0,0.0,0.18,,0.0,24-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
24-Dec-2018 - 00:00,,,,,,,,,,432.32,276.77,83.07,41.84,124.91,1.87,0.0,25.35,0.0,0.0,0.06,,0.0,25-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
25-Dec-2018 - 00:00,,,,,,,,,,336.55,211.63,31.61,29.88,61.5,0.82,0.0,26.61,0.0,0.0,0.0,,0.0,26-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
26-Dec-2018 - 00:00,,,,,,,,,,276.64,155.18,39.43,31.66,71.08,0.89,0.0,26.91,1.78,0.0,0.0,,0.0,27-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
27-Dec-2018 - 00:00,,,,,,,,,,340.96,214.22,58.58,35.46,94.04,1.55,0.0,23.62,3.05,0.0,0.06,,0.0,28-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
28-Dec-2018 - 00:00,,,,,,,,,,307.54,182.94,25.76,28.2,53.97,0.63,0.0,24.17,4.64,0.0,0.06,,0.0,29-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
29-Dec-2018 - 00:00,,,,,,,,,,274.84,164.08,40.32,29.08,69.39,0.86,0.0,15.78,2.0,0.0,0.0,,0.0,30-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
30-Dec-2018 - 00:00,,,,,,,,,,344.93,215.59,69.52,34.42,103.93,1.78,0.0,15.06,0.0,0.0,0.01,,0.0,31-Dec-2018 - 00:00,"Lodhi Road, Delhi - IMD"
31-Dec-2018 - 00:00,,,,,,,,,,524.85,310.55,136.04,41.89,177.9,3.65,0.0,12.5,0.0,0.0,0.0,,0.0,01-Jan-2019 - 00:00,"Lodhi Road, Delhi - IMD"
