from date,WS,WD,Gust,Variance,AT,RH,SR,BP,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Eth-Benzene,Xylene,to date,station
30-Apr-2018 - 00:00,,,,,,,,,,178.02,64.7,35.95,47.03,82.98,0.84,0.0,48.04,5.11,0.0,0.0,,0.0,01-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
01-May-2018 - 00:00,,,,,,,,,,128.51,40.52,20.66,24.15,44.88,0.38,0.0,55.39,2.15,0.0,0.0,,0.0,02-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
02-May-2018 - 00:00,,,,,,,,,,151.56,57.79,27.38,29.7,56.79,2.91,0.0,54.1,0.1,0.0,0.0,,0.0,03-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
03-May-2018 - 00:00,,,,,,,,,,124.67,31.48,15.15,31.38,45.83,6.14,3.16,38.13,1.67,0.0,0.0,,0.0,04-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
04-May-2018 - 00:00,,,,,,,,,,78.17,35.3,14.03,18.19,32.23,1.21,12.74,41.23,2.65,0.0,0.0,,0.0,05-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
05-May-2018 - 00:00,,,,,,,,,,159.18,74.88,23.36,36.36,59.72,1.4,11.34,44.7,5.15,0.0,0.0,,0.0,06-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
06-May-2018 - 00:00,,,,,,,,,,200.05,70.51,28.31,30.42,58.74,0.07,14.05,36.22,3.54,0.0,0.0,,0.0,07-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
07-May-2018 - 00:00,,,,,,,,,,244.92,77.68,26.02,29.77,55.79,0.71,15.91,45.26,7.83,0.0,0.0,,0.0,08-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
08-May-2018 - 00:00,,,,,,,,,,117.07,30.66,15.35,19.73,35.08,0.8,18.79,53.97,1.9,0.0,0.0,,0.0,09-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
09-May-2018 - 00:00,,,,,,,,,,166.21,52.78,21.16,27.17,47.34,1.19,17.17,37.59,5.76,0.0,0.0,,0.0,10-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
10-May-2018 - 00:00,,,,,,,,,,164.77,69.09,22.2,27.89,50.09,1.06,,42.05,7.3,0.0,0.0,,0.0,11-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
11-May-2018 - 00:00,,,,,,,,,,243.26,105.14,28.02,32.78,60.8,1.51,,38.71,6.4,0.0,0.0,,0.0,12-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
12-May-2018 - 00:00,,,,,,,,,,303.82,124.01,30.84,33.57,64.4,1.46,,36.55,2.83,0.0,0.0,,0.0,13-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
13-May-2018 - 00:00,,,,,,,,,,201.05,67.05,30.95,25.78,56.73,0.76,,47.48,0.0,0.0,0.0,,0.0,14-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
14-May-2018 - 00:00,,,,,,,,,,155.49,43.64,22.98,24.81,47.79,0.74,,45.12,0.0,0.0,0.0,,0.0,15-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
15-May-2018 - 00:00,,,,,,,,,,153.59,52.53,24.1,25.95,50.05,0.97,,41.24,0.0,0.0,0.0,,0.0,16-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
16-May-2018 - 00:00,,,,,,,,,,192.01,57.6,21.28,24.76,46.04,0.9,,38.73,1.81,0.0,0.0,,0.0,17-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
17-May-2018 - 00:00,,,,,,,,,,234.31,66.96,20.56,27.45,48.0,1.31,,31.57,4.96,0.0,0.0,,0.0,18-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
18-May-2018 - 00:00,,,,,,,,,,225.01,71.14,23.46,28.73,52.18,2.57,,25.96,7.0,0.0,0.0,,0.0,19-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
19-May-2018 - 00:00,,,,,,,,,,234.13,76.35,28.3,29.49,57.79,3.38,,36.23,4.53,0.0,0.0,,0.0,20-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
20-May-2018 - 00:00,,,,,,,,,,179.02,58.02,20.83,25.71,46.54,1.16,,41.94,4.96,0.0,0.0,,0.0,21-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
21-May-2018 - 00:00,,,,,,,,,,164.6,47.2,17.83,24.01,41.84,1.24,,42.42,3.72,0.0,0.0,,0.0,22-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
22-May-2018 - 00:00,,,,,,,,,,196.69,59.55,22.87,28.55,51.42,1.08,,42.69,5.74,0.0,0.0,,0.0,23-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
23-May-2018 - 00:00,,,,,,,,,,270.0,93.25,30.09,34.01,64.1,1.55,,39.76,8.08,0.0,0.0,,0.0,24-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
24-May-2018 - 00:00,,,,,,,,,,237.29,84.68,25.99,31.37,57.36,2.38,,25.81,5.7,0.0,0.0,,0.0,25-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
25-May-2018 - 00:00,,,,,,,,,,176.39,53.6,28.52,31.14,59.66,3.25,,37.97,1.42,0.0,0.0,,0.0,26-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
26-May-2018 - 00:00,,,,,,,,,,219.86,64.73,28.05,30.63,58.68,5.36,,42.62,1.24,0.0,0.0,,0.0,27-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
27-May-2018 - 00:00,,,,,,,,,,,69.14,25.35,27.7,53.05,1.61,,39.6,1.04,0.0,0.0,,0.0,28-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
28-May-2018 - 00:00,,,,,,,,,,215.28,101.61,76.23,50.42,125.56,1.29,,54.6,2.32,0.0,0.0,,0.0,29-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
29-May-2018 - 00:00,,,,,,,,,,261.9,88.56,168.62,87.55,254.98,0.4,,36.49,3.15,0.0,0.0,,0.0,30-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
30-May-2018 - 00:00,,,,,,,,,,232.91,36.88,78.86,47.42,126.29,5.68,,30.71,1.34,0.0,0.0,,0.0,31-May-2018 - 00:00,"Lodhi Road, Delhi - IMD"
31-May-2018 - 00:00,,,,,,,,,,196.87,51.01,15.64,21.03,36.67,3.34,,27.37,1.03,0.0,0.0,,0.0,01-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
01-Jun-2018 - 00:00,,,,,,,,,,141.69,58.79,18.28,27.63,35.07,2.33,0.0,38.26,1.18,0.0,0.0,,0.0,02-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
02-Jun-2018 - 00:00,,,,,,,,,,166.29,68.99,78.69,46.91,125.59,6.14,,49.89,0.56,0.0,0.0,,0.0,03-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
03-Jun-2018 - 00:00,,,,,,,,,,119.75,54.84,219.4,107.96,278.11,0.85,,41.3,0.74,0.0,0.0,,0.0,04-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
04-Jun-2018 - 00:00,,,,,,,,,,114.47,24.89,185.51,93.34,151.0,0.75,0.0,38.52,0.56,0.0,0.0,,0.0,05-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
05-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,06-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
06-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,07-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
07-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,08-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
08-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,09-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
09-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,10-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
10-Jun-2018 - 00:00,,,,,,,,,,159.09,75.19,38.77,34.04,53.85,1.4,0.0,48.5,1.65,0.0,0.0,,0.0,11-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
11-Jun-2018 - 00:00,,,,,,,,,,186.03,43.29,16.91,21.84,38.74,2.15,,19.29,0.96,0.0,0.0,,0.0,12-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
12-Jun-2018 - 00:00,,,,,,,,,,420.78,103.16,16.06,20.2,36.26,1.0,,14.31,0.71,0.0,0.0,,0.0,13-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
13-Jun-2018 - 00:00,,,,,,,,,,863.4,176.37,15.82,18.81,34.63,0.73,,14.51,0.62,0.0,0.0,,0.0,14-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
14-Jun-2018 - 00:00,,,,,,,,,,745.41,127.99,15.91,18.93,34.84,0.6,,17.7,0.16,0.0,0.0,,0.0,15-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
15-Jun-2018 - 00:00,,,,,,,,,,617.52,93.39,15.83,18.71,34.53,1.18,,18.63,0.01,0.0,0.0,,0.0,16-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
16-Jun-2018 - 00:00,,,,,,,,,,507.03,87.38,15.33,18.07,33.39,0.86,,21.01,0.0,0.0,0.0,,0.0,17-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
17-Jun-2018 - 00:00,,,,,,,,,,273.61,62.98,15.33,17.93,33.26,1.12,,25.81,0.0,0.0,0.0,,0.0,18-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
18-Jun-2018 - 00:00,,,,,,,,,,157.91,49.6,16.16,19.88,36.04,1.13,,23.53,0.0,0.0,0.0,,0.0,19-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
19-Jun-2018 - 00:00,,,,,,,,,,146.58,45.74,32.16,31.32,34.41,1.03,,28.1,0.0,0.0,0.0,,0.0,20-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
20-Jun-2018 - 00:00,,,,,,,,,,197.37,61.16,16.08,18.45,34.53,1.11,,36.37,0.0,0.0,0.0,,0.0,21-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
21-Jun-2018 - 00:00,,,,,,,,,,245.64,58.82,15.48,17.82,33.31,1.19,,35.85,0.0,0.0,0.0,,0.0,22-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
22-Jun-2018 - 00:00,,,,,,,,,,200.48,66.06,17.05,22.75,39.79,1.26,,30.1,0.0,0.55,0.0,,86.39,23-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
23-Jun-2018 - 00:00,,,,,,,,,,199.88,65.03,20.42,24.65,45.07,1.18,,46.23,0.0,0.29,0.58,,40.41,24-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
24-Jun-2018 - 00:00,,,,,,,,,,166.57,48.7,18.05,22.38,40.43,1.07,,37.03,0.0,4.28,19.59,,22.54,25-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
25-Jun-2018 - 00:00,,,,,,,,,,283.99,55.61,18.16,21.21,39.37,1.27,,14.91,0.0,5.79,57.34,,0.43,26-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
26-Jun-2018 - 00:00,,,,,,,,,,137.75,35.38,17.35,21.85,39.2,1.0,,16.43,0.0,4.56,0.36,,0.0,27-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
27-Jun-2018 - 00:00,,,,,,,,,,89.7,40.58,17.62,19.13,36.75,1.31,,30.17,0.0,3.96,29.78,,4.56,28-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
28-Jun-2018 - 00:00,,,,,,,,,,66.23,19.47,16.74,18.2,34.94,1.05,,20.07,0.0,5.75,1.16,,0.35,29-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
29-Jun-2018 - 00:00,,,,,,,,,,61.84,29.38,17.28,18.67,35.96,1.4,,20.94,0.0,5.82,1.16,,0.15,30-Jun-2018 - 00:00,"Lodhi Road, Delhi - IMD"
30-Jun-2018 - 00:00,,,,,,,,,,59.39,30.09,17.12,18.68,35.8,1.48,,22.2,0.0,7.83,2.01,,0.17,01-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
01-Jul-2018 - 00:00,,,,,,,,,,54.13,29.27,17.61,18.29,35.9,1.31,,25.2,0.0,4.48,1.79,,0.29,02-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
02-Jul-2018 - 00:00,,,,,,,,,,79.16,30.09,16.45,17.54,34.0,1.22,,29.1,0.0,1.52,1.69,,0.52,03-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
03-Jul-2018 - 00:00,,,,,,,,,,106.03,44.03,18.97,19.76,38.72,1.42,,29.15,0.0,0.4,0.92,,7.19,04-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
04-Jul-2018 - 00:00,,,,,,,,,,99.5,35.45,20.11,21.39,41.5,1.22,,18.58,0.0,0.44,0.96,,30.2,05-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
05-Jul-2018 - 00:00,,,,,,,,,,119.38,47.0,22.54,21.76,44.3,1.13,,33.86,0.0,1.3,1.22,,60.38,06-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
06-Jul-2018 - 00:00,,,,,,,,,,136.61,48.41,19.79,20.67,40.46,1.24,,22.76,0.0,1.91,9.12,,13.23,07-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
07-Jul-2018 - 00:00,,,,,,,,,,133.44,51.77,17.99,19.79,37.78,1.19,,35.18,0.0,0.0,0.0,,11.59,08-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
08-Jul-2018 - 00:00,,,,,,,,,,151.31,60.14,18.24,19.62,37.86,1.32,,47.07,0.0,0.0,0.0,,10.56,09-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
09-Jul-2018 - 00:00,,,,,,,,,,150.52,72.02,24.33,21.33,45.66,0.98,,39.31,0.0,0.01,0.0,,2.77,10-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
10-Jul-2018 - 00:00,,,,,,,,,,88.84,32.26,26.97,35.24,46.91,0.84,,34.7,0.0,0.01,0.02,,0.31,11-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
11-Jul-2018 - 00:00,,,,,,,,,,86.14,32.97,7.53,39.02,40.18,0.97,,29.16,0.0,0.0,0.0,,0.06,12-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
12-Jul-2018 - 00:00,,,,,,,,,,104.16,54.92,30.33,53.42,54.28,0.77,,38.72,0.0,0.0,0.06,,1.58,13-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
13-Jul-2018 - 00:00,,,,,,,,,,55.78,21.51,29.43,51.6,62.76,0.83,,22.77,0.0,0.0,0.01,,1.67,14-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
14-Jul-2018 - 00:00,,,,,,,,,,56.08,25.25,17.84,48.83,66.66,0.75,,45.53,0.0,0.0,0.01,,1.51,15-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
15-Jul-2018 - 00:00,,,,,,,,,,78.65,37.19,16.74,46.7,63.44,0.7,,19.59,0.0,0.01,0.01,,0.64,16-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
16-Jul-2018 - 00:00,,,,,,,,,,126.3,36.19,34.59,43.29,75.53,0.55,,14.12,0.0,0.01,0.07,,2.48,17-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
17-Jul-2018 - 00:00,,,,,,,,,,59.65,32.21,7.05,11.48,18.5,0.53,,26.07,0.0,0.0,0.03,,1.0,18-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
18-Jul-2018 - 00:00,,,,,,,,,,74.39,36.06,15.65,15.73,27.06,0.56,,35.73,0.0,0.0,0.02,,0.79,19-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
19-Jul-2018 - 00:00,,,,,,,,,,66.53,32.92,6.93,14.75,21.5,0.55,,46.89,0.0,0.0,0.03,,0.76,20-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
20-Jul-2018 - 00:00,,,,,,,,,,59.65,30.86,9.14,26.26,35.4,0.65,,12.55,0.0,0.0,0.01,,1.04,21-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
21-Jul-2018 - 00:00,,,,,,,,,,72.97,43.94,14.8,26.93,41.73,0.62,0.0,21.59,0.0,0.0,0.04,,0.33,22-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
22-Jul-2018 - 00:00,,,,,,,,,,37.11,22.78,7.51,15.88,23.39,0.51,,9.06,0.0,0.0,0.01,,0.13,23-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
23-Jul-2018 - 00:00,,,,,,,,,,53.08,30.37,13.1,22.77,35.87,0.57,,11.83,0.0,0.0,0.01,,0.1,24-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
24-Jul-2018 - 00:00,,,,,,,,,,70.88,32.68,15.65,33.09,48.75,0.58,,31.36,0.0,0.0,0.0,,0.19,25-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
25-Jul-2018 - 00:00,,,,,,,,,,57.17,25.26,13.86,31.44,45.3,0.54,,19.04,0.0,0.0,0.01,,0.46,26-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
26-Jul-2018 - 00:00,,,,,,,,,,42.2,19.65,16.64,32.38,49.02,0.57,,12.66,0.02,0.0,0.01,,0.34,27-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
27-Jul-2018 - 00:00,,,,,,,,,,28.1,18.92,14.1,31.35,45.45,0.56,,13.09,0.32,0.0,0.01,,0.19,28-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
28-Jul-2018 - 00:00,,,,,,,,,,51.48,27.57,15.74,31.34,47.08,0.53,,17.39,0.35,0.0,0.01,,0.14,29-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
29-Jul-2018 - 00:00,,,,,,,,,,101.76,37.61,19.9,32.02,51.92,0.55,,21.55,0.42,0.0,0.01,,0.35,30-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
30-Jul-2018 - 00:00,,,,,,,,,,97.06,32.02,18.66,32.04,50.7,0.24,,23.26,0.37,0.0,0.0,,0.17,31-Jul-2018 - 00:00,"Lodhi Road, Delhi - IMD"
31-Jul-2018 - 00:00,,,,,,,,,,149.85,42.11,11.18,35.53,46.69,0.46,19.07,22.45,0.7,0.0,0.01,,0.1,01-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
01-Aug-2018 - 00:00,,,,,,,,,,190.17,43.33,23.05,16.78,39.83,0.7,27.41,22.5,0.3,0.0,0.01,,0.09,02-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
02-Aug-2018 - 00:00,,,,,,,,,,256.24,53.81,16.16,16.31,32.46,0.63,25.67,21.31,0.29,0.0,0.0,,0.04,03-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
03-Aug-2018 - 00:00,,,,,,,,,,234.19,48.87,12.01,19.51,31.52,0.59,26.39,19.1,1.15,0.0,0.0,,0.11,04-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
04-Aug-2018 - 00:00,,,,,,,,,,254.87,51.86,11.71,23.17,34.87,0.65,26.02,19.96,1.34,0.0,0.0,,0.2,05-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
05-Aug-2018 - 00:00,,,,,,,,,,237.37,48.3,7.42,17.06,24.49,0.65,26.36,16.84,0.89,0.0,0.0,,0.37,06-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
06-Aug-2018 - 00:00,,,,,,,,,,133.04,45.58,15.61,27.33,42.93,0.78,22.42,29.48,1.16,0.02,0.0,,0.39,07-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
07-Aug-2018 - 00:00,,,,,,,,,,102.14,39.45,22.78,26.79,49.57,0.82,19.01,21.56,1.18,0.0,0.01,,0.56,08-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
08-Aug-2018 - 00:00,,,,,,,,,,62.03,29.92,18.12,18.86,36.98,0.83,20.4,24.76,1.17,0.01,0.02,,0.23,09-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
09-Aug-2018 - 00:00,,,,,,,,,,68.12,31.78,14.35,17.53,31.88,0.78,18.46,28.94,0.83,0.0,0.01,,0.35,10-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
10-Aug-2018 - 00:00,,,,,,,,,,87.39,43.87,39.92,24.21,64.13,1.18,8.02,25.18,1.37,0.0,0.0,,0.26,11-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
11-Aug-2018 - 00:00,,,,,,,,,,78.99,30.61,23.81,15.47,39.26,0.85,0.11,23.73,0.71,0.0,0.0,,0.24,12-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
12-Aug-2018 - 00:00,,,,,,,,,,68.55,24.18,6.53,15.81,22.34,0.73,0.12,20.5,0.26,0.0,0.0,,0.11,13-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
13-Aug-2018 - 00:00,,,,,,,,,,75.51,27.77,11.61,19.01,30.62,0.8,0.03,22.64,0.7,0.0,0.01,,0.15,14-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
14-Aug-2018 - 00:00,,,,,,,,,,95.6,58.71,23.42,27.28,50.7,1.04,0.09,24.77,2.06,0.0,0.0,,0.3,15-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
15-Aug-2018 - 00:00,,,,,,,,,,96.58,39.29,4.93,12.35,17.28,0.93,0.0,31.9,0.0,0.0,0.0,,0.07,16-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
16-Aug-2018 - 00:00,,,,,,,,,,67.73,36.55,36.47,18.33,54.79,1.32,0.0,24.63,1.38,0.0,0.01,,0.39,17-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
17-Aug-2018 - 00:00,,,,,,,,,,64.59,54.99,33.15,17.25,50.38,1.18,0.0,43.59,1.48,0.0,0.0,,0.28,18-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
18-Aug-2018 - 00:00,,,,,,,,,,61.32,,12.45,16.91,29.36,1.13,0.0,25.17,1.63,0.0,0.0,,0.02,19-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
19-Aug-2018 - 00:00,,,,,,,,,,82.69,,32.43,11.11,43.48,1.7,0.0,29.25,0.77,0.0,0.0,,0.0,20-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
20-Aug-2018 - 00:00,,,,,,,,,,105.15,95.97,30.86,9.72,39.81,1.63,0.0,29.9,1.47,0.0,0.0,,0.0,21-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
21-Aug-2018 - 00:00,,,,,,,,,,61.98,38.25,8.61,12.11,20.49,1.19,0.0,18.24,0.67,0.0,0.0,,0.09,22-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
22-Aug-2018 - 00:00,,,,,,,,,,56.49,26.59,14.01,11.1,25.11,1.3,0.0,17.18,1.23,0.0,0.0,,0.15,23-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
23-Aug-2018 - 00:00,,,,,,,,,,51.66,21.98,6.97,12.16,19.13,1.19,0.0,14.98,0.81,0.0,0.0,,0.04,24-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
24-Aug-2018 - 00:00,,,,,,,,,,65.74,19.08,11.62,13.12,24.74,1.24,0.0,17.38,0.03,0.0,0.0,,0.29,25-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
25-Aug-2018 - 00:00,,,,,,,,,,59.43,17.21,5.41,14.37,19.78,1.16,0.0,19.21,0.0,0.0,0.0,,0.07,26-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
26-Aug-2018 - 00:00,,,,,,,,,,65.69,22.19,6.73,14.83,21.56,1.19,0.0,23.62,0.0,0.0,0.0,,0.08,27-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
27-Aug-2018 - 00:00,,,,,,,,,,51.11,24.35,18.07,20.69,38.75,1.46,0.0,30.28,1.36,0.0,0.0,,0.16,28-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
28-Aug-2018 - 00:00,,,,,,,,,,49.59,26.68,17.21,12.99,30.19,1.44,0.0,18.74,0.33,0.0,0.0,,0.18,29-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
29-Aug-2018 - 00:00,,,,,,,,,,41.63,21.58,16.88,13.31,30.17,1.42,0.0,13.35,1.0,0.0,0.0,,0.15,30-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
30-Aug-2018 - 00:00,,,,,,,,,,78.46,39.04,21.29,17.73,39.02,1.45,0.0,24.72,1.39,0.0,0.0,,0.2,31-Aug-2018 - 00:00,"Lodhi Road, Delhi - IMD"
31-Aug-2018 - 00:00,,,,,,,,,,138.76,39.35,20.2,19.26,39.47,1.27,0.0,17.61,0.99,0.0,0.0,,0.03,01-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
01-Sep-2018 - 00:00,,,,,,,,,,100.08,52.42,57.74,23.64,81.36,1.35,0.0,11.81,1.76,0.0,0.0,,0.1,02-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
02-Sep-2018 - 00:00,,,,,,,,,,68.75,48.62,133.25,18.53,151.79,0.97,0.0,29.38,0.76,0.0,0.0,,0.0,03-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
03-Sep-2018 - 00:00,,,,,,,,,,72.19,39.72,31.39,23.65,55.05,1.48,0.0,30.08,0.9,0.1,0.0,,0.0,04-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
04-Sep-2018 - 00:00,,,,,,,,,,81.68,47.06,43.6,37.32,80.92,1.64,0.0,19.12,0.0,0.0,0.0,,0.0,05-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
05-Sep-2018 - 00:00,,,,,,,,,,85.28,32.41,26.91,21.96,48.88,1.25,0.0,17.34,0.0,0.0,0.0,,0.0,06-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
06-Sep-2018 - 00:00,,,,,,,,,,109.85,33.19,34.33,18.34,52.65,1.38,0.0,24.61,0.17,0.0,0.13,,0.05,07-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
07-Sep-2018 - 00:00,,,,,,,,,,77.35,36.47,42.44,32.13,74.57,1.63,0.0,22.38,1.25,0.0,0.04,,0.35,08-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
08-Sep-2018 - 00:00,,,,,,,,,,65.97,33.94,19.9,18.25,38.14,1.25,0.0,20.04,0.82,0.0,0.0,,0.0,09-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
09-Sep-2018 - 00:00,,,,,,,,,,43.67,19.51,3.17,10.33,13.49,1.12,0.0,19.29,0.5,0.0,0.0,,0.0,10-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
10-Sep-2018 - 00:00,,,,,,,,,,57.55,30.05,4.05,17.36,21.42,1.21,0.0,22.46,0.5,0.0,0.0,,0.0,11-Sep-2018 - 00:00,"Lodhi Road, Delhi - IMD"
