from date,PM2.5,SR,RH,Temp,WS,WD,RF,PM10,CO,Ozone,Benzene,Toluene,O Xylene,NO,NO2,NH3,NOx,SO2,to date,station
22-Aug-2018 - 00:00,10.9,183.74,85.02,27.33,1.77,228.91,0.0,33.5,0.44,18.18,0.0,0.0,0.0,5.3,4.82,1.92,10.03,3.82,23-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
23-Aug-2018 - 00:00,12.04,122.59,85.19,27.42,2.17,234.68,0.0,36.16,0.44,21.26,0.0,0.0,0.0,3.63,4.68,1.59,8.26,3.72,24-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
24-Aug-2018 - 00:00,12.95,181.11,83.05,27.73,2.05,246.78,0.0,39.32,0.43,21.57,0.0,0.0,0.0,3.79,4.62,1.62,8.39,3.76,25-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
25-Aug-2018 - 00:00,15.32,230.46,82.94,27.87,1.85,245.09,0.0,45.79,0.44,,0.0,0.0,0.0,3.82,4.71,1.66,8.45,3.78,26-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
26-Aug-2018 - 00:00,13.61,138.23,87.17,26.94,1.71,235.46,0.05,25.13,0.44,,0.0,0.0,0.0,3.63,4.63,1.65,8.25,3.92,27-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
27-Aug-2018 - 00:00,12.18,74.29,93.29,25.55,1.73,235.96,0.2,12.94,0.44,16.62,0.0,0.0,0.0,3.6,4.87,1.66,8.34,3.74,28-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
28-Aug-2018 - 00:00,20.51,80.95,94.47,26.08,1.4,240.83,0.03,12.31,0.44,17.56,0.0,0.0,0.0,3.96,4.83,1.73,8.63,3.62,29-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
29-Aug-2018 - 00:00,30.26,232.73,84.5,28.08,1.56,230.91,0.0,54.83,0.45,24.09,0.0,0.0,0.0,4.2,4.75,1.61,8.76,3.93,30-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
30-Aug-2018 - 00:00,26.77,158.04,87.22,27.39,1.7,239.31,0.02,67.15,0.44,24.68,0.0,0.0,0.0,3.92,4.9,1.62,8.64,3.8,31-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
31-Aug-2018 - 00:00,18.41,71.39,89.2,26.19,1.93,229.23,0.0,43.85,0.44,19.3,0.0,0.0,0.0,3.89,4.74,1.55,8.52,3.94,01-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
01-Sep-2018 - 00:00,15.11,169.52,85.35,26.89,1.9,252.5,0.0,39.0,0.44,19.62,0.0,0.0,0.0,3.98,4.68,1.64,8.58,3.98,02-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
02-Sep-2018 - 00:00,13.65,174.42,84.85,27.06,1.67,221.02,0.01,37.87,0.44,18.63,0.0,0.0,0.0,3.78,4.49,1.64,8.29,3.66,03-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
03-Sep-2018 - 00:00,13.03,223.1,81.17,27.65,1.59,245.03,0.0,41.02,0.44,18.36,0.0,0.0,0.0,3.77,4.63,1.67,8.36,3.78,04-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
04-Sep-2018 - 00:00,14.99,227.75,78.98,27.85,1.81,239.52,0.0,45.15,0.44,20.06,0.0,0.0,0.0,4.07,4.56,1.66,8.57,3.88,05-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
05-Sep-2018 - 00:00,22.53,206.41,78.87,27.47,2.04,247.52,0.01,57.61,0.43,22.7,0.0,0.0,0.0,3.93,4.81,1.5,8.59,3.89,06-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
06-Sep-2018 - 00:00,23.76,79.28,84.23,25.8,1.94,242.11,0.12,56.31,0.6,21.64,0.0,0.0,0.0,3.89,5.09,1.55,8.69,3.84,07-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
07-Sep-2018 - 00:00,19.92,76.42,93.84,24.45,1.71,243.78,0.24,36.63,0.68,21.76,0.0,0.0,0.0,3.96,4.71,1.69,8.56,3.74,08-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
08-Sep-2018 - 00:00,20.92,271.84,80.0,26.84,1.03,191.15,0.0,44.04,0.7,20.55,0.0,0.0,0.0,4.03,4.92,1.58,8.74,3.93,09-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
09-Sep-2018 - 00:00,34.5,251.62,77.7,27.72,0.74,147.79,0.0,52.69,0.73,30.75,0.0,0.0,0.0,3.79,4.32,1.63,8.21,4.33,10-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
10-Sep-2018 - 00:00,34.27,252.37,76.77,28.64,0.62,175.74,0.0,42.6,0.7,30.7,0.0,0.0,0.0,3.64,4.3,1.57,8.08,4.34,11-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
11-Sep-2018 - 00:00,39.13,259.52,77.56,28.71,0.68,231.98,0.0,42.41,0.72,24.56,0.0,0.0,0.0,4.28,4.78,1.5,8.85,4.33,12-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
12-Sep-2018 - 00:00,30.92,244.21,80.98,28.64,0.82,205.75,0.0,37.82,0.71,26.3,0.0,0.0,0.0,4.14,4.48,1.56,8.59,3.89,13-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
13-Sep-2018 - 00:00,29.52,242.38,79.43,28.88,0.78,207.12,0.0,52.93,0.71,24.84,0.0,0.0,0.0,3.93,4.61,1.54,8.47,4.4,14-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
14-Sep-2018 - 00:00,35.02,246.19,75.39,28.98,0.64,225.91,0.0,95.23,0.71,19.96,0.0,0.0,0.0,3.99,4.63,1.59,8.55,4.45,15-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
15-Sep-2018 - 00:00,34.29,249.42,76.65,28.96,0.73,225.33,0.0,93.67,0.72,21.5,0.0,0.0,0.0,4.32,4.69,1.54,8.85,4.12,16-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
16-Sep-2018 - 00:00,31.92,171.69,80.73,28.72,0.75,223.88,0.0,92.83,0.72,18.64,0.0,0.0,0.0,3.75,4.47,1.61,8.28,3.99,17-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
17-Sep-2018 - 00:00,40.93,275.55,74.89,29.28,0.91,181.45,0.0,100.73,0.71,29.15,0.0,0.0,0.0,3.89,4.46,1.61,8.36,4.15,18-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
18-Sep-2018 - 00:00,30.58,283.25,75.4,28.87,1.07,194.46,0.0,89.73,0.7,34.72,0.0,0.0,0.0,3.73,4.45,1.58,8.24,4.52,19-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
19-Sep-2018 - 00:00,31.58,200.13,74.2,29.18,0.94,190.74,0.0,95.94,0.72,35.12,0.0,0.0,0.0,4.13,4.74,1.65,8.72,4.17,20-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
20-Sep-2018 - 00:00,,194.39,74.98,28.85,0.96,215.18,0.0,,0.72,29.93,0.0,0.0,0.0,3.84,4.62,1.54,8.41,4.0,21-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
21-Sep-2018 - 00:00,,59.28,93.41,26.08,2.26,218.78,0.25,,0.7,35.54,0.0,0.0,0.0,4.15,4.17,1.61,8.42,3.87,22-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
22-Sep-2018 - 00:00,,168.77,87.04,26.94,2.92,142.02,0.0,,0.69,47.37,0.0,0.0,0.0,4.14,4.45,1.51,8.56,3.78,23-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
23-Sep-2018 - 00:00,89.94,218.41,82.41,27.8,1.54,130.19,0.0,362.51,0.7,37.8,0.0,0.0,0.0,4.12,4.25,1.6,8.44,4.01,24-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
24-Sep-2018 - 00:00,31.93,164.21,86.63,27.73,0.95,147.22,0.0,72.49,0.71,28.15,0.0,0.0,0.0,4.11,4.25,1.5,8.43,3.92,25-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
25-Sep-2018 - 00:00,23.93,219.69,81.16,28.77,0.82,224.26,0.0,92.24,0.71,21.43,0.0,0.0,0.0,4.17,4.34,1.58,8.52,4.36,26-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
26-Sep-2018 - 00:00,27.08,218.0,74.41,29.39,0.7,173.15,0.0,107.76,0.72,25.23,0.0,0.0,0.0,4.27,4.58,1.46,8.74,4.19,27-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
27-Sep-2018 - 00:00,46.91,167.66,78.9,28.71,0.61,154.35,0.0,129.56,0.73,17.76,0.0,0.0,0.0,4.06,4.34,1.51,8.42,6.28,28-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
28-Sep-2018 - 00:00,40.45,208.15,74.78,29.02,0.59,146.05,0.0,117.32,0.74,19.15,0.0,0.0,0.0,4.17,4.18,1.52,8.44,4.77,29-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
29-Sep-2018 - 00:00,37.94,184.47,77.27,29.18,0.64,140.29,0.0,,0.75,4.73,0.0,0.0,0.0,4.2,4.45,1.46,8.61,4.61,30-Sep-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
30-Sep-2018 - 00:00,37.47,218.7,75.04,29.24,0.64,128.38,0.0,70.0,0.74,1.56,0.0,0.0,0.0,4.06,4.31,1.42,8.4,4.45,01-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
01-Oct-2018 - 00:00,43.4,248.45,75.13,29.01,0.63,144.76,0.0,,0.77,1.39,0.0,0.0,0.0,4.15,4.33,1.47,8.52,4.95,02-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
02-Oct-2018 - 00:00,50.89,170.15,77.24,28.73,0.65,128.91,0.0,,0.76,1.62,0.0,0.0,0.0,4.23,4.37,1.55,8.6,4.97,03-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
03-Oct-2018 - 00:00,44.34,204.77,71.27,28.38,0.64,155.85,0.0,181.5,0.75,1.28,0.0,0.0,0.0,4.04,4.07,1.51,8.27,4.8,04-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
04-Oct-2018 - 00:00,46.3,191.83,71.35,28.96,0.77,153.23,0.0,134.06,0.76,1.31,6.37,0.05,5.09,4.25,4.49,1.44,8.66,4.21,05-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
05-Oct-2018 - 00:00,42.48,130.95,75.78,28.62,0.73,132.75,0.0,126.23,0.78,1.46,2.43,0.0,0.47,4.13,4.45,1.5,8.55,3.99,06-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
06-Oct-2018 - 00:00,52.55,,75.65,28.66,0.63,139.23,0.0,133.46,0.74,1.66,1.04,0.0,0.15,3.91,4.47,1.54,8.38,4.41,07-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
07-Oct-2018 - 00:00,62.01,,73.42,28.52,0.73,126.55,0.0,162.47,0.77,1.33,1.28,0.0,0.11,3.96,4.94,1.56,8.68,4.85,08-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
08-Oct-2018 - 00:00,52.46,1.6,72.64,27.94,0.56,167.07,0.0,151.93,0.74,1.89,0.81,0.0,0.04,3.79,4.7,1.71,8.42,4.52,09-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
09-Oct-2018 - 00:00,59.13,,72.99,27.73,0.59,164.16,0.0,178.96,0.75,,1.34,0.0,0.04,3.78,4.8,1.63,8.46,4.37,10-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
10-Oct-2018 - 00:00,56.06,,70.49,26.94,0.82,221.35,0.0,145.12,0.75,8.26,1.01,0.0,0.0,3.31,5.33,1.89,8.36,4.19,11-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
11-Oct-2018 - 00:00,44.7,,66.87,26.71,1.03,282.22,0.0,125.38,0.72,8.15,0.54,0.0,0.0,3.3,5.15,2.0,8.26,4.09,12-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
12-Oct-2018 - 00:00,45.16,,70.06,27.43,0.94,200.04,0.0,107.56,0.72,9.04,1.01,0.0,0.0,3.32,5.18,1.86,8.3,4.14,13-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
13-Oct-2018 - 00:00,45.75,,75.08,27.67,0.81,153.08,0.0,105.06,0.72,7.93,1.14,0.0,0.0,40.64,5.1,7.24,43.96,4.61,14-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
14-Oct-2018 - 00:00,40.5,,70.43,27.51,0.71,170.63,0.0,99.92,0.72,8.99,1.18,0.0,0.0,37.28,5.63,6.03,49.43,4.26,15-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
15-Oct-2018 - 00:00,46.21,,70.47,26.85,0.67,158.78,0.0,126.55,0.76,8.03,1.24,0.0,0.0,4.26,5.19,1.86,9.31,4.7,16-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
16-Oct-2018 - 00:00,53.48,,68.26,26.73,0.71,152.06,0.0,165.8,0.77,7.86,1.03,0.0,0.0,3.37,4.91,1.83,8.18,4.03,17-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
17-Oct-2018 - 00:00,46.87,,70.18,26.64,0.72,140.88,0.0,122.61,0.75,7.94,1.32,0.0,0.0,3.5,5.25,1.85,8.49,4.06,18-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
18-Oct-2018 - 00:00,48.34,,72.07,26.9,0.65,139.85,0.0,116.19,0.75,7.08,1.34,0.0,0.0,3.37,5.03,1.78,8.26,3.99,19-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
19-Oct-2018 - 00:00,50.12,,71.79,27.24,0.61,146.94,0.0,126.06,0.77,9.52,1.04,0.0,0.0,3.42,4.93,1.8,8.26,4.77,20-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
20-Oct-2018 - 00:00,60.9,,72.08,27.45,0.6,157.03,0.0,155.86,0.76,4.1,1.18,0.0,0.0,3.43,5.05,1.78,8.33,4.78,21-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
21-Oct-2018 - 00:00,60.14,,71.49,27.62,0.54,147.26,0.0,177.27,0.78,3.54,0.83,0.0,0.0,3.31,5.12,1.81,8.26,5.12,22-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
22-Oct-2018 - 00:00,76.28,,70.26,27.97,0.58,183.95,0.0,178.68,0.78,5.28,1.14,0.0,0.0,3.77,5.23,1.77,8.69,4.72,23-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
23-Oct-2018 - 00:00,84.22,,66.51,27.82,0.57,168.29,0.0,204.89,0.77,8.34,1.45,0.0,0.0,2.26,6.06,2.43,7.92,7.43,24-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
24-Oct-2018 - 00:00,144.92,,64.96,26.79,0.67,145.43,0.0,171.75,0.78,7.91,1.11,1.11,0.35,1.57,6.84,2.81,7.77,5.28,25-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
25-Oct-2018 - 00:00,53.63,,72.54,24.62,0.67,158.96,0.0,151.05,0.79,15.78,1.8,2.87,1.04,3.05,5.97,2.19,7.42,4.07,26-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
26-Oct-2018 - 00:00,34.55,,75.95,23.92,0.61,183.51,0.0,128.29,0.81,63.49,2.9,3.89,1.19,4.82,3.88,1.51,5.99,4.14,27-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
27-Oct-2018 - 00:00,29.51,,58.84,27.08,0.69,142.91,0.0,130.46,0.46,50.17,29.05,165.81,59.0,4.86,4.94,3.5,7.32,31.11,28-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
28-Oct-2018 - 00:00,37.17,,64.3,25.65,0.8,120.62,0.0,124.82,0.54,59.26,11.26,50.55,22.37,6.64,6.57,1.83,11.32,2.72,29-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
29-Oct-2018 - 00:00,43.14,,60.44,24.81,0.91,144.83,0.0,116.26,0.52,65.14,7.69,26.89,10.74,5.53,6.08,1.53,9.67,1.21,30-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
30-Oct-2018 - 00:00,32.24,,64.26,24.88,0.8,113.69,0.0,80.46,0.55,53.18,8.32,22.51,6.36,5.43,5.99,1.57,9.66,4.58,31-Oct-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
31-Oct-2018 - 00:00,24.84,,70.09,25.67,0.95,106.07,0.0,58.88,0.52,44.56,6.18,23.72,4.83,5.29,5.78,1.4,9.24,2.7,01-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
01-Nov-2018 - 00:00,19.29,,72.46,26.52,0.84,121.82,0.0,40.71,0.5,38.39,4.78,17.37,2.45,5.43,6.42,1.64,9.89,6.9,02-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
02-Nov-2018 - 00:00,17.98,,74.17,26.57,0.76,153.38,0.0,41.08,0.51,29.37,5.95,17.85,2.43,5.72,5.93,1.57,9.78,3.3,03-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
03-Nov-2018 - 00:00,17.13,,73.02,27.45,0.71,139.03,0.0,38.2,0.59,34.47,8.56,28.01,4.53,5.72,6.55,1.59,10.22,2.82,04-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
04-Nov-2018 - 00:00,13.52,,74.5,27.85,0.77,144.5,0.0,36.98,0.57,32.7,4.31,24.76,3.5,5.94,6.59,1.61,10.28,5.29,05-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
05-Nov-2018 - 00:00,16.24,,73.54,27.74,0.71,146.18,0.0,58.62,0.51,2.12,4.23,24.14,3.58,5.52,5.87,1.57,9.58,5.61,06-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
06-Nov-2018 - 00:00,23.54,,72.41,28.41,0.57,164.3,0.0,60.59,0.58,1.17,5.24,21.24,3.2,5.55,5.98,1.64,9.6,5.4,07-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
07-Nov-2018 - 00:00,32.25,,67.13,27.9,0.89,115.68,0.0,68.65,0.52,1.17,7.78,19.02,2.59,5.95,6.4,1.81,10.17,4.17,08-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
08-Nov-2018 - 00:00,33.35,,68.73,26.36,0.64,167.0,0.0,70.14,0.53,1.17,4.55,16.97,1.94,5.68,5.98,1.57,9.65,5.86,09-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
09-Nov-2018 - 00:00,40.0,,67.63,25.69,0.64,139.92,0.0,68.98,0.57,7.55,4.62,18.48,2.13,5.47,6.48,1.54,9.71,16.62,10-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
10-Nov-2018 - 00:00,32.37,,61.34,24.94,0.57,139.49,0.0,59.25,0.55,58.01,4.03,17.11,2.65,5.86,6.46,1.66,10.24,8.64,11-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
11-Nov-2018 - 00:00,24.14,,60.73,23.63,0.6,147.31,0.0,45.72,0.49,1.62,4.63,16.03,2.29,5.27,5.75,1.64,9.4,4.7,12-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
12-Nov-2018 - 00:00,23.85,,61.85,23.1,0.58,156.48,0.0,70.58,0.56,1.1,5.27,18.1,2.78,5.64,6.16,1.55,9.82,5.67,13-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
13-Nov-2018 - 00:00,20.17,,61.55,23.49,0.58,157.6,0.0,111.87,0.58,1.1,5.65,21.66,3.58,14.85,43.54,2.85,40.95,5.88,14-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
14-Nov-2018 - 00:00,39.54,,64.47,23.72,0.61,152.25,0.0,145.68,0.72,1.97,8.77,22.06,3.67,6.64,80.0,2.76,48.88,5.76,15-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
15-Nov-2018 - 00:00,23.23,,62.05,24.49,0.69,149.89,0.0,106.98,0.59,32.55,4.92,21.3,3.93,6.21,64.11,6.43,39.36,6.7,16-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
16-Nov-2018 - 00:00,21.1,,61.33,24.46,0.54,153.69,0.0,130.58,0.71,35.93,5.9,23.53,3.67,5.3,61.91,6.35,36.93,6.21,17-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
17-Nov-2018 - 00:00,18.99,,70.97,22.41,0.59,183.33,0.0,96.33,0.84,3.52,6.51,23.4,3.89,5.52,52.51,6.97,31.07,2.68,18-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
18-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,19-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
19-Nov-2018 - 00:00,18.73,,62.43,29.47,0.81,106.37,0.0,103.3,0.47,5.01,3.83,19.55,3.38,3.33,56.2,31.2,31.86,5.75,20-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
20-Nov-2018 - 00:00,19.99,9.03,69.09,26.7,0.69,118.21,0.0,114.59,0.61,5.01,4.48,22.69,3.97,6.17,50.17,29.96,30.24,5.84,21-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
21-Nov-2018 - 00:00,22.15,,67.06,25.81,0.71,132.46,0.0,114.27,0.79,52.51,6.99,21.52,3.62,6.35,55.85,28.19,33.63,7.44,22-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
22-Nov-2018 - 00:00,31.35,,63.2,24.86,0.72,143.83,0.0,90.33,0.65,123.45,4.54,20.21,3.19,3.77,61.28,25.6,34.92,7.19,23-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
23-Nov-2018 - 00:00,33.01,,60.87,23.94,0.78,149.41,0.0,89.13,0.63,93.26,5.16,18.18,2.85,3.59,59.59,25.48,33.57,5.54,24-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
24-Nov-2018 - 00:00,33.59,216.08,63.8,23.48,0.61,147.37,0.0,123.93,0.88,62.18,7.3,19.38,2.75,4.9,60.94,24.87,35.54,6.36,25-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
25-Nov-2018 - 00:00,32.42,149.07,61.83,23.18,0.6,165.99,0.0,108.82,0.8,45.63,6.91,22.77,3.43,5.04,70.97,30.17,40.07,4.19,26-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
26-Nov-2018 - 00:00,28.5,144.09,61.98,22.72,0.61,148.41,0.0,96.37,0.7,50.19,5.35,22.78,3.65,4.93,69.84,29.38,39.25,5.64,27-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
27-Nov-2018 - 00:00,28.73,158.53,63.03,22.45,0.7,156.72,0.0,106.78,0.75,43.63,5.02,20.02,3.12,4.51,65.6,27.96,36.33,5.14,28-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
28-Nov-2018 - 00:00,28.1,130.92,64.93,22.44,0.68,139.39,0.0,93.43,0.69,48.19,5.28,21.13,3.28,4.74,65.27,27.64,36.46,4.2,29-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
29-Nov-2018 - 00:00,33.2,118.12,64.48,22.78,0.54,130.63,0.0,110.78,0.78,52.37,5.65,20.23,3.5,4.58,70.67,27.63,39.54,4.52,30-Nov-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
30-Nov-2018 - 00:00,37.71,122.37,67.85,22.66,0.58,129.45,0.0,118.25,0.97,48.27,6.7,21.45,3.45,4.78,70.43,27.42,39.28,5.69,01-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
01-Dec-2018 - 00:00,39.53,129.41,69.58,22.58,0.55,146.58,0.0,119.95,0.94,8.84,8.02,22.28,3.87,4.71,70.28,27.37,39.08,5.35,02-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
02-Dec-2018 - 00:00,40.53,138.2,70.07,22.64,0.63,133.95,0.0,115.42,0.9,74.25,10.29,29.34,4.01,4.82,72.44,27.64,40.3,4.72,03-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
03-Dec-2018 - 00:00,37.44,132.59,69.8,22.47,0.67,135.23,0.0,146.84,0.8,11.68,6.24,22.11,3.57,5.22,65.93,24.62,37.03,4.57,04-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
04-Dec-2018 - 00:00,30.18,138.8,66.42,23.23,0.7,132.61,0.0,115.98,0.84,,6.8,20.41,3.2,4.31,65.69,23.5,36.12,5.54,05-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
05-Dec-2018 - 00:00,30.72,107.82,65.26,23.87,0.63,126.45,0.0,116.15,0.74,,6.53,21.39,3.11,5.03,59.65,22.62,33.22,5.65,06-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
06-Dec-2018 - 00:00,35.46,134.72,70.12,24.36,0.77,110.66,0.0,120.23,0.77,,4.84,21.49,3.27,4.07,62.3,23.72,34.51,8.07,07-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
07-Dec-2018 - 00:00,40.27,140.36,77.57,24.1,0.78,130.02,0.0,132.07,0.81,,6.04,21.98,3.52,4.36,69.95,23.83,38.76,6.7,08-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
08-Dec-2018 - 00:00,23.29,141.3,82.2,24.73,0.84,127.64,0.0,106.88,0.79,,5.71,22.27,3.71,5.33,60.43,23.52,34.54,4.84,09-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
09-Dec-2018 - 00:00,18.74,145.22,84.15,25.09,1.2,115.41,0.0,100.88,0.64,,4.3,18.4,3.1,4.9,55.88,22.93,31.21,3.57,10-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
10-Dec-2018 - 00:00,22.39,158.08,85.96,25.21,1.3,122.01,0.0,86.69,0.64,,3.6,16.76,2.59,3.93,53.12,20.59,29.25,3.83,11-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
11-Dec-2018 - 00:00,28.99,144.07,83.87,23.92,0.76,163.98,0.0,91.94,0.68,60.85,4.76,19.59,3.08,4.63,73.52,24.39,39.67,5.43,12-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
12-Dec-2018 - 00:00,31.84,137.45,85.59,23.75,0.79,109.17,0.0,93.66,0.66,53.87,5.06,17.53,3.0,5.68,55.05,22.03,31.5,4.01,13-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
