from date,PM2.5,SR,RH,Temp,WS,WD,RF,PM10,CO,Ozone,Benzene,Toluene,O Xylene,NO,NO2,NH3,NOx,SO2,to date,station
22-Apr-2018 - 00:00,,300.94,28.54,33.66,0.91,161.66,0.0,163.51,1.0,74.43,2.71,12.5,2.41,4.34,9.04,7.58,11.17,5.46,23-Apr-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
23-Apr-2018 - 00:00,,266.33,34.17,34.56,1.17,146.74,0.0,102.97,0.76,80.09,2.11,9.68,2.18,4.39,9.19,6.99,11.25,2.16,24-Apr-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
24-Apr-2018 - 00:00,,284.88,36.38,33.95,1.22,124.96,0.0,109.54,0.91,84.98,1.16,6.41,0.86,4.1,9.07,7.85,11.07,1.84,25-Apr-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
25-Apr-2018 - 00:00,,313.61,37.98,33.36,1.29,119.58,0.0,84.71,0.76,88.89,1.04,7.53,0.81,4.63,8.59,7.53,11.15,2.33,26-Apr-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
26-Apr-2018 - 00:00,,307.05,28.98,34.18,1.22,172.63,0.0,107.49,0.84,91.61,1.69,6.66,0.71,,,,,1.69,27-Apr-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
27-Apr-2018 - 00:00,,286.91,32.27,34.5,1.41,139.55,0.0,92.88,0.82,98.83,0.74,4.66,0.55,,,,,1.14,28-Apr-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
28-Apr-2018 - 00:00,,302.69,32.42,34.95,1.81,153.63,0.0,94.69,0.78,87.58,0.68,5.19,0.68,,,,,0.78,29-Apr-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
29-Apr-2018 - 00:00,,285.57,29.66,35.95,1.2,162.01,0.0,103.7,0.83,83.89,0.98,6.85,1.27,,,,,1.55,30-Apr-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
30-Apr-2018 - 00:00,,148.08,45.54,31.24,1.05,121.63,0.0,113.09,0.94,58.4,1.37,8.17,1.24,,,,,2.44,01-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
01-May-2018 - 00:00,,326.68,30.48,37.15,1.98,141.47,0.0,120.19,0.58,106.12,0.52,6.1,0.57,,,,,1.32,02-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
02-May-2018 - 00:00,,180.11,61.25,29.22,3.33,142.54,0.0,70.65,0.65,48.22,0.32,2.1,0.16,,,,,1.28,03-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
03-May-2018 - 00:00,,125.19,60.52,28.45,2.48,129.16,0.0,33.81,0.54,64.62,0.28,1.27,0.05,,,,,0.59,04-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
04-May-2018 - 00:00,,314.71,51.1,31.81,1.83,137.17,0.0,37.69,0.61,84.38,8.61,11.88,10.27,,,,,0.48,05-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
05-May-2018 - 00:00,,276.27,43.04,34.0,2.01,150.53,0.0,56.38,0.64,91.28,0.45,4.71,0.31,,,,,0.49,06-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
06-May-2018 - 00:00,,285.3,42.98,34.82,2.02,145.0,0.0,79.21,0.69,77.85,0.38,4.74,0.17,,,,,0.64,07-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
07-May-2018 - 00:00,,286.8,31.96,35.83,1.27,144.69,0.0,101.23,0.71,80.14,0.96,9.43,0.6,,,,,1.54,08-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
08-May-2018 - 00:00,,302.23,25.17,35.76,0.85,202.54,0.0,121.34,0.85,73.66,2.37,11.74,1.64,,,,,1.99,09-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
09-May-2018 - 00:00,,321.36,26.52,36.02,1.11,173.63,0.0,116.91,0.83,69.85,2.03,11.43,1.66,,,,,2.19,10-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
10-May-2018 - 00:00,,301.7,38.66,35.31,1.72,155.64,0.0,75.33,0.64,80.73,0.5,4.74,0.33,,,,,0.65,11-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
11-May-2018 - 00:00,,279.73,34.6,36.1,1.49,147.45,0.0,77.64,0.7,86.24,0.93,5.69,0.62,,,,,1.59,12-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
12-May-2018 - 00:00,,290.12,39.55,35.95,2.38,151.9,0.0,92.23,0.69,94.01,0.67,5.66,0.43,,,,,0.39,13-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
13-May-2018 - 00:00,,271.89,37.77,33.57,2.53,156.55,0.0,65.17,0.57,105.69,0.34,2.74,0.13,,,,,0.48,14-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
14-May-2018 - 00:00,,228.05,48.02,33.07,2.23,160.22,0.06,57.39,0.62,89.53,0.72,4.68,0.3,,,,,0.65,15-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
15-May-2018 - 00:00,,321.91,43.84,32.89,2.05,158.98,0.0,48.86,0.61,94.89,0.49,3.74,0.18,,,,,0.55,16-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
16-May-2018 - 00:00,,272.03,37.02,35.02,1.58,158.27,0.0,80.29,0.64,91.43,0.61,3.65,0.22,,,,,1.25,17-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
17-May-2018 - 00:00,,287.36,35.01,35.92,1.76,156.31,0.0,98.71,0.69,92.79,0.77,5.65,0.27,,,,,2.09,18-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
18-May-2018 - 00:00,,298.53,33.47,36.02,1.92,160.43,0.0,99.1,0.7,93.63,0.67,4.93,0.36,,,,,2.98,19-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
19-May-2018 - 00:00,,307.57,26.37,36.8,1.07,198.73,0.0,161.54,0.82,68.61,1.55,10.0,1.27,,,,,7.46,20-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
20-May-2018 - 00:00,,306.99,30.34,36.61,1.31,161.4,0.0,141.36,,90.51,3.79,17.58,4.34,,,,,5.24,21-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
21-May-2018 - 00:00,,272.46,38.66,35.62,1.98,137.88,0.0,118.09,,95.17,,,,,,,,2.07,22-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
22-May-2018 - 00:00,,,46.35,33.85,1.64,134.28,0.0,134.55,,70.92,,,,,,,,0.92,23-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
23-May-2018 - 00:00,39.51,,54.63,32.51,0.76,126.7,0.0,85.71,,43.99,2.34,16.02,2.3,,,,,0.81,24-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
24-May-2018 - 00:00,65.53,257.78,40.4,35.65,1.87,147.62,0.0,87.3,,101.38,0.94,8.05,0.87,,,,,0.79,25-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
25-May-2018 - 00:00,65.51,273.59,39.0,35.66,1.55,150.45,0.0,101.7,,97.71,0.99,9.4,1.06,,,,,1.14,26-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
26-May-2018 - 00:00,46.55,265.48,52.03,34.41,2.28,145.98,0.25,80.93,0.63,80.21,0.51,4.79,0.42,2.07,6.5,6.14,6.71,0.72,27-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
27-May-2018 - 00:00,8.76,202.15,60.87,31.26,1.24,127.88,0.01,57.87,0.88,80.81,5.3,20.81,4.37,1.2,5.54,6.24,6.2,1.36,28-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
28-May-2018 - 00:00,40.46,290.6,49.82,34.95,1.59,159.95,0.0,73.57,0.8,71.05,1.52,7.65,0.96,0.92,5.92,6.29,6.08,0.59,29-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
29-May-2018 - 00:00,50.96,303.92,39.57,36.17,1.21,165.62,0.0,97.94,0.73,72.78,0.94,4.23,0.36,0.65,5.64,6.2,5.71,2.02,30-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
30-May-2018 - 00:00,54.3,278.11,34.63,37.11,1.63,225.19,0.0,103.35,0.71,73.69,1.05,5.91,0.45,0.71,5.98,6.62,5.68,1.59,31-May-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
31-May-2018 - 00:00,48.42,,53.87,32.87,2.3,151.93,0.01,67.65,0.42,76.48,0.75,6.3,0.49,1.05,6.35,6.26,6.45,1.13,01-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
01-Jun-2018 - 00:00,48.17,,55.86,32.86,1.19,152.76,0.0,80.85,0.45,75.14,0.79,6.12,0.46,1.76,6.65,5.6,7.4,1.63,02-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
02-Jun-2018 - 00:00,39.97,,61.34,31.01,2.15,135.88,0.07,55.84,0.45,77.13,0.52,4.76,0.33,1.7,6.69,5.66,7.31,0.27,03-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
03-Jun-2018 - 00:00,57.08,,53.22,33.45,0.95,171.69,0.0,92.74,0.45,56.27,,,,1.69,6.6,5.92,7.19,4.18,04-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
04-Jun-2018 - 00:00,42.08,,57.42,32.35,1.66,190.59,0.01,73.78,0.45,76.56,,,,1.8,6.49,5.87,7.42,1.17,05-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
05-Jun-2018 - 00:00,46.16,,75.96,28.42,2.16,147.02,0.0,60.45,0.45,60.41,,,,1.28,6.82,5.78,7.11,0.59,06-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
06-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,07-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
07-Jun-2018 - 00:00,36.71,,56.71,33.81,1.78,212.67,0.0,77.47,0.36,75.48,0.56,8.12,0.31,3.86,18.73,2.64,14.51,0.48,08-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
08-Jun-2018 - 00:00,15.51,9.3,77.86,29.57,1.87,208.04,0.0,33.91,0.45,62.08,0.44,3.93,0.3,5.77,8.97,1.21,12.04,0.39,09-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
09-Jun-2018 - 00:00,23.44,210.17,81.16,28.41,1.51,232.48,0.25,39.13,0.51,50.06,0.72,6.31,0.29,5.22,3.66,0.94,8.93,0.24,10-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
10-Jun-2018 - 00:00,17.09,,84.58,28.02,2.03,225.69,0.03,27.06,0.51,48.55,,,,5.14,3.79,0.9,8.87,0.39,11-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
11-Jun-2018 - 00:00,23.4,,83.63,28.61,2.7,208.89,0.02,50.17,0.51,43.73,0.31,3.58,0.17,5.09,3.62,0.92,8.8,0.26,12-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
12-Jun-2018 - 00:00,32.15,105.29,74.75,30.11,2.47,199.2,0.0,79.91,0.51,38.18,0.2,2.14,0.03,5.06,3.51,0.99,8.68,0.14,13-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
13-Jun-2018 - 00:00,37.95,4.1,63.73,30.86,1.8,187.0,0.0,75.42,0.51,24.36,0.53,6.43,0.4,4.74,3.22,0.98,8.19,0.52,14-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
14-Jun-2018 - 00:00,53.86,,51.93,32.9,1.95,218.63,0.0,141.13,0.43,30.22,0.59,6.21,0.32,4.8,3.46,1.0,8.44,0.66,15-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
15-Jun-2018 - 00:00,67.68,,47.99,33.08,1.8,217.83,0.0,125.3,0.43,31.29,0.76,5.04,0.24,5.21,3.73,0.92,8.95,0.88,16-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
16-Jun-2018 - 00:00,40.52,,45.77,33.04,1.9,228.02,0.0,83.9,0.43,33.48,0.56,4.94,0.23,5.18,3.51,0.94,8.83,0.75,17-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
17-Jun-2018 - 00:00,33.36,,47.35,32.92,2.51,228.48,0.01,75.64,0.43,31.92,0.6,4.76,0.23,5.32,3.23,1.04,8.77,0.43,18-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
18-Jun-2018 - 00:00,26.59,,60.42,31.34,2.35,204.8,0.19,33.17,0.43,32.82,0.74,3.41,0.15,4.93,3.43,0.95,8.58,0.39,19-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
19-Jun-2018 - 00:00,34.52,,73.13,30.27,1.25,181.83,0.15,29.04,0.43,38.4,0.74,4.67,0.4,5.04,3.33,1.0,8.59,0.63,20-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
20-Jun-2018 - 00:00,,,68.88,31.52,1.06,161.3,0.0,47.0,0.43,45.53,1.88,7.4,0.83,5.5,3.41,1.05,8.98,0.92,21-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
21-Jun-2018 - 00:00,18.18,,65.89,31.49,1.48,203.0,0.0,20.37,0.43,54.09,0.56,4.73,0.22,5.08,3.37,1.06,8.66,0.45,22-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
22-Jun-2018 - 00:00,17.95,,82.76,28.31,1.37,142.47,0.01,17.35,0.43,47.79,0.61,5.51,0.44,5.36,3.38,0.98,8.87,0.58,23-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
23-Jun-2018 - 00:00,16.68,,73.99,29.89,1.6,163.34,0.0,11.05,0.43,49.7,0.39,7.18,0.49,5.03,3.59,0.94,8.7,0.31,24-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
24-Jun-2018 - 00:00,14.94,,67.51,30.8,1.99,201.57,0.0,17.54,0.43,41.12,0.56,5.43,0.37,5.15,3.27,1.06,8.62,0.42,25-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
25-Jun-2018 - 00:00,16.94,,64.48,30.92,2.63,201.09,0.24,26.8,0.43,33.88,0.43,3.58,0.2,5.95,3.31,0.83,9.29,0.34,26-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
26-Jun-2018 - 00:00,18.82,11.95,78.47,28.62,2.4,213.23,0.02,25.5,0.43,31.65,0.41,3.5,0.25,5.84,3.15,0.81,9.06,0.26,27-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
27-Jun-2018 - 00:00,14.59,3.4,90.45,26.34,1.67,213.53,0.37,17.74,0.43,31.11,0.53,5.07,0.44,5.79,3.21,0.85,9.06,0.58,28-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
28-Jun-2018 - 00:00,1.74,91.94,91.54,26.66,1.51,161.6,0.1,23.5,0.43,32.67,0.61,6.96,0.63,5.87,3.24,0.77,9.01,0.26,29-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
29-Jun-2018 - 00:00,0.33,203.63,83.0,27.43,1.58,160.88,0.0,15.43,0.43,38.71,0.21,3.69,0.18,5.56,3.01,0.67,8.77,0.39,30-Jun-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
30-Jun-2018 - 00:00,1.21,276.94,75.58,29.45,0.96,174.56,0.0,14.29,0.43,34.45,1.72,5.77,1.73,6.17,3.17,1.1,9.12,0.88,01-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
01-Jul-2018 - 00:00,,229.33,77.49,29.73,1.25,175.2,0.02,20.37,0.43,31.85,3.0,10.0,3.0,6.24,3.4,0.68,9.55,0.42,02-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
02-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,03-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
03-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,04-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
04-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,05-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
05-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,06-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
06-Jul-2018 - 00:00,27.95,7.52,93.7,24.64,2.53,233.25,1.35,22.57,0.3,18.11,2.32,7.73,2.32,4.2,3.75,1.44,7.36,1.24,07-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
07-Jul-2018 - 00:00,157.15,198.62,88.33,26.26,2.0,238.49,0.02,58.83,0.3,22.3,2.07,6.89,2.07,4.55,4.55,1.3,8.27,0.7,08-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
08-Jul-2018 - 00:00,142.61,65.04,93.97,26.83,2.0,227.43,0.31,35.97,0.3,32.69,3.0,10.0,3.0,3.88,4.29,1.66,8.26,0.26,09-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
09-Jul-2018 - 00:00,16.06,56.54,96.85,25.68,2.64,229.34,0.32,26.74,0.3,41.92,3.0,10.0,3.0,3.76,4.48,1.59,8.25,0.53,10-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
10-Jul-2018 - 00:00,23.79,39.95,98.62,25.79,2.12,221.19,0.18,25.22,0.3,21.64,3.0,10.0,3.0,4.07,4.59,1.64,8.55,0.49,11-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
11-Jul-2018 - 00:00,15.81,76.61,95.44,25.79,2.34,220.82,0.23,26.48,0.2,21.64,2.01,6.7,2.01,3.36,4.65,1.69,7.98,1.43,12-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
12-Jul-2018 - 00:00,9.97,35.49,97.66,25.37,2.43,235.11,0.47,24.66,0.0,25.87,0.0,0.0,0.0,1.94,6.48,2.6,7.89,0.46,13-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
13-Jul-2018 - 00:00,8.15,117.79,90.72,27.08,1.93,230.22,0.09,29.09,0.0,22.78,0.0,0.0,0.0,2.46,6.15,2.39,8.09,0.2,14-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
14-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,15-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
15-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,16-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
16-Jul-2018 - 00:00,7.98,64.48,92.42,27.06,2.35,227.28,0.03,36.3,0.17,10.72,0.0,0.0,0.0,1.84,6.55,2.52,7.83,2.88,17-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
17-Jul-2018 - 00:00,10.63,101.41,89.38,27.13,2.41,228.92,0.12,33.77,,5.91,0.0,0.0,0.0,2.7,5.68,2.15,8.07,4.15,18-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
18-Jul-2018 - 00:00,12.51,187.06,82.66,28.55,2.22,231.17,0.0,38.92,,7.27,0.0,0.0,0.0,3.26,5.13,1.82,8.21,4.0,19-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
19-Jul-2018 - 00:00,20.91,169.16,85.07,28.24,1.93,231.07,0.14,40.56,,6.72,0.0,0.0,0.0,3.72,5.1,1.76,8.54,4.27,20-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
20-Jul-2018 - 00:00,12.02,125.3,85.91,27.84,2.13,227.97,0.0,33.8,,6.36,0.0,0.0,0.0,3.88,4.85,1.67,8.56,4.23,21-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
21-Jul-2018 - 00:00,12.45,87.49,88.18,27.54,1.82,214.04,0.03,35.17,,4.83,0.0,0.0,0.0,3.9,4.87,1.6,8.61,4.2,22-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
22-Jul-2018 - 00:00,15.15,89.32,88.82,27.1,2.17,226.34,0.04,32.9,,5.16,0.0,0.0,0.0,3.72,4.71,1.66,8.35,3.99,23-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
23-Jul-2018 - 00:00,12.97,85.18,91.08,26.33,1.98,224.3,0.1,35.26,,5.72,0.0,0.0,0.0,3.79,4.67,1.68,8.41,4.19,24-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
24-Jul-2018 - 00:00,15.82,182.13,85.11,27.67,1.88,215.76,0.01,42.43,0.37,6.23,0.0,0.0,0.0,3.49,5.05,1.75,8.34,4.19,25-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
25-Jul-2018 - 00:00,22.61,142.85,87.28,27.39,2.01,230.73,0.01,57.45,0.46,4.87,0.0,0.0,0.0,3.63,4.81,1.67,8.33,4.14,26-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
26-Jul-2018 - 00:00,33.5,131.88,84.71,27.8,1.56,215.46,0.0,56.26,0.46,4.98,0.0,0.0,0.0,3.65,4.74,1.8,8.31,4.25,27-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
27-Jul-2018 - 00:00,23.38,120.23,85.34,27.59,1.35,196.42,0.06,56.61,0.44,5.29,0.0,0.0,0.0,3.51,4.69,1.63,8.19,4.23,28-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
28-Jul-2018 - 00:00,19.33,181.89,79.91,28.28,1.59,219.07,0.0,56.45,0.46,6.88,0.0,0.0,0.0,3.75,4.52,1.6,8.27,4.23,29-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
29-Jul-2018 - 00:00,29.48,191.03,81.44,28.83,1.65,221.86,0.0,77.65,0.45,9.54,0.0,0.0,0.0,3.92,4.64,1.59,8.47,4.22,30-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
30-Jul-2018 - 00:00,30.06,203.68,73.86,29.19,1.74,242.85,0.0,77.34,0.44,8.79,0.0,0.0,0.0,3.97,4.66,1.55,8.53,4.37,31-Jul-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
31-Jul-2018 - 00:00,28.8,187.16,77.12,28.73,1.77,226.11,0.0,73.63,0.44,6.71,0.0,0.0,0.0,4.0,4.6,1.49,8.52,4.42,01-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
01-Aug-2018 - 00:00,34.43,218.12,71.73,29.34,1.91,234.49,0.0,212.91,0.45,7.04,0.0,0.0,0.0,3.94,4.29,1.63,8.32,4.17,02-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
02-Aug-2018 - 00:00,43.04,160.03,73.13,29.31,1.89,232.03,0.0,118.99,0.46,6.18,0.0,0.0,0.0,4.05,4.8,1.52,8.67,4.26,03-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
03-Aug-2018 - 00:00,31.75,174.48,80.2,28.03,1.92,241.43,0.01,71.45,0.44,4.0,0.0,0.0,0.0,3.45,4.46,1.43,8.01,4.67,04-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
04-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,05-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
05-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,06-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
06-Aug-2018 - 00:00,23.68,191.38,68.37,29.76,2.36,241.31,0.03,70.75,0.44,8.77,0.0,0.0,0.0,3.88,4.76,1.76,8.48,4.38,07-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
07-Aug-2018 - 00:00,20.07,86.55,75.76,28.04,2.12,246.81,0.01,50.22,0.43,7.48,0.0,0.0,0.0,3.8,4.7,1.64,8.41,4.16,08-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
08-Aug-2018 - 00:00,18.89,76.03,88.3,26.56,1.88,236.5,0.02,45.94,0.43,6.13,0.0,0.0,0.0,3.79,4.51,1.59,8.22,3.74,09-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
09-Aug-2018 - 00:00,21.58,159.43,78.68,28.42,2.1,235.91,0.0,51.9,0.43,7.67,0.0,0.0,0.0,3.88,4.24,1.58,8.14,2.63,10-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
10-Aug-2018 - 00:00,10.82,119.22,82.31,27.95,2.54,247.01,0.03,30.8,0.43,9.3,0.0,0.0,0.0,3.98,4.48,1.5,8.44,4.1,11-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
11-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,12-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
12-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,13-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
13-Aug-2018 - 00:00,8.73,72.15,93.16,27.18,1.22,199.82,0.04,32.6,0.44,12.2,0.0,0.0,0.0,3.81,4.32,1.63,8.1,4.32,14-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
14-Aug-2018 - 00:00,14.33,190.41,83.56,27.81,2.05,236.14,0.34,45.35,0.44,21.27,0.0,0.0,0.0,4.04,4.56,1.52,8.5,4.29,15-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
15-Aug-2018 - 00:00,28.93,56.94,91.52,27.02,1.95,243.34,0.09,75.11,0.44,19.41,0.0,0.0,0.0,4.55,5.48,1.73,9.07,4.1,16-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
16-Aug-2018 - 00:00,10.42,66.64,95.3,26.24,2.07,177.52,1.02,24.24,0.44,22.06,0.0,0.0,0.0,4.82,6.12,1.9,9.49,4.37,17-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
17-Aug-2018 - 00:00,2.54,55.68,97.08,25.35,2.16,217.09,0.08,14.38,0.43,21.76,0.0,0.0,0.0,5.04,6.02,1.92,9.68,4.27,18-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
18-Aug-2018 - 00:00,13.85,64.2,95.05,25.68,1.91,236.68,0.05,38.86,0.45,15.45,0.0,0.0,0.0,4.99,4.98,1.94,9.11,4.13,19-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
19-Aug-2018 - 00:00,15.84,88.52,91.06,26.78,2.0,244.76,0.06,39.25,0.44,20.59,0.0,0.0,0.0,4.29,4.73,1.8,8.73,4.08,20-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
20-Aug-2018 - 00:00,13.04,41.26,97.94,25.49,2.28,234.18,0.65,24.27,0.44,19.29,0.0,0.0,0.0,4.29,4.99,1.64,9.0,3.87,21-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
21-Aug-2018 - 00:00,4.85,99.81,91.83,24.44,2.52,227.55,0.06,25.63,0.43,13.46,0.0,0.0,0.0,3.78,5.04,1.56,8.3,3.46,22-Aug-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
