from date,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,CO,AT,WS,SO2,Benzene,Toluene,NH3,to date,station
12-Aug-2018 - 00:00,83.27,,0.25,218.25,70.79,991.29,90.79,7.28,24.78,19.11,9.1,24.68,0.4,28.46,1.0,11.24,,,27.31,13-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Aug-2018 - 00:00,95.43,,0.65,231.51,75.27,991.42,103.28,12.6,27.61,24.9,16.06,32.81,0.55,27.88,0.65,12.36,,,19.16,14-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Aug-2018 - 00:00,109.91,,0.09,273.42,74.7,991.41,104.99,17.07,26.64,26.89,23.64,42.67,0.66,28.79,0.63,13.91,,,21.06,15-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Aug-2018 - 00:00,126.82,,0.0,215.23,70.78,991.3,127.88,7.34,27.91,20.82,8.72,46.52,0.46,29.29,1.2,11.18,,,14.74,16-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Aug-2018 - 00:00,109.92,,2.03,221.88,75.65,991.44,103.63,19.52,29.03,31.35,13.37,45.24,1.26,28.3,0.9,11.89,,,16.07,17-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Aug-2018 - 00:00,98.95,,0.18,185.26,72.84,991.35,94.63,11.84,25.95,23.44,32.13,36.04,0.54,29.97,1.45,11.01,,,15.86,18-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Aug-2018 - 00:00,90.03,,,161.91,71.37,991.31,117.24,8.24,32.44,23.71,49.66,34.22,0.52,29.64,1.21,11.31,,,18.31,19-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Aug-2018 - 00:00,96.9,,,224.63,80.03,991.57,60.29,,,,75.23,45.32,0.38,27.19,0.78,,,,,20-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Aug-2018 - 00:00,108.02,,0.0,207.1,73.75,991.38,119.1,2.14,25.32,14.69,14.43,54.27,1.29,29.41,0.98,12.61,,,14.17,21-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Aug-2018 - 00:00,75.45,,0.04,146.48,67.05,991.18,128.12,14.03,38.56,31.92,7.48,24.73,0.91,30.29,1.38,13.39,,,13.46,22-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Aug-2018 - 00:00,81.56,,0.02,195.38,74.46,991.4,100.04,12.2,29.96,25.84,5.48,27.8,0.82,28.87,1.14,12.31,,,8.39,23-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Aug-2018 - 00:00,86.99,,0.17,236.04,80.1,991.57,83.73,4.28,25.23,16.9,5.25,24.94,0.34,27.39,1.06,10.6,,,10.97,24-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Aug-2018 - 00:00,83.79,,0.04,243.42,72.33,991.34,104.67,8.75,22.22,18.93,7.38,14.96,0.37,28.43,1.15,10.73,,,11.81,25-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Aug-2018 - 00:00,78.91,,0.0,237.36,68.68,991.23,122.41,2.76,22.21,14.0,8.93,13.09,0.22,28.56,1.49,9.99,,,10.76,26-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Aug-2018 - 00:00,87.92,,0.0,247.42,66.05,991.15,52.38,2.16,21.71,13.31,10.86,19.65,0.31,29.1,1.49,11.22,,,10.11,27-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Aug-2018 - 00:00,69.4,,0.5,232.41,75.42,991.43,6.9,8.05,29.21,22.11,11.27,20.95,0.5,27.94,0.84,11.31,,,10.3,28-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Aug-2018 - 00:00,76.49,,0.65,197.22,81.89,991.62,90.32,11.96,31.79,26.66,19.91,23.6,0.59,26.74,1.22,12.22,,,9.71,29-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Aug-2018 - 00:00,73.19,,0.24,191.26,82.43,991.63,78.14,11.8,30.33,25.74,24.49,22.42,0.7,26.76,1.04,10.54,,,9.77,30-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Aug-2018 - 00:00,98.6,,0.07,241.21,76.15,991.45,69.78,19.98,28.38,30.58,13.28,38.04,1.13,28.99,0.85,11.46,,,10.35,31-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
31-Aug-2018 - 00:00,142.98,,0.1,249.89,73.81,991.38,5.25,5.57,25.87,18.29,10.24,42.31,1.08,28.7,1.16,10.71,,,9.86,01-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Sep-2018 - 00:00,109.57,,1.53,220.89,83.98,991.68,52.76,6.43,33.25,22.92,8.12,41.75,1.01,25.74,0.82,10.93,,,10.26,02-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Sep-2018 - 00:00,75.98,,0.96,254.63,87.34,991.78,54.27,,,,27.23,47.0,,24.52,0.84,,,,,03-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Sep-2018 - 00:00,83.57,,0.0,272.48,88.0,991.81,46.14,,,,59.81,,,24.42,0.36,,,,,04-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Sep-2018 - 00:00,101.48,,0.0,223.42,88.74,991.83,49.51,8.05,44.06,29.27,23.61,45.08,0.76,24.57,0.41,14.03,,,13.79,05-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Sep-2018 - 00:00,89.36,,0.0,259.64,83.38,991.67,101.42,18.12,20.71,25.79,4.13,34.11,0.97,25.47,0.84,13.6,,,10.33,06-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Sep-2018 - 00:00,120.68,,0.37,252.58,76.59,991.47,130.3,9.11,19.95,17.75,6.93,35.65,0.29,27.08,1.13,12.82,,,2.82,07-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Sep-2018 - 00:00,87.03,,1.65,239.89,81.69,991.62,91.94,17.16,41.03,34.52,8.32,27.78,0.54,25.79,0.71,12.04,,,8.36,08-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Sep-2018 - 00:00,84.72,,1.81,190.02,78.34,991.51,105.32,12.8,30.97,26.91,13.11,26.78,0.25,26.57,1.29,11.88,,,4.79,09-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Sep-2018 - 00:00,65.36,,0.72,141.18,74.71,991.4,106.53,4.0,27.35,17.81,19.13,16.72,0.19,26.52,1.91,11.56,,,5.89,10-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Sep-2018 - 00:00,88.25,,,231.51,78.12,991.51,95.16,5.48,30.85,20.87,24.2,31.6,0.24,26.29,0.8,11.25,,,7.86,11-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Sep-2018 - 00:00,75.65,,,244.62,74.16,991.4,112.58,4.57,22.44,15.66,9.63,22.05,0.24,27.84,1.04,11.5,,,7.69,12-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Sep-2018 - 00:00,98.33,,,236.78,69.86,991.26,94.94,2.19,20.06,12.45,8.63,22.59,0.26,28.27,1.64,10.96,,,7.29,13-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Sep-2018 - 00:00,99.29,,0.0,241.33,66.36,991.16,129.77,5.67,19.96,14.77,6.38,23.89,0.23,27.68,1.51,10.5,,,9.96,14-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Sep-2018 - 00:00,99.91,,0.06,254.83,66.99,991.18,115.87,2.86,20.32,12.92,6.92,29.47,0.4,27.31,1.21,12.88,,,14.37,15-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Sep-2018 - 00:00,82.8,,0.02,251.33,65.05,991.12,94.56,12.55,21.68,20.17,11.11,31.48,1.19,27.22,1.12,8.22,,,7.49,16-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Sep-2018 - 00:00,80.42,,0.0,263.49,66.09,991.15,125.53,5.37,23.44,16.84,10.59,32.67,0.81,27.49,1.28,5.27,,,4.99,17-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Sep-2018 - 00:00,110.42,,0.0,272.76,67.55,991.2,124.29,6.1,24.96,18.24,10.45,47.77,0.71,27.59,1.32,5.37,,,6.33,18-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Sep-2018 - 00:00,120.34,,0.01,261.42,62.09,991.03,122.59,3.62,31.3,19.59,16.36,48.59,1.06,27.94,1.22,6.01,,,5.82,19-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Sep-2018 - 00:00,115.11,,,273.4,65.94,991.15,126.55,8.58,30.41,23.17,20.45,51.56,0.7,26.66,1.11,6.32,,,5.57,20-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Sep-2018 - 00:00,128.17,,0.0,248.27,67.45,991.19,23.31,9.98,35.27,26.89,28.41,69.46,1.18,27.37,0.69,5.53,,,6.55,21-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Sep-2018 - 00:00,66.89,,0.33,163.27,68.28,991.21,113.38,7.49,31.13,22.66,24.06,32.62,0.72,26.72,1.91,5.74,,,6.22,22-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Sep-2018 - 00:00,38.91,,0.26,160.86,82.59,991.64,46.2,10.39,30.12,24.5,33.99,21.64,0.7,23.53,1.81,6.23,,,13.68,23-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Sep-2018 - 00:00,41.35,,0.06,132.75,80.23,991.58,73.04,4.73,30.96,20.33,22.78,26.61,1.35,24.9,2.46,7.78,,,22.23,24-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Sep-2018 - 00:00,28.24,,0.02,176.59,86.47,991.75,48.35,9.41,27.2,22.14,12.34,15.72,0.65,23.08,1.76,6.79,,,23.19,25-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Sep-2018 - 00:00,31.7,,0.0,264.25,86.88,991.78,53.43,6.92,27.25,19.95,26.24,21.28,1.42,21.7,1.16,7.36,,,23.77,26-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Sep-2018 - 00:00,59.91,,0.02,267.09,77.06,991.48,124.55,11.02,24.16,21.83,18.33,33.15,1.65,24.53,0.92,7.11,,,24.37,27-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Sep-2018 - 00:00,104.93,,0.0,265.89,75.22,991.43,122.46,39.61,19.54,42.69,20.24,65.02,1.7,25.08,0.79,6.85,,,18.26,28-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Sep-2018 - 00:00,102.45,,0.0,259.48,70.68,991.3,120.88,48.72,19.12,49.89,19.8,56.49,0.86,25.72,0.71,6.43,,,3.3,29-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Sep-2018 - 00:00,124.86,,0.01,262.94,66.53,991.16,120.4,31.63,26.39,39.83,22.75,64.42,0.66,26.68,0.98,6.31,,,4.27,30-Sep-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Sep-2018 - 00:00,78.92,,0.0,264.9,66.09,991.16,83.96,6.17,17.61,14.41,22.1,44.58,0.65,25.91,1.19,6.04,,,5.62,01-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Oct-2018 - 00:00,98.41,,0.0,269.22,64.95,991.12,151.61,8.96,23.95,20.04,24.32,48.04,0.62,26.34,0.92,5.82,,,7.02,02-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Oct-2018 - 00:00,91.12,,0.02,268.37,61.23,991.02,40.84,12.28,33.63,27.89,20.9,40.02,0.67,26.77,0.7,5.64,,,4.73,03-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Oct-2018 - 00:00,94.11,8.05,0.0,260.59,64.35,991.1,121.6,27.94,36.06,41.95,22.6,43.61,0.72,25.58,0.7,6.99,4.68,25.38,4.61,04-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Oct-2018 - 00:00,140.39,5.32,0.0,243.11,66.85,991.09,119.78,23.86,41.8,40.88,26.84,79.98,0.83,25.61,0.81,6.29,3.65,18.42,5.21,05-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Oct-2018 - 00:00,166.56,7.55,0.0,260.22,68.19,991.22,118.02,39.33,40.37,53.53,27.62,99.06,0.74,24.94,0.7,5.22,5.89,32.16,6.56,06-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Oct-2018 - 00:00,118.24,4.01,0.0,265.78,64.44,991.1,124.59,23.08,31.54,35.58,20.71,75.38,0.61,24.11,0.85,6.12,3.99,22.58,5.28,07-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Oct-2018 - 00:00,135.09,2.81,0.0,265.63,64.06,991.09,124.16,21.22,37.57,37.27,25.12,71.95,0.59,23.68,0.77,6.08,2.97,18.27,5.2,08-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Oct-2018 - 00:00,172.66,3.15,0.0,242.78,65.24,991.13,119.85,18.45,46.79,39.93,31.18,105.86,0.96,24.25,0.63,6.44,3.18,18.3,6.7,09-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Oct-2018 - 00:00,170.22,2.7,0.03,197.05,62.41,991.04,121.77,46.17,52.08,65.34,25.07,90.55,1.16,25.09,0.99,7.53,2.43,15.73,6.9,10-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Oct-2018 - 00:00,164.28,1.99,0.02,161.22,64.94,991.12,117.48,22.35,49.37,44.48,21.15,89.09,1.13,26.02,1.32,5.22,1.94,13.01,6.77,11-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Oct-2018 - 00:00,149.57,1.54,0.0,167.37,61.17,991.01,110.1,16.78,43.0,36.55,18.15,63.25,0.41,24.02,1.43,5.37,1.6,11.4,6.68,12-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Oct-2018 - 00:00,127.16,2.53,0.0,255.78,60.06,990.97,118.7,20.96,42.88,39.89,22.66,68.94,0.71,21.77,0.69,6.27,2.97,14.21,5.6,13-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Oct-2018 - 00:00,192.24,4.54,0.0,256.82,62.59,991.05,119.21,29.45,44.99,47.94,24.96,136.71,0.65,20.9,0.91,5.72,4.37,27.17,7.82,14-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Oct-2018 - 00:00,146.52,3.51,0.0,249.72,61.7,991.02,122.83,17.28,39.69,35.2,25.73,87.36,0.65,21.16,0.91,6.47,3.03,16.8,6.49,15-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Oct-2018 - 00:00,191.02,4.33,0.0,251.83,61.03,991.0,118.26,28.52,48.65,49.12,25.27,115.52,1.03,21.97,0.73,7.18,3.95,21.04,6.98,16-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Oct-2018 - 00:00,220.97,11.87,0.0,234.97,66.55,991.16,103.13,88.79,58.8,103.65,30.79,141.41,1.56,22.66,0.56,7.36,6.23,35.09,6.07,17-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Oct-2018 - 00:00,190.61,9.84,0.0,237.21,59.74,990.97,116.65,90.07,49.03,99.51,23.17,113.23,1.48,22.95,0.7,7.02,5.8,34.38,7.02,18-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Oct-2018 - 00:00,208.03,16.47,0.01,203.7,65.77,991.14,106.37,159.97,53.98,159.12,24.16,132.03,1.67,22.14,0.78,7.2,6.99,46.38,6.35,19-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Oct-2018 - 00:00,206.95,7.16,0.0,241.47,62.47,991.04,105.49,19.11,52.96,43.76,17.08,130.78,0.76,22.01,0.64,5.75,4.19,22.14,7.09,20-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Oct-2018 - 00:00,207.25,6.1,0.0,251.38,55.36,990.84,110.96,13.62,58.74,42.35,23.24,138.16,0.83,22.03,0.6,8.35,5.02,18.36,7.69,21-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Oct-2018 - 00:00,180.38,6.78,0.0,257.08,56.15,990.85,100.79,22.81,54.38,47.52,21.83,125.07,0.77,20.59,0.73,8.22,4.01,26.12,5.62,22-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Oct-2018 - 00:00,173.61,6.2,0.0,265.12,56.78,990.88,113.96,19.15,46.74,40.47,23.7,107.83,0.68,19.99,0.99,7.11,3.84,25.44,5.68,23-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Oct-2018 - 00:00,196.06,9.92,0.0,258.49,51.05,990.71,121.78,43.34,59.86,67.17,28.75,105.13,1.23,21.95,0.71,7.0,4.81,35.33,4.36,24-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Oct-2018 - 00:00,238.56,13.6,0.0,239.68,60.32,990.98,103.11,59.25,78.76,90.18,14.36,153.42,1.43,20.42,0.51,6.53,6.37,46.32,5.27,25-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Oct-2018 - 00:00,273.85,14.56,0.0,233.71,63.96,991.08,101.71,60.84,86.75,95.75,45.99,170.28,1.68,19.77,0.53,8.03,7.12,48.84,26.03,26-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Oct-2018 - 00:00,271.71,17.24,0.0,240.53,63.67,991.08,96.38,87.08,69.47,107.93,33.24,178.43,1.78,19.38,0.52,8.16,8.17,64.12,25.96,27-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Oct-2018 - 00:00,272.28,16.29,0.0,255.32,66.32,991.16,92.85,69.12,75.16,95.12,27.6,181.3,1.63,19.32,0.49,5.76,7.82,62.77,20.55,28-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Oct-2018 - 00:00,280.5,15.71,0.0,255.35,64.88,991.12,103.63,66.81,56.91,84.75,26.21,200.96,1.63,19.7,0.73,6.43,6.69,58.61,7.74,29-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Oct-2018 - 00:00,336.4,14.91,0.0,261.8,66.38,991.16,98.61,77.15,58.0,93.75,41.67,237.01,1.87,19.73,0.64,5.81,6.75,55.5,7.34,30-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Oct-2018 - 00:00,338.9,16.92,0.0,242.67,67.54,991.2,87.71,67.79,69.6,92.28,33.96,250.23,2.16,19.67,0.5,5.54,7.85,60.56,7.25,31-Oct-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
31-Oct-2018 - 00:00,272.12,16.01,0.0,249.43,70.0,991.27,90.37,47.68,65.06,73.41,21.31,192.95,2.85,19.41,0.51,6.58,6.7,44.09,10.22,01-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Nov-2018 - 00:00,285.94,16.94,0.01,218.61,69.71,991.26,90.7,92.56,74.3,114.98,15.36,203.27,2.41,19.67,0.54,5.72,6.87,46.01,35.92,02-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Nov-2018 - 00:00,289.7,10.28,0.01,209.32,66.01,991.15,89.7,59.96,75.07,88.81,15.27,198.11,2.23,20.37,0.62,6.13,5.25,30.46,38.43,03-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Nov-2018 - 00:00,247.44,3.55,0.01,149.65,58.81,990.94,87.31,12.05,61.11,42.33,16.39,153.12,1.76,22.26,1.49,4.67,2.7,12.87,41.54,04-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Nov-2018 - 00:00,152.42,1.31,0.0,203.95,54.31,990.81,98.49,3.79,45.87,27.48,31.8,99.97,1.68,21.14,1.5,5.7,1.74,10.76,40.89,05-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Nov-2018 - 00:00,466.27,4.66,0.0,249.69,67.61,991.2,82.97,11.86,50.4,36.17,20.91,389.68,2.49,17.03,0.93,4.26,4.52,23.27,35.73,06-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Nov-2018 - 00:00,340.14,3.05,0.0,254.42,44.3,990.51,105.88,7.77,48.75,32.25,28.51,173.67,2.32,18.61,1.45,3.65,2.64,14.74,7.92,07-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Nov-2018 - 00:00,216.74,1.81,0.0,255.49,44.1,990.5,103.47,9.04,48.76,33.31,28.68,164.98,2.39,16.54,0.93,3.85,1.87,10.79,5.56,08-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Nov-2018 - 00:00,281.46,10.73,0.0,255.09,61.75,991.02,81.72,105.88,72.9,125.1,27.72,412.85,3.51,14.51,0.41,5.02,6.31,26.81,40.31,09-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Nov-2018 - 00:00,362.87,14.47,0.0,244.4,65.68,991.14,91.74,96.89,75.78,119.29,25.16,318.65,3.67,15.97,0.48,4.83,7.23,37.29,43.85,10-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Nov-2018 - 00:00,309.85,12.25,0.0,223.91,70.84,991.29,79.7,75.02,91.43,109.78,17.62,260.57,3.24,16.0,0.47,4.28,6.63,38.15,45.41,11-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Nov-2018 - 00:00,317.29,19.06,0.01,236.2,66.39,991.16,91.38,118.76,79.48,139.07,29.42,250.02,3.41,17.32,0.54,4.58,7.64,58.06,41.95,12-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Nov-2018 - 00:00,365.98,13.86,0.0,236.81,68.95,991.24,85.57,74.08,80.43,103.17,32.3,271.96,3.87,17.73,0.5,4.19,7.42,38.98,48.01,13-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Nov-2018 - 00:00,319.08,16.96,0.0,234.22,74.98,991.42,58.59,98.58,74.51,120.0,33.07,252.58,3.23,17.62,0.53,3.26,8.07,48.05,45.95,14-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Nov-2018 - 00:00,170.77,8.28,0.75,200.97,73.72,991.38,83.49,54.72,67.73,80.64,6.29,129.6,2.8,18.85,0.81,2.76,4.67,22.56,47.5,15-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Nov-2018 - 00:00,141.38,6.45,1.12,252.14,70.59,991.29,94.32,22.39,57.86,48.98,10.67,101.42,2.27,18.22,0.9,2.95,4.91,22.19,52.11,16-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Nov-2018 - 00:00,167.17,2.86,1.34,247.89,54.97,990.83,107.71,4.38,57.65,34.24,14.27,129.32,2.21,17.75,1.48,3.46,3.9,13.91,52.84,17-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Nov-2018 - 00:00,180.0,4.66,0.08,257.67,61.88,991.03,103.41,7.93,47.3,31.26,11.98,134.52,2.67,15.62,0.92,4.19,4.35,20.48,52.78,18-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Nov-2018 - 00:00,194.69,9.09,0.17,210.36,66.27,991.15,98.13,17.79,70.55,51.3,12.09,144.69,2.67,16.21,0.72,4.35,4.6,21.92,50.18,19-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Nov-2018 - 00:00,250.94,4.47,0.14,135.0,61.02,991.0,72.66,13.7,81.59,54.55,12.72,184.9,2.68,18.53,1.17,3.93,4.66,14.7,52.18,20-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Nov-2018 - 00:00,283.92,8.45,0.01,261.29,68.39,991.22,92.36,44.37,58.17,67.09,14.82,222.8,2.61,17.35,0.68,3.31,6.4,27.17,47.01,21-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Nov-2018 - 00:00,258.21,4.38,0.0,263.89,61.96,991.03,99.16,24.75,48.41,45.87,14.33,198.73,1.31,16.42,0.73,4.39,3.54,23.7,28.39,22-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Nov-2018 - 00:00,179.19,5.43,0.16,238.6,53.87,990.78,88.08,28.8,89.65,71.16,13.91,110.49,1.64,16.79,0.54,5.46,3.0,39.62,24.07,23-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Nov-2018 - 00:00,260.29,6.46,,258.04,52.37,990.74,99.31,9.54,65.18,42.43,14.8,186.96,1.69,17.36,1.18,4.07,4.32,33.44,28.74,24-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Nov-2018 - 00:00,166.11,2.11,0.0,243.58,50.15,990.68,102.41,11.15,52.45,36.99,15.34,99.44,1.16,17.02,1.42,4.82,2.3,14.86,28.59,25-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Nov-2018 - 00:00,188.73,4.55,0.0,268.35,60.33,990.98,98.59,48.14,52.02,66.91,13.38,124.32,1.75,15.1,0.72,5.02,3.11,21.3,24.94,26-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Nov-2018 - 00:00,271.62,7.52,0.0,266.31,65.95,991.15,94.04,33.75,75.12,64.21,12.41,199.33,1.56,15.01,0.66,5.33,4.5,30.52,29.74,27-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Nov-2018 - 00:00,207.95,9.11,0.0,225.88,66.95,991.18,87.22,67.72,70.09,73.21,10.5,145.22,1.93,15.57,0.69,6.23,5.2,23.47,21.34,28-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Nov-2018 - 00:00,227.55,11.19,0.17,235.32,71.02,991.29,81.48,149.11,60.01,153.47,11.71,168.0,2.57,16.32,0.49,5.04,6.06,38.72,19.55,29-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Nov-2018 - 00:00,263.4,11.93,,263.73,70.75,991.29,84.04,88.24,63.54,105.74,12.53,194.17,1.88,15.5,0.71,4.08,6.51,49.33,29.29,30-Nov-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Nov-2018 - 00:00,267.62,7.17,,264.59,68.41,991.22,90.29,58.33,55.82,67.83,12.89,198.27,1.7,14.7,0.76,3.81,5.07,32.46,28.29,01-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Dec-2018 - 00:00,192.01,4.79,0.0,257.24,63.3,991.07,93.99,32.49,52.82,53.63,13.0,130.33,1.25,14.31,0.8,3.21,3.73,22.71,26.98,02-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Dec-2018 - 00:00,178.74,10.01,0.0,244.7,61.87,991.03,90.1,92.45,57.37,103.93,12.55,125.75,2.08,13.48,0.57,4.23,4.72,32.82,18.93,03-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Dec-2018 - 00:00,224.48,9.65,0.0,262.7,63.22,990.97,88.34,79.01,57.65,92.81,13.52,158.54,1.86,13.41,0.6,4.69,4.68,32.84,23.07,04-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
