from date,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,CO,AT,WS,SO2,Benzene,Toluene,NH3,to date,station
21-Apr-2018 - 00:00,487.27,,-0.05,251.76,27.19,742.42,137.89,5.23,43.53,41.65,33.52,128.08,0.42,28.73,1.84,12.95,4.57,9.64,16.12,22-Apr-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Apr-2018 - 00:00,221.88,,-0.05,250.86,21.33,742.39,145.56,6.17,47.62,42.21,38.87,66.54,0.46,27.87,2.08,14.54,5.6,7.51,18.21,23-Apr-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Apr-2018 - 00:00,218.62,,-0.04,253.86,18.73,742.29,146.09,13.84,44.9,54.36,44.38,69.54,0.72,28.45,1.79,11.07,4.48,13.22,14.95,24-Apr-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Apr-2018 - 00:00,233.5,,-0.03,260.04,20.48,742.45,142.9,32.73,64.55,99.84,37.51,110.21,1.19,28.86,1.24,22.42,6.67,32.01,17.23,25-Apr-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Apr-2018 - 00:00,235.0,,-0.01,250.22,16.26,742.31,140.89,57.77,74.29,122.15,33.26,108.38,1.25,31.37,1.13,27.04,7.46,31.04,15.94,26-Apr-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Apr-2018 - 00:00,400.46,,-0.01,215.35,20.11,742.26,135.77,62.18,90.8,121.82,42.9,121.17,1.89,32.44,0.98,30.62,8.12,32.23,19.09,27-Apr-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Apr-2018 - 00:00,318.17,,0.09,140.8,38.88,743.0,135.38,27.77,74.77,82.91,31.08,97.67,0.78,31.46,1.8,19.94,7.85,17.28,24.9,28-Apr-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Apr-2018 - 00:00,354.04,,0.06,132.33,38.77,743.0,133.78,4.87,53.48,54.83,36.48,82.96,0.77,32.35,2.18,20.08,2.79,10.86,23.77,29-Apr-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Apr-2018 - 00:00,242.5,,0.02,162.87,39.42,742.84,130.41,5.99,59.96,62.75,39.12,84.67,0.77,32.34,1.17,19.25,3.04,10.91,22.45,30-Apr-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Apr-2018 - 00:00,185.58,,0.06,159.28,40.47,742.79,137.2,27.49,64.22,91.72,35.36,82.88,0.75,31.8,1.58,20.41,3.56,11.26,22.0,01-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
01-May-2018 - 00:00,167.35,,0.09,130.42,46.9,743.0,140.37,4.82,43.77,45.19,38.04,93.2,0.57,30.23,2.59,13.31,1.76,7.44,22.67,02-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
02-May-2018 - 00:00,169.21,,0.08,138.47,46.09,743.0,164.46,3.99,32.79,35.02,47.7,71.75,0.54,30.13,2.69,11.76,1.15,7.53,23.84,03-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
03-May-2018 - 00:00,174.0,,0.16,130.89,42.78,743.0,149.84,6.66,53.68,56.17,33.38,58.0,0.56,30.32,3.15,15.19,1.87,9.37,20.81,04-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
04-May-2018 - 00:00,124.58,,0.08,140.06,48.31,743.09,143.16,5.15,48.28,50.14,32.13,42.92,0.68,29.33,2.05,12.41,2.15,10.37,23.2,05-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
05-May-2018 - 00:00,191.12,,0.02,225.86,40.68,742.73,141.27,31.27,67.03,92.22,38.52,74.96,1.18,31.32,1.01,15.71,4.39,18.39,22.65,06-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
06-May-2018 - 00:00,270.67,,-0.07,225.53,37.61,742.69,134.52,51.17,70.38,120.97,21.83,97.75,1.06,30.25,1.52,22.97,5.41,22.17,22.57,07-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
07-May-2018 - 00:00,289.79,,-0.02,250.5,32.53,742.61,141.11,35.16,64.87,101.64,37.46,108.21,1.24,31.04,1.12,21.85,4.04,18.67,19.47,08-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
08-May-2018 - 00:00,167.04,,-0.07,225.15,35.67,742.89,135.29,4.74,30.97,33.52,40.72,57.96,0.32,28.73,2.37,11.38,1.26,9.07,18.41,09-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
09-May-2018 - 00:00,161.92,,-0.02,234.93,46.09,743.0,118.96,22.94,74.2,99.75,27.8,73.08,1.03,26.29,1.0,15.25,3.04,18.85,20.2,10-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
10-May-2018 - 00:00,180.29,,-0.01,247.21,41.65,742.91,141.53,29.8,70.14,99.22,45.41,101.08,1.02,29.19,1.08,19.79,3.91,18.25,21.46,11-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
11-May-2018 - 00:00,253.29,,-0.01,264.04,32.98,742.6,137.05,22.85,84.42,100.32,43.15,132.5,1.41,32.4,1.12,25.8,5.35,23.08,22.29,12-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
12-May-2018 - 00:00,289.54,,0.02,184.39,38.6,742.84,126.04,27.17,98.63,116.03,38.63,147.46,1.44,33.22,1.08,28.94,5.66,19.8,24.38,13-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
13-May-2018 - 00:00,193.88,,-0.02,150.02,45.51,743.0,121.65,4.03,37.23,38.73,44.01,74.17,0.63,30.93,2.59,24.06,1.82,8.13,26.32,14-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
14-May-2018 - 00:00,74.47,,0.02,192.23,60.26,743.11,77.88,7.35,49.6,55.39,12.77,32.11,0.5,22.36,1.05,13.44,0.99,6.76,23.69,15-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
15-May-2018 - 00:00,194.83,,0.03,171.52,37.71,743.0,156.18,28.57,77.73,58.37,12.02,73.82,0.1,34.13,1.17,8.74,10.1,17.85,19.64,16-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
16-May-2018 - 00:00,206.62,,-0.03,225.68,33.19,742.64,144.63,25.09,50.54,37.65,23.02,64.12,0.36,33.0,1.93,6.48,10.75,13.08,15.54,17-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
17-May-2018 - 00:00,275.17,,-0.02,221.09,24.77,742.6,140.78,7.6,57.09,51.5,44.03,97.58,0.66,34.15,1.44,9.79,5.44,14.31,18.09,18-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
18-May-2018 - 00:00,224.25,,-0.02,214.36,30.8,742.64,131.25,6.0,62.23,59.23,26.87,91.58,1.29,32.42,1.04,6.43,4.56,17.6,18.92,19-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
19-May-2018 - 00:00,236.58,,0.01,228.54,34.28,742.75,131.8,12.16,73.6,66.8,29.75,91.58,1.48,32.07,1.17,11.74,6.24,19.02,20.51,20-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
20-May-2018 - 00:00,214.13,,-0.03,229.38,24.09,742.45,142.33,10.91,58.15,55.78,32.47,84.17,1.12,33.37,1.34,6.15,12.02,5.44,20.78,21-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
21-May-2018 - 00:00,163.7,,-0.05,234.78,12.62,742.0,147.28,4.97,56.15,54.37,37.42,80.17,0.89,35.39,1.8,5.55,7.38,9.67,29.1,22-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
22-May-2018 - 00:00,152.41,,-0.03,241.14,14.53,742.12,143.05,6.23,77.09,72.79,36.4,95.12,1.5,35.76,1.28,11.64,4.32,19.43,26.87,23-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
23-May-2018 - 00:00,212.62,,-0.01,225.49,23.83,742.51,138.61,18.4,89.73,76.66,35.76,132.75,1.93,34.66,0.81,20.7,16.57,33.1,26.12,24-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
24-May-2018 - 00:00,217.5,,-0.01,259.74,27.2,742.66,77.18,14.34,86.75,76.5,7.97,144.4,1.1,30.79,1.02,26.44,10.48,34.82,25.82,25-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
25-May-2018 - 00:00,186.34,,-0.03,256.47,9.87,742.03,200.23,15.17,59.77,51.63,19.18,63.2,1.0,37.83,1.64,8.96,9.56,16.07,10.38,26-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
26-May-2018 - 00:00,197.88,,-0.01,265.58,15.97,742.34,146.4,13.71,62.82,52.86,36.64,102.62,1.56,34.72,1.07,7.91,24.42,14.98,17.05,27-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
27-May-2018 - 00:00,220.79,,-0.02,232.14,15.54,742.34,146.07,14.71,61.57,52.64,33.22,94.92,1.0,35.28,1.26,5.44,8.96,11.36,14.21,28-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
28-May-2018 - 00:00,227.58,,-0.01,203.81,23.53,742.52,139.12,6.9,76.54,71.19,32.22,118.92,1.53,34.76,0.93,10.13,6.27,15.72,18.44,29-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
29-May-2018 - 00:00,264.62,,0.01,182.27,29.26,742.63,143.53,17.9,70.05,59.31,35.39,110.62,1.38,35.22,1.6,19.82,6.43,17.0,19.52,30-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
30-May-2018 - 00:00,237.42,,0.02,151.9,38.34,743.0,141.47,3.68,46.11,44.62,34.54,60.58,1.01,33.58,2.57,7.06,1.47,7.52,22.66,31-May-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
31-May-2018 - 00:00,187.96,,0.07,150.91,38.01,742.76,143.72,8.13,71.49,63.1,23.27,64.21,1.32,34.56,1.66,7.75,4.76,8.42,16.77,01-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Jun-2018 - 00:00,175.83,,0.07,131.63,43.69,743.0,145.08,3.29,40.37,40.0,2.12,64.92,1.03,33.55,2.76,7.6,1.68,7.87,22.65,02-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Jun-2018 - 00:00,125.67,,0.07,133.69,43.81,743.0,145.32,3.85,43.65,39.8,28.58,44.62,0.96,30.61,2.48,13.48,1.08,6.79,18.09,03-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Jun-2018 - 00:00,112.62,,0.05,135.26,46.6,743.0,144.18,3.69,40.33,40.7,42.62,49.33,0.97,32.56,2.14,11.8,1.42,7.19,20.11,04-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Jun-2018 - 00:00,146.25,,0.01,131.78,43.15,743.0,140.05,3.71,37.43,37.93,46.48,53.08,1.04,34.84,2.61,10.98,1.37,6.48,21.09,05-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Jun-2018 - 00:00,115.92,,0.08,132.75,41.85,743.0,138.79,3.76,39.38,39.85,39.18,44.08,1.0,35.29,2.45,8.82,1.28,7.85,19.62,06-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Jun-2018 - 00:00,125.46,,-0.01,156.06,52.59,743.0,117.08,4.11,43.55,44.41,36.14,57.04,1.28,31.91,1.81,8.73,2.38,14.17,19.07,07-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Jun-2018 - 00:00,127.08,,0.05,142.08,46.62,743.0,142.7,7.17,51.71,51.0,37.4,63.62,1.21,34.59,1.52,10.95,3.28,13.27,20.44,08-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Jun-2018 - 00:00,150.62,,0.02,129.2,48.96,743.0,137.74,5.41,43.24,43.0,29.26,65.71,1.15,34.59,2.68,9.16,2.21,8.52,21.1,09-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Jun-2018 - 00:00,131.0,,0.06,158.18,62.4,743.27,125.38,10.75,43.76,35.9,24.26,44.58,1.19,30.52,2.16,6.73,2.99,8.4,19.68,10-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Jun-2018 - 00:00,120.58,,-0.02,234.32,58.39,743.33,149.36,22.11,66.15,39.75,43.76,54.33,1.23,31.18,1.16,7.29,7.62,10.54,19.25,11-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Jun-2018 - 00:00,170.92,,-0.04,246.68,45.32,743.01,151.08,11.76,48.86,38.63,36.87,59.33,1.07,34.49,1.96,7.87,3.55,12.29,22.71,12-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Jun-2018 - 00:00,355.88,,-0.03,242.42,37.89,743.0,138.21,6.59,38.03,37.95,19.84,127.62,0.95,36.29,1.85,7.56,1.97,11.84,20.33,13-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Jun-2018 - 00:00,755.2,,-0.06,241.61,32.5,742.79,106.22,4.05,29.22,31.37,10.09,243.38,0.6,37.17,2.32,7.3,1.28,8.0,16.55,14-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Jun-2018 - 00:00,692.2,,-0.07,242.44,29.7,742.99,135.96,3.41,27.5,26.64,15.22,182.46,0.41,36.74,2.43,8.02,2.07,7.43,14.13,15-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Jun-2018 - 00:00,576.08,,-0.05,223.95,30.78,742.81,142.72,5.65,29.8,28.54,16.59,123.54,0.45,35.99,2.18,9.28,2.4,7.26,13.36,16-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Jun-2018 - 00:00,439.25,,-0.01,183.58,40.31,743.0,132.12,3.16,35.4,35.36,13.42,110.58,0.59,34.47,1.89,11.94,1.92,10.55,13.89,17-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Jun-2018 - 00:00,226.92,,-0.06,187.62,51.43,743.0,147.61,2.97,32.07,31.48,15.04,80.62,0.51,30.85,1.92,11.28,1.31,8.43,14.46,18-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Jun-2018 - 00:00,126.12,,-0.04,254.16,44.75,743.0,133.11,12.55,32.93,29.9,19.12,52.48,0.45,31.13,1.66,7.7,3.85,6.75,13.51,19-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Jun-2018 - 00:00,123.92,,-0.05,242.03,44.2,742.97,155.01,9.51,34.71,30.05,23.41,54.59,0.5,32.5,1.67,7.51,3.34,7.93,14.61,20-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Jun-2018 - 00:00,154.34,,-0.02,211.89,40.94,742.92,136.24,8.36,45.81,44.07,30.33,63.67,0.65,34.9,2.58,12.68,4.04,10.48,17.38,21-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Jun-2018 - 00:00,220.75,,-0.03,220.71,38.81,742.82,132.81,6.04,47.68,43.29,30.31,71.08,0.74,35.32,1.22,13.25,2.56,11.25,17.44,22-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Jun-2018 - 00:00,189.14,,-0.01,218.74,36.9,742.72,144.73,24.11,67.15,80.18,34.98,79.33,1.33,36.16,1.08,17.0,5.11,16.4,18.59,23-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Jun-2018 - 00:00,172.29,,-0.03,244.85,36.12,742.78,134.84,16.53,56.7,61.48,30.34,68.46,0.8,36.24,1.39,17.13,5.42,13.85,19.93,24-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Jun-2018 - 00:00,129.89,,-0.03,245.24,32.61,742.75,137.76,10.97,43.81,47.5,30.59,48.42,0.81,36.49,2.17,17.78,2.63,10.61,16.95,25-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Jun-2018 - 00:00,118.59,,-0.04,222.41,43.69,742.81,111.57,10.35,40.2,33.99,21.18,32.72,0.56,36.86,52.72,13.08,3.1,8.97,16.54,26-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Jun-2018 - 00:00,34.23,2.81,0.0,156.65,49.5,990.75,35.09,3.25,39.66,23.75,15.15,13.23,0.62,30.49,56.02,12.61,2.43,16.04,15.97,27-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Jun-2018 - 00:00,85.52,1.56,0.04,168.76,63.24,991.07,118.73,3.04,37.88,22.39,9.29,46.05,0.65,29.75,1.87,12.61,1.74,11.55,19.13,28-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Jun-2018 - 00:00,38.84,1.23,0.12,162.17,71.22,991.3,124.12,3.66,34.77,21.47,6.68,23.45,0.51,28.46,2.04,11.34,2.39,9.07,26.29,29-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Jun-2018 - 00:00,63.28,4.43,0.21,151.22,68.83,991.23,107.56,10.65,54.14,37.47,11.21,37.22,0.82,28.93,2.34,9.89,10.37,10.89,29.18,30-Jun-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Jun-2018 - 00:00,122.97,4.93,0.02,188.12,65.56,991.14,121.34,11.36,51.85,36.14,11.45,44.6,1.03,30.21,1.59,12.39,8.22,16.46,20.16,01-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Jul-2018 - 00:00,201.01,2.56,0.0,247.18,62.85,991.06,133.32,9.64,25.85,21.61,6.32,56.34,0.52,31.54,1.66,,1.4,10.94,20.69,02-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Jul-2018 - 00:00,228.53,0.36,0.01,221.19,58.21,990.93,140.58,1.25,23.89,13.68,7.65,37.54,0.41,31.36,1.98,,1.26,5.63,23.25,03-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Jul-2018 - 00:00,219.4,2.59,0.02,148.46,64.54,991.11,125.51,5.01,38.81,24.74,14.26,58.95,0.67,30.14,1.28,,1.88,13.1,25.16,04-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Jul-2018 - 00:00,133.11,1.78,0.04,177.84,61.04,991.0,136.36,2.23,33.41,19.49,13.53,43.53,0.57,30.68,1.39,7.8,3.04,10.81,27.78,05-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Jul-2018 - 00:00,96.68,2.64,0.02,233.38,64.53,991.11,129.68,8.99,34.65,25.59,18.49,47.98,0.71,30.3,1.14,9.36,3.79,15.6,28.74,06-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Jul-2018 - 00:00,112.26,2.24,0.02,259.93,57.81,990.91,150.29,5.45,29.85,20.3,15.6,49.72,0.5,31.73,1.15,10.09,2.93,15.98,35.18,07-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Jul-2018 - 00:00,113.74,1.72,0.0,260.12,54.12,990.8,149.01,1.66,32.82,18.73,19.36,58.99,0.61,32.44,1.16,10.57,2.01,12.98,28.74,08-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Jul-2018 - 00:00,117.48,1.96,0.0,230.43,49.96,990.67,153.36,2.73,36.68,21.67,27.56,64.41,0.62,33.91,1.04,10.16,2.17,12.82,26.64,09-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Jul-2018 - 00:00,145.55,1.44,0.09,145.54,57.76,990.9,128.12,2.13,40.3,23.13,18.04,76.73,0.62,33.55,1.94,9.59,1.53,10.15,27.47,10-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Jul-2018 - 00:00,88.83,0.89,0.1,138.69,60.7,990.99,142.54,2.82,32.74,19.53,15.53,45.62,0.53,33.17,2.08,8.67,1.09,8.74,26.31,11-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Jul-2018 - 00:00,80.42,1.89,0.05,158.18,64.86,991.12,103.82,2.35,36.36,21.19,18.02,44.83,0.54,31.01,1.74,7.9,2.1,11.48,23.43,12-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Jul-2018 - 00:00,101.0,2.93,0.04,184.78,62.49,991.05,121.95,4.91,38.08,24.23,19.07,47.88,0.62,31.24,1.38,11.33,2.67,11.13,22.0,13-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Jul-2018 - 00:00,75.28,3.22,0.06,188.46,76.61,991.47,69.38,12.23,32.31,26.89,11.98,33.04,0.65,27.43,1.45,10.07,3.37,15.46,22.31,14-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Jul-2018 - 00:00,93.25,2.66,0.19,194.07,77.94,991.5,117.89,8.32,33.07,24.37,10.52,40.39,0.47,27.82,1.2,11.06,3.16,14.6,22.95,15-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Jul-2018 - 00:00,85.74,1.57,0.21,133.84,69.77,991.26,137.73,5.6,33.19,22.22,9.61,33.25,0.52,29.99,1.58,10.84,1.76,9.97,24.08,16-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Jul-2018 - 00:00,91.38,3.81,0.01,185.26,78.59,991.53,75.83,17.8,48.43,40.27,8.75,36.95,0.71,28.5,1.45,11.95,2.76,19.03,31.7,17-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Jul-2018 - 00:00,95.0,3.18,0.15,166.35,69.24,991.25,130.15,22.53,75.21,58.3,11.67,42.99,0.67,31.01,1.06,10.76,2.59,14.37,50.1,18-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Jul-2018 - 00:00,103.12,2.65,0.07,194.05,66.99,991.18,129.99,17.25,68.09,50.29,18.31,38.33,0.49,31.04,1.51,10.02,3.34,13.25,55.81,19-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Jul-2018 - 00:00,99.59,1.59,0.01,205.09,64.75,991.12,135.9,12.57,64.8,44.71,12.22,35.7,0.49,31.59,1.34,13.14,4.03,9.58,50.92,20-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Jul-2018 - 00:00,89.15,3.44,0.0,250.93,77.25,991.48,83.86,6.28,72.8,43.72,9.26,39.11,0.72,28.08,0.94,13.42,5.99,15.44,30.72,21-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Jul-2018 - 00:00,96.6,3.98,0.01,212.77,80.74,991.58,69.84,15.98,62.59,45.35,9.42,47.09,0.66,27.38,0.89,17.02,5.6,14.33,40.22,22-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Jul-2018 - 00:00,60.14,2.87,0.01,178.64,82.75,991.64,93.49,3.56,33.61,20.73,10.67,23.99,0.83,26.93,0.85,17.08,4.5,9.04,20.18,23-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Jul-2018 - 00:00,79.8,2.16,0.09,197.93,70.71,991.29,130.03,6.07,31.67,21.8,10.77,25.43,0.68,29.48,1.51,12.64,2.26,10.65,21.76,24-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Jul-2018 - 00:00,101.3,1.99,0.0,223.84,66.86,991.18,121.59,8.75,29.99,22.86,11.12,40.96,0.81,30.92,0.98,12.23,2.23,14.57,33.48,25-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Jul-2018 - 00:00,95.71,2.51,0.01,221.94,79.16,991.54,64.62,8.14,32.21,23.76,9.81,31.84,0.72,27.67,1.09,11.45,0.76,8.69,44.21,26-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Jul-2018 - 00:00,73.82,2.41,0.0,270.47,87.29,991.78,45.88,6.63,27.69,20.14,8.64,26.26,0.67,25.21,1.15,11.62,1.48,12.26,44.83,27-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Jul-2018 - 00:00,59.02,2.45,0.0,283.87,88.16,991.82,48.49,4.48,29.47,19.32,8.72,18.49,0.7,24.94,1.11,11.47,1.66,14.91,43.83,28-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Jul-2018 - 00:00,89.6,2.31,0.0,248.84,82.72,991.64,86.34,5.14,27.53,18.81,10.14,32.86,0.71,25.82,1.34,12.14,1.56,12.13,42.8,29-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Jul-2018 - 00:00,134.16,1.86,0.0,252.43,74.23,991.39,143.47,5.67,23.59,17.15,10.5,42.79,0.66,28.77,1.11,11.49,1.04,9.01,41.22,30-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Jul-2018 - 00:00,128.27,1.08,0.0,241.21,71.65,991.31,144.36,5.79,23.65,17.17,11.75,36.38,0.64,28.57,1.17,11.69,0.69,7.95,39.59,31-Jul-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
31-Jul-2018 - 00:00,174.1,2.38,,215.3,68.08,991.21,93.51,5.99,37.1,24.6,10.48,70.23,0.64,28.98,1.34,12.15,1.18,10.62,40.35,01-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Aug-2018 - 00:00,187.21,1.28,,256.81,65.92,991.15,133.68,14.2,26.68,25.77,11.72,100.27,0.63,29.28,1.2,,0.63,8.65,41.14,02-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Aug-2018 - 00:00,240.31,1.35,0.02,240.67,61.63,991.01,142.08,8.57,25.24,20.41,10.5,130.64,0.59,30.21,1.33,,0.7,7.94,40.63,03-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Aug-2018 - 00:00,219.54,0.81,,238.55,59.64,990.96,108.18,5.39,26.08,18.24,9.64,113.36,0.48,29.62,1.4,,0.61,6.79,40.46,04-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Aug-2018 - 00:00,229.44,1.55,,251.14,60.23,990.98,128.65,11.25,27.89,24.01,10.05,65.56,0.64,29.66,1.06,11.79,0.53,7.75,38.61,05-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Aug-2018 - 00:00,224.28,1.36,0.0,198.14,68.77,991.23,81.96,11.68,27.31,23.84,8.17,64.21,0.52,27.93,1.43,10.47,0.9,6.89,38.62,06-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Aug-2018 - 00:00,149.55,1.91,0.13,201.81,77.26,991.48,66.02,9.52,31.73,24.64,10.17,57.12,0.69,26.32,0.95,11.54,1.64,11.16,41.19,07-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Aug-2018 - 00:00,128.53,2.04,0.25,209.2,75.73,991.44,104.8,15.1,33.97,30.36,15.79,47.36,0.72,27.15,0.91,11.29,1.29,11.64,41.61,08-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Aug-2018 - 00:00,96.86,2.92,0.47,178.07,74.45,991.39,112.07,13.48,32.68,28.36,12.19,35.91,0.7,28.42,1.11,9.61,1.72,14.16,44.0,09-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Aug-2018 - 00:00,98.98,2.33,0.3,158.34,64.94,991.12,139.96,9.01,32.2,24.46,16.59,32.62,0.52,30.55,1.54,11.7,1.71,13.05,44.65,10-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Aug-2018 - 00:00,106.33,,0.21,247.12,76.88,991.47,89.05,14.88,29.68,27.91,11.61,45.24,0.7,28.29,0.68,12.09,,,46.08,11-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Aug-2018 - 00:00,89.52,,0.27,241.55,71.11,991.3,132.18,2.09,19.63,11.91,9.37,30.5,0.33,29.73,1.23,12.25,,,23.08,12-Aug-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
