from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,VWS,Benzene,Toluene,P-Xylene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
01-Sep-2018 - 00:00,27.79,981.02,86.97,37.28,86.98,42.2,173.06,0.99,,0.35,6.15,,35.3,4.6,15.76,11.17,0.93,15.45,0.98,02-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
02-Sep-2018 - 00:00,26.95,980.72,70.93,36.61,90.52,44.95,183.5,0.96,,0.34,6.71,,38.14,5.64,14.78,9.16,0.77,31.95,1.37,03-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
03-Sep-2018 - 00:00,26.56,981.05,73.5,42.17,92.84,37.14,129.65,0.84,,0.35,6.26,,33.57,9.28,21.1,11.83,1.22,26.05,2.32,04-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
04-Sep-2018 - 00:00,27.6,981.57,125.53,51.78,87.92,70.4,187.4,0.83,,0.48,7.04,,39.78,23.92,42.56,18.65,1.37,26.29,1.65,05-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
05-Sep-2018 - 00:00,28.59,980.8,105.47,31.51,80.72,121.29,257.64,0.94,,0.31,4.91,,33.64,11.11,24.59,13.48,0.82,14.51,1.65,06-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
06-Sep-2018 - 00:00,29.63,980.18,136.24,35.96,77.21,184.75,261.54,0.98,,0.33,4.93,,38.08,15.97,27.5,11.62,0.81,19.39,1.18,07-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
07-Sep-2018 - 00:00,28.34,982.08,109.24,48.58,82.78,102.03,127.73,0.92,,0.46,5.89,,37.1,18.66,34.46,15.91,1.06,19.49,1.41,08-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
08-Sep-2018 - 00:00,28.68,982.43,65.51,23.94,80.1,104.46,82.59,2.24,,0.23,4.28,,38.28,3.97,12.73,8.77,0.57,16.79,1.62,09-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
09-Sep-2018 - 00:00,28.62,983.86,41.84,14.05,76.63,173.67,135.65,1.77,,0.11,3.5,,32.86,1.65,7.94,6.28,0.41,17.75,1.48,10-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
10-Sep-2018 - 00:00,29.05,985.32,68.36,27.43,77.8,128.99,185.96,0.74,,0.14,3.4,,30.79,3.47,13.69,10.22,0.57,20.52,1.96,11-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
11-Sep-2018 - 00:00,30.55,984.53,71.06,20.24,72.71,168.95,261.06,1.14,,0.17,3.24,,30.43,7.41,19.24,11.85,0.58,21.4,1.43,12-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
12-Sep-2018 - 00:00,30.82,981.8,99.75,19.59,68.27,190.39,265.69,1.62,,0.16,3.02,,28.16,5.8,17.85,12.06,0.48,14.68,1.53,13-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
13-Sep-2018 - 00:00,30.73,981.68,112.84,17.74,61.22,163.22,260.27,1.66,,0.13,2.76,,27.06,7.07,18.72,11.64,0.48,14.69,1.38,14-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
14-Sep-2018 - 00:00,30.45,984.06,110.48,23.67,62.4,124.43,290.48,1.15,,0.19,3.55,,26.16,7.45,19.97,12.51,0.59,17.27,1.19,15-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
15-Sep-2018 - 00:00,30.81,985.75,118.76,27.36,57.46,128.24,290.46,1.24,,0.28,4.2,,28.72,11.45,25.03,13.59,0.64,17.75,1.46,16-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
16-Sep-2018 - 00:00,30.77,984.43,126.32,32.92,60.35,110.28,274.86,1.31,,0.2,3.65,,31.87,5.32,16.41,11.1,0.51,19.35,1.94,17-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
17-Sep-2018 - 00:00,30.66,983.38,155.99,46.21,64.56,110.87,290.48,1.16,,0.21,3.6,,33.63,5.4,16.55,11.16,0.61,26.81,2.01,18-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
18-Sep-2018 - 00:00,30.87,983.47,159.15,42.9,58.29,89.56,286.95,1.21,,0.23,3.63,,34.07,3.45,15.78,12.34,0.58,29.49,2.13,19-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
19-Sep-2018 - 00:00,30.79,983.34,169.28,51.73,57.77,149.11,301.52,1.09,,0.72,4.98,,36.88,10.72,26.13,16.21,0.73,29.32,1.64,20-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
20-Sep-2018 - 00:00,31.15,983.73,178.47,69.55,57.67,120.82,143.76,1.09,,0.72,9.14,,45.08,10.9,26.36,15.47,0.83,35.32,2.2,21-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
21-Sep-2018 - 00:00,29.39,986.34,90.5,29.62,65.03,68.18,113.01,2.28,,0.37,6.51,,40.27,2.2,8.73,6.52,0.5,19.74,1.69,22-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
22-Sep-2018 - 00:00,25.86,986.53,38.61,15.83,85.53,15.16,88.25,2.95,,0.29,6.73,,34.54,2.69,8.17,5.48,0.48,14.01,0.95,23-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
23-Sep-2018 - 00:00,26.86,986.23,49.52,24.11,85.11,23.62,110.86,3.21,,0.24,6.11,,34.13,1.91,6.96,5.06,0.46,16.7,0.83,24-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
24-Sep-2018 - 00:00,25.32,984.28,29.75,14.05,91.31,13.02,168.71,1.24,,0.38,7.03,,31.9,5.01,13.43,8.43,0.54,9.32,0.95,25-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
25-Sep-2018 - 00:00,24.32,985.61,53.57,20.21,89.6,9.37,302.67,1.1,,0.5,7.57,,28.57,10.25,20.16,9.92,0.72,10.56,0.7,26-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
26-Sep-2018 - 00:00,27.91,985.38,106.93,33.7,74.99,59.9,272.37,0.9,,0.79,8.5,,30.72,18.94,33.55,14.56,1.14,18.9,1.43,27-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
27-Sep-2018 - 00:00,28.68,986.15,184.61,69.58,74.06,180.83,241.95,0.68,,1.41,13.0,,48.14,43.31,59.03,15.75,1.46,23.6,1.65,28-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
28-Sep-2018 - 00:00,29.74,986.86,212.31,75.26,62.99,196.94,217.8,0.69,,1.38,12.73,,48.78,50.68,71.26,20.56,1.76,22.77,1.72,29-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
29-Sep-2018 - 00:00,29.93,987.48,235.25,94.57,61.89,180.55,270.28,0.96,,1.27,12.42,,51.44,40.46,60.99,20.44,1.25,25.87,1.47,30-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
30-Sep-2018 - 00:00,29.78,986.89,138.94,51.67,59.64,191.25,312.32,1.02,,0.61,8.43,,42.36,5.84,21.87,16.04,0.73,22.23,1.84,01-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
01-Oct-2018 - 00:00,29.88,986.65,172.19,59.79,57.84,186.69,275.03,0.91,,0.74,9.13,,41.01,9.9,28.32,18.39,0.89,27.04,2.04,02-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
02-Oct-2018 - 00:00,30.16,987.29,187.77,69.73,56.46,183.09,247.26,1.02,,0.82,9.31,,44.58,17.01,35.35,18.64,0.87,23.54,1.55,03-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
03-Oct-2018 - 00:00,30.26,986.69,166.26,51.16,47.41,181.91,214.79,0.77,,0.78,8.52,,42.19,25.98,46.34,20.14,0.93,27.83,2.23,04-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
04-Oct-2018 - 00:00,29.52,988.17,230.19,96.81,54.27,148.22,180.98,0.84,,1.09,10.86,,48.7,36.87,60.62,23.09,1.39,32.85,3.52,05-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
05-Oct-2018 - 00:00,29.5,989.22,262.29,117.98,54.62,163.71,184.65,0.88,,1.54,13.65,,63.6,58.5,82.58,24.12,1.65,35.02,3.44,06-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
06-Oct-2018 - 00:00,29.11,988.82,193.12,74.51,52.05,175.74,303.32,0.92,,1.18,11.62,,51.31,27.0,47.38,20.26,1.12,22.65,2.2,07-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
07-Oct-2018 - 00:00,28.76,988.3,214.36,75.03,47.36,171.78,246.43,0.93,,0.91,9.47,,45.01,16.57,35.26,18.69,0.93,29.59,3.64,08-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
08-Oct-2018 - 00:00,29.37,986.85,281.68,136.73,46.81,156.89,108.7,0.99,,0.97,9.9,,46.18,4.92,25.41,20.74,1.05,46.7,4.8,09-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
09-Oct-2018 - 00:00,29.35,985.87,225.26,95.72,49.58,160.97,130.92,1.11,,0.89,9.45,,47.45,6.33,25.38,19.01,1.0,31.43,3.3,10-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
10-Oct-2018 - 00:00,29.08,986.56,212.33,88.47,58.27,141.23,117.57,1.95,,0.69,7.81,,54.17,4.64,20.42,15.99,0.89,24.94,2.96,11-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
11-Oct-2018 - 00:00,26.57,988.36,181.25,67.52,57.56,126.24,126.43,2.06,,0.48,6.32,,44.11,3.8,15.51,11.73,0.8,21.46,3.45,12-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
12-Oct-2018 - 00:00,26.12,990.26,157.03,69.8,45.43,153.55,122.21,1.14,,0.73,7.83,,34.24,5.03,20.51,15.49,0.7,40.2,5.46,13-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
13-Oct-2018 - 00:00,25.71,990.44,236.41,147.59,51.22,148.78,257.55,0.81,,1.06,8.91,,45.83,28.71,52.33,22.68,1.14,27.82,4.32,14-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
14-Oct-2018 - 00:00,26.06,989.46,198.15,97.8,47.17,154.5,289.77,1.04,,0.93,8.7,,43.48,22.57,45.96,23.39,1.0,21.09,3.08,15-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
15-Oct-2018 - 00:00,26.67,989.88,247.5,124.7,48.72,141.46,186.84,0.96,,1.07,10.32,,47.34,24.75,49.75,25.01,1.24,33.69,4.7,16-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
16-Oct-2018 - 00:00,27.15,989.49,291.11,143.01,52.88,107.55,175.15,0.51,,1.37,14.16,,58.36,43.94,69.84,25.92,1.65,47.32,5.73,17-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
17-Oct-2018 - 00:00,27.6,988.01,335.09,154.42,49.49,138.05,203.02,0.61,,1.51,13.11,,63.5,68.86,94.83,25.37,2.39,31.21,3.99,18-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
18-Oct-2018 - 00:00,27.15,987.49,337.01,146.99,54.22,117.49,166.43,0.65,,1.7,18.7,,73.35,88.44,112.06,23.62,1.98,21.27,6.69,19-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
19-Oct-2018 - 00:00,26.97,989.08,321.58,154.88,47.43,108.3,200.4,0.87,,1.27,10.82,,67.06,28.52,51.36,22.82,1.21,38.92,5.4,20-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
20-Oct-2018 - 00:00,26.84,991.41,289.88,164.26,38.93,121.29,152.28,0.87,,1.2,9.66,,52.81,9.19,28.95,20.1,1.09,27.65,5.03,21-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
21-Oct-2018 - 00:00,25.92,992.0,245.18,150.61,38.97,114.35,218.28,1.0,,1.07,9.46,,52.91,18.79,41.86,22.8,1.09,18.85,4.91,22-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
22-Oct-2018 - 00:00,25.1,990.88,222.3,121.72,42.28,128.87,272.13,0.95,,0.96,9.29,,56.4,27.37,53.51,26.11,1.08,16.74,2.72,23-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
23-Oct-2018 - 00:00,25.0,990.62,246.47,123.2,42.19,122.54,242.63,0.75,,1.29,10.63,,50.48,42.22,73.43,31.07,1.64,20.48,3.18,24-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
24-Oct-2018 - 00:00,24.92,990.64,331.11,214.2,50.96,85.75,126.65,0.75,,1.95,16.5,,71.26,89.97,126.99,37.06,2.18,42.86,6.91,25-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
25-Oct-2018 - 00:00,24.4,992.04,365.63,210.82,54.55,102.04,142.75,0.79,,1.58,14.34,,73.91,90.59,137.32,46.71,2.07,46.42,9.95,26-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
26-Oct-2018 - 00:00,23.97,993.92,410.56,197.81,55.91,85.8,184.54,0.55,,2.27,18.81,,83.36,226.89,283.1,70.49,3.04,29.84,6.76,27-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
27-Oct-2018 - 00:00,24.06,994.14,384.89,189.89,59.04,86.09,187.15,0.56,,2.6,16.62,,85.26,101.55,156.56,63.65,2.96,18.85,4.39,28-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
28-Oct-2018 - 00:00,24.39,993.68,333.39,190.14,57.45,103.3,236.9,0.77,,2.17,14.6,,76.09,72.06,100.17,28.07,2.26,19.14,3.37,29-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
29-Oct-2018 - 00:00,24.19,992.86,367.75,218.26,58.91,86.82,251.09,0.6,,2.03,19.07,,76.76,88.86,121.89,33.18,2.82,17.26,3.13,30-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
30-Oct-2018 - 00:00,24.11,992.75,401.31,250.57,60.85,78.32,197.86,0.56,,2.38,18.25,,78.14,100.74,138.39,37.67,3.06,17.76,4.13,31-Oct-2018 - 00:00,"Patparganj, Delhi - DPCC"
31-Oct-2018 - 00:00,23.85,993.26,320.46,189.03,63.21,81.92,167.87,0.52,,2.14,16.43,,70.86,91.22,119.75,28.58,2.8,17.78,4.16,01-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
01-Nov-2018 - 00:00,23.89,992.17,341.11,208.76,63.99,85.28,158.0,0.57,,2.37,20.37,,77.56,150.56,185.61,34.83,3.17,14.74,4.1,02-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
02-Nov-2018 - 00:00,24.87,990.62,302.33,181.98,53.88,86.4,137.22,0.92,,1.32,11.9,,63.6,22.75,49.19,26.2,1.46,20.36,4.9,03-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
03-Nov-2018 - 00:00,24.87,989.49,250.36,136.25,54.61,86.59,114.98,1.91,,0.81,7.45,,67.87,4.28,21.46,17.19,1.03,16.11,2.5,04-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
04-Nov-2018 - 00:00,23.78,991.03,94.57,91.58,51.35,99.21,203.28,1.68,,0.47,5.38,,51.84,1.18,14.64,13.45,0.71,27.73,3.67,05-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
05-Nov-2018 - 00:00,20.97,991.5,388.39,365.22,62.87,75.59,288.63,1.0,,1.15,7.98,,70.09,13.85,39.29,25.47,1.47,16.66,2.12,06-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
06-Nov-2018 - 00:00,22.18,991.81,287.85,160.58,36.66,110.97,298.93,1.1,,0.9,8.04,,46.37,12.73,36.08,23.38,0.89,18.21,2.23,07-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
07-Nov-2018 - 00:00,20.68,992.44,294.49,225.04,35.43,104.05,261.45,0.8,,0.82,6.87,,45.01,15.18,40.61,25.42,0.94,21.63,7.83,08-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
08-Nov-2018 - 00:00,19.39,992.61,488.93,609.67,54.71,69.24,197.28,0.43,,2.18,11.46,,68.13,108.84,142.36,33.7,2.75,12.53,9.79,09-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
09-Nov-2018 - 00:00,20.51,990.88,423.88,295.72,60.09,87.11,216.55,0.43,,2.23,12.63,,83.64,122.9,160.7,37.79,3.0,19.8,3.2,10-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
10-Nov-2018 - 00:00,20.43,991.74,409.31,271.8,66.46,72.77,185.8,0.41,,2.27,15.37,,87.18,122.24,163.17,40.92,3.34,14.69,3.58,11-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
11-Nov-2018 - 00:00,21.48,992.05,424.11,271.68,65.14,83.19,185.91,0.33,,3.19,27.97,,91.08,130.59,168.13,37.47,3.48,21.14,2.77,12-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
12-Nov-2018 - 00:00,21.9,990.11,428.51,275.01,67.36,79.42,136.01,0.57,,3.02,20.77,,94.51,82.27,116.22,33.94,3.11,21.13,3.5,13-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
13-Nov-2018 - 00:00,22.16,987.91,404.39,259.06,65.66,50.16,152.84,0.8,,2.23,18.69,,87.06,86.86,119.53,32.57,2.58,9.12,3.49,14-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
14-Nov-2018 - 00:00,22.61,988.73,188.56,123.8,66.41,86.73,153.84,0.88,,1.23,11.39,,35.25,24.96,49.27,24.3,1.37,11.28,2.01,15-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
15-Nov-2018 - 00:00,22.03,992.03,146.43,90.01,63.66,86.39,205.84,1.09,,0.92,9.99,,85.58,11.77,30.33,18.57,0.91,17.85,3.2,16-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
16-Nov-2018 - 00:00,21.18,991.08,178.49,110.72,48.0,101.57,294.99,1.26,,0.78,7.58,,77.94,6.77,29.46,22.4,0.76,15.56,2.17,17-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
17-Nov-2018 - 00:00,20.38,989.6,210.08,127.2,52.73,94.9,276.61,0.81,,0.85,8.34,,78.87,22.24,46.76,24.62,1.16,15.65,2.43,18-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
18-Nov-2018 - 00:00,21.27,990.71,256.99,158.4,56.11,86.58,157.79,0.76,,1.1,10.02,,87.88,63.24,92.56,29.31,1.61,18.08,2.89,19-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
19-Nov-2018 - 00:00,22.4,992.94,267.73,173.76,52.42,65.01,130.21,1.23,,0.78,8.56,,90.85,1.9,23.8,21.9,0.97,26.66,2.73,20-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
20-Nov-2018 - 00:00,21.8,993.15,331.72,208.99,62.33,76.26,224.52,0.69,,1.21,9.05,,98.01,28.32,59.5,31.16,1.75,21.92,2.87,21-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
21-Nov-2018 - 00:00,21.14,993.41,310.14,194.32,52.72,83.61,268.1,0.82,,1.24,5.46,,90.79,45.38,73.35,28.99,1.54,14.15,3.29,22-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
22-Nov-2018 - 00:00,20.64,994.11,222.77,117.69,45.44,68.69,227.74,0.54,,1.02,4.7,,71.96,86.45,111.33,32.07,1.96,18.9,5.41,23-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
23-Nov-2018 - 00:00,21.35,995.51,274.09,171.45,44.74,82.4,283.49,0.87,,1.36,6.41,,65.75,87.59,114.71,27.07,1.69,17.24,5.13,24-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
24-Nov-2018 - 00:00,20.76,993.86,182.81,88.91,42.12,81.91,286.75,1.18,,0.74,3.82,,53.75,13.63,33.52,19.9,0.97,18.39,4.76,25-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
25-Nov-2018 - 00:00,19.79,993.66,233.22,125.05,52.1,78.39,252.7,0.65,,1.0,4.77,,55.07,64.17,87.76,25.03,1.73,17.69,6.23,26-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
26-Nov-2018 - 00:00,19.69,992.83,306.14,188.58,62.27,75.28,197.72,0.59,,1.38,6.45,,63.27,125.49,158.63,31.89,2.64,17.18,7.15,27-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
27-Nov-2018 - 00:00,20.38,994.55,314.64,180.66,63.04,72.21,179.55,0.39,,1.41,6.89,,71.6,198.86,217.02,29.73,3.26,10.45,4.89,28-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
28-Nov-2018 - 00:00,20.64,995.39,276.66,164.68,67.18,63.85,183.79,0.41,,1.35,5.94,,69.05,108.78,137.21,28.32,2.52,11.6,5.81,29-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
29-Nov-2018 - 00:00,19.99,995.58,316.68,203.7,67.33,62.44,277.14,0.66,,1.77,7.56,,69.02,112.41,143.13,30.32,2.55,13.05,3.96,30-Nov-2018 - 00:00,"Patparganj, Delhi - DPCC"
30-Nov-2018 - 00:00,19.48,995.03,318.84,196.62,62.44,66.09,264.4,0.74,,1.53,6.3,,62.73,72.92,100.62,27.84,2.11,12.06,4.58,01-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
01-Dec-2018 - 00:00,18.9,992.36,243.16,130.53,55.89,65.42,256.82,0.77,,1.29,5.48,,54.59,65.16,89.3,24.76,1.6,12.4,4.63,02-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
02-Dec-2018 - 00:00,18.41,991.64,324.66,191.2,57.79,63.45,187.64,0.42,,1.79,6.97,,56.26,183.59,218.09,34.55,3.26,15.32,6.18,03-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
03-Dec-2018 - 00:00,18.19,992.6,277.27,164.35,57.93,60.73,194.04,0.58,,1.41,6.1,,57.1,130.28,159.66,29.4,2.55,14.66,5.63,04-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
04-Dec-2018 - 00:00,17.87,994.27,334.52,222.34,64.66,59.48,232.8,0.46,,2.09,8.49,,61.14,190.13,226.99,37.2,3.79,14.17,5.86,05-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
05-Dec-2018 - 00:00,17.66,991.87,280.61,174.16,62.68,60.29,238.9,0.62,,1.76,7.26,,62.42,130.17,158.51,28.37,2.29,11.98,3.99,06-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
06-Dec-2018 - 00:00,17.3,991.21,338.52,221.4,67.48,46.83,227.33,0.49,,1.94,8.39,,69.46,169.19,203.06,33.78,2.0,29.12,5.26,07-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
07-Dec-2018 - 00:00,17.03,991.95,292.67,196.77,64.84,59.58,259.42,0.74,,1.3,6.53,,65.76,77.72,102.39,24.62,1.27,12.4,4.85,08-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
08-Dec-2018 - 00:00,16.48,992.96,343.68,230.51,66.01,51.32,147.2,0.6,,1.78,5.46,,62.6,80.13,108.65,28.54,1.8,15.44,5.08,09-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
09-Dec-2018 - 00:00,16.25,991.89,349.48,244.78,63.39,50.57,145.57,0.5,,0.83,2.72,,58.85,114.12,153.07,39.01,2.68,16.94,5.45,10-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
10-Dec-2018 - 00:00,16.52,991.43,380.9,279.62,67.53,51.06,165.93,0.54,,0.76,2.61,,62.9,93.85,127.49,33.67,2.45,22.54,5.41,11-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
11-Dec-2018 - 00:00,16.66,992.46,353.08,259.88,71.2,46.88,160.37,0.52,,0.63,2.36,,65.4,65.61,99.62,33.94,2.06,12.39,4.63,12-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
12-Dec-2018 - 00:00,17.55,993.83,270.94,197.06,64.39,40.64,143.01,0.95,,0.54,2.38,,59.41,36.91,64.85,27.93,1.5,15.41,4.19,13-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
13-Dec-2018 - 00:00,16.54,996.86,147.22,87.76,67.18,62.88,201.27,1.13,,0.29,1.64,,47.69,14.91,37.16,22.26,0.78,12.97,3.12,14-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
14-Dec-2018 - 00:00,16.34,998.81,159.68,103.1,65.65,65.83,299.93,0.85,,0.37,1.47,,47.12,17.77,41.22,23.44,0.8,9.36,3.5,15-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
15-Dec-2018 - 00:00,16.07,998.31,200.81,129.33,63.51,86.1,304.95,0.89,,0.36,0.95,,45.84,20.59,43.92,23.34,0.95,10.74,3.38,16-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
16-Dec-2018 - 00:00,15.51,998.64,239.79,168.47,62.69,92.92,279.53,0.75,,0.42,1.06,,47.01,30.07,52.36,22.24,1.18,14.75,4.39,17-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
17-Dec-2018 - 00:00,15.2,997.2,303.4,186.32,57.6,84.05,274.29,0.77,,0.46,1.49,,80.71,48.47,71.37,22.91,1.52,12.55,5.04,18-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
18-Dec-2018 - 00:00,15.31,995.48,333.15,204.69,52.48,90.99,292.83,0.9,,0.49,1.44,,81.77,41.24,68.73,27.47,1.36,14.88,5.52,19-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
19-Dec-2018 - 00:00,14.75,994.65,297.44,194.05,59.05,88.89,256.96,0.73,,0.44,1.06,,71.77,44.9,71.82,26.94,1.45,12.55,4.75,20-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
20-Dec-2018 - 00:00,14.22,995.0,373.96,265.05,61.94,84.14,228.25,0.68,,0.73,2.26,,82.49,93.22,121.15,28.01,2.32,16.09,5.92,21-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
21-Dec-2018 - 00:00,13.63,993.84,393.21,258.06,63.32,86.0,261.1,0.72,,0.55,1.7,,90.23,58.01,85.0,26.98,1.87,13.21,4.62,22-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
22-Dec-2018 - 00:00,13.43,994.25,527.07,349.88,64.84,83.92,192.16,0.54,,0.64,1.88,,89.47,72.95,101.66,28.55,2.49,16.72,5.22,23-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
23-Dec-2018 - 00:00,13.52,995.0,588.76,445.22,73.14,76.53,182.54,0.49,,0.84,2.76,,103.9,146.1,175.71,29.61,3.54,23.94,4.13,24-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
24-Dec-2018 - 00:00,13.87,994.19,476.88,372.49,71.34,74.41,228.98,0.66,,0.77,2.1,,97.81,133.51,162.94,29.46,3.14,14.0,4.19,25-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
25-Dec-2018 - 00:00,13.92,993.52,331.29,263.72,66.12,84.35,294.62,0.94,,0.44,1.03,,85.4,27.63,53.19,25.57,1.4,12.85,3.48,26-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
26-Dec-2018 - 00:00,12.9,992.11,368.42,249.79,62.76,90.05,248.53,0.67,,0.51,1.05,,64.64,64.34,91.66,27.33,2.17,9.2,3.82,27-Dec-2018 - 00:00,"Patparganj, Delhi - DPCC"
