from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,VWS,Benzene,Toluene,P-Xylene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
05-May-2018 - 00:00,33.35,983.32,201.83,76.25,39.78,185.64,185.48,0.38,0.0,0.04,0.27,0.05,40.66,5.12,26.88,21.83,1.41,68.66,9.14,06-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
06-May-2018 - 00:00,32.52,983.97,279.32,114.04,35.73,171.27,99.74,1.26,0.0,0.07,0.29,0.09,43.26,14.79,38.15,28.8,1.6,62.7,11.34,07-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
07-May-2018 - 00:00,33.55,981.98,331.92,165.25,30.87,173.8,208.96,0.7,0.0,0.05,0.23,0.08,42.98,13.02,38.16,26.02,1.89,55.25,14.96,08-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
08-May-2018 - 00:00,30.37,982.75,212.15,57.43,37.27,177.99,245.44,1.6,0.0,0.01,0.09,0.01,34.15,2.57,18.75,16.71,0.99,73.4,7.79,09-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
09-May-2018 - 00:00,28.13,984.61,206.08,86.83,48.9,157.45,150.6,0.53,0.0,0.03,0.22,0.06,42.24,8.65,33.23,25.21,1.43,59.32,9.93,10-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
10-May-2018 - 00:00,31.46,985.22,229.55,94.69,43.22,174.33,211.16,0.59,0.0,0.04,0.22,0.07,49.42,22.42,47.53,28.04,1.27,66.41,7.94,11-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
11-May-2018 - 00:00,34.31,982.17,326.95,140.01,35.4,158.45,189.9,0.65,0.0,0.06,0.22,0.07,48.3,15.46,40.71,32.55,1.25,74.62,11.59,12-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
12-May-2018 - 00:00,34.76,981.45,369.08,150.19,40.16,130.09,120.5,0.62,0.0,0.04,0.27,0.07,58.13,9.87,34.81,27.51,1.23,81.06,14.28,13-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
13-May-2018 - 00:00,32.39,981.73,231.19,66.62,48.4,140.3,120.94,1.65,0.0,0.01,0.11,0.0,56.61,1.45,14.14,11.78,0.58,65.25,9.32,14-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
14-May-2018 - 00:00,30.19,983.35,148.65,42.37,45.76,175.29,151.86,0.55,0.0,0.01,0.12,0.01,35.83,3.09,19.8,16.96,0.5,78.64,10.43,15-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
15-May-2018 - 00:00,32.52,981.87,190.54,63.78,46.89,170.02,140.79,0.6,0.0,0.01,0.13,0.01,43.67,1.88,16.69,14.56,0.65,93.5,11.11,16-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
16-May-2018 - 00:00,34.24,980.65,249.26,79.33,36.4,193.29,236.08,1.12,0.0,0.11,0.13,0.02,26.27,12.71,31.82,20.11,0.4,46.55,7.29,17-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
17-May-2018 - 00:00,35.65,980.72,351.17,106.04,26.07,160.67,190.18,0.81,0.0,0.08,0.09,0.03,25.64,12.91,34.59,27.23,0.25,60.14,8.13,18-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
18-May-2018 - 00:00,34.49,980.9,308.19,121.46,30.8,195.71,122.9,0.75,0.0,2.8,1.6,0.77,41.43,6.67,26.11,21.26,0.79,68.61,10.93,19-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
19-May-2018 - 00:00,34.19,980.28,312.75,105.33,34.7,169.94,173.66,0.67,0.0,11.4,11.21,4.02,33.64,18.49,39.81,26.61,1.15,71.86,8.28,20-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
20-May-2018 - 00:00,34.95,981.0,307.23,117.0,25.5,3.0,75.67,0.18,0.0,4.26,19.82,9.62,3.89,26.52,17.49,35.18,1.6,8.96,13.66,21-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
21-May-2018 - 00:00,36.73,981.26,283.67,68.9,14.68,142.1,296.54,1.18,0.0,2.88,7.86,3.44,14.78,18.14,32.33,28.59,0.44,20.12,8.04,22-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
22-May-2018 - 00:00,36.2,981.56,272.79,93.69,14.91,261.43,249.14,0.79,0.0,3.3,10.45,2.69,44.62,7.51,34.34,28.87,0.65,77.1,11.52,23-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
23-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,24-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
24-May-2018 - 00:00,32.97,979.28,361.0,110.0,18.43,3.0,235.83,0.23,0.0,5.53,41.12,18.34,48.9,47.13,82.66,35.61,1.99,7.43,9.54,25-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
25-May-2018 - 00:00,36.19,979.14,272.33,95.33,17.44,270.93,262.67,0.94,0.0,8.05,20.05,8.69,40.57,23.75,55.51,37.77,0.51,58.03,7.32,26-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
26-May-2018 - 00:00,37.03,978.05,292.33,103.04,16.76,261.81,240.04,0.68,0.0,15.62,12.37,8.27,22.73,31.87,53.65,47.31,0.28,13.98,5.82,27-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
27-May-2018 - 00:00,37.42,977.44,346.42,93.25,17.82,245.37,187.81,0.92,0.0,19.46,6.98,12.09,11.36,32.62,46.86,48.4,0.13,16.07,4.06,28-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
28-May-2018 - 00:00,36.0,976.09,325.38,125.71,27.03,224.64,112.03,0.53,0.0,6.87,13.06,4.88,34.97,22.88,48.87,36.29,1.45,59.96,8.83,29-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
29-May-2018 - 00:00,36.7,974.92,351.04,99.38,33.18,233.35,153.48,0.85,0.0,9.08,13.19,4.64,44.01,22.6,50.78,35.57,2.27,57.72,7.32,30-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
30-May-2018 - 00:00,34.68,976.95,269.0,49.08,41.35,218.78,146.96,1.28,0.0,5.6,2.26,1.39,15.4,12.44,42.32,16.76,0.22,21.3,1.87,31-May-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
31-May-2018 - 00:00,36.15,978.64,201.62,65.0,39.14,225.98,148.06,0.7,0.0,2.47,9.78,2.29,37.53,3.33,21.36,15.36,0.73,77.39,5.94,01-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
01-Jun-2018 - 00:00,33.98,979.91,187.3,66.67,49.13,232.37,118.72,1.43,0.0,2.32,5.44,0.78,35.12,3.47,22.61,12.45,0.55,84.8,4.76,02-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
02-Jun-2018 - 00:00,31.69,980.67,103.12,37.96,47.31,223.68,128.5,1.06,0.0,2.19,8.43,1.17,30.41,1.87,15.7,13.8,1.06,97.8,5.66,03-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
03-Jun-2018 - 00:00,33.3,978.3,103.58,49.0,51.92,229.29,113.64,0.96,0.0,,,,37.13,1.98,16.08,12.73,1.15,98.43,8.16,04-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
04-Jun-2018 - 00:00,35.67,977.43,133.84,52.21,47.04,212.49,126.98,1.19,0.0,28.12,,,38.62,1.21,13.11,11.45,0.67,107.12,6.85,05-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
05-Jun-2018 - 00:00,35.92,979.51,116.74,50.82,46.25,249.46,114.23,1.15,0.0,27.82,,,25.71,8.74,43.93,13.31,0.31,16.37,19.84,06-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
06-Jun-2018 - 00:00,32.38,981.4,152.0,52.38,59.77,118.2,79.04,1.13,0.0,5.27,7.46,1.0,41.29,1.5,14.49,12.32,0.88,54.65,6.84,07-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
07-Jun-2018 - 00:00,35.23,977.08,179.12,68.25,50.62,215.08,118.7,0.55,0.0,1.57,7.65,0.83,38.54,2.16,16.56,13.91,0.95,87.44,7.9,08-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
08-Jun-2018 - 00:00,35.36,973.89,160.08,67.04,53.52,194.25,130.85,1.19,0.0,1.07,4.66,0.53,42.26,1.67,14.83,12.07,1.99,62.87,5.14,09-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
09-Jun-2018 - 00:00,31.45,973.32,112.97,49.58,69.88,158.11,136.51,1.18,0.0,2.5,3.41,0.82,25.21,6.01,24.7,13.53,0.87,29.52,2.42,10-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
10-Jun-2018 - 00:00,33.03,973.61,112.33,73.08,60.35,238.89,198.67,0.67,0.0,1.71,6.82,0.67,46.19,11.51,30.83,19.28,1.56,56.9,4.44,11-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
11-Jun-2018 - 00:00,36.2,971.32,106.01,66.38,46.72,239.14,272.25,1.78,0.0,1.38,5.78,0.72,47.37,6.15,24.4,17.64,1.09,60.73,3.77,12-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
12-Jun-2018 - 00:00,38.1,969.23,329.56,133.14,38.71,211.11,278.4,1.67,0.0,3.2,3.46,1.26,19.81,9.4,34.47,18.6,0.39,7.11,1.95,13-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
13-Jun-2018 - 00:00,39.03,969.25,464.31,234.06,33.65,195.46,274.0,2.64,0.0,2.6,2.79,0.88,15.89,7.42,24.98,13.76,0.73,13.29,2.08,14-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
14-Jun-2018 - 00:00,38.03,971.2,725.51,177.83,31.53,190.35,270.42,2.66,0.0,1.66,2.97,0.63,19.49,4.97,17.03,12.83,1.18,22.74,2.45,15-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
15-Jun-2018 - 00:00,37.01,973.58,481.49,120.09,33.48,202.18,230.4,1.95,0.0,0.75,3.39,0.42,20.54,2.67,14.02,11.0,1.41,38.46,3.37,16-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
16-Jun-2018 - 00:00,34.74,976.03,217.37,119.54,47.85,178.2,138.1,1.06,0.0,1.65,3.85,0.53,23.49,3.55,16.62,11.77,0.6,32.18,3.71,17-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
17-Jun-2018 - 00:00,31.6,977.32,79.34,68.54,57.48,207.0,97.97,1.26,0.0,2.0,2.5,0.24,17.48,5.32,20.59,10.3,0.53,18.95,1.96,18-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
18-Jun-2018 - 00:00,32.79,977.2,122.8,79.92,48.34,186.72,224.92,1.13,0.0,1.09,3.78,0.46,27.96,2.88,16.17,13.21,0.75,50.59,5.59,19-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
19-Jun-2018 - 00:00,33.87,977.33,145.1,45.96,48.2,237.6,241.01,1.08,0.0,1.15,3.34,0.39,22.79,3.63,15.55,12.47,0.49,62.07,3.89,20-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
20-Jun-2018 - 00:00,35.93,978.0,132.87,57.6,47.98,181.05,127.51,1.11,0.0,2.85,2.3,0.42,16.73,8.72,22.03,19.82,0.6,64.92,4.11,21-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
21-Jun-2018 - 00:00,36.67,977.72,139.92,68.6,42.77,213.96,167.28,1.09,0.0,1.43,5.47,0.62,29.18,1.95,19.53,19.17,1.08,84.14,6.15,22-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
22-Jun-2018 - 00:00,37.27,976.66,120.6,112.46,40.68,187.26,145.9,0.56,0.0,3.04,8.38,1.27,33.85,14.03,36.43,27.53,1.29,98.98,7.96,23-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
23-Jun-2018 - 00:00,37.6,975.95,84.43,71.45,42.21,168.9,174.39,1.38,0.0,2.94,11.46,0.96,32.59,5.99,28.89,26.35,1.12,85.92,6.81,24-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
24-Jun-2018 - 00:00,35.9,494.94,39.32,27.88,48.54,87.22,276.47,3.36,0.0,1.48,3.95,0.37,24.24,2.88,20.56,28.25,0.99,72.26,15.88,25-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
25-Jun-2018 - 00:00,,33.8,17.17,2.58,61.89,37.04,,7.94,,,,,21.62,2.69,18.79,31.17,0.96,49.58,12.34,26-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
26-Jun-2018 - 00:00,42.8,974.17,71.34,18.41,47.65,36.31,168.68,2.74,,3.71,27.46,,21.64,3.34,19.06,30.69,0.98,37.0,12.09,27-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
27-Jun-2018 - 00:00,31.01,976.21,111.1,54.58,72.1,158.43,131.99,1.05,,2.04,21.33,,32.92,3.52,17.01,26.58,0.97,53.32,15.24,28-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
28-Jun-2018 - 00:00,30.22,977.63,53.89,30.74,78.77,180.29,123.1,1.11,,1.33,15.41,,32.89,3.37,15.51,23.97,0.83,56.33,10.29,29-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
29-Jun-2018 - 00:00,31.51,977.51,93.04,31.62,72.0,177.57,130.38,1.09,,1.15,15.73,,26.38,2.59,14.63,23.57,0.89,31.58,13.3,30-Jun-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
30-Jun-2018 - 00:00,32.33,977.8,72.43,35.44,69.68,168.38,170.94,0.68,,1.86,17.04,,30.2,2.16,14.73,24.39,1.0,36.83,11.57,01-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
01-Jul-2018 - 00:00,33.41,976.4,55.0,25.62,67.25,169.47,261.72,1.63,,1.48,15.3,,32.25,3.23,15.34,23.65,0.91,16.91,9.71,02-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
02-Jul-2018 - 00:00,32.59,974.2,155.8,25.91,64.86,184.49,248.59,1.95,,0.94,9.62,,26.25,2.15,12.32,19.72,0.79,24.04,9.74,03-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
03-Jul-2018 - 00:00,31.48,974.89,118.8,48.29,71.42,193.2,97.28,0.66,,1.51,19.46,,34.66,4.02,16.15,24.35,1.18,59.61,14.52,04-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
04-Jul-2018 - 00:00,31.85,975.21,108.23,40.4,68.44,197.49,124.12,0.69,,1.6,16.82,,34.6,1.91,12.46,20.49,0.91,44.3,11.41,05-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
05-Jul-2018 - 00:00,32.38,976.43,154.29,57.15,66.44,210.43,225.8,0.64,,1.72,17.03,,36.48,5.49,20.1,29.4,1.02,28.44,11.95,06-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
06-Jul-2018 - 00:00,33.9,976.47,207.85,77.14,58.5,218.6,268.94,0.84,,1.85,16.88,,48.1,4.52,18.77,27.84,1.0,30.31,12.27,07-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
07-Jul-2018 - 00:00,34.62,975.86,172.9,61.52,54.2,238.27,246.46,0.76,,1.67,14.84,,51.93,2.25,16.06,26.72,1.01,42.52,12.8,08-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
08-Jul-2018 - 00:00,35.47,974.91,184.23,73.27,52.16,242.34,158.91,0.59,,1.74,13.39,,57.22,2.41,15.37,25.18,1.05,64.53,12.98,09-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
09-Jul-2018 - 00:00,34.9,974.94,159.6,61.89,62.62,180.77,137.55,0.76,,1.3,12.66,,49.54,1.59,13.49,22.92,1.01,46.83,12.42,10-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
10-Jul-2018 - 00:00,33.93,975.5,110.29,41.97,69.29,194.29,122.4,0.74,,1.13,11.28,,41.11,2.52,12.32,19.28,1.02,56.11,13.42,11-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
11-Jul-2018 - 00:00,31.99,974.96,102.38,37.5,73.82,114.87,140.67,0.7,,1.24,15.3,,36.04,2.17,14.85,24.59,1.0,14.52,12.04,12-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
12-Jul-2018 - 00:00,32.63,974.37,149.83,50.41,69.19,150.51,161.57,0.52,,1.39,18.75,,35.76,6.17,18.76,25.83,1.03,33.89,12.95,13-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
13-Jul-2018 - 00:00,29.61,975.67,92.4,29.25,84.48,114.29,129.37,0.57,,1.2,15.57,,32.54,6.84,17.12,21.71,0.97,27.44,14.94,14-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
14-Jul-2018 - 00:00,29.43,975.33,68.25,29.12,86.21,162.69,98.31,0.56,,1.23,19.27,,31.03,6.57,16.28,20.52,0.99,26.19,14.91,15-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
15-Jul-2018 - 00:00,31.05,974.94,83.27,37.94,81.04,163.51,123.54,0.48,,1.21,17.86,,28.18,4.84,14.37,19.6,0.96,42.56,13.63,16-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
16-Jul-2018 - 00:00,30.94,975.4,106.57,51.51,85.82,107.85,145.76,0.66,,1.97,18.72,,30.95,4.66,15.04,21.13,1.98,42.81,13.23,17-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
17-Jul-2018 - 00:00,33.08,975.7,83.21,25.66,72.32,185.41,101.98,0.57,,1.16,13.82,,28.14,4.12,12.99,18.09,1.41,59.58,15.36,18-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
18-Jul-2018 - 00:00,32.77,976.41,100.23,33.73,73.44,197.98,80.05,0.8,,1.28,13.5,,32.1,5.85,14.36,18.04,1.31,38.15,11.34,19-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
19-Jul-2018 - 00:00,32.66,976.13,81.22,25.58,73.99,224.95,115.47,0.61,,1.07,12.74,,27.91,5.25,14.05,18.35,0.45,25.77,10.66,20-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
20-Jul-2018 - 00:00,29.89,975.64,96.78,46.45,88.02,82.55,169.51,0.48,,2.27,29.61,,31.1,7.58,19.03,24.15,1.04,14.87,10.45,21-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
21-Jul-2018 - 00:00,29.12,975.96,128.45,68.41,90.05,85.18,155.84,0.33,,2.19,26.26,,29.66,9.33,20.35,23.94,0.72,47.67,12.6,22-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
22-Jul-2018 - 00:00,28.17,976.59,70.03,31.25,95.79,104.88,138.36,2.52,,1.45,19.04,,24.89,7.23,16.88,20.66,0.8,50.14,10.26,23-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
23-Jul-2018 - 00:00,30.81,976.5,109.32,46.77,80.2,177.15,134.93,7.8,,1.36,13.57,,23.18,6.42,15.42,19.15,0.69,40.73,11.28,24-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
24-Jul-2018 - 00:00,32.38,976.94,94.81,40.54,74.73,164.8,134.95,7.8,,1.34,14.54,,23.77,5.76,15.07,19.47,0.62,41.2,10.39,25-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
25-Jul-2018 - 00:00,29.61,976.41,75.5,28.65,89.42,70.82,134.92,7.8,,1.12,14.43,,22.82,5.74,16.68,22.57,1.05,17.06,10.06,26-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
26-Jul-2018 - 00:00,27.26,976.31,72.48,27.7,97.78,39.03,134.89,7.8,,1.46,19.1,,22.87,7.02,15.19,17.8,0.46,18.41,9.8,27-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
27-Jul-2018 - 00:00,27.0,975.38,68.07,33.75,97.57,53.38,134.91,7.8,,1.51,15.49,,17.9,10.11,17.65,17.67,,24.2,9.54,28-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
28-Jul-2018 - 00:00,28.23,975.96,92.04,35.88,90.29,124.95,134.91,7.8,,1.44,13.69,,15.46,7.58,16.17,18.5,0.32,18.64,9.67,29-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
29-Jul-2018 - 00:00,31.09,976.61,144.21,55.77,79.48,218.9,134.93,7.8,,1.92,17.96,,19.32,10.29,19.29,20.52,,19.61,10.1,30-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
30-Jul-2018 - 00:00,31.23,976.28,139.79,38.71,75.49,204.04,134.94,7.8,,1.32,15.67,,19.06,5.01,14.03,18.67,0.0,22.29,9.68,31-Jul-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
31-Jul-2018 - 00:00,31.08,975.47,182.49,47.02,73.53,106.08,134.97,7.8,,1.54,18.73,,19.01,5.0,16.62,23.56,0.0,19.26,9.33,01-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
01-Aug-2018 - 00:00,31.98,976.01,221.29,48.84,66.75,229.88,134.96,7.8,,1.28,14.93,,19.51,7.47,17.19,20.85,,21.14,9.23,02-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
02-Aug-2018 - 00:00,32.66,977.29,290.98,58.15,62.27,196.42,134.94,7.8,,1.27,13.68,,15.47,6.34,15.31,19.08,,20.6,9.23,03-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
03-Aug-2018 - 00:00,32.22,977.78,266.62,53.27,60.3,161.6,134.93,7.8,,1.2,12.47,,12.91,5.26,14.47,19.14,0.0,19.41,9.87,04-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
04-Aug-2018 - 00:00,32.21,977.45,273.28,54.11,60.12,170.03,134.94,7.8,,1.02,12.12,,12.73,6.25,16.43,21.37,0.0,24.17,9.64,05-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
05-Aug-2018 - 00:00,29.98,977.65,249.0,51.48,74.66,78.37,134.94,7.8,,0.78,10.83,,12.96,5.87,14.4,18.08,0.0,18.44,8.76,06-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
06-Aug-2018 - 00:00,27.97,978.04,119.91,49.54,88.32,78.14,134.92,7.8,,1.08,14.55,,22.19,7.14,13.03,13.54,0.0,27.0,9.09,07-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
07-Aug-2018 - 00:00,29.25,977.9,93.83,43.6,83.03,130.65,134.95,7.8,,0.96,11.81,,15.77,5.55,13.07,16.06,0.19,30.69,10.79,08-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
08-Aug-2018 - 00:00,30.17,978.46,77.53,29.33,83.07,173.64,134.95,7.8,,0.99,12.11,,17.99,7.01,14.37,16.99,1.42,52.95,9.83,09-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
09-Aug-2018 - 00:00,32.04,980.79,83.8,31.26,72.94,232.37,136.91,7.19,,0.92,11.22,,19.36,5.0,13.91,18.48,0.5,26.75,11.73,10-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
10-Aug-2018 - 00:00,31.4,979.32,107.35,45.71,78.4,121.15,209.53,2.01,,1.58,24.84,,17.91,11.08,25.95,31.79,0.9,30.3,10.96,11-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
11-Aug-2018 - 00:00,32.25,975.57,101.62,28.62,74.52,181.63,300.11,3.53,,1.16,12.78,,22.52,6.47,16.43,20.98,0.54,11.97,9.42,12-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
12-Aug-2018 - 00:00,29.9,974.1,109.09,27.69,81.8,88.16,220.5,2.48,,0.93,11.05,,24.92,5.61,16.88,23.15,0.94,9.79,9.91,13-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
13-Aug-2018 - 00:00,29.69,975.46,199.89,33.1,83.68,121.22,148.39,2.12,,1.07,17.2,,27.72,9.51,19.3,21.69,1.05,20.3,9.88,14-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
14-Aug-2018 - 00:00,31.45,976.4,312.29,53.62,78.93,169.98,133.27,2.09,,1.23,16.45,,28.66,6.64,18.1,23.84,1.09,16.67,10.08,15-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
15-Aug-2018 - 00:00,31.15,978.14,197.15,35.98,76.07,177.59,189.72,2.49,,0.75,9.8,,23.42,3.65,12.52,17.93,0.8,18.43,9.19,16-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
16-Aug-2018 - 00:00,30.8,979.7,161.52,37.5,79.2,155.09,111.65,2.05,,1.2,14.27,,20.09,7.73,17.89,21.78,1.26,28.73,12.14,17-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
17-Aug-2018 - 00:00,31.85,977.43,81.54,28.64,79.1,178.01,126.06,2.73,,1.01,12.1,,21.33,6.7,14.54,17.07,0.98,24.21,9.94,18-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
18-Aug-2018 - 00:00,30.86,976.95,79.28,33.66,82.71,177.39,147.29,2.27,,1.19,14.77,,19.9,7.81,17.37,20.75,1.11,36.79,13.01,19-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
19-Aug-2018 - 00:00,29.14,976.8,116.5,53.57,91.42,71.34,171.53,1.95,,1.84,18.46,,19.71,15.38,29.95,32.77,1.42,15.69,12.46,20-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
20-Aug-2018 - 00:00,30.97,978.35,127.83,56.69,82.61,163.09,141.1,2.13,,1.8,18.38,,22.05,23.04,34.13,28.79,1.24,28.63,10.87,21-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
21-Aug-2018 - 00:00,31.76,978.21,85.53,30.14,76.22,203.16,147.3,2.23,,0.77,13.21,,14.87,6.09,16.04,20.82,1.01,40.2,13.93,22-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
22-Aug-2018 - 00:00,31.52,977.6,74.39,26.56,78.19,142.77,166.11,2.31,,0.87,12.34,,15.86,3.95,12.92,18.25,0.95,41.15,10.89,23-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
23-Aug-2018 - 00:00,29.65,978.22,86.22,26.27,87.38,127.48,269.46,3.12,,0.9,12.71,,21.69,4.84,13.02,17.05,0.97,4.81,9.58,24-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
24-Aug-2018 - 00:00,30.38,977.49,101.07,24.6,80.45,121.12,305.67,3.3,,1.36,12.86,,19.55,9.66,18.98,20.88,1.11,8.47,10.32,25-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
25-Aug-2018 - 00:00,30.46,976.85,94.28,20.08,75.67,126.38,313.3,3.85,,1.0,11.25,,17.92,5.08,14.65,19.75,0.88,7.67,9.98,26-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
26-Aug-2018 - 00:00,30.83,976.65,74.52,20.67,74.29,212.51,195.11,3.45,,0.68,7.61,,16.46,4.04,11.94,16.25,0.84,9.62,10.57,27-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
