from date,NO2,NH3,NO,NOx,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,O Xylene,Temp,RH,WS,WD,VWS,BP,SR,RF,PM10,PM2.5,to date,station
23-Sep-2018 - 00:00,40.87,5.24,15.93,56.8,22.4,0.38,14.59,1.96,4.35,0.41,1.0,1.24,29.07,80.42,0.67,223.77,-0.41,,156.45,0.0,72.25,22.91,24-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
24-Sep-2018 - 00:00,34.74,5.64,9.06,43.58,22.11,0.5,15.39,1.72,4.18,0.52,0.85,0.81,29.7,80.12,1.02,233.5,-0.11,,146.38,0.0,75.8,23.59,25-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
25-Sep-2018 - 00:00,51.69,4.45,7.87,59.55,10.3,0.62,20.96,5.72,9.26,1.2,1.96,1.19,28.97,78.61,0.96,201.76,-0.08,,93.24,0.0,83.46,29.65,26-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
26-Sep-2018 - 00:00,59.41,4.48,6.69,66.1,28.95,0.68,20.62,5.06,7.86,1.61,2.17,1.65,29.26,75.84,0.6,211.75,-0.11,,105.46,0.0,110.93,42.86,27-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
27-Sep-2018 - 00:00,66.6,5.16,7.01,73.6,18.74,0.67,21.44,5.79,8.72,1.49,2.22,1.78,28.66,81.12,0.64,199.1,-0.07,,61.45,0.0,122.75,43.62,28-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
28-Sep-2018 - 00:00,55.65,6.35,6.09,61.74,9.71,0.69,26.9,6.6,9.03,1.56,2.36,1.69,29.63,78.58,0.71,209.49,-0.19,,92.13,0.0,126.81,43.52,29-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
29-Sep-2018 - 00:00,60.69,6.07,6.42,67.09,15.25,0.77,27.88,7.48,10.62,1.41,2.5,1.75,30.26,75.36,0.7,220.61,-0.24,,116.22,0.0,129.67,35.03,30-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
30-Sep-2018 - 00:00,58.97,10.18,5.06,64.03,27.52,0.82,41.76,3.71,6.12,0.87,1.79,1.84,30.26,67.65,0.87,279.18,-0.1,,170.07,0.0,141.68,38.07,01-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
01-Oct-2018 - 00:00,73.36,12.38,7.64,80.99,50.17,0.99,37.99,5.92,9.46,2.46,3.46,3.3,30.7,57.26,0.65,276.56,-0.89,,175.86,0.0,184.62,42.19,02-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
02-Oct-2018 - 00:00,49.74,16.34,3.5,53.23,37.54,0.78,43.37,3.24,6.33,1.27,1.7,1.36,30.53,64.62,1.03,260.01,-0.33,,166.18,0.0,141.91,32.98,03-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
03-Oct-2018 - 00:00,59.65,13.62,6.41,66.05,44.78,0.86,43.43,3.86,8.27,2.16,2.27,1.18,30.35,64.69,1.07,260.18,-0.13,,143.53,0.0,154.83,37.0,04-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
04-Oct-2018 - 00:00,80.0,15.2,10.78,90.77,61.84,1.19,43.39,5.94,10.98,2.11,2.78,1.72,30.51,59.54,0.79,289.21,-0.01,,151.19,0.0,203.68,44.82,05-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
05-Oct-2018 - 00:00,83.94,17.12,30.81,114.73,56.58,1.03,34.1,8.07,15.07,2.44,3.95,2.81,29.87,64.47,0.72,306.78,-0.3,,136.03,0.0,235.14,54.39,06-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
06-Oct-2018 - 00:00,77.78,17.2,7.4,85.16,39.79,0.86,38.52,6.11,13.9,1.35,2.49,2.13,29.86,61.35,0.5,226.12,-0.2,,97.32,0.0,178.44,41.05,07-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
07-Oct-2018 - 00:00,76.79,18.12,19.61,96.38,37.59,1.02,36.78,6.93,14.03,1.94,3.72,1.92,29.85,58.28,0.5,254.94,-0.32,,113.5,0.0,211.59,41.87,08-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
08-Oct-2018 - 00:00,77.35,19.6,35.69,113.02,46.67,1.28,41.74,10.16,16.22,2.21,4.23,2.69,29.36,57.67,0.55,260.28,-0.08,,121.66,0.0,228.88,47.68,09-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
09-Oct-2018 - 00:00,35.96,21.61,5.1,41.05,16.14,0.51,44.86,4.1,3.88,0.57,1.1,1.16,28.44,71.14,1.16,173.85,-0.08,,101.69,0.0,113.76,30.9,10-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
10-Oct-2018 - 00:00,24.44,17.11,3.85,28.28,13.61,0.37,22.46,1.38,3.91,0.28,0.66,0.78,25.75,83.04,1.37,91.68,0.0,,63.17,0.02,44.27,17.37,11-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
11-Oct-2018 - 00:00,26.49,14.39,4.4,30.89,20.69,0.44,17.72,1.63,4.41,0.36,0.82,0.75,25.91,86.46,1.8,103.93,-0.0,,71.48,0.0,30.99,13.54,12-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
12-Oct-2018 - 00:00,33.37,13.2,4.1,37.47,24.82,0.49,17.91,2.24,4.56,0.35,0.91,1.32,25.37,89.99,1.35,100.34,-0.25,,26.44,0.01,45.88,21.74,13-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
13-Oct-2018 - 00:00,34.28,12.14,6.63,40.89,28.11,0.73,27.98,2.18,4.18,0.85,1.09,0.83,23.96,90.59,1.74,213.17,-0.18,,59.16,0.05,58.72,27.7,14-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
14-Oct-2018 - 00:00,49.97,10.96,12.1,62.07,29.86,0.89,29.6,4.6,4.93,1.48,2.34,1.42,25.95,77.18,0.62,279.87,-0.11,,143.25,0.0,94.33,42.58,15-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
15-Oct-2018 - 00:00,51.13,10.0,4.79,55.91,25.8,0.68,35.01,3.63,3.98,2.4,2.43,1.38,27.61,71.27,0.77,250.53,-0.06,,156.05,0.0,110.24,50.06,16-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
16-Oct-2018 - 00:00,54.79,10.7,6.59,61.37,30.39,1.05,45.34,4.22,4.03,1.07,2.51,1.97,27.36,61.93,0.64,286.2,-0.02,,183.41,0.0,150.06,64.72,17-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
17-Oct-2018 - 00:00,52.61,15.51,11.88,64.49,11.93,0.98,56.97,5.18,5.42,1.31,3.4,2.52,27.25,62.12,0.57,203.23,-0.03,,158.59,0.0,161.66,77.65,18-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
18-Oct-2018 - 00:00,34.45,14.25,2.84,37.27,20.89,0.59,67.81,2.5,2.35,0.41,1.24,1.2,28.28,67.3,0.73,229.76,0.0,,148.02,0.0,126.34,59.41,19-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
19-Oct-2018 - 00:00,45.95,11.88,13.3,59.25,22.36,1.47,50.23,4.43,3.81,0.99,2.72,2.57,28.7,65.7,0.57,251.05,-0.06,,154.54,0.0,145.71,65.57,20-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
20-Oct-2018 - 00:00,65.24,13.35,15.19,80.41,29.2,1.16,40.67,7.52,5.8,2.08,4.49,3.56,28.58,64.49,0.5,285.44,0.01,,140.12,0.0,209.62,98.33,21-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
21-Oct-2018 - 00:00,60.98,13.32,11.73,72.69,31.04,1.15,43.07,5.81,4.08,1.42,3.18,2.55,27.92,61.83,0.64,288.26,0.0,,154.04,0.0,182.17,83.91,22-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
22-Oct-2018 - 00:00,75.47,16.58,10.61,86.07,38.85,1.1,42.39,7.96,6.81,2.44,3.64,2.76,27.05,61.19,0.59,308.75,0.17,,144.67,0.0,209.85,94.32,23-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
23-Oct-2018 - 00:00,81.11,19.94,9.99,90.94,48.57,1.36,49.24,12.36,8.54,4.16,6.72,3.23,27.73,61.3,0.47,259.88,0.01,,199.84,0.0,237.4,108.06,24-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
24-Oct-2018 - 00:00,70.52,16.91,14.88,85.39,52.46,1.13,41.92,7.63,3.75,1.6,3.36,2.26,26.86,63.04,0.64,285.99,0.0,,160.42,0.0,215.25,101.03,25-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
25-Oct-2018 - 00:00,91.65,16.29,33.75,125.39,67.89,1.2,45.08,10.17,5.04,3.73,4.97,3.09,26.55,47.81,0.51,256.03,0.01,,219.41,0.0,238.58,107.78,26-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
26-Oct-2018 - 00:00,89.72,27.47,34.78,123.82,59.39,1.22,40.79,10.75,6.32,3.25,5.41,2.87,25.54,50.91,0.43,251.35,0.01,,182.95,0.0,256.23,105.67,27-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
27-Oct-2018 - 00:00,105.28,31.36,54.79,159.07,90.07,1.6,23.46,11.94,3.74,3.32,5.18,3.25,25.4,59.55,0.68,300.96,0.01,,192.0,0.0,324.2,138.71,28-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
28-Oct-2018 - 00:00,62.78,29.56,14.87,76.66,37.41,0.69,33.41,5.31,2.17,1.12,2.53,1.84,25.21,68.86,0.9,194.13,0.01,,122.09,0.0,168.65,80.26,29-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
29-Oct-2018 - 00:00,42.39,25.02,6.25,47.64,20.34,0.54,18.04,2.25,1.24,0.42,1.09,1.33,23.46,86.06,0.71,58.93,0.01,,68.14,0.01,62.99,31.59,30-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
30-Oct-2018 - 00:00,34.11,21.85,6.2,39.3,15.05,0.51,15.26,2.16,1.38,0.35,0.94,1.18,23.56,88.72,0.94,79.39,0.01,,59.71,0.0,49.68,21.64,31-Oct-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
31-Oct-2018 - 00:00,36.34,19.7,5.41,40.76,14.13,0.44,21.7,3.71,1.32,0.4,1.03,0.93,25.83,76.56,0.81,86.18,0.01,,192.34,0.0,43.51,19.08,01-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
01-Nov-2018 - 00:00,45.92,19.07,22.89,67.8,15.69,0.54,21.91,5.74,1.57,1.18,1.93,1.69,26.65,74.75,0.76,165.11,0.01,,199.2,0.0,76.18,28.29,02-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
02-Nov-2018 - 00:00,61.49,18.75,14.74,75.23,42.67,0.72,20.69,6.08,2.23,1.74,3.01,1.81,26.7,75.28,0.49,211.99,0.0,,144.4,0.0,124.49,49.49,03-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
03-Nov-2018 - 00:00,62.72,18.39,13.11,74.83,46.62,0.8,24.14,7.2,1.99,1.54,2.6,1.9,27.07,73.98,0.5,240.68,-0.01,,142.97,0.0,140.9,57.93,04-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
04-Nov-2018 - 00:00,45.7,17.39,5.37,50.06,29.52,0.42,26.75,2.5,0.66,0.69,1.31,1.23,27.17,76.25,0.88,222.47,-0.01,,189.73,0.0,88.07,35.52,05-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
05-Nov-2018 - 00:00,47.12,16.4,6.85,52.97,45.37,0.5,23.43,2.08,0.66,0.7,1.12,1.12,27.42,80.92,0.94,216.77,-0.01,,198.98,0.0,96.61,37.48,06-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
06-Nov-2018 - 00:00,84.24,20.42,13.74,96.97,53.22,1.03,38.42,8.74,3.02,1.42,3.09,2.14,29.49,52.53,0.6,207.65,-0.0,,191.22,0.0,353.9,159.26,07-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
07-Nov-2018 - 00:00,57.25,21.89,19.71,76.33,36.63,1.21,22.96,6.64,1.65,1.6,3.09,3.2,24.83,76.8,0.42,199.6,-0.0,,44.99,0.0,334.82,179.79,08-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
08-Nov-2018 - 00:00,49.36,12.36,6.8,56.15,57.85,1.33,31.73,6.12,2.92,1.55,2.63,2.54,24.75,64.57,0.61,296.99,0.0,,166.33,0.0,340.2,176.29,09-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
09-Nov-2018 - 00:00,78.96,6.44,22.95,101.89,74.65,1.15,42.94,7.04,1.86,1.37,2.92,2.39,24.07,56.78,0.46,236.14,0.01,,167.38,0.0,300.67,141.08,10-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
10-Nov-2018 - 00:00,81.24,5.79,40.61,121.83,65.8,1.34,30.46,13.19,3.76,2.63,5.96,2.87,24.0,59.19,0.6,311.13,0.02,,175.85,0.0,290.09,129.54,11-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
11-Nov-2018 - 00:00,51.77,6.73,55.78,107.52,37.67,1.09,26.45,14.21,4.03,2.26,6.41,3.23,24.21,64.8,0.6,259.02,0.02,,198.25,0.0,222.07,100.82,12-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
12-Nov-2018 - 00:00,59.5,12.75,90.54,146.1,61.49,1.22,23.8,11.51,4.24,2.53,5.24,3.15,24.35,63.46,0.56,282.22,0.01,,181.61,0.0,253.8,102.53,13-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
13-Nov-2018 - 00:00,87.88,29.82,88.83,180.02,55.54,1.55,30.01,13.87,4.86,4.89,6.45,4.33,24.53,63.86,0.46,274.51,0.01,,171.32,0.0,279.93,128.88,14-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
14-Nov-2018 - 00:00,80.06,36.94,12.1,92.11,35.8,1.12,43.48,13.29,3.93,2.87,4.27,2.07,24.81,66.14,0.44,238.62,0.01,,144.84,0.0,229.56,109.09,15-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
15-Nov-2018 - 00:00,62.34,41.94,8.49,70.76,68.49,1.12,43.83,9.47,2.68,3.65,3.29,1.7,26.32,61.99,0.63,241.81,0.0,,160.0,0.0,246.6,112.11,16-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
16-Nov-2018 - 00:00,65.4,40.93,10.47,75.83,73.49,0.99,37.25,8.67,2.53,2.7,2.95,1.55,26.38,55.61,0.65,248.27,0.0,,175.74,0.0,229.67,103.8,17-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
17-Nov-2018 - 00:00,54.54,40.97,12.72,66.93,50.36,1.07,40.86,9.04,2.21,3.24,3.71,1.38,25.75,61.1,0.81,265.94,0.01,,164.12,0.0,229.27,97.11,18-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
18-Nov-2018 - 00:00,44.89,35.82,6.27,51.13,20.12,0.73,52.71,7.15,1.72,1.48,2.15,0.64,25.09,50.95,0.47,96.24,0.0,,167.43,0.0,184.97,87.36,19-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
19-Nov-2018 - 00:00,62.39,48.89,33.93,87.43,31.18,1.11,46.36,13.18,5.14,2.85,4.05,1.72,32.73,41.52,0.28,136.43,0.0,,152.0,0.0,216.04,97.6,20-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
20-Nov-2018 - 00:00,57.8,86.87,139.89,158.74,51.33,2.17,27.15,29.12,29.62,9.27,12.15,3.42,35.14,53.3,0.36,264.37,-0.01,,116.15,0.0,334.29,157.25,21-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
21-Nov-2018 - 00:00,96.96,35.72,85.03,181.79,50.11,1.43,31.69,19.15,28.15,5.04,9.22,4.34,23.47,58.76,0.38,225.18,-0.02,,85.9,0.0,298.81,134.72,22-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
22-Nov-2018 - 00:00,90.14,35.5,143.72,238.14,86.44,1.58,24.25,21.27,27.6,5.09,9.34,2.11,22.16,55.98,0.69,299.73,-0.02,,91.14,0.0,378.64,175.96,23-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
23-Nov-2018 - 00:00,124.45,34.87,61.27,185.69,82.92,1.73,25.62,18.21,18.87,5.03,7.5,0.78,21.82,54.03,0.55,282.17,-0.02,,72.77,0.0,331.23,153.64,24-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
24-Nov-2018 - 00:00,102.17,38.54,112.75,210.05,99.15,1.97,26.86,23.36,29.54,7.23,10.95,1.57,20.96,57.73,0.63,276.06,-0.02,,83.45,0.0,384.92,178.31,25-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
25-Nov-2018 - 00:00,89.71,38.37,87.28,176.41,74.85,1.38,27.18,18.45,18.29,3.43,7.11,1.54,21.55,64.76,0.59,292.61,-0.02,,75.65,0.0,348.14,174.01,26-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
26-Nov-2018 - 00:00,101.2,38.57,59.72,152.94,50.07,1.31,24.29,10.92,14.73,2.83,5.19,2.76,22.37,61.73,0.38,208.21,-0.02,,78.97,0.0,254.54,109.76,27-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
27-Nov-2018 - 00:00,83.85,38.02,67.6,151.45,23.46,1.09,23.09,11.34,22.07,2.29,4.79,1.24,22.29,60.98,0.52,164.91,-0.02,,70.86,0.0,184.62,78.76,28-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
28-Nov-2018 - 00:00,55.41,28.29,80.63,134.71,27.93,1.21,21.56,10.49,17.71,2.31,4.67,1.75,23.03,58.51,0.36,179.2,-0.02,,76.9,0.0,178.94,76.93,29-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
29-Nov-2018 - 00:00,65.07,21.42,127.77,182.1,30.15,1.48,21.56,17.36,24.49,3.82,5.71,2.16,22.57,57.59,0.43,165.14,-0.02,,72.42,0.0,201.34,90.06,30-Nov-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
30-Nov-2018 - 00:00,78.07,21.61,110.96,188.94,41.92,1.36,26.76,20.47,24.52,4.08,5.42,1.43,22.98,55.13,0.24,182.48,-0.02,,66.46,0.0,211.41,94.19,01-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
01-Dec-2018 - 00:00,86.28,22.22,100.71,184.33,72.67,1.53,25.4,15.3,19.56,4.44,5.95,1.66,22.88,55.4,0.46,295.5,-0.02,,63.32,0.0,270.46,123.02,02-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
02-Dec-2018 - 00:00,90.18,21.55,48.7,138.88,26.57,1.45,20.44,9.17,11.25,2.3,3.83,1.57,19.99,64.48,0.2,177.74,-0.02,,22.58,0.0,204.94,103.03,03-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
03-Dec-2018 - 00:00,70.59,38.05,95.16,165.41,49.38,1.61,27.38,13.24,17.99,3.15,4.96,1.43,20.93,58.96,0.3,202.39,-0.02,,68.92,0.0,289.8,127.67,04-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
04-Dec-2018 - 00:00,48.66,58.95,149.35,184.56,65.87,1.95,30.22,22.89,28.26,8.43,8.71,2.73,20.2,59.62,0.44,270.7,-0.02,,66.81,0.0,363.21,166.8,05-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
05-Dec-2018 - 00:00,106.16,21.53,103.06,209.2,72.77,1.9,27.41,16.32,20.05,5.47,4.03,1.53,19.82,57.14,0.69,278.26,-0.02,,65.87,0.0,370.5,171.69,06-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
06-Dec-2018 - 00:00,108.41,26.87,68.97,177.18,89.53,1.96,28.7,17.74,16.62,5.29,3.35,1.13,20.29,56.92,0.74,256.85,-0.02,,63.82,0.0,373.47,174.91,07-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
07-Dec-2018 - 00:00,84.32,31.47,111.33,183.22,60.54,1.93,25.31,18.66,29.78,5.6,3.19,1.98,19.7,60.4,0.58,281.34,-0.02,,60.69,0.0,385.52,187.01,08-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
08-Dec-2018 - 00:00,100.76,25.31,130.84,228.38,82.13,2.2,14.13,17.56,24.89,5.03,3.03,1.35,17.41,65.16,0.74,302.67,-0.02,,32.54,0.0,436.26,200.83,09-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
09-Dec-2018 - 00:00,79.41,29.61,88.29,163.55,54.11,1.75,27.21,14.35,12.56,3.04,2.1,1.47,18.27,57.99,0.75,278.13,-0.02,,61.61,0.0,332.67,167.5,10-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
10-Dec-2018 - 00:00,73.67,29.58,165.06,201.35,62.2,2.07,22.95,25.39,19.74,5.14,5.95,3.02,18.97,61.08,0.57,257.08,-0.02,,55.0,0.0,335.78,148.29,11-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
11-Dec-2018 - 00:00,100.24,22.69,114.45,192.05,64.42,1.97,18.15,20.15,26.36,6.4,9.7,2.0,19.68,61.8,0.49,278.48,-0.02,,55.76,0.0,334.43,162.6,12-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
12-Dec-2018 - 00:00,129.89,16.6,47.49,177.37,67.9,1.51,22.85,13.7,13.31,2.43,4.79,1.43,20.81,59.0,0.31,204.69,-0.02,,57.52,0.0,293.39,131.84,13-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
13-Dec-2018 - 00:00,113.47,15.39,47.18,160.63,53.41,1.13,22.77,6.98,15.72,2.95,4.71,1.81,21.68,54.6,0.37,239.19,-0.02,,58.09,0.0,219.33,95.99,14-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
14-Dec-2018 - 00:00,106.86,29.5,27.35,134.19,62.59,1.06,26.44,6.92,11.86,2.13,3.86,1.42,22.68,49.73,0.61,180.88,-0.02,,68.03,0.0,215.83,101.65,15-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
15-Dec-2018 - 00:00,108.39,27.91,30.83,139.2,47.51,1.01,23.07,6.52,11.03,2.05,3.75,1.3,21.02,46.13,0.91,238.64,-0.02,,81.46,0.0,223.21,97.67,16-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
16-Dec-2018 - 00:00,87.13,27.54,17.82,105.07,57.56,0.8,29.14,5.63,6.25,1.11,2.48,0.69,20.98,47.64,0.92,322.03,-0.02,,54.09,0.0,194.66,85.85,17-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
17-Dec-2018 - 00:00,65.22,30.59,6.51,71.73,17.74,0.71,21.33,4.24,8.75,0.75,1.7,0.27,18.06,77.17,1.27,293.71,-0.02,,40.29,0.02,145.93,70.76,18-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
18-Dec-2018 - 00:00,49.8,27.51,8.29,58.07,13.22,0.56,18.84,3.32,6.18,1.31,1.91,0.34,16.28,86.44,1.71,268.72,-0.02,,39.47,0.03,79.22,38.92,19-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
19-Dec-2018 - 00:00,65.68,22.03,20.33,86.01,31.73,0.75,16.65,3.83,7.95,1.14,2.24,0.51,17.55,74.08,1.54,289.74,-0.02,,178.24,0.0,131.61,55.22,20-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
20-Dec-2018 - 00:00,79.01,29.67,59.94,138.95,23.82,1.3,16.95,8.71,14.16,3.65,5.22,1.57,18.13,70.05,0.85,270.91,-0.03,,157.84,0.0,195.68,89.42,21-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
21-Dec-2018 - 00:00,101.79,29.32,122.62,224.41,74.88,2.12,18.91,19.14,20.96,5.9,9.03,1.22,18.01,60.77,1.63,310.94,-0.03,,148.86,0.0,392.81,182.33,22-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
22-Dec-2018 - 00:00,108.3,26.79,84.14,191.83,75.43,1.61,17.96,15.06,17.08,3.71,6.22,1.26,17.8,57.25,2.15,299.01,-0.03,,147.4,0.0,353.54,181.0,23-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
23-Dec-2018 - 00:00,109.85,26.2,30.39,140.24,65.88,1.36,17.86,11.35,9.33,2.03,4.09,0.86,17.88,58.3,2.28,304.95,-0.03,,144.25,0.0,285.2,146.24,24-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
24-Dec-2018 - 00:00,106.8,26.81,44.8,151.58,77.51,1.62,17.11,15.53,15.35,4.11,6.3,0.88,18.29,58.21,2.31,308.03,-0.03,,150.59,0.0,295.76,131.59,25-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
25-Dec-2018 - 00:00,115.0,24.6,60.44,173.45,64.59,1.88,24.45,15.64,14.94,3.37,6.2,0.97,17.94,50.38,2.89,313.88,-0.03,,155.81,0.0,310.76,147.77,26-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
26-Dec-2018 - 00:00,140.93,34.57,95.81,231.36,85.26,2.45,11.92,22.88,16.25,4.61,8.31,0.98,16.51,51.3,3.03,312.87,-0.04,,53.51,0.0,445.44,203.41,27-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
27-Dec-2018 - 00:00,153.7,40.16,3.94,156.4,76.58,1.79,19.62,24.21,20.41,6.07,9.96,1.08,17.21,46.13,2.64,307.36,-0.02,,144.84,0.0,381.46,173.51,28-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
28-Dec-2018 - 00:00,115.94,34.67,42.59,151.75,68.48,1.87,17.12,12.98,17.25,3.53,6.24,1.47,16.95,42.93,2.64,292.77,-0.02,,146.36,0.0,383.84,170.07,29-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
29-Dec-2018 - 00:00,74.96,21.13,71.51,146.45,68.43,1.8,18.5,14.2,17.71,4.98,6.98,1.95,16.3,47.18,3.0,311.62,-0.02,,147.03,0.0,374.93,172.89,30-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
30-Dec-2018 - 00:00,75.66,22.99,17.86,93.51,71.6,1.1,19.17,7.1,7.11,1.3,2.51,0.73,16.86,53.09,2.24,309.01,-0.02,,152.39,0.0,277.63,129.74,31-Dec-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
31-Dec-2018 - 00:00,67.84,21.49,5.92,73.76,18.93,0.94,8.5,6.88,6.86,1.41,2.83,1.03,14.82,63.0,1.05,321.13,-0.02,,2.26,0.0,252.6,138.55,01-Jan-2019 - 00:00,"Ghusuri, Howrah - WBPCB"
