from date,SR,Temp,VWS,NO,NO2,NOx,WS,CO,WD,Ozone,PM10,PM2.5,Benzene,Toluene,O Xylene,Eth-Benzene,MP-Xylene,BP,RH,SO2,to date,station
14-Apr-2018 - 00:00,201.73,35.48,0.25,15.45,34.98,29.11,0.6,1.02,157.71,47.59,227.64,99.64,0.0,0.0,0.0,0.0,0.0,761.59,34.57,8.69,15-Apr-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Apr-2018 - 00:00,245.07,36.41,0.17,8.78,25.31,18.66,1.17,0.92,198.09,49.35,255.68,118.32,0.0,0.0,0.0,0.0,0.0,762.24,32.54,9.47,16-Apr-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Apr-2018 - 00:00,227.79,36.84,0.22,8.46,21.11,16.19,1.12,0.65,218.14,40.71,242.53,112.27,0.0,0.0,0.0,0.0,0.0,760.96,32.74,8.47,17-Apr-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Apr-2018 - 00:00,263.87,36.58,0.22,5.27,17.35,13.98,1.41,0.73,247.52,74.81,212.58,98.83,0.0,0.0,0.0,0.0,0.0,759.64,29.36,6.89,18-Apr-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Apr-2018 - 00:00,253.27,36.73,0.19,14.81,45.78,36.47,0.56,0.82,199.22,51.98,265.69,116.7,0.0,0.0,0.0,0.0,0.0,760.22,29.97,7.21,19-Apr-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Apr-2018 - 00:00,232.51,37.28,0.22,5.51,20.95,16.12,1.1,0.57,231.39,73.55,248.53,109.16,0.0,0.0,0.0,0.0,0.0,763.12,30.65,6.16,20-Apr-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Apr-2018 - 00:00,239.88,34.31,0.21,9.64,9.14,13.33,1.79,0.81,248.28,62.08,387.07,156.96,0.0,0.0,0.0,0.0,0.0,762.66,32.98,6.52,21-Apr-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Apr-2018 - 00:00,249.58,33.35,0.19,11.22,21.25,20.95,0.64,0.98,170.37,72.46,541.55,268.37,0.0,0.05,0.0,0.0,0.04,759.77,26.55,6.51,22-Apr-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Apr-2018 - 00:00,270.51,33.86,0.22,9.68,27.09,22.83,0.73,1.02,218.28,89.04,216.34,100.22,0.0,0.0,0.0,0.0,0.0,758.94,27.86,5.34,23-Apr-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Apr-2018 - 00:00,272.08,34.55,0.23,36.5,45.96,54.14,0.5,1.14,177.57,72.84,198.93,101.57,0.0,0.0,0.0,0.0,0.0,759.22,28.32,6.36,24-Apr-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Apr-2018 - 00:00,270.22,34.61,0.37,58.69,58.02,78.26,0.53,0.79,186.75,52.25,236.25,125.05,0.0,0.0,0.0,0.0,0.0,760.2,28.66,6.33,25-Apr-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Apr-2018 - 00:00,263.27,36.7,0.3,10.5,31.0,25.51,1.04,0.8,202.76,53.37,220.23,107.53,0.0,0.0,0.0,0.0,0.0,762.65,28.5,9.48,26-Apr-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Apr-2018 - 00:00,268.22,37.81,0.23,5.86,27.78,24.02,1.1,1.0,214.62,44.96,243.33,109.39,0.0,0.0,0.0,0.0,0.0,764.09,34.52,8.18,27-Apr-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Apr-2018 - 00:00,249.41,38.62,0.35,2.17,27.79,16.14,1.2,0.92,214.67,36.39,265.09,105.41,0.0,0.0,0.0,0.0,0.0,763.37,34.44,7.74,28-Apr-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Apr-2018 - 00:00,243.14,39.12,0.3,1.17,20.7,11.71,1.37,0.74,216.11,31.28,264.12,111.56,0.0,0.0,0.0,0.0,0.0,763.6,34.46,7.59,29-Apr-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Apr-2018 - 00:00,252.86,39.28,0.26,1.03,17.71,9.95,1.46,0.72,215.89,41.24,256.96,106.26,0.0,0.0,0.0,0.0,0.0,765.03,35.83,8.14,30-Apr-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Apr-2018 - 00:00,257.54,38.31,0.34,1.17,20.42,11.11,1.54,0.9,202.16,25.92,324.63,134.95,0.11,0.26,0.0,0.07,0.0,766.34,40.71,7.75,01-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-May-2018 - 00:00,247.34,38.72,0.32,1.53,22.37,12.46,1.87,0.87,209.18,35.81,386.25,189.48,0.0,0.0,0.0,0.0,0.0,765.37,36.26,8.16,02-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-May-2018 - 00:00,278.82,38.14,0.33,2.25,25.9,15.56,1.51,0.95,202.75,35.59,250.76,123.88,0.0,0.0,0.0,0.0,0.0,764.74,36.36,8.52,03-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-May-2018 - 00:00,257.99,37.88,0.27,2.46,29.5,17.42,1.2,0.76,197.31,47.68,240.47,98.6,0.08,0.24,0.0,0.1,0.0,761.67,35.21,8.47,04-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-May-2018 - 00:00,209.85,38.45,0.31,4.38,28.14,18.24,0.93,0.89,226.1,71.76,299.94,123.63,0.1,0.22,0.0,0.0,0.0,754.81,35.75,9.0,05-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-May-2018 - 00:00,259.92,38.99,0.33,3.52,29.2,18.06,1.09,0.89,212.24,65.87,294.84,138.69,0.0,0.0,0.0,0.0,0.0,754.61,33.55,9.73,06-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-May-2018 - 00:00,281.37,37.72,0.32,3.04,28.08,17.03,1.34,0.94,213.93,44.58,254.29,122.12,0.0,0.0,0.0,0.0,0.0,753.52,30.55,9.34,07-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-May-2018 - 00:00,275.75,36.17,0.31,5.19,15.71,14.09,1.29,0.84,203.06,38.77,233.99,102.44,0.0,0.0,0.0,0.0,0.0,753.87,34.3,9.49,08-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-May-2018 - 00:00,206.92,34.21,0.39,8.47,13.16,13.58,1.33,0.89,192.81,54.04,411.89,203.42,0.0,0.0,0.0,0.0,0.0,753.18,40.93,8.31,09-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-May-2018 - 00:00,231.2,36.59,0.33,10.03,19.86,18.27,0.82,1.04,192.77,33.59,279.55,115.08,0.0,0.0,0.0,0.0,0.0,753.42,41.44,8.36,10-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-May-2018 - 00:00,273.46,38.47,0.32,8.35,17.77,15.76,0.9,0.86,204.67,40.52,271.83,109.3,0.0,0.0,0.0,0.0,0.0,753.11,36.09,8.33,11-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-May-2018 - 00:00,281.17,39.59,0.33,8.03,14.22,13.81,1.31,1.01,210.17,44.43,233.15,97.45,0.0,0.0,0.0,0.0,0.0,754.61,32.84,6.19,12-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-May-2018 - 00:00,289.08,38.68,0.27,8.79,15.6,15.13,1.32,1.66,195.81,43.93,216.29,96.34,0.0,0.0,0.0,0.0,0.0,754.82,31.87,5.68,13-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-May-2018 - 00:00,295.12,38.85,0.3,7.93,8.61,9.79,1.1,0.53,211.59,44.96,256.99,112.29,0.51,1.94,0.47,0.0,1.43,755.34,34.72,5.66,14-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-May-2018 - 00:00,247.46,38.83,0.28,9.44,14.94,13.7,1.12,0.58,203.61,32.15,306.79,129.98,1.6,5.2,0.73,0.07,2.87,755.38,36.46,7.04,15-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-May-2018 - 00:00,238.94,39.01,0.29,9.53,16.08,16.16,1.11,0.96,201.28,37.33,389.89,180.18,2.06,6.57,1.13,0.35,3.73,756.03,35.32,6.82,16-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-May-2018 - 00:00,268.46,38.38,0.28,11.82,17.57,19.43,1.08,1.11,221.61,41.4,319.88,144.24,1.75,7.2,1.56,0.1,3.98,756.09,38.55,7.11,17-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-May-2018 - 00:00,270.2,39.28,0.26,5.58,21.07,17.92,0.97,0.68,201.36,42.34,276.1,122.06,2.17,3.91,0.86,0.15,2.11,756.83,35.05,4.82,18-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-May-2018 - 00:00,256.97,39.04,0.27,4.91,25.06,17.25,1.0,0.81,216.27,49.28,465.64,206.78,0.33,0.52,0.07,0.06,0.17,757.03,32.62,5.96,19-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-May-2018 - 00:00,250.35,39.3,0.29,6.08,30.19,20.86,0.76,0.94,212.93,71.34,382.42,206.95,0.23,0.71,0.12,0.1,0.4,756.99,32.08,6.3,20-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-May-2018 - 00:00,260.57,39.72,0.28,3.39,26.15,16.58,0.85,0.88,140.38,107.19,379.1,210.91,0.74,1.44,0.19,0.12,0.72,756.28,31.17,4.96,21-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-May-2018 - 00:00,258.41,40.27,0.31,4.24,42.48,25.87,0.79,0.83,136.28,84.45,269.41,146.43,0.81,1.99,0.3,0.22,1.06,756.3,29.03,6.56,22-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-May-2018 - 00:00,242.51,39.33,0.27,6.76,30.97,21.87,0.93,0.92,197.43,65.95,310.34,166.77,0.73,2.14,0.22,0.2,0.81,756.23,31.28,6.54,23-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-May-2018 - 00:00,341.32,40.32,0.33,3.83,17.56,12.3,1.99,0.84,305.91,113.6,378.24,220.62,0.2,0.38,0.01,0.0,0.16,756.48,28.64,6.46,24-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-May-2018 - 00:00,196.64,38.73,0.31,9.31,33.2,28.04,0.91,0.62,229.24,58.77,221.33,126.95,0.79,2.01,0.3,0.15,0.95,759.46,27.09,6.58,25-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-May-2018 - 00:00,270.09,38.76,0.26,9.83,22.49,23.18,1.07,0.99,224.63,56.07,238.41,114.01,0.63,1.64,0.3,0.29,0.8,763.38,29.79,7.89,26-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-May-2018 - 00:00,283.97,40.48,0.28,5.11,13.87,12.24,1.14,0.93,248.07,76.46,215.56,113.11,0.33,0.92,0.13,0.09,0.46,758.05,28.88,5.23,27-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-May-2018 - 00:00,283.17,40.57,0.26,13.6,25.09,24.92,0.81,0.94,221.3,67.27,303.95,166.48,0.75,2.27,0.34,0.04,0.94,754.84,27.34,6.07,28-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-May-2018 - 00:00,277.88,41.01,0.27,13.0,31.02,27.54,0.7,0.94,186.51,59.39,274.62,153.38,0.95,2.78,0.52,0.18,1.55,756.83,29.29,5.78,29-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-May-2018 - 00:00,251.87,39.8,0.35,4.27,13.78,13.13,1.56,0.81,205.29,46.8,297.05,130.12,0.34,0.85,0.11,0.07,0.44,757.99,38.55,6.06,30-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-May-2018 - 00:00,255.03,38.12,0.41,4.93,15.81,13.15,1.44,1.02,191.02,57.17,350.04,147.52,0.48,1.16,0.1,0.16,0.49,756.08,41.9,6.54,31-May-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
31-May-2018 - 00:00,246.29,40.1,0.38,4.44,14.69,12.13,1.35,0.82,212.45,87.56,433.91,227.53,0.51,1.17,0.04,0.05,0.42,755.63,37.35,6.49,01-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-Jun-2018 - 00:00,269.63,39.18,0.26,4.08,13.75,11.4,1.35,0.77,211.47,88.21,394.41,202.79,0.47,0.85,0.03,0.02,0.31,753.76,36.15,5.56,02-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Jun-2018 - 00:00,191.86,37.32,0.33,4.44,11.36,10.42,1.45,0.76,204.82,75.43,304.98,155.27,0.23,0.53,0.01,0.0,0.14,723.44,33.68,5.31,03-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Jun-2018 - 00:00,361.54,40.53,0.37,4.68,14.96,12.43,1.51,0.66,211.72,51.1,334.9,196.85,0.36,0.77,0.05,0.06,0.22,755.45,33.37,6.01,04-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Jun-2018 - 00:00,272.29,33.8,0.3,4.11,13.01,10.86,1.46,0.75,182.74,33.79,292.76,140.22,0.41,0.86,0.08,0.07,0.39,658.77,35.1,5.55,05-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Jun-2018 - 00:00,303.29,38.83,0.3,6.27,19.94,16.33,1.41,1.13,214.25,42.56,251.74,121.51,0.65,1.41,0.21,0.14,0.66,754.31,39.82,6.08,06-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Jun-2018 - 00:00,271.1,39.79,0.29,4.34,13.81,11.61,1.29,0.77,222.36,63.95,246.19,123.98,0.48,1.17,0.11,0.14,0.49,753.71,36.35,5.48,07-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Jun-2018 - 00:00,235.07,38.81,0.29,5.32,14.22,12.39,1.6,1.07,209.51,33.36,288.27,117.4,0.37,0.8,0.04,0.05,0.33,755.89,41.5,6.37,08-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Jun-2018 - 00:00,272.23,37.53,0.28,5.59,12.51,17.0,1.73,0.83,208.24,34.01,285.12,104.02,0.31,0.52,0.06,0.02,0.24,757.57,46.47,6.1,09-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Jun-2018 - 00:00,272.48,38.0,0.32,8.4,16.52,19.14,1.67,0.58,203.15,48.46,238.83,82.09,0.42,0.89,0.02,0.02,0.28,758.86,45.43,4.85,10-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Jun-2018 - 00:00,239.86,38.2,0.26,10.5,18.27,18.73,1.55,0.89,205.06,37.61,290.25,99.13,0.34,0.56,0.0,0.0,0.09,758.08,45.41,5.28,11-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Jun-2018 - 00:00,230.33,37.17,0.26,10.4,34.12,26.94,1.73,0.89,175.29,56.71,322.91,101.64,0.43,0.94,0.01,0.08,0.36,757.72,46.36,6.36,12-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Jun-2018 - 00:00,227.25,37.51,0.3,3.49,43.8,25.9,2.34,0.96,203.09,61.28,551.06,182.45,0.36,0.71,0.06,0.01,0.27,758.72,46.02,6.51,13-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Jun-2018 - 00:00,230.59,36.67,0.26,3.36,26.11,16.96,2.6,0.83,204.67,42.57,527.14,201.05,0.2,9.57,0.51,0.04,0.32,757.92,45.76,7.31,14-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Jun-2018 - 00:00,170.5,36.17,0.34,4.06,27.78,18.39,2.89,0.96,205.94,44.1,493.25,273.46,0.14,0.87,0.33,0.01,0.18,756.79,45.03,6.66,15-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Jun-2018 - 00:00,178.98,35.85,0.37,6.13,22.69,17.4,2.85,0.86,204.47,39.2,451.12,178.92,0.16,0.7,0.08,0.02,0.15,755.99,45.54,5.68,16-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Jun-2018 - 00:00,175.09,36.06,0.33,6.9,22.52,16.43,2.38,1.03,204.37,53.54,288.38,117.27,0.08,0.37,0.02,0.0,0.04,754.79,45.78,5.57,17-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Jun-2018 - 00:00,178.62,36.35,0.33,4.71,23.61,13.89,1.87,0.79,201.27,58.19,247.33,78.02,0.19,0.63,0.04,0.05,0.2,754.93,46.92,5.15,18-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Jun-2018 - 00:00,152.67,36.85,0.35,3.36,20.66,12.7,1.54,0.86,217.19,26.1,238.17,54.49,0.28,1.07,0.07,0.04,0.45,754.59,46.77,4.13,19-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Jun-2018 - 00:00,177.09,37.86,0.33,4.4,24.7,15.7,1.09,0.83,201.63,54.85,238.71,72.79,0.39,1.32,0.09,0.08,0.55,755.08,44.72,4.58,20-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Jun-2018 - 00:00,195.91,38.49,0.31,3.85,35.48,20.79,1.01,0.85,181.96,34.62,239.32,69.96,0.33,1.32,0.1,0.11,0.52,754.89,39.82,5.03,21-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Jun-2018 - 00:00,198.65,39.31,0.33,2.68,22.83,13.25,0.99,0.91,226.77,61.48,246.05,108.95,0.28,1.19,0.16,0.1,0.48,755.36,40.0,5.13,22-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Jun-2018 - 00:00,209.64,39.13,0.34,4.13,23.85,15.1,1.28,0.84,198.44,63.44,217.26,102.43,0.19,0.88,0.04,0.02,0.27,755.86,41.84,6.65,23-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Jun-2018 - 00:00,177.14,37.85,0.34,4.81,27.57,17.52,1.13,0.98,192.19,61.61,157.04,95.44,0.17,0.78,0.04,0.05,0.21,755.5,45.02,8.41,24-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Jun-2018 - 00:00,166.3,35.95,0.38,6.63,28.67,19.59,1.1,0.87,157.52,41.04,120.81,88.62,0.18,0.81,0.08,0.05,0.32,755.0,50.85,8.41,25-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Jun-2018 - 00:00,250.09,35.95,0.37,4.94,28.53,18.12,0.97,0.95,213.47,42.78,95.04,77.81,0.19,1.07,0.04,0.04,0.26,756.61,50.64,8.03,26-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Jun-2018 - 00:00,120.89,34.54,0.36,9.26,29.71,22.28,1.53,0.8,156.09,34.97,128.5,70.27,0.34,1.27,0.12,0.1,0.72,756.83,52.59,8.37,27-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Jun-2018 - 00:00,100.09,31.19,0.39,12.51,39.34,29.87,0.68,0.92,125.15,33.53,84.04,67.35,0.52,1.99,0.34,0.14,1.23,755.04,70.15,7.91,28-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Jun-2018 - 00:00,173.68,32.83,0.32,6.85,28.92,19.82,0.62,0.9,130.88,37.54,72.25,,0.48,1.85,0.09,0.05,0.84,755.26,85.64,8.74,29-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Jun-2018 - 00:00,348.1,31.36,0.36,7.75,24.11,18.35,0.73,0.83,174.7,29.96,25.17,,0.68,2.32,0.19,0.14,1.17,754.5,91.17,7.47,30-Jun-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Jun-2018 - 00:00,168.32,32.91,0.37,6.48,14.23,12.36,1.08,1.08,209.53,22.66,98.6,0.0,0.43,1.49,0.12,0.07,0.67,753.46,85.81,5.51,01-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-Jul-2018 - 00:00,153.16,34.92,0.28,9.07,21.1,18.17,1.47,0.83,198.48,19.4,131.3,,0.21,0.99,0.11,0.14,0.23,753.67,78.35,6.16,02-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Jul-2018 - 00:00,169.56,35.63,0.38,9.38,15.46,15.47,1.98,0.92,188.25,38.96,91.64,33.19,0.2,1.29,0.05,0.07,0.48,755.93,76.19,6.06,03-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Jul-2018 - 00:00,153.73,35.76,0.29,10.78,10.58,13.98,2.1,1.06,186.81,34.99,100.31,47.03,0.12,1.2,0.02,0.01,0.45,756.9,76.52,5.8,04-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Jul-2018 - 00:00,108.91,34.79,0.36,9.99,13.32,14.77,1.49,0.91,191.72,34.73,147.3,65.68,0.24,1.41,0.05,0.06,0.62,756.15,78.62,9.8,05-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Jul-2018 - 00:00,120.93,35.45,0.41,10.45,12.79,14.88,1.38,1.01,206.52,24.36,217.53,84.03,0.17,1.11,0.05,0.07,0.38,754.74,75.24,8.75,06-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Jul-2018 - 00:00,136.76,35.88,0.34,7.82,9.69,11.13,1.4,0.89,225.69,38.92,268.08,109.55,0.13,0.94,0.0,0.0,0.26,754.48,75.17,7.54,07-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Jul-2018 - 00:00,138.57,36.88,0.36,8.0,9.05,10.96,1.23,1.0,222.84,47.41,221.49,88.52,0.1,0.65,0.01,0.0,0.18,755.38,73.08,6.87,08-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Jul-2018 - 00:00,145.36,37.35,0.43,7.54,9.57,11.4,1.29,0.89,219.43,47.78,172.04,70.45,0.03,0.32,0.0,0.01,0.07,756.31,72.64,6.06,09-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Jul-2018 - 00:00,145.02,37.85,0.31,8.42,14.66,15.89,1.37,0.92,215.03,56.54,167.32,68.34,0.31,1.99,0.03,0.02,0.44,757.15,65.05,6.62,10-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Jul-2018 - 00:00,110.03,37.2,0.33,6.77,10.55,10.51,1.37,1.04,206.03,56.46,150.69,64.31,0.15,0.91,0.0,0.01,0.26,756.68,63.23,7.09,11-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Jul-2018 - 00:00,97.42,36.03,0.44,7.93,14.6,11.72,1.53,1.05,196.06,35.32,135.22,46.79,0.19,0.96,0.02,0.02,0.32,756.22,70.61,6.82,12-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Jul-2018 - 00:00,134.41,36.47,0.33,7.42,15.32,11.64,1.45,1.04,197.59,47.18,113.64,37.26,0.14,0.91,0.01,0.03,0.31,757.51,73.88,7.21,13-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Jul-2018 - 00:00,80.23,34.34,0.35,10.56,22.5,17.91,1.14,1.06,165.49,36.04,82.86,49.27,0.41,1.96,0.14,0.05,0.83,756.18,79.58,7.59,14-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Jul-2018 - 00:00,104.66,34.84,0.42,10.51,16.12,14.56,1.01,1.08,207.71,36.37,101.46,57.62,0.27,1.24,0.11,0.03,0.55,756.9,79.8,6.97,15-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Jul-2018 - 00:00,144.26,31.88,0.36,8.23,15.23,12.26,1.08,0.95,194.4,30.41,56.06,39.51,0.06,0.67,0.01,0.01,0.15,756.26,88.77,6.24,16-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Jul-2018 - 00:00,102.87,33.78,0.28,11.92,29.07,22.48,0.47,0.56,149.52,42.7,101.58,51.39,0.57,2.48,0.26,0.26,1.27,756.74,86.4,7.25,17-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Jul-2018 - 00:00,155.35,31.87,0.33,11.48,27.09,21.08,0.76,0.63,188.04,31.61,62.38,38.93,0.61,3.5,0.27,0.24,1.46,755.2,91.67,7.76,18-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Jul-2018 - 00:00,133.47,32.56,0.32,14.93,27.46,24.04,0.48,0.59,154.8,36.67,100.57,40.8,0.66,3.45,0.34,0.16,1.62,754.75,89.98,7.97,19-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Jul-2018 - 00:00,157.65,32.27,0.33,7.9,19.86,14.45,0.93,0.6,201.4,55.56,65.54,35.75,0.35,1.51,0.11,0.05,0.78,754.77,90.39,8.18,20-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Jul-2018 - 00:00,137.81,31.51,0.3,32.04,29.71,38.86,1.04,0.09,175.65,24.42,166.38,0.0,0.82,3.87,0.46,0.35,1.65,755.37,87.78,8.47,23-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Jul-2018 - 00:00,115.39,32.86,0.2,23.35,15.9,24.74,1.65,0.47,180.31,56.6,176.87,31.74,0.42,2.2,0.07,0.06,0.93,764.08,62.15,6.82,27-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Jul-2018 - 00:00,63.94,31.42,0.22,24.13,22.62,28.88,1.29,1.81,183.93,44.13,126.43,41.49,0.62,3.5,0.26,0.3,1.57,766.0,59.75,6.76,28-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Jul-2018 - 00:00,79.74,32.17,0.26,21.74,23.6,27.41,1.23,1.45,178.35,50.5,158.02,52.55,0.4,2.45,0.2,0.34,0.92,765.91,58.04,6.46,29-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Jul-2018 - 00:00,116.32,33.0,0.37,19.42,11.05,18.86,1.47,1.26,186.63,44.55,142.68,51.58,0.15,1.11,0.06,0.08,0.32,765.76,54.77,7.06,30-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Jul-2018 - 00:00,142.91,33.97,0.37,12.06,21.4,20.63,1.28,1.48,186.79,37.23,157.5,48.11,0.58,3.02,0.34,0.48,1.56,766.5,52.51,8.85,31-Jul-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
31-Jul-2018 - 00:00,129.4,33.73,0.38,12.15,11.5,16.49,1.59,1.51,200.51,48.84,210.1,82.86,0.31,1.36,0.07,0.15,0.5,766.62,52.13,6.56,01-Aug-2018 - 00:00,"Collectorate, Jodhpur - RSPCB"
