from date,BP,PM2.5,RH,SR,Temp,VWS,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NO,NOx,NO2,SO2,Ozone,to date,station
13-Aug-2018 - 00:00,734.83,28.79,75.24,327.6,31.85,0.49,176.18,1.15,0.28,0.28,0.19,0.13,0.25,0.58,5.66,19.72,21.39,10.94,35.05,14-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Aug-2018 - 00:00,738.64,40.45,63.95,549.81,34.8,,200.8,0.99,0.28,0.28,0.19,0.13,0.25,0.3,5.71,19.79,21.32,36.68,62.46,15-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,16-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Aug-2018 - 00:00,738.38,26.22,63.67,487.37,34.82,-0.19,120.06,1.06,0.28,0.28,0.19,0.13,0.25,0.32,5.56,19.55,21.57,10.2,51.0,17-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Aug-2018 - 00:00,732.98,20.75,77.97,118.67,31.61,-0.19,106.13,1.07,0.28,0.28,0.19,0.13,0.25,0.46,5.68,19.86,21.4,14.25,27.7,18-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Aug-2018 - 00:00,732.57,6.47,77.94,102.98,31.28,-0.19,117.31,1.21,0.28,0.28,0.19,0.13,0.25,0.39,5.56,19.44,21.57,15.8,27.15,19-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Aug-2018 - 00:00,737.47,69.35,67.63,388.89,35.13,-0.19,245.07,0.95,0.28,0.28,0.19,0.13,0.25,0.87,5.64,19.37,21.09,26.25,62.59,20-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Aug-2018 - 00:00,735.91,51.24,75.58,296.78,33.61,-0.2,155.87,1.04,0.28,0.28,0.19,0.13,0.25,0.92,5.57,19.65,21.24,11.14,40.85,21-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Aug-2018 - 00:00,734.99,15.17,75.2,382.81,33.8,-0.22,154.5,1.12,0.28,0.28,0.19,0.13,0.25,0.55,5.67,19.63,21.3,11.61,32.06,22-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Aug-2018 - 00:00,732.0,16.99,87.99,13.63,31.71,-0.23,168.0,1.17,0.28,0.28,0.19,0.13,0.25,0.77,5.64,19.44,21.5,5.78,27.67,23-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Aug-2018 - 00:00,734.25,27.54,87.38,303.38,31.89,-0.23,205.2,1.22,0.27,0.27,0.18,0.13,0.24,0.5,5.57,19.81,21.28,14.91,35.84,24-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Aug-2018 - 00:00,739.02,33.27,77.89,456.2,35.24,-0.23,239.07,0.9,0.28,0.28,0.19,0.13,0.25,0.3,5.55,19.74,21.47,11.56,48.76,25-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Aug-2018 - 00:00,739.91,34.28,70.23,535.71,35.87,-0.23,250.49,0.93,0.28,0.28,0.19,0.13,0.25,0.3,5.48,19.71,21.32,23.08,46.05,26-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,27-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Aug-2018 - 00:00,737.57,34.32,80.81,365.84,32.72,-0.23,133.87,1.0,14.97,0.18,0.14,17.65,0.31,0.25,7.68,18.13,19.77,8.38,45.08,28-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Aug-2018 - 00:00,734.77,9.15,88.0,162.27,31.1,-0.23,107.72,1.07,16.35,0.17,0.13,19.32,0.32,0.81,7.94,18.06,19.45,5.74,23.21,29-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Aug-2018 - 00:00,733.95,51.17,85.02,328.54,32.77,-0.24,167.06,0.88,16.35,0.17,0.13,19.32,0.32,0.01,7.94,17.75,19.8,3.58,36.89,30-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Aug-2018 - 00:00,735.23,30.63,84.46,387.06,32.87,-0.24,209.08,1.12,16.35,0.17,0.13,19.32,0.32,0.81,7.91,17.91,19.55,6.05,49.07,31-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
31-Aug-2018 - 00:00,734.41,18.81,83.64,274.34,33.45,-0.23,195.45,1.13,1.95,0.17,0.13,2.18,0.28,0.0,8.0,18.11,19.33,17.26,38.37,01-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Sep-2018 - 00:00,734.73,27.05,87.05,353.98,32.39,-0.23,183.11,1.1,0.35,0.17,0.13,0.27,0.27,0.85,7.92,17.96,19.72,5.99,38.45,02-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Sep-2018 - 00:00,732.19,20.42,88.0,47.79,30.55,-0.23,163.88,1.0,0.35,0.17,0.13,0.27,0.27,0.71,7.94,17.84,19.64,6.33,32.87,03-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Sep-2018 - 00:00,732.24,11.73,88.0,50.54,30.06,-0.23,154.8,0.93,0.35,0.17,0.13,0.27,0.27,0.92,7.9,18.03,19.77,5.64,27.07,04-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Sep-2018 - 00:00,736.25,26.21,80.08,379.83,32.54,-0.23,164.25,1.24,0.35,0.18,0.13,0.27,0.28,1.03,8.05,17.77,19.42,5.81,39.91,05-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Sep-2018 - 00:00,734.96,48.45,84.09,288.29,32.91,-0.23,170.8,0.87,0.35,0.17,0.13,0.27,0.27,0.43,7.94,18.26,19.5,19.78,36.86,06-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Sep-2018 - 00:00,734.66,39.84,82.28,262.72,32.51,-0.24,163.56,0.96,0.35,0.17,0.13,0.27,0.27,0.43,7.98,17.97,19.66,6.59,40.93,07-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Sep-2018 - 00:00,735.76,24.64,80.36,334.01,32.92,-0.23,156.82,1.21,0.35,0.17,0.13,0.27,0.27,1.11,7.92,17.96,19.62,12.33,36.41,08-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Sep-2018 - 00:00,736.44,19.71,79.96,392.6,32.36,-0.23,130.92,0.95,0.35,0.17,0.13,0.27,0.27,0.42,7.95,17.92,19.68,28.9,39.87,09-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Sep-2018 - 00:00,735.8,18.48,86.95,333.75,28.96,-0.23,100.67,0.65,0.35,0.17,0.13,0.27,0.27,0.59,7.94,18.02,19.44,6.0,28.43,10-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Sep-2018 - 00:00,736.9,21.81,82.16,412.42,29.46,-0.23,190.77,0.72,0.32,0.16,0.11,0.22,0.25,0.16,8.66,18.55,20.53,15.84,52.38,11-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Sep-2018 - 00:00,736.88,20.12,82.99,408.68,29.27,-0.23,185.89,0.49,0.27,0.15,0.09,0.16,0.23,0.81,9.53,19.4,21.56,8.11,48.32,12-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Sep-2018 - 00:00,735.71,25.36,87.99,323.72,27.47,-0.23,152.45,0.62,0.27,0.15,0.09,0.16,0.23,0.98,9.61,19.68,21.24,8.28,36.05,13-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Sep-2018 - 00:00,736.09,26.79,83.76,362.48,28.19,-0.23,165.38,0.71,0.27,0.15,0.09,0.16,0.23,0.49,9.09,18.92,20.86,12.67,43.4,14-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Sep-2018 - 00:00,736.61,24.33,77.69,415.55,29.17,-0.23,150.52,0.6,0.27,0.15,0.09,0.16,0.23,1.14,7.57,17.38,19.16,6.67,56.01,15-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,,16-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,,17-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Sep-2018 - 00:00,740.09,11.24,59.01,673.6,31.89,-0.23,246.13,0.38,0.27,0.15,0.09,0.16,0.23,0.0,7.62,17.48,18.84,38.43,94.41,18-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Sep-2018 - 00:00,734.98,28.6,69.2,342.79,29.56,-0.23,144.94,0.37,0.27,0.15,0.09,0.16,0.23,0.16,7.73,17.22,19.54,19.66,87.92,19-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Sep-2018 - 00:00,736.64,28.31,74.63,423.05,28.7,-0.23,125.39,0.51,0.29,0.24,0.16,0.18,0.25,0.85,8.07,17.82,20.03,2.17,85.06,20-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Sep-2018 - 00:00,736.46,27.4,77.53,402.87,29.32,-0.23,113.55,0.65,0.37,0.53,0.37,0.23,0.29,1.19,9.39,19.61,21.96,2.03,74.11,21-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Sep-2018 - 00:00,735.59,20.5,71.02,368.92,30.02,-0.25,127.68,0.71,0.32,0.45,0.3,0.27,0.3,0.96,8.28,20.95,23.55,2.1,56.86,22-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Sep-2018 - 00:00,735.0,9.43,88.0,281.68,24.56,-0.27,129.49,0.6,0.29,0.39,0.26,0.31,0.32,0.14,8.68,23.22,25.16,23.89,16.63,23-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Sep-2018 - 00:00,735.0,8.77,88.0,279.14,24.95,-0.27,158.67,0.62,0.29,0.39,0.25,0.31,0.32,0.74,8.71,23.13,25.55,2.03,47.21,24-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Sep-2018 - 00:00,735.04,26.31,88.0,287.25,24.36,-0.26,128.6,0.61,0.29,0.39,0.25,0.31,0.32,0.6,8.64,22.92,25.55,13.3,23.05,25-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Sep-2018 - 00:00,737.04,10.69,81.7,422.68,26.82,-0.26,187.61,0.57,0.29,0.39,0.25,0.31,0.32,0.93,8.86,22.67,24.65,2.76,34.7,26-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Sep-2018 - 00:00,736.46,22.99,83.48,381.79,27.05,-0.26,172.73,0.52,0.29,0.39,0.25,0.31,0.32,1.07,9.34,20.92,21.76,3.65,49.42,27-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Sep-2018 - 00:00,736.38,34.29,82.72,374.23,27.68,-0.26,148.34,0.65,0.29,0.39,0.25,0.31,0.32,0.83,9.32,20.96,21.55,4.23,66.11,28-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Sep-2018 - 00:00,736.02,46.7,83.68,355.93,27.98,-0.26,144.78,0.65,0.29,0.39,0.25,0.31,0.32,0.89,9.35,21.14,21.58,3.67,65.07,29-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Sep-2018 - 00:00,736.04,35.79,75.07,381.7,27.8,-0.26,164.43,0.6,0.29,0.39,0.25,0.31,0.32,0.84,9.22,21.33,21.5,3.61,77.03,30-Sep-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Sep-2018 - 00:00,736.77,28.58,75.04,430.93,27.31,-0.26,142.8,0.48,0.29,0.39,0.25,0.31,0.32,0.99,9.27,21.12,21.54,3.0,81.17,01-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Oct-2018 - 00:00,737.35,34.43,71.95,472.32,27.09,-0.26,151.45,0.57,0.33,0.4,0.31,0.24,0.48,0.72,8.03,22.51,23.45,5.51,78.6,02-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Oct-2018 - 00:00,737.16,16.87,55.2,503.66,29.36,-0.26,101.93,0.58,0.39,0.41,0.38,0.15,0.68,0.31,7.57,22.85,25.48,19.01,102.04,03-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Oct-2018 - 00:00,735.66,20.93,54.27,427.15,27.2,-0.22,119.0,0.68,0.27,0.38,0.33,0.15,0.6,0.99,9.22,22.92,25.35,3.7,94.16,04-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Oct-2018 - 00:00,735.71,22.5,58.5,412.96,27.38,-0.2,129.81,0.6,0.26,0.4,0.24,0.19,0.39,0.95,9.73,24.13,26.61,3.86,95.76,05-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Oct-2018 - 00:00,734.68,23.6,56.57,245.36,27.08,-0.22,103.44,0.59,0.5,0.37,0.24,0.21,0.38,1.05,10.28,24.86,26.78,4.1,95.45,06-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Oct-2018 - 00:00,734.34,26.27,56.43,127.13,26.59,-0.23,162.22,0.61,0.62,0.31,0.27,0.19,0.48,0.79,9.74,24.25,26.4,4.0,74.45,07-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Oct-2018 - 00:00,735.26,31.88,53.34,185.26,25.86,-0.23,110.14,0.66,0.62,0.31,0.27,0.19,0.48,0.94,8.62,23.02,25.69,3.91,87.57,08-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Oct-2018 - 00:00,734.49,29.75,53.06,156.07,25.9,-0.23,115.92,0.66,0.62,0.31,0.27,0.19,0.48,0.93,9.4,23.72,25.97,4.25,104.43,09-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Oct-2018 - 00:00,735.1,28.5,50.56,192.52,26.98,-0.23,118.38,0.7,0.62,0.31,0.27,0.19,0.48,1.25,9.72,24.04,26.18,3.73,85.02,10-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Oct-2018 - 00:00,736.83,36.62,62.28,263.98,28.86,-0.22,182.18,0.78,0.61,0.31,0.28,0.19,0.48,0.78,16.46,33.11,32.77,10.1,93.59,11-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Oct-2018 - 00:00,734.64,25.96,67.03,122.26,25.12,-0.23,216.04,0.9,0.53,0.3,0.41,0.27,0.74,0.89,13.12,29.09,30.56,5.65,68.17,12-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Oct-2018 - 00:00,734.58,25.43,60.95,103.13,25.2,-0.23,204.03,0.86,0.46,0.29,0.51,0.32,0.93,1.1,12.6,29.04,31.39,4.33,87.41,13-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Oct-2018 - 00:00,734.23,29.63,67.67,65.87,23.71,-0.23,191.27,0.89,0.46,0.29,0.51,0.32,0.93,1.24,17.96,34.4,33.16,9.55,65.8,14-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Oct-2018 - 00:00,735.08,38.69,64.65,148.45,24.56,-0.23,187.78,0.73,0.46,0.29,0.51,0.32,0.93,0.89,20.12,37.2,34.96,3.91,64.71,15-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Oct-2018 - 00:00,733.73,32.21,54.8,69.42,24.71,-0.23,181.29,0.78,0.46,0.29,0.51,0.32,0.93,1.02,16.76,33.16,32.45,3.78,70.87,16-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Oct-2018 - 00:00,733.59,26.3,48.73,173.12,25.04,-0.23,203.43,0.93,0.56,0.29,0.46,0.29,0.63,1.04,11.87,26.9,28.35,4.19,74.12,17-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Oct-2018 - 00:00,732.86,39.5,46.45,232.6,26.03,-0.23,210.31,0.98,0.53,0.33,0.35,0.27,0.47,1.03,14.36,20.74,15.65,4.08,68.87,18-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Oct-2018 - 00:00,733.29,58.95,46.82,217.02,26.18,-0.23,197.52,0.9,0.46,0.36,0.31,0.27,0.52,1.07,11.73,15.12,11.0,3.77,62.92,19-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Oct-2018 - 00:00,731.68,52.22,46.66,146.1,25.89,-0.23,204.1,0.91,0.46,0.36,0.31,0.27,0.52,1.11,9.05,12.49,10.33,5.53,66.6,20-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Oct-2018 - 00:00,732.49,44.43,47.54,229.89,25.22,-0.23,181.38,0.92,0.46,0.36,0.31,0.27,0.52,1.18,7.7,11.27,10.12,5.0,57.53,21-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Oct-2018 - 00:00,732.8,41.48,46.73,359.52,24.75,-0.23,0.01,1.25,0.46,0.36,0.31,0.27,0.52,1.09,6.93,10.29,9.46,5.44,38.76,22-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Oct-2018 - 00:00,733.89,34.96,51.99,439.36,23.88,-0.23,0.01,1.24,0.46,0.36,0.31,0.27,0.52,0.82,11.53,14.54,11.16,8.04,24.12,23-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Oct-2018 - 00:00,734.47,31.91,48.62,370.04,23.72,-0.23,0.02,1.24,0.46,0.36,0.31,0.27,0.52,0.89,15.66,18.03,10.55,8.72,25.97,24-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Oct-2018 - 00:00,740.06,28.39,44.99,345.72,23.8,-0.23,,1.25,0.46,0.36,0.31,0.27,0.52,1.03,14.15,16.46,9.88,3.7,37.78,25-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Oct-2018 - 00:00,748.0,33.73,44.36,320.65,23.44,-0.23,0.03,1.26,0.46,0.36,0.31,0.27,0.52,1.09,9.79,12.73,9.77,3.63,62.37,26-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Oct-2018 - 00:00,748.36,30.21,45.43,295.68,23.8,-0.23,0.01,1.26,0.46,0.36,0.31,0.27,0.52,1.32,6.04,9.25,8.91,3.05,40.2,27-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Oct-2018 - 00:00,748.44,43.07,50.68,260.19,23.87,-0.23,0.01,1.25,0.46,0.36,0.31,0.27,0.52,0.97,5.21,9.58,10.8,2.35,48.46,28-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Oct-2018 - 00:00,748.35,37.35,52.42,278.14,23.88,-0.23,0.01,1.25,0.46,0.36,0.31,0.27,0.52,0.36,5.13,10.36,11.73,2.13,45.44,29-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Oct-2018 - 00:00,748.12,46.13,55.01,288.2,24.13,-0.23,0.01,1.25,0.46,0.36,0.31,0.27,0.52,0.47,7.72,12.84,11.44,2.15,45.63,30-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Oct-2018 - 00:00,748.01,52.16,61.18,286.78,24.16,-0.23,,1.24,0.46,0.36,0.31,0.27,0.53,0.28,8.36,13.35,11.44,2.08,42.82,31-Oct-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
31-Oct-2018 - 00:00,748.12,52.42,58.42,272.68,24.93,-0.23,,1.25,0.46,0.36,0.31,0.27,0.52,0.21,8.73,13.57,11.34,2.32,42.72,01-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Nov-2018 - 00:00,748.0,63.5,60.52,199.16,24.1,-0.23,0.06,1.25,0.54,0.42,0.36,0.38,0.61,1.57,9.98,16.84,15.62,3.04,43.15,02-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Nov-2018 - 00:00,747.88,37.84,55.21,379.25,24.04,-0.23,0.02,1.25,0.9,0.75,0.56,0.73,1.33,1.56,9.21,20.91,24.12,5.8,28.1,03-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Nov-2018 - 00:00,748.0,41.19,63.1,158.13,23.01,-0.23,0.14,1.27,0.58,0.51,0.36,0.42,1.03,1.08,8.44,21.86,27.34,5.77,26.13,04-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Nov-2018 - 00:00,744.84,74.4,75.28,169.06,21.83,-0.23,0.05,1.24,0.32,0.28,0.19,0.22,0.55,1.06,10.14,24.94,30.65,3.56,24.91,05-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Nov-2018 - 00:00,732.83,55.22,68.22,284.05,22.48,-0.23,,,1.0,0.5,0.27,0.45,1.06,1.32,9.09,23.86,30.23,4.12,28.06,06-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Nov-2018 - 00:00,731.28,66.7,64.38,266.54,21.42,-0.23,0.28,1.23,0.96,0.32,0.0,0.0,0.68,1.06,7.9,22.17,28.86,4.38,23.08,07-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Nov-2018 - 00:00,724.74,69.81,60.72,83.99,20.53,-0.17,107.98,1.03,0.86,0.17,0.29,0.08,1.37,1.12,8.42,23.28,30.18,6.79,31.62,08-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Nov-2018 - 00:00,731.07,64.31,59.95,143.97,22.18,0.27,210.74,2.07,0.55,0.35,0.51,0.26,1.42,1.02,8.45,17.65,21.71,7.28,36.6,09-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Nov-2018 - 00:00,731.71,60.32,60.32,155.96,22.1,0.29,218.56,1.94,0.68,0.43,0.62,0.31,1.72,0.61,8.31,15.81,18.94,6.2,47.25,10-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Nov-2018 - 00:00,730.21,77.97,61.44,172.46,21.88,0.29,214.61,1.83,0.69,0.43,0.62,0.31,1.72,0.55,6.43,12.4,15.28,5.83,49.28,11-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Nov-2018 - 00:00,731.89,64.86,56.63,167.98,21.75,0.29,208.78,1.83,0.67,0.43,0.62,0.31,1.73,0.77,5.21,9.8,12.19,6.21,45.25,12-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Nov-2018 - 00:00,732.06,63.55,56.32,172.15,22.24,0.29,213.27,1.81,0.68,0.43,0.62,0.31,1.73,0.8,5.14,9.93,12.53,6.64,38.13,13-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Nov-2018 - 00:00,732.27,54.13,55.23,194.37,23.05,0.28,218.85,1.63,0.68,0.43,0.62,0.31,1.73,0.68,4.92,9.62,12.27,6.54,29.45,14-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Nov-2018 - 00:00,732.96,62.6,58.14,223.41,23.01,0.21,210.84,1.75,0.37,0.28,0.41,0.2,0.97,0.72,4.33,9.97,13.94,5.66,32.41,15-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Nov-2018 - 00:00,732.74,40.87,71.66,173.93,20.96,0.16,218.71,1.57,,0.17,0.41,0.12,0.81,0.73,3.72,11.45,17.8,6.66,29.3,16-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Nov-2018 - 00:00,732.19,32.01,67.07,168.9,20.34,0.25,205.43,1.22,0.0,0.0,0.11,0.0,0.26,0.76,5.14,14.23,20.88,6.38,22.17,17-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Nov-2018 - 00:00,731.5,47.85,64.71,141.34,19.81,0.3,225.61,1.72,0.0,0.0,0.0,0.0,0.0,0.52,5.54,14.77,21.32,6.07,22.18,18-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Nov-2018 - 00:00,730.87,24.86,54.48,157.93,20.24,0.18,213.86,1.82,0.0,0.0,0.0,0.0,0.0,0.67,5.56,15.19,22.04,6.55,28.75,19-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Nov-2018 - 00:00,732.25,42.62,59.73,174.07,21.65,0.48,224.41,1.83,0.0,0.0,0.0,0.0,0.0,0.6,7.02,14.55,18.55,6.39,30.46,20-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Nov-2018 - 00:00,732.25,53.85,60.66,175.72,21.61,0.33,206.13,1.49,0.0,0.0,0.0,0.0,0.0,0.47,8.1,14.22,16.23,7.55,27.83,21-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Nov-2018 - 00:00,732.12,46.2,63.51,161.47,20.96,0.2,185.86,1.51,0.0,0.0,0.0,0.0,0.0,0.58,8.64,15.48,17.78,6.54,22.77,22-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Nov-2018 - 00:00,732.21,45.79,57.45,177.03,20.79,0.2,212.67,1.62,0.22,0.0,0.06,0.0,0.15,0.78,8.51,15.17,17.41,6.5,28.91,23-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Nov-2018 - 00:00,731.68,46.35,54.89,166.5,20.71,0.2,168.34,1.17,0.0,0.0,0.0,0.0,0.0,0.78,8.59,15.15,17.27,6.28,31.95,24-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Nov-2018 - 00:00,733.28,58.8,60.25,171.61,20.24,0.29,208.06,1.61,0.0,0.0,0.0,0.0,0.0,0.74,8.37,14.66,16.64,6.71,36.26,25-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Nov-2018 - 00:00,736.69,37.2,62.64,198.05,20.55,0.62,193.95,2.08,0.0,0.0,0.0,0.0,0.0,0.46,8.4,14.65,16.59,6.31,37.79,26-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Nov-2018 - 00:00,735.99,38.67,56.1,192.62,21.39,0.57,215.19,2.04,0.54,0.09,0.1,0.19,0.65,0.51,6.21,14.14,19.05,6.38,43.01,27-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Nov-2018 - 00:00,737.03,42.35,71.33,194.81,20.7,0.69,231.81,1.63,0.76,0.35,0.0,0.73,1.6,0.62,4.61,13.21,19.75,6.25,42.45,28-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Nov-2018 - 00:00,737.01,54.24,70.74,197.3,21.61,0.65,206.12,1.74,0.76,0.35,0.0,0.73,1.59,0.45,4.76,13.73,20.54,5.07,50.2,29-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Nov-2018 - 00:00,737.64,78.17,78.05,202.85,20.33,0.72,176.44,1.53,0.76,0.35,0.0,0.73,1.6,0.55,5.23,14.37,20.99,4.04,44.79,30-Nov-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Nov-2018 - 00:00,737.18,42.17,63.39,232.02,19.75,0.72,175.72,1.56,0.55,0.19,0.29,0.65,1.26,0.44,4.95,13.78,20.36,4.24,54.07,01-Dec-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Dec-2018 - 00:00,737.17,33.06,56.7,264.54,19.42,0.73,186.84,1.68,0.29,0.0,0.65,0.54,0.83,0.57,4.8,13.64,20.3,4.29,65.35,02-Dec-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
