from date,AT,Benzene,BP,CO,NO,NO2,NOx,Ozone,PM2.5,RF,RH,SO2,SR,Toluene,VWS,WD,WS,Xylene,to date,station
25-Aug-2018 - 00:00,32.43,1.97,745.0,0.96,17.11,115.01,73.75,34.13,29.3,0.0,81.47,1.22,43.38,14.49,0.0,95.98,0.57,14.24,26-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
26-Aug-2018 - 00:00,32.09,2.19,744.81,1.02,26.55,109.8,78.99,35.57,39.75,0.0,86.14,0.9,54.99,14.29,0.0,91.34,0.39,14.33,27-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
27-Aug-2018 - 00:00,33.91,2.16,745.0,0.83,14.35,109.72,68.98,35.29,32.66,0.0,78.33,1.29,116.33,10.99,0.0,66.04,0.45,9.92,28-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
28-Aug-2018 - 00:00,33.49,1.7,745.0,0.69,9.09,93.66,56.21,29.67,29.8,0.0,77.87,1.24,94.64,12.3,0.0,127.89,0.67,9.48,29-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
29-Aug-2018 - 00:00,34.46,1.87,745.0,0.89,8.35,103.09,60.59,42.07,38.11,0.0,74.09,1.26,97.16,9.56,0.0,126.43,0.47,8.25,30-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
30-Aug-2018 - 00:00,33.18,1.91,745.0,1.01,17.7,125.1,79.18,38.58,41.21,0.0,79.5,1.53,48.85,11.37,0.0,98.17,0.42,10.52,31-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
31-Aug-2018 - 00:00,33.2,2.15,745.0,1.4,13.13,147.04,82.77,38.48,42.2,0.0,79.91,1.24,45.76,15.49,0.0,93.18,0.38,13.09,01-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
01-Sep-2018 - 00:00,32.52,1.79,745.0,1.29,10.09,134.22,74.76,38.1,30.3,0.0,81.31,2.0,95.32,11.25,0.0,77.84,0.54,9.77,02-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
02-Sep-2018 - 00:00,32.28,0.45,745.0,1.11,9.68,128.06,74.3,33.85,27.2,0.0,81.14,3.16,61.48,5.49,-0.0,69.08,0.48,43.69,03-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
03-Sep-2018 - 00:00,31.65,0.0,745.0,1.28,16.91,124.69,79.03,31.08,26.55,0.0,84.07,2.56,51.08,44.45,-0.0,97.06,0.63,104.52,04-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
04-Sep-2018 - 00:00,33.16,480.1,745.0,1.32,24.14,129.87,87.7,30.02,28.94,0.0,77.76,2.84,96.51,37.72,0.0,92.51,0.51,90.02,05-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
05-Sep-2018 - 00:00,32.71,30.03,745.0,1.37,28.55,106.39,78.28,34.55,34.11,0.0,82.32,2.96,75.75,35.88,0.0,91.66,0.41,104.56,06-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
06-Sep-2018 - 00:00,33.24,,745.0,1.25,27.35,82.22,60.56,40.19,33.9,0.0,77.9,3.73,93.64,,0.0,78.75,0.41,,07-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
07-Sep-2018 - 00:00,32.19,,745.0,1.36,12.07,85.34,54.21,34.13,27.3,0.0,79.47,1.78,46.91,,0.0,77.95,0.73,,08-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
08-Sep-2018 - 00:00,33.14,,745.43,1.81,26.93,94.61,71.22,44.56,39.44,0.0,79.76,3.09,73.09,,0.0,92.28,0.37,,09-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
09-Sep-2018 - 00:00,33.22,,745.84,1.5,16.46,99.81,65.47,44.53,39.78,0.0,80.55,2.79,100.49,,0.0,59.61,0.72,,10-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
10-Sep-2018 - 00:00,33.24,,746.0,1.57,16.2,93.01,61.65,37.19,36.97,0.0,77.17,2.32,71.58,,0.0,95.31,0.78,,11-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
11-Sep-2018 - 00:00,33.29,,746.0,1.68,35.53,98.28,80.16,39.01,41.07,0.0,75.19,2.69,93.44,,0.0,96.12,0.92,,12-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
12-Sep-2018 - 00:00,33.12,,745.41,1.69,23.33,93.46,67.68,36.51,40.99,0.0,75.85,3.19,80.66,,0.0,101.01,0.61,,13-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
13-Sep-2018 - 00:00,33.07,,745.36,1.45,6.83,46.99,29.56,40.02,35.11,0.0,76.64,2.88,92.26,,0.0,100.01,0.63,,14-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
14-Sep-2018 - 00:00,33.54,,745.79,1.43,5.4,46.03,27.81,38.76,34.83,0.0,74.09,2.93,125.48,,-0.0,99.14,0.65,,15-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
15-Sep-2018 - 00:00,33.77,,746.0,1.55,7.58,51.13,32.36,40.66,41.45,0.0,71.54,2.55,148.39,,0.0,97.28,0.61,,16-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
16-Sep-2018 - 00:00,33.97,,745.74,1.53,6.94,54.31,33.48,47.71,45.88,0.0,72.03,2.39,128.72,,0.0,95.82,0.46,,17-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
17-Sep-2018 - 00:00,33.89,,745.3,0.76,6.9,51.9,31.84,55.29,53.86,0.0,71.12,3.0,137.69,,0.0,93.42,0.49,,18-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
18-Sep-2018 - 00:00,34.07,,745.21,0.39,15.65,58.78,42.99,61.31,48.35,0.0,70.19,2.25,131.19,,0.0,97.36,0.42,,19-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
19-Sep-2018 - 00:00,34.19,,745.28,0.46,14.38,53.26,39.02,85.12,55.43,0.0,71.3,1.98,116.0,,0.0,88.26,0.35,,20-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
20-Sep-2018 - 00:00,32.23,,745.43,0.26,9.87,49.31,33.26,70.66,44.14,0.0,80.5,2.96,55.55,,0.0,83.91,0.35,,21-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
21-Sep-2018 - 00:00,31.85,,745.59,0.06,6.34,40.51,25.7,52.81,25.69,0.0,78.55,2.81,37.14,,0.0,82.52,1.02,,22-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
22-Sep-2018 - 00:00,32.64,,746.0,0.2,6.55,43.39,27.41,69.81,40.74,0.0,76.09,3.08,52.97,,0.0,69.18,0.98,,23-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
23-Sep-2018 - 00:00,33.68,,746.0,0.27,12.46,46.36,33.79,55.76,40.51,0.0,72.47,2.87,64.83,,0.0,68.76,0.33,,24-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
24-Sep-2018 - 00:00,33.92,,746.0,0.27,12.24,53.15,37.22,71.0,53.61,0.0,71.37,2.82,80.22,,0.0,95.62,0.31,,25-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
25-Sep-2018 - 00:00,34.01,,745.92,0.23,10.61,52.74,35.67,73.82,51.73,0.0,70.52,2.99,83.92,,0.0,97.5,0.32,,26-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
26-Sep-2018 - 00:00,34.09,0.96,746.0,0.88,21.86,69.26,53.61,65.31,47.16,0.0,68.32,7.22,146.51,3.29,0.0,89.34,0.66,3.04,27-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
27-Sep-2018 - 00:00,33.93,0.69,746.0,1.17,27.26,123.32,86.76,57.31,63.71,0.0,69.96,2.42,132.33,1.73,0.0,107.46,0.71,1.92,28-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
28-Sep-2018 - 00:00,34.06,0.72,746.0,1.24,13.69,130.22,79.4,62.81,123.97,0.0,70.28,2.85,148.11,1.77,0.0,103.0,0.76,1.84,29-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
29-Sep-2018 - 00:00,33.49,0.73,746.0,1.27,12.75,98.25,61.63,73.06,65.76,0.0,71.43,2.69,133.39,1.9,-0.0,103.04,0.92,1.91,30-Sep-2018 - 00:00,"Collectorate, Gaya - BSPCB"
30-Sep-2018 - 00:00,33.65,0.67,746.0,1.15,12.92,98.5,61.89,65.48,108.77,0.0,62.59,3.75,178.54,2.01,0.0,99.8,1.12,2.23,01-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
01-Oct-2018 - 00:00,33.67,0.81,746.0,1.25,9.51,101.46,60.69,69.17,68.82,0.0,61.8,3.21,170.96,2.4,0.0,122.75,0.7,2.97,02-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
02-Oct-2018 - 00:00,33.73,0.75,746.0,1.16,10.5,104.51,63.13,69.73,58.7,0.0,63.14,3.18,166.15,2.11,0.0,113.6,0.81,2.59,03-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
03-Oct-2018 - 00:00,33.73,0.88,746.0,1.3,11.79,105.36,64.63,73.26,61.95,0.0,63.44,3.25,169.97,2.31,0.0,119.1,0.67,2.65,04-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
04-Oct-2018 - 00:00,33.24,0.99,746.0,1.39,15.5,102.2,65.96,67.18,65.77,0.0,65.68,3.41,135.23,2.97,0.0,126.53,0.65,3.37,05-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
05-Oct-2018 - 00:00,33.34,1.1,746.0,1.51,21.85,95.58,67.17,66.3,68.18,0.0,65.35,3.2,147.42,3.18,0.0,109.72,0.52,3.52,06-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
06-Oct-2018 - 00:00,33.33,1.21,746.0,1.54,29.44,92.54,72.15,74.23,97.78,0.0,64.91,4.5,155.18,3.59,0.0,107.52,0.58,4.26,07-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
07-Oct-2018 - 00:00,33.03,0.93,746.0,1.25,14.41,95.44,61.48,80.38,119.9,0.0,63.29,2.37,150.18,2.61,0.0,109.45,0.56,3.19,08-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
08-Oct-2018 - 00:00,33.09,1.2,746.0,1.5,19.36,79.89,51.01,70.16,115.09,0.0,62.89,4.45,142.09,3.19,0.0,116.68,0.53,3.28,09-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
09-Oct-2018 - 00:00,32.25,1.14,746.0,1.2,17.08,60.08,44.84,55.86,105.84,0.0,61.98,4.91,127.54,2.87,0.0,167.3,0.36,2.57,10-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
10-Oct-2018 - 00:00,31.37,0.96,746.0,0.98,11.99,61.05,41.21,49.4,80.37,0.0,67.27,2.67,87.49,2.65,-0.0,95.54,0.36,2.32,11-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
11-Oct-2018 - 00:00,29.38,0.6,746.0,0.79,11.95,49.59,35.09,36.81,45.39,0.0,82.25,1.22,37.72,1.61,-0.0,67.88,0.61,1.5,12-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
12-Oct-2018 - 00:00,29.26,0.64,746.0,0.79,20.37,46.58,40.34,33.06,32.32,0.0,84.5,2.79,51.59,2.04,0.0,100.1,0.43,1.91,13-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
13-Oct-2018 - 00:00,30.61,0.78,746.0,0.83,23.19,49.46,44.16,33.49,48.18,0.0,77.51,3.69,92.85,2.3,0.0,47.91,0.46,2.3,14-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
14-Oct-2018 - 00:00,30.95,0.79,746.0,0.9,25.46,56.3,49.64,33.4,53.82,0.0,72.46,4.35,130.9,2.37,0.0,99.21,0.78,2.31,15-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
15-Oct-2018 - 00:00,30.64,1.37,746.14,1.29,44.93,65.87,70.56,40.31,113.75,0.0,64.69,8.14,137.44,4.39,-0.0,96.91,0.67,4.29,16-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
16-Oct-2018 - 00:00,30.77,1.36,746.15,1.19,36.77,56.71,59.06,47.95,91.44,0.0,62.69,5.92,130.58,4.31,0.0,126.67,0.45,4.16,17-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
17-Oct-2018 - 00:00,31.11,1.47,746.0,1.85,22.93,47.77,32.76,43.88,87.3,0.0,63.9,12.17,119.85,4.83,0.0,127.65,0.45,4.61,18-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
18-Oct-2018 - 00:00,31.69,1.61,746.0,1.92,37.71,51.72,33.48,38.43,75.14,0.0,65.35,7.43,113.21,5.25,0.0,115.41,0.46,3.43,19-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
19-Oct-2018 - 00:00,32.04,1.14,746.0,1.49,16.23,53.64,40.72,41.22,72.24,0.0,63.07,6.93,116.34,3.43,0.0,113.22,0.51,1.4,20-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
20-Oct-2018 - 00:00,31.45,1.04,746.18,1.67,20.16,49.65,41.81,36.79,76.41,0.0,65.18,6.64,110.98,3.19,0.0,98.79,0.51,1.28,21-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
21-Oct-2018 - 00:00,31.48,1.22,746.26,1.71,29.24,52.14,50.51,50.16,100.02,0.0,61.97,7.52,106.06,3.34,0.0,123.02,0.44,1.44,22-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
22-Oct-2018 - 00:00,31.38,1.34,746.1,1.8,32.94,62.12,53.3,39.09,73.91,0.0,66.25,8.13,103.5,3.94,0.0,108.02,0.5,1.72,23-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
23-Oct-2018 - 00:00,30.7,1.26,746.16,1.56,38.75,82.89,80.23,39.43,81.58,0.0,65.52,6.32,92.24,3.68,0.0,84.1,0.56,1.51,24-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
24-Oct-2018 - 00:00,30.03,1.39,746.23,1.71,42.45,81.16,83.87,43.46,77.59,0.0,59.13,6.1,107.33,4.29,0.0,113.83,0.53,1.57,25-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
25-Oct-2018 - 00:00,29.47,1.1,746.61,1.44,24.37,70.79,56.47,38.57,75.61,0.0,59.95,5.18,97.7,3.27,0.0,99.56,0.55,1.34,26-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
26-Oct-2018 - 00:00,29.45,1.48,747.0,1.72,32.64,69.11,62.3,46.78,77.45,0.0,62.33,6.65,103.8,4.36,0.0,71.71,0.33,1.98,27-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
27-Oct-2018 - 00:00,29.45,1.35,746.89,1.58,27.06,68.67,57.53,39.17,71.86,0.0,62.83,6.35,95.0,4.0,0.0,15.48,0.42,1.61,28-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
28-Oct-2018 - 00:00,29.81,1.31,746.76,1.5,25.96,58.81,51.38,42.42,73.04,0.02,66.0,6.48,119.32,3.7,0.0,49.66,0.39,1.67,29-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
29-Oct-2018 - 00:00,29.97,1.3,746.57,1.42,17.99,58.57,44.78,43.29,70.7,0.0,70.81,4.51,93.84,3.43,0.0,52.84,0.34,1.94,30-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
30-Oct-2018 - 00:00,30.49,1.03,746.49,1.24,12.64,57.44,39.84,33.75,57.84,0.0,71.95,3.8,107.95,2.88,0.0,95.04,0.35,1.85,31-Oct-2018 - 00:00,"Collectorate, Gaya - BSPCB"
31-Oct-2018 - 00:00,31.08,1.15,746.53,1.31,16.3,56.45,42.28,34.5,56.79,0.0,69.64,3.71,117.1,3.46,0.0,100.31,0.37,2.17,01-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
01-Nov-2018 - 00:00,31.15,1.4,746.33,1.51,19.45,56.35,44.78,37.75,63.55,0.0,68.36,5.7,114.01,3.9,0.0,16.09,0.34,2.53,02-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
02-Nov-2018 - 00:00,31.13,1.51,746.24,1.51,22.1,56.35,46.93,39.83,63.7,0.0,68.19,7.04,109.85,4.06,0.0,39.98,0.37,2.54,03-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
03-Nov-2018 - 00:00,31.03,1.58,746.22,1.55,23.32,56.25,47.89,35.26,61.66,0.0,65.34,8.93,100.0,4.39,0.0,51.34,0.46,2.86,04-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
04-Nov-2018 - 00:00,31.04,1.32,746.16,1.4,16.91,58.77,44.0,41.11,71.59,0.0,65.14,8.46,97.86,3.57,0.0,67.75,0.5,2.47,05-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
05-Nov-2018 - 00:00,31.06,1.2,746.04,1.46,11.63,63.99,42.49,56.57,115.39,0.0,68.75,7.47,89.91,3.21,0.0,40.97,0.92,2.04,06-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
06-Nov-2018 - 00:00,28.67,1.11,746.32,1.94,6.8,45.89,28.94,72.17,144.73,0.0,64.91,7.01,87.23,3.01,0.0,48.15,1.2,1.45,07-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
07-Nov-2018 - 00:00,27.5,1.33,746.79,2.18,13.54,43.02,32.88,82.18,162.89,0.01,62.53,14.27,88.6,3.86,0.0,42.83,0.54,1.9,08-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
08-Nov-2018 - 00:00,26.92,1.37,746.69,2.03,14.35,43.49,33.8,74.63,142.05,0.0,63.32,11.74,88.4,3.36,0.0,58.0,0.47,1.17,09-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
09-Nov-2018 - 00:00,26.73,1.19,746.21,2.03,16.34,48.83,38.25,63.69,97.44,0.0,63.09,9.61,83.89,3.36,0.0,36.67,0.53,1.71,10-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
10-Nov-2018 - 00:00,28.58,1.94,746.22,2.66,29.51,53.36,51.37,71.01,114.28,0.0,63.3,11.81,59.74,6.75,0.0,29.86,0.52,3.03,11-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
11-Nov-2018 - 00:00,27.37,1.31,746.54,2.15,16.8,44.44,36.29,58.05,117.06,0.0,69.31,10.49,78.86,3.64,0.0,29.01,0.51,1.27,12-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
12-Nov-2018 - 00:00,27.16,1.71,746.3,2.45,19.02,44.14,37.95,65.02,124.22,0.0,72.63,12.61,72.7,5.28,0.0,29.09,0.48,2.16,13-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
13-Nov-2018 - 00:00,27.61,1.51,746.01,2.22,14.97,39.89,32.37,70.55,111.16,0.0,68.06,11.86,72.07,4.44,0.0,67.41,0.37,1.61,14-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
14-Nov-2018 - 00:00,28.52,1.35,746.0,2.17,18.48,40.77,35.7,60.05,96.23,0.0,61.7,12.44,78.02,4.06,0.0,81.18,0.32,1.53,15-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
15-Nov-2018 - 00:00,28.62,1.17,746.17,2.06,14.13,44.81,34.32,37.11,79.53,0.0,65.25,11.24,73.9,3.62,0.0,56.84,0.64,1.29,16-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
16-Nov-2018 - 00:00,28.86,0.91,746.14,1.95,7.29,44.81,28.75,41.01,90.84,0.0,65.45,9.58,69.55,2.75,0.0,39.92,0.82,0.96,17-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
17-Nov-2018 - 00:00,27.34,0.55,746.15,1.99,16.39,48.82,38.3,37.36,75.98,0.0,59.12,9.99,74.43,1.13,0.0,34.84,1.18,0.36,18-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
18-Nov-2018 - 00:00,27.13,2.03,746.53,2.03,15.24,49.43,37.67,42.58,81.34,0.0,58.42,9.63,71.78,6.88,0.0,59.9,0.35,2.74,19-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
19-Nov-2018 - 00:00,27.14,1.91,747.0,2.43,28.39,52.74,50.12,57.62,192.81,0.0,62.18,12.78,68.68,5.93,0.0,49.9,0.36,3.62,20-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
20-Nov-2018 - 00:00,27.31,1.89,746.81,2.37,29.63,49.39,49.36,48.38,226.61,0.0,63.73,11.01,67.2,6.61,0.0,41.07,0.44,4.37,21-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
21-Nov-2018 - 00:00,28.62,1.49,746.63,2.33,23.4,38.58,38.55,47.14,195.0,0.0,59.34,10.01,53.25,4.64,0.0,28.71,0.5,2.2,22-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
22-Nov-2018 - 00:00,26.54,1.98,747.0,2.46,37.94,44.31,53.4,57.89,196.97,0.0,64.54,13.85,63.01,6.56,0.0,30.67,0.68,3.42,23-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
23-Nov-2018 - 00:00,26.4,1.47,747.0,1.91,21.42,62.35,49.58,57.77,230.88,0.0,62.73,9.92,59.08,4.07,0.0,34.74,0.69,2.36,24-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
24-Nov-2018 - 00:00,26.51,1.41,747.0,2.24,19.82,63.36,48.81,71.25,242.9,0.0,59.82,13.99,60.08,4.35,0.0,32.31,0.65,2.32,25-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
25-Nov-2018 - 00:00,26.06,1.49,747.0,2.32,24.85,61.54,51.94,53.91,193.07,0.0,61.53,11.78,58.36,4.23,0.0,35.07,0.46,2.34,26-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
26-Nov-2018 - 00:00,26.29,1.76,746.79,2.41,26.98,61.13,53.45,63.2,123.95,0.0,62.51,11.12,60.15,5.31,0.0,72.8,0.34,2.56,27-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
27-Nov-2018 - 00:00,26.97,1.54,747.0,2.05,19.73,60.72,47.34,58.67,194.94,0.0,64.36,9.06,58.54,4.46,0.0,133.7,0.34,2.52,28-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
28-Nov-2018 - 00:00,27.52,1.61,747.0,2.09,13.38,58.88,41.19,70.52,157.8,0.0,65.05,8.71,60.92,4.06,0.0,96.52,0.33,2.89,29-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
29-Nov-2018 - 00:00,27.04,1.85,747.0,2.24,20.42,56.84,45.84,71.27,218.16,0.0,67.36,10.34,54.88,4.59,0.0,10.0,0.35,2.82,30-Nov-2018 - 00:00,"Collectorate, Gaya - BSPCB"
30-Nov-2018 - 00:00,26.43,1.97,747.0,2.52,32.58,56.35,55.45,67.86,220.16,0.0,69.13,13.75,53.75,6.25,0.0,11.44,0.42,4.15,01-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
01-Dec-2018 - 00:00,25.94,2.21,746.82,2.66,35.55,56.93,58.19,77.18,268.58,0.0,70.71,13.47,49.27,7.01,0.0,17.2,0.49,6.18,02-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
02-Dec-2018 - 00:00,25.48,1.91,746.61,2.74,28.29,56.38,51.99,68.22,147.4,0.0,68.41,13.94,48.51,5.76,0.0,27.92,0.4,4.91,03-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
03-Dec-2018 - 00:00,25.12,2.26,746.9,1.5,35.06,56.16,57.38,60.7,159.86,0.0,66.47,15.09,45.64,7.59,0.0,34.38,0.36,4.58,04-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
04-Dec-2018 - 00:00,25.0,2.19,747.0,0.58,34.95,56.37,57.39,58.84,157.11,0.0,65.96,16.03,48.19,7.43,0.0,30.66,0.38,4.24,05-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
05-Dec-2018 - 00:00,24.25,2.13,746.71,0.52,26.24,55.16,49.67,62.02,172.79,0.0,70.08,11.47,33.34,6.74,0.0,37.69,0.38,4.47,06-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
06-Dec-2018 - 00:00,24.33,2.24,746.44,0.67,31.93,52.72,52.99,63.43,159.22,0.0,67.83,15.67,45.76,7.06,0.0,50.89,0.52,4.84,07-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
07-Dec-2018 - 00:00,23.98,1.81,746.51,0.6,26.59,52.36,48.46,47.76,141.91,0.0,66.41,10.3,43.51,5.51,0.0,35.78,0.61,2.95,08-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
08-Dec-2018 - 00:00,23.95,2.07,747.0,0.59,30.37,45.13,43.69,56.13,159.22,0.0,65.2,11.7,44.52,6.65,0.0,46.72,0.42,2.88,09-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
09-Dec-2018 - 00:00,23.82,1.85,746.76,0.79,8.94,20.97,15.37,61.79,240.21,0.0,64.22,8.03,43.9,5.46,0.0,57.53,0.46,2.14,10-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
10-Dec-2018 - 00:00,24.46,2.19,746.6,0.87,12.57,16.61,14.82,61.07,188.59,0.0,61.93,8.85,43.74,7.03,0.0,100.24,0.31,4.36,11-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
11-Dec-2018 - 00:00,25.59,2.06,746.45,0.69,9.03,10.84,12.11,56.92,140.6,0.0,64.16,7.88,38.21,6.29,0.0,114.77,0.3,4.67,12-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
12-Dec-2018 - 00:00,25.48,2.26,746.93,0.37,9.44,8.29,10.97,59.61,182.23,0.0,70.26,6.85,40.08,6.14,0.0,85.41,0.3,4.17,13-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
13-Dec-2018 - 00:00,25.89,2.41,747.0,0.58,12.54,9.97,14.19,55.19,157.93,0.0,69.75,8.8,41.07,6.95,0.0,59.62,0.3,3.78,14-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
14-Dec-2018 - 00:00,24.22,1.82,747.0,0.83,13.51,12.35,16.39,46.77,160.74,0.0,74.24,7.38,35.88,5.07,0.0,43.89,0.63,2.5,15-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
15-Dec-2018 - 00:00,24.53,1.56,747.04,1.09,12.94,14.71,17.35,47.68,117.86,0.0,64.27,5.47,42.33,4.73,0.0,36.03,0.89,4.86,16-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
16-Dec-2018 - 00:00,23.88,1.46,747.1,1.01,12.65,16.25,17.93,38.31,134.54,0.0,62.39,6.32,42.31,3.96,0.0,33.78,0.57,3.63,17-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
17-Dec-2018 - 00:00,23.68,1.29,747.0,1.09,8.57,14.07,13.46,40.53,149.77,0.0,67.31,5.01,17.89,3.03,0.0,41.8,0.55,2.64,18-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
18-Dec-2018 - 00:00,21.82,0.92,747.0,1.07,7.11,9.33,9.74,42.78,118.75,0.0,89.73,2.54,27.38,1.98,0.0,52.9,0.41,1.59,19-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
