from date,AT,Benzene,BP,CO,NO,NO2,NOx,Ozone,PM2.5,RF,RH,SO2,SR,Toluene,VWS,WD,WS,Xylene,to date,station
27-Apr-2018 - 00:00,29.98,,746.0,0.74,1.51,20.38,12.07,88.53,135.59,0.0,52.44,3.57,158.31,,0.01,55.79,0.3,,28-Apr-2018 - 00:00,"Collectorate, Gaya - BSPCB"
28-Apr-2018 - 00:00,30.44,,746.0,0.82,1.82,21.18,12.75,126.72,88.5,0.0,50.97,4.59,163.71,,0.01,51.74,0.3,,29-Apr-2018 - 00:00,"Collectorate, Gaya - BSPCB"
29-Apr-2018 - 00:00,30.03,,745.68,0.72,2.57,18.93,12.19,94.03,80.05,0.0,57.04,2.79,166.8,,0.0,43.9,0.3,,30-Apr-2018 - 00:00,"Collectorate, Gaya - BSPCB"
30-Apr-2018 - 00:00,27.85,,745.77,0.65,1.03,15.87,9.1,74.35,74.18,0.0,60.46,1.76,154.56,,0.01,52.52,0.3,,01-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
01-May-2018 - 00:00,28.32,,746.0,0.68,1.35,15.07,9.01,92.38,48.84,0.01,63.23,2.75,153.69,,0.01,66.95,0.56,,02-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
02-May-2018 - 00:00,29.03,,746.0,0.71,1.14,16.33,9.58,81.95,54.71,0.0,62.73,3.54,215.16,,-0.0,96.76,2.07,,03-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
03-May-2018 - 00:00,28.17,,746.23,0.88,2.61,25.94,16.16,74.37,52.04,0.0,58.74,3.01,215.68,,-0.0,123.61,1.9,,04-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
04-May-2018 - 00:00,29.4,,746.0,0.84,1.93,23.78,14.4,80.4,58.23,0.0,57.88,2.3,218.66,,0.0,116.81,1.35,,05-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
05-May-2018 - 00:00,30.35,,746.0,1.15,4.66,26.54,18.19,29.61,76.11,0.0,59.52,3.32,223.49,,0.0,126.14,1.62,,06-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
06-May-2018 - 00:00,32.07,,746.0,0.84,6.82,23.98,18.33,42.95,112.9,0.0,56.99,2.36,221.57,,-0.0,127.27,1.46,,07-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
07-May-2018 - 00:00,32.72,,745.79,1.05,2.36,31.12,17.75,42.23,102.68,0.26,56.08,5.06,207.66,,0.0,117.97,1.16,,08-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
08-May-2018 - 00:00,33.28,,745.75,1.1,3.22,32.45,19.22,43.74,103.68,0.0,51.3,5.04,224.98,,0.0,126.69,1.28,,09-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
09-May-2018 - 00:00,32.07,,746.0,1.19,8.47,34.35,24.67,54.75,98.4,0.0,45.99,5.22,221.1,,0.0,98.71,1.58,,10-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
10-May-2018 - 00:00,32.02,,746.06,1.22,11.59,37.8,29.14,46.74,128.76,0.0,40.57,4.72,198.48,,0.01,94.64,1.31,,11-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
11-May-2018 - 00:00,31.22,,746.0,0.93,5.9,31.55,20.95,86.45,104.95,0.0,46.74,4.25,230.73,,-0.0,119.82,1.47,,12-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
12-May-2018 - 00:00,30.75,,746.0,0.76,1.87,28.19,15.81,90.97,68.94,0.0,58.92,4.78,202.58,,-0.0,102.68,2.03,,13-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
13-May-2018 - 00:00,30.85,,746.0,0.57,1.57,24.85,13.69,98.77,55.78,0.0,59.71,4.76,202.08,,0.0,120.32,2.17,,14-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
14-May-2018 - 00:00,25.1,,746.0,0.28,1.51,22.96,12.32,118.87,27.93,0.0,70.18,3.69,3.43,,0.0,81.36,3.25,,15-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
15-May-2018 - 00:00,30.82,,745.63,1.52,4.08,31.23,18.94,61.66,92.43,0.0,55.7,5.38,19.3,,0.0,123.03,1.4,,16-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
16-May-2018 - 00:00,29.6,,745.7,0.86,2.77,28.62,16.75,62.18,62.88,0.0,60.95,4.39,195.02,,-0.0,132.03,1.68,,17-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
17-May-2018 - 00:00,30.12,,745.94,0.88,2.71,28.49,16.68,66.61,68.41,0.0,58.92,5.04,228.27,,0.0,115.51,1.53,,18-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
18-May-2018 - 00:00,31.29,,745.74,0.94,2.07,27.98,15.8,88.26,77.15,0.0,56.94,5.83,204.98,,-0.0,128.81,1.34,,19-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
19-May-2018 - 00:00,31.78,,745.61,0.85,1.88,26.25,14.69,94.63,88.32,0.0,56.72,5.73,206.99,,-0.0,128.65,1.67,,20-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
20-May-2018 - 00:00,31.34,,745.82,0.7,1.56,24.61,13.52,111.29,82.34,0.0,55.32,4.48,196.8,,-0.0,132.99,1.57,,21-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
21-May-2018 - 00:00,32.13,,745.88,0.97,1.97,28.51,16.01,90.44,106.0,0.0,53.04,4.42,217.45,,0.0,142.34,1.14,,22-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
22-May-2018 - 00:00,32.48,,745.84,0.9,1.75,27.01,14.93,110.58,88.46,0.0,57.19,5.57,222.61,,0.0,102.91,1.54,,23-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
23-May-2018 - 00:00,31.59,,745.73,0.81,1.96,26.73,15.03,96.73,73.59,0.0,58.39,5.19,188.01,,0.0,133.33,1.51,,24-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
24-May-2018 - 00:00,32.3,,745.41,0.81,1.86,27.05,15.19,102.54,79.14,0.0,57.66,5.61,212.88,,-0.0,150.15,1.19,,25-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
25-May-2018 - 00:00,33.17,,745.3,0.96,3.93,29.44,18.26,82.74,153.64,0.0,54.05,5.17,249.28,,0.0,107.2,1.16,,26-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
26-May-2018 - 00:00,35.71,,745.0,2.11,17.04,36.52,32.1,81.19,176.52,0.0,38.01,6.89,207.31,,-0.0,106.6,1.24,,27-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
27-May-2018 - 00:00,32.68,,745.21,0.79,1.79,23.54,13.16,114.09,98.45,0.0,53.39,5.83,208.38,,0.0,89.0,1.19,,28-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
28-May-2018 - 00:00,31.56,,745.0,0.83,1.91,25.94,14.56,110.06,83.1,0.01,55.2,4.69,219.18,,-0.0,93.18,1.49,,29-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
29-May-2018 - 00:00,29.81,,745.0,0.79,2.27,26.39,15.09,77.03,48.39,0.0,66.05,4.62,220.31,,0.0,124.44,1.81,,30-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
30-May-2018 - 00:00,30.93,,745.03,0.85,2.19,26.12,15.0,81.6,60.15,0.0,64.62,4.96,216.89,,0.0,143.59,1.37,,31-May-2018 - 00:00,"Collectorate, Gaya - BSPCB"
31-May-2018 - 00:00,30.93,,745.38,0.49,1.86,21.45,12.33,76.42,77.89,0.0,55.28,4.29,199.24,,0.0,22.55,0.84,,01-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
01-Jun-2018 - 00:00,31.5,,745.0,,,,,,0.0,0.0,60.6,,39.0,,0.0,152.0,0.4,,02-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
02-Jun-2018 - 00:00,31.92,,746.0,,,,,,0.0,0.0,57.95,0.0,732.17,,0.0,85.33,1.68,,03-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
03-Jun-2018 - 00:00,33.5,,745.0,,,,,,0.0,0.0,51.0,0.0,332.0,,0.0,15.0,1.55,,04-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
04-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,05-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
05-Jun-2018 - 00:00,31.27,,745.5,0.84,2.21,16.13,8.96,77.35,70.21,0.0,59.3,6.51,3.0,,0.0,334.95,2.67,,06-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
06-Jun-2018 - 00:00,31.82,,745.51,0.71,2.03,24.29,13.79,69.02,43.72,0.0,59.17,4.39,223.55,,0.0,334.99,1.58,,07-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
07-Jun-2018 - 00:00,31.95,,745.0,0.66,1.96,22.28,12.98,41.83,50.65,0.0,59.31,4.87,214.2,,0.0,335.0,1.38,,08-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
08-Jun-2018 - 00:00,30.49,1.57,745.0,0.72,2.05,21.3,12.22,28.19,44.96,0.0,63.82,4.51,192.47,6.24,-0.0,335.0,1.94,3.66,09-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
09-Jun-2018 - 00:00,30.93,1.65,744.7,0.77,4.32,25.11,16.12,29.0,52.49,0.0,63.24,3.36,308.5,5.35,-0.0,334.8,1.31,3.9,10-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
10-Jun-2018 - 00:00,,7.43,,0.88,11.18,32.05,25.31,27.06,50.61,0.0,,0.61,,1.44,,,,0.34,11-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
11-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,12-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
12-Jun-2018 - 00:00,32.73,3.0,744.0,0.8,2.17,22.71,12.24,38.86,53.1,0.0,54.49,3.73,53.09,27.56,-0.01,335.0,2.51,20.42,13-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
13-Jun-2018 - 00:00,32.29,2.33,744.0,0.75,3.16,28.49,17.09,30.14,113.88,0.0,51.8,3.94,177.76,27.08,0.02,335.43,2.57,18.95,14-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
14-Jun-2018 - 00:00,32.3,2.81,744.17,0.71,3.32,30.38,18.21,27.03,149.07,0.0,52.33,4.6,194.5,30.78,0.01,334.99,2.52,24.32,15-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
15-Jun-2018 - 00:00,33.26,1.99,744.75,0.68,3.17,30.32,18.09,25.78,148.44,0.0,46.7,4.74,223.95,19.9,0.01,335.1,2.87,15.26,16-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
16-Jun-2018 - 00:00,33.24,1.37,744.97,0.47,2.4,23.4,13.97,22.81,136.6,0.0,46.36,4.04,173.68,11.35,0.01,335.16,2.1,7.93,17-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
17-Jun-2018 - 00:00,33.81,1.64,745.0,0.89,2.68,19.84,10.51,47.59,91.0,0.0,44.68,4.71,221.81,15.2,0.0,334.92,2.3,12.25,18-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
18-Jun-2018 - 00:00,34.91,2.47,745.0,0.8,2.59,1.83,0.84,45.27,96.74,0.0,46.46,9.55,190.63,26.99,0.0,334.73,1.24,20.04,19-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
19-Jun-2018 - 00:00,37.18,2.09,745.0,0.57,3.91,44.64,25.66,27.18,59.05,0.0,49.18,12.3,190.31,21.46,0.0,335.28,1.32,15.64,20-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
20-Jun-2018 - 00:00,37.0,2.26,745.0,0.35,3.69,59.39,33.6,35.64,67.89,0.0,51.52,14.15,179.93,17.44,0.0,335.33,1.47,12.58,21-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
21-Jun-2018 - 00:00,36.94,2.16,745.0,0.58,3.95,59.61,44.64,65.88,89.81,0.0,52.78,12.1,218.5,15.82,-0.0,335.43,1.16,11.4,22-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
22-Jun-2018 - 00:00,37.43,2.2,745.0,1.19,4.45,48.92,39.95,80.74,66.69,0.0,51.08,8.94,210.16,17.32,-0.0,335.22,1.11,12.26,23-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
23-Jun-2018 - 00:00,36.16,2.07,745.0,1.45,5.6,48.05,29.11,60.82,61.33,0.24,57.55,14.91,182.32,17.79,0.0,334.76,1.29,14.79,24-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
24-Jun-2018 - 00:00,34.39,2.45,745.0,1.53,4.69,43.9,25.32,64.23,47.98,0.1,66.18,13.47,132.88,17.82,0.0,334.83,1.08,14.63,25-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
25-Jun-2018 - 00:00,34.91,1.82,744.79,1.41,5.49,46.79,28.33,54.24,42.97,0.01,64.87,14.51,196.3,15.62,0.01,335.0,1.7,12.96,26-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
26-Jun-2018 - 00:00,31.31,1.8,745.0,1.39,4.55,35.27,21.46,47.84,40.01,0.01,76.0,14.54,68.38,10.56,0.0,335.03,0.87,8.62,27-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
27-Jun-2018 - 00:00,31.01,2.43,744.99,1.4,8.93,35.36,25.07,39.1,46.38,0.47,83.93,14.04,100.46,21.48,0.0,334.99,0.6,17.14,28-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
28-Jun-2018 - 00:00,32.01,1.62,745.0,1.36,6.05,26.6,18.07,40.59,39.82,0.01,75.03,14.44,190.97,7.42,-0.01,335.0,2.31,6.47,29-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
29-Jun-2018 - 00:00,33.69,1.24,745.0,1.31,5.22,34.07,21.36,31.66,36.43,0.0,68.11,14.58,214.89,8.27,0.0,335.0,1.22,6.56,30-Jun-2018 - 00:00,"Collectorate, Gaya - BSPCB"
30-Jun-2018 - 00:00,33.97,1.91,745.01,1.55,9.43,40.47,27.87,32.72,39.97,0.05,69.34,14.1,168.95,17.2,0.0,334.66,1.06,13.72,01-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
01-Jul-2018 - 00:00,32.25,1.34,745.0,1.36,5.31,35.65,22.29,30.07,42.92,0.02,77.45,14.53,87.32,9.47,0.0,334.95,1.05,7.99,02-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
02-Jul-2018 - 00:00,32.58,1.09,745.0,1.43,8.55,26.57,16.49,24.79,71.36,0.0,78.08,11.87,114.75,12.91,0.0,334.1,0.44,9.69,03-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
03-Jul-2018 - 00:00,32.68,3.27,745.0,1.2,27.69,92.45,83.28,65.65,25.9,0.0,74.61,13.92,131.65,30.3,0.02,335.0,1.55,21.73,04-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
04-Jul-2018 - 00:00,31.38,1.36,745.0,1.0,5.16,82.03,42.21,62.97,51.79,0.08,78.68,4.22,115.09,11.71,0.01,334.96,1.84,9.94,05-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
05-Jul-2018 - 00:00,34.02,1.75,745.0,1.04,6.54,79.56,46.63,60.75,30.59,0.0,71.53,4.69,199.92,21.29,0.0,334.91,1.21,14.02,06-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
06-Jul-2018 - 00:00,34.7,1.76,745.0,1.03,5.66,77.62,44.9,71.78,31.9,0.0,69.93,3.15,209.28,15.18,0.0,334.89,0.79,11.8,07-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
07-Jul-2018 - 00:00,35.07,1.99,745.0,1.05,4.68,78.1,44.34,92.63,45.35,0.0,68.84,3.37,186.72,14.45,0.0,335.0,0.73,10.81,08-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
08-Jul-2018 - 00:00,35.85,1.22,745.0,1.18,9.33,73.6,45.73,65.27,45.31,0.0,65.69,4.6,282.91,6.59,0.0,334.62,1.35,4.89,09-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
09-Jul-2018 - 00:00,,3.49,,0.8,15.76,66.96,47.41,38.46,38.0,0.0,,,,6.45,,,,4.55,10-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
10-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,11-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
11-Jul-2018 - 00:00,38.69,1.15,744.0,0.91,5.2,44.42,26.86,51.64,50.0,0.0,55.54,2.05,595.9,12.85,-0.01,334.9,1.76,10.2,12-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
12-Jul-2018 - 00:00,36.88,2.22,744.22,1.18,7.39,67.58,40.95,67.27,29.58,0.0,60.27,2.64,214.04,21.39,0.0,335.0,1.48,14.69,13-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
13-Jul-2018 - 00:00,35.14,1.5,744.6,0.99,6.96,63.76,38.57,63.33,38.99,0.0,67.5,4.4,217.41,10.65,-0.0,334.56,1.09,8.33,14-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
14-Jul-2018 - 00:00,36.18,1.09,744.6,1.25,9.35,57.67,36.2,43.49,28.61,0.0,63.84,5.22,124.08,8.33,-0.01,334.62,0.38,6.1,15-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
15-Jul-2018 - 00:00,35.74,0.71,744.76,0.96,6.97,58.28,35.3,61.46,29.26,0.0,64.8,4.42,130.15,5.45,-0.01,334.56,1.09,4.63,16-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
16-Jul-2018 - 00:00,35.3,1.22,744.76,0.95,6.41,61.43,36.74,68.12,25.04,0.0,65.77,4.07,97.15,11.12,-0.02,331.69,1.38,7.95,17-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
17-Jul-2018 - 00:00,33.54,1.76,744.76,0.96,5.67,59.8,35.38,72.14,35.46,0.07,75.39,3.73,152.83,10.07,0.0,325.94,1.89,7.55,18-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
18-Jul-2018 - 00:00,34.52,1.44,745.0,0.93,5.04,60.12,35.08,57.41,40.19,0.01,70.34,4.29,164.42,7.67,0.0,325.99,1.63,6.29,19-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
19-Jul-2018 - 00:00,36.28,1.62,744.83,0.76,8.06,67.83,41.64,57.01,30.23,0.0,65.09,2.89,220.75,13.25,0.0,326.0,1.09,8.69,20-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
20-Jul-2018 - 00:00,37.11,2.53,744.76,1.14,6.12,71.26,41.88,77.61,45.67,0.0,62.33,2.59,204.27,17.28,0.0,326.0,0.63,14.83,21-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
21-Jul-2018 - 00:00,33.79,2.2,745.0,1.08,8.24,70.55,43.23,52.13,33.72,0.04,75.07,3.53,143.53,16.15,-0.01,325.98,1.01,14.84,22-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
22-Jul-2018 - 00:00,32.42,1.36,744.74,0.96,9.45,65.54,41.55,41.62,24.82,0.0,80.13,3.35,62.22,8.96,0.0,326.0,0.79,9.61,23-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
23-Jul-2018 - 00:00,32.57,1.77,744.72,1.04,5.54,58.82,34.8,46.91,28.65,0.0,78.69,3.78,75.81,6.6,0.0,326.0,1.45,5.95,24-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
24-Jul-2018 - 00:00,32.41,1.49,745.0,0.99,8.06,61.33,38.18,35.76,26.96,0.01,78.88,3.43,83.24,8.34,-0.01,326.0,1.13,7.96,25-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
25-Jul-2018 - 00:00,31.51,1.86,745.0,1.09,10.45,60.22,39.54,35.86,27.47,0.02,85.84,3.03,84.02,11.69,0.0,325.98,0.83,11.09,26-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
26-Jul-2018 - 00:00,32.01,1.62,745.0,1.03,9.41,61.73,39.49,33.76,25.19,0.02,82.96,4.06,87.91,11.38,0.0,325.97,0.63,10.9,27-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
27-Jul-2018 - 00:00,31.08,2.33,745.0,1.16,19.72,63.86,49.0,35.73,36.89,0.0,85.61,2.88,43.89,18.19,0.0,326.0,0.6,18.32,28-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
28-Jul-2018 - 00:00,30.23,1.74,745.0,1.05,14.39,54.03,39.44,33.56,35.06,0.05,90.93,4.08,11.72,11.08,-0.0,325.79,0.92,11.31,29-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
29-Jul-2018 - 00:00,30.63,1.5,745.0,1.05,8.74,59.54,37.77,35.24,24.93,0.0,87.39,4.13,43.59,10.06,-0.01,326.0,1.09,11.01,30-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
30-Jul-2018 - 00:00,31.57,2.82,745.0,1.21,14.96,66.14,46.33,35.18,35.26,0.0,84.0,4.23,82.35,21.54,0.0,325.98,0.63,21.81,31-Jul-2018 - 00:00,"Collectorate, Gaya - BSPCB"
31-Jul-2018 - 00:00,31.81,2.05,745.0,1.07,9.06,64.34,40.59,38.02,37.83,0.0,82.0,3.46,76.95,15.49,0.0,325.99,0.47,14.82,01-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
01-Aug-2018 - 00:00,31.08,1.25,745.0,0.99,7.82,59.87,37.2,32.91,30.27,0.0,83.53,3.08,54.3,7.66,0.0,326.0,0.45,7.87,02-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
02-Aug-2018 - 00:00,30.64,1.18,745.0,0.97,5.59,59.96,35.43,37.09,28.48,0.0,86.96,3.39,47.2,7.4,-0.0,326.0,0.65,7.61,03-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
03-Aug-2018 - 00:00,30.16,1.5,745.0,1.1,7.79,63.85,39.3,40.55,29.27,0.01,87.62,4.05,53.86,10.79,-0.02,325.91,1.57,11.23,04-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
04-Aug-2018 - 00:00,31.18,2.53,745.0,1.3,11.16,66.07,43.22,35.43,41.99,0.0,86.97,3.6,81.44,18.51,-0.01,326.0,1.12,18.09,05-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
05-Aug-2018 - 00:00,32.01,2.42,745.0,1.16,13.82,66.45,45.59,32.29,57.53,0.0,84.64,3.59,54.14,13.86,-0.01,325.92,0.71,14.77,06-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
06-Aug-2018 - 00:00,30.46,2.17,745.0,1.14,12.72,63.01,42.85,29.56,35.55,0.0,89.3,3.06,36.72,15.0,-0.01,326.0,1.11,15.92,07-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
07-Aug-2018 - 00:00,32.84,2.13,744.86,1.13,9.51,65.26,41.44,35.23,37.59,0.0,80.5,2.71,171.43,14.9,0.0,326.0,0.39,14.01,08-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
08-Aug-2018 - 00:00,32.9,1.39,745.0,0.94,5.07,55.79,32.8,35.51,29.36,0.01,77.07,3.9,131.97,8.86,0.0,326.0,0.54,8.13,09-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
09-Aug-2018 - 00:00,33.21,2.43,745.0,1.15,13.2,58.52,40.86,33.77,34.25,0.08,77.65,4.4,178.3,17.2,0.0,326.0,0.47,15.47,10-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
10-Aug-2018 - 00:00,34.64,1.47,745.0,1.02,4.4,56.52,32.61,42.6,37.92,0.0,73.46,3.38,176.56,6.78,0.0,326.0,0.32,6.38,11-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
11-Aug-2018 - 00:00,34.22,2.12,744.91,1.12,7.35,64.94,39.51,36.05,32.18,0.0,75.98,3.6,121.78,12.52,-0.0,325.99,0.31,11.95,12-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
12-Aug-2018 - 00:00,33.44,0.92,744.74,1.09,6.37,64.08,38.2,39.29,37.97,0.0,79.08,4.13,111.64,3.75,0.0,325.74,0.32,4.3,13-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
13-Aug-2018 - 00:00,32.46,3.96,744.79,1.39,14.09,65.18,45.13,35.03,35.33,0.0,83.24,3.68,97.08,32.51,0.0,325.82,0.32,27.66,14-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
14-Aug-2018 - 00:00,34.05,2.43,744.8,0.83,14.14,64.08,44.27,36.43,40.85,0.0,77.46,3.52,173.0,16.95,0.0,325.45,0.37,15.75,15-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
15-Aug-2018 - 00:00,34.32,1.17,744.98,0.0,4.1,54.32,31.19,41.58,30.96,0.0,74.87,0.57,171.62,5.8,0.0,326.0,0.56,5.75,16-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
16-Aug-2018 - 00:00,34.24,0.96,745.0,0.38,4.64,51.57,30.21,29.35,22.6,0.0,73.47,3.62,161.08,7.13,0.03,326.0,0.38,5.69,17-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
17-Aug-2018 - 00:00,34.81,1.3,744.84,0.78,13.86,52.76,38.33,31.78,28.72,0.0,71.82,7.6,168.82,8.78,0.03,325.93,0.3,7.31,18-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
18-Aug-2018 - 00:00,35.96,2.19,744.75,1.37,23.29,52.43,45.82,47.29,42.04,0.0,69.22,10.24,186.77,14.2,0.01,326.0,0.31,12.7,19-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
19-Aug-2018 - 00:00,34.71,1.6,744.75,1.52,4.79,44.7,26.67,50.1,29.92,0.0,75.19,1.61,203.01,10.73,0.0,326.0,0.3,10.35,20-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
20-Aug-2018 - 00:00,33.79,1.7,745.0,1.16,13.01,44.25,33.12,33.61,27.6,0.0,74.84,2.59,124.02,12.04,0.0,326.0,0.31,10.62,21-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
21-Aug-2018 - 00:00,33.89,1.22,745.0,0.74,4.03,40.93,24.05,33.03,27.23,0.0,75.69,1.57,155.8,7.36,0.04,325.99,0.33,6.01,22-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
22-Aug-2018 - 00:00,33.21,1.32,745.0,0.91,17.52,27.02,26.17,44.78,36.49,0.0,79.46,2.54,74.19,6.13,-0.0,183.33,0.5,6.09,23-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
23-Aug-2018 - 00:00,32.48,2.92,745.0,1.27,29.33,52.48,49.43,33.41,38.5,0.0,83.61,1.39,49.75,20.8,0.0,96.85,0.41,20.42,24-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
24-Aug-2018 - 00:00,32.71,2.01,745.0,0.91,24.45,105.69,73.05,35.14,36.95,0.0,81.13,1.54,60.99,13.0,0.0,96.3,0.5,12.54,25-Aug-2018 - 00:00,"Collectorate, Gaya - BSPCB"
