from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,BP,PM2.5,PM10,RF,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
03-Sep-2018 - 00:00,0.5,0.18,0.56,0.21,0.47,745.03,36.87,100.28,0.26,84.35,26.48,186.7,0.34,0.49,24.49,18.53,24.57,39.98,14.64,7.46,04-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-Sep-2018 - 00:00,0.55,0.26,0.68,0.24,0.55,745.4,33.91,74.71,0.01,102.98,27.12,184.59,0.38,0.46,30.71,18.93,28.52,45.55,16.02,6.13,05-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-Sep-2018 - 00:00,0.65,0.22,0.73,0.28,0.52,745.02,37.86,93.17,0.0,97.96,27.52,142.67,0.29,0.52,27.61,18.73,23.33,39.66,13.47,4.62,06-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-Sep-2018 - 00:00,0.52,0.54,0.79,0.3,0.56,744.78,40.04,108.96,0.02,101.74,27.82,220.52,0.43,0.49,29.15,15.3,21.78,35.68,16.87,5.14,07-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-Sep-2018 - 00:00,0.63,0.41,0.8,0.28,0.56,745.46,25.93,47.42,0.0,59.65,28.31,134.65,0.41,0.57,28.23,15.02,23.13,36.21,16.12,5.45,08-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-Sep-2018 - 00:00,0.64,0.53,0.96,0.37,0.59,745.26,26.31,37.71,0.09,89.44,26.55,77.51,0.78,0.72,33.61,16.4,25.81,39.23,14.97,7.07,09-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-Sep-2018 - 00:00,0.28,0.14,0.31,0.11,0.36,746.11,30.22,68.62,0.01,47.76,24.51,112.24,0.66,0.5,25.28,10.44,14.31,23.74,16.38,4.81,10-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-Sep-2018 - 00:00,0.24,0.1,0.25,0.09,0.36,747.27,17.99,55.67,0.0,156.55,27.16,207.49,0.49,0.39,23.0,10.33,10.56,20.1,15.95,5.55,11-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-Sep-2018 - 00:00,0.31,0.22,0.53,0.23,0.89,747.09,33.38,58.59,0.17,122.62,27.59,189.25,0.46,0.43,29.74,11.76,12.92,22.61,15.89,5.39,12-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-Sep-2018 - 00:00,0.14,0.15,0.33,0.12,0.08,745.58,21.99,59.22,0.0,159.57,29.75,256.82,1.23,0.32,32.52,6.38,11.76,17.0,17.2,5.22,13-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-Sep-2018 - 00:00,0.2,0.41,0.5,0.17,0.06,745.53,23.13,56.46,0.0,237.12,29.35,252.42,1.11,0.32,25.39,5.28,13.34,17.76,16.27,6.4,14-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-Sep-2018 - 00:00,0.28,0.3,0.7,0.27,0.14,746.79,26.82,49.6,0.0,176.94,29.53,237.55,0.66,0.9,22.35,5.7,13.24,18.11,19.85,8.54,15-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-Sep-2018 - 00:00,0.32,0.3,0.75,0.28,0.18,747.75,26.3,51.25,0.0,214.74,29.85,240.44,0.7,0.79,27.17,7.66,20.73,27.28,22.3,5.77,16-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
16-Sep-2018 - 00:00,0.56,0.54,1.46,0.57,0.29,747.07,25.78,52.65,0.0,267.8,30.98,267.32,0.68,0.39,37.29,12.47,28.55,41.0,22.7,5.85,17-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Sep-2018 - 00:00,0.49,0.48,1.14,0.42,0.2,752.49,35.3,65.11,0.02,190.78,29.28,231.24,0.49,0.35,32.33,12.69,28.65,39.32,20.41,6.82,18-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Sep-2018 - 00:00,0.7,0.5,1.43,0.56,0.21,758.43,43.17,65.44,0.0,207.75,29.76,246.76,0.41,0.54,26.93,9.69,28.38,36.57,15.86,4.78,19-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Sep-2018 - 00:00,0.75,0.5,1.4,0.58,0.18,758.24,41.64,72.28,0.0,192.74,30.31,250.47,0.47,0.64,32.86,13.11,26.87,34.22,20.44,5.82,20-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Sep-2018 - 00:00,0.95,0.65,1.55,0.6,0.2,758.28,46.52,87.94,0.0,213.0,30.52,132.03,0.51,0.6,48.28,12.87,24.55,35.46,28.65,6.59,21-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Sep-2018 - 00:00,0.52,0.36,0.88,0.33,0.2,759.43,26.56,54.25,0.04,149.12,27.81,79.9,0.9,0.48,33.29,8.43,17.26,24.46,18.79,6.0,22-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Sep-2018 - 00:00,0.48,0.53,1.42,0.55,0.27,759.14,16.05,25.11,0.04,59.88,25.03,55.63,1.09,0.46,30.11,11.92,17.8,28.64,10.83,5.64,23-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Sep-2018 - 00:00,0.36,0.42,0.93,0.36,0.26,758.92,19.25,45.59,0.03,58.24,24.64,140.79,0.78,0.37,26.19,9.72,14.69,23.44,11.69,5.61,24-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Sep-2018 - 00:00,0.56,0.41,1.19,0.47,0.15,758.53,9.95,33.59,0.09,84.42,24.62,205.74,0.4,0.51,23.09,12.45,13.43,22.54,10.47,12.52,25-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Sep-2018 - 00:00,0.47,0.5,1.1,0.4,0.18,759.3,14.23,39.62,0.0,174.5,26.48,168.35,0.58,0.38,24.51,17.43,17.14,31.52,13.49,10.85,26-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Sep-2018 - 00:00,0.73,0.6,1.57,0.68,0.25,758.99,22.93,49.31,0.0,114.83,26.9,234.51,0.34,0.52,26.73,21.02,22.59,41.33,11.47,6.07,27-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Sep-2018 - 00:00,0.43,0.06,0.34,0.17,0.16,759.62,29.64,58.89,0.0,190.52,28.67,271.93,0.33,0.53,32.46,14.16,18.68,31.16,14.92,5.02,28-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Sep-2018 - 00:00,1.64,0.91,2.63,1.26,0.38,760.19,29.8,61.57,0.0,191.37,28.3,210.14,0.33,0.73,30.06,19.87,19.9,38.13,11.47,6.68,29-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Sep-2018 - 00:00,1.09,1.05,1.69,0.73,0.4,760.55,29.1,73.74,0.0,220.5,28.69,183.55,0.35,0.42,23.9,14.36,18.0,30.31,12.88,9.72,30-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Sep-2018 - 00:00,1.97,0.7,2.17,0.93,0.64,759.98,36.94,84.7,0.0,37.63,28.69,267.84,0.33,0.69,12.44,13.9,26.65,39.27,12.6,9.87,01-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-Oct-2018 - 00:00,0.85,0.42,1.3,0.54,0.45,760.16,29.61,67.54,0.0,180.01,28.91,187.36,0.38,0.47,23.73,11.32,23.78,33.57,15.34,8.94,02-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
02-Oct-2018 - 00:00,0.73,0.38,1.23,0.52,0.43,760.53,24.51,72.68,0.04,109.72,27.07,244.91,0.36,0.46,35.82,14.01,17.65,30.54,14.62,5.86,03-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
03-Oct-2018 - 00:00,1.06,0.89,1.84,0.8,0.5,760.17,27.23,71.71,0.0,152.7,27.93,181.54,0.36,0.56,43.75,18.78,20.46,37.02,13.0,6.71,04-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-Oct-2018 - 00:00,1.0,0.85,1.81,0.79,0.36,760.81,27.01,61.17,0.05,187.8,28.48,219.79,0.42,0.6,41.78,16.36,22.37,37.25,14.9,5.93,05-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-Oct-2018 - 00:00,1.09,0.62,1.8,0.79,0.38,761.3,28.6,67.34,0.03,152.47,27.08,206.65,0.31,0.53,40.77,13.36,24.69,35.24,15.04,6.27,06-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-Oct-2018 - 00:00,1.58,2.11,2.76,1.21,3.57,761.39,29.99,63.39,0.06,168.94,25.77,162.8,0.79,0.75,61.0,21.67,27.82,47.59,12.94,5.82,07-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-Oct-2018 - 00:00,1.29,1.02,2.14,1.02,1.01,760.89,110.43,93.8,0.0,195.76,27.07,186.59,1.23,0.58,60.91,27.62,30.13,54.19,16.74,6.46,08-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-Oct-2018 - 00:00,1.54,0.95,2.09,1.03,0.73,760.0,36.53,77.8,0.0,182.79,27.25,232.68,1.27,0.6,49.08,18.82,28.67,45.41,15.32,6.04,09-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-Oct-2018 - 00:00,1.85,1.13,2.31,1.1,0.65,759.42,81.13,85.82,0.0,176.94,27.92,208.6,1.23,0.76,53.72,28.9,35.32,61.78,10.19,5.43,10-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-Oct-2018 - 00:00,1.87,1.02,2.4,1.12,0.66,759.75,84.85,101.4,0.0,140.98,27.67,178.22,1.11,0.74,63.99,37.82,43.54,78.36,11.49,6.13,11-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-Oct-2018 - 00:00,1.29,0.77,1.66,0.72,3.54,759.91,254.49,100.36,0.0,162.56,26.96,96.76,1.76,0.51,48.98,16.0,33.86,46.45,18.74,6.34,12-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-Oct-2018 - 00:00,1.23,0.59,1.58,0.71,9.64,758.0,21.96,51.78,0.0,145.74,25.15,175.31,1.64,0.67,49.52,14.27,34.78,47.24,17.35,7.95,13-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-Oct-2018 - 00:00,1.08,0.89,1.34,0.61,10.99,758.37,114.84,63.5,0.0,74.09,22.3,222.46,1.47,0.57,56.35,22.15,33.41,42.47,14.95,6.78,14-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-Oct-2018 - 00:00,1.48,0.8,2.2,1.11,14.74,758.08,31.86,66.04,0.0,193.38,26.8,255.05,1.65,0.75,35.74,13.68,30.45,44.11,17.61,6.47,15-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-Oct-2018 - 00:00,1.97,1.21,2.72,1.29,11.0,758.07,106.04,103.98,0.0,144.67,26.04,216.91,1.38,0.85,41.49,14.76,32.19,45.18,15.88,6.05,16-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
16-Oct-2018 - 00:00,2.29,1.05,2.78,1.27,10.83,757.8,292.66,96.15,0.0,127.25,26.83,228.51,1.39,0.91,37.4,7.59,25.57,32.11,15.47,5.81,17-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Oct-2018 - 00:00,2.03,1.22,2.62,1.37,9.84,757.05,36.45,89.49,0.0,152.53,26.84,215.94,1.55,0.71,34.42,17.58,39.47,51.18,15.91,5.68,18-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Oct-2018 - 00:00,1.5,1.1,1.99,1.03,11.54,756.63,31.89,89.78,0.0,146.88,27.38,205.26,1.81,0.59,44.31,34.82,41.26,71.77,13.36,6.54,19-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Oct-2018 - 00:00,2.13,1.13,2.29,1.08,8.16,757.67,30.97,96.75,0.0,139.82,26.63,186.17,1.58,0.92,45.87,41.24,47.88,85.77,14.23,6.73,20-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Oct-2018 - 00:00,2.33,1.09,2.53,1.17,8.52,758.78,25.73,86.84,0.0,130.67,26.62,202.61,1.46,0.8,42.79,28.19,39.44,63.93,19.33,5.62,21-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Oct-2018 - 00:00,1.49,0.76,1.53,0.68,8.3,759.07,30.75,80.69,0.0,81.17,25.34,206.11,1.66,0.43,41.49,11.9,35.23,40.86,22.27,11.3,22-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Oct-2018 - 00:00,1.44,0.62,1.75,0.77,7.44,758.85,36.64,72.05,0.0,144.45,24.47,214.5,1.46,0.62,32.86,15.73,45.31,57.46,22.05,7.54,23-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Oct-2018 - 00:00,1.56,0.98,1.92,0.87,7.79,758.51,24.29,61.64,0.0,148.7,24.5,196.96,1.46,0.63,33.52,18.14,48.24,63.79,18.83,7.3,24-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Oct-2018 - 00:00,1.82,1.28,2.23,1.01,7.35,758.17,86.48,80.33,0.0,141.66,25.34,215.21,1.49,0.81,37.27,20.06,51.59,68.74,18.83,8.52,25-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Oct-2018 - 00:00,2.06,0.95,2.23,1.09,7.07,758.77,41.62,89.35,0.0,66.07,24.92,228.97,1.73,0.95,40.83,15.14,61.32,67.87,19.29,10.39,26-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Oct-2018 - 00:00,1.66,0.46,1.33,0.58,6.92,760.26,33.01,87.32,0.0,161.36,24.73,177.66,1.55,0.63,39.33,11.34,41.79,49.51,28.72,13.46,27-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Oct-2018 - 00:00,2.41,1.01,2.49,1.23,6.63,760.1,37.93,104.56,0.0,95.45,23.67,212.42,1.39,1.0,39.09,15.0,57.54,64.3,27.19,13.19,28-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Oct-2018 - 00:00,3.11,1.72,2.3,1.12,10.59,760.61,49.02,136.31,0.0,137.46,22.77,183.54,1.27,0.9,46.85,17.52,61.83,71.95,25.26,16.85,29-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Oct-2018 - 00:00,3.45,1.32,3.59,1.64,5.62,759.0,86.19,135.7,0.0,104.64,25.84,190.24,1.73,1.52,32.33,12.08,71.86,83.88,24.0,11.26,30-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Oct-2018 - 00:00,2.78,1.41,2.84,1.34,6.51,759.5,58.65,144.41,0.0,121.18,23.78,204.35,1.5,1.09,40.35,19.34,68.14,81.59,20.66,14.5,31-Oct-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
31-Oct-2018 - 00:00,3.18,1.51,3.57,1.53,7.32,759.72,48.52,130.76,0.0,119.01,24.08,211.39,1.6,1.03,46.04,18.5,59.86,71.48,22.77,8.46,01-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-Nov-2018 - 00:00,2.96,1.46,3.2,1.46,8.26,758.99,64.74,134.45,0.0,123.84,24.24,211.91,1.32,1.17,40.42,18.29,60.59,75.93,26.41,9.52,02-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
02-Nov-2018 - 00:00,3.35,1.48,3.47,1.85,8.98,758.13,82.74,136.39,0.0,120.75,24.46,195.14,1.37,1.31,42.58,25.4,60.97,83.22,20.17,14.03,03-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
03-Nov-2018 - 00:00,2.84,3.2,4.02,2.07,8.15,757.3,52.6,113.42,0.0,128.89,25.58,180.45,1.65,1.12,44.18,38.24,62.55,92.81,22.58,16.97,04-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-Nov-2018 - 00:00,1.68,0.88,1.5,0.67,8.32,758.48,32.41,90.67,0.0,118.44,23.14,152.13,1.82,0.47,41.59,13.09,42.14,52.6,29.53,16.46,05-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-Nov-2018 - 00:00,1.78,0.82,2.02,0.74,6.93,759.06,42.14,103.84,0.0,123.03,20.51,189.51,1.38,0.79,33.89,14.05,50.25,61.76,25.67,18.43,06-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-Nov-2018 - 00:00,1.91,0.9,1.61,0.71,5.86,759.43,35.49,101.01,0.0,130.9,20.63,219.01,1.39,0.79,31.28,17.21,48.03,61.23,23.42,19.25,07-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-Nov-2018 - 00:00,1.94,0.65,1.51,0.66,5.46,759.53,40.34,109.91,0.0,133.55,19.92,176.81,1.64,0.96,31.31,10.5,50.68,58.68,26.15,22.94,08-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-Nov-2018 - 00:00,2.11,0.59,1.62,0.72,5.03,759.38,51.12,126.79,0.0,124.65,20.33,184.46,1.43,1.19,39.75,11.23,53.3,58.94,29.84,28.09,09-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-Nov-2018 - 00:00,1.9,0.55,1.66,0.73,7.08,758.54,43.57,113.43,0.0,124.66,20.92,207.46,1.55,0.86,36.41,10.5,54.68,62.61,32.76,20.79,10-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-Nov-2018 - 00:00,0.7,0.72,0.95,0.52,1.98,758.98,47.48,118.36,0.0,118.67,21.14,199.5,1.53,1.04,35.58,12.23,58.34,67.83,33.29,15.34,11-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-Nov-2018 - 00:00,0.36,2.19,0.48,0.47,3.63,759.18,43.83,119.6,0.0,117.85,21.99,199.71,1.4,1.02,39.56,16.59,56.75,70.95,34.74,13.41,12-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-Nov-2018 - 00:00,0.37,2.18,0.48,0.49,3.49,757.94,55.41,140.39,0.0,122.27,23.71,209.09,1.53,1.34,39.42,40.29,76.51,112.0,29.33,15.9,13-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-Nov-2018 - 00:00,0.39,2.11,0.46,0.48,2.58,756.69,47.22,101.84,0.01,108.98,22.46,165.42,1.67,0.76,43.35,21.88,73.57,91.12,30.11,8.83,14-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-Nov-2018 - 00:00,0.53,1.81,0.59,0.59,2.44,757.33,31.49,59.79,0.01,117.93,22.15,198.04,1.58,0.94,46.66,22.28,63.67,83.17,24.79,8.76,15-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-Nov-2018 - 00:00,0.97,1.44,0.94,0.96,2.83,759.15,40.27,78.84,0.0,113.48,21.45,149.07,2.02,0.53,43.27,13.76,64.96,75.14,33.15,13.86,16-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
16-Nov-2018 - 00:00,1.34,1.44,0.95,0.96,2.82,759.27,47.37,104.05,0.0,156.03,20.94,184.46,1.45,0.63,35.24,14.22,72.95,81.78,32.8,15.29,17-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Nov-2018 - 00:00,2.01,1.47,0.99,0.99,3.02,757.61,45.5,115.36,0.0,127.32,22.1,176.59,1.46,1.23,35.18,12.18,84.06,95.98,37.22,14.06,18-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Nov-2018 - 00:00,1.89,1.37,0.89,0.87,2.76,758.35,29.55,109.08,0.0,117.82,21.02,209.65,1.51,1.33,38.16,37.42,92.48,117.2,29.32,11.31,19-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Nov-2018 - 00:00,2.18,1.68,1.32,1.46,4.16,759.39,54.8,128.55,0.0,108.04,21.68,205.25,1.43,1.49,39.97,74.39,99.97,166.31,22.17,12.97,20-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Nov-2018 - 00:00,1.83,0.96,1.77,1.0,8.58,759.81,46.0,107.0,0.0,112.26,22.42,196.57,1.45,0.84,28.1,33.59,93.9,122.25,43.93,13.68,21-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Nov-2018 - 00:00,1.72,0.61,1.31,0.59,2.87,760.23,43.66,103.47,0.0,111.07,20.87,133.41,1.69,0.82,24.18,18.22,86.99,101.19,51.04,15.16,22-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Nov-2018 - 00:00,2.35,0.45,0.8,0.45,5.31,760.44,41.07,93.08,0.0,108.98,20.25,216.78,1.43,0.83,19.79,30.19,88.02,113.78,43.74,12.95,23-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Nov-2018 - 00:00,2.24,0.5,0.69,0.37,11.38,761.37,32.83,92.92,0.0,96.05,19.86,168.78,1.58,0.83,20.22,23.09,91.1,109.43,47.17,15.49,24-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Nov-2018 - 00:00,2.06,0.47,0.66,0.36,12.42,760.65,26.56,82.4,0.0,119.55,21.16,249.22,1.54,0.78,18.55,21.48,76.44,94.07,50.21,15.05,25-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Nov-2018 - 00:00,2.57,0.6,0.8,0.44,14.11,760.28,27.36,87.62,0.0,110.9,19.8,170.18,1.53,0.86,19.03,34.49,90.86,120.46,44.39,13.34,26-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Nov-2018 - 00:00,2.3,0.44,0.75,0.41,12.28,759.74,23.63,85.13,0.0,111.52,19.52,143.59,1.7,0.81,18.99,26.11,92.42,114.15,46.73,17.52,27-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Nov-2018 - 00:00,3.38,0.84,0.99,0.56,11.17,760.62,22.62,97.59,0.0,97.48,19.46,174.72,1.39,1.25,24.67,34.91,94.49,124.79,45.63,15.38,28-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Nov-2018 - 00:00,2.91,0.45,0.72,0.4,8.42,761.05,42.05,91.98,0.0,94.61,19.26,203.71,1.42,0.98,35.4,16.18,70.52,79.83,36.8,11.08,29-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Nov-2018 - 00:00,3.39,1.8,2.23,1.1,12.89,761.39,52.52,106.65,0.0,97.14,19.08,168.42,1.42,1.09,34.42,19.35,73.08,89.41,31.8,13.63,30-Nov-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Nov-2018 - 00:00,3.25,2.16,3.79,1.63,13.04,761.12,54.18,107.83,0.0,100.38,19.1,178.32,1.46,1.09,30.66,24.53,81.37,102.06,29.63,16.65,01-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-Dec-2018 - 00:00,2.91,1.62,3.22,1.4,10.24,759.64,42.5,99.01,0.0,106.78,18.82,160.34,1.47,0.93,27.71,26.36,76.96,99.26,30.26,18.74,02-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
02-Dec-2018 - 00:00,2.34,1.24,2.81,1.18,12.35,759.03,29.5,81.77,0.0,100.56,17.97,175.28,1.36,0.85,27.42,27.46,73.54,94.68,30.21,15.76,03-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
03-Dec-2018 - 00:00,2.93,1.51,3.82,1.62,9.89,759.65,33.85,65.4,0.0,105.1,17.8,166.86,1.61,0.98,24.54,31.77,75.59,103.92,30.97,18.25,04-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-Dec-2018 - 00:00,2.46,3.03,3.48,1.41,10.86,760.53,41.53,85.4,0.0,96.57,17.19,209.53,1.4,0.92,24.4,18.62,75.99,91.13,37.38,19.89,05-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-Dec-2018 - 00:00,3.03,1.57,3.57,1.55,13.49,759.18,46.52,106.71,0.0,102.17,17.18,195.56,1.42,1.11,27.18,26.1,82.3,104.39,28.91,18.87,06-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-Dec-2018 - 00:00,3.06,1.76,4.25,1.83,9.94,758.8,35.27,81.21,0.0,97.45,16.98,200.56,1.41,1.19,24.98,38.05,75.62,110.06,34.41,17.38,07-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-Dec-2018 - 00:00,2.27,1.59,2.78,1.12,13.42,759.33,45.08,106.28,0.0,98.54,16.91,188.92,1.41,0.74,26.96,15.97,65.74,78.62,32.3,22.71,08-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-Dec-2018 - 00:00,3.11,2.19,3.76,1.6,16.77,759.74,56.6,145.16,0.0,99.43,16.8,216.43,1.5,1.08,28.44,36.46,76.39,108.52,28.74,18.9,09-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-Dec-2018 - 00:00,3.43,1.97,3.9,1.68,13.24,759.07,56.07,143.37,0.0,97.54,16.95,192.99,1.41,1.14,30.62,30.77,76.23,103.31,26.86,18.72,10-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-Dec-2018 - 00:00,3.68,2.23,4.36,1.92,10.64,758.74,67.32,141.93,0.0,100.17,16.93,204.17,1.32,1.55,33.32,37.2,73.75,105.67,25.27,12.67,11-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-Dec-2018 - 00:00,3.89,1.95,3.95,1.68,9.48,759.34,79.86,119.18,0.0,86.72,16.43,189.06,1.28,1.29,37.94,48.53,88.06,130.76,26.35,12.33,12-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-Dec-2018 - 00:00,2.39,0.9,2.01,0.82,7.52,760.2,60.11,106.42,0.01,103.5,16.35,188.02,1.6,0.7,39.81,11.51,65.79,66.77,32.16,10.67,13-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-Dec-2018 - 00:00,1.87,0.66,1.88,0.72,8.55,761.93,39.18,85.42,0.0,98.48,14.89,104.47,2.04,0.68,31.76,12.48,68.94,78.51,29.0,11.56,14-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-Dec-2018 - 00:00,1.67,0.64,2.04,0.82,8.6,763.24,31.83,81.9,0.0,109.25,14.51,96.47,1.87,0.65,26.58,23.25,68.85,88.92,33.24,16.22,15-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-Dec-2018 - 00:00,1.66,0.72,1.71,0.66,8.51,763.07,30.72,60.89,0.0,108.09,14.93,107.08,1.83,0.52,25.69,18.69,67.73,82.96,33.61,15.69,16-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
16-Dec-2018 - 00:00,1.5,0.54,1.4,0.53,10.13,763.04,31.79,48.84,0.0,108.79,15.36,120.02,1.84,0.52,25.04,8.97,63.33,69.48,38.43,17.34,17-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Dec-2018 - 00:00,2.07,0.8,2.49,1.04,8.31,762.21,37.2,69.06,0.0,94.76,15.46,107.24,1.94,0.9,27.93,23.97,72.23,92.95,42.01,16.03,18-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
