from date,WS,WD,Gust,Variance,AT,RH,SR,BP,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Xylene,to date,station
26-Sep-2018 - 00:00,,,,,,,,,,72.0,34.57,55.15,27.77,82.96,0.16,,24.66,3.64,0.01,0.01,0.02,27-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
27-Sep-2018 - 00:00,,,,,,,,,,128.04,63.62,79.88,30.35,110.26,0.67,,29.56,6.59,0.0,0.01,0.01,28-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
28-Sep-2018 - 00:00,,,,,,,,,,153.01,71.41,100.14,34.42,134.53,0.87,,35.11,7.06,0.0,0.01,0.04,29-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
29-Sep-2018 - 00:00,,,,,,,,,,158.45,75.18,75.54,34.89,110.92,1.02,,37.55,8.34,0.0,0.01,0.05,30-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
30-Sep-2018 - 00:00,,,,,,,,,,107.77,54.14,43.17,30.27,73.44,1.06,,31.37,4.89,0.0,0.0,0.01,01-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
01-Oct-2018 - 00:00,,,,,,,,,,140.11,63.05,52.13,31.35,83.45,1.41,,34.58,5.95,0.0,0.0,0.01,02-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
02-Oct-2018 - 00:00,,,,,,,,,,151.32,68.87,62.79,32.16,95.0,1.57,,26.24,6.9,0.0,0.0,0.01,03-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
03-Oct-2018 - 00:00,,,,,,,,,,145.73,60.89,75.11,35.02,110.12,1.61,,35.92,7.53,0.0,0.0,0.01,04-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
04-Oct-2018 - 00:00,,,,,,,,,,164.56,87.3,58.13,36.37,94.53,1.63,,38.86,9.21,0.0,0.0,0.0,05-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
05-Oct-2018 - 00:00,,,,,,,,,,203.78,113.88,101.98,35.75,137.71,2.02,,27.58,8.0,0.0,0.0,0.03,06-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
06-Oct-2018 - 00:00,,,,,,,,,,146.67,73.34,59.41,38.47,97.88,1.59,,23.34,7.55,0.0,0.02,0.03,07-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
07-Oct-2018 - 00:00,,,,,,,,,,185.52,82.75,41.43,44.51,78.4,1.49,,31.24,8.02,0.0,0.0,0.01,08-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
08-Oct-2018 - 00:00,,,,,,,,,,232.84,135.5,34.34,49.71,77.85,1.58,,37.9,8.4,0.01,0.02,0.02,09-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
09-Oct-2018 - 00:00,,,,,,,,,,199.0,102.67,40.42,49.74,81.38,1.73,,56.6,8.32,0.0,0.02,0.01,10-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
10-Oct-2018 - 00:00,,,,,,,,,,198.34,95.14,28.69,30.26,53.1,1.65,,40.58,7.47,0.0,0.06,0.01,11-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
11-Oct-2018 - 00:00,,,,,,,,,,149.64,63.89,26.12,9.52,33.79,1.34,,31.36,6.01,0.0,0.02,0.01,12-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
12-Oct-2018 - 00:00,,,,,,,,,,135.47,66.63,41.09,11.48,49.78,1.41,,34.28,7.27,0.0,0.01,0.02,13-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
13-Oct-2018 - 00:00,,,,,,,,,,211.08,127.81,52.01,13.91,56.87,1.51,,34.49,6.74,0.0,0.03,0.01,14-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
14-Oct-2018 - 00:00,,,,,,,,,,171.69,88.54,42.25,13.36,53.65,1.56,,35.15,8.52,0.0,0.03,0.01,15-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
15-Oct-2018 - 00:00,,,,,,,,,,232.59,113.82,49.49,15.82,60.94,1.91,,35.72,5.21,0.0,0.04,0.01,16-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
16-Oct-2018 - 00:00,,,,,,,,,,283.07,144.68,113.17,20.69,126.57,2.56,,62.21,2.44,0.0,0.09,0.02,17-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
17-Oct-2018 - 00:00,,,,,,,,,,254.03,138.06,87.77,15.53,95.73,2.17,,44.81,0.0,0.0,0.07,0.05,18-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
18-Oct-2018 - 00:00,,,,,,,,,,263.87,147.91,111.62,29.51,131.64,2.8,,40.31,2.84,0.0,0.09,0.06,19-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
19-Oct-2018 - 00:00,,,,,,,,,,253.08,134.72,113.78,44.7,28.89,2.16,,41.69,10.48,0.0,0.03,0.05,20-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
20-Oct-2018 - 00:00,,,,,,,,,,224.69,146.86,55.01,48.9,49.46,1.85,,31.43,9.28,0.0,0.0,0.01,21-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
21-Oct-2018 - 00:00,,,,,,,,,,217.13,159.24,57.63,49.89,107.51,1.63,,22.33,8.88,0.0,0.0,0.01,22-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
22-Oct-2018 - 00:00,,,,,,,,,,216.36,134.79,57.57,52.79,110.38,1.66,,25.01,8.13,0.0,0.01,0.0,23-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
23-Oct-2018 - 00:00,,,,,,,,,,216.78,130.26,67.09,55.6,122.68,1.88,,26.61,9.03,0.0,0.03,0.01,24-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
24-Oct-2018 - 00:00,,,,,,,,,,299.85,188.97,116.02,70.25,186.31,2.64,,41.33,9.97,0.0,0.02,0.05,25-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
25-Oct-2018 - 00:00,,,,,,,,,,341.24,221.94,107.4,68.6,176.0,2.37,,42.28,11.05,0.0,0.02,0.05,26-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
26-Oct-2018 - 00:00,,,,,,,,,,314.19,230.83,123.56,69.45,193.0,2.59,,25.76,9.27,0.0,0.02,0.01,27-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
27-Oct-2018 - 00:00,,,,,,,,,,323.44,232.19,189.4,84.17,196.82,3.77,,27.73,11.42,0.0,0.0,0.0,28-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
28-Oct-2018 - 00:00,,,,,,,,,,304.29,227.68,128.16,70.42,198.56,3.11,,27.64,8.46,0.0,0.0,0.0,29-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
29-Oct-2018 - 00:00,,,,,,,,,,360.54,274.09,147.54,75.06,222.58,3.57,,30.08,11.08,0.0,0.0,0.0,30-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
30-Oct-2018 - 00:00,,,,,,,,,,355.99,273.07,137.22,73.95,211.18,3.57,,29.58,10.5,0.0,0.0,0.0,31-Oct-2018 - 00:00,"North Campus, DU, Delhi - IMD"
31-Oct-2018 - 00:00,,,,,,,,,,281.59,217.45,173.21,71.78,242.86,3.42,,26.4,13.09,0.0,0.0,0.0,01-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
01-Nov-2018 - 00:00,,,,,,,,,,379.09,283.77,171.68,127.78,299.3,4.16,,28.74,13.09,0.0,0.0,0.0,02-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
02-Nov-2018 - 00:00,,,,,,,,,,278.26,203.76,194.86,111.51,271.88,2.6,,32.39,10.17,0.0,0.0,0.0,03-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
03-Nov-2018 - 00:00,,,,,,,,,,243.69,164.3,171.05,45.63,215.3,2.22,,29.66,11.93,0.0,0.0,0.0,04-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
04-Nov-2018 - 00:00,,,,,,,,,,151.38,123.92,126.0,15.99,132.41,1.71,,40.83,6.6,0.0,0.0,0.0,05-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
05-Nov-2018 - 00:00,,,,,,,,,,494.89,417.08,108.4,48.31,154.52,2.73,,33.92,12.23,0.0,0.0,0.0,06-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
06-Nov-2018 - 00:00,,,,,,,,,,288.74,164.33,68.5,52.32,120.82,2.05,,40.96,7.41,0.0,0.0,0.0,07-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
07-Nov-2018 - 00:00,,,,,,,,,,304.51,194.43,109.2,72.89,159.41,2.32,,46.09,8.83,0.0,0.0,0.0,08-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
08-Nov-2018 - 00:00,,,,,,,,,,408.02,260.76,257.69,156.84,264.17,3.69,,26.99,9.03,0.0,0.0,0.0,09-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
09-Nov-2018 - 00:00,,,,,,,,,,430.88,285.57,201.51,107.85,229.18,3.63,,28.06,12.41,0.0,0.0,0.0,10-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
10-Nov-2018 - 00:00,,,,,,,,,,407.3,250.85,103.15,61.43,164.58,3.73,,17.94,13.62,0.0,0.0,0.0,11-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
11-Nov-2018 - 00:00,,,,,,,,,,443.71,269.49,111.39,63.14,174.57,4.04,,22.81,10.57,0.0,0.0,0.0,12-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
12-Nov-2018 - 00:00,,,,,,,,,,497.5,291.79,97.25,57.31,154.56,4.0,,31.91,13.81,0.0,0.0,0.0,13-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
13-Nov-2018 - 00:00,,,,,,,,,,455.86,267.81,123.8,64.95,188.73,4.61,,20.65,5.97,0.01,0.13,0.01,14-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
14-Nov-2018 - 00:00,,,,,,,,,,225.63,128.76,63.41,37.45,100.85,3.18,,21.34,10.73,0.25,0.68,0.0,15-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
15-Nov-2018 - 00:00,,,,,,,,,,172.08,98.43,40.86,24.16,65.03,2.59,,23.43,10.4,0.18,0.29,0.0,16-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
16-Nov-2018 - 00:00,,,,,,,,,,188.51,114.05,23.44,20.03,43.46,2.36,,27.72,9.67,0.2,0.02,0.0,17-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
17-Nov-2018 - 00:00,,,,,,,,,,243.97,138.99,49.7,31.91,81.61,2.74,,28.49,8.91,0.1,0.0,0.0,18-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
18-Nov-2018 - 00:00,,,,,,,,,,292.46,169.54,98.58,53.79,152.35,3.49,,34.1,11.02,0.05,0.0,0.01,19-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
19-Nov-2018 - 00:00,,,,,,,,,,303.35,180.24,38.94,30.48,69.41,2.89,,54.37,11.14,0.02,0.0,0.0,20-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
20-Nov-2018 - 00:00,,,,,,,,,,341.94,206.33,85.25,47.92,133.18,3.4,,43.37,9.24,0.0,0.0,0.0,21-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
21-Nov-2018 - 00:00,,,,,,,,,,380.65,200.09,68.45,43.09,111.53,3.2,,23.04,8.33,0.04,0.0,0.0,22-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
22-Nov-2018 - 00:00,,,,,,,,,,313.31,136.77,113.13,61.11,156.92,3.72,,22.8,8.33,0.06,0.0,0.0,23-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
23-Nov-2018 - 00:00,,,,,,,,,,346.57,187.05,105.27,58.38,127.55,3.58,,26.75,7.18,0.19,0.16,0.0,24-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
24-Nov-2018 - 00:00,,,,,,,,,,218.92,98.7,45.99,33.12,79.11,2.47,,26.14,9.56,0.15,0.12,0.0,25-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
25-Nov-2018 - 00:00,,,,,,,,,,243.8,117.32,84.66,50.86,135.52,3.06,,20.96,9.42,0.2,0.06,0.0,26-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
26-Nov-2018 - 00:00,,,,,,,,,,300.64,163.58,124.68,68.96,193.64,3.83,,21.17,10.22,0.19,0.14,0.0,27-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
27-Nov-2018 - 00:00,,,,,,,,,,301.74,168.49,261.16,142.1,257.11,5.46,,21.46,9.57,0.34,0.01,0.02,28-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
28-Nov-2018 - 00:00,,,,,,,,,,290.33,160.73,186.91,91.69,239.6,4.37,43.23,25.82,2.11,0.02,0.02,0.01,29-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
29-Nov-2018 - 00:00,,,,,,,,,,321.5,174.9,121.33,61.7,183.02,4.35,37.86,19.83,0.0,0.02,0.04,0.05,30-Nov-2018 - 00:00,"North Campus, DU, Delhi - IMD"
30-Nov-2018 - 00:00,,,,,,,,,,295.94,152.45,84.91,48.59,133.48,3.63,37.95,18.43,0.0,0.0,0.01,0.0,01-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
01-Dec-2018 - 00:00,,,,,,,,,,250.0,117.15,85.66,51.75,135.97,3.42,35.2,18.49,0.0,0.0,0.02,0.01,02-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
02-Dec-2018 - 00:00,,,,,,,,,,270.59,133.28,159.14,80.86,239.73,4.76,25.68,29.28,0.0,0.03,0.05,0.01,03-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
03-Dec-2018 - 00:00,,,,,,,,,,290.41,145.27,147.3,76.19,217.23,4.74,24.36,23.35,0.0,0.02,0.01,0.05,04-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
04-Dec-2018 - 00:00,,,,,,,,,,347.04,180.75,224.05,109.03,284.76,5.87,6.28,24.49,0.0,0.0,0.03,0.03,05-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
05-Dec-2018 - 00:00,,,,,,,,,,291.64,147.93,137.83,71.07,208.87,4.01,0.62,19.73,3.22,0.0,0.0,0.02,06-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
06-Dec-2018 - 00:00,,,,,,,,,,331.29,175.71,97.34,53.63,150.96,2.58,,24.39,7.2,0.0,0.0,0.0,07-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
07-Dec-2018 - 00:00,,,,,,,,,,301.1,155.25,72.78,41.45,114.23,1.99,,23.7,8.65,0.0,0.0,0.0,08-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
08-Dec-2018 - 00:00,,,,,,,,,,307.86,170.84,68.35,41.03,109.37,1.99,,26.93,11.42,0.0,0.0,0.0,09-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
09-Dec-2018 - 00:00,,,,,,,,,,285.78,160.93,65.36,40.9,106.26,1.96,,29.62,10.21,0.0,0.0,0.0,10-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
10-Dec-2018 - 00:00,,,,,,,,,,377.82,227.42,98.9,57.67,156.57,2.58,,40.45,8.92,0.0,0.0,0.0,11-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
11-Dec-2018 - 00:00,,,,,,,,,,434.55,244.73,119.18,66.7,185.88,3.03,,56.67,12.61,0.0,0.0,0.01,12-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
12-Dec-2018 - 00:00,,,,,,,,,,343.59,207.16,67.36,42.71,110.08,2.19,,35.61,0.0,0.0,0.0,0.0,13-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
13-Dec-2018 - 00:00,,,,,,,,,,91.62,60.87,32.22,25.51,57.73,1.01,,28.75,0.0,0.01,0.0,0.0,14-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
14-Dec-2018 - 00:00,,,,,,,,,,184.2,98.99,24.4,24.33,48.73,1.15,,24.67,0.0,0.0,0.01,0.01,15-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
15-Dec-2018 - 00:00,,,,,,,,,,253.98,80.33,22.71,28.88,51.59,1.35,,26.78,0.0,0.0,0.02,0.0,16-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
16-Dec-2018 - 00:00,,,,,,,,,,319.43,119.55,28.6,28.76,57.36,1.24,,24.11,0.0,0.0,0.0,0.0,17-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
17-Dec-2018 - 00:00,,,,,,,,,,419.9,132.65,93.66,62.36,156.0,2.6,,30.59,7.96,0.0,0.0,0.0,18-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
18-Dec-2018 - 00:00,,,,,,,,,,399.89,153.05,46.62,41.76,88.37,1.87,,31.9,9.62,0.0,0.04,0.0,19-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
19-Dec-2018 - 00:00,,,,,,,,,,463.3,170.11,65.01,51.54,116.54,2.48,,32.89,10.55,0.0,0.0,0.0,20-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
20-Dec-2018 - 00:00,,,,,,,,,,588.0,230.13,116.18,67.05,183.23,3.46,,38.68,9.19,0.0,0.02,0.0,21-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
21-Dec-2018 - 00:00,,,,,,,,,,503.34,218.0,76.48,57.92,126.0,2.73,0.0,27.45,12.08,0.0,0.0,0.0,22-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
22-Dec-2018 - 00:00,,,,,,,,,,710.31,302.42,75.75,56.28,132.03,3.35,,21.96,8.89,0.0,0.02,0.01,23-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
23-Dec-2018 - 00:00,,,,,,,,,,626.94,451.44,110.87,71.0,181.87,4.48,,26.19,12.59,0.02,0.0,0.02,24-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
24-Dec-2018 - 00:00,,,,,,,,,,659.11,349.09,129.26,75.73,204.98,4.03,,22.2,4.96,0.01,0.01,0.02,25-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
25-Dec-2018 - 00:00,,,,,,,,,,518.33,220.73,36.14,40.1,76.25,1.78,,32.11,9.57,0.13,0.01,0.02,26-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
26-Dec-2018 - 00:00,,,,,,,,,,503.81,215.76,67.13,50.59,117.7,2.17,,37.96,7.31,0.08,0.0,0.01,27-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
27-Dec-2018 - 00:00,,,,,,,,,,543.67,265.28,107.02,68.52,175.56,2.76,,41.87,8.97,0.07,0.0,0.0,28-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
28-Dec-2018 - 00:00,,,,,,,,,,501.12,215.56,41.1,41.68,82.77,1.76,,36.3,9.47,0.09,0.0,0.01,29-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
29-Dec-2018 - 00:00,,,,,,,,,,552.91,226.91,79.37,53.01,132.37,2.49,,38.63,8.1,0.02,0.0,0.0,30-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
30-Dec-2018 - 00:00,,,,,,,,,,656.06,326.66,151.57,83.01,234.58,3.93,,42.91,0.0,0.07,0.0,0.0,31-Dec-2018 - 00:00,"North Campus, DU, Delhi - IMD"
31-Dec-2018 - 00:00,,,,,,,,,,903.91,349.51,156.94,83.01,239.99,3.85,,37.95,0.0,0.0,0.0,0.0,01-Jan-2019 - 00:00,"North Campus, DU, Delhi - IMD"
