from date,NO,NO2,NOx,Ozone,CO,NH3,PM10,PM2.5,SO2,to date,station
05-Jul-2018 - 00:00,89.89,73.83,112.1,24.46,2.34,184.85,120.79,72.6,5.73,06-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
06-Jul-2018 - 00:00,62.59,61.63,83.27,26.52,1.39,152.24,147.18,71.55,5.34,07-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
07-Jul-2018 - 00:00,63.32,61.79,84.33,27.18,1.41,150.19,108.98,95.92,5.01,08-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
08-Jul-2018 - 00:00,17.69,69.62,50.87,53.57,1.04,91.12,133.91,74.5,6.19,09-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
09-Jul-2018 - 00:00,61.45,80.1,94.49,29.25,1.43,173.23,230.34,91.54,5.91,10-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
10-Jul-2018 - 00:00,48.65,72.7,78.18,26.23,1.38,139.79,207.78,62.92,5.2,11-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
11-Jul-2018 - 00:00,83.14,57.66,100.14,17.84,1.42,170.44,170.78,55.76,5.28,12-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
12-Jul-2018 - 00:00,56.59,68.46,58.83,25.35,1.07,140.17,,47.71,5.21,13-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
13-Jul-2018 - 00:00,64.55,58.4,65.02,20.15,0.92,144.25,,44.42,5.12,14-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
14-Jul-2018 - 00:00,,,,,,,,,,15-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
15-Jul-2018 - 00:00,,,,,,,,,,16-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
16-Jul-2018 - 00:00,52.02,39.3,61.82,17.18,2.11,102.16,77.87,48.19,8.85,17-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
17-Jul-2018 - 00:00,50.53,39.71,61.1,16.25,1.52,105.41,95.42,38.8,7.24,18-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
18-Jul-2018 - 00:00,54.23,40.01,65.52,15.82,1.42,110.84,100.38,51.48,7.34,19-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
19-Jul-2018 - 00:00,44.83,33.67,54.74,16.5,1.5,90.81,73.51,33.67,7.07,20-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
20-Jul-2018 - 00:00,31.05,38.55,45.44,20.43,1.35,76.67,77.25,49.36,7.38,21-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
21-Jul-2018 - 00:00,56.55,39.54,66.37,17.21,1.59,110.17,85.42,57.44,7.28,22-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
22-Jul-2018 - 00:00,57.13,40.22,67.83,,1.33,111.8,58.48,37.09,7.28,23-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
23-Jul-2018 - 00:00,61.53,55.78,79.68,,1.59,135.41,72.34,44.65,7.04,24-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
24-Jul-2018 - 00:00,42.09,55.91,63.83,,1.44,105.1,88.96,54.28,7.5,25-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
25-Jul-2018 - 00:00,52.22,45.19,66.38,11.77,1.31,106.44,68.47,45.45,7.73,26-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
26-Jul-2018 - 00:00,41.71,31.02,50.33,11.95,1.19,81.89,55.32,37.39,6.62,27-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
27-Jul-2018 - 00:00,31.52,29.4,41.14,12.0,1.12,67.19,35.54,30.57,6.67,28-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
28-Jul-2018 - 00:00,27.51,39.26,40.5,11.38,0.61,71.06,55.71,42.87,6.91,29-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
29-Jul-2018 - 00:00,49.73,49.56,65.6,10.89,0.0,105.77,92.82,53.77,7.31,30-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
30-Jul-2018 - 00:00,39.74,37.23,51.83,12.23,1.16,87.18,88.26,51.9,7.03,31-Jul-2018 - 00:00,"ITO, Delhi - CPCB"
31-Jul-2018 - 00:00,37.46,33.99,48.32,11.57,1.09,82.76,124.58,61.76,8.01,01-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
01-Aug-2018 - 00:00,46.16,43.8,60.55,13.29,0.85,101.07,143.6,64.42,7.12,02-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
02-Aug-2018 - 00:00,41.32,34.27,51.54,10.67,0.55,85.54,184.88,77.09,7.33,03-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
03-Aug-2018 - 00:00,35.05,39.22,48.91,9.92,0.83,82.15,170.25,67.85,7.13,04-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
04-Aug-2018 - 00:00,37.06,37.49,47.41,5.84,0.52,86.35,173.49,71.14,6.78,05-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
05-Aug-2018 - 00:00,54.7,38.59,61.81,11.49,0.5,112.56,171.6,66.47,15.21,06-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
06-Aug-2018 - 00:00,56.96,30.26,63.42,10.75,0.5,104.76,93.5,64.38,6.09,07-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
07-Aug-2018 - 00:00,37.91,27.31,44.31,18.55,0.64,64.08,80.81,42.64,4.98,08-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
08-Aug-2018 - 00:00,61.86,55.87,80.24,10.74,0.89,78.44,77.66,43.73,3.12,09-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
09-Aug-2018 - 00:00,56.94,58.13,77.2,14.32,0.8,76.41,84.61,46.41,3.06,10-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
10-Aug-2018 - 00:00,88.74,66.26,100.98,19.37,1.0,106.14,115.29,63.52,3.25,11-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
11-Aug-2018 - 00:00,36.65,41.69,49.64,15.84,0.52,51.74,81.78,38.46,2.83,12-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
12-Aug-2018 - 00:00,43.11,60.72,64.89,14.49,0.48,65.82,73.66,33.88,3.05,13-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
13-Aug-2018 - 00:00,58.53,48.04,69.44,11.63,0.38,68.48,73.67,34.92,3.22,14-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
14-Aug-2018 - 00:00,10.12,33.1,25.69,42.52,0.33,25.95,98.75,57.88,2.95,15-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
15-Aug-2018 - 00:00,,,,,,,,,,16-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
16-Aug-2018 - 00:00,21.8,54.77,44.85,36.69,0.39,45.38,64.75,51.58,2.74,17-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
17-Aug-2018 - 00:00,57.91,50.65,77.22,16.61,0.5,74.04,61.0,36.0,2.68,18-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
18-Aug-2018 - 00:00,38.32,38.07,44.49,13.63,0.41,51.88,67.05,43.62,2.87,19-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
19-Aug-2018 - 00:00,42.1,41.56,49.83,13.39,0.55,57.27,82.34,64.79,2.97,20-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
20-Aug-2018 - 00:00,94.97,70.12,111.48,13.52,0.97,108.91,129.35,102.44,3.24,21-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
21-Aug-2018 - 00:00,,,,,,,,,,22-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
22-Aug-2018 - 00:00,,,,,,,,,,23-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
23-Aug-2018 - 00:00,18.51,26.91,29.23,14.27,0.22,37.17,58.89,39.79,1.74,24-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
24-Aug-2018 - 00:00,22.23,26.04,31.73,15.11,0.22,40.31,46.61,27.95,1.85,25-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
25-Aug-2018 - 00:00,17.2,23.44,26.26,18.94,0.27,32.6,44.22,21.62,1.76,26-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
26-Aug-2018 - 00:00,14.79,20.51,22.85,22.03,0.16,26.86,52.43,27.2,1.7,27-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
27-Aug-2018 - 00:00,25.07,28.52,35.45,17.28,0.34,44.08,46.21,31.9,1.76,28-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
28-Aug-2018 - 00:00,35.9,34.37,47.39,12.16,0.35,56.66,44.9,34.12,1.86,29-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
29-Aug-2018 - 00:00,38.77,33.15,47.79,9.17,0.37,58.09,47.91,33.3,1.81,30-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
30-Aug-2018 - 00:00,32.18,30.4,41.2,25.79,0.37,49.21,83.28,52.94,1.99,31-Aug-2018 - 00:00,"ITO, Delhi - CPCB"
31-Aug-2018 - 00:00,29.07,30.65,39.86,15.55,0.5,46.81,126.45,53.18,1.96,01-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
01-Sep-2018 - 00:00,5.3,33.3,0.22,9.81,0.45,25.1,143.0,0.75,1.84,02-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
02-Sep-2018 - 00:00,,,0.0,10.41,0.3,,,0.0,1.79,03-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
03-Sep-2018 - 00:00,,,0.0,8.93,0.48,,,0.0,1.98,04-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
04-Sep-2018 - 00:00,24.44,23.84,9.85,12.28,0.66,37.12,69.03,12.52,2.03,05-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
05-Sep-2018 - 00:00,23.86,25.63,32.82,16.37,0.52,37.91,69.82,40.0,1.8,06-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
06-Sep-2018 - 00:00,42.4,26.48,48.33,11.69,1.08,55.81,95.73,38.27,2.5,07-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
07-Sep-2018 - 00:00,47.21,36.04,57.49,14.02,2.69,64.01,83.64,55.92,3.29,08-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
08-Sep-2018 - 00:00,35.73,28.74,44.33,7.06,1.1,47.44,55.22,40.3,2.95,09-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
09-Sep-2018 - 00:00,34.58,28.99,43.53,10.24,0.76,46.89,48.4,32.19,2.51,10-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
10-Sep-2018 - 00:00,30.47,28.47,39.14,12.93,0.88,42.97,67.45,47.18,3.0,11-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
11-Sep-2018 - 00:00,17.88,19.21,19.03,22.66,0.72,24.43,44.2,25.69,2.61,12-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
12-Sep-2018 - 00:00,17.94,21.75,14.64,23.31,0.77,26.25,65.66,22.21,2.7,13-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
13-Sep-2018 - 00:00,17.81,19.97,24.41,24.48,0.42,19.15,59.43,33.26,6.65,14-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
14-Sep-2018 - 00:00,20.92,28.77,31.99,27.08,0.32,13.35,69.47,40.05,2.84,15-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
15-Sep-2018 - 00:00,26.96,31.01,18.1,23.75,0.39,14.99,73.35,20.51,3.18,16-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
16-Sep-2018 - 00:00,,,0.0,24.19,0.33,,,0.0,3.7,17-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
17-Sep-2018 - 00:00,12.08,36.11,15.88,35.98,0.59,12.51,114.88,36.69,2.96,18-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
18-Sep-2018 - 00:00,12.96,31.96,27.5,40.54,0.83,10.89,111.81,59.34,3.98,19-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
19-Sep-2018 - 00:00,37.09,43.74,47.95,35.57,1.0,21.51,115.53,52.57,4.13,20-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
20-Sep-2018 - 00:00,71.83,63.48,92.05,40.25,1.28,38.36,139.34,89.45,6.11,21-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
21-Sep-2018 - 00:00,35.62,43.37,52.0,14.84,0.92,22.5,70.98,46.03,3.31,22-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
22-Sep-2018 - 00:00,32.49,33.56,44.17,12.23,0.9,19.25,40.68,25.51,2.83,23-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
23-Sep-2018 - 00:00,24.99,37.87,40.35,18.73,0.87,17.63,46.1,34.72,2.84,24-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
24-Sep-2018 - 00:00,36.11,33.13,46.93,9.69,0.93,19.07,30.32,25.39,2.91,25-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
25-Sep-2018 - 00:00,20.68,37.68,36.73,14.4,0.87,15.81,38.26,28.59,3.03,26-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
26-Sep-2018 - 00:00,40.08,39.23,48.2,26.82,1.01,20.83,72.22,29.43,6.52,27-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
27-Sep-2018 - 00:00,91.97,45.09,98.73,31.88,1.45,37.81,127.0,85.88,3.25,28-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
28-Sep-2018 - 00:00,121.81,59.47,130.55,37.19,1.65,50.67,126.28,84.64,3.69,29-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
29-Sep-2018 - 00:00,83.31,55.89,97.34,42.52,1.33,37.89,168.59,94.92,4.54,30-Sep-2018 - 00:00,"ITO, Delhi - CPCB"
30-Sep-2018 - 00:00,18.36,37.64,34.67,40.53,0.85,14.51,100.03,65.96,4.12,01-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
01-Oct-2018 - 00:00,37.79,51.02,57.79,37.8,1.05,23.5,122.99,64.35,5.36,02-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
02-Oct-2018 - 00:00,53.23,48.38,68.98,35.91,1.1,27.19,143.36,80.11,3.92,03-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
03-Oct-2018 - 00:00,66.39,54.84,82.09,44.51,1.14,33.09,117.71,59.1,5.02,04-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
04-Oct-2018 - 00:00,46.76,65.22,59.09,55.8,0.93,31.09,153.08,87.54,8.46,05-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
05-Oct-2018 - 00:00,,,0.0,6.36,0.61,,,0.0,6.79,06-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
06-Oct-2018 - 00:00,60.92,56.73,75.01,27.41,1.24,32.08,148.38,82.93,4.78,07-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
07-Oct-2018 - 00:00,79.42,58.12,95.27,45.78,1.37,38.78,158.61,85.87,6.66,08-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
08-Oct-2018 - 00:00,86.02,72.86,108.6,40.89,1.48,45.18,201.08,120.22,7.55,09-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
09-Oct-2018 - 00:00,108.25,79.99,130.55,24.07,1.73,53.85,191.18,110.83,6.19,10-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
10-Oct-2018 - 00:00,61.79,68.82,86.85,19.56,1.37,37.11,157.03,88.09,5.42,11-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
11-Oct-2018 - 00:00,47.69,50.42,65.53,21.57,1.12,28.11,138.01,94.8,6.72,12-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
12-Oct-2018 - 00:00,49.12,53.71,68.19,35.13,1.15,30.39,119.3,79.23,6.74,13-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
13-Oct-2018 - 00:00,84.98,62.61,102.3,38.14,1.41,42.0,194.53,147.83,6.61,14-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
14-Oct-2018 - 00:00,53.26,54.18,71.56,43.36,1.3,31.41,139.61,95.71,5.31,15-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
15-Oct-2018 - 00:00,86.83,72.02,107.49,37.48,1.6,48.42,195.99,120.39,6.27,16-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
16-Oct-2018 - 00:00,168.83,90.91,185.58,25.92,2.2,76.78,256.83,165.16,7.52,17-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
17-Oct-2018 - 00:00,104.75,78.61,119.96,39.19,2.16,79.47,209.03,138.2,6.22,18-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
18-Oct-2018 - 00:00,225.32,102.37,236.27,15.61,2.31,106.76,218.82,131.36,6.38,19-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
19-Oct-2018 - 00:00,59.84,65.67,83.5,42.2,0.88,34.85,217.11,145.5,6.97,20-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
20-Oct-2018 - 00:00,58.69,64.44,81.96,39.17,0.85,34.82,235.65,165.01,8.87,21-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
21-Oct-2018 - 00:00,76.89,64.05,96.57,29.78,0.95,40.54,215.25,152.99,8.65,22-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
22-Oct-2018 - 00:00,62.51,58.59,81.84,37.6,0.81,33.99,176.44,113.56,5.71,23-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
23-Oct-2018 - 00:00,77.24,65.41,97.51,40.28,1.02,41.37,193.33,125.64,6.46,24-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
24-Oct-2018 - 00:00,154.67,94.79,176.09,33.36,1.69,75.65,223.8,158.34,9.14,25-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
25-Oct-2018 - 00:00,185.61,95.97,201.9,31.72,1.8,85.72,276.26,163.96,11.67,26-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
26-Oct-2018 - 00:00,184.96,92.29,204.81,25.78,2.05,89.35,292.05,210.38,9.0,27-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
27-Oct-2018 - 00:00,192.45,104.5,211.93,31.72,1.93,90.12,270.35,197.23,7.37,28-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
28-Oct-2018 - 00:00,134.88,74.22,148.94,42.31,1.55,63.13,274.6,200.04,6.44,29-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
29-Oct-2018 - 00:00,135.01,81.96,153.19,36.74,1.68,65.49,311.86,235.38,6.38,30-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
30-Oct-2018 - 00:00,169.14,100.07,140.15,28.61,1.62,80.46,340.19,187.38,8.38,31-Oct-2018 - 00:00,"ITO, Delhi - CPCB"
31-Oct-2018 - 00:00,205.83,92.73,216.3,28.81,2.13,92.53,266.51,216.67,7.02,01-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
01-Nov-2018 - 00:00,188.85,97.85,205.2,18.43,2.1,89.71,284.03,202.17,7.05,02-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
02-Nov-2018 - 00:00,117.68,86.53,135.4,22.12,1.61,63.87,335.31,219.45,9.21,03-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
03-Nov-2018 - 00:00,49.89,58.57,67.0,23.77,1.15,30.36,244.29,161.58,4.57,04-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
04-Nov-2018 - 00:00,21.47,44.12,39.67,51.42,0.61,17.85,140.18,104.78,6.7,05-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
05-Nov-2018 - 00:00,23.08,51.57,45.86,29.23,1.3,18.59,434.01,386.1,3.7,06-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
06-Nov-2018 - 00:00,16.57,47.67,37.95,36.22,0.87,17.22,224.73,165.19,4.5,07-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
07-Nov-2018 - 00:00,32.39,44.77,49.83,46.17,1.12,19.91,229.74,174.73,5.26,08-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
08-Nov-2018 - 00:00,175.92,76.46,183.44,18.57,2.59,68.32,468.87,600.24,9.92,09-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
09-Nov-2018 - 00:00,172.6,90.69,201.63,28.59,3.14,76.84,352.64,285.31,5.56,10-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
10-Nov-2018 - 00:00,216.97,99.4,229.64,15.08,3.39,83.44,339.1,268.45,6.63,11-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
11-Nov-2018 - 00:00,209.97,88.99,200.22,28.37,3.39,79.88,332.17,256.84,4.94,12-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
12-Nov-2018 - 00:00,163.54,97.07,106.37,29.67,3.43,70.49,368.38,148.25,5.81,13-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
13-Nov-2018 - 00:00,162.61,84.96,177.29,10.51,2.96,66.51,362.65,259.07,5.98,14-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
14-Nov-2018 - 00:00,78.73,63.95,97.82,13.09,1.6,38.19,188.99,141.51,3.49,15-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
15-Nov-2018 - 00:00,36.15,51.86,56.07,23.48,0.91,23.39,158.58,111.34,4.28,16-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
16-Nov-2018 - 00:00,10.41,47.91,32.72,34.34,0.63,14.54,170.99,127.76,2.63,17-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
17-Nov-2018 - 00:00,7.7,66.6,41.17,18.69,0.74,13.3,173.0,120.0,2.61,18-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
18-Nov-2018 - 00:00,7.7,66.6,41.17,18.69,0.74,13.3,173.0,118.75,2.61,19-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
19-Nov-2018 - 00:00,41.76,72.64,72.1,20.22,1.14,27.9,209.82,145.14,3.45,20-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
20-Nov-2018 - 00:00,83.8,73.73,104.6,28.29,1.5,41.63,306.16,242.1,5.61,21-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
21-Nov-2018 - 00:00,57.99,60.35,78.34,28.38,1.23,31.12,269.94,210.1,4.03,22-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
22-Nov-2018 - 00:00,136.62,77.53,152.2,19.31,1.71,56.55,191.04,120.36,4.89,23-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
23-Nov-2018 - 00:00,105.17,66.44,120.07,26.88,1.44,45.18,241.51,183.33,5.18,24-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
24-Nov-2018 - 00:00,23.79,46.36,42.61,31.62,0.6,18.11,144.84,100.26,5.11,25-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
25-Nov-2018 - 00:00,109.54,61.16,120.75,26.15,1.59,45.38,212.07,137.92,5.79,26-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
26-Nov-2018 - 00:00,215.21,80.67,217.63,22.62,2.6,79.55,302.81,208.0,8.27,27-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
27-Nov-2018 - 00:00,275.2,92.86,281.16,10.25,3.68,108.28,308.73,199.36,6.77,28-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
28-Nov-2018 - 00:00,225.75,82.86,224.46,12.24,2.88,83.29,303.73,212.69,7.65,29-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
29-Nov-2018 - 00:00,109.87,71.04,126.55,22.75,1.98,46.37,313.47,223.58,3.57,30-Nov-2018 - 00:00,"ITO, Delhi - CPCB"
30-Nov-2018 - 00:00,80.56,61.49,97.86,21.97,1.57,36.58,329.89,241.86,3.89,01-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
01-Dec-2018 - 00:00,82.11,57.82,97.22,23.63,1.32,36.81,235.22,146.34,4.67,02-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
02-Dec-2018 - 00:00,179.69,69.95,180.04,22.39,2.32,67.41,267.68,165.11,5.31,03-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
03-Dec-2018 - 00:00,169.19,67.8,173.31,19.75,2.51,63.58,270.48,178.7,5.11,04-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
04-Dec-2018 - 00:00,185.97,73.53,185.86,16.59,2.83,68.44,304.72,206.73,5.97,05-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
05-Dec-2018 - 00:00,169.29,62.07,162.83,19.02,2.4,61.65,267.79,182.94,3.82,06-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
06-Dec-2018 - 00:00,202.46,76.6,201.45,18.08,2.95,73.63,318.06,224.89,6.8,07-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
07-Dec-2018 - 00:00,127.74,59.54,128.66,18.47,1.76,48.65,297.58,211.52,3.82,08-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
08-Dec-2018 - 00:00,120.96,58.22,120.55,20.54,2.06,46.82,309.24,227.91,5.96,09-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
09-Dec-2018 - 00:00,178.13,68.15,172.48,19.74,2.78,67.12,344.04,250.33,5.56,10-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
10-Dec-2018 - 00:00,203.59,73.88,190.06,10.64,2.98,73.92,374.79,274.88,5.26,11-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
11-Dec-2018 - 00:00,184.36,73.88,183.18,11.33,2.71,68.62,376.66,288.49,4.48,12-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
12-Dec-2018 - 00:00,78.97,53.17,90.84,7.45,1.57,34.44,276.39,205.96,5.96,13-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
13-Dec-2018 - 00:00,26.86,37.28,40.97,18.54,0.75,16.75,131.11,95.82,3.44,14-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
14-Dec-2018 - 00:00,23.34,36.44,36.79,11.92,0.93,17.4,150.68,111.64,4.11,15-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
15-Dec-2018 - 00:00,18.1,30.96,30.91,10.24,1.22,18.43,169.51,129.18,6.46,16-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
16-Dec-2018 - 00:00,30.97,33.76,42.93,13.7,1.48,24.08,214.24,162.25,6.09,17-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
17-Dec-2018 - 00:00,67.45,41.72,76.84,10.88,2.21,41.47,267.69,193.07,7.25,18-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
18-Dec-2018 - 00:00,49.8,36.09,58.8,14.55,2.1,33.66,275.6,200.0,8.2,19-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
19-Dec-2018 - 00:00,56.02,37.5,65.33,10.75,2.23,34.98,268.71,195.33,7.11,20-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
20-Dec-2018 - 00:00,104.96,45.72,109.55,9.8,3.38,58.17,349.48,265.26,9.13,21-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
21-Dec-2018 - 00:00,76.37,36.77,81.27,11.32,2.87,44.96,332.9,258.87,7.66,22-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
22-Dec-2018 - 00:00,130.38,43.68,122.22,9.17,4.0,68.6,433.16,331.5,8.49,23-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
23-Dec-2018 - 00:00,163.23,54.39,161.62,12.94,5.12,82.78,504.15,404.23,9.72,24-Dec-2018 - 00:00,"ITO, Delhi - CPCB"
