from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,MP-Xylene,AT,RH,WS,WD,SR,BP,RF,to date,station
27-Jul-2018 - 00:00,33.45,0.3,9.66,0.4,22.99,12.57,62.9,7.89,21.43,87.32,0.06,0.26,0.47,0.31,28.19,63.17,1.93,244.56,91.21,742.0,0.0,28-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Jul-2018 - 00:00,33.41,0.3,9.89,0.39,22.93,12.52,63.28,7.73,18.93,79.8,0.03,0.25,0.49,0.31,28.79,61.31,2.25,265.47,132.19,742.0,0.0,29-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Jul-2018 - 00:00,33.44,0.31,9.97,0.41,23.0,12.58,61.91,7.67,30.28,109.18,0.05,0.23,0.47,0.31,29.57,59.35,2.26,272.14,138.29,741.85,0.0,30-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Jul-2018 - 00:00,33.52,0.28,10.44,0.37,23.02,12.55,59.7,8.07,27.88,105.82,0.04,0.23,0.44,0.3,30.08,55.0,2.46,293.8,148.45,741.84,0.0,31-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
31-Jul-2018 - 00:00,33.6,0.49,10.56,0.66,22.74,12.63,60.54,8.27,23.84,91.6,0.05,0.23,0.45,0.3,29.5,56.93,2.67,279.29,127.82,741.74,0.0,01-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Aug-2018 - 00:00,33.58,0.6,10.64,0.81,22.51,12.63,62.02,7.7,30.74,123.64,0.04,0.23,0.44,0.29,30.04,54.39,2.65,289.68,143.46,741.88,0.0,02-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Aug-2018 - 00:00,33.59,0.64,10.71,0.86,22.39,12.61,57.48,7.74,38.64,144.11,0.04,0.2,0.44,0.3,29.98,55.19,2.57,296.02,119.88,742.0,0.0,03-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Aug-2018 - 00:00,33.31,0.69,10.62,0.93,22.35,12.64,56.89,7.71,36.22,118.84,0.03,0.2,0.41,0.28,30.33,54.44,3.05,298.8,173.53,742.0,0.0,04-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Aug-2018 - 00:00,33.3,0.8,10.68,1.07,22.41,12.79,55.46,7.68,18.57,86.95,0.02,0.19,0.41,0.29,30.33,53.86,2.76,284.84,172.67,742.0,0.0,05-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Aug-2018 - 00:00,33.41,0.7,10.74,0.93,22.28,12.61,56.04,7.65,19.8,85.8,0.03,0.16,0.41,0.3,29.74,54.3,2.81,298.49,134.65,742.0,0.0,06-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Aug-2018 - 00:00,33.48,0.79,10.85,1.05,22.27,12.71,54.09,7.86,24.2,86.96,0.01,0.18,0.41,0.3,29.74,54.47,3.05,301.1,127.58,741.78,0.0,07-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Aug-2018 - 00:00,33.52,0.91,10.9,1.23,22.29,12.86,54.63,8.37,21.2,64.94,0.05,0.2,0.41,0.29,28.4,59.02,2.71,311.67,58.16,741.21,0.0,08-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Aug-2018 - 00:00,33.46,0.85,10.74,1.15,22.13,12.7,50.97,7.3,19.67,54.39,0.02,0.2,0.4,0.29,26.91,66.5,2.53,295.21,52.59,741.12,0.0,09-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Aug-2018 - 00:00,33.62,0.84,10.94,1.13,22.14,12.7,50.9,7.67,17.76,59.45,0.02,0.2,0.39,0.29,29.05,60.3,2.67,293.08,127.01,741.93,0.0,10-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Aug-2018 - 00:00,33.79,0.73,10.84,0.97,22.11,12.56,52.52,7.92,13.1,38.61,0.01,0.18,0.39,0.29,28.22,63.85,3.01,303.33,76.89,742.0,0.0,11-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Aug-2018 - 00:00,33.26,0.81,10.86,1.09,21.99,12.58,65.59,7.77,13.23,31.4,0.01,0.18,0.38,0.29,26.37,70.33,3.03,303.5,24.47,741.77,0.0,12-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Aug-2018 - 00:00,33.06,0.82,10.91,1.11,21.96,12.58,77.8,7.56,9.35,24.74,0.01,0.15,0.36,0.26,25.94,72.7,2.65,293.02,35.9,741.33,0.0,13-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Aug-2018 - 00:00,33.24,0.78,10.92,1.05,22.01,12.56,67.9,7.39,9.23,29.16,0.02,0.21,0.39,0.27,27.44,67.59,2.41,280.59,116.62,741.39,0.01,14-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Aug-2018 - 00:00,33.23,0.91,10.89,1.23,22.16,12.79,66.73,7.47,18.29,65.35,0.03,0.24,0.42,0.27,28.29,65.62,2.62,294.71,125.2,741.4,0.02,15-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Aug-2018 - 00:00,33.37,0.91,11.08,1.22,22.0,12.69,71.3,7.94,28.26,81.8,0.01,0.2,0.42,0.3,27.3,69.73,2.45,310.08,32.24,741.12,0.0,16-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Aug-2018 - 00:00,41.48,1.24,14.28,1.66,22.28,13.2,203.0,12.3,7.14,12.59,0.05,0.34,1.6,1.04,26.84,72.44,3.15,224.97,58.39,741.0,0.4,17-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Aug-2018 - 00:00,37.24,1.11,12.96,1.5,22.39,13.12,142.24,16.13,3.66,7.74,0.02,0.37,1.51,0.67,25.8,73.31,3.42,300.11,24.94,741.8,1.33,18-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Aug-2018 - 00:00,28.87,0.34,10.48,0.56,21.95,12.13,79.7,8.48,14.94,32.57,0.0,0.16,0.3,0.21,25.82,73.31,2.31,319.16,35.58,741.4,0.8,19-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Aug-2018 - 00:00,32.19,0.25,10.54,0.54,21.92,12.09,89.05,7.29,15.49,43.47,0.0,0.16,0.38,0.29,27.2,69.19,2.68,323.53,55.54,741.46,0.07,20-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Aug-2018 - 00:00,32.13,0.23,10.47,0.66,21.86,12.16,98.79,7.81,11.35,22.17,0.0,0.15,0.39,0.3,25.78,74.19,2.81,313.51,13.46,741.2,0.03,21-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Aug-2018 - 00:00,34.38,0.21,11.27,0.89,22.11,12.47,113.46,9.3,6.34,16.98,0.0,0.16,0.49,0.4,25.68,71.04,3.33,307.69,61.21,741.62,0.11,22-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Aug-2018 - 00:00,32.0,0.23,9.39,1.05,22.08,12.61,45.58,8.06,12.43,40.86,0.01,0.15,0.29,0.24,27.92,63.9,2.61,303.46,123.89,742.0,0.09,23-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Aug-2018 - 00:00,31.61,0.17,9.44,1.14,21.99,12.61,33.47,7.44,13.24,50.56,0.0,0.15,0.28,0.19,27.91,64.68,2.79,310.19,66.84,742.0,0.04,24-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Aug-2018 - 00:00,31.51,0.21,9.37,1.1,21.98,12.58,29.8,7.5,16.7,67.49,0.01,0.14,0.28,0.2,28.5,61.99,2.68,317.58,110.59,742.0,0.02,25-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Aug-2018 - 00:00,31.4,0.19,9.39,1.06,21.95,12.54,35.84,7.65,16.93,68.81,0.0,0.14,0.29,0.2,28.77,61.45,2.66,308.08,143.01,742.0,0.01,26-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Aug-2018 - 00:00,36.57,0.42,6.99,1.82,22.17,13.11,107.64,16.18,17.5,47.79,0.0,0.26,1.05,0.46,27.5,65.8,3.16,285.43,57.46,741.87,0.01,27-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Aug-2018 - 00:00,29.56,0.25,9.44,1.15,21.84,12.54,48.76,7.61,12.62,37.2,0.0,0.13,0.25,0.18,25.96,71.36,2.24,293.08,44.27,742.0,0.04,28-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Aug-2018 - 00:00,38.09,0.41,13.51,1.82,22.36,13.37,110.27,14.45,23.28,66.83,0.01,0.26,0.9,0.46,26.76,70.2,1.81,293.25,49.39,741.95,0.02,29-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Aug-2018 - 00:00,31.15,0.27,9.35,1.14,22.06,12.66,51.12,8.32,30.76,112.3,0.0,0.16,0.29,0.21,28.87,63.14,2.19,294.96,155.29,742.0,0.02,30-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Aug-2018 - 00:00,31.54,0.21,9.5,0.86,22.15,12.48,57.0,7.64,26.41,85.54,0.0,0.12,0.25,0.17,28.39,63.58,2.63,299.32,122.68,742.0,0.0,31-Aug-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
31-Aug-2018 - 00:00,31.49,0.19,9.5,0.91,21.96,12.42,58.67,7.34,16.9,51.93,0.0,0.18,0.36,0.22,26.89,66.28,2.65,289.68,45.88,742.0,0.0,01-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Sep-2018 - 00:00,31.82,0.21,9.63,1.02,22.0,12.53,54.8,7.9,15.9,57.12,0.0,0.17,0.38,0.29,27.66,64.14,2.6,299.44,106.22,742.0,0.02,02-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Sep-2018 - 00:00,32.02,0.22,9.56,0.97,21.9,12.44,52.83,7.23,13.73,43.2,0.0,0.15,0.43,0.34,27.82,64.14,2.38,267.7,123.05,742.0,0.0,03-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Sep-2018 - 00:00,31.97,0.26,9.59,1.23,22.03,12.71,53.28,7.58,15.61,62.73,0.01,0.19,0.44,0.3,28.82,60.82,2.24,299.16,147.81,742.01,0.0,04-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Sep-2018 - 00:00,32.04,0.21,9.57,1.17,22.13,12.73,53.38,8.22,16.24,68.33,0.01,0.2,0.38,0.26,29.1,58.74,2.7,303.2,147.03,742.1,0.0,05-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Sep-2018 - 00:00,32.14,0.2,9.59,1.04,22.14,12.62,51.25,7.76,19.72,76.16,0.0,0.17,0.39,0.28,28.65,59.02,2.76,307.16,124.98,742.0,0.0,06-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Sep-2018 - 00:00,31.96,0.21,9.58,0.98,22.09,12.54,52.03,7.99,22.77,68.92,0.0,0.18,0.34,0.26,26.6,65.81,2.86,295.7,49.31,742.0,0.01,07-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Sep-2018 - 00:00,31.57,0.26,9.62,1.06,22.03,12.57,54.97,7.74,21.75,52.11,0.0,0.19,0.34,0.25,24.98,70.43,2.6,292.95,49.16,742.0,0.01,08-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Sep-2018 - 00:00,31.22,0.36,9.59,1.69,22.13,13.14,55.35,8.52,26.44,93.39,0.02,0.29,0.44,0.3,28.04,59.62,1.7,263.12,179.11,742.16,0.0,09-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Sep-2018 - 00:00,31.07,0.26,9.52,1.28,22.09,12.78,54.14,7.69,28.04,91.77,0.01,0.21,0.4,0.3,28.87,60.4,1.62,179.99,189.8,742.35,0.12,10-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Sep-2018 - 00:00,31.34,0.29,9.48,1.16,22.43,12.88,56.86,7.83,37.05,100.25,0.0,0.21,0.38,0.28,30.16,58.16,1.19,226.5,177.41,742.77,0.25,11-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Sep-2018 - 00:00,31.71,0.34,9.38,1.59,22.49,13.25,57.3,8.58,37.98,110.04,0.01,0.26,0.41,0.28,35.02,57.48,1.35,303.42,186.8,742.85,0.12,12-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Sep-2018 - 00:00,31.59,0.33,9.65,1.25,22.4,12.94,51.72,8.37,29.21,80.72,0.0,0.22,0.35,0.24,40.38,60.16,1.61,232.78,181.46,742.27,0.02,13-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Sep-2018 - 00:00,31.55,0.24,9.62,1.2,22.28,12.83,52.14,7.97,30.35,78.61,0.0,0.22,0.39,0.29,41.95,58.62,1.5,200.69,184.27,742.21,0.02,14-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Sep-2018 - 00:00,31.81,0.31,9.56,1.81,22.72,13.56,53.27,8.8,35.62,106.01,0.01,0.25,0.38,0.24,33.36,55.35,1.38,182.78,195.09,742.36,0.0,15-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Sep-2018 - 00:00,31.83,0.37,9.63,1.65,22.56,13.35,48.1,8.47,34.51,108.2,0.02,0.28,0.39,0.24,32.03,55.19,1.57,203.24,184.71,742.31,0.01,16-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Sep-2018 - 00:00,31.64,0.25,9.7,1.39,22.32,13.0,48.53,8.11,28.0,89.06,0.0,0.22,0.37,0.26,31.47,57.4,1.54,210.77,127.7,742.12,0.01,17-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Sep-2018 - 00:00,31.44,0.23,9.52,0.94,22.4,12.67,58.7,7.79,29.09,93.31,0.0,0.21,0.31,0.19,30.71,57.45,2.11,145.53,18.85,741.9,0.03,18-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Sep-2018 - 00:00,31.48,0.21,9.11,0.43,22.44,12.28,63.01,7.93,26.44,73.22,0.0,0.16,0.3,0.2,30.71,56.98,2.24,214.14,157.46,742.0,0.01,19-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Sep-2018 - 00:00,31.68,0.36,9.16,0.51,22.77,12.51,64.61,7.91,39.22,117.48,0.01,0.18,0.33,0.22,31.51,55.46,1.87,177.75,146.82,742.0,0.02,20-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Sep-2018 - 00:00,31.57,0.67,9.34,0.61,23.31,12.9,67.15,7.8,41.05,143.51,0.01,0.28,0.36,0.25,31.1,55.6,2.06,225.64,120.74,741.89,0.02,21-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Sep-2018 - 00:00,31.43,0.89,9.27,0.49,22.77,12.51,69.88,8.15,29.12,53.01,0.0,0.17,0.29,0.27,27.48,70.65,3.22,255.57,33.74,741.05,0.02,22-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Sep-2018 - 00:00,31.33,0.97,8.99,0.48,22.59,12.39,75.1,7.86,28.54,51.25,0.0,0.11,0.21,0.21,28.29,65.93,4.02,158.41,135.78,742.06,0.01,23-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Sep-2018 - 00:00,31.28,1.56,9.21,0.5,22.75,12.5,76.49,8.01,32.58,60.38,0.02,0.13,0.23,0.25,29.64,63.43,2.52,137.0,175.23,743.0,0.01,24-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Sep-2018 - 00:00,31.3,1.74,9.3,0.57,22.91,12.65,72.12,7.49,29.28,58.73,0.02,0.16,0.23,0.23,29.8,64.71,1.81,169.24,152.51,742.88,0.01,25-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Sep-2018 - 00:00,31.21,1.59,9.51,0.66,23.43,13.0,76.22,7.72,34.65,89.45,0.01,0.27,0.33,0.25,31.25,59.99,1.57,268.89,184.19,742.68,0.03,26-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Sep-2018 - 00:00,31.12,1.25,9.61,0.68,23.44,13.02,70.44,8.22,33.77,108.14,0.01,0.2,0.26,0.19,31.87,58.77,1.49,203.88,165.16,742.27,0.03,27-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Sep-2018 - 00:00,30.94,1.25,9.67,0.72,23.13,12.88,60.81,7.82,44.92,105.66,0.01,0.2,0.26,0.2,31.24,60.1,1.29,146.95,136.47,742.47,0.0,28-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Sep-2018 - 00:00,30.97,1.23,9.75,0.71,23.12,12.86,58.05,8.0,36.29,105.75,0.01,0.2,0.24,0.17,31.47,57.06,1.4,121.44,170.25,742.57,0.01,29-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Sep-2018 - 00:00,31.96,0.8,9.74,10.12,19.63,17.48,55.38,8.21,36.67,115.83,0.0,0.25,0.35,0.23,31.69,57.15,1.47,103.05,152.86,742.77,0.02,30-Sep-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Sep-2018 - 00:00,28.14,0.83,9.76,2.98,16.07,10.96,46.18,8.25,36.09,108.16,0.0,0.12,0.15,0.11,31.03,54.73,1.55,153.55,173.1,743.0,0.01,01-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Oct-2018 - 00:00,29.86,0.98,9.82,6.52,17.62,14.68,50.94,8.15,43.33,118.47,0.0,0.19,0.21,0.13,30.85,55.94,1.27,90.18,178.44,743.0,0.01,02-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Oct-2018 - 00:00,31.73,0.83,9.9,2.33,13.34,8.99,51.11,7.64,43.74,96.83,0.0,0.15,0.25,0.2,30.38,57.29,1.44,131.51,165.97,743.0,0.01,03-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Oct-2018 - 00:00,31.54,0.71,9.93,2.95,14.58,10.16,47.94,8.07,45.62,107.44,0.0,0.18,0.24,0.16,30.8,54.2,1.39,151.31,208.94,743.0,0.0,04-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Oct-2018 - 00:00,31.04,0.79,9.88,3.18,15.52,10.84,48.89,8.19,41.49,103.3,0.0,0.19,0.26,0.19,31.17,55.3,1.48,88.5,167.71,743.0,0.0,05-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Oct-2018 - 00:00,31.24,0.76,10.05,2.95,13.5,9.58,46.15,8.15,36.13,91.24,0.0,0.16,0.24,0.17,29.94,55.94,1.46,83.24,183.23,743.0,0.01,06-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Oct-2018 - 00:00,31.23,0.62,10.14,5.94,16.64,13.67,47.39,8.32,47.64,118.93,0.0,0.2,0.26,0.16,29.89,54.88,1.48,148.22,161.78,742.91,0.0,07-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Oct-2018 - 00:00,31.41,0.71,10.18,4.84,15.99,12.43,44.67,8.08,50.07,117.68,0.01,0.2,0.27,0.19,29.47,54.01,1.43,128.36,161.81,742.79,0.0,08-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Oct-2018 - 00:00,31.52,0.57,10.25,8.54,14.29,14.55,44.5,9.02,52.47,130.57,0.01,0.22,0.28,0.16,29.22,53.69,1.13,180.3,177.17,742.52,0.0,09-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Oct-2018 - 00:00,31.78,0.6,10.21,9.23,14.51,14.67,46.48,8.19,52.76,140.82,0.02,0.28,0.31,0.16,28.24,55.79,1.44,193.43,181.25,742.31,0.0,10-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Oct-2018 - 00:00,31.15,0.46,9.84,1.96,15.63,8.67,46.68,7.6,37.66,139.07,0.0,0.18,0.19,0.08,30.62,43.29,2.54,159.52,230.36,742.0,0.0,11-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Oct-2018 - 00:00,31.61,0.33,10.12,1.74,16.95,10.35,51.0,8.63,45.64,133.06,0.0,0.18,0.24,0.12,27.71,51.35,2.45,238.19,151.04,742.0,0.0,12-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Oct-2018 - 00:00,32.03,0.75,10.31,2.19,13.58,8.48,48.61,7.49,27.67,83.38,0.0,0.15,0.21,0.12,29.77,50.52,2.5,128.53,227.09,742.0,0.0,13-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Oct-2018 - 00:00,32.26,0.21,10.31,2.36,10.54,7.5,46.48,7.85,29.99,71.79,0.0,0.14,0.25,0.18,28.35,55.74,1.91,222.06,200.27,742.49,0.0,14-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Oct-2018 - 00:00,32.17,0.41,9.91,2.12,11.33,7.54,49.7,7.33,18.86,60.89,0.0,0.1,0.2,0.14,30.47,45.72,1.89,133.78,223.1,742.74,0.0,15-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Oct-2018 - 00:00,32.54,0.51,10.0,4.14,12.59,10.06,49.73,7.82,41.31,112.65,0.0,0.19,0.27,0.16,28.16,51.92,1.48,98.67,169.57,743.0,0.0,16-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Oct-2018 - 00:00,32.57,0.52,10.3,2.09,11.88,7.91,46.63,7.82,40.65,115.16,0.01,0.18,0.3,0.21,28.21,50.64,1.36,98.61,162.82,743.0,0.05,17-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Oct-2018 - 00:00,32.2,0.35,10.39,2.22,11.82,8.02,44.62,7.7,37.8,103.56,0.01,0.21,0.28,0.17,27.85,52.36,1.42,98.5,154.26,742.99,0.0,18-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Oct-2018 - 00:00,32.03,0.37,10.27,2.97,11.37,8.46,44.3,7.75,49.11,110.36,0.0,0.22,0.31,0.2,24.3,63.31,0.87,108.5,39.22,743.0,0.0,19-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Oct-2018 - 00:00,32.85,0.48,10.4,1.94,11.0,7.44,41.57,7.49,41.93,116.34,0.0,0.16,0.26,0.16,30.92,46.4,1.48,115.48,212.57,743.0,0.0,20-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Oct-2018 - 00:00,31.29,0.54,10.2,5.29,11.82,10.58,36.66,8.48,53.19,140.45,0.01,0.21,0.3,0.17,28.72,53.33,1.25,139.53,151.99,743.0,0.0,21-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Oct-2018 - 00:00,30.14,0.57,10.16,6.49,12.34,11.84,35.07,8.07,67.42,158.94,0.02,0.22,0.27,0.13,28.81,52.82,1.07,127.57,132.1,743.0,0.0,22-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Oct-2018 - 00:00,31.67,0.59,10.37,7.52,12.64,12.84,40.11,8.48,64.61,161.02,0.03,0.26,0.32,0.18,29.15,52.43,1.19,157.61,146.14,743.0,0.0,23-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Oct-2018 - 00:00,31.81,0.46,10.52,2.68,13.15,9.16,37.41,8.14,64.22,157.8,0.0,0.18,0.26,0.16,28.81,50.97,1.41,157.36,137.46,743.0,0.0,24-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Oct-2018 - 00:00,31.56,0.45,10.66,2.49,12.27,8.54,38.72,8.06,52.52,130.31,0.0,0.13,0.2,0.11,28.01,49.7,1.52,150.41,147.86,743.0,0.0,25-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Oct-2018 - 00:00,31.64,0.57,10.47,6.38,12.52,11.73,37.62,7.94,53.75,137.61,0.02,0.22,0.28,0.17,27.5,49.69,1.41,162.1,152.21,743.08,0.0,26-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Oct-2018 - 00:00,31.77,0.43,10.4,4.9,12.72,10.75,38.49,8.24,41.07,113.12,0.01,0.21,0.26,0.14,27.32,46.54,1.2,180.83,145.98,743.15,0.0,27-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Oct-2018 - 00:00,31.31,0.45,10.48,6.66,14.2,12.97,37.76,8.72,50.51,138.66,0.01,0.19,0.26,0.14,27.23,48.27,1.18,165.07,148.19,743.15,0.0,28-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Oct-2018 - 00:00,30.07,0.34,10.88,3.32,13.04,9.63,32.08,8.31,46.12,110.09,0.01,0.15,0.2,0.08,26.69,46.79,1.83,97.33,144.43,743.08,0.0,29-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Oct-2018 - 00:00,31.44,0.37,10.91,2.6,14.73,9.94,38.29,8.63,48.05,125.47,0.0,0.13,0.17,0.05,26.0,45.72,2.1,182.56,150.14,743.0,0.0,30-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Oct-2018 - 00:00,32.38,0.34,10.75,4.8,14.08,11.39,46.54,8.62,46.7,112.89,0.0,0.14,0.19,0.09,26.37,48.59,1.79,126.76,149.71,743.0,0.0,31-Oct-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
31-Oct-2018 - 00:00,31.97,0.39,11.44,3.62,11.4,9.01,46.81,7.86,43.97,98.15,0.0,0.08,0.16,0.09,26.82,52.84,2.44,186.55,176.46,743.0,0.0,01-Nov-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Nov-2018 - 00:00,31.39,0.34,10.8,4.17,11.31,9.41,42.12,7.71,31.15,79.25,0.0,0.1,0.16,0.07,27.54,54.68,1.91,172.21,144.14,743.0,0.0,02-Nov-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Nov-2018 - 00:00,30.71,0.45,10.73,5.6,11.48,10.53,40.66,8.17,24.98,72.84,0.0,0.15,0.16,0.03,28.3,53.95,1.53,131.52,137.42,743.0,0.0,03-Nov-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Nov-2018 - 00:00,28.64,0.39,10.68,7.39,9.92,11.28,44.22,8.41,35.41,89.74,0.01,0.17,0.2,0.05,29.47,54.42,1.48,119.5,131.06,743.0,0.0,04-Nov-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Nov-2018 - 00:00,29.56,0.35,10.63,4.65,9.05,8.59,41.1,8.12,25.73,58.67,0.0,0.1,0.19,0.1,29.69,55.9,1.61,164.27,122.08,743.0,0.0,05-Nov-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Nov-2018 - 00:00,30.48,0.43,10.89,4.72,9.85,9.07,40.18,7.69,36.12,82.14,0.0,0.13,0.19,0.12,29.28,54.64,1.51,155.01,127.96,743.0,0.0,06-Nov-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Nov-2018 - 00:00,30.52,0.49,10.94,4.39,10.81,9.31,38.34,8.38,54.8,103.98,0.0,0.14,0.23,0.16,29.43,54.14,1.29,188.69,121.4,743.0,0.0,07-Nov-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
