from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,VWS,Benzene,Toluene,P-Xylene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
27-Aug-2018 - 00:00,29.34,978.51,37.84,14.54,94.73,230.34,197.18,1.33,,0.61,58.6,,20.13,1.61,5.59,8.03,0.79,22.73,5.05,28-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
28-Aug-2018 - 00:00,28.8,979.59,56.12,30.62,97.29,202.23,241.61,1.67,,0.51,62.33,,21.38,3.43,10.01,13.55,1.08,17.59,6.39,29-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
29-Aug-2018 - 00:00,28.56,980.59,62.88,33.17,97.57,163.57,202.16,1.15,,0.87,66.41,,25.86,3.83,13.5,19.5,1.04,27.53,5.51,30-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
30-Aug-2018 - 00:00,30.42,978.49,89.67,35.83,92.06,254.07,96.69,1.22,,0.59,75.43,,25.65,12.41,21.46,21.32,1.17,35.1,5.44,31-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
31-Aug-2018 - 00:00,30.59,978.67,149.25,42.46,91.42,235.15,131.05,1.65,,0.68,72.46,,24.93,2.91,11.99,18.06,0.89,22.72,4.8,01-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
01-Sep-2018 - 00:00,27.54,980.89,93.58,39.75,99.12,115.68,186.36,1.24,,0.93,88.72,,24.08,2.21,12.23,19.6,1.15,22.73,7.25,02-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
02-Sep-2018 - 00:00,26.54,980.58,65.5,43.0,99.3,124.11,172.65,1.43,,0.91,78.26,,28.37,1.76,8.22,12.75,0.92,14.92,5.78,03-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
03-Sep-2018 - 00:00,26.45,980.82,64.17,42.92,99.2,104.19,192.22,0.94,,1.93,80.55,,25.27,4.87,13.73,18.33,1.41,14.98,6.68,04-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
04-Sep-2018 - 00:00,27.51,981.41,113.12,69.33,98.62,197.55,134.01,1.05,,2.87,92.97,,26.27,17.0,27.82,26.24,1.71,27.49,6.34,05-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
05-Sep-2018 - 00:00,27.73,980.68,101.04,33.79,96.8,200.85,105.22,1.26,,1.86,85.97,,25.64,13.44,23.41,23.41,1.33,17.47,6.38,06-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
06-Sep-2018 - 00:00,28.98,979.99,142.07,39.83,91.07,250.77,115.97,1.31,,1.27,77.29,,24.36,26.13,31.85,19.81,1.2,23.1,4.94,07-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
07-Sep-2018 - 00:00,27.19,981.92,59.97,25.81,95.67,155.41,141.89,1.13,,2.6,78.93,,25.18,21.21,31.18,27.56,1.12,28.33,5.7,08-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
08-Sep-2018 - 00:00,28.16,982.16,63.91,28.98,93.34,230.51,228.36,1.44,,2.0,61.92,,21.41,3.32,10.78,15.19,,14.58,3.86,09-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
09-Sep-2018 - 00:00,29.9,984.09,67.9,19.68,85.46,335.66,59.65,1.81,,1.93,67.54,,24.96,2.47,11.97,18.71,0.94,25.85,5.55,10-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
10-Sep-2018 - 00:00,28.61,985.17,84.96,34.83,92.24,224.46,98.3,1.11,,1.2,67.65,,24.41,5.48,18.21,25.83,0.99,23.38,7.47,11-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
11-Sep-2018 - 00:00,29.71,984.46,60.62,17.67,90.68,234.96,69.09,1.35,,0.65,67.36,,22.1,5.26,14.66,19.48,0.89,17.78,4.76,12-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
12-Sep-2018 - 00:00,30.16,981.79,86.6,17.88,87.02,249.41,96.32,1.9,,0.71,51.36,,19.93,1.96,10.29,16.34,0.75,16.26,4.29,13-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
13-Sep-2018 - 00:00,30.24,981.44,95.2,14.15,78.04,305.71,95.43,2.14,,0.97,62.76,,19.43,1.94,9.02,13.97,0.6,16.83,5.85,14-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
14-Sep-2018 - 00:00,30.54,984.63,115.79,18.02,79.26,300.63,125.7,1.36,,0.89,35.1,,20.0,2.96,11.75,17.54,1.17,19.35,5.66,15-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-Sep-2018 - 00:00,29.44,985.69,103.75,25.26,79.04,253.4,118.59,1.51,,0.92,64.99,,19.97,9.55,17.1,17.5,1.58,15.56,5.48,16-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-Sep-2018 - 00:00,29.41,984.36,113.86,33.77,82.06,252.75,129.64,1.66,,0.89,70.45,,22.73,3.48,12.34,17.86,0.77,16.4,6.24,17-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-Sep-2018 - 00:00,29.02,983.4,139.09,44.38,85.22,247.66,135.06,1.56,,0.88,66.05,,23.82,10.98,17.94,16.9,0.71,24.09,5.69,18-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-Sep-2018 - 00:00,29.28,983.44,147.68,44.56,82.03,250.36,142.14,1.61,,1.07,63.77,,24.14,3.64,12.42,17.76,0.6,26.21,6.27,19-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-Sep-2018 - 00:00,28.49,983.35,172.4,56.54,80.74,251.88,122.19,1.48,,1.38,64.22,,23.92,33.32,41.18,26.35,0.73,34.16,6.92,20-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
20-Sep-2018 - 00:00,29.75,983.67,200.25,78.42,76.0,239.29,183.07,1.14,,2.11,74.32,,28.62,18.52,26.27,21.0,1.07,51.94,9.01,21-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-Sep-2018 - 00:00,29.33,986.16,124.29,54.04,79.85,214.98,293.02,1.86,,2.46,68.69,,28.49,1.73,10.43,16.96,0.94,26.6,8.84,22-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-Sep-2018 - 00:00,25.87,986.4,57.43,29.45,98.03,118.63,255.56,2.18,,2.6,55.91,,26.47,2.01,8.66,13.2,0.77,16.64,7.66,23-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-Sep-2018 - 00:00,26.8,986.03,61.96,37.79,98.31,151.9,285.96,2.0,,2.48,63.2,,25.5,1.87,8.8,13.66,0.68,21.5,8.21,24-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-Sep-2018 - 00:00,25.32,984.07,31.46,17.75,99.2,93.41,251.45,1.71,,2.31,69.91,,24.77,2.91,11.18,16.54,0.77,13.74,5.83,25-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-Sep-2018 - 00:00,23.89,985.63,34.24,14.64,99.2,118.14,124.35,1.48,,0.91,69.96,,21.98,3.74,9.96,13.01,0.74,18.05,5.92,26-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-Sep-2018 - 00:00,26.57,985.42,104.96,36.57,90.54,251.24,104.83,1.18,,1.59,59.69,,21.57,24.03,30.04,19.64,1.44,27.74,5.9,27-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
27-Sep-2018 - 00:00,27.21,986.11,179.52,73.05,89.09,245.92,118.65,0.94,,2.26,53.73,,24.02,61.14,61.69,22.25,1.67,33.26,6.11,28-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
28-Sep-2018 - 00:00,28.1,986.78,195.16,71.21,81.02,248.99,110.23,0.63,,3.54,78.9,,26.49,37.61,45.99,28.8,2.15,37.01,6.9,29-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
29-Sep-2018 - 00:00,28.85,987.39,222.44,86.93,77.64,320.37,94.65,1.21,,7.19,167.28,,26.9,32.56,42.65,30.28,3.37,57.52,8.66,30-Sep-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
30-Sep-2018 - 00:00,27.61,985.96,121.71,38.31,82.38,80.55,142.35,1.16,,2.21,120.74,,26.26,1.4,13.48,23.21,0.85,38.88,5.78,01-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
01-Oct-2018 - 00:00,27.53,986.55,162.61,58.74,81.22,229.26,127.02,1.19,,2.9,139.77,,28.94,13.57,25.5,28.35,1.74,34.87,7.25,02-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
02-Oct-2018 - 00:00,28.19,987.24,188.75,74.88,77.36,240.82,99.16,1.26,,4.26,158.93,,29.99,22.34,34.67,30.94,2.11,30.59,7.21,03-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
03-Oct-2018 - 00:00,28.24,986.65,203.96,76.96,74.86,240.58,120.62,0.97,,5.83,163.07,,28.6,19.03,32.27,31.49,1.21,44.77,7.98,04-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
04-Oct-2018 - 00:00,28.06,988.13,240.58,96.38,79.28,222.48,114.78,0.98,,5.86,166.71,,31.8,18.98,32.59,32.18,1.56,41.47,9.91,05-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
05-Oct-2018 - 00:00,27.52,989.27,265.96,121.66,78.88,235.65,132.25,1.18,,6.98,156.54,,31.83,31.96,42.57,31.03,1.75,42.58,10.38,06-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
06-Oct-2018 - 00:00,26.68,988.91,223.38,73.54,75.25,239.68,105.41,1.27,,5.02,161.31,,28.18,48.36,54.63,28.58,1.69,27.69,8.23,07-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
07-Oct-2018 - 00:00,26.3,988.36,268.92,93.08,74.33,235.77,123.02,1.17,,4.54,156.78,,28.46,31.25,40.92,29.01,1.45,36.98,9.94,08-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
08-Oct-2018 - 00:00,27.92,986.8,319.09,141.81,66.23,230.22,137.28,0.9,,7.25,168.06,,29.92,12.14,27.25,32.61,1.65,65.24,12.52,09-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
09-Oct-2018 - 00:00,29.3,985.7,294.04,109.31,61.75,229.54,279.72,1.35,,10.89,171.47,,32.13,5.04,24.78,38.88,1.82,63.24,19.7,10-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
10-Oct-2018 - 00:00,29.56,986.35,263.75,96.61,68.01,224.44,310.61,1.63,,12.57,183.18,,37.13,3.08,20.19,33.28,1.91,65.6,19.07,11-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
11-Oct-2018 - 00:00,26.45,988.24,219.03,71.75,69.29,220.52,243.69,2.38,,9.71,129.69,,30.34,3.13,16.27,25.78,1.46,40.68,14.17,12-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
12-Oct-2018 - 00:00,24.45,990.29,155.33,66.75,66.85,228.12,166.78,1.3,,4.64,120.59,,23.21,4.19,14.29,20.45,3.02,42.15,10.42,13-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
13-Oct-2018 - 00:00,23.85,990.55,283.75,163.62,72.83,228.72,126.69,1.11,,4.82,132.53,,29.08,26.44,40.66,35.91,3.0,41.01,12.99,14-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
14-Oct-2018 - 00:00,24.4,989.67,224.5,95.42,68.73,229.68,107.46,1.16,,4.65,145.84,,24.42,24.37,38.27,34.59,2.28,41.11,9.94,15-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-Oct-2018 - 00:00,24.78,989.94,321.17,146.75,72.21,223.71,113.78,1.18,,6.59,156.68,,27.54,39.61,53.09,39.1,2.49,46.22,10.56,16-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-Oct-2018 - 00:00,26.29,989.5,386.83,175.46,70.29,201.79,109.34,0.84,,12.17,185.14,,33.78,56.47,74.78,54.03,3.22,73.0,15.26,17-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-Oct-2018 - 00:00,26.33,988.09,335.79,165.33,71.37,225.02,124.57,0.96,,11.27,171.63,,39.09,28.71,47.8,45.87,2.63,51.73,12.07,18-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-Oct-2018 - 00:00,25.92,987.5,344.79,159.62,75.62,210.59,190.1,1.0,,12.55,192.14,,37.09,55.51,72.29,50.82,2.82,52.69,11.08,19-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-Oct-2018 - 00:00,24.78,989.24,325.79,147.08,77.04,205.63,121.02,1.08,,9.85,166.19,,35.18,46.63,58.57,38.63,2.73,48.61,10.81,20-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
20-Oct-2018 - 00:00,24.35,991.55,314.79,184.42,70.12,212.81,127.79,1.05,,5.18,118.66,,31.78,15.93,31.08,34.0,2.27,60.56,13.71,21-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-Oct-2018 - 00:00,23.44,992.22,302.75,160.33,70.65,217.85,143.27,1.16,,5.39,118.25,,28.98,22.18,37.73,36.94,2.28,46.59,14.97,22-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-Oct-2018 - 00:00,23.02,991.12,302.0,135.32,69.27,205.21,94.92,1.16,,6.05,136.32,,26.09,50.27,66.19,47.39,2.68,48.28,11.7,23-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-Oct-2018 - 00:00,23.33,990.86,317.57,130.62,70.0,207.25,88.61,0.78,,8.19,136.8,,25.31,54.52,74.34,56.2,3.17,52.19,13.16,24-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-Oct-2018 - 00:00,22.97,990.81,454.88,216.55,75.61,200.37,125.98,0.99,,13.24,187.46,,31.44,103.5,116.95,61.22,4.24,56.54,13.42,25-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-Oct-2018 - 00:00,22.62,992.17,425.74,225.16,74.72,198.18,154.21,0.95,,11.18,159.01,,35.78,47.22,63.08,46.23,3.11,58.69,18.79,26-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-Oct-2018 - 00:00,21.87,994.14,347.96,207.24,78.7,190.49,115.72,0.81,,10.83,147.63,,35.99,39.19,55.37,44.03,2.87,43.47,12.76,27-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
27-Oct-2018 - 00:00,22.19,994.34,446.56,247.18,80.38,191.53,106.05,0.83,,13.17,188.71,,35.21,122.65,134.25,64.4,4.5,53.73,14.42,28-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
28-Oct-2018 - 00:00,22.38,993.87,391.36,237.07,79.6,194.84,102.78,0.92,,10.91,157.96,,33.7,76.27,88.64,49.73,3.43,54.71,11.18,29-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
29-Oct-2018 - 00:00,22.34,993.07,453.5,263.83,80.98,198.69,107.92,0.65,,11.04,163.88,,33.51,110.84,121.11,57.81,4.31,54.06,13.2,30-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
30-Oct-2018 - 00:00,22.31,992.93,461.56,284.32,83.58,189.6,103.91,0.82,,11.47,174.29,,37.11,104.93,122.79,70.01,3.75,33.24,12.4,31-Oct-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
31-Oct-2018 - 00:00,22.17,993.48,401.46,263.42,83.6,183.59,117.4,0.73,,11.7,147.3,,38.55,54.11,74.68,57.47,2.77,47.33,11.69,01-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
01-Nov-2018 - 00:00,23.27,992.33,458.32,307.38,75.15,177.89,160.04,0.87,,15.6,170.7,,36.69,43.4,67.9,61.14,2.65,52.8,18.69,02-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
02-Nov-2018 - 00:00,24.34,990.71,462.82,249.61,67.98,188.12,242.18,0.93,,14.4,164.21,,39.56,29.08,59.82,67.9,2.29,54.26,20.87,03-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
03-Nov-2018 - 00:00,24.78,989.57,353.64,175.77,69.39,173.34,271.53,1.6,,13.27,144.14,,44.61,3.59,26.51,44.32,1.52,45.43,20.52,04-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
04-Nov-2018 - 00:00,22.98,991.24,195.85,112.75,70.73,188.55,164.73,1.62,,5.07,89.77,,33.32,1.38,15.22,26.5,0.99,71.53,11.32,05-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
05-Nov-2018 - 00:00,20.16,991.86,550.58,458.75,83.48,177.73,115.95,1.31,,7.7,121.77,,35.33,6.79,32.99,51.63,2.1,37.47,10.45,06-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
06-Nov-2018 - 00:00,21.2,992.18,316.29,202.88,52.44,201.41,121.38,1.63,,5.64,113.37,,31.32,3.68,24.71,40.81,1.21,49.81,9.75,07-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
07-Nov-2018 - 00:00,19.52,992.75,316.58,186.54,54.17,199.19,91.49,1.16,,6.45,110.93,,26.29,29.57,49.15,47.09,1.83,55.17,12.55,08-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
08-Nov-2018 - 00:00,17.43,992.95,654.62,487.08,81.32,181.49,120.44,0.5,,13.06,140.72,,34.58,54.75,74.53,56.2,2.54,28.62,11.79,09-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
09-Nov-2018 - 00:00,18.93,991.26,356.46,274.35,79.67,191.89,109.77,0.48,,8.99,117.87,,36.35,23.99,50.96,59.05,2.04,50.14,10.76,10-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
10-Nov-2018 - 00:00,19.1,992.08,454.91,315.38,83.79,179.25,132.79,0.49,,12.68,161.87,,41.46,51.13,87.2,85.58,3.18,36.65,14.06,11-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
11-Nov-2018 - 00:00,20.09,992.4,480.42,321.67,80.76,189.31,122.06,0.69,,13.55,159.76,,42.96,53.27,81.38,71.35,4.29,41.43,9.84,12-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
12-Nov-2018 - 00:00,20.59,990.41,498.75,325.5,83.17,188.52,164.89,0.73,,11.74,143.69,,42.45,36.14,61.05,59.38,2.76,46.46,8.83,13-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
13-Nov-2018 - 00:00,21.45,988.17,572.33,382.21,84.08,116.14,190.7,0.96,,16.78,186.9,,50.25,83.34,111.14,81.22,3.7,24.64,11.42,14-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
14-Nov-2018 - 00:00,21.95,989.04,275.58,188.58,84.4,168.05,146.82,1.29,,11.54,142.45,,49.36,26.93,55.09,62.29,2.06,27.66,9.14,15-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-Nov-2018 - 00:00,21.19,992.4,184.21,118.92,80.85,184.26,177.79,1.38,,7.07,118.88,,41.56,12.31,31.99,41.26,1.23,40.77,10.76,16-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-Nov-2018 - 00:00,20.16,991.54,215.58,139.04,64.64,199.06,109.97,1.71,,3.92,106.96,,28.95,4.34,28.98,47.83,1.19,40.25,9.11,17-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-Nov-2018 - 00:00,19.16,990.03,266.54,157.92,71.81,196.32,91.96,1.14,,6.28,115.94,,28.35,54.95,76.55,59.69,1.91,35.84,10.44,18-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-Nov-2018 - 00:00,20.39,990.96,404.86,228.99,68.31,193.04,210.02,1.15,,12.91,152.61,,34.65,114.08,137.75,84.1,2.58,43.41,13.23,19-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-Nov-2018 - 00:00,22.42,993.15,402.3,233.55,62.66,156.79,313.55,1.5,,10.67,135.33,,42.22,3.12,39.02,68.59,1.64,61.16,13.24,20-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
20-Nov-2018 - 00:00,20.49,993.68,404.42,263.44,80.13,185.55,140.49,1.1,,8.64,123.0,,45.04,37.36,67.81,70.23,2.66,48.53,11.28,21-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-Nov-2018 - 00:00,20.33,993.91,353.02,225.19,66.18,198.13,89.5,1.22,,6.67,98.97,,40.19,36.71,67.39,70.42,2.34,37.1,11.41,22-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-Nov-2018 - 00:00,19.15,994.62,296.64,153.19,72.33,183.9,105.83,0.61,,9.02,130.54,,41.29,97.99,118.91,73.38,3.03,33.66,13.17,23-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-Nov-2018 - 00:00,20.06,996.0,350.5,199.33,60.95,194.01,124.37,1.5,,7.34,129.05,,41.61,50.11,71.49,57.6,2.83,35.52,9.62,24-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-Nov-2018 - 00:00,20.11,994.4,226.96,112.71,54.19,196.42,94.61,1.57,,4.4,100.62,,34.26,16.42,40.94,51.79,2.56,37.76,10.76,25-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-Nov-2018 - 00:00,18.25,994.16,293.08,154.17,72.4,192.03,88.86,0.82,,5.86,110.04,,40.43,69.08,89.29,61.99,3.53,32.0,13.19,26-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-Nov-2018 - 00:00,18.17,993.29,338.83,196.83,80.41,190.85,105.56,0.9,,7.97,127.44,,46.54,95.91,116.44,71.91,4.02,32.65,15.59,27-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
27-Nov-2018 - 00:00,18.89,995.02,407.62,233.88,79.82,176.36,127.29,1.03,,13.4,139.7,,45.54,195.38,204.65,85.29,4.77,29.36,11.09,28-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
28-Nov-2018 - 00:00,18.85,995.88,442.75,280.38,87.37,148.15,135.85,0.75,,13.32,119.84,,50.02,101.23,117.06,64.91,3.36,37.14,9.83,29-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
29-Nov-2018 - 00:00,18.37,996.14,321.96,207.54,83.36,178.24,83.47,0.84,,9.38,110.57,,41.24,103.49,115.54,58.61,2.5,29.15,10.07,30-Nov-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
30-Nov-2018 - 00:00,17.89,995.57,344.42,211.25,61.39,183.26,90.44,0.93,,8.46,101.27,,35.33,77.42,93.37,56.89,2.54,26.22,10.34,01-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
01-Dec-2018 - 00:00,17.32,992.91,308.0,165.29,55.86,188.55,68.6,1.05,,8.21,101.65,,30.19,99.28,110.09,54.81,2.54,25.46,11.82,02-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
02-Dec-2018 - 00:00,16.66,992.13,352.21,212.62,69.74,182.77,125.11,0.66,,13.36,135.5,,33.06,133.05,146.89,72.21,3.11,33.27,9.96,03-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
03-Dec-2018 - 00:00,16.35,993.11,296.46,174.21,66.12,185.77,94.74,0.77,,7.85,95.75,,32.13,131.54,140.14,61.85,2.92,29.59,11.41,04-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
04-Dec-2018 - 00:00,16.24,994.84,342.84,216.65,68.72,183.8,89.97,0.61,,9.9,126.6,,36.38,111.64,130.18,73.62,3.17,27.09,9.47,05-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
05-Dec-2018 - 00:00,15.99,992.4,332.84,198.23,66.9,180.14,82.36,0.8,,9.92,121.8,,34.34,159.87,160.73,57.15,3.48,22.75,8.92,06-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
06-Dec-2018 - 00:00,15.67,991.78,288.24,186.56,79.92,173.8,120.38,0.7,,8.18,103.94,,33.65,80.8,90.56,46.41,2.65,28.68,8.73,07-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
07-Dec-2018 - 00:00,15.19,992.54,337.14,210.65,77.42,183.79,115.65,0.96,,7.71,107.35,,33.18,106.34,117.04,57.05,2.61,26.35,9.14,08-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
08-Dec-2018 - 00:00,14.79,993.49,350.77,235.09,66.62,179.44,118.55,0.78,,8.92,110.15,,35.55,121.84,132.49,62.33,2.64,34.08,10.16,09-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
09-Dec-2018 - 00:00,14.66,992.39,307.26,221.57,62.01,177.52,123.88,0.65,,7.65,92.2,,35.51,61.13,80.94,58.45,2.39,36.64,9.9,10-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
10-Dec-2018 - 00:00,15.48,991.89,490.11,359.84,55.46,162.36,212.77,0.76,,11.4,94.57,,40.51,46.71,76.41,72.07,2.59,27.33,12.77,11-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
11-Dec-2018 - 00:00,15.2,993.0,510.06,364.36,75.28,135.99,165.11,0.65,,14.85,108.02,,45.05,95.44,121.17,81.53,3.2,35.52,12.32,12-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
12-Dec-2018 - 00:00,16.8,994.38,359.54,273.09,54.06,138.26,217.92,1.26,,12.99,97.67,,43.79,26.09,53.09,59.81,1.94,18.97,11.12,13-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
13-Dec-2018 - 00:00,15.17,997.52,100.46,80.42,54.91,182.54,143.66,1.46,,3.95,62.56,,32.45,6.13,23.88,35.5,0.75,18.8,7.84,14-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
14-Dec-2018 - 00:00,15.11,999.51,152.38,115.96,44.54,185.94,120.08,1.15,,4.06,73.36,,32.08,17.19,37.96,45.02,1.28,20.0,8.77,15-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-Dec-2018 - 00:00,15.12,999.03,167.29,131.33,34.16,190.28,119.91,1.39,,4.27,68.19,,30.67,8.34,30.53,44.62,1.23,21.48,9.97,16-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-Dec-2018 - 00:00,14.07,999.28,207.67,160.17,44.34,189.91,139.32,0.95,,5.05,68.95,,35.71,33.63,55.25,52.35,2.12,20.24,11.25,17-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-Dec-2018 - 00:00,13.37,997.86,235.0,178.71,42.44,182.93,133.89,1.15,,5.56,68.97,,36.29,42.84,64.24,55.11,2.1,19.83,10.99,18-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-Dec-2018 - 00:00,13.61,996.21,289.33,226.04,36.47,189.61,110.85,1.22,,6.16,70.44,,36.55,43.98,69.53,63.31,2.33,38.18,14.71,19-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-Dec-2018 - 00:00,13.29,995.28,325.77,252.94,40.38,185.7,94.29,1.06,,8.77,81.67,,38.48,91.85,112.92,71.52,3.36,34.35,12.63,20-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
