from date,Temp,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,VWS,to date,station
04-Aug-2018 - 00:00,30.8,1.14,55.57,18.03,63.11,27.29,20.8,55.92,2.43,33.87,10.99,26.33,87.82,0.3,187.96,64.91,747.71,-0.17,05-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Aug-2018 - 00:00,30.91,1.01,49.0,13.97,59.89,23.98,20.85,63.29,2.72,39.4,10.85,26.07,90.81,0.3,178.17,36.0,747.91,-0.12,06-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Aug-2018 - 00:00,30.99,1.42,59.63,31.16,71.33,39.84,15.54,61.91,3.03,36.38,15.18,26.67,88.72,0.31,161.64,84.0,747.29,-0.14,07-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Aug-2018 - 00:00,31.05,1.31,60.95,24.55,68.22,32.56,18.32,46.84,3.22,34.54,17.68,27.64,83.44,0.35,112.35,137.53,747.29,-0.18,08-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Aug-2018 - 00:00,30.91,0.9,67.01,17.27,52.38,24.05,14.51,45.9,3.09,34.43,18.85,26.63,83.28,0.4,109.28,108.93,748.0,-0.12,09-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Aug-2018 - 00:00,30.45,1.06,67.87,22.63,67.62,31.23,12.6,45.04,2.69,29.89,15.91,29.07,74.81,0.35,109.59,122.36,748.91,-0.13,10-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Aug-2018 - 00:00,29.61,1.39,60.56,32.56,78.44,41.07,13.23,62.99,3.01,30.89,15.71,29.7,77.2,0.31,137.01,106.68,748.23,-0.13,11-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Aug-2018 - 00:00,29.33,1.77,41.91,29.87,70.44,36.36,11.3,79.19,3.4,35.75,16.1,27.99,86.35,0.3,156.35,64.9,747.03,-0.12,12-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Aug-2018 - 00:00,29.39,1.58,40.57,29.03,74.54,36.92,10.42,66.31,3.21,37.1,14.57,26.34,90.99,0.31,147.91,41.98,746.6,-0.12,13-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Aug-2018 - 00:00,30.79,2.09,39.35,55.01,85.48,64.44,16.33,60.21,3.48,34.74,19.4,25.52,92.06,0.3,146.15,44.17,746.98,-0.12,14-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Aug-2018 - 00:00,32.69,1.77,34.21,39.63,84.6,45.94,23.82,60.33,3.23,31.86,17.41,28.11,83.29,0.3,149.73,103.86,746.97,-0.12,15-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Aug-2018 - 00:00,32.76,1.24,32.98,21.74,51.91,26.63,23.49,43.42,2.83,36.79,13.62,27.89,85.58,0.34,137.02,102.16,747.75,-0.19,16-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Aug-2018 - 00:00,32.88,1.19,28.09,23.61,63.67,30.82,22.59,37.67,2.48,33.51,12.76,28.39,81.52,0.43,99.98,99.21,748.1,-0.2,17-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Aug-2018 - 00:00,32.76,1.18,32.2,23.25,69.11,32.01,18.71,42.82,2.65,32.86,13.69,29.84,74.93,0.34,113.67,147.54,747.42,-0.15,18-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Aug-2018 - 00:00,32.76,1.88,36.5,39.55,103.2,50.72,25.73,67.8,3.45,35.84,18.28,31.52,72.04,0.3,126.8,108.89,746.83,-0.12,19-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Aug-2018 - 00:00,33.08,1.31,54.68,19.0,70.75,29.85,24.57,51.0,3.07,37.21,16.97,30.88,73.04,0.32,161.85,143.11,746.65,-0.12,20-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Aug-2018 - 00:00,32.93,1.37,44.56,28.19,61.46,33.02,27.05,39.58,3.09,39.81,16.45,28.26,80.52,0.39,122.71,91.92,747.8,-0.14,21-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Aug-2018 - 00:00,32.92,1.11,38.79,21.05,56.78,27.47,25.93,36.17,2.6,37.87,13.97,28.39,80.09,0.4,108.74,109.01,747.77,-0.13,22-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Aug-2018 - 00:00,32.97,1.28,37.65,15.76,62.52,25.75,23.45,60.21,2.96,39.72,13.68,28.55,82.83,0.3,125.0,59.08,747.57,-0.12,23-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Aug-2018 - 00:00,32.96,1.51,40.64,26.42,76.63,35.86,24.22,57.71,2.94,41.01,13.96,27.58,84.47,0.3,170.49,52.67,747.93,-0.12,24-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Aug-2018 - 00:00,33.0,1.7,36.0,27.51,86.48,39.09,25.73,65.64,3.53,42.4,17.79,26.7,89.55,0.3,137.88,52.95,747.73,-0.11,25-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Aug-2018 - 00:00,33.08,1.65,38.47,29.56,69.08,35.82,24.39,54.92,3.36,43.6,17.41,26.3,89.23,0.3,144.8,56.52,747.64,-0.11,26-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Aug-2018 - 00:00,33.11,1.15,44.24,19.14,52.07,25.1,24.31,54.38,3.0,42.15,14.73,27.7,85.51,0.3,140.9,106.39,747.15,-0.12,27-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Aug-2018 - 00:00,33.24,1.33,39.6,27.83,61.46,32.79,23.96,48.17,3.16,42.74,15.57,28.13,84.69,0.32,135.65,96.29,747.67,-0.12,28-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Aug-2018 - 00:00,31.96,1.1,43.1,24.83,63.9,31.61,25.01,40.04,2.88,35.87,14.92,28.4,80.94,0.45,110.6,114.39,748.54,-0.12,29-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Aug-2018 - 00:00,29.87,1.04,46.34,22.86,56.67,28.55,25.49,46.73,2.39,30.95,12.25,29.26,78.85,0.4,135.51,133.94,748.61,-0.12,30-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Aug-2018 - 00:00,29.99,1.1,29.41,39.13,70.5,42.0,25.22,69.15,3.44,33.21,18.12,26.63,90.48,0.31,122.74,35.99,748.11,-0.11,31-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
31-Aug-2018 - 00:00,30.09,1.01,43.27,30.47,80.02,39.21,24.75,53.63,3.45,34.64,18.94,27.57,84.83,0.31,139.45,89.54,748.35,-0.23,01-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Sep-2018 - 00:00,30.77,1.07,52.34,25.66,68.13,40.71,22.4,52.22,3.16,33.98,17.25,27.72,84.28,0.31,153.38,103.36,748.74,-0.16,02-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Sep-2018 - 00:00,30.57,0.54,60.9,15.91,60.45,25.31,22.72,42.98,2.64,38.46,12.56,27.77,80.29,0.33,138.56,113.3,748.93,-0.13,03-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Sep-2018 - 00:00,30.42,0.77,47.12,23.47,62.26,30.38,23.75,42.02,2.61,40.99,11.75,24.76,93.56,0.31,125.95,49.7,748.7,-0.13,04-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Sep-2018 - 00:00,30.73,0.77,56.97,16.14,59.61,25.23,24.9,48.45,2.74,37.1,12.51,27.92,82.28,0.3,218.23,113.05,748.97,-0.16,05-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Sep-2018 - 00:00,30.77,1.08,64.29,27.49,80.14,37.44,20.52,52.82,2.99,40.21,13.82,28.67,77.22,0.3,163.64,109.29,748.25,-0.17,06-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Sep-2018 - 00:00,31.08,0.84,60.38,20.22,61.53,28.2,24.01,55.06,3.28,34.6,16.88,28.29,81.75,0.34,126.33,98.79,748.2,-0.13,07-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Sep-2018 - 00:00,31.53,0.61,63.9,20.17,58.24,27.32,24.22,39.99,2.64,33.78,14.52,27.04,81.26,0.65,121.32,94.79,749.09,-0.13,08-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Sep-2018 - 00:00,31.74,0.82,58.67,20.38,69.92,30.49,25.34,65.1,2.7,33.16,13.18,29.0,77.78,0.36,144.49,115.61,750.05,-0.13,09-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Sep-2018 - 00:00,30.1,0.58,63.13,8.99,48.68,18.05,23.25,73.28,2.74,38.09,10.21,28.87,80.59,0.3,198.08,83.68,750.46,-0.12,10-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Sep-2018 - 00:00,30.06,0.39,61.89,6.12,34.01,12.52,20.23,52.01,2.06,38.28,7.63,28.49,78.44,0.31,246.34,104.49,751.47,-0.13,11-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Sep-2018 - 00:00,30.17,0.44,57.5,9.69,38.25,15.79,32.64,57.62,1.91,32.79,6.83,28.03,80.49,0.33,247.91,109.09,751.22,-0.11,12-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Sep-2018 - 00:00,30.02,0.28,57.65,7.18,27.61,11.52,24.91,49.66,1.82,38.13,6.13,27.2,82.86,0.35,248.89,91.77,749.93,-0.14,13-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Sep-2018 - 00:00,30.22,0.8,66.27,15.98,51.48,22.8,27.05,57.17,1.99,33.07,7.84,27.64,81.18,0.3,247.35,95.15,749.58,-0.12,14-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Sep-2018 - 00:00,30.2,0.94,62.25,11.86,53.31,21.0,19.1,57.98,2.27,35.97,8.66,28.89,78.0,0.32,248.24,115.74,750.48,-0.14,15-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Sep-2018 - 00:00,30.67,0.92,79.85,26.78,58.28,32.83,26.15,63.67,2.3,30.47,7.91,29.03,75.06,0.3,240.69,120.69,751.08,-0.14,16-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Sep-2018 - 00:00,30.57,0.81,77.96,10.6,69.35,24.38,27.67,69.83,2.48,36.91,8.1,29.53,72.77,0.3,232.44,116.2,750.42,-0.14,17-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Sep-2018 - 00:00,30.62,0.92,91.58,9.88,68.26,23.67,25.45,87.27,3.38,36.6,10.26,29.55,71.26,0.31,241.62,123.95,749.69,-0.15,18-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Sep-2018 - 00:00,30.78,1.02,89.37,12.1,76.52,27.16,26.85,78.42,2.8,33.87,11.28,29.68,71.35,0.31,242.44,128.6,749.72,-0.15,19-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Sep-2018 - 00:00,30.98,1.46,85.84,19.79,95.78,36.82,25.72,97.96,3.28,39.57,13.19,29.87,71.41,0.3,195.52,105.03,749.85,-0.12,20-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Sep-2018 - 00:00,31.21,1.29,57.15,29.96,71.39,36.64,27.21,77.25,3.7,35.69,17.21,26.19,86.71,0.36,105.46,39.59,750.43,-0.12,21-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Sep-2018 - 00:00,31.24,0.66,62.98,16.46,44.49,21.51,24.38,32.16,2.6,36.81,12.91,25.02,87.35,0.53,123.46,77.01,751.4,-0.14,22-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Sep-2018 - 00:00,31.04,0.91,57.93,22.58,57.46,28.57,24.27,51.06,2.59,38.2,12.17,26.01,84.24,0.38,130.32,81.21,753.08,-0.16,23-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Sep-2018 - 00:00,30.94,0.67,58.99,10.27,47.44,18.51,28.65,63.57,2.56,38.72,9.76,28.76,75.89,0.3,196.62,139.0,752.92,-0.12,24-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Sep-2018 - 00:00,31.05,0.91,62.48,10.9,47.93,19.02,25.92,77.67,2.78,32.92,11.7,27.87,80.07,0.31,237.79,99.42,751.89,-0.11,25-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Sep-2018 - 00:00,31.17,0.87,73.58,11.6,53.89,21.0,24.68,73.61,2.69,31.63,11.85,27.51,82.44,0.31,242.6,97.57,751.01,-0.12,26-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Sep-2018 - 00:00,31.28,0.46,64.32,3.99,31.02,10.47,28.24,68.5,2.7,35.65,10.16,24.52,92.94,0.3,235.88,3.0,750.88,-0.1,27-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Sep-2018 - 00:00,31.39,0.91,103.64,7.3,61.32,26.18,28.16,64.38,2.22,25.17,8.3,29.88,69.88,0.32,251.63,125.15,751.46,-0.1,28-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Sep-2018 - 00:00,32.08,1.33,59.71,8.65,70.99,22.29,28.43,79.74,2.73,34.15,10.0,27.44,80.78,0.3,243.79,67.05,751.91,-0.16,29-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Sep-2018 - 00:00,31.89,1.11,86.32,5.8,44.89,15.15,23.85,86.98,2.3,31.02,7.41,28.59,76.7,0.31,238.83,116.72,751.82,-0.17,30-Sep-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Sep-2018 - 00:00,30.29,0.92,108.35,3.71,26.66,9.16,27.02,74.94,2.16,33.04,5.61,28.18,70.86,0.32,243.14,130.44,751.31,-0.11,01-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Oct-2018 - 00:00,30.59,0.9,103.09,4.28,25.92,9.31,25.6,72.31,2.17,28.86,6.45,27.89,68.31,0.3,239.81,122.62,751.61,-0.13,02-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Oct-2018 - 00:00,31.23,1.0,97.11,4.02,21.1,7.9,24.47,84.8,2.42,33.86,6.58,28.2,71.8,0.3,241.31,121.51,751.94,-0.11,03-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Oct-2018 - 00:00,31.41,1.4,98.13,5.4,29.67,10.96,23.16,103.34,2.77,27.63,9.46,29.09,68.38,0.3,228.23,132.48,751.84,-0.15,04-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Oct-2018 - 00:00,31.3,1.5,102.5,6.18,28.04,10.95,21.91,96.14,3.19,30.69,11.3,28.84,67.06,0.3,192.28,104.17,752.44,-0.13,05-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Oct-2018 - 00:00,31.51,1.51,84.77,9.56,31.39,13.92,22.57,85.24,2.94,29.99,11.66,27.62,65.01,0.31,183.45,94.89,752.89,-0.17,06-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Oct-2018 - 00:00,32.48,1.27,95.84,6.17,24.78,10.16,27.41,92.11,2.85,33.61,8.9,27.89,68.87,0.3,237.25,114.05,752.67,-0.16,07-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Oct-2018 - 00:00,32.6,1.16,100.41,6.4,20.74,9.26,25.44,89.86,2.73,34.51,7.85,27.19,66.68,0.31,239.99,105.09,752.35,-0.11,08-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Oct-2018 - 00:00,32.57,1.77,101.12,13.56,26.29,15.03,26.98,110.27,3.31,35.77,10.42,27.01,68.99,0.3,232.95,91.86,751.93,-0.12,09-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Oct-2018 - 00:00,32.54,2.1,91.94,14.78,28.58,16.38,27.0,126.97,3.98,36.56,14.87,27.01,67.92,0.3,188.39,84.96,752.01,-0.13,10-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Oct-2018 - 00:00,32.27,1.44,74.93,19.26,44.38,23.17,26.86,94.56,3.68,31.83,15.29,26.07,72.72,0.31,116.38,83.89,752.3,-0.17,11-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Oct-2018 - 00:00,31.51,1.28,48.26,27.39,49.09,29.34,25.53,64.24,2.88,30.44,12.93,23.86,80.38,0.41,119.47,72.66,752.67,-0.14,12-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Oct-2018 - 00:00,32.03,1.31,63.27,30.25,50.25,31.35,26.25,40.76,2.8,31.19,14.22,22.64,83.57,0.36,114.02,48.39,753.03,-0.13,13-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Oct-2018 - 00:00,30.71,1.16,64.17,15.58,43.54,20.73,28.31,62.76,2.55,31.03,11.1,24.22,79.56,0.3,155.69,77.83,753.03,-0.12,14-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Oct-2018 - 00:00,30.72,1.01,49.54,7.71,37.32,14.34,27.39,80.34,2.24,34.33,7.41,24.5,74.45,0.31,245.77,82.0,752.7,-0.11,15-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Oct-2018 - 00:00,30.47,1.31,70.84,8.37,45.92,16.98,26.07,105.95,2.49,28.73,7.76,23.92,65.18,0.31,230.95,107.21,753.51,-0.11,16-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Oct-2018 - 00:00,30.51,1.52,76.61,6.31,37.09,13.43,26.59,109.79,2.54,28.71,7.3,24.13,65.62,0.31,233.04,96.7,753.49,-0.12,17-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Oct-2018 - 00:00,30.45,1.92,64.45,13.31,66.06,36.6,29.47,114.27,3.25,30.42,10.44,25.09,65.58,0.3,239.0,100.9,752.7,-0.14,18-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Oct-2018 - 00:00,30.56,2.56,55.4,34.33,80.11,41.58,36.71,124.24,3.76,34.75,15.04,25.69,70.75,0.31,234.9,95.75,752.38,-0.12,19-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Oct-2018 - 00:00,30.57,1.98,58.52,23.18,61.5,29.99,29.93,108.51,3.23,34.87,12.48,25.93,71.65,0.31,188.93,96.07,752.75,-0.13,20-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Oct-2018 - 00:00,32.01,1.51,53.16,7.97,33.45,13.5,32.6,120.54,3.14,30.72,9.3,25.27,79.91,0.3,170.81,91.63,753.69,-0.13,21-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Oct-2018 - 00:00,35.51,1.56,64.24,9.53,28.54,13.18,31.76,126.04,3.63,42.36,11.06,26.34,70.61,0.3,206.16,89.49,753.89,-0.12,22-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Oct-2018 - 00:00,34.74,1.88,87.32,14.72,25.22,15.45,31.78,142.99,3.65,33.86,12.57,25.88,70.78,0.3,213.73,85.44,753.14,-0.12,23-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Oct-2018 - 00:00,32.06,1.77,90.05,12.9,24.95,14.28,32.08,120.89,3.73,34.67,14.03,25.14,58.14,0.3,227.25,90.19,753.54,-0.12,24-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Oct-2018 - 00:00,30.22,1.71,103.11,9.23,20.81,10.99,35.03,141.56,3.32,27.45,10.64,22.9,63.06,0.31,230.48,86.82,753.79,-0.11,25-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Oct-2018 - 00:00,30.32,2.34,93.85,22.88,25.02,20.35,33.47,148.29,3.81,31.4,14.25,22.93,60.97,0.3,209.12,83.25,754.51,-0.14,26-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Oct-2018 - 00:00,30.34,3.07,141.48,25.16,25.34,21.84,34.59,169.21,4.48,31.14,19.43,23.27,62.25,0.3,185.03,81.25,755.02,-0.12,27-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Oct-2018 - 00:00,30.3,2.31,67.61,38.26,51.34,39.23,26.99,136.21,4.0,30.06,18.77,23.85,61.44,0.3,175.72,87.78,755.0,-0.14,28-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Oct-2018 - 00:00,30.32,1.54,42.43,18.97,29.59,19.17,27.0,129.79,3.49,33.16,14.77,24.7,63.99,0.3,151.9,74.81,754.8,-0.12,29-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Oct-2018 - 00:00,30.32,1.72,41.13,19.79,20.29,17.26,25.49,115.71,3.52,31.56,15.1,23.98,72.92,0.3,120.34,67.32,754.46,-0.12,30-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Oct-2018 - 00:00,31.0,1.56,36.46,17.63,15.51,14.72,26.59,127.53,3.58,30.37,15.6,24.83,69.86,0.31,119.34,77.44,754.36,-0.12,31-Oct-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
31-Oct-2018 - 00:00,32.37,2.1,57.04,22.36,16.87,17.93,24.55,108.96,3.53,30.71,16.66,25.71,65.27,0.3,162.18,77.73,754.5,-0.14,01-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Nov-2018 - 00:00,33.96,2.59,50.98,31.63,14.88,23.04,27.12,156.86,4.51,35.61,21.28,25.72,67.36,0.3,150.34,72.93,754.15,-0.14,02-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Nov-2018 - 00:00,33.49,2.22,54.3,18.35,15.09,15.04,24.77,154.11,4.23,32.25,17.9,25.32,70.49,0.3,155.39,60.8,753.95,-0.14,03-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Nov-2018 - 00:00,31.99,1.98,45.16,17.58,11.11,13.54,27.38,154.93,3.7,31.45,14.35,24.75,69.24,0.3,173.22,59.11,754.02,-0.11,04-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Nov-2018 - 00:00,31.57,2.5,59.85,21.69,8.74,15.42,22.47,170.01,4.29,34.95,17.3,24.19,70.04,0.3,178.66,62.98,753.54,-0.11,05-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Nov-2018 - 00:00,32.17,2.25,53.22,29.41,82.08,47.04,29.64,177.14,4.31,29.26,18.55,24.9,66.28,0.3,184.35,60.03,753.21,-0.12,06-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Nov-2018 - 00:00,33.26,1.41,96.93,10.29,76.33,26.01,31.33,182.52,3.04,26.21,10.64,21.09,65.24,0.31,190.41,60.28,753.68,-0.11,07-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Nov-2018 - 00:00,33.33,1.75,89.46,18.35,59.55,26.54,38.29,283.57,2.99,25.56,7.79,19.86,61.7,0.3,182.34,59.01,754.77,-0.15,08-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Nov-2018 - 00:00,32.37,1.59,62.43,8.2,13.13,8.37,31.62,381.96,3.82,23.5,9.48,19.81,63.54,0.3,193.65,59.77,754.62,-0.12,09-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Nov-2018 - 00:00,32.91,1.34,69.22,8.53,12.18,8.33,37.01,187.14,2.96,26.23,9.2,19.6,61.67,0.3,180.2,57.47,753.93,-0.16,10-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Nov-2018 - 00:00,33.15,1.55,76.72,9.41,11.4,8.65,34.23,185.97,3.29,27.73,11.6,20.14,63.92,0.3,175.96,53.94,754.12,-0.13,11-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Nov-2018 - 00:00,33.8,1.82,77.88,9.02,7.66,7.46,29.62,230.79,3.47,31.04,11.32,20.08,70.23,0.3,179.27,47.5,754.59,-0.13,12-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Nov-2018 - 00:00,32.92,1.85,65.16,7.41,5.57,5.94,33.82,232.27,3.49,28.58,10.21,20.14,72.71,0.3,185.71,48.69,753.92,-0.14,13-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Nov-2018 - 00:00,31.38,1.73,84.81,6.23,3.21,4.61,31.93,233.72,3.12,29.55,7.66,19.73,73.84,0.3,174.47,46.04,753.0,-0.14,14-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Nov-2018 - 00:00,31.31,2.32,72.83,9.24,2.95,6.34,31.75,256.88,3.73,30.72,9.78,20.89,68.84,0.3,165.64,51.17,753.15,-0.14,15-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Nov-2018 - 00:00,31.57,1.64,121.9,18.2,26.14,27.57,33.75,171.93,3.18,25.71,12.22,21.86,64.59,0.31,190.7,54.83,753.73,-0.12,16-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Nov-2018 - 00:00,31.68,1.68,,9.76,20.91,11.34,33.6,149.44,2.69,25.88,11.05,21.23,64.12,0.3,210.82,52.1,753.32,-0.13,17-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Nov-2018 - 00:00,31.7,1.28,,7.5,14.31,8.26,32.54,133.76,2.62,26.47,9.99,18.79,59.54,0.33,192.0,61.65,753.38,-0.09,18-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Nov-2018 - 00:00,31.72,2.7,,21.57,12.82,16.4,33.01,193.57,3.38,29.53,12.58,18.77,61.63,0.3,181.64,55.65,754.61,-0.12,19-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Nov-2018 - 00:00,31.57,2.85,,41.5,9.96,27.44,34.15,253.78,5.02,31.31,24.87,18.96,66.96,0.3,158.64,46.48,755.15,-0.13,20-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
