from date,Temp,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,VWS,to date,station
17-Apr-2018 - 00:00,32.56,1.42,72.1,10.19,12.54,9.63,48.94,93.81,0.34,3.05,1.15,32.87,59.67,0.4,134.52,117.45,750.95,-0.23,18-Apr-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Apr-2018 - 00:00,34.2,1.27,74.12,8.78,11.49,8.66,52.92,97.97,0.31,3.04,1.08,31.6,56.84,0.34,139.98,118.43,750.51,-0.19,19-Apr-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Apr-2018 - 00:00,34.15,1.11,76.67,7.47,10.31,7.52,50.66,93.42,0.35,3.09,0.98,32.1,58.46,0.33,137.28,124.38,749.54,-0.16,20-Apr-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Apr-2018 - 00:00,33.17,1.14,76.9,6.72,7.67,6.2,49.89,152.53,0.24,2.7,0.8,30.99,65.89,0.34,120.68,113.62,749.73,-0.17,21-Apr-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Apr-2018 - 00:00,32.9,1.71,52.72,10.87,7.31,8.68,48.75,100.52,0.22,3.01,0.86,32.12,63.31,0.31,166.55,110.7,749.68,-0.18,22-Apr-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Apr-2018 - 00:00,32.7,1.05,65.56,9.32,8.8,8.28,49.12,88.57,0.26,3.19,0.94,34.32,29.73,0.3,211.82,126.9,750.59,-0.22,23-Apr-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Apr-2018 - 00:00,32.74,1.21,81.72,7.3,11.1,7.46,47.34,74.97,0.13,2.28,0.72,33.0,24.57,0.31,209.41,141.8,750.97,-0.16,24-Apr-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Apr-2018 - 00:00,32.62,2.51,37.27,15.59,14.4,13.48,50.94,172.19,0.36,2.81,1.26,32.28,28.22,0.3,180.48,122.63,750.85,-0.12,25-Apr-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Apr-2018 - 00:00,32.69,1.53,73.55,17.11,62.24,30.53,49.25,117.11,0.38,3.1,1.37,31.94,45.69,0.31,126.85,106.37,750.1,-0.16,26-Apr-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Apr-2018 - 00:00,31.79,0.96,98.49,14.68,72.24,28.2,49.95,66.47,0.24,2.52,0.8,28.04,65.02,0.43,94.35,104.35,750.51,-0.15,27-Apr-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Apr-2018 - 00:00,30.4,0.97,114.22,15.12,80.78,30.73,41.91,60.83,0.13,2.32,0.63,28.92,57.18,0.44,96.34,108.78,751.29,-0.18,28-Apr-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Apr-2018 - 00:00,30.36,0.95,104.72,13.05,71.69,27.05,50.39,66.29,0.06,2.56,0.58,29.35,61.1,0.48,95.99,110.82,751.04,-0.16,29-Apr-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Apr-2018 - 00:00,30.36,0.95,108.11,10.25,57.31,21.51,48.08,63.46,0.0,2.59,0.46,28.75,64.49,0.51,96.4,113.49,749.96,-0.16,30-Apr-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Apr-2018 - 00:00,30.6,0.86,105.57,11.58,67.98,25.16,48.71,44.36,0.02,2.31,0.49,24.76,75.11,0.49,117.43,141.45,750.53,-0.14,01-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-May-2018 - 00:00,30.28,0.94,77.72,11.89,54.2,21.7,50.18,48.53,0.0,2.46,0.38,26.04,75.52,0.5,98.2,108.69,750.91,-0.13,02-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-May-2018 - 00:00,29.64,1.03,73.92,10.39,46.89,18.84,50.29,55.16,,,,27.77,72.93,0.56,89.92,119.85,751.08,-0.13,03-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-May-2018 - 00:00,29.61,1.02,78.22,12.25,37.67,17.54,51.09,51.68,,,,26.54,72.23,0.46,142.6,108.9,752.05,-0.22,04-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-May-2018 - 00:00,29.39,1.13,82.05,23.28,59.25,36.03,40.5,57.49,15.32,71.88,54.1,28.47,69.55,0.39,111.72,131.18,751.21,-0.19,05-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-May-2018 - 00:00,29.87,1.22,97.65,13.73,82.76,30.39,46.75,66.43,11.55,80.52,34.22,30.08,66.5,0.38,109.49,140.92,750.72,-0.15,06-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-May-2018 - 00:00,29.77,1.22,64.32,11.23,76.01,27.06,44.45,99.96,11.28,89.7,25.68,32.58,68.41,0.31,123.55,133.18,750.14,-0.14,07-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-May-2018 - 00:00,29.91,1.47,56.72,17.73,83.63,33.11,46.35,97.18,12.49,88.62,32.21,33.06,68.09,0.31,127.46,127.9,749.23,-0.16,08-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-May-2018 - 00:00,30.15,1.61,47.63,21.0,87.03,36.11,42.19,99.25,11.37,80.15,39.18,32.78,68.03,0.3,123.59,115.57,748.91,-0.14,09-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-May-2018 - 00:00,30.22,1.61,69.54,28.99,91.45,42.14,41.89,82.19,7.44,63.31,33.57,33.74,50.47,0.34,177.2,140.99,749.97,-0.13,10-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-May-2018 - 00:00,30.4,1.55,87.45,19.95,85.6,35.0,39.07,90.8,7.19,60.84,31.61,34.84,38.77,0.32,191.84,135.64,750.74,-0.14,11-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-May-2018 - 00:00,30.94,1.22,98.08,7.5,31.27,12.93,33.61,77.23,6.95,60.15,28.82,30.69,64.21,0.37,107.35,139.64,750.21,-0.15,12-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-May-2018 - 00:00,30.9,1.17,85.16,5.75,17.68,8.24,44.34,58.1,6.38,63.29,25.02,30.69,65.68,0.44,93.3,124.79,750.6,-0.15,13-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-May-2018 - 00:00,30.58,1.06,96.58,4.3,12.0,5.84,39.77,61.92,5.86,56.61,21.59,31.49,63.62,0.48,92.69,116.33,750.08,-0.14,14-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-May-2018 - 00:00,29.99,1.05,131.9,4.5,12.44,6.09,48.55,41.61,5.12,53.77,22.08,27.17,69.75,0.44,137.73,144.32,751.35,-0.16,15-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-May-2018 - 00:00,30.76,1.11,101.64,17.9,49.81,23.67,39.04,63.12,6.2,58.0,26.15,29.91,68.39,0.39,107.78,122.31,749.94,-0.18,16-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-May-2018 - 00:00,30.97,0.87,92.31,13.24,63.68,25.05,44.67,62.4,6.22,58.73,27.04,29.3,68.32,0.38,111.75,130.8,749.41,-0.19,17-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-May-2018 - 00:00,31.7,0.88,81.48,10.58,45.74,18.65,48.41,66.61,5.95,58.22,25.52,29.88,64.9,0.42,97.62,135.03,749.91,-0.21,18-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-May-2018 - 00:00,31.94,1.05,83.66,6.48,26.16,10.93,46.44,80.01,6.61,58.55,28.88,32.19,62.91,0.34,115.1,122.79,749.04,-0.2,19-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-May-2018 - 00:00,31.92,0.93,73.24,5.2,16.94,7.7,46.74,72.88,6.24,63.38,25.6,32.97,61.5,0.37,100.6,130.44,749.12,-0.15,20-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-May-2018 - 00:00,32.05,0.83,85.52,4.49,17.15,7.31,47.65,68.84,5.42,63.76,20.38,30.15,67.7,0.35,115.43,136.53,749.33,-0.15,21-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-May-2018 - 00:00,31.59,1.18,56.29,5.24,14.15,6.99,43.88,100.01,7.09,60.32,26.88,32.89,67.6,0.34,108.76,131.55,749.39,-0.18,22-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-May-2018 - 00:00,31.3,1.1,46.69,4.5,7.49,4.76,42.67,86.54,6.57,62.07,25.77,33.03,70.29,0.38,98.43,114.59,749.2,-0.16,23-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-May-2018 - 00:00,30.78,0.99,42.53,4.43,3.66,3.71,43.9,72.39,6.51,57.51,27.35,32.84,69.46,0.41,98.21,118.89,749.06,-0.15,24-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-May-2018 - 00:00,30.47,1.0,46.14,4.04,2.14,3.02,46.44,76.56,6.32,58.6,25.91,32.82,70.81,0.38,104.61,117.91,748.56,-0.15,25-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-May-2018 - 00:00,30.24,1.05,65.3,14.92,53.09,25.46,38.35,76.89,7.07,58.64,29.1,34.22,68.77,0.33,129.67,128.33,748.03,-0.17,26-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-May-2018 - 00:00,29.24,1.03,91.89,11.5,72.35,26.26,32.95,73.66,6.1,54.19,22.91,34.86,61.65,0.33,126.26,144.35,748.22,-0.16,27-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-May-2018 - 00:00,30.72,0.83,80.0,8.81,48.71,18.34,37.07,77.92,5.55,61.91,18.9,33.87,70.56,0.38,105.42,128.89,748.14,-0.18,28-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-May-2018 - 00:00,31.76,0.98,96.32,10.84,53.43,20.85,32.26,66.78,6.17,55.29,25.56,32.64,69.0,0.42,115.44,140.72,747.33,-0.17,29-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-May-2018 - 00:00,32.4,0.91,108.34,15.55,71.68,32.3,9.23,49.07,6.2,58.01,30.22,29.85,68.8,0.51,96.17,142.02,747.92,-0.15,30-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-May-2018 - 00:00,34.41,1.03,101.29,14.44,75.69,28.97,39.22,53.58,6.77,62.46,31.92,31.76,67.33,0.42,109.1,136.74,748.14,-0.15,31-May-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
31-May-2018 - 00:00,33.49,0.97,102.86,12.74,64.87,28.26,39.29,56.28,6.43,58.61,30.84,31.63,67.78,0.42,115.75,120.56,748.9,-0.18,01-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Jun-2018 - 00:00,32.5,0.95,110.57,13.33,80.16,29.46,39.03,46.85,5.09,61.87,22.56,29.66,73.04,0.44,114.46,131.64,750.0,-0.21,02-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Jun-2018 - 00:00,31.69,1.02,94.25,16.33,80.47,31.39,39.03,54.75,5.51,56.04,26.03,31.22,68.67,0.4,103.79,146.06,749.74,-0.12,03-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Jun-2018 - 00:00,30.29,0.99,85.5,12.53,74.18,27.38,39.72,78.33,5.21,59.57,22.0,32.95,65.48,0.34,106.71,130.78,748.31,-0.14,04-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Jun-2018 - 00:00,30.26,0.91,83.8,17.13,76.19,39.14,39.73,81.96,5.57,55.6,23.66,32.46,68.94,0.44,101.22,131.64,748.23,-0.14,05-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Jun-2018 - 00:00,30.4,1.14,72.81,20.12,106.75,40.7,39.45,73.41,5.98,53.64,27.89,34.34,63.98,0.41,98.35,140.28,749.2,-0.15,06-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Jun-2018 - 00:00,31.21,1.05,78.74,18.49,106.14,39.53,35.02,78.3,5.87,53.44,28.13,35.97,56.66,0.31,117.02,146.64,749.14,-0.16,07-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Jun-2018 - 00:00,31.11,1.13,53.87,18.43,95.25,36.61,36.28,70.1,6.41,52.05,30.9,34.59,63.2,0.36,113.12,124.69,747.9,-0.15,08-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Jun-2018 - 00:00,31.13,0.95,64.97,15.74,67.31,27.56,35.71,43.64,5.38,55.06,25.28,31.79,69.97,0.52,93.83,136.52,747.06,-0.18,09-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Jun-2018 - 00:00,30.97,0.89,74.03,10.3,52.86,20.36,37.45,52.88,5.01,57.16,21.04,33.91,64.98,0.33,121.61,148.23,745.85,-0.15,10-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Jun-2018 - 00:00,30.9,0.82,85.34,7.83,38.83,15.12,35.47,52.35,4.41,55.62,18.14,35.67,58.9,0.31,149.23,153.32,745.2,-0.16,11-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Jun-2018 - 00:00,31.24,1.21,62.85,9.04,33.8,14.54,34.43,66.0,5.61,56.29,27.29,32.07,72.1,0.3,185.66,95.81,744.67,-0.16,12-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Jun-2018 - 00:00,31.23,1.13,81.43,6.87,30.99,12.46,37.53,70.8,5.78,53.64,29.27,32.77,68.27,0.32,137.7,109.41,743.99,-0.14,13-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Jun-2018 - 00:00,31.32,0.79,52.97,6.45,25.43,10.5,0.0,83.01,5.47,50.67,27.52,33.96,60.39,0.31,194.64,117.36,744.24,-0.13,14-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Jun-2018 - 00:00,32.1,0.25,59.74,4.67,12.57,77.95,25.85,76.49,5.85,53.6,31.88,33.05,59.44,0.31,177.8,90.17,745.4,-0.15,15-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Jun-2018 - 00:00,31.41,0.84,52.87,29.72,0.0,,22.12,98.74,6.4,53.29,33.06,36.19,55.45,0.32,204.49,133.95,746.02,-0.15,16-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Jun-2018 - 00:00,31.37,0.9,68.87,3.2,79.88,22.21,33.01,79.72,5.39,51.49,25.83,37.35,52.78,0.33,172.77,129.15,746.43,-0.15,17-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Jun-2018 - 00:00,32.16,1.08,68.69,1.65,53.99,15.29,35.18,82.75,5.29,59.55,22.35,36.12,56.49,0.31,139.65,105.11,746.55,-0.2,18-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Jun-2018 - 00:00,32.27,1.38,61.17,1.69,84.38,23.35,35.62,74.41,6.01,58.84,26.34,35.63,56.54,0.3,158.39,125.99,746.74,-0.19,19-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Jun-2018 - 00:00,31.24,0.88,73.88,16.13,116.69,42.61,41.62,72.04,5.6,53.46,26.56,34.02,55.6,0.31,161.4,129.51,746.89,-0.16,20-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Jun-2018 - 00:00,29.05,0.91,78.47,14.22,117.53,39.06,41.43,67.4,4.92,53.61,21.03,32.47,61.12,0.33,110.82,140.82,747.5,-0.14,21-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Jun-2018 - 00:00,29.47,1.01,74.33,13.52,110.01,36.69,37.88,73.95,4.65,50.32,19.05,32.72,64.62,0.34,117.79,152.56,747.78,-0.15,22-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Jun-2018 - 00:00,28.94,1.14,92.33,8.98,86.73,27.91,37.58,80.21,,,,34.94,57.23,0.34,113.63,154.11,747.3,-0.13,23-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Jun-2018 - 00:00,29.44,0.87,85.95,17.62,61.7,26.67,38.31,63.17,4.74,35.95,26.15,31.65,64.06,0.34,142.18,127.56,747.7,-0.14,24-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Jun-2018 - 00:00,31.04,0.9,52.52,9.22,62.59,21.8,37.21,67.91,3.83,43.31,16.12,28.31,76.04,0.31,131.92,44.84,747.08,-0.12,25-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Jun-2018 - 00:00,31.09,0.78,83.64,6.48,55.45,18.29,37.89,65.93,3.36,36.55,13.68,30.84,68.54,0.34,133.99,131.39,746.12,-0.15,26-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Jun-2018 - 00:00,30.99,0.42,77.95,4.64,40.6,13.33,42.05,44.93,2.14,38.67,8.27,28.26,76.47,0.31,158.89,93.96,746.95,-0.16,27-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Jun-2018 - 00:00,30.96,0.81,50.45,25.31,69.8,36.42,37.07,51.24,3.28,36.29,14.23,29.14,75.18,0.49,98.52,120.47,747.49,-0.14,28-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Jun-2018 - 00:00,31.16,0.77,54.36,17.01,78.52,30.65,38.98,35.17,2.59,33.84,12.77,28.35,74.75,0.55,102.66,109.07,748.5,-0.14,29-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Jun-2018 - 00:00,31.11,1.12,55.67,25.46,97.84,47.93,39.06,49.89,3.11,36.09,14.69,28.47,75.7,0.33,117.25,98.04,748.56,-0.16,30-Jun-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Jun-2018 - 00:00,30.98,1.22,71.74,15.95,101.46,35.95,35.76,66.57,3.5,39.09,15.03,30.13,72.91,0.3,157.55,97.49,748.03,-0.15,01-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Jul-2018 - 00:00,31.06,1.07,46.93,16.21,78.11,30.06,39.72,59.7,3.12,39.72,12.61,27.2,84.5,0.3,162.2,39.43,747.97,-0.14,02-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Jul-2018 - 00:00,31.12,1.09,38.61,16.3,75.63,29.48,40.04,56.14,2.78,38.57,11.68,26.15,88.98,0.3,170.29,37.81,747.61,-0.12,03-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Jul-2018 - 00:00,30.52,0.74,49.06,8.97,62.92,21.74,42.98,56.22,2.15,32.2,8.0,27.13,82.91,0.31,193.07,66.76,746.99,-0.15,04-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Jul-2018 - 00:00,29.93,0.72,60.37,10.36,63.24,22.66,36.14,44.5,1.9,30.24,8.45,28.76,74.94,0.41,198.99,133.79,746.65,-0.15,05-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Jul-2018 - 00:00,31.44,1.07,66.16,16.02,80.88,30.66,39.67,40.61,2.43,37.99,10.47,30.0,71.72,0.31,185.76,117.92,747.07,-0.14,06-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Jul-2018 - 00:00,31.59,1.21,66.08,15.73,90.0,32.85,40.81,54.22,3.24,38.16,15.72,28.57,77.31,0.31,162.3,111.95,747.06,-0.14,07-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Jul-2018 - 00:00,31.35,1.34,64.45,17.93,92.21,38.18,51.05,69.18,3.93,36.44,18.32,30.83,72.9,0.34,126.78,123.95,746.66,-0.14,08-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Jul-2018 - 00:00,37.76,1.24,60.59,18.1,85.79,33.2,85.55,57.34,4.39,51.7,19.75,31.42,70.53,0.41,98.66,144.97,746.7,-0.18,09-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Jul-2018 - 00:00,41.71,1.18,63.4,24.69,93.35,39.15,58.64,32.78,5.81,56.38,25.01,30.92,70.45,0.48,96.69,122.31,746.97,-0.19,10-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Jul-2018 - 00:00,30.79,1.41,44.29,25.15,70.48,33.51,46.95,42.44,3.2,32.11,18.06,29.21,77.68,0.4,109.15,86.3,747.09,-0.15,11-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Jul-2018 - 00:00,32.16,1.09,58.92,29.22,74.51,38.3,50.11,50.62,3.39,34.81,19.64,30.89,71.98,0.43,101.33,148.36,746.51,-0.18,12-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Jul-2018 - 00:00,30.89,1.03,65.1,23.64,82.85,35.81,61.01,43.79,3.14,35.24,17.2,31.38,70.91,0.45,102.45,144.99,746.22,-0.15,13-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Jul-2018 - 00:00,30.98,1.0,70.4,23.32,76.18,41.14,82.7,44.88,3.16,33.08,17.62,30.69,72.55,0.43,100.7,121.83,746.51,-0.15,14-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Jul-2018 - 00:00,30.94,1.11,64.32,22.4,77.41,33.63,73.29,42.47,3.08,35.75,16.21,31.73,67.54,0.41,103.34,133.8,746.38,-0.15,15-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Jul-2018 - 00:00,30.79,0.98,74.72,16.3,66.48,27.11,55.76,42.51,2.85,37.65,14.62,31.51,67.36,0.43,102.12,139.03,746.34,-0.18,16-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Jul-2018 - 00:00,30.87,1.12,61.08,23.23,64.74,30.85,47.88,35.51,3.0,34.47,16.52,30.68,70.2,0.47,107.94,108.94,746.41,-0.15,17-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Jul-2018 - 00:00,30.82,0.95,66.64,19.42,62.93,28.08,53.67,32.83,2.67,33.72,14.8,30.58,67.99,0.56,101.61,116.85,746.24,-0.15,18-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Jul-2018 - 00:00,31.74,1.03,64.53,26.42,70.85,34.38,53.58,38.53,2.99,36.52,16.62,30.22,72.35,0.46,100.04,106.19,746.92,-0.14,19-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Jul-2018 - 00:00,31.96,1.19,75.69,21.58,87.49,35.75,57.84,47.74,3.48,36.33,19.12,32.72,64.65,0.37,100.84,130.05,746.59,-0.14,20-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Jul-2018 - 00:00,31.63,1.13,78.42,16.8,84.42,32.05,47.38,59.29,3.32,34.95,16.02,34.9,58.71,0.31,148.76,133.66,745.79,-0.16,21-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Jul-2018 - 00:00,30.88,1.03,66.47,24.03,69.24,32.51,51.76,34.64,2.83,34.13,15.07,30.96,69.58,0.39,120.21,125.23,746.56,-0.15,22-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Jul-2018 - 00:00,30.33,0.74,65.52,17.06,46.87,22.49,51.55,27.62,2.33,37.35,12.2,28.84,74.85,0.54,107.78,98.73,746.38,-0.16,23-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Jul-2018 - 00:00,31.62,0.95,60.27,17.99,57.45,25.79,51.8,36.27,2.52,35.64,13.01,26.99,83.47,0.54,105.02,60.0,746.42,-0.15,24-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Jul-2018 - 00:00,31.64,0.83,49.6,15.8,54.13,23.61,47.87,45.5,2.62,35.61,12.12,26.81,85.66,0.32,136.04,56.25,747.41,-0.15,25-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Jul-2018 - 00:00,31.46,0.57,52.57,9.46,43.54,17.02,56.56,32.32,1.93,33.53,8.29,26.36,87.31,0.33,152.73,92.45,747.48,-0.15,26-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Jul-2018 - 00:00,31.51,0.76,48.03,19.22,57.64,29.93,74.65,40.17,2.36,33.07,11.48,25.35,91.75,0.3,151.18,52.01,747.62,-0.13,27-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Jul-2018 - 00:00,32.66,0.91,45.07,18.18,50.68,23.72,51.53,44.93,2.3,34.16,11.5,25.64,90.38,0.3,209.95,64.24,747.56,-0.13,28-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Jul-2018 - 00:00,32.65,0.97,38.34,27.8,61.28,34.58,44.49,43.77,2.6,40.53,11.84,24.55,96.01,0.3,224.16,27.28,747.49,-0.14,29-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Jul-2018 - 00:00,32.61,0.57,55.73,8.41,33.0,13.64,32.75,30.58,1.96,39.4,8.17,23.91,96.46,0.34,180.16,35.94,746.6,-0.14,30-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Jul-2018 - 00:00,32.64,0.81,59.38,8.67,51.04,18.48,21.17,38.32,1.94,31.62,8.68,24.83,91.53,0.32,152.06,54.08,746.94,-0.11,31-Jul-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
31-Jul-2018 - 00:00,32.51,0.73,60.2,9.86,52.38,19.54,8.95,45.95,2.22,39.45,8.88,26.29,85.23,0.3,173.97,75.51,746.85,-0.1,01-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Aug-2018 - 00:00,31.88,0.53,61.88,6.44,37.97,13.74,13.03,41.0,1.87,37.21,6.97,25.07,89.9,0.3,172.46,71.76,746.85,-0.11,02-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Aug-2018 - 00:00,30.96,1.17,55.37,22.42,57.75,28.55,17.25,51.28,2.66,33.9,12.75,26.27,86.29,0.3,141.46,87.03,747.42,-0.11,03-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Aug-2018 - 00:00,30.91,0.83,63.64,13.38,55.83,22.57,27.01,49.29,2.54,36.13,12.26,25.29,89.76,0.31,166.56,68.19,747.61,-0.15,04-Aug-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
