from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,to date,station
15-Apr-2018 - 00:00,30.23,0.52,25.82,2.78,23.71,14.87,21.37,8.64,33.85,78.77,0.22,4.96,0.05,30.1,57.98,0.97,121.04,97.02,724.5,16-Apr-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Apr-2018 - 00:00,30.52,0.81,34.36,4.92,32.64,21.36,25.5,12.75,49.61,117.1,0.43,9.54,0.15,31.66,53.17,0.85,160.09,146.91,724.77,17-Apr-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Apr-2018 - 00:00,30.41,0.59,38.56,4.26,29.97,19.41,16.63,7.4,38.42,97.79,0.17,2.16,0.09,33.16,44.9,1.02,141.61,142.07,724.99,18-Apr-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Apr-2018 - 00:00,30.55,0.58,38.1,3.91,32.15,20.28,36.53,22.95,56.82,142.94,0.51,8.52,5.72,32.82,43.51,1.31,254.2,144.81,724.43,19-Apr-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Apr-2018 - 00:00,30.39,0.64,29.75,6.37,44.03,28.6,24.82,16.19,53.37,144.63,0.33,5.11,0.3,32.84,40.91,1.11,221.04,129.24,723.39,20-Apr-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Apr-2018 - 00:00,30.29,0.7,31.89,6.22,37.15,24.81,24.39,12.44,50.29,140.05,0.26,5.29,1.27,33.66,37.49,1.65,200.84,155.95,722.48,21-Apr-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Apr-2018 - 00:00,30.42,0.62,30.82,3.89,35.53,22.06,23.14,9.53,50.05,135.29,0.23,8.37,0.33,33.34,38.15,1.17,148.3,158.55,722.93,22-Apr-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Apr-2018 - 00:00,30.35,0.61,40.52,1.52,29.87,17.14,20.79,7.9,47.44,126.67,0.21,2.92,0.09,32.8,44.53,1.18,168.29,135.64,723.05,23-Apr-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Apr-2018 - 00:00,30.35,0.39,42.18,1.5,22.0,12.93,17.39,5.93,36.58,101.67,0.24,4.13,0.24,33.11,43.89,1.24,182.73,153.77,723.28,24-Apr-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Apr-2018 - 00:00,30.53,0.46,42.63,1.66,24.98,14.63,21.53,12.66,42.24,126.99,0.34,5.46,0.74,33.59,37.95,1.46,206.05,155.45,722.99,25-Apr-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Apr-2018 - 00:00,30.28,0.46,45.15,1.4,17.73,10.57,21.01,5.13,37.89,98.91,0.09,1.38,0.02,32.32,50.3,1.15,148.75,135.24,722.77,26-Apr-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Apr-2018 - 00:00,30.18,0.65,41.04,2.69,34.89,20.75,17.01,6.64,45.06,125.84,0.18,2.64,0.28,32.18,46.34,1.29,164.19,126.46,722.49,27-Apr-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Apr-2018 - 00:00,30.71,0.44,43.62,1.39,22.18,12.94,15.08,5.66,42.49,105.56,0.14,2.21,0.09,32.88,44.52,1.17,156.52,145.95,723.03,28-Apr-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Apr-2018 - 00:00,30.23,0.37,37.33,1.53,23.99,13.96,14.77,6.68,39.01,106.22,0.11,1.58,0.08,32.79,44.19,1.1,156.43,148.99,723.19,29-Apr-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Apr-2018 - 00:00,30.45,0.44,49.01,1.3,18.56,10.93,14.25,7.44,39.14,114.21,0.29,2.03,0.21,33.96,39.41,1.53,179.79,147.27,722.43,30-Apr-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Apr-2018 - 00:00,30.46,0.61,37.69,3.62,33.57,20.8,34.93,14.32,47.44,128.64,0.34,6.71,2.51,34.42,37.62,1.67,223.03,154.94,720.22,01-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-May-2018 - 00:00,30.33,0.5,37.36,1.58,21.9,12.94,20.57,7.68,48.64,141.07,0.16,3.86,0.37,33.9,43.82,1.38,188.1,153.36,720.8,02-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-May-2018 - 00:00,30.32,0.6,40.38,2.85,26.41,16.37,18.89,3.85,40.28,107.98,0.14,1.55,0.18,32.61,51.3,1.13,151.9,147.02,721.21,03-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-May-2018 - 00:00,30.42,0.48,42.64,1.44,17.94,10.72,17.56,3.87,33.05,98.22,0.1,0.98,0.02,30.07,58.64,1.59,143.86,109.48,721.76,04-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-May-2018 - 00:00,30.42,0.43,42.81,1.65,27.06,15.74,17.85,8.31,23.72,76.29,0.2,3.0,0.06,30.25,51.61,1.05,168.75,144.42,722.56,05-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-May-2018 - 00:00,30.22,0.42,45.55,1.35,22.18,12.89,13.42,4.59,28.51,85.06,0.11,2.52,0.04,32.36,48.86,1.24,160.59,142.22,722.54,06-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-May-2018 - 00:00,30.44,0.42,34.9,1.28,25.98,14.85,13.71,6.58,36.81,102.27,0.11,1.01,0.03,31.91,50.46,1.31,155.14,88.96,723.04,07-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-May-2018 - 00:00,30.46,0.4,43.7,1.27,18.88,11.08,18.34,9.53,35.06,112.31,0.26,2.55,0.51,33.61,42.92,1.33,199.24,141.29,721.94,08-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-May-2018 - 00:00,30.44,0.53,41.22,2.43,33.57,19.83,24.75,13.37,50.14,129.25,0.3,6.13,0.41,34.39,40.26,1.07,171.99,146.72,721.0,09-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-May-2018 - 00:00,30.48,0.48,36.75,1.88,30.95,17.99,17.99,7.29,46.09,113.45,0.17,3.21,0.11,31.76,51.74,1.32,166.41,114.77,721.91,10-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-May-2018 - 00:00,30.31,0.32,28.97,1.54,15.48,9.49,20.72,5.1,31.26,68.89,0.08,1.16,0.01,29.87,59.2,1.42,165.76,102.63,723.61,11-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-May-2018 - 00:00,30.22,0.4,51.45,1.43,21.21,12.45,16.47,6.06,35.43,102.05,0.15,5.31,0.37,35.42,38.36,1.35,187.29,206.86,721.62,12-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-May-2018 - 00:00,30.2,0.44,43.99,1.41,22.04,12.88,14.68,12.53,36.53,108.62,0.19,3.55,0.13,33.08,44.38,1.38,180.49,119.61,722.03,13-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-May-2018 - 00:00,30.08,0.46,51.52,1.85,28.49,16.66,15.67,10.23,37.52,103.12,0.31,2.91,0.17,31.83,44.8,1.31,168.68,118.92,722.33,14-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-May-2018 - 00:00,30.59,0.38,44.77,1.35,18.31,10.84,16.73,9.25,31.3,95.29,0.12,2.25,0.2,31.27,48.64,1.58,184.74,135.11,722.43,15-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-May-2018 - 00:00,30.41,0.39,40.25,1.13,15.76,9.3,14.96,4.32,26.24,58.02,0.15,1.66,0.13,30.58,53.08,1.31,185.0,140.11,722.27,16-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-May-2018 - 00:00,30.25,0.54,38.79,1.38,27.12,15.56,16.07,6.43,46.36,119.44,0.18,2.61,0.08,31.85,49.78,1.32,188.18,137.76,721.31,17-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-May-2018 - 00:00,30.59,0.71,29.81,2.62,41.84,24.38,28.27,11.19,53.92,139.25,0.67,9.86,0.07,31.03,50.06,1.33,191.28,123.2,720.98,18-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-May-2018 - 00:00,30.38,0.48,33.94,1.83,31.24,18.1,23.19,10.0,47.18,125.35,0.6,8.84,0.41,32.17,46.48,1.09,230.2,144.81,720.69,19-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-May-2018 - 00:00,30.5,0.51,33.1,1.69,29.69,17.18,40.28,13.17,53.12,165.55,0.56,9.94,1.55,34.28,39.82,0.93,235.05,173.32,719.76,20-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,21-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-May-2018 - 00:00,30.37,0.44,55.68,1.19,18.07,10.56,12.26,5.56,51.66,158.68,0.12,2.3,0.02,34.85,43.4,0.79,143.91,184.75,720.37,22-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-May-2018 - 00:00,30.36,0.44,41.99,1.3,20.98,12.22,18.38,9.13,47.64,130.97,0.25,5.05,0.15,33.01,47.15,0.96,186.33,128.89,720.8,23-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-May-2018 - 00:00,30.54,0.77,42.78,1.21,22.24,12.79,13.11,4.26,49.59,131.85,0.14,2.33,0.12,33.04,48.98,1.13,166.12,128.19,720.62,24-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-May-2018 - 00:00,30.6,0.5,40.17,1.6,25.35,14.78,12.8,6.26,41.61,113.02,0.26,2.41,0.37,32.98,47.36,1.12,199.88,150.75,719.83,25-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-May-2018 - 00:00,30.22,0.43,44.57,1.33,21.69,12.62,12.15,5.95,44.01,111.53,0.14,2.82,0.14,32.81,49.78,0.78,153.99,137.93,719.65,26-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-May-2018 - 00:00,30.31,0.38,30.21,2.07,17.79,11.15,9.87,3.06,25.3,82.7,0.08,1.15,0.02,32.9,50.03,0.69,136.73,144.24,719.86,27-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-May-2018 - 00:00,30.36,0.4,45.86,1.25,15.5,9.26,10.69,3.86,29.62,78.61,0.09,1.58,0.13,32.49,50.78,0.74,139.33,140.14,720.03,28-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-May-2018 - 00:00,30.27,0.78,31.14,1.26,18.27,10.74,9.64,4.13,33.68,93.47,0.09,0.7,0.01,33.85,47.32,0.56,155.86,150.69,718.72,29-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-May-2018 - 00:00,30.13,0.35,36.18,1.35,19.6,11.53,17.91,6.14,36.31,106.88,0.25,2.48,0.67,34.11,45.08,0.62,203.22,150.47,717.97,30-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-May-2018 - 00:00,30.55,0.37,26.22,1.61,26.41,15.36,34.35,7.47,39.61,113.76,0.22,6.89,0.34,32.78,50.16,1.1,232.32,131.85,718.73,31-May-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
31-May-2018 - 00:00,30.57,0.32,30.73,1.45,20.0,11.82,21.19,7.61,35.71,102.24,0.18,3.17,0.1,32.13,52.76,1.21,196.02,123.97,719.76,01-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Jun-2018 - 00:00,30.41,0.27,36.18,1.28,28.47,16.19,22.93,8.26,48.57,118.54,0.26,5.8,1.53,31.78,53.58,0.66,200.69,118.08,720.8,02-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Jun-2018 - 00:00,30.07,0.53,23.22,6.59,37.88,25.5,25.71,8.54,48.96,101.32,0.27,6.55,0.33,27.51,70.73,1.05,194.62,54.29,721.94,03-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Jun-2018 - 00:00,30.13,0.49,29.81,2.52,32.62,19.4,36.49,12.44,43.48,105.78,0.34,7.91,0.09,29.82,61.35,1.14,239.69,143.89,721.11,04-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Jun-2018 - 00:00,30.25,0.44,36.69,1.52,30.19,17.3,27.19,8.28,42.83,99.98,0.26,3.79,1.71,30.0,58.9,1.19,243.23,145.94,720.11,05-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Jun-2018 - 00:00,30.38,0.54,31.76,1.53,32.57,18.58,17.98,7.54,38.6,99.08,0.21,5.05,2.07,30.99,56.51,0.98,227.1,144.85,720.41,06-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Jun-2018 - 00:00,30.35,0.56,23.7,2.62,38.6,22.66,25.96,8.98,46.22,105.93,0.5,7.52,2.96,29.15,64.33,1.45,269.22,124.22,721.7,07-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Jun-2018 - 00:00,30.23,1.36,35.22,1.37,20.36,11.95,22.67,13.18,24.25,62.44,0.32,3.83,0.08,29.73,64.62,1.53,228.31,32.66,719.22,08-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Jun-2018 - 00:00,30.2,1.3,28.32,1.41,18.06,10.75,23.59,8.75,23.44,53.78,0.21,2.71,0.26,28.19,69.3,1.76,241.82,99.83,718.75,09-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-Jun-2018 - 00:00,30.11,1.33,22.58,1.38,22.46,13.07,30.67,7.74,27.0,64.92,0.26,4.31,0.65,28.15,68.97,2.29,266.25,117.98,717.5,10-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Jun-2018 - 00:00,30.16,1.3,15.39,1.7,17.49,10.69,37.12,8.23,20.15,52.21,0.5,3.66,0.09,27.79,69.61,2.53,263.58,111.31,718.31,11-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-Jun-2018 - 00:00,30.32,1.36,11.4,2.44,21.67,13.51,43.23,9.55,28.64,81.3,0.42,5.35,1.29,27.42,74.01,2.33,248.34,65.2,719.12,12-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Jun-2018 - 00:00,30.33,1.37,8.8,3.21,27.42,17.2,34.4,10.38,34.14,105.04,0.64,7.84,0.1,28.78,67.4,2.23,254.14,101.99,719.05,13-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Jun-2018 - 00:00,30.11,1.31,10.85,2.44,22.01,13.69,52.3,10.12,46.55,135.46,0.65,4.82,0.07,29.89,60.64,1.91,261.46,143.85,719.24,14-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Jun-2018 - 00:00,30.15,1.31,10.22,2.66,25.24,15.59,51.99,9.15,56.58,120.57,0.51,6.56,0.18,30.16,58.91,1.66,266.41,133.99,720.11,15-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Jun-2018 - 00:00,30.3,1.33,11.2,3.25,21.16,13.9,59.05,11.89,32.84,117.34,0.57,6.99,0.49,30.68,55.35,1.33,262.52,148.69,720.66,16-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Jun-2018 - 00:00,30.23,1.27,13.3,1.8,15.91,9.93,27.3,9.99,25.07,88.64,0.29,4.55,0.24,30.22,54.61,1.21,255.26,145.86,721.5,17-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Jun-2018 - 00:00,30.24,1.24,11.68,1.83,15.79,9.88,42.07,10.6,27.38,91.09,0.41,4.01,0.05,30.22,53.38,1.2,261.34,139.69,721.44,18-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Jun-2018 - 00:00,30.38,1.18,13.43,1.64,15.1,9.36,20.54,10.36,17.39,67.03,0.19,2.21,0.0,28.88,58.33,1.8,240.61,119.99,720.88,19-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Jun-2018 - 00:00,30.42,0.74,16.99,1.36,16.38,9.81,12.14,8.51,12.44,45.5,0.11,1.4,0.0,29.3,60.25,1.54,230.78,144.34,720.23,20-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Jun-2018 - 00:00,30.52,0.28,19.42,1.55,22.33,13.15,9.76,8.99,10.77,50.94,0.09,1.37,0.0,31.03,54.89,0.97,211.09,159.99,719.89,21-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Jun-2018 - 00:00,30.46,0.21,20.03,1.45,18.43,10.98,13.69,8.17,12.39,59.55,0.11,2.68,0.0,30.82,56.06,0.89,202.25,155.91,719.81,22-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Jun-2018 - 00:00,30.27,0.17,19.57,1.88,23.56,14.07,20.74,5.53,27.14,61.4,0.16,4.15,1.41,28.33,70.65,1.2,234.94,81.87,720.13,23-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Jun-2018 - 00:00,30.38,0.22,17.57,1.94,23.74,14.2,25.33,8.54,32.49,64.26,0.48,6.31,2.09,27.18,76.38,1.73,253.54,95.2,720.91,24-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Jun-2018 - 00:00,30.27,0.24,12.13,1.96,20.17,12.32,26.02,9.36,20.47,57.28,0.28,2.98,0.09,28.07,67.39,2.1,246.61,111.27,721.17,25-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Jun-2018 - 00:00,30.26,0.17,11.14,1.89,17.83,11.02,16.09,10.41,19.61,62.46,0.25,1.31,0.03,28.38,64.84,2.47,238.17,102.97,720.48,26-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Jun-2018 - 00:00,30.65,0.14,10.5,1.95,18.51,11.43,21.35,8.69,17.19,56.89,0.27,2.55,0.0,28.52,63.42,2.01,248.8,109.26,719.86,27-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Jun-2018 - 00:00,30.19,0.15,10.39,2.01,19.45,11.99,30.25,8.14,17.68,61.95,0.14,1.93,0.01,28.27,64.82,2.02,242.74,102.89,719.34,28-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Jun-2018 - 00:00,30.34,0.23,11.82,1.99,18.78,11.61,16.94,10.2,20.32,68.26,0.2,2.23,0.2,28.42,63.85,1.69,234.97,79.8,719.74,29-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Jun-2018 - 00:00,30.29,0.3,11.37,1.67,15.83,9.78,9.89,13.77,22.32,84.38,0.31,3.39,0.02,28.86,61.98,1.13,219.39,114.35,720.8,30-Jun-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Jun-2018 - 00:00,30.44,0.32,13.81,2.39,17.7,11.37,32.24,12.91,24.79,85.08,0.48,5.58,0.15,29.7,58.51,1.0,246.97,144.26,721.53,01-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Jul-2018 - 00:00,30.19,0.25,15.83,1.82,19.02,11.59,35.31,11.53,20.24,67.79,0.3,3.43,0.03,29.24,59.14,0.96,239.05,117.49,721.85,02-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Jul-2018 - 00:00,30.42,0.15,14.51,1.71,17.13,10.5,12.66,11.18,18.79,64.07,0.15,2.49,0.02,29.51,60.27,1.06,235.16,135.6,721.2,03-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Jul-2018 - 00:00,30.25,0.09,11.24,1.86,17.4,10.77,29.11,8.66,18.62,62.8,0.16,2.61,0.0,27.99,63.67,1.65,245.01,89.15,721.78,04-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Jul-2018 - 00:00,30.31,0.07,9.66,2.12,16.35,10.43,18.16,8.83,16.73,78.66,0.18,1.94,0.03,29.11,60.53,1.17,245.8,124.96,721.9,05-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Jul-2018 - 00:00,30.19,0.11,9.31,2.24,19.43,12.16,19.73,9.54,18.56,67.9,0.14,3.68,0.24,27.59,67.0,1.87,253.73,101.93,721.7,06-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Jul-2018 - 00:00,30.35,0.31,10.31,3.33,22.94,14.91,24.21,7.39,30.27,72.62,0.21,6.24,2.28,26.5,76.55,2.17,274.73,76.94,720.99,07-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Jul-2018 - 00:00,30.19,0.27,9.84,3.4,24.49,15.79,68.74,9.88,34.18,86.33,0.79,9.55,0.11,25.55,80.73,1.95,270.3,45.34,720.08,08-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Jul-2018 - 00:00,30.03,0.18,8.31,3.49,25.63,16.47,93.18,9.04,32.71,84.84,0.96,8.51,0.08,25.46,82.14,2.29,273.82,44.33,719.53,09-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-Jul-2018 - 00:00,30.05,0.04,7.89,7.2,28.4,20.96,60.62,8.42,23.17,54.0,0.42,5.42,0.08,25.82,78.6,2.46,268.0,73.19,719.2,10-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Jul-2018 - 00:00,30.21,0.06,9.7,2.36,16.36,10.62,31.64,8.37,21.78,51.3,0.35,4.36,0.01,26.28,75.36,2.76,253.79,92.9,719.62,11-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-Jul-2018 - 00:00,30.26,0.25,9.63,2.16,18.82,11.77,20.52,6.21,21.7,56.36,0.37,4.89,0.05,26.26,75.19,2.77,251.74,62.58,720.02,12-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Jul-2018 - 00:00,30.28,0.2,9.58,1.96,14.5,9.31,52.49,4.42,12.93,19.84,0.18,7.79,0.03,24.61,84.32,3.27,245.82,59.12,720.07,13-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Jul-2018 - 00:00,30.1,0.25,9.93,2.22,12.91,8.68,22.1,7.23,15.42,40.24,0.31,6.54,0.03,26.08,77.47,2.64,256.68,99.71,719.67,14-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Jul-2018 - 00:00,30.16,0.28,9.44,2.6,19.74,12.6,28.19,11.56,28.33,71.48,0.65,8.23,0.06,26.27,79.4,2.25,273.47,72.26,718.95,15-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Jul-2018 - 00:00,30.17,0.21,7.77,2.77,19.79,12.78,22.2,7.39,18.32,52.02,0.38,7.47,0.0,26.05,78.75,2.63,255.02,82.5,718.47,16-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Jul-2018 - 00:00,30.24,0.24,7.99,2.27,14.2,9.39,27.0,6.55,13.23,22.67,0.25,7.25,0.08,25.79,81.15,2.87,252.68,57.82,719.0,17-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Jul-2018 - 00:00,30.45,0.22,5.81,3.18,11.76,8.84,14.91,5.92,14.44,34.98,0.26,5.68,0.01,26.85,75.82,2.85,250.16,126.93,719.33,18-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Jul-2018 - 00:00,30.43,0.24,6.45,4.0,11.5,9.38,57.31,8.13,20.19,67.81,0.7,5.52,0.04,29.03,66.6,2.47,273.08,151.9,719.98,19-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Jul-2018 - 00:00,30.0,0.23,6.16,4.64,13.29,10.84,21.27,7.99,17.64,52.45,0.48,5.56,0.02,28.15,69.27,2.78,260.17,154.17,720.23,20-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Jul-2018 - 00:00,30.22,0.27,6.6,4.07,13.62,10.55,43.97,10.16,17.71,45.26,0.28,5.8,0.25,26.84,73.16,2.44,252.97,60.96,720.35,21-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Jul-2018 - 00:00,30.15,0.3,6.62,4.43,12.55,10.27,33.43,7.92,26.29,72.58,0.29,7.13,0.01,27.2,70.25,2.56,266.18,81.95,720.56,22-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Jul-2018 - 00:00,30.15,0.24,6.42,3.9,11.85,9.47,72.27,7.18,26.15,67.83,0.37,6.09,0.41,27.21,68.93,2.51,262.22,74.39,720.54,23-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Jul-2018 - 00:00,30.22,0.24,5.93,4.75,12.31,10.4,34.67,7.0,23.15,71.3,0.35,6.15,0.11,27.38,68.88,2.15,251.69,99.7,720.4,24-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Jul-2018 - 00:00,30.16,0.24,5.89,4.47,11.25,9.63,18.95,7.2,18.13,63.15,0.12,6.07,0.01,27.76,68.3,2.02,240.43,101.46,721.46,25-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Jul-2018 - 00:00,30.11,0.24,6.12,5.0,10.8,9.82,25.73,9.38,22.96,77.15,0.24,6.25,0.05,28.5,63.66,1.66,252.87,126.54,721.44,26-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Jul-2018 - 00:00,29.99,0.25,5.56,5.48,11.84,10.74,26.51,8.53,18.45,65.83,0.27,8.56,0.09,27.3,67.85,2.49,259.17,81.35,722.42,27-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Jul-2018 - 00:00,30.36,0.21,6.1,3.89,10.51,8.75,22.22,6.05,15.68,55.17,0.11,5.8,0.08,27.87,66.81,1.86,248.02,108.74,722.17,28-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Jul-2018 - 00:00,30.55,0.29,5.48,12.64,14.6,18.05,38.91,9.73,27.68,84.36,0.42,8.47,0.12,28.08,65.99,1.76,255.8,99.87,721.9,29-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Jul-2018 - 00:00,30.22,0.29,6.07,5.91,12.73,11.58,52.59,10.65,38.2,108.51,0.6,8.36,0.45,28.46,63.25,1.45,278.01,127.29,721.55,30-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
