from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,to date,station
30-Jul-2018 - 00:00,30.34,0.28,5.59,6.7,13.57,12.66,98.96,10.98,38.89,136.91,0.79,7.15,0.32,28.82,60.2,1.12,281.29,127.41,721.53,31-Jul-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
31-Jul-2018 - 00:00,30.49,0.24,5.8,5.52,11.69,10.71,70.94,9.65,25.91,100.38,0.42,7.21,0.35,28.46,61.96,1.26,270.11,123.06,721.82,01-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Aug-2018 - 00:00,30.41,0.24,6.5,3.34,9.72,7.88,30.79,6.51,28.16,90.83,0.33,5.35,0.03,27.36,67.15,1.55,253.46,103.64,735.72,02-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Aug-2018 - 00:00,30.24,0.3,5.98,4.55,11.26,9.69,37.62,7.17,34.62,98.17,0.27,6.37,0.03,27.91,67.46,1.56,267.88,104.51,745.76,03-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Aug-2018 - 00:00,30.29,0.27,5.93,4.68,13.87,11.18,43.98,7.3,41.78,133.24,0.57,7.63,0.63,28.67,62.78,1.16,284.55,125.06,737.33,04-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Aug-2018 - 00:00,30.29,0.27,5.54,4.88,11.6,10.14,50.79,8.01,28.1,108.29,0.45,9.01,0.07,28.4,64.25,1.34,271.73,121.52,733.83,05-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Aug-2018 - 00:00,30.19,0.26,6.25,4.32,10.9,9.31,31.93,8.88,27.51,84.36,0.2,6.22,0.83,27.95,64.61,1.31,274.8,106.23,742.97,06-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Aug-2018 - 00:00,30.17,0.26,6.26,4.33,11.73,9.76,55.05,8.07,32.46,102.86,0.69,8.4,0.13,27.97,62.72,1.48,279.55,91.03,725.95,07-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Aug-2018 - 00:00,29.98,0.29,5.36,5.83,13.07,11.7,49.03,9.02,25.62,75.24,0.39,11.13,0.03,27.0,66.51,1.91,275.03,63.83,719.29,08-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Aug-2018 - 00:00,29.99,0.29,5.7,4.28,11.74,9.72,76.46,8.54,23.26,69.34,0.6,7.64,0.02,27.08,67.99,1.69,263.21,69.39,719.3,09-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-Aug-2018 - 00:00,30.18,0.32,5.03,6.31,12.42,11.73,31.68,7.54,22.12,46.25,0.32,7.16,0.03,26.53,74.6,1.66,239.71,89.7,721.11,10-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Aug-2018 - 00:00,30.19,0.27,5.25,6.69,12.9,12.3,51.6,7.29,26.09,55.43,0.5,9.15,0.1,26.37,75.98,2.4,279.7,96.49,721.66,11-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-Aug-2018 - 00:00,30.07,0.33,4.31,8.02,12.05,12.93,50.0,6.67,23.79,47.79,1.13,9.41,0.08,25.11,80.95,2.22,268.72,35.87,721.03,12-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Aug-2018 - 00:00,30.02,0.24,4.82,5.16,11.97,10.56,40.62,5.58,17.82,51.5,0.7,7.82,0.03,25.22,81.24,3.86,270.94,58.78,719.99,13-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Aug-2018 - 00:00,29.97,0.23,4.77,4.51,10.81,9.41,28.93,6.84,12.69,29.84,0.48,4.9,0.04,26.18,75.54,2.47,251.32,75.84,719.53,14-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Aug-2018 - 00:00,30.09,0.29,4.6,7.27,13.37,13.03,27.8,9.14,26.23,63.6,0.39,9.14,0.41,26.16,78.64,2.12,285.03,65.05,719.12,15-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Aug-2018 - 00:00,29.89,0.27,4.9,6.57,10.45,10.9,38.68,10.68,30.17,80.15,0.49,8.03,0.99,26.08,77.73,2.44,292.48,46.96,718.43,16-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Aug-2018 - 00:00,29.94,0.25,5.73,2.82,8.24,6.68,24.03,5.13,8.74,13.91,0.43,3.26,0.07,24.87,83.45,3.54,259.47,39.02,717.62,17-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Aug-2018 - 00:00,29.94,0.3,5.29,4.6,13.76,11.05,21.71,10.65,28.7,66.45,0.22,5.41,0.11,26.22,75.7,2.54,269.4,71.87,717.98,18-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Aug-2018 - 00:00,30.04,0.5,5.19,5.5,13.86,11.85,47.44,12.91,27.98,82.21,0.54,7.81,0.02,27.97,69.29,2.79,284.88,117.21,718.71,19-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Aug-2018 - 00:00,30.17,0.33,4.95,5.88,11.96,11.14,40.19,8.17,33.65,81.38,0.48,5.48,1.53,25.72,79.45,2.68,290.84,47.83,719.17,20-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Aug-2018 - 00:00,30.18,0.25,4.64,5.9,12.15,11.26,52.27,6.26,22.73,61.68,0.66,6.24,0.08,24.3,86.12,5.22,281.57,31.0,720.02,21-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Aug-2018 - 00:00,30.11,0.23,5.01,4.57,11.26,9.7,37.79,6.22,13.43,36.05,0.77,4.31,0.0,25.6,77.98,4.44,265.01,84.65,720.26,22-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Aug-2018 - 00:00,29.93,0.24,4.83,5.26,12.47,10.91,32.64,8.86,16.9,51.42,0.3,6.26,0.05,26.37,74.85,2.55,262.05,101.11,720.91,23-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Aug-2018 - 00:00,29.96,0.29,4.56,7.1,11.18,11.73,49.01,11.11,24.1,73.27,0.54,6.78,0.03,27.03,72.69,2.31,271.96,93.29,721.28,24-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Aug-2018 - 00:00,29.83,0.31,4.68,9.29,13.41,14.68,57.37,17.04,29.18,92.91,0.38,9.98,0.09,26.92,71.82,2.52,289.47,108.44,721.27,25-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Aug-2018 - 00:00,30.01,0.33,4.54,10.76,14.56,16.5,46.62,16.67,36.15,98.86,0.34,11.84,0.05,26.69,73.14,2.41,288.51,129.03,721.23,26-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Aug-2018 - 00:00,29.77,0.32,4.59,8.61,12.92,13.87,53.86,11.66,31.09,86.62,0.52,6.31,0.14,25.72,76.98,2.22,286.51,92.0,720.56,27-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Aug-2018 - 00:00,30.04,0.32,4.35,7.37,12.08,12.41,31.32,10.28,28.88,75.29,0.46,4.37,0.24,25.43,79.91,2.05,274.06,80.01,720.85,28-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Aug-2018 - 00:00,29.87,0.28,5.5,4.67,11.82,10.08,22.21,10.14,21.54,62.83,0.24,5.79,0.28,26.24,75.68,2.04,264.7,110.82,722.95,29-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Aug-2018 - 00:00,30.06,0.37,5.42,7.58,17.36,15.4,28.08,21.26,36.41,99.07,0.37,11.16,0.16,27.14,70.46,1.73,270.24,122.64,728.74,30-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Aug-2018 - 00:00,30.12,0.3,6.86,4.49,11.28,9.66,18.86,8.94,30.57,95.7,0.22,8.36,0.34,27.45,68.32,1.3,287.78,134.92,728.39,31-Aug-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
31-Aug-2018 - 00:00,30.08,0.28,6.37,3.73,10.49,8.61,19.05,8.45,26.98,79.48,0.13,6.74,0.11,27.14,71.29,1.36,282.46,110.79,728.91,01-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Sep-2018 - 00:00,30.02,0.3,6.39,4.64,13.45,10.94,15.41,10.94,35.29,93.82,0.2,8.44,0.06,27.07,70.27,1.36,271.73,129.28,729.22,02-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Sep-2018 - 00:00,29.95,0.31,5.33,6.66,13.73,12.73,29.97,13.53,32.21,88.57,0.41,6.91,0.14,26.96,70.41,1.54,286.05,116.97,735.76,03-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Sep-2018 - 00:00,30.05,0.32,4.77,8.01,12.87,13.36,65.75,13.84,27.26,70.69,0.54,8.77,0.05,26.74,69.86,1.44,273.73,104.24,734.06,04-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Sep-2018 - 00:00,30.03,0.3,5.97,6.3,12.23,11.61,39.56,9.78,29.58,84.98,0.39,9.63,0.08,27.41,67.1,1.11,290.65,137.94,737.68,05-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Sep-2018 - 00:00,30.28,0.27,6.51,3.9,11.24,9.15,22.86,10.02,46.15,108.03,0.22,8.56,0.08,26.98,68.47,1.29,295.67,106.35,732.27,06-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Sep-2018 - 00:00,30.3,0.28,7.3,4.18,13.61,10.63,21.64,9.03,34.8,90.54,0.21,8.02,0.04,26.46,69.6,1.36,286.97,113.07,730.7,07-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Sep-2018 - 00:00,30.28,0.3,6.7,6.37,15.68,13.52,30.63,11.56,36.29,104.19,0.39,11.81,0.09,26.91,65.38,1.08,280.24,121.21,721.38,08-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Sep-2018 - 00:00,30.16,0.32,6.92,5.15,14.7,12.0,32.84,9.42,32.06,86.21,0.22,6.26,0.04,27.37,61.77,0.84,269.24,122.39,722.01,09-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-Sep-2018 - 00:00,30.15,0.43,9.0,7.37,13.95,13.41,21.86,10.8,40.77,112.02,0.18,7.33,0.04,28.0,61.01,0.58,235.0,130.8,722.83,10-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Sep-2018 - 00:00,30.34,0.35,14.91,1.61,13.17,8.3,12.31,4.93,29.51,82.4,0.08,3.36,0.0,28.93,62.04,0.65,127.4,128.23,723.82,11-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-Sep-2018 - 00:00,30.57,0.45,12.83,1.86,15.46,9.75,11.89,4.05,29.98,63.53,0.1,3.31,0.02,28.48,65.82,0.55,134.83,119.36,724.12,12-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Sep-2018 - 00:00,30.2,0.52,9.92,3.79,19.75,13.59,28.99,8.41,37.53,76.3,0.31,8.2,0.06,27.81,71.49,0.79,211.58,105.43,723.42,13-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Sep-2018 - 00:00,30.34,0.53,11.07,6.11,18.38,14.74,18.73,6.34,39.99,87.78,0.16,8.06,0.1,28.62,66.82,0.57,205.91,108.06,722.57,14-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Sep-2018 - 00:00,30.31,0.46,15.0,1.69,13.81,8.71,14.56,5.94,42.5,92.83,0.12,4.22,0.04,29.52,61.8,0.45,175.36,115.58,722.88,15-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Sep-2018 - 00:00,30.37,0.52,13.1,2.78,17.76,11.72,13.3,5.99,48.87,101.07,0.21,5.05,0.07,29.29,61.31,0.42,159.87,137.37,723.34,16-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Sep-2018 - 00:00,30.1,0.42,12.27,1.73,10.18,6.82,15.34,7.85,79.26,82.14,0.08,8.21,0.01,29.92,60.81,0.46,273.6,173.0,721.89,17-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Sep-2018 - 00:00,30.01,0.36,10.75,2.43,12.57,8.66,21.92,12.7,70.39,93.43,0.17,11.38,0.0,26.66,72.96,1.16,238.79,82.24,721.57,18-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Sep-2018 - 00:00,30.27,0.34,10.55,2.51,12.89,8.9,18.67,6.56,56.39,63.89,0.15,5.88,0.06,27.01,71.93,1.0,263.01,105.16,721.82,19-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Sep-2018 - 00:00,30.22,0.37,10.28,3.08,15.1,10.55,28.95,9.74,41.49,93.33,0.16,6.63,0.01,26.75,71.51,1.14,233.25,85.3,721.64,20-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Sep-2018 - 00:00,30.1,0.41,8.35,2.8,14.14,9.8,21.18,13.25,55.0,123.76,0.21,8.26,0.06,26.97,72.69,1.19,286.38,86.17,720.19,21-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Sep-2018 - 00:00,30.11,0.44,8.43,4.05,24.17,16.15,46.72,11.72,44.33,95.33,0.45,9.98,0.06,25.44,77.36,1.81,255.5,35.97,719.73,22-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Sep-2018 - 00:00,30.13,0.34,10.25,2.02,15.01,9.63,10.82,5.85,28.16,72.58,0.04,2.61,0.0,27.35,67.27,1.12,204.06,120.54,722.27,23-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Sep-2018 - 00:00,30.14,0.4,13.84,1.41,10.95,6.98,9.49,4.08,36.6,71.32,0.07,2.96,0.01,28.09,68.14,0.82,155.3,127.85,724.47,24-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Sep-2018 - 00:00,30.21,0.61,11.63,4.02,20.73,14.3,9.31,5.24,39.68,69.52,0.15,4.31,0.08,28.26,69.29,0.68,134.99,112.08,724.31,25-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Sep-2018 - 00:00,30.25,0.8,9.19,12.36,25.83,23.79,11.53,4.84,48.45,106.44,0.21,6.14,0.21,28.77,68.95,0.47,175.71,101.7,723.72,26-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Sep-2018 - 00:00,30.12,0.83,6.54,13.67,32.7,28.51,20.86,10.8,61.04,132.64,0.32,11.73,0.28,27.25,73.18,0.65,198.6,65.59,723.25,27-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Sep-2018 - 00:00,30.31,0.51,12.89,2.03,18.45,11.45,15.71,7.69,44.88,89.09,0.14,6.34,0.11,28.01,66.48,0.5,149.06,110.46,723.34,28-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Sep-2018 - 00:00,30.23,0.54,9.93,3.5,20.31,13.64,12.51,4.75,43.94,89.4,0.16,5.91,0.12,27.71,71.71,0.64,103.54,86.78,723.75,29-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Sep-2018 - 00:00,30.15,0.5,10.07,3.91,20.88,14.28,14.34,7.35,56.95,112.82,0.14,6.15,0.05,28.17,70.19,0.46,153.04,103.93,712.02,30-Sep-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Sep-2018 - 00:00,30.32,0.5,15.49,6.93,17.34,14.72,18.25,7.29,67.8,99.25,0.26,7.7,0.05,28.89,68.02,0.58,77.68,111.54,711.62,01-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Oct-2018 - 00:00,30.21,0.42,14.53,1.51,17.35,10.45,11.72,5.86,57.79,94.04,0.07,2.84,0.02,28.3,67.86,0.72,108.07,94.93,709.89,02-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Oct-2018 - 00:00,30.24,0.42,12.97,1.47,12.28,7.72,9.64,4.36,37.83,78.07,0.1,3.42,0.04,29.2,64.8,0.51,119.68,121.44,709.67,03-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Oct-2018 - 00:00,30.4,0.42,13.31,2.01,15.08,9.66,9.67,4.9,39.83,89.89,0.09,3.39,0.01,29.46,64.34,0.51,113.35,121.72,709.34,04-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Oct-2018 - 00:00,30.18,0.39,14.48,1.57,14.67,9.13,9.71,4.36,39.88,90.79,0.08,3.33,0.04,29.29,63.61,0.46,120.4,119.72,708.41,05-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Oct-2018 - 00:00,30.24,0.39,19.28,1.45,16.18,9.73,9.66,4.74,39.5,108.27,0.07,3.69,0.03,28.71,58.21,0.46,116.05,144.24,707.67,06-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Oct-2018 - 00:00,30.13,0.5,16.74,1.87,20.99,12.64,9.8,5.1,55.96,129.61,0.11,3.01,0.01,28.36,58.59,0.33,99.81,106.79,706.68,07-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Oct-2018 - 00:00,29.98,0.48,19.91,2.36,18.3,11.65,11.8,6.15,62.98,128.12,0.16,4.41,0.03,28.65,61.58,0.37,91.42,120.02,706.8,08-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Oct-2018 - 00:00,30.11,0.42,20.58,1.36,17.05,10.17,10.43,7.2,58.63,130.34,0.14,3.22,0.02,28.86,56.61,0.33,79.47,126.87,706.87,09-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-Oct-2018 - 00:00,30.1,0.39,19.27,2.46,18.79,11.99,16.44,12.03,54.81,123.26,0.19,7.16,0.02,28.54,52.74,0.3,91.76,124.58,706.42,10-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Oct-2018 - 00:00,30.04,0.42,14.35,3.05,18.53,12.32,14.12,14.35,54.2,141.22,0.14,12.6,0.04,27.99,52.03,0.3,257.8,101.92,705.79,11-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-Oct-2018 - 00:00,29.96,0.48,13.29,10.0,21.43,19.37,40.6,32.62,61.96,141.81,0.17,15.47,0.12,27.5,49.24,0.3,268.94,93.34,705.59,12-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Oct-2018 - 00:00,29.96,0.5,15.43,1.96,16.68,10.46,20.34,16.36,58.79,121.9,0.15,10.04,0.04,27.39,55.22,0.3,200.38,120.56,705.54,13-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Oct-2018 - 00:00,30.14,0.55,13.13,4.8,20.22,14.65,18.98,14.2,54.35,111.29,0.18,10.95,0.09,28.3,59.11,0.39,180.23,116.47,705.77,14-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Oct-2018 - 00:00,30.04,0.4,16.79,3.57,16.39,11.6,22.37,7.37,51.48,78.74,0.14,8.06,0.03,29.13,57.55,0.33,126.66,106.55,706.01,15-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Oct-2018 - 00:00,30.11,0.38,17.95,1.34,16.01,9.61,12.58,5.98,53.32,80.74,0.09,2.43,0.02,28.38,63.3,0.31,101.44,75.86,705.8,16-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Oct-2018 - 00:00,30.02,0.39,14.94,1.34,12.82,7.91,10.95,3.49,50.91,59.58,0.08,2.35,0.02,28.12,68.51,0.53,114.1,91.41,706.2,17-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Oct-2018 - 00:00,29.9,0.68,9.58,2.15,16.62,10.58,11.3,4.46,46.97,44.29,0.1,3.39,0.05,26.8,74.5,0.66,138.35,84.55,706.26,18-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Oct-2018 - 00:00,30.03,0.58,11.16,2.43,15.29,10.09,10.89,4.72,43.71,46.29,0.12,3.95,0.07,27.5,69.01,0.53,148.76,96.58,706.53,19-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Oct-2018 - 00:00,30.06,0.43,18.83,1.22,12.62,7.7,7.99,4.31,41.42,71.52,0.07,2.31,0.04,29.85,46.68,0.3,120.17,172.52,706.77,20-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Oct-2018 - 00:00,29.9,0.53,16.44,1.57,19.89,11.83,14.37,5.26,56.31,108.25,0.18,10.28,0.07,28.66,53.44,0.3,108.55,121.49,705.95,21-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Oct-2018 - 00:00,30.07,0.49,15.93,1.25,16.63,9.85,10.14,4.24,58.33,109.06,0.08,3.65,0.03,29.38,54.0,0.3,121.74,117.22,705.48,22-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Oct-2018 - 00:00,30.15,0.69,13.68,5.38,35.29,23.14,35.1,19.84,69.45,144.93,0.34,8.54,0.09,29.54,52.54,0.3,127.59,112.49,705.41,23-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Oct-2018 - 00:00,29.97,0.64,14.95,4.5,28.37,18.75,13.61,6.65,71.08,136.1,0.14,4.06,0.09,29.38,54.65,0.3,146.1,93.7,705.27,24-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Oct-2018 - 00:00,30.17,0.61,13.61,2.84,22.1,14.07,18.61,6.71,69.85,116.49,0.16,6.86,0.08,26.96,65.85,0.6,197.71,62.68,705.12,25-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Oct-2018 - 00:00,29.86,0.45,23.62,1.41,21.7,12.66,10.71,6.37,56.26,92.86,0.12,3.36,0.03,27.67,52.48,0.3,94.58,105.2,705.37,26-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Oct-2018 - 00:00,29.54,0.38,28.12,1.52,23.96,13.97,9.32,6.42,46.22,90.48,0.08,2.65,0.0,27.23,43.98,0.3,86.4,118.77,704.66,27-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Oct-2018 - 00:00,29.32,0.47,23.86,2.82,23.66,14.87,12.36,10.85,53.66,118.29,0.13,5.78,0.09,27.28,43.38,0.3,86.25,119.99,704.25,28-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Oct-2018 - 00:00,29.42,0.34,32.82,1.04,16.07,9.38,10.9,8.96,47.79,75.74,0.06,0.88,0.0,26.73,45.66,0.3,54.1,115.49,704.1,29-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Oct-2018 - 00:00,29.2,0.34,31.98,1.12,16.11,9.46,10.12,9.43,45.45,77.5,0.07,1.04,0.0,25.73,46.68,0.3,57.27,121.56,704.23,30-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Oct-2018 - 00:00,29.43,0.39,30.64,1.26,15.97,9.51,10.06,7.39,47.68,71.32,0.07,1.76,0.0,25.78,49.46,0.3,59.51,117.47,704.14,31-Oct-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
31-Oct-2018 - 00:00,29.17,0.39,27.35,1.23,16.09,9.56,10.1,7.55,51.79,83.2,0.06,1.74,0.0,26.26,50.86,0.3,58.96,116.78,704.38,01-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Nov-2018 - 00:00,29.19,0.45,16.47,1.63,22.2,13.12,10.8,5.5,45.43,78.95,0.14,2.88,0.01,26.73,58.1,0.3,97.46,97.18,704.41,02-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Nov-2018 - 00:00,29.21,0.49,11.66,2.33,17.62,11.27,10.64,3.8,27.78,49.67,0.1,2.68,0.02,26.51,68.25,2.82,125.64,72.61,704.26,03-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Nov-2018 - 00:00,29.47,0.45,10.91,1.96,15.26,9.71,11.13,3.45,26.23,53.09,0.11,2.64,0.03,27.77,66.59,5.61,139.27,99.97,705.07,04-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Nov-2018 - 00:00,29.47,0.44,12.7,1.7,12.0,7.78,10.27,2.91,23.28,29.11,0.11,2.42,0.04,28.78,64.79,4.91,141.61,112.57,705.3,05-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Nov-2018 - 00:00,29.4,0.53,12.25,2.89,18.21,12.03,9.49,3.3,32.17,59.41,0.11,2.74,0.04,29.83,60.27,4.13,147.5,111.58,705.33,06-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Nov-2018 - 00:00,29.39,0.55,16.23,3.15,20.67,13.55,10.32,4.12,45.33,83.35,0.11,3.81,0.08,29.52,58.52,3.5,125.84,100.95,710.33,07-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Nov-2018 - 00:00,29.41,0.5,16.02,1.6,15.63,9.62,11.43,5.19,54.3,88.11,0.11,2.93,0.06,28.63,56.79,3.25,142.39,103.8,861.6,08-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Nov-2018 - 00:00,29.45,0.63,17.56,1.36,12.06,7.51,12.35,4.57,58.72,102.9,0.13,3.1,0.03,28.43,56.22,4.06,134.78,105.55,814.9,09-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-Nov-2018 - 00:00,29.32,0.51,16.95,1.49,18.91,11.28,11.9,4.35,59.99,126.71,0.1,2.79,0.06,28.06,53.66,4.52,113.19,105.34,727.31,10-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Nov-2018 - 00:00,29.27,0.46,24.09,1.21,15.92,9.46,11.78,6.75,64.77,119.2,0.11,2.17,0.05,27.86,49.6,6.14,105.78,110.96,713.85,11-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
