from date,Eth-Benzene,MP-Xylene,O Xylene,CO,NH3,NO,NO2,NOx,Ozone,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,SO2,to date,station
14-Sep-2018 - 00:00,1.94,2.94,0.9,0.68,29.07,18.59,17.85,34.16,20.35,38.18,23.14,0.0,72.28,265.03,27.05,140.71,0.78,6.16,15-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
15-Sep-2018 - 00:00,1.9,2.73,0.41,0.75,26.25,23.54,19.45,35.11,18.42,54.08,32.77,0.19,73.11,262.87,27.15,205.73,0.49,6.64,16-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
16-Sep-2018 - 00:00,17.21,3.51,0.38,0.71,20.7,12.35,19.68,28.1,22.5,41.44,24.64,0.0,65.58,217.05,27.29,266.94,0.68,8.4,17-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
17-Sep-2018 - 00:00,67.9,2.95,0.45,0.75,19.03,16.03,16.26,33.05,27.11,47.1,27.9,0.0,59.58,178.98,27.46,266.71,0.62,8.66,18-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
18-Sep-2018 - 00:00,65.15,4.38,0.85,0.63,20.68,21.18,18.58,39.76,18.13,47.81,28.97,0.0,62.48,184.7,27.42,218.68,0.5,6.91,19-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
19-Sep-2018 - 00:00,74.55,4.78,0.74,0.63,23.26,15.21,18.37,35.62,16.63,63.42,38.44,0.0,65.33,207.0,27.89,207.59,0.49,6.66,20-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
20-Sep-2018 - 00:00,38.36,2.19,2.12,0.9,24.81,3.89,21.48,26.53,16.25,69.6,42.18,0.0,70.19,226.74,27.86,143.64,0.36,6.54,21-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
21-Sep-2018 - 00:00,0.68,0.12,2.74,0.79,9.87,2.82,14.44,11.72,13.29,52.04,31.54,0.0,73.98,220.4,28.71,121.05,0.54,7.39,22-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
22-Sep-2018 - 00:00,9.24,0.07,0.1,0.5,11.01,15.39,61.18,74.8,12.89,17.57,10.65,1.6,89.32,309.14,23.0,101.37,0.95,8.93,23-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
23-Sep-2018 - 00:00,238.73,0.36,0.99,0.5,15.35,17.01,141.49,158.51,12.18,101.08,52.49,2.06,98.44,292.25,22.12,95.25,0.91,8.83,24-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
24-Sep-2018 - 00:00,345.18,0.51,1.4,0.52,10.42,15.32,63.16,78.47,21.09,7.63,4.33,1.65,96.28,343.31,20.32,75.5,1.16,9.1,25-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
25-Sep-2018 - 00:00,164.27,1.22,2.26,0.56,9.21,21.95,6.93,28.89,6.2,39.43,22.45,0.74,84.18,314.22,24.01,185.07,0.63,5.57,26-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
26-Sep-2018 - 00:00,26.06,1.94,2.44,0.46,16.17,44.38,14.19,58.56,6.64,54.98,29.97,0.0,87.49,327.12,25.45,252.7,0.48,4.76,27-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
27-Sep-2018 - 00:00,54.36,2.7,3.29,0.52,10.54,64.88,27.81,92.68,10.68,54.42,32.98,0.0,86.53,304.24,26.51,189.84,0.48,4.59,28-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
28-Sep-2018 - 00:00,59.83,2.19,2.49,0.32,10.06,18.93,22.58,42.04,11.36,78.19,46.17,0.11,89.0,302.62,26.6,209.44,0.51,7.41,29-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
29-Sep-2018 - 00:00,14.49,1.85,1.1,0.33,9.91,19.83,19.7,39.52,17.96,54.29,32.9,0.04,87.87,284.51,24.65,230.48,0.55,4.9,30-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
30-Sep-2018 - 00:00,38.98,1.88,1.32,0.25,10.07,21.17,20.8,41.97,20.28,61.4,37.21,0.13,91.12,336.98,25.68,252.88,0.52,3.35,01-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
01-Oct-2018 - 00:00,43.88,2.16,2.0,0.34,9.37,29.34,18.1,44.46,20.76,77.81,46.71,0.06,91.54,323.55,26.21,180.3,0.44,4.51,02-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
02-Oct-2018 - 00:00,113.98,2.83,3.32,0.36,15.96,66.48,39.14,80.27,17.75,84.38,51.14,0.03,88.51,312.0,26.63,183.04,0.35,4.08,03-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
03-Oct-2018 - 00:00,50.12,2.29,2.26,0.4,22.23,30.16,30.26,60.42,25.64,79.13,47.96,0.0,92.66,321.55,26.7,161.39,0.42,5.11,04-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
04-Oct-2018 - 00:00,41.56,2.11,1.83,0.41,21.25,32.35,31.66,64.0,19.41,74.04,44.88,0.0,94.39,322.89,25.68,188.44,0.43,3.48,05-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
05-Oct-2018 - 00:00,48.05,1.92,1.48,0.48,24.54,24.63,29.48,54.1,22.08,61.12,37.04,0.01,93.37,348.2,25.56,282.75,0.57,4.76,06-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
06-Oct-2018 - 00:00,79.57,2.15,2.0,0.36,26.46,19.55,28.73,48.27,23.13,66.51,40.31,0.06,90.75,335.39,25.94,272.83,0.51,6.27,07-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
07-Oct-2018 - 00:00,81.47,2.4,2.44,0.36,26.21,19.84,29.3,49.14,23.47,74.56,45.19,0.01,78.76,287.34,25.1,226.36,0.36,5.46,08-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
08-Oct-2018 - 00:00,76.45,2.25,2.53,0.45,24.67,21.66,31.65,53.68,17.88,66.52,39.61,0.01,72.51,198.68,24.76,110.29,0.35,5.93,09-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
09-Oct-2018 - 00:00,44.64,1.79,1.32,0.72,27.88,19.4,20.21,39.08,25.5,96.79,58.67,0.0,65.75,158.31,24.72,109.69,0.75,7.15,10-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
10-Oct-2018 - 00:00,48.33,2.28,2.05,0.88,26.3,41.13,20.56,43.21,14.06,137.99,81.81,0.0,74.71,208.49,24.99,106.91,0.47,7.78,11-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
11-Oct-2018 - 00:00,57.09,1.64,0.83,0.91,36.41,16.95,22.37,39.29,15.7,67.7,41.03,0.02,67.88,176.2,23.81,122.98,0.86,7.96,12-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
12-Oct-2018 - 00:00,35.35,1.8,1.13,0.87,36.4,18.44,22.22,40.66,22.37,95.98,58.18,0.0,68.25,172.56,23.51,229.81,0.46,9.2,13-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
13-Oct-2018 - 00:00,21.89,2.18,1.63,0.78,37.01,21.15,22.88,44.03,24.96,133.53,80.93,0.01,70.1,166.8,23.52,200.47,0.43,10.42,14-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
14-Oct-2018 - 00:00,27.3,2.54,2.2,0.78,37.42,23.31,22.75,45.87,26.15,136.11,82.49,0.0,68.94,160.42,23.27,192.69,0.45,10.43,15-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
15-Oct-2018 - 00:00,50.12,2.29,2.14,0.74,36.88,20.1,23.29,43.39,22.72,110.16,66.76,0.0,70.83,179.59,23.53,191.2,0.38,9.88,16-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
16-Oct-2018 - 00:00,46.56,2.23,0.88,0.81,36.72,17.26,22.25,39.52,20.88,102.84,62.33,0.01,67.46,161.09,23.26,106.22,0.52,8.54,17-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
17-Oct-2018 - 00:00,20.41,2.33,0.23,0.87,37.53,24.87,25.21,50.07,23.22,95.12,57.64,0.0,66.87,157.07,23.36,93.37,0.54,9.37,18-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
18-Oct-2018 - 00:00,12.71,2.62,1.67,0.81,37.98,23.37,24.2,47.87,26.32,135.98,77.76,0.0,66.1,153.88,24.34,141.77,0.35,10.97,19-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
19-Oct-2018 - 00:00,31.26,2.39,2.81,0.83,40.43,36.57,26.48,63.06,21.79,92.12,55.83,0.08,61.7,139.44,23.98,213.14,0.48,10.08,20-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
20-Oct-2018 - 00:00,31.86,3.1,2.96,0.84,40.51,42.2,29.17,71.37,17.55,117.55,71.24,0.0,62.24,141.9,23.15,178.27,0.34,12.23,21-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
21-Oct-2018 - 00:00,25.34,2.42,2.69,0.84,40.07,34.55,24.57,59.04,22.53,96.59,58.54,0.01,57.87,135.04,23.0,192.98,0.37,9.58,22-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
22-Oct-2018 - 00:00,18.33,2.65,2.78,0.84,34.35,28.43,20.79,49.68,21.52,125.51,75.25,0.05,59.91,146.66,22.7,239.27,0.4,12.22,23-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
23-Oct-2018 - 00:00,18.74,3.02,2.76,0.8,30.22,31.93,19.86,51.92,20.31,98.19,59.12,0.04,62.1,202.18,22.61,148.89,0.38,8.57,24-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
24-Oct-2018 - 00:00,19.58,2.72,2.66,0.78,30.87,30.82,20.27,51.92,19.88,79.44,46.7,0.04,64.08,310.11,22.07,138.1,0.31,5.2,25-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
25-Oct-2018 - 00:00,12.44,2.95,2.73,0.88,29.2,24.87,18.89,44.2,21.54,105.42,63.35,0.04,61.65,281.75,22.39,172.2,0.32,4.49,26-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
26-Oct-2018 - 00:00,16.16,3.41,2.97,0.89,30.82,28.78,19.39,48.54,20.56,123.37,70.94,0.02,67.93,253.14,21.96,178.54,0.33,4.69,27-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
27-Oct-2018 - 00:00,27.05,3.23,3.15,0.79,36.63,44.15,21.25,65.41,21.47,126.87,76.9,0.02,68.47,160.36,22.31,176.63,0.27,3.58,28-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
28-Oct-2018 - 00:00,32.47,3.24,3.12,0.87,35.27,38.77,21.3,60.21,19.59,163.97,98.61,0.01,73.96,209.22,21.97,182.27,0.34,3.76,29-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
29-Oct-2018 - 00:00,19.22,3.75,3.16,0.84,26.71,57.9,20.29,75.9,15.1,139.87,79.93,0.01,74.92,167.89,22.47,174.3,0.29,4.67,30-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
30-Oct-2018 - 00:00,24.9,3.44,2.92,0.77,30.66,114.06,26.01,114.24,10.51,116.86,67.33,0.0,76.18,129.39,21.87,116.72,0.28,5.51,31-Oct-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
31-Oct-2018 - 00:00,21.11,3.22,3.2,0.69,31.28,13.48,25.87,39.35,13.2,173.02,104.86,0.01,79.85,143.77,22.37,165.59,0.28,5.07,01-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
01-Nov-2018 - 00:00,22.36,3.15,2.87,0.55,32.55,14.09,26.17,40.24,11.39,117.3,66.27,0.01,81.89,183.36,22.0,108.09,0.37,5.05,02-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
02-Nov-2018 - 00:00,23.31,1.73,2.89,0.71,31.9,13.22,21.36,34.59,14.74,111.79,66.0,0.01,70.37,226.66,22.16,104.71,0.83,5.23,03-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
03-Nov-2018 - 00:00,14.55,1.51,2.52,0.98,30.77,15.2,15.97,31.17,14.67,96.84,58.69,0.01,67.14,129.03,20.85,102.67,0.67,6.54,04-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
04-Nov-2018 - 00:00,6.89,1.82,2.32,1.05,31.58,17.35,14.41,31.77,11.78,155.79,94.42,0.0,72.14,111.74,20.04,151.94,0.44,7.39,05-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
05-Nov-2018 - 00:00,17.66,1.9,2.83,1.08,29.94,13.63,17.65,31.27,12.46,118.42,60.32,0.0,69.65,130.46,19.88,298.46,0.59,7.45,06-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
06-Nov-2018 - 00:00,23.05,12.17,15.31,1.06,28.54,14.65,19.21,33.86,13.43,129.83,78.69,0.0,56.81,129.02,19.5,287.37,0.63,9.56,07-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
07-Nov-2018 - 00:00,19.59,10.26,4.78,0.95,31.16,30.08,17.08,47.24,17.81,231.7,160.64,0.0,61.39,108.83,18.34,189.12,0.42,10.9,08-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
08-Nov-2018 - 00:00,37.56,3.0,5.21,1.02,40.94,40.0,23.07,63.07,25.96,248.27,151.77,0.0,67.28,118.99,18.07,142.29,0.26,14.75,09-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
09-Nov-2018 - 00:00,83.34,4.5,7.6,0.46,35.74,33.22,5.99,39.2,22.01,67.52,37.23,0.0,69.33,105.83,18.82,166.72,0.28,4.81,10-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
10-Nov-2018 - 00:00,92.36,5.45,8.09,0.44,35.04,32.58,6.61,39.19,20.38,91.75,69.5,0.0,73.05,114.3,18.7,136.19,0.27,4.09,11-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
11-Nov-2018 - 00:00,91.45,3.67,6.48,0.37,34.46,30.8,8.45,39.25,21.53,98.43,74.98,0.0,72.71,105.42,19.42,166.11,0.3,4.66,12-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
12-Nov-2018 - 00:00,66.49,4.06,6.9,0.45,29.3,25.65,14.17,39.81,18.2,138.85,90.39,0.0,77.7,86.25,19.05,175.22,0.35,4.41,13-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
13-Nov-2018 - 00:00,36.34,3.73,6.1,0.4,26.75,22.91,16.8,40.62,15.35,128.45,77.85,0.0,78.83,97.13,18.36,188.37,0.49,4.82,14-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
14-Nov-2018 - 00:00,27.22,2.73,3.92,0.32,27.87,21.65,15.4,38.14,15.87,86.78,47.48,0.0,75.19,92.28,18.33,107.39,0.61,4.88,15-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
15-Nov-2018 - 00:00,14.87,2.4,2.3,0.47,29.09,27.41,21.42,48.84,25.64,122.07,40.68,0.0,70.75,112.56,18.19,276.71,0.69,6.9,16-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
16-Nov-2018 - 00:00,9.35,3.61,1.78,0.64,29.7,34.03,25.17,59.2,23.8,135.88,82.34,0.0,67.66,108.77,17.72,254.03,0.53,7.22,17-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
17-Nov-2018 - 00:00,6.16,3.7,1.73,0.66,28.09,31.01,22.07,52.48,15.91,148.91,86.23,0.0,70.67,111.32,17.6,184.51,0.44,6.91,18-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
18-Nov-2018 - 00:00,7.88,3.12,1.43,0.63,26.6,26.3,19.74,46.04,13.0,101.96,59.05,0.0,72.1,120.31,17.25,96.73,0.31,5.18,19-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
19-Nov-2018 - 00:00,6.32,2.94,1.54,0.64,27.04,27.09,19.68,46.76,14.32,92.0,56.62,0.0,69.53,116.47,19.14,101.87,0.41,5.3,20-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
20-Nov-2018 - 00:00,9.64,4.36,1.67,0.66,27.3,26.82,19.69,46.51,10.74,113.15,71.22,0.0,70.47,106.15,19.32,200.31,0.39,5.64,21-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
21-Nov-2018 - 00:00,14.66,5.03,1.65,0.73,27.0,26.9,19.88,46.77,10.73,160.45,100.85,0.0,67.35,107.61,18.62,204.9,0.4,6.06,22-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
22-Nov-2018 - 00:00,13.82,6.99,1.22,0.87,26.53,28.06,20.0,48.06,10.7,135.2,77.84,0.0,77.52,107.07,17.49,135.55,0.28,5.2,23-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
23-Nov-2018 - 00:00,12.52,3.92,1.48,0.63,27.21,26.28,19.63,45.9,10.05,95.84,56.23,0.0,67.03,96.27,18.36,275.76,0.5,5.47,24-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
24-Nov-2018 - 00:00,9.38,1.31,1.01,0.67,26.81,26.68,19.88,46.64,8.12,119.41,80.32,0.0,62.39,104.81,17.66,242.24,0.55,6.29,25-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
25-Nov-2018 - 00:00,0.0,0.0,0.0,0.68,27.96,30.21,19.82,50.03,10.71,84.36,50.79,0.0,72.72,118.82,17.17,123.74,0.28,2.69,26-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
26-Nov-2018 - 00:00,0.0,0.0,0.0,0.77,27.36,28.79,20.03,48.8,9.02,140.51,72.05,0.0,76.14,104.24,17.29,153.42,0.3,6.55,27-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
27-Nov-2018 - 00:00,0.0,0.0,0.0,0.65,27.83,28.09,19.8,47.88,6.1,150.37,77.11,0.0,81.56,100.88,17.44,106.83,0.27,4.92,28-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
28-Nov-2018 - 00:00,0.0,0.0,0.0,0.77,27.33,28.11,19.67,47.77,7.1,148.28,76.04,0.0,80.63,107.59,18.31,123.14,0.31,8.18,29-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
29-Nov-2018 - 00:00,0.53,1.25,0.92,0.72,27.53,27.35,19.61,46.96,2.69,163.95,84.08,0.0,78.94,89.65,17.13,246.2,0.32,4.7,30-Nov-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
30-Nov-2018 - 00:00,1.17,2.74,2.07,0.68,27.31,25.14,19.8,46.67,1.97,144.46,72.54,0.0,75.91,80.31,15.56,160.53,0.2,6.67,01-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
01-Dec-2018 - 00:00,1.24,2.9,2.14,0.8,26.66,27.22,19.77,46.99,1.98,108.18,65.56,0.0,74.07,106.89,16.19,154.89,0.36,0.93,02-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
02-Dec-2018 - 00:00,1.27,2.95,2.17,0.77,27.12,27.27,19.57,46.84,1.87,99.77,60.47,0.0,84.0,58.13,14.13,108.4,0.24,0.73,03-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
03-Dec-2018 - 00:00,1.21,2.76,2.03,0.7,27.0,23.69,19.66,44.96,2.0,105.04,60.39,0.0,72.0,111.19,16.98,226.17,0.44,0.93,04-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
04-Dec-2018 - 00:00,1.24,2.9,2.14,0.78,26.93,25.85,19.83,45.68,1.94,122.68,74.35,0.0,80.3,96.77,15.46,172.07,0.32,0.96,05-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
05-Dec-2018 - 00:00,0.9,2.09,1.54,0.84,26.85,25.96,19.6,45.56,1.74,127.49,77.26,0.01,75.28,101.46,15.42,151.52,0.32,2.27,06-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
06-Dec-2018 - 00:00,0.66,1.55,1.14,0.7,27.18,25.26,19.53,44.79,6.78,110.72,67.1,0.0,80.25,95.13,15.04,215.36,0.35,3.63,07-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
07-Dec-2018 - 00:00,0.83,1.95,1.43,0.75,26.98,24.85,19.47,44.32,8.55,119.67,72.53,0.01,78.12,101.14,15.42,216.66,0.36,9.76,08-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
08-Dec-2018 - 00:00,1.17,2.91,2.02,0.8,26.85,25.55,19.65,47.08,3.61,120.11,67.89,0.0,89.73,53.72,13.44,178.52,0.22,2.79,09-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
09-Dec-2018 - 00:00,1.24,2.91,2.14,0.86,27.89,30.09,19.38,49.47,7.46,129.37,78.3,0.01,73.19,103.5,14.51,164.29,0.31,5.55,10-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
10-Dec-2018 - 00:00,1.17,2.73,2.01,0.67,27.89,26.34,19.36,47.14,5.08,92.7,53.36,0.03,82.85,70.83,14.25,101.28,0.48,6.93,11-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
11-Dec-2018 - 00:00,1.26,2.95,2.17,0.69,27.62,26.97,19.37,46.34,6.53,77.62,47.05,0.0,70.98,113.17,15.94,164.1,0.35,9.82,12-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
12-Dec-2018 - 00:00,1.2,2.8,2.06,0.59,27.89,25.66,19.1,45.72,4.85,87.65,50.24,0.02,83.8,83.9,13.67,118.5,0.53,6.79,13-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
13-Dec-2018 - 00:00,1.15,2.69,1.98,0.61,27.7,25.01,19.33,46.06,4.33,71.94,40.71,0.01,82.66,79.92,13.2,278.48,0.41,7.31,14-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
14-Dec-2018 - 00:00,1.19,2.78,2.03,0.64,27.48,25.31,19.4,45.75,6.19,76.57,43.41,0.0,74.99,125.71,15.25,308.42,0.7,6.75,15-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
15-Dec-2018 - 00:00,0.7,1.66,1.22,0.63,27.04,22.95,19.23,44.82,7.64,88.73,48.21,0.0,73.04,130.64,15.13,291.99,0.59,12.09,16-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
16-Dec-2018 - 00:00,0.6,1.4,1.03,0.71,27.37,25.85,19.32,45.16,5.52,104.34,63.23,0.0,69.55,113.94,13.65,249.15,0.48,5.91,17-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
17-Dec-2018 - 00:00,1.32,2.97,2.17,0.74,27.3,25.48,19.2,44.67,3.17,126.32,76.56,0.0,73.33,107.51,13.33,248.92,0.4,7.21,18-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
18-Dec-2018 - 00:00,1.03,2.45,1.78,0.79,26.94,24.85,19.04,44.39,3.16,140.1,83.29,0.0,76.59,109.33,12.63,177.79,0.37,14.82,19-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
19-Dec-2018 - 00:00,1.13,2.65,1.94,0.39,27.07,24.35,19.03,44.83,8.56,107.07,61.03,0.0,74.83,100.74,12.99,171.87,0.39,9.53,20-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
20-Dec-2018 - 00:00,1.26,2.96,2.18,0.4,26.99,25.61,18.97,44.44,7.63,92.48,56.05,0.0,67.46,102.08,12.63,202.82,0.38,3.06,21-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
21-Dec-2018 - 00:00,1.27,2.97,2.18,0.4,26.83,24.4,18.95,43.36,8.86,84.78,51.38,0.0,77.93,99.79,12.71,254.12,0.46,4.03,22-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
22-Dec-2018 - 00:00,1.26,2.96,2.17,0.43,26.68,24.47,18.91,43.38,8.67,111.04,67.29,0.01,78.39,119.24,11.28,122.59,0.34,4.44,23-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
23-Dec-2018 - 00:00,1.18,2.77,2.04,0.31,26.9,22.35,18.95,42.8,8.89,90.25,51.62,0.0,84.24,105.89,10.17,157.97,0.33,5.16,24-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
24-Dec-2018 - 00:00,1.19,2.84,2.03,0.33,26.46,21.58,18.97,42.03,11.08,58.41,32.58,0.0,68.11,122.78,12.6,258.07,0.52,5.98,25-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
25-Dec-2018 - 00:00,1.17,2.76,2.01,0.44,26.24,21.08,18.97,41.79,9.36,103.26,58.95,0.01,72.3,122.86,11.67,221.24,0.48,7.15,26-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
26-Dec-2018 - 00:00,1.24,2.93,2.14,0.54,25.94,22.44,18.95,41.4,7.75,124.97,75.74,0.0,71.54,102.71,10.91,174.12,0.33,9.06,27-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
27-Dec-2018 - 00:00,0.9,2.13,1.53,0.26,26.06,20.95,18.91,41.17,5.17,76.0,38.44,0.0,67.84,76.63,11.73,221.05,0.46,6.3,28-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
28-Dec-2018 - 00:00,1.19,2.77,2.04,0.37,26.05,20.85,19.0,41.19,2.61,77.08,44.07,0.0,82.92,74.22,9.11,181.79,0.41,5.93,29-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
29-Dec-2018 - 00:00,1.19,2.78,2.04,0.42,25.96,20.83,18.99,41.13,5.02,100.89,58.0,0.0,71.02,74.01,9.62,156.07,0.3,6.12,30-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
30-Dec-2018 - 00:00,1.18,2.76,2.03,0.42,25.75,19.95,19.06,40.46,7.01,105.23,59.89,0.0,75.93,89.41,11.54,146.64,0.34,6.36,31-Dec-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
31-Dec-2018 - 00:00,1.26,2.96,2.17,0.34,25.77,21.6,19.05,40.6,1.78,152.76,92.58,0.0,98.88,45.61,8.93,154.31,0.14,4.45,01-Jan-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
