from date,AT,PM2.5,PM10,RF,RH,SR,Temp,WD,WS,Benzene,Eth-Benzene,Toluene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
16-Apr-2018 - 00:00,33.3,61.7,235.7,0.0,31.61,86.64,30.4,215.73,1.12,0.23,1.11,2.18,2.08,14.04,6.86,28.06,20.5,34.28,21.61,17-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Apr-2018 - 00:00,33.64,55.69,243.5,0.0,22.0,82.34,31.15,219.02,1.17,0.22,1.18,2.41,1.64,11.51,9.13,27.29,21.93,34.14,15.29,18-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Apr-2018 - 00:00,33.04,61.01,184.61,0.01,17.9,88.12,31.13,188.41,1.14,0.26,0.61,1.77,1.75,9.99,5.69,31.7,21.43,37.36,14.94,19-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Apr-2018 - 00:00,33.59,94.01,278.68,0.0,17.47,83.84,31.29,181.74,0.82,0.5,8.36,17.65,1.73,12.21,9.19,38.18,27.5,48.57,25.75,20-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Apr-2018 - 00:00,33.98,64.73,395.86,0.0,16.65,86.05,31.41,279.52,1.6,0.23,0.3,1.35,1.29,10.23,5.34,20.26,15.05,32.69,22.34,21-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Apr-2018 - 00:00,32.9,56.69,269.61,0.0,19.25,87.23,31.55,233.78,1.22,0.3,7.47,9.5,1.52,9.08,10.25,24.84,20.51,33.73,16.75,22-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Apr-2018 - 00:00,32.44,107.41,335.17,0.0,16.78,80.75,31.28,128.18,1.03,0.4,1.38,2.62,1.58,10.5,7.18,22.88,16.01,52.33,48.67,23-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Apr-2018 - 00:00,32.17,86.83,231.9,0.0,15.7,85.83,31.38,146.9,0.96,0.39,3.83,4.33,1.31,9.93,1.92,23.82,18.34,56.79,13.33,24-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Apr-2018 - 00:00,32.03,74.98,207.59,0.0,15.48,88.57,31.79,187.51,0.9,0.58,15.29,19.31,1.52,11.67,16.28,30.22,30.44,49.96,24.17,25-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Apr-2018 - 00:00,32.47,108.58,260.14,0.0,15.29,90.66,31.85,192.49,0.88,0.71,12.84,20.13,1.25,11.62,11.95,28.5,24.58,47.33,29.63,26-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Apr-2018 - 00:00,34.21,37.01,156.53,0.0,11.21,87.19,31.16,239.75,1.21,0.16,1.94,2.58,1.25,9.01,3.37,21.8,14.4,54.85,25.69,27-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Apr-2018 - 00:00,34.81,43.17,204.38,0.0,16.75,81.05,30.04,236.27,1.29,0.2,2.11,2.77,0.76,9.76,6.85,29.12,21.01,49.01,16.01,28-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Apr-2018 - 00:00,35.4,50.21,245.44,0.0,17.44,82.62,29.8,262.67,1.56,0.19,3.46,1.26,0.97,9.24,4.73,23.86,16.59,43.67,16.24,29-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Apr-2018 - 00:00,35.53,44.56,311.47,0.0,16.61,80.77,29.67,276.43,2.17,0.11,0.27,0.86,1.18,7.88,3.69,12.16,9.46,47.88,15.33,30-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Apr-2018 - 00:00,35.04,46.68,222.19,0.0,22.98,70.54,29.55,254.92,1.6,0.12,4.3,0.99,1.06,9.69,4.56,16.36,12.41,41.28,41.61,01-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-May-2018 - 00:00,35.41,55.74,320.32,0.0,19.55,79.34,29.91,237.11,1.73,0.14,0.95,1.74,1.46,8.93,4.17,16.52,12.15,41.58,27.53,02-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-May-2018 - 00:00,35.52,48.01,207.11,0.0,19.85,78.77,30.32,242.98,1.62,0.11,1.25,1.91,1.31,8.62,3.8,15.23,11.18,41.78,26.16,03-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-May-2018 - 00:00,34.61,48.49,280.07,0.0,26.62,81.39,30.0,164.75,1.09,0.19,3.29,4.44,1.05,10.99,3.16,18.49,12.4,55.55,30.7,04-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-May-2018 - 00:00,35.02,39.4,329.21,0.0,21.76,86.29,30.14,232.82,1.3,0.11,0.66,1.55,0.86,8.88,4.42,18.39,13.37,47.27,22.09,05-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-May-2018 - 00:00,35.15,36.88,448.32,0.0,20.85,80.82,30.02,244.31,1.42,0.11,0.29,0.85,1.25,8.41,3.39,12.89,9.61,55.24,20.06,06-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-May-2018 - 00:00,35.4,43.92,234.21,0.0,17.71,82.74,29.97,268.82,1.6,0.11,0.35,0.79,0.95,7.43,3.39,14.18,10.31,45.18,14.11,07-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-May-2018 - 00:00,34.69,45.59,262.24,0.0,15.56,84.7,30.12,270.83,1.55,0.12,0.73,0.84,0.94,6.69,4.97,15.56,12.21,46.9,31.09,08-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-May-2018 - 00:00,33.78,53.54,267.43,0.0,21.18,80.93,30.29,258.17,1.61,0.13,0.5,0.97,1.08,7.51,4.57,16.06,12.26,39.17,28.04,09-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-May-2018 - 00:00,34.26,58.2,178.98,0.0,21.21,83.75,30.23,228.97,1.13,0.14,0.39,1.04,1.01,8.02,3.85,17.99,12.71,45.79,21.3,10-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-May-2018 - 00:00,34.74,62.04,222.51,0.0,21.35,67.78,30.19,186.47,0.88,0.28,5.55,8.37,0.83,8.46,7.62,23.09,18.48,47.07,31.16,11-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-May-2018 - 00:00,34.92,71.17,259.04,0.0,19.57,81.52,30.04,193.94,0.91,0.4,11.82,17.25,0.93,9.37,16.35,31.39,29.99,40.32,22.49,12-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-May-2018 - 00:00,35.71,45.09,200.95,0.0,15.74,76.57,30.24,253.88,1.5,0.13,1.03,1.62,0.61,9.18,6.43,20.33,16.05,43.24,27.2,13-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-May-2018 - 00:00,35.46,54.83,159.16,0.0,15.44,81.51,30.73,247.94,1.55,0.13,1.75,2.6,1.19,7.97,3.45,11.07,8.7,49.71,28.68,14-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-May-2018 - 00:00,35.09,50.11,189.77,0.0,17.26,79.92,30.8,235.22,1.44,0.15,1.51,2.13,1.19,7.7,8.78,20.69,18.15,40.02,14.79,15-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-May-2018 - 00:00,34.91,62.46,325.36,0.0,21.0,76.4,30.7,225.79,1.37,0.1,1.48,1.87,0.94,9.71,5.77,20.2,15.76,43.53,14.58,16-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-May-2018 - 00:00,34.9,58.54,261.05,0.0,23.89,76.39,30.56,216.82,1.42,0.11,2.64,5.61,0.61,11.92,2.53,15.0,10.05,34.22,7.16,17-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-May-2018 - 00:00,35.57,57.95,241.23,0.0,17.5,74.54,30.68,243.21,1.17,0.12,0.66,3.67,0.73,9.3,3.45,22.0,14.51,33.03,5.09,18-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-May-2018 - 00:00,35.8,71.04,359.81,0.0,14.31,76.28,30.93,266.26,1.84,0.09,0.52,3.2,0.68,10.89,3.2,16.14,11.23,35.02,7.01,19-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-May-2018 - 00:00,35.62,73.05,306.58,0.0,18.02,81.49,30.71,251.35,1.25,0.13,0.46,3.41,0.59,12.2,4.16,21.68,14.93,35.72,9.38,20-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-May-2018 - 00:00,35.79,49.45,217.69,0.0,15.9,77.7,30.81,222.07,1.23,0.1,0.34,3.42,0.45,11.82,0.55,15.36,8.58,53.41,9.85,21-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-May-2018 - 00:00,36.65,62.62,272.35,0.0,17.65,76.89,30.83,226.04,1.54,0.22,5.18,8.98,0.63,13.13,1.39,18.54,10.99,58.96,23.68,22-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-May-2018 - 00:00,36.79,55.05,213.31,0.0,16.45,72.26,30.77,211.3,1.63,0.24,6.98,9.03,0.58,11.8,1.02,13.36,7.92,69.47,24.33,23-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-May-2018 - 00:00,36.56,64.62,281.47,0.0,17.04,73.52,30.27,239.64,1.26,0.14,2.89,6.21,0.69,9.69,2.33,19.74,12.39,53.85,9.6,24-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-May-2018 - 00:00,36.23,73.21,391.64,0.0,12.45,76.16,30.66,268.97,1.5,0.16,1.32,3.34,0.56,9.49,1.95,20.4,12.43,59.21,10.21,25-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-May-2018 - 00:00,35.8,54.62,233.47,0.0,17.82,72.61,30.64,196.22,1.31,0.18,2.73,5.01,0.7,13.91,2.0,20.56,12.56,62.27,12.86,26-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-May-2018 - 00:00,35.85,71.01,210.26,0.0,15.15,81.06,30.75,211.5,1.02,0.23,4.77,9.97,0.45,10.71,3.18,27.97,17.46,45.24,12.32,27-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-May-2018 - 00:00,36.42,48.21,177.07,0.0,19.29,79.07,30.78,222.14,1.22,0.12,0.88,3.76,1.09,13.09,1.09,14.47,8.58,57.14,8.23,28-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-May-2018 - 00:00,35.98,67.49,286.54,0.0,12.1,82.28,30.72,181.18,1.01,0.69,234.63,23.1,1.59,12.44,17.68,32.91,31.87,42.69,11.25,29-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-May-2018 - 00:00,36.67,65.68,270.93,0.0,15.07,76.31,30.53,233.14,1.29,2.0,843.19,49.09,1.13,14.86,5.89,20.87,15.89,52.64,9.84,30-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-May-2018 - 00:00,36.01,46.19,233.2,0.0,22.58,79.85,30.37,266.22,1.41,1.11,478.36,2.76,1.01,13.83,2.1,15.7,10.05,38.2,8.52,31-May-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
31-May-2018 - 00:00,35.74,59.95,261.97,0.0,24.2,72.05,30.55,204.12,1.26,0.13,2.81,2.95,1.13,11.92,2.83,16.69,11.18,45.98,8.89,01-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Jun-2018 - 00:00,35.24,71.19,259.31,0.0,28.56,62.78,31.04,192.73,1.29,0.15,4.77,8.74,0.81,12.18,1.83,14.9,9.42,47.82,13.23,02-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Jun-2018 - 00:00,34.6,51.2,226.55,0.0,32.64,60.25,32.25,204.12,1.28,0.14,3.5,6.96,1.38,11.78,1.96,16.51,10.38,47.41,16.02,03-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Jun-2018 - 00:00,34.59,74.35,238.03,0.0,34.07,76.15,32.46,241.84,1.89,0.07,0.43,2.78,1.42,12.02,1.27,12.79,7.84,47.0,6.24,04-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Jun-2018 - 00:00,35.19,68.68,368.98,0.0,30.34,74.55,32.42,245.66,1.46,0.13,1.31,2.94,1.47,10.13,2.96,17.78,11.86,34.88,5.74,05-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Jun-2018 - 00:00,35.56,59.14,223.15,0.0,27.04,73.45,32.38,212.56,1.66,0.14,1.62,3.91,0.72,9.42,2.35,17.09,11.01,42.74,14.28,06-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Jun-2018 - 00:00,35.06,42.27,145.58,0.0,37.05,77.11,32.28,209.77,1.51,0.12,1.81,4.46,1.2,12.97,1.52,12.36,7.76,51.66,9.07,07-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Jun-2018 - 00:00,34.62,41.1,175.62,0.0,38.76,75.06,32.29,231.81,1.51,0.1,0.32,2.55,0.93,11.07,1.19,10.25,6.42,43.44,11.4,08-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Jun-2018 - 00:00,33.04,58.35,254.15,0.0,50.16,59.77,32.43,218.95,1.72,0.15,177.16,13.46,1.15,11.91,1.62,11.84,7.61,33.91,10.75,09-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Jun-2018 - 00:00,30.82,45.5,104.67,0.0,72.17,37.35,32.53,225.89,1.4,0.1,0.94,3.52,1.05,17.86,1.88,15.14,9.58,27.65,11.11,10-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Jun-2018 - 00:00,30.37,24.2,81.23,0.0,81.32,52.31,32.48,215.01,1.17,0.1,0.63,3.16,0.91,19.71,1.64,15.23,9.43,24.97,7.97,11-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Jun-2018 - 00:00,31.17,34.32,139.21,0.0,73.09,50.29,32.47,216.31,1.45,0.11,1.13,3.69,1.07,17.66,2.25,15.98,10.34,25.19,8.79,12-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Jun-2018 - 00:00,33.23,46.66,263.79,0.0,53.8,77.02,32.57,250.11,1.77,0.05,0.34,2.38,1.12,14.58,3.48,15.12,10.88,29.89,6.91,13-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Jun-2018 - 00:00,33.8,49.31,311.43,0.0,46.75,86.12,32.18,254.95,2.23,0.02,0.18,2.01,0.95,8.63,2.92,10.61,8.01,30.16,7.25,14-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Jun-2018 - 00:00,33.74,52.93,369.45,0.0,41.2,88.35,32.31,257.85,2.27,0.02,0.11,1.95,1.23,6.27,3.29,10.57,8.3,31.0,7.54,15-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Jun-2018 - 00:00,33.77,48.29,261.17,0.0,39.01,85.5,32.29,247.18,1.78,0.04,0.15,2.03,1.23,5.84,2.46,9.75,7.19,28.73,6.32,16-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Jun-2018 - 00:00,33.67,30.66,163.07,0.0,39.29,83.24,32.53,251.38,1.76,0.02,0.15,2.03,1.18,5.82,1.82,8.2,5.85,30.71,6.9,17-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Jun-2018 - 00:00,33.26,25.75,116.89,0.0,44.89,72.02,32.61,239.31,1.38,0.02,0.09,2.17,1.14,6.17,1.65,7.92,5.55,27.43,6.7,18-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Jun-2018 - 00:00,31.97,76.08,157.04,0.0,62.78,69.17,32.47,218.95,1.26,0.15,1.12,3.14,1.34,10.19,2.24,15.9,10.28,23.7,6.3,19-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Jun-2018 - 00:00,31.86,28.56,92.6,0.0,61.99,79.11,32.3,214.78,1.34,0.09,1.0,2.57,1.13,16.79,2.43,16.02,10.49,35.74,5.97,20-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Jun-2018 - 00:00,32.95,42.43,111.62,0.0,51.2,77.29,32.28,186.28,0.84,0.19,4.25,7.94,1.18,13.52,2.42,19.22,12.22,40.14,9.85,21-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Jun-2018 - 00:00,33.08,37.97,124.88,0.0,52.8,66.88,32.36,228.84,1.11,0.12,2.94,4.98,1.04,12.81,2.06,16.17,10.27,40.6,15.73,22-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Jun-2018 - 00:00,32.84,33.93,117.05,0.0,58.18,70.9,32.22,228.07,1.21,0.05,0.4,2.43,1.1,10.23,1.95,13.44,8.74,41.36,6.97,23-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Jun-2018 - 00:00,32.44,25.93,71.66,0.0,59.1,85.2,31.81,170.64,1.2,0.12,3.64,6.19,1.13,9.65,1.48,11.62,7.28,55.55,9.91,24-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Jun-2018 - 00:00,32.3,17.59,53.02,0.0,59.31,67.92,30.28,241.04,1.1,0.02,0.39,1.8,1.13,7.6,1.09,10.22,6.32,52.14,6.68,25-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Jun-2018 - 00:00,31.44,16.63,66.3,0.0,70.08,46.5,30.26,229.52,1.05,0.04,0.26,2.07,1.1,7.94,1.52,11.12,7.15,38.88,6.96,26-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Jun-2018 - 00:00,30.01,13.38,44.04,0.0,84.4,46.68,30.16,235.4,0.99,0.05,0.18,1.95,1.1,7.76,1.79,9.62,6.57,27.16,6.67,27-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Jun-2018 - 00:00,29.51,16.9,54.93,0.0,87.86,28.82,30.56,229.08,1.0,0.03,0.15,2.03,1.07,9.02,2.02,9.58,6.74,19.94,7.83,28-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Jun-2018 - 00:00,29.38,57.11,128.6,0.0,89.18,29.65,30.84,237.6,0.98,0.12,13.13,9.46,0.86,8.89,3.69,15.09,11.0,20.1,6.77,29-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Jun-2018 - 00:00,30.08,27.06,87.75,0.0,80.23,66.7,30.84,213.71,1.11,0.11,20.11,1.48,1.1,11.55,3.29,15.59,10.97,25.87,8.95,30-Jun-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Jun-2018 - 00:00,31.67,27.15,120.64,0.0,65.64,84.56,30.75,223.38,1.0,0.03,0.18,0.67,0.87,9.97,2.29,14.3,9.47,36.9,6.4,01-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Jul-2018 - 00:00,32.31,22.68,114.52,0.0,57.45,77.53,30.86,251.61,1.23,0.02,0.05,0.47,0.72,8.87,1.95,10.56,7.16,44.09,7.65,02-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Jul-2018 - 00:00,32.7,62.97,157.62,0.0,54.93,68.95,31.27,233.68,1.13,0.06,0.11,0.58,0.69,7.5,1.86,10.13,6.87,44.12,2.6,03-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Jul-2018 - 00:00,31.81,8.92,122.64,0.0,63.41,56.27,31.83,227.23,1.41,0.06,0.12,0.42,0.48,4.62,3.13,9.01,7.34,21.92,8.43,04-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Jul-2018 - 00:00,30.21,8.95,55.9,0.0,77.02,44.66,31.29,234.12,1.31,0.04,0.17,0.54,0.47,12.06,2.63,9.09,6.78,26.1,7.09,05-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Jul-2018 - 00:00,29.17,16.57,39.76,0.01,92.78,17.58,31.26,216.84,0.89,0.1,0.65,1.18,0.38,9.09,3.77,12.08,9.39,25.23,7.29,06-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Jul-2018 - 00:00,30.04,26.69,79.92,0.0,84.68,50.56,31.76,246.18,1.1,0.09,109.12,1.21,0.6,8.56,1.94,12.39,8.06,39.09,16.79,07-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Jul-2018 - 00:00,30.62,42.36,93.22,0.0,80.83,63.41,31.34,233.82,0.96,0.07,0.53,0.92,0.73,6.39,1.66,10.24,6.79,32.9,17.45,08-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Jul-2018 - 00:00,31.01,33.34,90.27,0.0,76.47,74.49,32.33,245.11,1.14,0.07,0.18,0.57,0.79,7.6,1.19,8.66,5.58,45.77,17.45,09-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Jul-2018 - 00:00,30.49,29.66,93.6,0.0,82.66,56.04,31.74,240.32,1.12,0.09,0.5,0.93,0.77,10.53,1.86,11.7,7.73,67.63,17.16,10-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Jul-2018 - 00:00,29.98,18.22,51.15,0.0,86.4,35.01,31.83,244.28,0.99,0.11,0.3,0.78,0.77,5.03,2.25,11.42,7.9,66.75,16.95,11-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Jul-2018 - 00:00,29.89,20.29,57.76,0.0,87.77,33.58,31.71,257.75,0.99,0.08,0.33,0.86,0.67,6.83,2.04,12.63,8.37,56.25,14.52,12-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Jul-2018 - 00:00,29.32,11.59,28.97,0.0,90.68,29.4,31.34,246.74,0.95,0.08,0.2,0.81,0.6,9.55,2.64,9.92,7.25,41.1,16.01,13-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Jul-2018 - 00:00,30.16,52.44,61.61,0.0,84.14,40.84,31.71,243.99,0.91,0.05,0.23,0.69,0.73,4.66,2.83,8.81,6.99,31.76,16.11,14-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Jul-2018 - 00:00,30.24,9.91,33.92,0.0,84.99,39.22,31.68,241.4,0.87,0.06,0.36,0.62,0.71,4.38,1.46,8.38,5.65,45.74,17.02,15-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Jul-2018 - 00:00,31.18,14.1,39.29,0.0,77.46,62.47,32.8,244.72,0.8,0.07,0.15,0.65,0.71,4.29,1.08,7.21,4.71,51.08,17.58,16-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Jul-2018 - 00:00,31.09,15.66,41.73,0.0,80.99,64.19,32.48,220.81,0.86,0.09,0.42,0.94,0.63,4.29,1.44,8.78,5.85,45.4,16.46,17-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Jul-2018 - 00:00,29.45,8.78,13.96,0.01,92.0,21.4,32.83,248.47,0.93,0.08,0.21,0.68,0.7,7.66,1.76,8.05,5.71,35.27,16.2,18-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Jul-2018 - 00:00,29.59,9.97,21.28,0.0,89.75,20.26,32.55,241.86,0.91,0.1,0.26,0.78,0.72,3.91,2.13,7.88,5.91,28.14,17.57,19-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Jul-2018 - 00:00,29.87,8.98,31.6,0.0,87.32,35.67,32.56,242.95,0.96,0.1,0.38,0.86,0.76,3.66,2.41,7.81,6.12,31.72,16.06,20-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Jul-2018 - 00:00,29.96,8.67,17.18,0.0,86.29,40.56,32.28,231.35,0.99,0.1,0.25,1.39,0.67,8.29,2.26,8.81,6.39,31.51,15.23,21-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Jul-2018 - 00:00,29.85,12.59,32.74,0.0,86.26,27.2,31.15,230.83,0.88,0.08,0.32,0.97,0.71,4.01,2.63,8.05,6.3,33.99,8.16,22-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Jul-2018 - 00:00,29.53,20.39,42.19,0.0,87.49,23.47,32.02,251.93,0.99,0.03,0.1,0.58,0.75,5.12,1.66,5.75,4.4,40.28,4.81,23-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Jul-2018 - 00:00,29.0,22.15,49.71,0.0,90.28,20.61,31.28,256.68,1.05,0.04,0.13,0.56,0.76,6.3,1.93,5.68,4.59,38.4,5.37,24-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Jul-2018 - 00:00,29.18,19.8,41.47,0.0,91.57,29.57,31.19,234.26,0.89,0.05,0.6,0.87,0.8,5.74,1.49,6.28,4.55,37.3,5.44,25-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Jul-2018 - 00:00,27.77,24.29,65.96,0.15,89.33,21.4,30.83,240.76,0.99,0.06,0.2,0.54,0.76,5.66,2.45,6.48,5.43,36.2,5.8,26-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Jul-2018 - 00:00,25.94,29.8,73.48,0.09,89.21,26.65,30.67,228.44,1.02,0.06,0.18,0.55,0.79,5.93,1.14,5.23,3.71,35.81,7.47,27-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Jul-2018 - 00:00,26.15,22.51,72.79,0.07,86.79,28.32,30.93,221.56,0.94,0.07,0.17,0.51,0.66,5.97,1.21,5.67,3.99,35.8,8.36,28-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Jul-2018 - 00:00,27.01,30.56,108.1,0.0,79.77,47.29,30.68,230.83,0.92,0.07,0.25,0.61,0.8,6.83,2.19,7.96,6.02,41.03,8.08,29-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Jul-2018 - 00:00,27.13,34.11,123.73,0.0,77.5,39.16,30.11,250.32,0.97,0.09,0.2,0.57,0.79,7.84,1.73,7.15,5.21,43.97,7.71,30-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Jul-2018 - 00:00,27.02,29.4,125.21,0.0,78.28,50.71,31.19,254.22,1.04,0.06,0.08,0.53,0.85,8.17,1.96,7.13,5.39,40.95,6.71,31-Jul-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
