from date,AT,BP,PM2.5,PM10,RF,RH,SR,Temp,WD,WS,VWS,Benzene,Toluene,Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
13-Apr-2018 - 00:00,29.61,716.32,22.33,69.91,0.0,40.45,169.05,27.61,138.98,0.67,-0.24,1.27,7.32,1.07,0.2,18.05,8.52,45.3,31.03,34.52,4.52,14-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Apr-2018 - 00:00,30.02,716.24,21.85,62.89,0.0,40.26,156.8,28.17,168.84,0.58,-0.23,0.29,1.37,0.05,2.83,17.87,8.53,44.73,30.73,31.57,4.83,15-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Apr-2018 - 00:00,27.88,716.22,30.31,73.33,0.0,48.12,101.66,23.5,125.72,0.63,-0.28,0.09,0.17,0.01,2.03,14.58,13.62,45.88,35.47,22.71,6.46,16-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Apr-2018 - 00:00,29.93,716.22,36.22,92.27,0.0,42.25,163.65,26.78,121.77,0.47,-0.24,0.97,5.15,0.81,1.13,16.61,16.16,51.29,40.42,32.2,5.61,17-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Apr-2018 - 00:00,31.26,716.35,29.72,85.34,0.0,37.64,163.41,27.9,153.89,0.53,-0.22,0.28,1.15,0.04,1.1,17.04,7.78,48.82,32.29,34.34,5.56,18-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Apr-2018 - 00:00,31.01,716.26,28.53,81.07,0.0,37.17,159.62,27.4,170.78,0.36,-0.24,0.73,5.42,0.48,0.83,16.87,5.0,42.03,26.42,42.39,4.1,19-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Apr-2018 - 00:00,31.27,716.0,37.36,101.03,0.0,35.29,160.02,27.84,256.32,0.41,-0.21,0.25,1.51,0.05,1.15,17.8,16.79,44.54,37.34,37.95,8.87,20-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Apr-2018 - 00:00,31.04,716.0,36.76,105.9,0.0,34.42,162.6,26.84,185.97,0.46,-0.23,1.09,7.54,1.01,1.28,16.41,19.51,46.57,40.63,35.83,7.52,21-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Apr-2018 - 00:00,30.63,716.0,44.49,144.25,0.0,35.12,165.83,29.81,116.55,0.45,-0.2,1.01,7.42,0.76,1.08,20.78,13.58,59.0,42.42,30.24,7.28,22-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Apr-2018 - 00:00,30.66,716.0,34.21,95.58,0.0,40.57,151.6,28.84,190.24,0.52,-0.21,0.31,1.09,0.05,0.81,21.51,4.41,49.6,29.98,38.04,3.52,23-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Apr-2018 - 00:00,31.09,716.0,26.33,75.2,0.0,37.77,162.69,27.81,205.9,0.54,-0.21,0.14,0.48,0.0,0.62,17.61,3.09,39.96,23.76,41.02,3.49,24-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Apr-2018 - 00:00,31.96,716.0,25.8,87.02,0.0,32.64,154.68,27.17,198.54,0.54,-0.23,0.71,5.6,0.65,0.57,16.79,2.46,40.87,23.7,51.09,3.94,25-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Apr-2018 - 00:00,30.77,715.98,31.75,85.19,0.0,41.71,163.48,28.28,176.09,0.62,-0.21,0.22,0.66,0.05,0.73,20.6,4.35,44.15,26.95,52.26,4.25,26-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Apr-2018 - 00:00,30.29,716.0,33.21,91.26,0.0,38.76,133.65,28.08,202.17,0.48,-0.23,1.41,13.62,1.66,0.68,19.12,3.74,44.55,26.73,50.56,3.85,27-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Apr-2018 - 00:00,31.58,716.09,34.57,96.47,0.0,36.17,163.03,30.77,160.79,0.57,-0.21,1.94,19.21,1.91,0.8,20.45,6.54,49.68,31.61,51.86,5.37,28-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Apr-2018 - 00:00,31.1,716.1,28.48,89.95,0.0,36.0,159.54,26.36,183.36,0.54,-0.24,0.69,3.36,0.64,0.65,15.17,4.67,45.02,27.66,44.72,4.81,29-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Apr-2018 - 00:00,31.45,715.88,32.66,93.36,0.0,35.72,151.04,31.75,210.69,0.47,-0.2,1.67,23.93,1.95,0.71,20.1,6.36,50.73,32.16,46.57,5.66,30-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Apr-2018 - 00:00,31.95,715.81,40.03,101.72,0.0,34.84,161.32,30.2,226.56,0.42,-0.2,1.03,10.44,0.72,1.0,19.16,13.76,48.03,36.73,46.35,4.2,01-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-May-2018 - 00:00,32.17,715.92,35.96,119.11,0.0,38.47,157.24,28.02,154.08,0.5,-0.22,0.85,6.36,0.9,0.73,20.28,3.0,41.77,24.66,50.64,4.2,02-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-May-2018 - 00:00,31.0,715.99,31.47,92.49,0.0,42.86,153.27,30.14,173.08,0.53,-0.2,0.69,4.73,0.39,0.76,20.89,3.75,44.97,26.97,51.24,2.73,03-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-May-2018 - 00:00,27.83,715.99,24.85,74.28,0.05,49.2,106.27,28.17,169.89,0.8,-0.23,1.08,7.18,0.96,0.68,19.35,4.5,41.85,25.83,45.76,2.82,04-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-May-2018 - 00:00,27.62,716.2,16.4,51.82,0.0,46.27,172.32,29.69,210.12,0.52,-0.22,1.05,12.34,1.27,0.68,18.44,9.15,45.77,31.79,41.28,2.42,05-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-May-2018 - 00:00,30.49,716.17,25.15,78.47,0.0,41.4,170.64,26.23,185.28,0.5,-0.24,0.49,2.11,0.21,0.81,18.04,3.48,46.96,27.81,43.2,2.41,06-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-May-2018 - 00:00,31.45,716.19,29.04,91.38,0.0,39.2,170.68,24.26,209.25,0.55,-0.27,0.19,0.39,0.03,0.69,15.48,2.52,44.23,25.58,39.04,3.63,07-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-May-2018 - 00:00,31.85,716.05,28.0,94.02,0.0,36.84,171.85,25.68,191.49,0.42,-0.25,0.67,3.13,1.11,0.64,14.67,1.61,37.58,21.27,50.84,3.8,08-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-May-2018 - 00:00,31.94,716.0,60.45,112.66,0.04,35.25,142.3,26.24,203.75,0.36,-0.23,1.12,7.77,1.32,0.98,19.56,5.98,50.02,31.26,52.86,5.49,09-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-May-2018 - 00:00,29.68,716.0,42.67,95.9,0.0,44.49,118.49,26.14,190.15,0.45,-0.21,0.53,2.69,0.34,0.79,21.58,3.61,47.71,28.32,38.86,3.92,10-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-May-2018 - 00:00,30.81,716.18,37.21,84.04,0.0,41.51,156.08,28.12,182.07,0.5,-0.21,1.05,7.04,1.15,0.78,20.64,6.63,44.86,29.14,39.74,4.49,11-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-May-2018 - 00:00,32.06,716.04,35.05,89.23,0.0,37.01,172.54,28.55,207.18,0.56,-0.21,1.87,8.23,1.78,0.76,18.31,2.12,42.9,24.54,48.13,4.25,12-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-May-2018 - 00:00,31.25,716.01,35.33,87.04,0.0,37.66,135.14,27.66,193.26,0.46,-0.22,0.79,3.97,0.7,0.71,16.59,2.79,43.96,25.55,42.48,3.9,13-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-May-2018 - 00:00,29.92,716.09,33.25,79.34,0.0,37.14,141.16,26.32,175.73,0.48,-0.22,0.21,1.48,0.06,0.65,15.64,1.77,46.49,26.17,47.13,4.16,14-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-May-2018 - 00:00,29.01,716.0,32.88,65.62,0.0,42.11,130.27,28.27,222.29,0.56,-0.21,0.61,4.51,0.33,0.59,18.99,2.38,39.94,23.15,44.25,3.1,15-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-May-2018 - 00:00,28.99,716.09,25.54,49.18,0.0,43.42,179.06,29.63,220.55,0.5,-0.2,0.71,6.81,0.51,0.57,19.94,2.84,36.53,21.68,45.09,2.68,16-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-May-2018 - 00:00,30.59,715.91,47.83,99.33,0.0,40.35,168.31,28.96,205.5,0.45,-0.2,0.73,4.76,0.64,0.79,18.84,2.94,49.22,28.57,43.14,8.58,17-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-May-2018 - 00:00,28.64,715.91,46.75,105.23,0.61,45.1,148.36,29.09,191.38,0.49,-0.2,1.07,7.38,0.69,0.8,18.4,8.3,47.6,32.06,35.25,4.84,18-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-May-2018 - 00:00,29.11,715.82,38.08,83.31,0.0,44.61,157.21,29.21,247.4,0.36,-0.2,1.03,12.22,0.96,0.66,21.64,7.32,46.5,30.69,36.17,3.51,19-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-May-2018 - 00:00,31.53,715.73,47.11,119.42,0.0,38.45,176.68,28.98,209.94,0.36,-0.2,1.29,7.73,1.19,0.78,21.69,7.84,56.0,36.16,34.41,5.01,20-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-May-2018 - 00:00,31.64,715.77,40.01,107.73,0.0,37.15,173.76,29.07,213.27,0.43,-0.2,0.96,6.21,0.95,0.68,18.69,2.6,52.25,29.91,42.99,5.37,21-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-May-2018 - 00:00,31.83,715.89,45.5,123.67,0.0,39.55,162.14,29.09,181.43,0.44,-0.2,1.32,5.95,1.09,0.78,18.49,3.35,49.65,29.14,41.84,5.82,22-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-May-2018 - 00:00,31.18,714.91,44.32,104.47,0.0,40.88,163.95,29.56,216.55,0.4,-0.2,1.09,7.64,0.57,0.64,16.88,2.63,45.1,26.12,44.88,5.29,23-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-May-2018 - 00:00,31.09,712.81,47.57,118.82,0.0,42.1,142.79,28.96,174.16,0.43,-0.2,1.14,7.16,1.02,0.84,17.24,3.21,48.77,28.48,48.47,5.26,24-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-May-2018 - 00:00,31.04,712.66,36.96,90.53,0.0,39.82,126.38,28.91,215.61,0.38,-0.2,0.85,7.4,1.07,0.66,14.76,3.19,44.87,26.46,39.36,5.07,25-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-May-2018 - 00:00,31.68,712.58,40.06,98.67,0.0,39.51,158.9,29.2,161.04,0.47,-0.2,2.0,10.53,1.74,0.75,14.8,2.99,47.92,27.93,44.53,5.5,26-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-May-2018 - 00:00,31.3,712.6,26.11,64.81,0.0,40.85,171.36,29.23,162.07,0.53,-0.2,1.19,6.8,1.2,0.61,13.52,8.65,42.74,29.76,23.62,3.79,27-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-May-2018 - 00:00,31.22,712.69,27.51,71.2,0.0,40.52,176.94,29.14,136.95,0.51,-0.2,1.59,9.94,2.44,0.71,12.34,5.38,47.91,29.86,31.38,4.38,28-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-May-2018 - 00:00,32.17,712.23,34.44,79.42,0.0,39.47,175.28,30.54,209.14,0.43,-0.2,2.18,13.49,2.72,0.66,14.2,3.66,40.95,24.75,35.22,4.01,29-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-May-2018 - 00:00,32.66,712.0,36.89,84.38,0.0,37.49,171.39,30.37,207.11,0.39,-0.2,2.08,18.49,3.47,0.67,16.11,3.56,39.41,23.8,37.49,3.81,30-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-May-2018 - 00:00,31.39,712.15,30.06,72.38,0.0,41.27,149.4,30.24,240.17,0.43,-0.2,1.3,10.82,1.5,0.51,16.6,1.62,34.26,19.51,40.73,3.15,31-May-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
31-May-2018 - 00:00,31.3,712.53,30.97,81.22,0.0,42.83,200.19,30.3,245.88,0.43,-0.2,1.18,10.29,1.07,0.46,18.92,2.36,32.04,18.97,40.74,4.77,01-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Jun-2018 - 00:00,32.08,712.46,44.38,89.74,0.0,41.06,159.88,29.67,219.62,0.36,-0.2,1.87,21.88,1.82,0.65,31.56,2.85,36.82,19.7,48.02,4.53,02-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Jun-2018 - 00:00,26.26,712.98,37.42,58.74,0.0,55.57,49.77,29.58,221.55,0.36,-0.2,1.94,15.78,2.06,0.79,27.99,4.81,42.44,26.48,38.53,2.98,03-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Jun-2018 - 00:00,29.0,712.6,32.53,62.58,0.01,47.84,170.05,29.47,260.59,0.5,-0.2,0.82,10.01,0.75,0.56,22.7,4.54,37.69,23.74,37.35,1.96,04-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Jun-2018 - 00:00,28.64,712.33,28.55,57.41,0.0,46.36,172.4,30.66,233.29,0.63,-0.2,1.37,14.59,1.66,0.49,21.14,8.76,35.24,25.87,51.63,2.09,05-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Jun-2018 - 00:00,28.63,712.42,32.62,62.95,0.03,49.61,160.84,30.29,230.31,0.58,-0.2,1.63,15.57,2.85,0.7,20.7,4.1,37.2,23.12,41.35,2.74,06-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Jun-2018 - 00:00,29.23,712.78,29.04,52.42,0.0,48.95,151.69,30.43,251.24,0.66,-0.2,1.18,13.29,1.59,0.6,22.74,3.78,32.48,20.26,44.37,2.79,07-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Jun-2018 - 00:00,26.31,712.59,18.04,21.11,0.18,57.85,91.96,29.9,261.65,0.77,-0.2,0.56,6.54,0.52,0.38,19.85,2.21,27.3,16.23,41.48,0.91,08-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Jun-2018 - 00:00,26.59,712.17,21.83,23.15,0.0,56.12,110.78,29.87,260.33,0.91,-0.2,0.58,7.34,0.82,0.4,17.97,2.94,30.13,18.42,36.93,2.43,09-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Jun-2018 - 00:00,27.15,712.0,19.53,32.34,0.0,53.98,127.88,29.93,258.59,0.89,-0.2,0.59,7.74,1.4,0.36,15.97,3.0,27.52,17.08,32.94,4.05,10-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Jun-2018 - 00:00,26.04,712.08,14.81,22.99,0.02,55.98,119.55,29.83,269.46,1.14,-0.2,0.38,7.91,0.89,0.31,15.19,5.52,28.16,19.47,24.23,3.96,11-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Jun-2018 - 00:00,25.54,712.09,19.95,47.28,0.04,59.49,72.66,29.97,279.3,0.91,-0.2,0.61,7.59,1.29,0.38,16.18,6.13,26.48,19.07,22.26,4.99,12-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Jun-2018 - 00:00,26.26,712.12,31.92,76.06,0.17,57.94,100.42,30.16,236.98,0.88,-0.2,2.26,16.37,5.31,0.69,17.34,10.53,31.71,25.43,19.52,9.1,13-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Jun-2018 - 00:00,27.79,712.32,29.2,64.72,0.0,50.88,159.43,30.03,267.54,0.89,-0.2,0.82,11.23,1.97,0.33,16.88,5.9,26.48,18.88,21.97,4.85,14-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Jun-2018 - 00:00,28.58,712.66,26.51,78.67,0.0,47.78,156.88,30.14,273.34,0.77,-0.2,0.68,12.39,1.72,0.31,17.01,6.65,29.34,21.02,19.44,5.41,15-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Jun-2018 - 00:00,29.09,712.86,24.51,68.36,0.0,45.4,167.86,30.41,265.76,0.77,-0.2,0.66,10.72,1.19,0.29,15.88,5.32,26.09,18.09,22.46,4.55,16-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Jun-2018 - 00:00,28.81,713.0,21.9,54.18,0.0,44.53,181.22,30.42,268.75,0.83,-0.2,0.67,10.12,1.25,0.35,15.76,4.74,26.14,17.75,24.19,4.05,17-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Jun-2018 - 00:00,29.0,713.0,20.01,61.16,0.0,42.75,173.03,30.08,272.47,0.86,-0.2,0.49,10.42,1.02,0.27,15.48,4.43,28.27,18.65,20.57,4.41,18-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Jun-2018 - 00:00,27.24,712.9,16.67,36.43,0.0,48.01,139.34,30.08,271.3,0.95,-0.2,0.35,7.19,0.56,0.27,14.36,4.25,25.38,16.95,21.51,3.75,19-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Jun-2018 - 00:00,27.93,712.77,12.38,29.99,0.0,48.06,175.38,30.15,267.15,0.96,-0.2,0.39,8.32,0.61,0.32,15.05,4.31,26.25,17.46,24.24,4.97,20-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Jun-2018 - 00:00,29.26,712.71,13.0,26.5,0.0,44.75,171.01,30.66,257.59,0.73,-0.2,0.53,13.22,0.65,0.33,15.7,3.7,28.42,18.12,27.11,2.55,21-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Jun-2018 - 00:00,29.57,712.6,13.59,28.05,0.0,44.28,180.25,31.22,266.76,0.71,-0.2,0.77,15.24,0.88,0.34,17.19,3.87,30.23,19.15,25.91,2.24,22-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Jun-2018 - 00:00,27.48,712.49,26.83,57.31,0.31,52.37,88.56,30.88,213.52,0.59,-0.2,1.96,24.54,3.13,0.61,19.52,5.44,38.45,24.87,27.3,2.1,23-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Jun-2018 - 00:00,25.07,712.39,21.42,36.91,0.46,59.55,100.23,31.79,250.47,0.59,-0.2,1.31,18.16,4.71,0.46,22.03,4.77,27.53,17.39,27.01,2.87,24-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Jun-2018 - 00:00,26.48,712.54,20.64,30.82,0.0,54.32,136.14,29.21,267.84,0.87,-0.2,0.54,11.7,0.83,0.12,16.0,5.2,27.43,18.82,21.19,1.86,25-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Jun-2018 - 00:00,26.45,712.54,17.61,32.31,0.0,53.43,138.57,29.28,272.71,0.88,-0.2,0.43,7.55,0.53,0.27,14.32,4.98,24.53,17.09,19.21,1.53,26-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Jun-2018 - 00:00,26.48,712.2,17.5,32.79,0.0,51.93,88.73,29.21,276.05,0.88,-0.2,0.38,6.72,0.49,0.26,13.56,4.83,23.91,16.64,22.67,1.41,27-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Jun-2018 - 00:00,26.58,712.0,19.74,37.06,0.0,52.62,122.5,29.24,270.24,0.72,-0.2,0.41,8.08,0.58,0.26,13.82,4.79,26.46,17.95,21.41,1.91,28-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Jun-2018 - 00:00,26.57,712.24,23.01,44.01,0.0,51.84,95.58,29.16,274.28,0.74,-0.2,0.46,8.97,0.5,0.28,13.51,4.39,25.13,16.94,22.34,2.26,29-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Jun-2018 - 00:00,26.86,712.74,21.36,46.38,0.0,50.68,117.06,29.36,272.31,0.57,-0.2,0.4,8.12,0.54,0.49,13.15,3.94,24.54,16.25,40.53,1.62,30-Jun-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Jun-2018 - 00:00,27.98,712.82,26.35,54.18,0.0,47.99,171.88,29.47,261.64,0.49,-0.2,0.69,12.35,0.72,0.53,13.92,4.56,27.79,18.4,35.3,2.9,01-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Jul-2018 - 00:00,27.54,712.94,20.3,39.96,0.0,48.21,132.9,29.02,264.96,0.52,-0.2,0.48,10.26,0.57,0.52,13.52,3.98,30.83,19.63,32.78,2.36,02-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Jul-2018 - 00:00,28.03,712.8,18.57,33.35,0.0,48.19,179.15,29.47,273.98,0.68,-0.2,0.33,5.76,0.38,0.27,12.92,3.88,25.76,16.85,40.06,1.97,03-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Jul-2018 - 00:00,26.47,712.89,20.45,39.67,0.0,50.55,117.8,29.13,273.08,0.75,-0.2,0.3,5.46,0.37,0.46,12.79,3.8,25.11,16.44,45.08,2.01,04-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Jul-2018 - 00:00,27.34,712.9,21.8,52.24,0.0,49.03,142.67,30.01,275.18,0.79,-0.2,0.39,6.18,0.36,0.48,14.61,4.89,23.91,16.7,35.35,1.62,05-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Jul-2018 - 00:00,26.28,712.82,15.47,34.46,0.0,52.61,125.96,30.43,271.89,0.87,-0.2,0.37,8.44,0.52,0.47,15.15,5.67,25.33,18.08,23.15,1.5,06-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Jul-2018 - 00:00,25.13,712.69,21.41,41.56,0.09,59.44,75.93,30.39,272.57,0.6,-0.2,0.81,10.38,0.87,0.36,16.55,6.6,28.85,20.71,38.4,1.73,07-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Jul-2018 - 00:00,23.75,712.07,23.62,38.73,0.74,64.39,38.47,30.54,269.26,0.58,-0.2,0.63,8.35,0.53,0.52,17.45,6.06,26.91,19.24,35.67,1.76,08-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Jul-2018 - 00:00,22.91,711.89,14.83,23.29,0.0,66.0,33.61,29.92,271.32,0.64,-0.2,0.59,11.07,0.44,0.24,16.15,7.51,27.9,18.76,74.67,0.88,09-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Jul-2018 - 00:00,23.63,711.58,18.11,27.92,0.71,66.34,48.42,31.17,275.0,0.82,-0.2,0.5,7.59,0.43,0.4,25.18,2.09,19.91,12.3,21.65,1.81,10-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Jul-2018 - 00:00,24.47,712.03,23.43,43.15,0.0,60.58,108.31,30.61,269.86,1.02,-0.2,0.57,10.61,0.45,0.46,17.05,6.85,24.01,18.34,20.88,1.67,11-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Jul-2018 - 00:00,24.57,712.0,20.68,42.2,0.0,59.78,80.76,30.31,271.54,1.05,-0.2,0.45,8.46,0.45,0.48,16.59,6.05,24.72,18.05,41.63,2.15,12-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Jul-2018 - 00:00,22.36,712.0,13.82,16.98,0.23,68.47,41.05,30.44,273.72,1.05,-0.2,0.6,10.27,0.5,0.26,16.57,7.31,23.41,18.38,40.94,1.89,13-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Jul-2018 - 00:00,23.73,712.0,16.1,27.01,0.05,63.73,87.86,30.34,270.94,0.85,-0.2,0.56,11.55,0.49,0.46,13.84,7.85,24.72,19.53,21.2,2.1,14-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Jul-2018 - 00:00,23.5,712.0,19.85,34.65,0.04,66.98,53.56,30.4,277.52,0.51,-0.2,0.67,11.12,0.61,0.32,15.13,8.79,25.97,20.95,31.44,1.62,15-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Jul-2018 - 00:00,23.89,712.0,19.07,39.58,0.05,64.93,65.12,30.13,266.19,0.84,-0.2,0.42,9.33,0.41,0.47,13.68,9.73,28.23,22.93,58.83,1.27,16-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Jul-2018 - 00:00,23.8,712.0,13.8,19.51,0.0,64.22,47.04,30.46,270.8,1.11,-0.2,0.37,6.21,0.38,0.47,13.44,7.42,23.69,18.62,35.03,2.4,17-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Jul-2018 - 00:00,25.24,711.58,10.31,16.86,0.0,60.0,122.03,30.94,261.42,1.0,-0.2,0.22,5.21,0.2,0.24,11.79,6.93,20.26,15.03,59.29,1.78,18-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Jul-2018 - 00:00,26.56,712.0,16.67,28.44,0.0,55.67,315.61,31.0,271.17,1.0,-0.2,0.34,4.09,0.27,0.18,18.91,1.68,9.66,6.49,28.91,2.29,19-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Jul-2018 - 00:00,30.0,711.0,16.0,27.0,0.0,43.0,592.0,27.9,241.0,1.2,-0.3,,,,0.0,,,,0.0,,,21-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Jul-2018 - 00:00,26.36,711.38,15.67,40.08,0.0,52.75,98.22,29.97,264.98,0.62,-0.21,0.45,7.47,0.86,0.17,15.54,5.67,21.08,12.61,23.22,1.33,24-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Jul-2018 - 00:00,25.62,712.07,20.29,37.07,0.0,55.83,124.03,31.34,255.73,0.65,-0.2,0.58,9.26,0.91,0.44,23.2,8.68,20.22,17.8,32.93,1.84,25-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Jul-2018 - 00:00,26.58,712.01,20.8,45.48,0.0,51.79,146.17,30.94,263.17,0.75,-0.2,0.47,9.71,0.73,0.23,21.99,8.66,22.21,18.85,27.8,1.48,26-Jul-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
