from date,NH3,NO2,NO,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM2.5,PM10,AT,RH,RF,SR,WD,WS,Temp,to date,station
02-Aug-2018 - 00:00,12.05,9.2,3.3,7.58,0.5,36.69,5.58,0.28,0.25,1.61,59.06,195.71,26.74,73.78,0.0,64.85,286.16,6.04,31.04,03-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-Aug-2018 - 00:00,12.06,9.09,3.38,7.58,0.44,27.95,3.43,0.27,0.29,1.59,33.52,107.88,26.63,78.0,0.0,54.71,286.12,5.64,30.95,04-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Aug-2018 - 00:00,12.01,8.64,2.94,6.98,0.42,33.92,5.42,0.26,0.18,1.57,38.93,122.48,26.98,72.54,0.0,76.25,284.58,5.7,31.06,05-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Aug-2018 - 00:00,12.12,7.74,2.7,6.31,0.41,32.12,7.08,0.24,0.17,1.21,41.46,122.84,26.78,73.18,0.0,62.25,283.62,5.94,31.17,06-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Aug-2018 - 00:00,12.06,8.87,3.13,7.25,0.44,29.4,7.25,0.28,0.25,1.48,76.94,142.69,26.49,75.4,0.0,45.83,282.68,5.26,31.38,07-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Aug-2018 - 00:00,11.54,9.33,3.52,7.82,0.47,26.97,4.82,0.28,0.34,1.54,30.86,89.72,26.43,75.71,0.0,58.75,287.97,5.61,30.84,08-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Aug-2018 - 00:00,13.11,10.14,4.54,9.08,0.49,19.47,4.32,0.32,0.29,1.75,26.4,58.92,25.63,87.9,0.02,24.02,290.76,4.52,30.75,09-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Aug-2018 - 00:00,13.98,11.72,3.91,9.41,0.54,24.88,3.51,0.34,0.32,1.85,28.55,60.91,26.28,84.29,0.0,42.32,289.7,4.53,31.1,10-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Aug-2018 - 00:00,17.09,13.53,4.73,11.03,0.65,19.86,3.81,0.4,0.44,2.16,26.17,41.23,25.59,90.75,0.07,16.49,288.17,4.76,30.73,11-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Aug-2018 - 00:00,15.81,11.91,3.91,9.51,0.54,26.59,3.87,0.32,0.34,1.82,24.18,59.46,26.74,78.77,0.0,64.74,285.52,5.24,30.9,12-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Aug-2018 - 00:00,14.28,7.33,2.95,6.29,0.37,25.49,6.3,0.22,0.25,1.19,16.49,44.72,26.44,80.45,0.01,72.9,281.53,5.65,30.44,13-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Aug-2018 - 00:00,13.59,7.66,2.88,6.42,0.47,22.92,7.03,0.22,0.14,0.88,16.47,51.33,26.08,82.87,0.03,61.68,272.33,4.6,30.62,14-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Aug-2018 - 00:00,13.51,13.4,4.33,10.63,0.54,29.5,3.63,0.36,0.41,2.15,38.69,131.43,27.37,74.22,0.0,91.11,283.54,4.17,31.22,15-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Aug-2018 - 00:00,14.25,9.34,3.45,7.77,0.45,34.96,3.56,0.24,0.13,0.97,33.41,102.64,26.39,84.49,0.11,49.83,222.95,3.68,31.06,16-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Aug-2018 - 00:00,11.89,7.12,3.52,6.65,0.52,36.73,2.99,0.18,0.09,0.66,17.49,25.91,26.18,89.71,0.06,34.66,90.64,3.97,30.74,17-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-Aug-2018 - 00:00,10.23,7.74,2.76,6.35,0.49,32.04,3.13,0.22,0.34,0.97,12.24,17.46,26.75,86.82,0.12,63.17,192.06,4.38,31.0,18-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Aug-2018 - 00:00,10.13,11.92,4.17,9.73,0.58,18.86,2.72,0.36,0.73,1.99,14.55,26.18,25.51,90.88,0.0,19.41,292.1,4.22,30.52,19-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Aug-2018 - 00:00,12.22,10.38,3.59,8.44,0.53,25.19,3.28,0.27,0.6,1.46,20.9,38.7,25.9,88.28,0.0,31.53,292.51,4.16,28.9,20-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Aug-2018 - 00:00,14.93,10.66,3.97,8.9,0.53,30.01,3.49,0.26,0.29,1.29,20.67,29.54,25.66,90.93,0.3,25.68,260.52,3.44,30.28,21-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Aug-2018 - 00:00,10.83,10.58,4.49,9.25,0.55,22.35,2.83,0.27,0.41,1.56,9.98,12.47,25.18,94.23,0.38,11.67,251.21,3.85,31.55,22-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Aug-2018 - 00:00,9.05,8.19,3.18,6.95,0.47,25.41,2.51,0.24,0.35,1.22,6.96,11.48,24.73,92.85,0.04,16.06,290.21,5.62,31.09,23-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Aug-2018 - 00:00,9.67,10.3,4.9,9.46,0.57,19.01,3.23,0.33,0.33,1.68,17.0,35.33,25.54,89.28,0.09,31.8,288.39,4.43,30.73,24-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Aug-2018 - 00:00,10.79,10.9,4.53,9.48,0.52,20.09,2.97,0.34,0.36,1.93,18.19,52.94,25.87,84.12,0.0,51.06,288.68,4.9,31.13,25-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Aug-2018 - 00:00,10.87,9.08,3.93,8.02,0.5,22.9,4.07,0.27,0.34,1.6,16.02,48.89,26.02,81.44,0.01,64.68,286.81,5.28,30.77,26-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Aug-2018 - 00:00,10.71,6.65,3.09,6.05,0.4,26.99,3.68,0.2,0.12,1.41,14.19,43.07,25.82,82.61,0.04,66.44,288.0,4.99,30.92,27-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Aug-2018 - 00:00,10.57,10.15,3.9,8.56,0.52,25.13,3.59,0.29,0.36,1.73,29.24,89.2,25.82,84.57,0.0,51.97,288.43,3.88,30.54,28-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Aug-2018 - 00:00,13.51,13.16,4.09,10.32,0.6,24.22,3.27,0.36,0.44,1.86,38.64,96.17,25.35,90.28,0.03,19.11,292.65,3.77,30.89,29-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Aug-2018 - 00:00,14.67,12.3,3.74,9.57,0.56,26.72,2.85,0.35,0.59,1.82,31.18,57.04,25.29,92.61,0.02,13.83,289.71,4.04,31.35,30-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Aug-2018 - 00:00,11.58,11.97,4.03,9.64,0.51,24.61,3.02,0.32,0.34,1.72,34.46,68.3,25.32,90.19,0.0,19.11,292.99,4.4,31.08,31-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
31-Aug-2018 - 00:00,12.07,11.38,4.47,9.68,0.55,22.02,4.08,0.32,0.39,1.78,27.24,54.88,25.39,88.5,0.13,23.15,280.53,4.39,31.29,01-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-Sep-2018 - 00:00,12.13,12.47,4.8,10.53,0.57,19.9,3.92,0.36,0.33,2.01,23.81,59.59,25.32,86.6,0.0,24.71,289.52,4.03,31.34,02-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-Sep-2018 - 00:00,12.69,10.08,3.9,8.54,0.45,23.14,4.42,0.25,0.21,1.25,17.89,34.96,25.1,88.81,0.02,25.4,267.47,3.68,31.56,03-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-Sep-2018 - 00:00,11.49,8.21,3.32,7.07,0.4,26.06,4.44,0.26,0.21,1.35,15.75,42.02,25.53,84.35,0.0,48.91,285.72,4.7,31.47,04-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Sep-2018 - 00:00,11.29,10.63,3.66,8.63,0.36,26.4,3.73,0.28,0.25,1.43,25.55,72.7,25.55,84.49,0.0,41.9,289.04,4.61,30.79,05-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Sep-2018 - 00:00,11.93,11.22,3.75,9.02,,29.71,3.13,0.29,0.25,1.47,33.97,107.29,25.49,81.31,0.0,51.85,291.46,5.18,30.84,06-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Sep-2018 - 00:00,11.82,9.37,3.1,7.5,0.57,37.31,3.32,0.22,0.26,1.03,34.81,97.89,25.52,79.58,0.0,61.34,291.28,5.27,30.69,07-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Sep-2018 - 00:00,12.07,11.28,3.86,9.14,0.45,29.32,3.57,0.25,0.23,1.14,29.0,54.25,24.41,88.94,0.03,20.3,265.41,3.57,31.12,08-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Sep-2018 - 00:00,12.61,10.06,3.04,7.82,0.45,30.08,4.88,0.26,0.2,1.28,29.95,53.16,24.44,88.12,0.07,20.23,285.19,5.87,31.33,09-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Sep-2018 - 00:00,12.26,12.28,3.27,9.19,0.47,25.11,6.65,0.32,0.18,1.69,34.29,86.08,24.55,87.56,0.0,26.95,272.85,4.07,31.3,10-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Sep-2018 - 00:00,12.36,12.96,3.16,9.45,0.52,29.1,9.12,0.34,0.36,2.2,31.4,89.93,25.59,78.22,0.0,69.18,271.15,3.52,31.04,11-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Sep-2018 - 00:00,13.43,13.77,3.27,9.99,0.51,32.0,7.62,0.34,0.24,1.71,33.5,90.81,25.97,76.88,0.0,76.38,279.74,3.94,30.57,12-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Sep-2018 - 00:00,14.26,16.35,2.96,11.01,0.58,37.02,3.79,0.34,0.33,1.72,28.57,82.88,26.2,72.2,0.0,71.35,284.65,4.01,30.97,13-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Sep-2018 - 00:00,13.75,12.75,3.22,9.4,0.54,30.71,10.04,0.33,0.33,1.82,27.29,78.89,25.79,75.81,0.0,59.48,279.19,3.97,31.33,14-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Sep-2018 - 00:00,14.14,16.38,4.41,12.3,0.58,34.46,12.74,0.36,0.6,2.12,31.91,87.39,26.0,73.56,0.0,55.38,251.08,2.37,31.51,15-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Sep-2018 - 00:00,12.88,16.38,3.91,11.9,0.53,41.38,11.97,0.32,0.38,2.67,32.08,82.04,26.47,70.38,0.0,87.92,226.26,2.78,31.32,16-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Sep-2018 - 00:00,11.36,13.39,3.41,9.91,0.45,55.0,6.68,0.26,0.24,1.29,30.7,71.01,27.13,63.88,0.0,85.16,191.41,2.81,31.39,17-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-Sep-2018 - 00:00,12.34,16.93,4.14,12.37,0.53,52.88,5.49,0.3,0.21,1.31,34.48,102.24,27.52,58.32,0.0,90.69,151.99,2.68,31.47,18-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Sep-2018 - 00:00,12.93,14.41,3.5,10.52,0.54,55.61,7.59,0.29,0.26,1.42,38.74,129.2,27.43,60.57,0.0,80.76,221.33,3.71,31.12,19-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Sep-2018 - 00:00,13.03,15.48,3.51,11.08,0.48,60.78,5.93,0.24,0.16,1.03,33.12,111.83,27.71,57.59,0.0,83.75,191.12,3.49,31.11,20-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Sep-2018 - 00:00,11.75,11.69,3.05,8.69,0.41,68.65,6.08,0.19,0.09,0.82,241.58,99.54,28.16,48.88,0.0,82.75,156.92,4.06,31.05,21-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Sep-2018 - 00:00,13.17,8.83,2.91,7.05,0.48,67.1,4.49,0.18,0.08,0.46,25.17,81.5,26.91,67.34,0.39,62.07,63.55,4.3,31.44,22-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Sep-2018 - 00:00,10.33,7.88,2.96,6.6,0.5,40.41,3.73,0.2,0.17,0.86,8.12,12.14,25.17,94.16,1.31,13.66,150.93,4.44,31.45,23-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Sep-2018 - 00:00,8.83,7.95,2.21,6.03,0.45,57.29,4.72,0.23,0.36,1.27,19.41,49.91,26.01,77.73,0.03,62.74,252.02,5.38,31.72,24-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Sep-2018 - 00:00,10.93,13.29,2.97,9.49,0.59,44.74,6.71,0.33,0.35,1.9,32.46,95.58,26.58,74.61,0.0,76.44,271.06,3.88,31.34,25-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Sep-2018 - 00:00,12.57,13.88,2.97,9.8,0.6,49.64,6.77,0.34,0.19,1.6,46.3,112.16,26.72,78.05,0.0,73.17,269.7,3.31,31.39,26-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Sep-2018 - 00:00,12.17,15.39,3.65,11.16,0.56,56.34,5.96,0.24,0.1,0.98,49.5,122.05,27.4,63.01,0.0,88.44,260.35,2.77,31.23,27-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Sep-2018 - 00:00,11.63,20.31,5.6,15.34,0.66,50.21,9.19,3.47,3.97,15.84,44.58,126.38,27.94,53.33,0.0,89.32,198.57,2.21,31.54,28-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Sep-2018 - 00:00,12.67,28.4,10.81,23.89,0.85,43.29,10.98,2.98,4.68,15.31,54.17,148.74,27.92,45.53,0.0,86.72,175.53,1.65,30.31,29-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Sep-2018 - 00:00,14.04,19.63,3.91,13.61,0.57,62.44,10.22,1.8,1.62,9.47,40.58,120.79,28.04,44.34,0.0,80.78,181.21,2.32,30.92,30-Sep-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Sep-2018 - 00:00,15.57,26.92,9.9,22.37,0.75,52.78,8.87,2.52,1.77,9.52,49.65,140.15,27.95,47.58,0.0,85.34,175.42,1.88,31.94,01-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-Oct-2018 - 00:00,14.74,28.09,7.49,21.04,0.7,61.13,8.59,2.41,1.79,8.91,52.71,139.33,28.43,45.05,0.0,87.56,172.3,1.54,31.21,02-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-Oct-2018 - 00:00,15.82,24.29,3.62,15.85,0.7,66.38,21.93,2.18,2.61,9.75,61.72,144.6,28.53,45.69,0.0,84.92,210.31,1.82,31.0,03-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-Oct-2018 - 00:00,16.34,27.27,4.38,18.07,0.76,60.76,28.87,2.53,1.78,11.26,72.83,183.69,28.28,49.06,0.0,57.28,212.81,2.1,30.94,04-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Oct-2018 - 00:00,17.32,26.92,4.53,18.0,0.68,64.47,6.39,2.3,2.01,8.16,59.64,121.08,27.38,55.45,0.1,47.71,167.48,2.21,31.07,05-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Oct-2018 - 00:00,13.2,19.07,3.14,12.7,0.51,70.54,5.69,1.23,0.73,4.08,42.38,78.84,27.39,53.41,0.0,85.82,159.85,2.03,31.39,06-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Oct-2018 - 00:00,16.41,38.94,11.57,30.12,0.89,47.93,11.27,3.19,4.09,16.79,63.98,144.75,28.23,44.55,0.0,77.32,193.11,1.67,31.57,07-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Oct-2018 - 00:00,14.99,30.16,6.16,21.05,0.69,62.4,32.31,2.7,2.03,11.1,71.22,173.32,28.46,41.79,0.0,80.51,217.11,1.84,31.75,08-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Oct-2018 - 00:00,15.18,33.6,4.33,21.39,0.75,57.61,30.14,2.99,5.09,18.44,66.86,185.54,28.4,37.36,0.0,75.28,224.33,2.07,31.37,09-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Oct-2018 - 00:00,14.29,31.06,5.95,21.37,0.73,63.2,13.07,2.59,2.92,13.27,50.45,139.41,28.61,35.04,0.0,79.05,180.8,2.5,31.34,10-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Oct-2018 - 00:00,16.18,33.44,6.67,23.21,0.83,60.5,14.3,3.09,6.33,20.7,60.78,172.44,28.75,32.01,0.0,80.07,155.9,2.29,31.2,11-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Oct-2018 - 00:00,13.08,21.0,4.48,14.81,0.57,71.06,8.53,1.67,0.91,5.64,45.37,157.48,28.45,32.43,0.0,71.23,70.1,2.91,31.21,12-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Oct-2018 - 00:00,12.71,20.8,4.22,14.49,0.54,68.94,7.05,1.57,0.58,4.39,52.02,174.85,27.53,38.36,0.0,77.05,81.98,3.4,30.96,13-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Oct-2018 - 00:00,11.86,28.27,4.94,19.05,0.58,65.05,6.3,1.73,0.75,5.25,46.91,158.99,27.2,38.05,0.0,76.68,87.45,2.83,30.74,14-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Oct-2018 - 00:00,11.75,30.42,9.34,23.77,0.79,76.26,6.41,2.58,1.63,8.88,46.7,145.28,27.81,33.06,0.0,75.86,147.25,1.7,31.11,15-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Oct-2018 - 00:00,16.52,27.01,3.86,17.5,0.69,79.76,10.34,3.08,2.28,11.13,55.15,165.24,28.3,34.67,0.0,76.64,220.29,1.99,30.9,16-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Oct-2018 - 00:00,14.93,35.02,4.9,22.61,0.9,72.52,40.64,3.7,5.97,19.46,80.16,239.24,28.3,33.39,0.0,72.86,246.54,2.32,30.61,17-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-Oct-2018 - 00:00,17.11,36.25,4.34,22.81,0.99,65.51,47.07,3.89,5.59,25.7,78.67,246.66,28.03,35.21,0.0,73.4,267.33,2.69,30.93,18-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Oct-2018 - 00:00,19.62,35.63,4.18,22.35,0.96,60.81,30.76,3.86,5.03,21.26,77.66,213.6,27.94,38.38,0.0,72.09,261.59,2.41,30.75,19-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Oct-2018 - 00:00,17.89,27.22,3.63,17.43,0.84,70.27,18.76,3.03,3.64,15.12,71.98,172.29,28.24,39.36,0.0,70.88,214.19,2.36,30.33,20-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Oct-2018 - 00:00,17.91,23.77,3.63,15.6,0.77,67.54,18.02,2.69,1.56,10.86,66.35,160.64,28.38,37.93,0.0,71.11,253.79,2.2,30.24,21-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Oct-2018 - 00:00,13.37,20.38,3.1,13.36,0.48,69.43,19.82,1.69,1.52,9.6,41.98,129.34,28.19,30.96,0.0,70.66,253.08,2.9,29.99,22-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Oct-2018 - 00:00,10.87,29.33,8.46,22.48,0.78,91.06,8.16,2.39,1.6,7.92,46.78,136.6,27.37,26.43,0.0,74.52,127.1,2.61,30.16,23-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Oct-2018 - 00:00,11.71,33.86,8.1,24.6,0.8,87.63,14.46,3.11,2.47,11.11,57.85,153.79,27.32,28.11,0.0,74.42,171.35,2.03,30.51,24-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Oct-2018 - 00:00,15.07,38.48,7.69,26.72,0.91,66.87,21.58,3.68,5.35,18.49,64.2,165.57,27.34,31.09,0.0,70.03,223.43,1.76,30.6,25-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Oct-2018 - 00:00,14.06,40.15,14.78,33.36,0.95,62.28,26.85,3.82,4.34,16.34,55.45,163.96,27.9,27.46,0.0,73.24,212.51,2.06,30.42,26-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Oct-2018 - 00:00,13.07,31.31,7.91,23.08,0.62,56.66,8.13,2.33,2.34,10.16,36.28,124.02,27.7,29.17,0.0,69.95,118.17,1.8,30.01,27-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Oct-2018 - 00:00,11.42,24.68,4.55,16.82,0.37,58.97,7.09,1.53,0.71,5.14,34.33,123.46,27.58,28.36,0.0,72.11,70.01,2.74,29.98,28-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Oct-2018 - 00:00,10.75,19.31,3.53,13.13,0.3,68.7,7.74,1.17,0.36,3.23,30.39,102.54,27.02,28.86,0.0,72.65,85.36,2.64,29.94,29-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Oct-2018 - 00:00,12.11,28.83,4.7,19.15,0.31,78.47,7.63,1.76,0.59,4.7,45.84,129.32,26.11,31.49,0.0,71.33,83.09,2.85,30.14,30-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Oct-2018 - 00:00,12.58,31.33,4.84,20.6,0.38,77.59,7.42,1.84,0.56,4.12,49.89,132.0,25.74,35.4,0.0,72.03,92.56,2.75,30.23,31-Oct-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
31-Oct-2018 - 00:00,17.62,28.9,4.3,18.87,0.37,68.91,5.38,1.7,0.56,4.04,44.56,118.36,25.86,46.28,0.0,71.03,94.28,3.39,30.36,01-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-Nov-2018 - 00:00,15.59,29.83,4.07,19.18,0.43,68.84,5.78,1.62,0.74,4.28,37.33,111.13,26.4,47.19,0.0,71.42,95.78,2.85,30.49,02-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-Nov-2018 - 00:00,14.57,20.5,1.58,12.17,0.35,93.72,11.14,1.93,0.61,2.99,48.64,92.55,26.89,42.64,0.0,65.17,150.41,1.94,29.99,03-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-Nov-2018 - 00:00,17.98,28.42,5.81,19.83,0.33,79.46,16.0,2.39,1.59,8.02,61.33,140.42,27.17,45.36,0.0,58.92,218.45,1.59,29.64,04-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Nov-2018 - 00:00,17.53,35.56,5.36,23.28,0.32,76.06,23.77,3.41,3.8,12.68,68.42,148.42,27.53,43.15,0.0,61.58,182.19,1.74,29.65,05-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Nov-2018 - 00:00,17.52,24.21,3.06,15.36,0.53,89.72,8.54,2.18,1.16,6.09,66.54,154.5,26.46,43.62,0.0,62.85,98.77,2.7,29.48,06-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Nov-2018 - 00:00,13.47,24.27,2.81,15.2,0.42,93.94,8.72,1.79,0.69,4.37,50.58,137.25,25.36,33.98,0.0,70.17,86.35,2.71,29.1,07-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Nov-2018 - 00:00,18.51,26.94,2.18,16.1,0.42,118.35,18.38,2.45,0.8,5.06,151.88,216.21,24.67,36.4,0.0,67.86,87.57,2.11,28.54,08-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Nov-2018 - 00:00,17.19,19.68,1.83,11.96,0.5,142.78,10.73,2.16,0.53,3.55,129.42,174.54,25.12,34.05,0.0,65.05,103.49,1.79,28.73,09-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Nov-2018 - 00:00,14.63,31.2,7.43,22.64,0.55,123.02,8.53,2.55,1.62,6.79,79.83,145.12,25.63,30.65,0.0,68.68,101.46,1.58,28.74,10-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Nov-2018 - 00:00,13.52,31.1,5.26,20.83,0.4,111.33,7.89,2.13,1.12,5.92,58.83,125.04,26.08,29.19,0.0,67.56,108.86,1.54,28.84,11-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Nov-2018 - 00:00,13.87,29.09,5.48,19.93,0.92,107.91,9.11,1.99,0.98,5.42,60.21,126.5,26.12,28.88,0.0,66.92,112.76,1.75,28.87,12-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Nov-2018 - 00:00,13.57,29.39,9.71,23.52,0.96,104.22,6.52,2.26,1.5,6.42,56.04,116.04,26.36,27.66,0.0,66.43,128.05,1.36,28.91,13-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Nov-2018 - 00:00,16.15,39.28,10.07,29.08,0.82,92.16,7.56,3.77,2.58,10.38,60.62,127.08,26.87,25.5,0.0,66.43,250.51,1.99,29.02,14-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Nov-2018 - 00:00,18.33,39.01,5.75,25.43,0.48,95.36,21.02,3.57,5.17,14.49,62.96,151.62,26.77,28.81,0.0,63.12,220.54,2.19,28.97,15-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Nov-2018 - 00:00,20.25,48.62,16.46,39.25,1.04,66.34,6.18,3.38,2.86,11.7,57.67,142.96,26.64,32.25,0.0,65.01,136.25,1.67,29.64,16-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Nov-2018 - 00:00,20.14,32.62,4.06,20.66,0.45,80.18,9.43,1.9,0.7,4.95,66.79,172.46,25.25,43.79,0.0,62.76,77.48,2.85,29.72,17-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
