from date,NO2,NH3,NO,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM2.5,PM10,AT,SR,RH,RF,WD,WS,Temp,to date,station
15-Apr-2018 - 00:00,5.27,17.16,1.5,4.02,1.06,61.36,10.74,0.21,0.45,12.55,41.01,152.26,30.24,276.29,22.3,0.0,285.12,4.42,29.13,16-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Apr-2018 - 00:00,4.63,16.41,1.6,3.76,0.69,48.37,5.42,0.18,0.13,12.1,37.51,147.67,30.71,297.9,19.77,0.0,297.19,4.15,29.07,17-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Apr-2018 - 00:00,5.37,16.82,1.26,3.87,1.48,51.62,4.57,0.18,0.44,11.31,33.94,137.83,29.95,200.47,22.42,0.01,287.61,4.61,29.1,18-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Apr-2018 - 00:00,7.91,14.9,1.58,5.48,0.88,53.96,3.49,0.12,0.13,10.55,32.16,141.91,30.38,315.57,14.26,0.0,302.14,4.69,28.89,19-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Apr-2018 - 00:00,8.28,17.38,1.08,5.27,0.91,59.59,18.5,0.23,0.38,11.46,43.95,184.31,30.45,305.34,17.17,0.0,280.1,4.43,28.85,20-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Apr-2018 - 00:00,8.72,15.12,1.07,5.52,1.3,52.36,18.4,0.2,0.48,11.71,40.41,176.41,28.94,312.11,19.62,0.0,269.11,4.83,28.86,21-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Apr-2018 - 00:00,7.08,16.8,1.1,4.66,1.06,53.3,11.35,0.2,0.38,11.53,48.08,163.36,27.57,311.27,24.0,0.0,293.54,4.31,28.97,22-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Apr-2018 - 00:00,5.13,13.08,0.88,3.45,1.04,79.49,4.84,0.24,0.39,13.15,37.67,196.41,27.98,304.14,14.5,0.0,253.36,3.79,28.88,23-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Apr-2018 - 00:00,4.53,13.27,0.88,3.12,0.88,88.58,5.31,0.53,0.4,15.62,53.74,181.58,28.9,312.84,10.04,0.0,181.4,3.41,28.84,24-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Apr-2018 - 00:00,7.63,14.56,0.87,4.78,1.27,85.51,8.08,0.37,0.43,14.13,43.85,131.7,29.89,321.54,7.5,0.0,230.06,2.84,28.59,25-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Apr-2018 - 00:00,5.97,13.04,0.88,3.9,0.74,87.18,8.98,0.17,0.45,11.46,26.29,125.38,30.76,315.67,8.67,0.0,284.35,4.54,28.59,26-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Apr-2018 - 00:00,8.22,12.98,0.99,5.18,0.7,73.75,22.0,0.17,0.26,10.95,42.81,125.33,30.42,320.27,14.48,0.0,269.03,4.07,28.59,27-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Apr-2018 - 00:00,9.47,16.83,1.03,5.87,1.01,69.44,22.33,0.32,0.5,12.26,43.97,142.12,31.96,303.26,20.97,0.0,267.92,4.48,28.85,28-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Apr-2018 - 00:00,5.39,16.42,0.9,3.6,1.14,78.58,6.94,0.09,0.03,8.91,37.76,129.3,33.08,299.41,22.53,0.0,291.95,5.43,28.88,29-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Apr-2018 - 00:00,5.82,15.41,0.97,3.88,1.19,80.18,14.98,0.16,0.15,8.55,41.76,152.22,31.87,313.17,23.03,0.0,282.3,6.94,28.96,30-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Apr-2018 - 00:00,6.22,17.06,1.16,4.25,1.26,52.21,11.76,0.13,0.29,8.71,44.89,166.39,31.19,303.82,29.23,0.0,271.52,7.09,28.97,01-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-May-2018 - 00:00,6.82,17.86,1.14,4.55,0.85,52.76,15.05,0.17,0.36,9.52,43.69,165.67,31.42,302.16,31.52,0.0,275.12,6.43,28.89,02-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-May-2018 - 00:00,6.74,15.13,1.06,4.45,1.39,53.38,12.4,0.18,0.41,10.57,40.27,149.08,32.29,308.83,27.1,0.0,277.12,5.49,28.94,03-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-May-2018 - 00:00,7.32,20.2,1.23,4.87,1.23,54.15,14.0,0.23,0.44,10.98,43.73,131.78,31.13,278.18,23.11,0.0,266.07,4.61,29.37,04-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-May-2018 - 00:00,6.89,20.18,1.57,4.92,1.44,53.35,18.85,0.26,0.56,10.96,35.1,141.17,30.38,253.61,26.26,0.0,261.56,4.46,28.53,05-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-May-2018 - 00:00,9.39,18.5,1.52,6.24,1.25,55.92,30.48,0.3,0.68,10.76,53.16,204.7,31.32,251.57,29.86,0.0,274.1,4.34,28.87,06-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-May-2018 - 00:00,4.54,13.63,1.51,3.64,3.38,69.54,14.59,0.16,0.3,8.95,37.98,166.18,32.78,245.66,22.65,0.0,287.89,5.16,28.94,07-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-May-2018 - 00:00,7.53,12.12,1.49,5.22,1.05,56.4,15.52,0.2,0.19,8.82,34.14,147.14,29.69,251.31,22.3,0.0,282.06,4.97,28.83,08-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-May-2018 - 00:00,7.88,13.53,1.61,5.5,2.04,51.7,18.05,0.24,0.35,10.08,37.19,148.93,28.68,256.05,25.07,0.0,278.44,4.82,28.66,09-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-May-2018 - 00:00,7.08,13.94,1.59,5.05,0.91,46.61,12.24,0.18,0.44,10.4,40.39,194.67,30.69,227.28,27.61,0.0,284.53,4.24,28.68,10-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-May-2018 - 00:00,4.56,12.85,1.53,3.67,1.07,49.13,3.94,0.14,0.39,8.58,35.65,171.33,33.77,238.44,21.7,0.0,293.28,4.32,28.78,11-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-May-2018 - 00:00,5.05,13.34,1.46,3.87,1.33,57.04,7.44,0.1,0.22,8.25,34.14,143.89,34.83,237.39,18.1,0.0,290.81,4.58,28.89,12-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-May-2018 - 00:00,4.85,13.77,1.5,3.8,1.31,62.56,7.44,0.13,0.09,7.16,41.34,141.04,33.22,243.47,20.81,0.0,297.85,5.66,28.83,13-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-May-2018 - 00:00,5.92,13.36,2.11,4.86,1.95,53.22,9.52,0.13,0.2,7.56,32.88,150.16,31.61,241.01,22.92,0.0,292.42,5.01,28.71,14-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-May-2018 - 00:00,5.86,15.49,1.7,4.5,1.23,48.92,12.69,0.16,0.22,8.59,39.74,173.49,31.63,237.3,25.29,0.0,287.26,4.62,28.74,15-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-May-2018 - 00:00,9.0,16.78,1.62,6.09,1.22,48.09,17.13,0.29,0.95,11.03,49.81,211.45,30.16,179.53,31.0,0.0,261.45,3.99,28.66,16-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-May-2018 - 00:00,8.56,18.05,1.7,5.94,1.44,45.14,19.51,0.21,0.41,8.86,58.88,246.24,32.08,229.7,29.09,0.0,276.74,5.19,28.6,17-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-May-2018 - 00:00,7.21,13.9,1.52,5.06,1.11,50.12,13.3,0.19,0.28,7.69,61.03,227.54,33.54,246.04,21.51,0.0,291.93,5.09,28.73,18-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-May-2018 - 00:00,7.37,13.47,1.47,5.11,1.77,51.04,14.63,0.13,0.16,6.79,63.17,259.07,33.73,250.59,18.05,0.0,280.67,5.6,28.8,19-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-May-2018 - 00:00,8.78,15.73,1.72,6.07,1.68,53.42,19.13,0.22,0.46,13.61,51.91,224.74,33.03,245.33,23.55,0.0,274.79,4.85,28.82,20-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-May-2018 - 00:00,6.72,16.46,1.45,4.74,0.56,57.63,17.98,0.22,0.46,9.94,56.71,257.18,33.34,245.02,24.95,0.0,270.45,4.47,28.75,21-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-May-2018 - 00:00,5.73,14.2,1.51,4.27,0.78,57.26,12.05,0.2,0.15,8.55,51.23,210.8,33.95,241.91,24.92,0.0,271.74,4.9,28.7,22-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-May-2018 - 00:00,5.62,13.74,1.5,4.21,0.79,64.09,8.99,0.27,0.23,8.35,50.43,199.92,33.83,239.25,24.04,0.0,282.6,4.74,28.74,23-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-May-2018 - 00:00,4.78,13.47,1.38,3.65,1.13,61.31,8.94,0.23,0.08,7.08,56.16,205.72,34.31,231.32,24.64,0.0,285.86,5.3,28.66,24-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-May-2018 - 00:00,4.97,12.34,1.49,3.84,1.28,66.26,9.49,0.17,0.17,6.42,43.49,224.79,34.4,235.8,18.0,0.0,290.42,6.72,28.69,25-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-May-2018 - 00:00,3.88,13.46,1.47,3.25,2.11,55.64,8.64,0.14,0.0,5.93,55.3,167.55,33.52,231.26,22.89,0.0,292.98,5.47,28.69,26-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-May-2018 - 00:00,4.95,12.85,1.43,3.78,1.88,57.02,10.21,0.19,0.1,7.42,38.21,142.39,33.97,243.44,23.12,0.0,281.47,4.36,28.77,27-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-May-2018 - 00:00,5.78,12.17,1.42,4.23,1.15,60.45,10.24,0.2,0.48,8.22,41.41,175.12,35.99,228.06,20.0,0.0,257.71,3.94,28.84,28-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-May-2018 - 00:00,5.14,13.71,1.38,3.85,0.99,56.97,10.27,0.18,0.13,7.48,50.89,191.66,36.34,225.25,23.06,0.0,276.25,4.84,28.69,29-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-May-2018 - 00:00,4.42,17.99,1.58,3.65,1.36,50.75,9.53,0.14,0.05,5.73,57.08,185.74,34.3,239.35,31.97,0.0,287.7,5.83,28.5,30-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-May-2018 - 00:00,5.18,22.41,1.62,4.06,1.37,42.41,7.68,0.14,0.28,6.66,34.22,140.34,31.52,246.06,42.85,0.0,275.72,5.98,28.51,31-May-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
31-May-2018 - 00:00,3.36,18.79,1.5,3.01,1.23,43.52,4.86,0.1,0.12,6.34,46.22,215.92,31.55,232.9,43.39,0.0,290.11,4.76,28.39,01-Jun-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Jun-2018 - 00:00,8.78,16.58,1.59,5.96,1.34,50.1,10.15,0.2,0.62,7.3,41.47,195.6,27.28,190.93,48.24,0.03,263.66,4.83,28.57,02-Jun-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Jun-2018 - 00:00,10.43,16.46,1.74,6.96,0.89,59.32,8.06,0.21,0.75,7.54,39.68,181.27,25.98,155.79,51.74,0.07,243.23,5.08,28.83,03-Jun-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Jun-2018 - 00:00,10.28,17.66,1.69,6.84,1.53,57.05,8.43,0.03,0.31,6.23,30.51,134.93,27.18,232.95,53.35,0.01,266.27,6.19,28.8,04-Jun-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Jun-2018 - 00:00,11.32,18.71,1.79,7.47,1.51,48.53,11.3,0.16,0.22,6.59,37.64,148.97,29.59,235.81,50.45,0.0,274.43,6.07,28.57,05-Jun-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Jun-2018 - 00:00,9.23,15.96,1.77,6.34,1.91,46.7,10.28,0.18,0.58,6.86,33.31,121.59,28.75,212.96,51.66,0.03,256.45,5.92,28.66,06-Jun-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Jun-2018 - 00:00,6.78,15.36,1.55,4.86,2.19,57.39,4.93,0.14,0.47,5.65,27.21,110.47,27.51,188.26,55.22,0.02,252.39,6.51,28.65,07-Jun-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Jun-2018 - 00:00,9.19,15.08,1.82,6.36,1.39,48.86,10.58,0.14,0.38,5.91,35.84,144.57,29.7,218.07,48.51,0.0,253.52,5.96,28.45,08-Jun-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Jun-2018 - 00:00,5.74,16.8,1.59,4.33,1.74,44.92,6.63,0.1,0.35,5.56,29.02,314.9,29.82,230.4,49.71,0.0,276.54,6.89,28.48,09-Jun-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Jun-2018 - 00:00,6.56,15.62,1.82,4.97,1.62,35.93,5.88,0.1,1.1,6.39,67.49,158.77,27.69,183.16,57.42,0.0,239.78,6.34,28.51,10-Jun-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Jun-2018 - 00:00,4.59,13.11,1.63,3.76,2.37,37.15,6.03,0.1,0.62,6.74,30.73,142.05,28.07,167.53,55.56,0.0,263.12,5.9,28.42,11-Jun-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
