from date,NO2,NH3,NO,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM2.5,PM10,AT,SR,RH,RF,WD,WS,Temp,to date,station
18-Sep-2018 - 00:00,6.61,24.47,1.5,4.74,0.35,54.05,7.3,0.12,0.71,5.21,35.75,115.59,25.14,195.55,68.54,0.0,281.18,3.96,28.56,19-Sep-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Sep-2018 - 00:00,6.68,24.76,1.56,4.82,0.34,59.46,9.05,0.15,0.41,4.92,34.55,112.02,26.99,187.76,61.72,0.0,257.35,3.38,28.46,20-Sep-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Sep-2018 - 00:00,5.49,26.52,1.59,4.21,0.4,62.21,5.47,0.22,0.37,5.13,34.05,148.12,28.6,189.79,51.54,0.0,206.82,4.12,28.36,21-Sep-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Sep-2018 - 00:00,5.54,32.16,1.52,4.17,0.45,62.82,5.46,0.3,0.12,5.54,37.82,430.41,26.02,150.9,63.74,0.09,231.25,4.62,28.31,22-Sep-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Sep-2018 - 00:00,5.19,24.96,1.94,4.33,0.33,36.65,4.76,0.14,0.24,4.49,9.89,23.3,20.6,35.2,94.52,0.92,272.33,5.7,28.19,23-Sep-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Sep-2018 - 00:00,5.96,19.61,1.51,4.4,0.26,50.79,5.77,0.05,0.89,3.53,18.19,44.44,22.72,169.95,79.74,0.01,215.42,5.66,28.27,24-Sep-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Sep-2018 - 00:00,7.16,19.8,1.83,5.31,0.28,41.7,7.4,0.07,0.27,3.89,25.97,78.66,23.82,180.32,76.91,0.04,257.38,3.88,28.35,25-Sep-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Sep-2018 - 00:00,8.43,21.89,1.54,5.72,0.35,45.25,5.89,0.14,0.3,4.91,78.39,143.94,23.72,144.29,82.28,0.0,283.43,3.43,28.51,26-Sep-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Sep-2018 - 00:00,10.33,22.03,1.62,6.8,0.43,49.52,9.25,0.28,0.93,7.93,54.85,140.34,25.42,187.27,70.27,0.0,266.24,2.68,28.46,27-Sep-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Sep-2018 - 00:00,6.43,22.66,1.45,4.59,0.38,54.92,7.27,0.23,0.81,8.65,35.06,130.6,27.7,201.81,56.12,0.0,258.12,2.88,28.49,28-Sep-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Sep-2018 - 00:00,10.26,26.62,1.55,6.72,0.55,60.06,10.61,0.53,2.09,11.17,45.88,167.44,28.97,197.49,40.76,0.0,169.26,2.24,28.34,29-Sep-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Sep-2018 - 00:00,10.59,29.55,1.59,6.93,0.4,60.68,10.21,0.17,2.34,11.61,34.31,118.76,28.55,182.97,43.66,0.0,193.58,2.64,28.52,30-Sep-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Sep-2018 - 00:00,9.61,29.41,1.47,6.31,0.45,75.82,9.27,0.3,1.65,9.75,40.7,136.93,28.26,178.21,48.06,0.0,192.95,3.01,28.35,01-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Oct-2018 - 00:00,12.18,25.98,1.56,7.75,0.48,76.53,15.28,0.24,2.23,9.48,42.43,142.78,28.7,189.35,47.89,0.0,175.76,2.63,28.35,02-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Oct-2018 - 00:00,10.68,23.91,1.46,6.85,0.48,78.94,18.8,0.27,3.07,10.01,48.67,135.55,29.53,195.12,44.73,0.0,192.58,2.47,28.29,03-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Oct-2018 - 00:00,11.63,25.08,1.85,7.69,0.53,70.24,14.08,0.3,2.29,9.41,52.54,135.17,29.84,205.04,48.73,0.0,187.43,2.23,28.43,04-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Oct-2018 - 00:00,14.55,28.99,1.8,9.2,0.73,66.2,26.01,0.56,1.93,12.75,72.72,174.02,29.45,204.93,47.19,0.0,144.47,2.3,28.56,05-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Oct-2018 - 00:00,12.78,28.32,1.72,8.21,0.58,68.2,18.86,0.47,3.22,12.56,51.83,127.45,26.86,162.33,53.47,0.01,118.43,2.68,28.4,06-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Oct-2018 - 00:00,18.38,29.05,2.14,11.53,0.57,76.3,21.86,0.34,6.0,17.87,56.82,132.68,30.02,197.78,42.88,0.0,180.3,1.05,28.33,07-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Oct-2018 - 00:00,11.47,26.41,1.55,7.35,0.46,76.59,22.46,0.21,3.83,12.55,51.62,132.95,30.1,183.76,38.03,0.0,181.28,1.57,28.25,08-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Oct-2018 - 00:00,17.12,24.21,1.84,10.6,0.53,73.61,23.69,0.3,3.15,11.6,62.4,142.15,29.82,148.14,40.32,0.0,225.29,1.05,28.32,09-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Oct-2018 - 00:00,11.36,27.33,1.49,7.26,0.45,77.81,11.9,0.28,2.47,10.75,44.22,132.98,30.29,180.74,35.83,0.0,217.98,1.53,28.26,10-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Oct-2018 - 00:00,13.61,31.33,1.52,8.48,0.49,73.87,22.04,0.31,1.65,10.3,57.73,183.86,28.98,161.2,38.98,0.0,249.59,1.16,28.47,11-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Oct-2018 - 00:00,9.07,31.98,1.64,6.15,0.48,66.81,10.42,0.43,0.73,9.12,46.36,168.92,29.23,162.69,36.24,0.0,162.18,2.8,28.27,12-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Oct-2018 - 00:00,12.43,33.6,1.65,7.96,0.53,64.14,12.63,0.51,1.07,9.86,52.88,202.49,27.8,172.46,37.92,0.0,75.45,3.97,28.16,13-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Oct-2018 - 00:00,16.15,33.07,1.75,10.02,0.6,66.75,14.08,0.58,1.62,10.19,48.43,178.76,27.03,178.71,39.39,0.0,106.18,3.07,28.34,14-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Oct-2018 - 00:00,14.37,28.48,1.69,9.02,0.56,78.29,20.36,0.34,3.02,12.65,46.68,157.27,28.57,176.99,34.01,0.0,162.78,1.35,28.52,15-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Oct-2018 - 00:00,18.77,30.09,1.71,11.37,0.6,68.32,23.83,0.37,3.72,12.51,63.17,208.77,28.2,176.34,37.59,0.0,183.88,1.52,28.47,16-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Oct-2018 - 00:00,19.0,28.56,1.63,11.41,0.54,65.53,24.44,0.3,3.25,11.02,68.83,203.84,29.14,173.23,33.62,0.0,198.36,1.54,28.45,17-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Oct-2018 - 00:00,17.88,30.65,1.75,10.92,0.52,77.1,32.27,0.28,3.16,11.1,71.7,203.15,28.6,162.47,35.34,0.0,239.64,1.23,28.57,18-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Oct-2018 - 00:00,12.97,29.02,1.44,8.07,0.43,78.31,21.94,0.18,1.33,7.43,56.31,167.91,28.37,153.94,37.98,0.0,261.99,1.43,28.56,19-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Oct-2018 - 00:00,8.63,27.93,1.4,5.73,0.45,85.14,15.3,0.24,0.72,8.68,56.27,154.53,28.86,147.48,39.68,0.0,243.99,1.69,28.2,20-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Oct-2018 - 00:00,10.26,28.31,1.4,6.58,0.46,69.01,18.13,0.19,1.37,9.22,63.82,170.19,29.25,153.57,38.51,0.0,230.53,1.21,28.25,21-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Oct-2018 - 00:00,9.95,23.87,2.02,6.92,0.4,72.31,9.67,0.21,2.28,8.18,38.34,136.34,28.8,163.93,31.03,0.0,302.23,2.72,28.66,22-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Oct-2018 - 00:00,7.81,27.04,1.55,5.42,0.4,98.56,8.69,0.26,0.56,7.02,34.99,142.89,26.99,175.95,24.75,0.0,254.94,3.46,28.58,23-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Oct-2018 - 00:00,11.52,28.69,1.56,7.39,0.52,95.19,14.9,0.4,1.73,8.31,47.08,143.21,27.28,175.74,26.14,0.0,200.84,2.3,28.76,24-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Oct-2018 - 00:00,15.33,29.74,1.69,9.52,0.54,93.4,18.7,0.34,5.0,10.12,43.53,128.52,27.73,160.02,27.01,0.0,188.78,2.2,28.44,25-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Oct-2018 - 00:00,20.05,29.69,1.88,12.19,0.53,72.86,24.45,0.41,5.63,11.21,57.8,162.38,28.33,167.09,27.25,0.0,206.2,1.22,28.68,26-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Oct-2018 - 00:00,13.81,31.98,1.65,8.68,0.53,66.36,19.22,0.5,1.69,9.57,45.31,150.62,28.34,158.56,27.75,0.0,153.41,1.54,28.63,27-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Oct-2018 - 00:00,13.65,31.48,1.65,8.6,0.6,70.97,17.69,0.67,0.55,8.43,46.69,172.91,28.21,170.06,27.19,0.0,71.0,3.29,28.81,28-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Oct-2018 - 00:00,12.51,25.1,1.64,7.99,0.38,83.24,13.46,0.37,0.85,4.72,37.64,124.33,26.75,169.99,27.67,0.0,83.0,3.05,29.04,29-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Oct-2018 - 00:00,17.68,22.58,1.6,10.71,0.49,92.46,21.71,0.47,0.84,4.77,50.95,149.81,23.91,161.56,30.79,0.0,64.66,3.3,28.91,30-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Oct-2018 - 00:00,24.93,23.05,1.82,14.74,0.65,80.76,15.38,0.77,1.09,7.9,57.03,153.99,22.88,165.83,34.56,0.0,63.39,3.36,28.75,31-Oct-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
31-Oct-2018 - 00:00,22.13,26.33,1.62,13.09,0.63,69.84,18.48,0.62,1.51,8.93,55.71,147.55,23.21,162.45,44.92,0.0,65.46,3.44,28.65,01-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Nov-2018 - 00:00,24.02,27.54,1.75,14.19,0.78,62.43,23.61,0.81,3.39,11.47,53.32,147.12,24.9,161.36,47.17,0.0,71.52,2.28,28.47,02-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Nov-2018 - 00:00,19.29,30.3,1.54,11.62,0.59,58.07,32.14,0.48,4.49,11.1,61.3,140.95,25.74,159.7,44.04,0.0,99.18,2.0,28.34,03-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Nov-2018 - 00:00,22.61,14.6,1.73,13.43,0.61,70.85,27.97,0.48,5.42,15.0,60.15,117.88,26.8,129.61,42.81,0.0,163.92,1.3,28.3,04-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Nov-2018 - 00:00,13.96,16.83,1.52,8.65,0.57,91.75,20.27,0.36,3.02,9.91,56.28,143.74,27.45,147.39,41.94,0.0,196.83,1.45,28.23,05-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Nov-2018 - 00:00,12.37,23.16,1.42,7.74,0.74,90.01,13.62,0.7,1.51,7.63,68.75,189.21,25.15,144.8,43.05,0.0,168.05,2.72,28.17,06-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Nov-2018 - 00:00,9.59,21.97,1.59,6.39,0.53,100.74,13.5,0.45,0.4,6.91,49.71,146.47,22.23,158.85,34.42,0.0,113.26,2.94,28.26,07-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Nov-2018 - 00:00,13.04,22.84,1.4,8.07,0.66,122.51,12.86,0.43,0.84,6.37,98.33,163.49,20.62,159.09,33.27,0.0,88.72,2.54,28.61,08-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Nov-2018 - 00:00,15.18,23.36,1.39,9.2,0.78,138.44,16.13,0.39,0.47,6.31,174.49,239.25,24.58,150.98,33.72,0.0,82.71,1.71,28.06,09-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Nov-2018 - 00:00,10.05,18.53,1.46,6.53,0.66,136.37,11.21,0.36,0.47,6.57,76.57,135.3,26.22,156.6,28.26,0.0,100.61,1.26,28.76,10-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Nov-2018 - 00:00,13.5,18.82,1.4,8.33,0.67,117.14,12.43,0.43,0.75,6.97,58.38,134.93,24.55,151.44,26.85,0.0,128.12,2.04,28.75,11-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Nov-2018 - 00:00,11.32,19.05,1.44,7.19,0.59,114.71,13.05,0.35,1.06,6.79,58.92,129.03,24.33,152.67,27.53,0.0,118.43,1.67,28.84,12-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Nov-2018 - 00:00,17.82,19.1,1.58,10.76,0.57,106.87,23.96,0.38,1.49,7.63,64.29,151.52,24.85,151.69,25.73,0.0,114.06,1.04,28.52,13-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Nov-2018 - 00:00,20.64,16.11,1.74,12.38,0.47,89.75,22.37,0.34,5.11,8.82,62.9,123.98,25.29,150.23,24.44,0.0,180.15,0.96,28.98,14-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Nov-2018 - 00:00,16.51,19.01,1.63,10.1,0.57,94.41,20.22,0.49,3.35,9.47,72.8,176.5,25.92,145.59,27.29,0.0,175.81,1.04,29.06,15-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Nov-2018 - 00:00,11.18,20.95,1.46,7.14,0.53,93.57,20.81,0.61,1.27,8.86,49.36,140.84,25.69,146.98,29.33,0.0,123.61,1.52,28.84,16-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Nov-2018 - 00:00,14.96,25.14,1.63,9.27,0.61,87.88,16.2,0.7,0.73,7.92,70.21,182.33,21.97,138.9,42.89,0.0,103.76,2.94,28.56,17-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Nov-2018 - 00:00,18.18,23.86,1.49,10.88,0.61,99.77,20.85,0.53,3.5,10.7,71.28,174.6,23.13,136.51,38.7,0.0,111.09,1.67,28.57,18-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Nov-2018 - 00:00,11.59,19.06,1.35,7.26,0.53,110.32,31.72,0.32,2.69,9.27,68.6,149.75,24.59,139.36,38.97,0.0,127.66,1.44,28.48,19-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Nov-2018 - 00:00,12.29,18.3,1.45,7.72,0.5,91.28,22.54,0.3,2.72,8.58,61.01,125.24,25.76,135.45,45.55,0.0,139.25,1.87,28.46,20-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Nov-2018 - 00:00,15.72,19.87,1.59,9.64,0.56,75.55,27.07,0.55,3.47,9.73,68.32,157.45,33.78,102.49,51.21,0.0,112.47,1.49,28.24,21-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Nov-2018 - 00:00,17.1,20.13,1.53,10.34,0.6,80.52,30.01,0.5,4.15,11.14,76.85,168.04,24.97,126.16,49.07,0.0,80.35,1.67,28.24,22-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Nov-2018 - 00:00,15.59,18.38,1.36,9.39,0.58,86.48,32.82,0.39,4.54,10.02,80.59,176.72,24.04,136.55,45.67,0.0,127.86,1.79,28.35,23-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Nov-2018 - 00:00,13.92,15.44,1.43,8.58,0.55,87.97,22.01,0.42,3.12,9.76,70.34,157.27,23.74,100.72,44.36,0.0,103.9,1.53,28.13,24-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Nov-2018 - 00:00,16.88,18.08,1.51,10.21,0.62,76.23,15.87,0.58,3.93,9.97,67.17,200.41,21.9,134.57,43.62,0.0,117.65,1.96,28.38,25-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Nov-2018 - 00:00,20.41,17.55,1.53,12.1,0.6,85.01,19.29,0.54,1.77,9.06,63.94,172.09,20.83,138.93,37.61,0.0,99.01,2.13,28.43,26-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Nov-2018 - 00:00,16.62,20.06,1.62,10.16,0.58,82.56,20.37,0.49,2.63,9.76,57.62,176.25,19.2,131.41,40.8,0.0,80.09,2.32,28.22,27-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Nov-2018 - 00:00,17.34,18.83,1.62,10.54,0.56,70.85,10.88,0.49,1.82,9.0,48.54,150.3,19.03,138.06,40.05,0.0,80.18,2.38,28.51,28-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Nov-2018 - 00:00,12.82,19.33,1.37,7.93,0.55,81.96,11.38,0.4,1.28,6.87,60.82,128.81,18.79,132.61,46.07,0.0,115.02,2.55,28.45,29-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Nov-2018 - 00:00,14.87,24.54,1.59,9.19,0.68,86.59,12.76,0.59,1.03,6.67,89.23,188.18,17.43,131.54,52.59,0.0,85.99,2.85,28.27,30-Nov-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Nov-2018 - 00:00,22.68,27.49,1.75,13.48,0.76,90.32,14.15,0.73,2.04,8.46,108.56,212.92,16.57,129.3,55.76,0.0,71.84,2.77,28.31,01-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Dec-2018 - 00:00,21.69,26.67,1.66,12.89,0.75,92.61,19.76,0.71,1.46,8.54,110.92,204.23,16.12,121.71,55.61,0.0,72.74,2.44,27.74,02-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Dec-2018 - 00:00,18.96,23.58,1.43,11.23,0.63,88.57,12.96,0.43,1.87,7.83,78.38,160.71,17.01,123.53,49.47,0.0,95.93,2.26,28.26,03-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Dec-2018 - 00:00,21.12,24.16,1.57,12.51,0.7,91.13,30.67,0.58,3.2,9.93,97.26,185.16,17.51,105.75,52.43,0.0,86.38,1.57,28.32,04-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Dec-2018 - 00:00,18.23,28.91,1.55,10.95,0.71,92.86,25.0,0.59,2.61,10.33,119.48,221.97,16.48,93.65,59.17,0.0,83.07,2.39,27.92,05-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Dec-2018 - 00:00,20.85,27.97,1.61,12.4,0.67,85.85,15.0,0.46,2.34,9.53,93.33,190.58,17.2,113.56,54.43,0.0,96.83,2.72,27.65,06-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Dec-2018 - 00:00,16.41,27.54,1.53,9.97,0.66,93.87,22.55,0.53,2.49,8.84,98.44,186.2,18.43,116.65,53.81,0.0,109.93,2.2,27.92,07-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Dec-2018 - 00:00,17.37,24.81,1.69,10.6,0.63,80.95,13.62,0.48,2.03,9.23,86.01,171.05,16.76,122.98,54.06,0.0,73.09,3.37,27.91,08-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Dec-2018 - 00:00,15.82,26.27,1.63,9.73,0.62,75.78,17.34,0.58,2.86,9.13,82.15,162.71,17.58,113.62,54.5,0.0,100.73,3.48,28.37,09-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Dec-2018 - 00:00,14.75,23.77,1.59,9.13,0.61,73.89,10.12,0.53,0.57,6.53,78.71,154.29,16.02,116.61,59.0,0.0,90.61,3.45,28.05,10-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Dec-2018 - 00:00,13.55,20.66,1.57,8.47,0.52,81.34,12.58,0.46,0.72,6.25,66.98,152.67,15.38,120.16,50.31,0.0,125.12,3.09,29.23,11-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Dec-2018 - 00:00,16.69,21.06,1.53,10.11,0.54,91.12,21.84,0.53,1.32,7.8,65.66,149.06,15.79,128.5,42.42,0.0,96.41,2.41,29.91,12-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Dec-2018 - 00:00,10.91,18.38,1.44,6.97,0.44,86.98,19.3,0.38,1.46,7.41,55.05,128.55,16.1,122.31,45.7,0.0,167.16,3.03,30.47,13-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Dec-2018 - 00:00,13.22,24.23,1.57,8.3,0.54,82.02,10.49,0.63,1.43,6.74,73.08,159.52,12.78,123.57,57.08,0.0,115.05,3.55,30.31,14-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Dec-2018 - 00:00,11.74,25.21,1.62,7.56,0.53,86.43,6.26,0.47,0.23,5.37,87.28,147.59,9.21,120.4,66.53,0.0,49.42,5.24,29.78,15-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Dec-2018 - 00:00,19.78,22.08,1.64,11.86,0.61,75.23,13.91,0.58,0.47,6.11,95.14,162.05,9.16,126.08,62.03,0.0,55.0,4.84,29.73,16-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Dec-2018 - 00:00,17.44,19.1,1.63,10.59,0.51,74.98,6.7,0.47,0.39,5.11,75.22,127.75,8.3,129.62,58.29,0.0,56.32,4.68,29.69,17-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Dec-2018 - 00:00,15.42,18.81,1.54,9.43,0.48,82.88,9.09,0.46,0.29,4.51,70.05,131.18,10.14,128.61,53.12,0.0,67.19,4.44,29.43,18-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Dec-2018 - 00:00,23.54,24.56,1.84,14.01,0.7,80.08,12.99,0.72,0.56,6.13,109.12,195.15,11.88,129.23,55.09,0.0,73.83,3.26,29.62,19-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Dec-2018 - 00:00,27.82,22.89,1.76,16.22,0.75,81.08,21.66,0.72,1.48,8.42,110.02,176.84,13.54,128.65,49.18,0.0,95.26,3.09,29.48,20-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Dec-2018 - 00:00,24.11,18.67,2.16,14.58,0.63,73.49,22.1,0.65,1.71,7.19,76.02,145.98,15.92,132.81,46.46,0.0,87.22,2.87,29.59,21-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Dec-2018 - 00:00,18.04,18.38,1.58,10.87,0.52,81.44,16.9,0.54,2.05,7.87,56.58,129.08,17.61,129.97,39.72,0.0,109.38,2.0,29.73,22-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Dec-2018 - 00:00,18.13,17.37,1.59,10.92,0.48,78.17,22.67,0.46,3.74,8.0,54.43,121.11,18.61,129.26,39.02,0.0,123.78,1.73,29.52,23-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Dec-2018 - 00:00,13.79,14.52,1.5,8.55,0.41,88.89,21.81,0.28,2.4,6.25,49.53,105.45,19.85,129.93,37.2,0.0,139.21,2.28,29.73,24-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Dec-2018 - 00:00,13.05,13.34,1.48,8.15,0.44,95.99,25.81,0.31,2.08,6.99,54.4,112.6,20.59,123.57,37.79,0.0,121.4,2.04,29.73,25-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Dec-2018 - 00:00,12.17,15.04,1.38,7.6,0.52,93.66,17.98,0.45,2.24,7.47,62.62,128.66,21.15,117.02,42.94,0.0,113.6,2.16,29.83,26-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Dec-2018 - 00:00,16.62,15.75,1.75,10.27,0.49,83.51,18.96,0.44,2.1,9.15,69.5,156.61,17.71,126.96,43.88,0.0,228.62,2.57,29.98,27-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Dec-2018 - 00:00,9.8,17.83,1.6,6.52,0.47,76.65,10.17,0.53,0.23,4.78,64.8,141.97,12.82,124.29,46.11,0.0,140.09,2.63,29.84,28-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Dec-2018 - 00:00,28.27,16.97,2.3,16.9,0.69,54.94,22.33,0.78,1.62,8.11,72.93,164.97,11.97,132.86,33.31,0.0,68.46,1.95,29.22,29-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Dec-2018 - 00:00,18.95,13.56,1.72,11.47,0.53,60.77,7.3,0.53,2.12,8.26,55.73,121.35,12.04,132.66,30.83,0.0,80.22,2.53,28.53,30-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Dec-2018 - 00:00,14.94,12.39,1.36,9.05,0.45,75.08,21.68,0.35,3.09,6.55,52.8,110.05,14.02,128.7,30.05,0.0,88.72,3.45,28.58,31-Dec-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
