from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
06-May-2018 - 00:00,,,,,,133.9,71.4,,,,,,,1.05,12.1,,22.41,,,8.01,07-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
07-May-2018 - 00:00,2.25,1.44,4.31,1.92,758.4,175.44,72.11,0.0,14.79,463.58,34.31,228.21,2.67,1.06,13.59,15.54,20.65,41.57,37.95,13.9,08-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
08-May-2018 - 00:00,0.89,0.48,1.48,0.71,758.4,279.47,54.55,0.0,29.92,174.47,34.87,243.88,2.89,1.19,32.42,10.55,34.82,20.88,42.02,14.09,09-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
09-May-2018 - 00:00,1.79,0.95,3.21,,758.4,149.47,61.21,0.0,19.7,348.29,37.81,226.38,1.87,1.53,13.92,13.16,30.52,34.49,48.24,8.67,10-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
10-May-2018 - 00:00,,,,,,117.66,47.82,,,,,,,1.37,13.31,,26.93,,,12.35,11-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
11-May-2018 - 00:00,,,,,,95.88,58.71,,,,,,,1.39,13.07,,26.46,,,14.85,12-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
12-May-2018 - 00:00,,,,,,152.6,90.41,,,,,,,1.18,11.1,,,,,,13-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
13-May-2018 - 00:00,,,,,,229.94,94.88,,,,,,,0.45,15.96,,21.9,,,11.66,14-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
14-May-2018 - 00:00,,,,,,231.33,77.68,,,,,,,1.14,12.34,,30.4,,,12.42,15-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-May-2018 - 00:00,2.87,1.48,4.36,2.01,758.4,225.77,78.05,0.0,18.67,271.92,36.05,263.55,3.26,1.31,14.86,16.74,36.65,52.67,23.1,14.34,16-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-May-2018 - 00:00,1.92,1.18,3.34,1.35,758.4,278.73,70.77,0.0,20.71,286.26,35.72,272.61,2.75,1.6,14.85,13.83,22.89,39.52,40.21,13.8,17-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-May-2018 - 00:00,1.64,1.01,2.99,1.43,758.39,207.3,69.2,0.0,24.35,313.56,35.21,239.68,2.3,0.91,16.35,14.08,28.7,40.52,32.46,6.66,18-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-May-2018 - 00:00,1.29,0.76,2.43,1.13,758.38,249.57,68.01,0.0,20.53,296.05,34.85,279.54,2.75,0.89,14.3,12.22,26.8,34.7,38.6,13.0,19-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-May-2018 - 00:00,1.41,0.8,2.52,1.18,758.37,248.53,84.51,0.0,19.21,298.99,34.92,268.09,2.25,1.32,13.99,11.72,26.8,36.65,47.78,16.04,20-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-May-2018 - 00:00,1.36,0.69,2.2,1.04,758.37,247.95,85.28,0.0,21.05,286.86,35.0,213.75,2.17,0.81,13.63,11.38,29.47,39.4,57.89,4.88,21-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
21-May-2018 - 00:00,1.8,1.03,3.22,1.72,758.35,167.8,68.45,0.0,19.48,300.07,35.29,207.84,2.33,1.47,12.2,15.05,30.02,43.6,50.74,18.55,22-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-May-2018 - 00:00,1.71,1.11,3.14,1.47,758.3,118.68,53.26,0.0,19.81,300.68,35.64,264.25,2.26,1.25,14.06,13.76,27.87,39.66,53.93,15.84,23-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
23-May-2018 - 00:00,1.65,0.86,2.75,1.27,758.32,191.57,123.75,0.0,13.92,286.81,35.8,303.49,2.59,0.89,14.03,9.82,29.23,37.4,73.66,10.19,24-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-May-2018 - 00:00,1.41,0.8,2.48,1.14,758.3,97.12,41.52,0.0,6.04,290.96,35.88,309.78,2.71,1.22,14.28,10.36,21.98,31.33,62.71,14.69,25-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-May-2018 - 00:00,1.46,0.82,2.68,1.24,758.27,95.75,32.57,0.0,13.65,299.62,35.1,273.83,2.43,0.99,13.85,9.66,18.88,27.69,51.11,9.8,26-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-May-2018 - 00:00,1.62,0.85,2.64,1.23,758.25,113.08,37.43,0.0,14.21,304.01,35.46,271.65,2.19,1.01,21.11,11.1,32.31,41.03,44.8,11.34,27-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-May-2018 - 00:00,1.43,0.71,2.18,1.02,758.23,113.69,43.36,0.0,12.72,289.37,37.02,225.86,1.95,1.09,12.96,11.87,28.47,38.74,49.41,14.15,28-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-May-2018 - 00:00,1.87,0.99,3.2,1.5,757.07,115.22,39.39,0.0,15.6,294.03,36.94,247.38,2.32,1.11,13.68,10.16,24.27,30.74,43.74,11.81,29-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-May-2018 - 00:00,1.58,0.95,2.96,1.39,756.82,96.83,29.64,0.0,24.96,306.62,35.7,249.06,2.59,1.12,6.41,7.48,16.54,23.25,37.49,17.23,30-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-May-2018 - 00:00,1.41,0.78,2.55,1.18,756.98,145.97,70.73,0.0,39.21,311.95,33.15,230.76,2.61,1.19,10.97,7.37,17.18,23.67,31.06,21.18,31-May-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
31-May-2018 - 00:00,1.84,1.09,3.38,1.61,756.54,133.99,46.21,0.0,44.21,313.53,32.09,208.91,2.14,1.34,9.71,8.68,19.77,27.51,27.64,20.17,01-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
01-Jun-2018 - 00:00,1.77,1.15,3.28,1.58,756.36,117.51,45.28,0.0,39.5,280.72,32.85,237.79,2.2,0.99,16.7,8.3,29.11,28.21,32.46,17.86,02-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
02-Jun-2018 - 00:00,1.54,0.91,2.91,1.35,756.51,117.09,38.58,0.0,34.79,311.67,34.27,263.25,2.22,1.31,11.72,9.43,24.86,33.1,41.41,21.87,03-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
03-Jun-2018 - 00:00,1.09,0.54,1.8,0.83,756.49,62.32,48.54,0.0,29.04,314.18,33.96,272.46,2.76,1.05,11.52,9.08,19.75,27.86,46.54,19.65,04-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
04-Jun-2018 - 00:00,1.52,0.9,2.88,1.33,756.49,57.14,38.63,0.0,24.89,320.34,34.93,285.18,2.95,1.11,9.76,10.76,22.51,32.15,46.94,21.08,05-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
05-Jun-2018 - 00:00,1.51,0.93,2.82,1.31,757.12,74.08,45.83,0.0,27.99,313.97,35.21,296.91,2.44,1.09,14.31,11.96,25.69,37.56,39.36,18.91,06-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
06-Jun-2018 - 00:00,1.43,0.84,2.71,1.25,757.45,89.12,42.18,0.0,23.07,306.64,35.67,295.16,2.41,0.94,15.83,14.47,22.3,36.75,44.01,18.48,07-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
07-Jun-2018 - 00:00,1.43,0.85,2.67,1.24,757.47,97.03,37.6,0.0,27.83,310.49,35.11,278.85,2.71,1.21,15.94,14.05,19.82,33.84,44.02,21.21,08-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
08-Jun-2018 - 00:00,1.33,0.78,2.33,1.15,756.64,157.72,44.24,0.0,43.46,328.61,33.11,258.33,2.85,0.92,17.0,13.88,26.07,39.89,25.84,12.03,09-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
09-Jun-2018 - 00:00,1.32,0.74,2.36,1.11,756.03,102.44,57.75,0.0,47.58,325.98,32.34,251.52,2.65,0.69,14.78,15.64,31.67,45.93,21.43,4.49,10-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
10-Jun-2018 - 00:00,1.1,0.55,1.77,0.82,756.03,106.57,53.25,0.0,50.25,306.39,32.44,245.05,2.58,0.63,14.86,9.62,21.86,31.45,21.78,4.18,11-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
11-Jun-2018 - 00:00,1.36,0.75,2.47,1.15,756.01,123.71,58.55,0.0,48.57,304.91,32.34,267.77,3.09,0.64,13.88,9.13,23.16,31.73,29.0,7.81,12-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
12-Jun-2018 - 00:00,1.42,0.83,2.7,1.25,756.06,192.6,63.08,0.0,52.48,315.88,31.26,247.69,3.08,0.68,18.59,10.66,19.29,29.87,23.82,13.39,13-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
13-Jun-2018 - 00:00,1.34,0.79,2.51,1.17,756.04,179.72,64.48,0.0,48.57,316.04,30.96,241.51,3.08,0.68,18.27,10.02,19.11,28.98,29.22,12.23,14-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
14-Jun-2018 - 00:00,1.25,0.74,2.34,1.08,756.03,219.88,67.41,0.0,45.26,311.15,30.35,245.04,3.15,0.65,15.84,11.05,17.61,28.54,31.49,9.92,15-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-Jun-2018 - 00:00,1.39,0.81,2.59,1.22,756.03,115.51,46.7,0.0,48.99,316.99,30.34,235.62,2.92,0.7,16.04,15.42,26.23,41.02,27.1,10.68,16-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-Jun-2018 - 00:00,1.3,0.74,2.38,1.12,756.03,104.35,45.41,0.0,48.6,315.02,30.3,234.58,2.83,0.75,15.78,16.2,29.06,44.47,27.41,9.88,17-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-Jun-2018 - 00:00,1.12,0.58,1.86,0.87,756.03,83.46,42.45,0.0,51.63,298.11,30.28,236.43,2.68,0.64,15.19,15.0,26.32,41.14,24.19,9.78,18-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-Jun-2018 - 00:00,1.5,0.9,2.88,1.35,756.03,105.49,42.53,0.0,50.02,303.86,31.26,251.03,2.4,0.76,14.57,16.55,30.58,47.1,22.17,8.37,19-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-Jun-2018 - 00:00,1.86,1.44,3.18,1.85,756.01,97.12,51.56,0.0,48.89,245.5,32.16,237.29,2.44,0.89,15.36,18.74,39.04,57.0,21.84,4.78,20-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-Jun-2018 - 00:00,1.02,0.62,2.24,1.02,756.81,98.55,53.3,0.0,40.9,234.89,32.3,197.72,2.11,0.85,38.85,17.45,39.86,57.22,32.34,10.16,21-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
21-Jun-2018 - 00:00,1.67,1.15,3.48,1.68,757.27,110.24,71.38,0.0,44.21,237.18,32.04,238.03,2.1,1.36,38.58,21.22,52.44,71.58,27.44,20.38,22-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-Jun-2018 - 00:00,1.4,1.01,3.35,1.55,755.57,93.7,51.27,0.0,55.82,227.31,29.75,229.16,2.41,1.22,23.9,18.87,45.24,63.9,43.57,18.67,23-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
23-Jun-2018 - 00:00,1.08,0.61,2.19,1.0,757.2,83.24,50.87,0.0,58.19,242.38,30.13,226.44,2.34,0.87,26.68,13.4,40.78,54.01,39.04,20.33,24-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-Jun-2018 - 00:00,0.59,0.24,0.92,0.45,759.2,69.46,44.44,0.0,67.88,203.9,28.69,236.17,2.52,0.8,24.08,14.14,37.27,50.73,27.75,18.54,25-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-Jun-2018 - 00:00,1.06,3.09,4.82,3.23,756.96,68.67,36.26,0.0,70.83,237.31,27.83,241.53,2.35,0.87,48.53,14.35,51.19,48.86,30.96,17.81,26-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-Jun-2018 - 00:00,1.5,2.93,2.71,3.41,749.71,75.03,35.91,0.0,81.19,187.45,25.85,237.3,2.38,1.16,45.87,12.51,19.46,31.93,21.75,14.94,27-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-Jun-2018 - 00:00,0.68,3.16,3.21,3.49,750.77,79.39,35.53,0.0,83.95,207.53,24.97,237.83,2.12,1.02,40.09,13.69,25.35,37.28,22.84,15.79,28-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-Jun-2018 - 00:00,0.9,2.85,3.28,3.69,751.07,84.26,71.24,0.0,82.27,169.0,26.09,236.06,1.9,1.14,36.84,18.78,24.22,42.49,21.6,14.31,29-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-Jun-2018 - 00:00,1.28,2.98,3.04,3.68,751.51,100.05,37.06,0.0,82.17,229.32,25.73,224.57,1.72,1.1,34.81,19.71,26.34,46.04,21.09,14.92,30-Jun-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-Jun-2018 - 00:00,1.1,2.65,3.45,3.36,751.19,137.96,51.62,0.0,73.77,180.08,26.98,238.34,1.74,0.91,27.92,19.47,25.39,44.81,26.41,15.27,01-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
01-Jul-2018 - 00:00,1.08,1.72,3.37,3.31,751.85,114.82,35.44,0.0,64.45,259.25,28.62,256.4,1.87,0.72,29.18,15.53,23.48,38.14,32.87,14.73,02-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
02-Jul-2018 - 00:00,1.1,1.8,2.77,2.27,751.64,97.82,35.6,0.0,66.05,234.91,28.58,235.91,2.26,0.97,25.37,19.36,23.93,43.27,31.33,14.91,03-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
03-Jul-2018 - 00:00,2.43,2.16,2.94,1.99,751.47,74.78,35.76,0.0,74.64,223.51,27.59,212.22,3.03,0.86,23.95,17.46,23.06,40.55,27.17,12.36,04-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
04-Jul-2018 - 00:00,1.69,0.88,2.64,1.3,751.24,102.7,37.73,0.0,80.39,181.86,26.13,196.09,2.82,0.99,21.78,18.39,21.26,39.65,23.16,9.82,05-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
05-Jul-2018 - 00:00,1.54,0.78,2.32,1.04,751.74,180.0,36.98,0.66,66.56,281.57,28.46,249.36,2.62,0.67,27.46,19.28,25.22,43.25,27.13,10.24,06-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
06-Jul-2018 - 00:00,1.02,0.74,2.09,0.92,751.33,193.85,42.34,0.0,65.48,284.79,28.69,273.56,2.81,0.85,30.44,15.77,23.12,38.88,46.33,10.2,07-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
07-Jul-2018 - 00:00,0.77,0.8,1.26,0.88,751.84,161.9,51.28,0.0,70.55,282.06,27.97,266.9,2.49,0.91,29.82,19.28,20.04,39.24,29.69,10.07,08-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
08-Jul-2018 - 00:00,1.01,1.21,1.53,1.24,751.88,153.6,52.38,0.0,77.4,290.64,27.9,263.67,2.17,0.99,31.26,22.65,18.46,38.8,36.19,10.16,09-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
09-Jul-2018 - 00:00,1.15,1.52,2.05,2.26,751.94,161.22,51.33,0.0,67.09,310.96,29.57,264.69,2.34,0.92,28.33,20.22,20.26,40.1,38.66,10.08,10-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
10-Jul-2018 - 00:00,1.75,1.68,3.68,2.64,751.78,69.33,40.81,0.0,82.27,309.28,27.35,247.07,2.26,0.9,27.65,18.5,18.31,36.63,43.18,10.35,11-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
11-Jul-2018 - 00:00,0.91,0.59,1.91,0.9,751.95,138.77,34.3,0.0,80.68,318.64,27.01,266.81,2.59,0.6,27.56,18.77,15.95,28.37,36.64,10.05,12-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
12-Jul-2018 - 00:00,1.4,1.01,3.13,1.52,751.09,145.71,47.24,0.0,77.74,227.46,27.02,244.87,2.48,0.93,25.84,22.79,15.9,38.7,33.97,10.01,13-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
13-Jul-2018 - 00:00,1.62,1.14,3.41,1.74,751.26,102.29,53.44,0.0,85.83,222.77,25.99,233.06,2.05,1.07,25.39,21.94,20.2,42.11,36.39,9.8,14-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
14-Jul-2018 - 00:00,1.33,0.87,2.95,1.43,751.51,102.46,42.78,0.0,87.78,207.82,26.16,239.7,2.36,0.95,24.18,25.47,18.42,43.41,34.01,7.97,15-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-Jul-2018 - 00:00,1.05,0.57,2.14,1.01,751.19,43.51,34.47,0.0,96.53,166.21,24.86,245.66,1.98,0.8,25.54,22.33,15.82,37.23,28.01,8.02,16-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-Jul-2018 - 00:00,1.89,1.24,4.02,1.98,752.19,88.28,46.11,0.0,88.15,289.32,26.75,190.36,1.96,1.13,23.59,27.34,18.3,45.11,28.5,8.62,17-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-Jul-2018 - 00:00,1.28,1.12,3.68,1.97,751.92,105.99,45.62,0.0,87.59,296.02,27.06,182.68,2.52,1.03,23.05,27.28,22.53,49.88,32.48,7.51,18-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-Jul-2018 - 00:00,1.79,1.46,2.62,1.83,751.92,60.58,28.32,0.0,84.17,272.32,26.74,180.05,2.47,0.8,25.25,23.24,17.54,40.05,35.0,5.12,19-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-Jul-2018 - 00:00,1.36,1.01,3.12,1.53,751.3,46.64,31.76,0.21,88.4,198.39,25.86,249.12,2.24,0.85,21.97,23.09,15.15,38.21,24.67,5.98,20-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-Jul-2018 - 00:00,1.07,0.71,2.51,1.19,751.24,64.7,27.48,0.05,89.24,191.0,25.48,290.62,2.36,0.75,16.51,20.84,16.25,36.31,19.88,6.48,21-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
21-Jul-2018 - 00:00,1.34,0.89,3.04,1.46,751.45,103.75,31.25,0.0,87.34,216.85,25.78,229.96,2.12,0.85,14.07,29.17,15.29,44.07,13.73,6.51,22-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-Jul-2018 - 00:00,0.57,0.28,1.32,0.55,751.84,134.48,34.24,0.0,79.65,261.82,26.36,264.62,2.58,0.53,17.13,17.68,13.9,31.51,30.96,6.16,23-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
23-Jul-2018 - 00:00,1.1,0.74,2.46,1.16,750.91,113.4,36.64,0.0,80.06,149.79,25.39,271.92,2.43,0.67,16.6,31.86,17.05,41.31,23.58,6.23,24-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-Jul-2018 - 00:00,1.21,0.76,2.64,1.24,751.17,98.5,37.66,0.0,83.35,180.01,25.73,255.1,2.37,0.79,21.52,12.93,12.53,24.5,20.6,7.55,25-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-Jul-2018 - 00:00,1.11,0.72,2.52,1.18,751.41,122.1,39.02,0.0,81.08,193.74,25.72,258.56,2.5,0.76,16.28,10.29,11.46,20.93,30.65,8.2,26-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-Jul-2018 - 00:00,1.09,0.76,2.53,1.18,751.19,154.1,54.87,0.0,75.99,182.25,25.55,238.49,2.43,0.75,11.53,8.39,20.88,27.76,38.37,7.86,27-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-Jul-2018 - 00:00,1.24,0.88,2.8,1.33,750.93,99.06,33.75,0.0,83.51,152.27,24.54,223.57,2.29,0.86,11.44,11.96,12.99,24.17,28.91,7.93,28-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-Jul-2018 - 00:00,1.23,0.78,2.64,1.22,751.88,89.64,44.44,0.0,75.23,268.99,26.26,218.92,2.46,0.68,17.81,6.72,14.08,19.8,36.07,7.31,29-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-Jul-2018 - 00:00,0.83,0.44,1.66,0.73,751.62,101.16,49.03,0.0,73.67,236.96,26.06,227.64,2.5,0.53,22.62,6.44,11.9,16.38,34.44,7.29,30-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-Jul-2018 - 00:00,1.09,0.74,2.28,1.04,751.8,149.69,42.3,0.0,72.22,229.18,26.58,232.03,2.36,0.76,23.34,9.25,20.58,28.29,25.51,5.94,31-Jul-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
31-Jul-2018 - 00:00,0.12,0.04,0.27,0.37,754.77,185.12,42.77,0.0,69.01,300.82,26.88,233.86,2.7,0.55,28.74,8.71,18.0,21.84,33.77,5.78,01-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
01-Aug-2018 - 00:00,1.14,15.04,1.94,0.14,751.86,181.44,37.81,0.0,66.39,290.41,27.2,240.52,2.6,0.58,27.24,12.64,25.16,29.16,35.13,7.16,02-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
02-Aug-2018 - 00:00,0.77,3.71,0.6,0.8,751.58,126.5,50.66,0.0,67.06,228.65,26.89,245.7,2.67,0.63,34.04,12.85,24.47,34.36,33.66,7.73,03-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
03-Aug-2018 - 00:00,3.02,4.09,2.9,4.54,751.68,75.02,40.67,0.0,64.86,237.92,27.11,254.5,2.67,0.62,34.47,10.33,25.13,31.53,31.94,10.87,04-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
04-Aug-2018 - 00:00,1.46,2.76,1.28,2.1,751.9,80.25,40.42,0.0,64.45,264.8,27.22,251.12,2.57,0.64,31.87,19.61,26.3,39.43,28.44,10.9,05-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
05-Aug-2018 - 00:00,1.14,1.41,0.43,0.31,751.51,75.16,36.59,0.0,67.57,216.22,26.42,247.59,2.6,0.47,37.24,12.49,21.22,29.94,33.89,6.32,06-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
06-Aug-2018 - 00:00,1.65,90.96,0.73,1.18,751.24,102.38,35.5,0.0,72.1,188.18,25.84,229.86,2.52,0.78,39.17,19.73,29.33,42.13,27.58,10.1,07-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
07-Aug-2018 - 00:00,1.6,1.44,1.11,1.85,751.72,69.53,36.98,0.0,73.76,209.81,25.67,224.92,2.33,0.99,34.65,24.43,30.76,52.6,23.69,11.06,08-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
08-Aug-2018 - 00:00,1.57,0.59,2.73,2.75,751.3,66.53,30.63,0.0,85.3,154.15,24.87,231.45,2.19,0.7,23.8,26.56,32.85,50.9,18.56,13.77,09-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
09-Aug-2018 - 00:00,1.49,1.93,1.46,2.32,751.79,62.08,36.25,0.0,89.19,219.26,24.96,242.61,1.93,0.96,40.1,36.77,32.85,62.45,8.63,13.62,10-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
10-Aug-2018 - 00:00,0.83,3.25,0.34,1.56,751.97,105.49,54.26,0.0,74.94,329.85,27.06,278.08,2.56,0.7,67.05,35.74,24.35,60.1,23.97,9.32,11-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
11-Aug-2018 - 00:00,0.67,2.92,0.28,1.27,751.8,103.76,53.25,0.0,70.19,312.84,26.88,256.16,2.7,0.72,54.77,19.82,19.6,39.37,23.39,8.24,12-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
12-Aug-2018 - 00:00,0.51,2.6,0.16,0.89,751.13,71.23,26.26,0.0,77.43,232.12,25.44,237.43,2.36,0.6,52.21,18.18,17.6,35.34,20.56,8.6,13-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
13-Aug-2018 - 00:00,1.12,3.0,0.78,2.06,751.69,95.46,41.49,0.0,75.99,298.4,26.37,212.63,2.61,0.81,47.62,17.8,17.0,34.47,20.63,8.55,14-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
14-Aug-2018 - 00:00,1.47,0.82,0.84,2.82,751.78,153.67,54.51,0.0,72.81,310.27,27.03,238.33,2.24,0.66,47.09,16.3,15.55,31.91,20.46,10.24,15-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-Aug-2018 - 00:00,0.96,0.85,0.42,1.68,751.8,144.18,81.05,0.0,69.58,283.4,27.74,267.41,2.22,0.57,52.53,15.27,14.66,29.93,24.32,11.33,16-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-Aug-2018 - 00:00,1.0,2.15,0.45,1.72,751.54,96.36,35.76,0.0,74.14,226.76,27.47,312.39,2.7,0.49,36.77,11.86,13.37,23.76,33.33,9.46,17-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-Aug-2018 - 00:00,1.49,4.26,0.77,2.52,750.98,40.21,15.4,0.0,86.38,158.35,25.95,215.06,2.08,0.78,15.84,10.85,13.06,23.04,23.61,8.53,18-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-Aug-2018 - 00:00,1.62,4.44,0.85,2.8,751.81,52.91,22.6,0.0,86.76,257.42,26.04,256.47,2.17,0.78,18.51,11.31,12.39,23.69,12.98,7.66,19-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-Aug-2018 - 00:00,1.15,2.91,0.56,1.83,751.88,56.13,19.15,0.0,85.84,267.24,26.04,258.7,2.15,0.68,16.14,10.92,11.18,22.09,16.07,7.9,20-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-Aug-2018 - 00:00,1.78,2.55,0.99,3.05,751.04,62.28,27.76,0.0,86.74,163.17,25.59,287.18,2.47,0.87,16.42,11.85,11.67,23.51,13.46,7.47,21-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
