from date,PM2.5,BP,Temp,SR,RH,RF,WS,WD,PM10,VWS,SO2,NO,NOx,NO2,CO,Benzene,Toluene,MP-Xylene,Xylene,Eth-Benzene,Ozone,to date,station
07-Dec-2018 - 00:00,54.4,765.41,27.74,75.81,55.42,0.0,0.09,118.64,166.01,0.52,19.74,45.06,88.45,43.38,2.07,1.73,,,,,44.61,08-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
08-Dec-2018 - 00:00,64.7,766.24,27.33,79.72,57.18,0.0,0.09,104.47,196.42,0.61,23.17,45.99,92.79,46.8,2.34,1.73,,,,,50.71,09-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
09-Dec-2018 - 00:00,55.13,766.07,26.39,80.91,56.91,0.0,0.09,70.22,164.37,0.53,22.01,28.04,71.51,43.46,2.09,1.98,,,,,50.07,10-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
10-Dec-2018 - 00:00,52.01,766.44,25.98,78.91,55.11,0.0,0.07,147.77,153.28,0.47,17.99,21.34,67.64,46.32,1.81,1.36,,,,,49.18,11-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
11-Dec-2018 - 00:00,49.57,766.92,25.68,80.69,54.73,0.0,0.11,141.86,152.66,0.53,18.92,28.44,93.13,64.72,1.91,1.28,,,,,42.8,12-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
12-Dec-2018 - 00:00,38.85,767.49,26.25,77.65,65.52,0.0,0.15,145.35,123.18,0.61,20.31,33.17,90.98,58.05,1.82,1.31,,,,,40.99,13-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
13-Dec-2018 - 00:00,50.89,768.14,26.28,78.7,54.31,0.0,0.11,126.24,140.3,0.55,21.7,27.77,87.61,60.42,1.79,1.43,,,,,45.55,14-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
14-Dec-2018 - 00:00,61.32,767.78,27.94,71.64,40.34,0.0,0.46,141.6,149.94,0.54,26.27,48.54,98.79,50.3,1.84,1.08,,,,,35.68,15-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
15-Dec-2018 - 00:00,58.03,767.71,28.41,65.02,41.06,0.0,0.57,150.73,160.5,0.52,30.36,40.74,84.21,43.58,1.87,1.02,,,,,39.03,16-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
16-Dec-2018 - 00:00,56.36,768.06,27.44,79.59,46.15,0.0,0.28,124.85,154.22,0.69,32.33,29.02,65.65,36.67,1.78,0.91,,,,,43.93,17-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
17-Dec-2018 - 00:00,50.71,767.73,25.68,66.9,45.6,0.0,0.28,112.17,137.37,0.58,23.67,37.29,70.92,37.66,1.71,1.02,,,,,43.81,18-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
18-Dec-2018 - 00:00,64.93,768.07,26.08,68.59,50.95,0.0,0.1,138.57,165.9,0.45,21.63,50.27,102.79,54.08,1.9,0.96,,,,,53.17,19-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
19-Dec-2018 - 00:00,65.55,768.44,25.31,74.69,51.34,0.0,0.22,128.57,138.62,0.52,20.43,45.53,148.76,103.28,1.94,1.44,,,,,49.54,20-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
20-Dec-2018 - 00:00,49.4,768.15,25.37,73.42,51.66,0.0,0.14,123.32,127.63,0.57,19.19,34.63,104.07,69.88,1.74,1.17,,,,,42.61,21-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
21-Dec-2018 - 00:00,54.21,767.34,25.97,69.14,57.53,0.0,0.11,106.71,149.8,0.61,17.9,38.92,105.48,66.76,1.95,1.7,,,,,48.52,22-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
22-Dec-2018 - 00:00,75.84,766.93,26.08,69.29,58.42,0.0,0.13,64.4,181.12,0.57,19.31,81.85,155.13,73.28,2.59,2.5,,,,,54.31,23-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
23-Dec-2018 - 00:00,93.42,767.15,26.66,66.71,55.66,0.0,0.11,73.2,192.7,0.61,21.26,83.9,146.6,62.69,2.63,1.91,,,,,53.3,24-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
24-Dec-2018 - 00:00,97.05,767.04,26.93,63.6,59.9,0.0,0.09,116.02,222.34,0.65,17.5,69.31,128.06,59.06,2.77,2.19,,,,,58.7,25-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
25-Dec-2018 - 00:00,86.51,767.1,26.4,61.67,63.72,0.0,0.08,151.31,197.81,0.62,22.28,68.47,106.38,38.08,2.66,1.84,,,,,59.62,26-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
26-Dec-2018 - 00:00,67.93,767.76,24.43,64.38,48.04,0.0,0.08,60.72,136.98,0.51,19.58,32.84,82.26,50.33,1.86,1.57,,,,,46.56,27-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
27-Dec-2018 - 00:00,68.1,767.73,23.39,71.76,41.59,0.0,0.07,156.49,137.12,0.43,22.3,44.9,94.01,50.02,1.84,3.63,,,,,33.67,28-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
28-Dec-2018 - 00:00,70.15,766.96,24.33,70.37,39.6,0.0,0.09,154.15,151.44,0.42,25.93,56.42,110.7,54.94,2.05,1.49,,,,,37.29,29-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
29-Dec-2018 - 00:00,64.94,768.15,24.88,66.71,36.32,0.0,0.11,136.56,135.49,0.48,26.46,57.75,124.5,66.92,1.99,1.5,,,,,37.69,30-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
30-Dec-2018 - 00:00,83.4,769.41,24.95,67.22,41.38,0.0,0.1,203.84,166.22,0.48,38.17,77.78,146.45,68.66,2.19,1.84,,,,,35.28,31-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
31-Dec-2018 - 00:00,124.43,769.95,21.6,3.0,54.7,0.0,0.1,51.3,330.22,0.8,33.0,127.76,244.63,116.82,4.41,3.13,,,,,53.12,01-Jan-2019 - 00:00,"Bandra, Mumbai - MPCB"
