from date,PM2.5,BP,Temp,SR,RH,RF,WS,WD,PM10,VWS,SO2,NO,NOx,NO2,CO,Benzene,Toluene,MP-Xylene,Xylene,Eth-Benzene,Ozone,to date,station
14-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,51.85,0.0,1.32,0.0,0.0,0.28,0.0,,0.0,15-Apr-2018 - 00:00,"Bandra, Mumbai - MPCB"
15-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,37.03,0.0,1.27,0.0,0.0,0.28,0.0,,0.0,16-Apr-2018 - 00:00,"Bandra, Mumbai - MPCB"
16-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,40.63,0.0,1.29,0.0,0.0,0.76,0.0,,0.0,17-Apr-2018 - 00:00,"Bandra, Mumbai - MPCB"
17-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,56.37,0.0,1.44,1.88,1.27,1.49,0.72,,0.0,18-Apr-2018 - 00:00,"Bandra, Mumbai - MPCB"
18-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,42.78,0.0,1.44,0.22,1.12,0.38,0.18,,0.0,19-Apr-2018 - 00:00,"Bandra, Mumbai - MPCB"
19-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,67.22,0.0,1.47,0.26,2.16,1.75,1.0,,0.0,20-Apr-2018 - 00:00,"Bandra, Mumbai - MPCB"
20-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,76.56,0.0,1.37,0.23,2.3,3.5,2.35,,0.0,21-Apr-2018 - 00:00,"Bandra, Mumbai - MPCB"
21-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,111.31,0.0,1.5,0.24,1.62,1.06,0.66,,0.0,22-Apr-2018 - 00:00,"Bandra, Mumbai - MPCB"
22-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Apr-2018 - 00:00,"Bandra, Mumbai - MPCB"
23-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Apr-2018 - 00:00,"Bandra, Mumbai - MPCB"
24-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,25-Apr-2018 - 00:00,"Bandra, Mumbai - MPCB"
25-Apr-2018 - 00:00,0.0,760.98,31.43,193.63,66.29,0.0,0.0,0.0,0.0,0.79,0.0,19.22,50.92,0.0,1.83,0.09,0.59,0.72,0.39,,41.91,26-Apr-2018 - 00:00,"Bandra, Mumbai - MPCB"
26-Apr-2018 - 00:00,9.11,763.68,29.9,296.32,72.1,0.0,0.01,0.93,20.9,0.8,2.2,77.16,115.05,1.43,1.96,0.23,1.49,0.85,0.45,,46.34,27-Apr-2018 - 00:00,"Bandra, Mumbai - MPCB"
27-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Apr-2018 - 00:00,"Bandra, Mumbai - MPCB"
28-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Apr-2018 - 00:00,"Bandra, Mumbai - MPCB"
29-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Apr-2018 - 00:00,"Bandra, Mumbai - MPCB"
30-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
01-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
02-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
03-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
04-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
05-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
06-May-2018 - 00:00,16.3,764.31,32.28,256.59,71.63,0.0,0.2,237.39,,0.48,25.42,16.31,33.79,17.47,1.3,0.13,,,,,42.82,07-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
07-May-2018 - 00:00,18.69,764.13,31.66,209.88,68.1,0.0,0.0,0.0,,0.52,21.77,23.8,46.29,22.65,1.3,0.3,,,,,33.97,08-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
08-May-2018 - 00:00,17.82,763.39,31.37,215.4,70.05,0.0,0.0,0.0,47.47,0.52,19.65,33.86,63.9,30.04,1.36,0.36,,,,,35.53,09-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
09-May-2018 - 00:00,18.34,763.1,31.73,222.48,70.86,0.0,0.0,0.0,60.73,0.57,18.49,34.58,63.48,28.91,1.35,0.42,,,,,35.85,10-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
10-May-2018 - 00:00,22.97,763.84,31.5,201.38,75.28,0.0,0.0,0.0,66.88,0.62,21.76,22.31,45.66,23.39,1.3,0.33,,,,,37.36,11-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
11-May-2018 - 00:00,23.95,763.57,31.75,155.3,71.76,0.0,0.0,0.0,79.53,0.56,24.91,19.63,44.71,25.08,1.25,0.43,,,,,36.56,12-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
12-May-2018 - 00:00,31.5,763.84,31.82,215.57,67.83,0.0,0.0,0.0,93.85,0.51,25.82,16.13,36.51,20.37,1.23,0.25,,,,,33.24,13-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
13-May-2018 - 00:00,23.94,763.1,31.6,202.52,72.57,0.0,0.0,0.0,76.82,0.49,21.53,36.21,66.11,29.9,1.36,0.63,,,,,39.28,14-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
14-May-2018 - 00:00,21.61,763.53,31.85,218.86,70.48,0.0,0.0,0.0,45.4,0.5,21.64,16.01,34.39,18.38,1.25,0.37,,,,,36.76,15-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
15-May-2018 - 00:00,15.2,763.04,31.68,200.0,70.98,0.0,0.0,0.0,49.73,0.49,20.48,15.23,33.61,18.38,1.22,0.47,,,,,35.12,16-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
16-May-2018 - 00:00,17.95,762.08,31.7,201.78,72.31,0.0,0.0,0.0,48.82,0.5,19.92,15.66,35.92,20.25,1.21,0.46,,,,,30.76,17-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
17-May-2018 - 00:00,24.71,761.59,32.26,197.04,74.46,0.0,0.0,0.0,72.49,0.54,16.19,14.92,33.14,18.22,1.25,0.5,,,,,40.45,18-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
18-May-2018 - 00:00,22.79,736.5,30.84,178.93,72.24,0.0,0.0,0.0,68.63,0.6,20.44,25.87,54.17,27.25,1.31,0.7,,,,,37.06,19-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
19-May-2018 - 00:00,24.81,761.91,32.01,242.33,73.47,0.0,0.0,0.0,89.67,0.59,24.53,26.5,50.34,23.81,1.33,0.5,,,,,34.55,20-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
20-May-2018 - 00:00,20.16,762.11,31.96,221.83,71.26,0.0,0.0,0.0,81.39,0.63,22.6,25.53,46.85,21.32,1.34,0.34,,,,,47.02,21-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
21-May-2018 - 00:00,19.64,762.14,32.1,206.18,68.65,0.0,0.0,0.0,81.61,0.58,24.94,14.56,34.47,19.92,1.27,0.58,,,,,42.89,22-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
22-May-2018 - 00:00,21.72,762.4,31.73,155.28,68.76,0.0,0.0,0.0,88.42,0.61,21.85,20.03,43.43,23.39,1.32,0.59,,,,,46.11,23-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
23-May-2018 - 00:00,25.62,761.56,31.38,90.11,71.89,0.0,0.0,0.0,91.57,0.55,24.05,5.4,31.33,5.87,1.32,0.37,,,,,55.36,24-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
24-May-2018 - 00:00,22.6,761.65,32.01,195.49,68.92,0.0,0.0,0.0,87.79,0.51,20.28,0.0,27.82,0.0,1.18,0.51,,,,,50.18,25-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
25-May-2018 - 00:00,15.26,761.68,32.04,224.96,69.12,0.0,0.0,0.0,56.13,0.48,20.93,0.0,23.1,0.0,1.06,0.64,,,,,49.36,26-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
26-May-2018 - 00:00,19.99,760.07,32.56,229.99,71.63,0.0,0.0,0.0,66.52,0.47,22.04,0.0,24.0,0.0,1.09,0.32,,,,,51.02,27-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
27-May-2018 - 00:00,11.83,760.21,32.83,243.12,73.36,0.0,0.0,0.0,1.33,0.71,26.7,0.0,23.9,0.0,1.23,0.27,,,,,,28-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
28-May-2018 - 00:00,16.65,759.48,31.95,123.64,73.8,0.0,0.0,0.0,0.0,0.48,22.87,0.0,100.08,0.0,1.14,0.25,,,,,210.57,29-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
29-May-2018 - 00:00,22.22,759.83,32.38,177.15,71.23,0.0,0.0,0.0,0.0,0.39,19.54,0.0,77.66,0.0,1.16,0.34,,,,,71.85,30-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
30-May-2018 - 00:00,19.59,759.85,32.39,201.94,71.51,0.0,0.0,0.0,0.0,0.53,20.8,0.0,44.05,0.0,1.16,0.42,,,,,57.78,31-May-2018 - 00:00,"Bandra, Mumbai - MPCB"
31-May-2018 - 00:00,19.59,760.33,32.63,193.13,70.97,0.0,0.0,0.0,0.0,0.54,20.36,0.0,38.99,0.0,1.18,0.37,,,,,48.87,01-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
01-Jun-2018 - 00:00,18.85,761.17,31.72,52.44,73.49,0.0,0.0,0.0,0.0,0.6,20.37,0.0,47.19,0.0,1.21,0.16,,,,,38.99,02-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
02-Jun-2018 - 00:00,19.44,761.74,32.21,196.8,73.11,0.0,0.0,0.0,0.0,0.59,13.43,0.0,47.65,0.0,1.45,0.46,,,,,45.37,03-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
03-Jun-2018 - 00:00,18.33,742.57,30.46,159.78,72.01,0.0,0.0,0.0,0.0,0.69,24.6,0.0,53.47,0.0,1.69,0.41,,,,,45.49,04-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
04-Jun-2018 - 00:00,19.93,760.17,31.55,177.41,75.53,0.0,0.0,0.0,0.0,0.55,24.35,0.0,50.75,0.0,1.48,0.68,,,,,40.64,05-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
05-Jun-2018 - 00:00,26.7,743.41,29.4,115.83,74.47,0.0,0.0,0.0,0.0,0.54,25.74,0.0,68.59,0.0,1.57,0.42,,,,,43.02,06-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
06-Jun-2018 - 00:00,17.41,761.98,32.5,223.01,74.76,0.0,0.0,0.0,0.0,0.48,27.44,0.0,35.83,0.0,1.06,0.44,,,,,53.25,07-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
07-Jun-2018 - 00:00,47.78,760.79,28.69,49.22,88.85,0.0,0.0,0.0,0.0,0.58,27.59,0.0,59.38,0.0,1.3,0.52,,,,,38.95,08-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
08-Jun-2018 - 00:00,17.9,758.64,31.0,119.93,80.91,0.0,0.0,0.0,0.0,0.5,26.91,0.0,56.11,0.0,1.31,0.61,,,,,38.55,09-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
09-Jun-2018 - 00:00,11.75,757.96,28.09,33.42,94.03,0.0,0.0,0.0,0.0,0.57,29.89,0.0,94.78,0.0,1.42,0.5,,,,,42.41,10-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
10-Jun-2018 - 00:00,1.8,758.66,31.1,127.3,83.52,0.0,0.0,0.0,0.0,0.46,26.7,0.0,15.86,0.0,1.03,0.25,,,,,46.48,11-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
11-Jun-2018 - 00:00,14.26,759.65,31.76,171.17,79.52,0.0,0.0,0.0,0.0,0.48,26.86,0.0,17.96,0.0,1.0,0.27,,,,,40.66,12-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
12-Jun-2018 - 00:00,16.19,759.89,31.66,138.83,77.67,0.0,0.0,0.0,0.0,0.51,26.71,0.0,21.57,0.0,1.05,0.38,,,,,45.36,13-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
13-Jun-2018 - 00:00,17.31,760.2,31.68,160.19,75.73,0.0,0.0,0.0,0.0,0.54,24.49,0.0,23.58,0.0,1.03,15.08,,,,,41.47,14-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
14-Jun-2018 - 00:00,19.08,761.02,31.21,233.85,74.74,0.0,0.0,0.0,0.0,0.52,21.91,0.0,41.21,0.0,1.08,0.39,,,,,35.42,15-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
15-Jun-2018 - 00:00,19.93,761.47,29.99,242.16,76.27,0.0,0.0,0.0,0.0,0.65,22.53,0.0,42.23,0.0,1.11,0.25,,,,,33.26,16-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
16-Jun-2018 - 00:00,17.75,762.33,27.7,157.21,82.9,0.05,0.0,0.0,35.31,0.6,29.89,0.0,109.7,0.0,1.44,0.61,,,,,33.18,17-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
17-Jun-2018 - 00:00,16.41,708.76,27.44,56.4,69.14,0.03,0.08,0.0,71.11,0.44,22.99,0.0,111.78,0.0,1.53,0.62,,,,,28.43,18-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
18-Jun-2018 - 00:00,10.75,760.7,28.09,129.07,86.15,0.01,0.27,132.47,30.17,0.54,24.51,14.74,73.14,9.65,1.45,1.04,,,,,30.24,19-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
19-Jun-2018 - 00:00,16.47,760.27,28.46,184.54,80.79,0.0,0.24,216.26,47.08,0.6,20.15,28.89,53.3,25.11,1.38,0.7,,,,,36.39,20-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
20-Jun-2018 - 00:00,26.14,760.12,30.32,54.38,80.33,0.01,0.07,180.23,97.77,0.54,19.99,38.69,59.53,20.83,1.44,0.57,,,,,38.77,21-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
21-Jun-2018 - 00:00,22.54,760.11,31.1,178.64,76.47,0.0,0.09,146.24,82.04,0.57,17.53,12.42,22.26,9.86,1.16,0.41,,,,,41.07,22-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
22-Jun-2018 - 00:00,18.53,760.23,31.19,141.7,78.4,0.0,0.09,250.87,71.76,0.43,18.99,11.8,19.84,8.03,1.19,0.61,,,,,44.78,23-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
23-Jun-2018 - 00:00,17.54,760.32,26.61,45.95,92.89,0.28,0.16,197.54,54.87,0.55,21.22,44.26,69.9,25.64,1.5,0.7,,,,,34.05,24-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
24-Jun-2018 - 00:00,10.48,760.27,26.26,49.23,94.62,0.06,0.19,230.33,40.73,0.51,19.08,26.16,46.43,20.26,1.33,0.5,,,,,39.23,25-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
25-Jun-2018 - 00:00,13.34,759.17,27.34,22.05,93.94,0.09,0.21,239.25,51.29,0.42,18.71,13.22,22.99,9.77,1.19,0.38,,,,,48.43,26-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
26-Jun-2018 - 00:00,22.04,758.65,29.76,116.81,82.09,0.0,0.47,263.98,73.02,0.54,19.08,14.8,22.2,7.4,1.18,0.39,,,,,33.36,27-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
27-Jun-2018 - 00:00,18.51,758.2,30.41,186.16,80.02,0.0,0.42,266.15,72.5,0.55,19.04,12.7,25.0,15.62,1.21,0.32,,,,,34.69,28-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
28-Jun-2018 - 00:00,19.91,758.53,27.42,63.53,90.85,0.12,0.17,204.87,64.7,0.57,20.01,39.26,68.62,29.56,1.41,0.74,,,,,31.44,29-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
29-Jun-2018 - 00:00,17.91,758.87,28.19,50.08,90.26,0.0,0.07,227.68,67.13,0.64,19.88,60.11,84.03,23.91,1.75,0.89,,,,,34.71,30-Jun-2018 - 00:00,"Bandra, Mumbai - MPCB"
30-Jun-2018 - 00:00,17.48,760.58,29.07,283.85,82.25,0.0,0.38,216.82,67.02,0.56,16.51,30.85,52.86,22.03,1.52,0.67,,,,,28.44,01-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
01-Jul-2018 - 00:00,13.06,761.1,28.7,166.16,79.65,0.0,0.27,219.24,48.23,0.48,19.45,28.49,49.78,21.29,1.5,0.82,,,,,21.84,02-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
02-Jul-2018 - 00:00,13.66,760.43,27.71,87.15,86.98,0.04,0.37,248.54,51.78,0.53,15.4,31.56,53.61,22.05,1.37,0.57,,,,,21.91,03-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
03-Jul-2018 - 00:00,18.54,761.02,26.42,47.54,96.27,0.12,0.23,228.88,65.9,0.54,18.25,36.8,62.05,25.25,1.5,0.56,,,,,26.02,04-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
04-Jul-2018 - 00:00,14.09,761.01,27.74,114.15,89.2,0.05,0.53,284.48,49.46,0.54,14.61,11.48,24.96,13.47,1.19,0.26,,,,,28.98,05-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
05-Jul-2018 - 00:00,14.3,761.11,28.86,106.62,89.09,0.02,0.16,266.69,75.54,0.47,13.35,11.06,24.36,13.29,1.19,0.5,,,,,27.49,06-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
06-Jul-2018 - 00:00,14.2,761.11,29.02,112.64,88.26,0.01,0.1,241.85,69.43,0.47,12.63,10.98,26.69,15.71,1.16,0.43,,,,,26.31,07-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
07-Jul-2018 - 00:00,13.29,839.47,27.71,36.69,92.11,0.01,0.05,149.84,48.38,0.45,12.77,17.4,38.96,22.34,1.27,0.38,,,,,28.01,08-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
08-Jul-2018 - 00:00,,,25.76,40.17,97.73,0.19,0.12,129.08,,0.54,,38.62,,35.57,1.41,0.56,,,,,,09-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
09-Jul-2018 - 00:00,12.14,970.62,25.72,19.39,157.46,0.78,0.24,97.3,35.71,0.63,17.59,42.64,111.8,30.75,1.49,0.67,,,,,24.67,10-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
10-Jul-2018 - 00:00,11.67,759.58,25.98,39.98,99.24,0.09,0.13,201.12,46.94,0.41,14.19,10.93,29.27,18.33,1.17,0.59,,,,,36.83,11-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
11-Jul-2018 - 00:00,17.53,759.69,28.92,81.75,88.78,0.0,0.18,242.05,70.44,0.45,14.86,10.44,26.97,16.52,1.18,0.43,,,,,27.42,12-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
12-Jul-2018 - 00:00,16.1,759.02,29.42,113.97,83.73,0.0,0.14,230.52,70.29,0.45,11.52,10.73,27.41,16.67,1.19,0.49,,,,,25.42,13-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
13-Jul-2018 - 00:00,14.2,758.6,28.22,69.69,89.6,0.0,0.17,254.78,91.92,0.5,11.53,11.03,28.67,17.63,1.23,0.61,,,,,25.6,14-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
14-Jul-2018 - 00:00,18.99,757.98,28.75,114.54,86.8,0.0,0.21,237.47,94.96,0.43,11.67,10.72,26.8,16.08,1.19,1.13,,,,,25.14,15-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
15-Jul-2018 - 00:00,15.16,756.95,27.18,38.95,94.68,0.07,0.29,251.23,89.58,0.46,11.42,9.82,25.11,15.29,1.14,0.65,,,,,32.94,16-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
16-Jul-2018 - 00:00,14.32,757.71,27.48,61.73,94.22,0.07,0.22,253.07,84.99,0.36,11.49,10.54,27.0,16.46,1.16,0.48,,,,,29.51,17-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
17-Jul-2018 - 00:00,16.31,758.6,28.07,84.97,90.07,0.0,0.23,288.02,75.16,0.46,11.86,10.85,27.37,16.51,1.22,0.53,,,,,27.52,18-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
18-Jul-2018 - 00:00,23.59,759.86,28.65,127.52,85.48,0.02,0.17,294.11,63.93,0.54,11.18,8.47,25.93,17.46,1.25,0.71,,,,,25.97,19-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
19-Jul-2018 - 00:00,35.98,760.2,28.85,148.97,84.66,0.0,0.17,288.68,74.64,0.51,9.96,4.91,20.06,15.16,1.21,0.73,,,,,24.79,20-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
20-Jul-2018 - 00:00,16.32,760.06,27.83,81.28,89.02,0.02,0.16,271.07,70.89,0.51,11.5,10.7,29.43,18.73,1.24,0.72,,,,,27.64,21-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
21-Jul-2018 - 00:00,15.26,760.65,27.78,43.37,88.79,0.0,0.28,296.44,73.64,0.53,12.33,10.2,27.63,17.42,1.05,0.65,,,,,27.84,22-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
22-Jul-2018 - 00:00,14.06,760.69,28.38,92.99,86.01,0.01,0.26,303.08,54.5,0.48,11.89,10.4,26.9,16.49,1.02,0.72,,,,,23.96,23-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
23-Jul-2018 - 00:00,14.23,760.32,28.16,56.31,87.05,0.0,0.37,282.84,59.21,0.63,11.62,11.44,29.11,17.66,1.08,0.28,,,,,30.14,24-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
24-Jul-2018 - 00:00,15.41,761.28,28.5,78.45,85.35,0.0,0.2,268.35,55.28,0.52,12.58,13.17,29.31,16.13,1.1,0.49,,,,,19.4,25-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
25-Jul-2018 - 00:00,15.87,761.9,28.99,128.03,82.23,0.0,0.19,274.38,54.58,0.51,13.41,13.87,28.69,14.81,1.03,0.58,,,,,21.38,26-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
26-Jul-2018 - 00:00,15.55,762.31,28.3,72.08,84.89,0.0,0.26,282.48,61.14,0.53,12.83,16.02,29.77,13.75,1.15,0.57,,,,,21.99,27-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
27-Jul-2018 - 00:00,13.53,761.6,28.3,71.65,85.18,0.0,0.36,287.66,50.33,0.56,12.16,13.65,26.08,12.43,1.14,0.53,,,,,22.8,28-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
28-Jul-2018 - 00:00,14.05,761.59,29.02,152.08,83.75,0.0,0.22,271.18,52.92,0.55,13.15,15.34,28.22,12.88,1.14,0.4,,,,,22.11,29-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
29-Jul-2018 - 00:00,13.39,761.73,29.08,133.57,82.9,0.0,0.21,275.76,52.3,0.55,15.09,18.67,32.41,13.75,1.04,0.43,,,,,21.78,30-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
30-Jul-2018 - 00:00,15.79,761.42,29.11,199.78,82.06,0.0,0.23,280.03,54.31,0.55,12.1,14.03,25.49,11.45,1.16,0.69,,,,,21.41,31-Jul-2018 - 00:00,"Bandra, Mumbai - MPCB"
31-Jul-2018 - 00:00,16.21,761.82,29.66,211.56,79.64,0.0,0.3,287.6,63.42,0.54,9.44,8.19,24.22,16.02,1.22,0.4,,,,,23.89,01-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
01-Aug-2018 - 00:00,14.83,762.0,28.79,133.18,84.18,0.01,0.25,279.29,66.09,0.52,10.2,8.2,23.83,15.62,1.17,0.46,,,,,24.08,02-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
02-Aug-2018 - 00:00,14.86,763.12,28.68,135.87,84.32,0.0,0.19,271.11,56.66,0.54,20.5,11.94,44.52,31.67,1.2,1.01,,,,,32.8,03-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
03-Aug-2018 - 00:00,17.21,763.87,28.44,107.69,85.23,0.0,0.2,277.88,47.46,0.51,24.31,10.37,50.34,42.57,1.18,0.33,,,,,19.08,04-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
04-Aug-2018 - 00:00,10.64,763.39,27.98,96.07,86.15,0.03,0.19,269.81,46.01,0.47,10.99,13.0,29.42,22.8,1.19,0.26,,,,,27.89,05-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
05-Aug-2018 - 00:00,9.03,763.36,28.88,126.07,81.37,0.0,0.18,285.76,40.96,0.51,15.35,15.33,36.47,21.14,1.16,0.32,,,,,27.18,06-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
06-Aug-2018 - 00:00,11.43,762.18,28.31,77.67,82.93,0.0,0.23,284.49,42.43,0.51,12.3,16.29,31.37,15.08,1.2,0.36,,,,,27.2,07-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
07-Aug-2018 - 00:00,12.71,760.67,28.85,105.85,80.64,0.0,0.18,285.95,53.31,0.51,9.18,14.19,34.27,20.08,1.21,0.4,,,,,28.34,08-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
08-Aug-2018 - 00:00,13.0,760.04,28.96,104.69,81.91,0.0,0.21,278.41,53.79,0.52,9.69,12.82,34.03,21.19,1.2,0.27,,,,,27.1,09-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
09-Aug-2018 - 00:00,11.5,762.26,28.13,48.75,85.51,0.0,0.38,257.74,48.16,0.6,12.11,13.06,44.11,31.04,1.22,0.2,,,,,33.74,10-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
10-Aug-2018 - 00:00,12.11,763.77,28.65,126.87,84.07,0.01,0.12,285.61,47.41,0.5,10.54,13.55,33.73,20.23,1.21,0.31,,,,,34.25,11-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
11-Aug-2018 - 00:00,11.97,762.74,27.88,81.3,86.92,0.01,0.09,245.41,43.12,0.45,11.07,13.78,34.6,20.81,1.24,0.3,,,,,39.21,12-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
