from date,CO,RH,NO,NO2,NOx,NH3,Ozone,PM10,PM2.5,RF,SO2,SR,Temp,WD,WS,Benzene,Toluene,O Xylene,MP-Xylene,Eth-Benzene,to date,station
04-Jun-2018 - 00:00,0.0,79.22,4.89,0.98,36.49,6.98,0.9,1.0,0.42,0.06,5.05,0.0,29.69,157.66,0.0,2.75,4.3,0.76,1.22,0.87,05-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
05-Jun-2018 - 00:00,0.0,77.18,0.0,0.0,32.62,7.53,0.0,0.0,0.0,0.0,0.0,0.0,29.96,160.61,0.0,1.73,2.92,0.28,0.64,0.31,06-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
06-Jun-2018 - 00:00,0.0,77.42,0.0,0.0,38.55,8.38,0.0,0.0,0.0,0.0,0.0,-5.62,29.92,189.65,0.0,2.06,3.67,0.32,0.8,0.51,07-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
07-Jun-2018 - 00:00,0.0,79.23,3.98,0.83,50.07,19.79,1.97,0.59,0.3,0.56,6.8,-163.96,29.91,186.3,0.0,2.81,11.83,1.73,1.54,0.8,08-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
08-Jun-2018 - 00:00,0.0,80.29,0.0,0.0,42.43,11.18,0.0,0.0,0.0,0.12,0.0,-395.38,30.06,167.01,0.0,2.71,0.0,0.39,0.99,0.4,09-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
09-Jun-2018 - 00:00,0.0,87.87,0.0,0.0,68.3,10.23,0.0,0.0,0.0,0.13,0.0,,28.27,215.51,0.26,9.39,0.0,0.95,2.55,2.69,10-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
10-Jun-2018 - 00:00,0.0,86.6,0.0,0.0,52.79,11.54,0.0,0.0,0.0,0.12,0.0,,28.44,227.5,0.42,3.31,0.0,0.52,1.38,0.88,11-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
11-Jun-2018 - 00:00,0.0,86.5,0.0,0.0,49.37,13.29,0.0,0.0,0.0,0.03,0.0,,28.57,210.36,0.5,2.41,0.0,0.35,0.91,0.42,12-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
12-Jun-2018 - 00:00,0.16,86.54,0.0,0.0,44.33,10.67,0.0,0.0,0.0,0.31,0.0,,27.92,221.93,0.59,1.84,0.0,0.29,0.68,0.39,13-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
13-Jun-2018 - 00:00,0.0,76.19,0.0,0.0,34.24,6.24,0.0,0.0,0.0,0.0,0.0,,30.25,231.24,1.17,1.21,0.0,0.2,0.51,0.31,14-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
14-Jun-2018 - 00:00,0.0,70.26,0.0,0.0,31.26,7.14,0.0,0.0,0.0,0.0,0.0,,31.64,229.61,1.06,1.16,0.0,0.21,0.55,0.48,15-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
15-Jun-2018 - 00:00,0.0,63.48,0.0,0.0,34.09,10.46,0.0,72.24,28.1,0.0,0.0,,32.55,231.81,0.9,1.15,0.0,0.22,0.55,0.41,16-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
16-Jun-2018 - 00:00,0.75,67.13,2.62,10.57,24.31,7.41,1.16,127.65,46.81,0.0,3.73,,33.13,213.86,1.03,2.12,22.13,0.8,1.26,0.98,17-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
17-Jun-2018 - 00:00,1.66,74.2,7.13,42.65,49.78,4.78,0.0,106.73,45.93,0.04,1.42,,31.21,162.09,0.51,2.15,3.07,0.48,1.11,0.48,18-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
18-Jun-2018 - 00:00,1.44,61.89,2.43,32.5,34.93,8.9,20.49,104.78,49.2,0.0,2.96,,34.18,201.59,0.62,1.91,2.54,0.3,0.73,0.35,19-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
19-Jun-2018 - 00:00,1.34,68.48,2.58,30.11,32.69,12.09,82.03,85.42,38.66,0.0,1.96,,32.26,194.3,0.65,1.54,2.45,0.24,0.59,0.33,20-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
20-Jun-2018 - 00:00,1.77,82.08,5.97,39.58,45.55,8.85,47.43,54.0,24.22,0.32,4.34,,28.67,178.32,0.73,2.17,3.29,0.49,1.18,0.93,21-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
21-Jun-2018 - 00:00,1.34,86.92,4.22,37.85,42.26,6.59,13.97,59.38,31.2,4.1,1.24,,28.12,174.1,0.58,3.67,5.42,1.06,1.89,1.22,22-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
22-Jun-2018 - 00:00,0.38,78.5,0.97,27.98,28.92,6.67,30.69,48.81,25.35,,2.35,,29.93,188.14,0.77,1.61,2.62,0.26,0.66,0.35,23-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
23-Jun-2018 - 00:00,0.38,87.73,1.17,26.46,27.57,5.24,22.6,44.18,22.8,,1.06,,28.53,195.2,0.78,1.69,2.65,0.24,0.67,0.3,24-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
24-Jun-2018 - 00:00,0.4,90.7,0.85,25.3,26.12,3.93,22.54,46.89,25.33,0.3,1.05,,27.27,214.84,0.71,1.54,2.29,0.24,0.64,0.31,25-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
25-Jun-2018 - 00:00,0.41,95.89,2.14,44.66,46.77,3.54,13.44,45.31,26.96,1.81,1.12,,26.07,196.95,0.75,2.6,4.23,0.44,1.15,0.49,26-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
26-Jun-2018 - 00:00,0.38,90.63,1.33,37.02,38.29,3.24,34.22,45.82,30.65,2.54,2.29,,25.32,159.7,0.88,2.04,4.4,0.34,0.89,0.59,27-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
27-Jun-2018 - 00:00,0.38,90.21,1.92,27.9,29.76,3.9,21.62,33.16,22.06,1.05,1.25,,27.18,110.6,0.78,3.13,5.05,1.12,1.77,1.49,28-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
28-Jun-2018 - 00:00,0.3,83.04,1.99,20.87,22.79,6.26,22.35,27.14,21.8,0.2,1.06,181.04,28.25,156.19,0.9,1.09,2.21,0.2,0.51,0.24,29-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
29-Jun-2018 - 00:00,0.33,80.41,1.39,23.07,24.4,5.27,27.44,36.34,16.51,1.1,4.4,94.48,28.63,184.41,0.81,1.21,2.32,0.21,0.57,0.25,30-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
30-Jun-2018 - 00:00,0.32,79.89,0.57,17.67,18.2,4.41,31.57,54.44,28.12,0.2,4.97,247.96,29.53,212.57,1.08,0.99,2.19,0.14,0.36,0.19,01-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
01-Jul-2018 - 00:00,0.32,78.5,0.47,14.25,14.68,3.68,37.52,57.64,27.89,,11.2,304.8,30.05,209.47,1.21,0.69,1.58,0.11,0.3,0.16,02-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
02-Jul-2018 - 00:00,0.36,82.38,0.94,19.27,20.18,2.86,40.78,54.59,28.93,0.81,8.55,277.88,28.9,222.73,1.04,0.97,1.91,0.14,0.4,0.26,03-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
03-Jul-2018 - 00:00,0.4,90.64,4.37,30.35,34.52,1.73,20.89,53.07,28.58,0.21,1.59,203.43,27.91,208.73,0.74,2.18,2.89,0.36,0.85,0.33,04-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
04-Jul-2018 - 00:00,0.42,88.8,7.05,30.89,37.93,3.35,18.22,52.03,32.82,0.57,2.2,216.15,27.61,216.05,0.7,2.26,3.29,0.48,1.29,1.31,05-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
05-Jul-2018 - 00:00,0.43,94.63,8.2,40.65,48.85,14.02,9.32,48.97,40.57,1.36,4.36,134.93,26.48,213.63,0.45,2.62,3.32,0.46,1.11,0.6,06-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
06-Jul-2018 - 00:00,0.44,84.8,8.4,49.56,57.95,1.26,20.79,64.36,39.59,0.2,1.1,114.6,28.93,201.7,0.36,6.81,11.96,5.33,4.56,4.54,07-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
07-Jul-2018 - 00:00,0.36,82.4,6.46,29.22,35.68,4.01,17.56,36.61,17.87,4.1,1.26,137.04,29.2,113.61,0.65,2.91,3.01,0.35,0.86,0.34,08-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
08-Jul-2018 - 00:00,0.3,82.28,3.1,17.7,20.81,5.91,27.36,28.98,9.96,0.4,1.38,132.15,29.12,126.14,0.95,1.29,1.74,0.15,0.42,0.2,09-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
09-Jul-2018 - 00:00,0.36,91.66,9.49,34.85,44.34,3.11,16.23,31.23,15.83,1.04,1.13,124.89,27.94,118.73,0.67,7.42,5.35,0.64,1.55,0.64,10-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
10-Jul-2018 - 00:00,0.37,91.41,7.34,34.9,42.24,1.93,14.12,39.09,18.99,0.88,1.21,123.58,28.08,134.85,0.62,5.73,4.19,0.62,1.75,0.74,11-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
11-Jul-2018 - 00:00,0.38,84.74,4.72,28.96,33.68,6.06,18.63,35.47,17.3,0.2,1.14,111.59,29.2,120.09,0.65,2.13,2.4,0.29,0.66,0.28,12-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
12-Jul-2018 - 00:00,0.39,84.08,4.65,27.36,32.01,11.8,15.99,36.8,18.41,0.4,1.31,98.16,29.07,132.8,0.73,2.33,2.52,0.29,0.73,0.32,13-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
13-Jul-2018 - 00:00,0.39,85.6,7.2,27.79,34.99,10.19,13.46,40.58,13.44,0.7,0.94,132.01,28.76,114.88,0.57,3.84,2.85,0.39,1.02,0.44,14-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
14-Jul-2018 - 00:00,0.37,86.45,4.41,20.84,25.25,9.82,12.33,30.43,12.03,1.3,1.01,131.17,28.45,77.49,0.63,6.46,4.02,0.43,1.26,0.5,15-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
15-Jul-2018 - 00:00,0.38,85.17,3.15,15.7,18.85,9.48,18.09,19.34,7.73,0.63,1.07,133.94,28.8,91.55,0.74,1.15,1.72,0.13,0.31,0.14,16-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
16-Jul-2018 - 00:00,0.36,86.36,4.93,22.63,27.38,9.01,16.54,20.82,7.73,0.79,1.03,131.92,28.54,107.52,0.86,1.82,2.08,0.23,0.57,0.23,17-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
17-Jul-2018 - 00:00,0.39,88.95,7.45,32.07,39.51,8.75,12.87,28.67,13.29,0.7,1.21,126.3,27.98,137.9,0.72,6.72,4.24,0.6,1.78,0.83,18-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
18-Jul-2018 - 00:00,0.52,84.53,5.8,28.38,34.17,9.44,11.13,29.07,13.36,0.2,1.03,131.82,29.12,124.6,0.59,2.7,3.0,25.34,1.08,1.04,19-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
19-Jul-2018 - 00:00,0.76,76.2,9.08,27.96,37.04,6.43,17.27,34.56,17.01,,1.04,223.31,31.16,123.88,0.44,4.48,6.03,43.35,2.69,3.19,20-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
20-Jul-2018 - 00:00,0.77,82.22,6.66,26.95,33.61,6.91,10.71,36.13,16.76,1.52,1.49,240.27,30.16,128.29,0.64,3.62,10.54,0.24,0.63,1.54,21-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
21-Jul-2018 - 00:00,0.63,92.11,3.7,15.52,19.22,7.36,16.53,16.19,6.0,0.49,1.34,154.94,27.49,88.73,0.95,5.2,8.56,0.22,0.7,1.6,22-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
22-Jul-2018 - 00:00,0.64,94.0,3.39,16.86,20.25,4.81,20.55,12.6,6.97,0.68,1.64,84.72,26.78,157.32,1.32,0.82,11.1,0.19,0.46,1.2,23-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
23-Jul-2018 - 00:00,0.7,92.24,9.09,33.39,42.48,3.27,15.36,40.12,22.01,1.49,1.38,88.98,27.48,188.8,0.9,1.46,9.31,0.23,0.63,1.5,24-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
24-Jul-2018 - 00:00,0.72,87.56,7.8,33.85,41.65,2.73,16.54,46.89,24.05,0.76,2.78,,28.08,192.66,0.74,1.76,9.21,0.23,0.59,1.46,25-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
25-Jul-2018 - 00:00,0.74,92.25,8.46,38.62,47.08,2.05,12.04,61.08,31.74,1.6,1.78,,27.86,188.18,0.7,2.16,10.64,0.27,0.67,1.67,26-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
26-Jul-2018 - 00:00,0.76,97.57,12.09,31.53,43.62,2.49,7.1,37.82,24.5,1.06,1.61,,26.25,210.31,0.56,2.21,9.96,0.26,0.68,1.58,27-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
27-Jul-2018 - 00:00,0.69,91.02,14.74,35.13,49.87,4.1,11.0,44.56,27.63,0.66,3.37,,27.22,213.94,0.68,1.96,10.28,0.27,0.72,1.62,28-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
28-Jul-2018 - 00:00,0.79,90.56,12.48,39.45,51.93,4.02,15.25,66.42,41.22,2.0,1.84,,27.8,205.16,0.41,2.22,12.18,0.31,0.86,1.95,29-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
29-Jul-2018 - 00:00,0.82,91.35,22.77,31.77,54.53,3.29,14.97,68.35,44.55,0.2,1.94,,27.94,163.09,0.49,2.38,12.0,0.34,0.85,2.08,30-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
30-Jul-2018 - 00:00,1.1,86.54,3.93,43.41,47.33,3.3,20.59,56.18,32.08,0.3,1.44,310.35,28.35,230.76,0.47,2.7,7.88,0.9,1.51,2.0,31-Jul-2018 - 00:00,"Victoria, Kolkata - WBPCB"
31-Jul-2018 - 00:00,1.21,91.72,6.11,48.39,54.49,2.29,17.74,63.13,36.79,0.71,2.02,124.61,26.99,234.64,0.32,1.69,7.44,0.21,1.02,1.37,01-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
01-Aug-2018 - 00:00,1.19,94.92,7.8,47.97,55.76,5.96,15.34,41.32,25.65,0.85,2.18,348.49,25.37,223.72,0.75,2.01,7.75,0.22,0.71,1.55,02-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
02-Aug-2018 - 00:00,1.16,87.74,4.26,31.13,35.39,8.59,21.18,65.55,33.54,0.2,4.49,92.87,26.6,233.13,1.0,1.35,11.56,0.18,0.57,1.6,03-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
03-Aug-2018 - 00:00,1.32,88.15,8.88,35.43,44.31,6.6,16.74,85.66,41.4,1.68,4.34,98.4,27.62,210.82,0.6,1.74,10.28,0.2,0.69,1.76,04-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
04-Aug-2018 - 00:00,1.25,84.05,4.96,31.21,36.18,6.79,22.06,80.69,42.77,2.37,4.01,118.9,28.6,238.6,0.49,1.19,11.3,0.17,0.87,1.62,05-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
05-Aug-2018 - 00:00,1.42,93.17,9.09,35.68,44.77,5.9,11.75,57.04,33.09,1.56,1.9,178.32,27.16,195.47,0.38,1.93,17.32,0.26,0.95,2.47,06-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
06-Aug-2018 - 00:00,1.54,90.12,14.47,34.79,49.25,5.78,6.71,67.18,33.58,0.28,1.42,91.95,27.87,104.12,0.46,5.73,15.48,0.32,1.26,3.04,07-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
07-Aug-2018 - 00:00,1.2,88.6,4.82,27.08,31.9,5.64,13.98,33.77,15.1,1.18,1.22,79.08,27.54,82.5,1.01,2.88,14.11,0.24,0.89,2.25,08-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
08-Aug-2018 - 00:00,1.18,85.18,5.89,28.63,34.52,14.33,14.06,36.74,17.76,1.86,1.58,124.54,28.05,125.09,1.0,2.08,10.56,0.19,0.62,1.62,09-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
09-Aug-2018 - 00:00,1.28,85.1,7.33,35.35,42.68,11.37,10.92,39.9,17.82,0.27,1.57,183.75,28.56,128.08,0.69,3.43,11.55,0.22,0.7,1.83,10-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
10-Aug-2018 - 00:00,1.25,80.51,5.46,33.55,39.01,9.57,15.66,45.88,22.59,,1.58,260.09,29.84,165.42,0.68,1.53,11.09,0.19,0.53,1.52,11-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
11-Aug-2018 - 00:00,1.24,63.06,5.28,25.08,30.36,9.19,11.95,41.07,18.99,4.3,1.6,234.66,29.11,156.19,0.68,1.24,13.55,0.2,0.7,1.67,12-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
12-Aug-2018 - 00:00,1.22,14.72,5.92,21.87,27.8,8.87,8.83,35.23,15.89,0.9,1.53,152.06,,143.15,0.63,1.23,14.06,0.2,0.57,1.63,13-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
13-Aug-2018 - 00:00,1.19,52.15,7.25,30.63,38.2,14.55,6.44,29.13,13.74,1.28,1.21,91.5,26.6,99.47,0.42,3.68,9.91,0.19,0.6,1.63,14-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
14-Aug-2018 - 00:00,1.22,,7.73,26.94,34.66,10.71,5.79,26.78,11.38,0.3,1.26,86.83,,72.38,0.61,6.6,10.22,0.33,1.34,2.31,15-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
15-Aug-2018 - 00:00,1.13,,4.23,18.79,23.02,11.78,10.75,19.94,6.61,1.24,1.43,73.77,,87.13,0.78,4.23,11.82,0.24,0.59,1.66,16-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
16-Aug-2018 - 00:00,1.19,,16.79,31.13,43.87,12.98,8.16,31.81,11.91,2.26,1.1,100.18,,122.43,0.64,5.3,10.48,0.36,1.44,2.67,17-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
17-Aug-2018 - 00:00,1.25,,5.93,29.8,35.74,10.75,10.69,36.13,16.28,0.2,1.37,299.02,,137.87,0.55,2.2,12.1,0.23,0.66,1.85,18-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
18-Aug-2018 - 00:00,1.19,,8.08,30.86,38.94,13.24,9.08,39.14,17.39,,1.54,272.14,,134.26,0.46,2.16,10.25,0.19,0.49,1.4,19-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
19-Aug-2018 - 00:00,1.33,,10.18,36.17,46.35,10.69,4.44,53.18,26.58,1.17,1.57,166.71,,171.74,0.36,2.63,11.16,0.22,0.95,1.86,20-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
20-Aug-2018 - 00:00,1.17,79.63,8.97,22.6,31.23,14.02,9.84,23.2,11.86,0.67,1.4,212.97,28.76,102.67,0.99,1.49,8.86,0.15,0.41,1.19,21-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
21-Aug-2018 - 00:00,1.21,86.96,6.36,27.68,34.04,14.33,9.22,25.64,8.79,0.2,1.11,220.35,28.4,119.79,0.82,1.73,10.17,0.16,0.48,1.35,22-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
22-Aug-2018 - 00:00,1.34,86.59,3.16,28.63,31.79,10.04,20.51,36.54,23.24,0.79,1.21,228.04,28.94,184.29,0.51,1.66,9.41,0.16,0.53,1.27,23-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
23-Aug-2018 - 00:00,1.25,78.87,4.05,31.24,35.26,8.79,23.85,49.03,30.59,,3.33,239.75,29.3,229.9,0.76,1.12,9.43,0.14,0.44,1.15,24-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
24-Aug-2018 - 00:00,1.29,87.56,6.0,33.97,39.98,8.45,18.68,48.18,30.37,2.07,2.3,154.06,28.53,149.91,0.61,1.46,9.15,0.16,0.45,1.29,25-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
25-Aug-2018 - 00:00,1.24,88.9,10.15,32.03,42.18,7.45,7.82,39.07,20.36,1.44,1.39,143.67,28.48,138.75,0.51,1.89,11.46,0.22,0.68,1.74,26-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
26-Aug-2018 - 00:00,1.04,84.19,3.37,14.11,17.48,7.26,9.76,24.58,7.37,0.87,1.09,144.01,29.0,90.71,0.63,0.92,10.66,0.14,0.39,1.17,27-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
27-Aug-2018 - 00:00,1.09,84.89,5.19,21.36,26.58,8.94,10.63,26.51,7.42,0.2,1.05,221.26,28.71,93.76,0.83,1.88,9.81,0.17,0.51,1.39,28-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
28-Aug-2018 - 00:00,1.14,86.31,6.94,26.01,32.95,11.02,9.02,26.48,11.76,0.57,1.24,105.37,28.51,126.7,0.85,1.62,8.06,0.15,0.4,1.17,29-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
29-Aug-2018 - 00:00,1.04,87.82,14.84,33.62,48.46,11.5,6.78,33.32,14.92,0.95,1.18,97.84,28.17,163.49,0.6,2.75,7.6,0.19,0.66,1.52,30-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
30-Aug-2018 - 00:00,1.35,86.34,4.59,43.76,48.35,10.36,7.1,47.96,29.86,0.53,1.45,151.19,28.97,179.76,0.53,2.44,7.31,0.18,0.51,1.54,31-Aug-2018 - 00:00,"Victoria, Kolkata - WBPCB"
31-Aug-2018 - 00:00,1.34,90.21,7.35,37.67,45.02,8.79,10.82,57.16,33.07,0.62,1.22,16.12,28.11,149.54,0.59,4.07,8.14,0.21,0.69,1.73,01-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
01-Sep-2018 - 00:00,1.16,85.36,4.86,31.55,36.42,15.24,15.21,28.37,12.38,4.1,1.37,18.3,28.01,149.32,0.79,1.28,6.26,0.12,0.38,1.02,02-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
02-Sep-2018 - 00:00,1.24,92.91,4.21,33.29,37.49,13.92,15.98,29.81,18.53,1.51,1.5,,26.84,160.69,0.87,1.4,9.95,0.17,0.51,1.45,03-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
03-Sep-2018 - 00:00,1.19,84.61,3.54,33.31,36.84,11.4,24.88,55.45,34.16,,3.67,208.05,28.5,193.61,0.65,1.68,7.48,0.15,0.45,1.29,04-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
04-Sep-2018 - 00:00,1.48,91.26,17.35,48.18,65.52,9.75,11.84,75.21,48.66,5.93,2.41,219.82,27.47,190.93,0.43,2.98,8.38,0.26,1.13,2.1,05-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
05-Sep-2018 - 00:00,1.25,84.86,14.13,33.61,47.73,11.63,11.58,46.29,28.72,0.2,1.49,256.33,28.21,92.0,0.68,5.14,9.04,0.22,0.92,1.84,06-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
06-Sep-2018 - 00:00,1.01,90.02,4.38,22.07,26.45,15.27,20.32,26.44,10.89,1.39,1.44,127.82,26.68,92.21,1.28,2.92,8.59,0.17,0.52,1.43,07-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
07-Sep-2018 - 00:00,1.08,86.49,6.51,26.8,33.3,12.97,22.2,41.48,14.83,2.02,1.51,199.77,27.76,140.19,1.22,1.14,7.83,0.13,0.37,1.07,08-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
08-Sep-2018 - 00:00,1.24,83.64,5.25,22.59,27.83,9.91,18.7,44.97,20.11,0.67,1.75,202.47,28.65,163.52,0.92,1.14,9.15,0.15,0.42,1.23,09-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
09-Sep-2018 - 00:00,1.1,78.9,3.17,17.08,20.25,9.92,25.85,43.33,19.75,,2.93,235.77,28.94,196.1,0.88,0.78,9.12,0.13,0.37,1.12,10-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
10-Sep-2018 - 00:00,1.15,79.63,3.38,19.36,22.74,9.21,26.81,51.32,28.69,0.2,6.45,225.01,29.11,208.97,0.95,0.88,8.75,0.14,0.43,1.23,11-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
11-Sep-2018 - 00:00,1.37,87.67,9.52,33.82,43.33,7.74,21.2,57.61,36.22,0.96,4.27,162.82,27.88,222.49,0.7,2.41,8.81,0.22,0.69,1.76,12-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
12-Sep-2018 - 00:00,1.4,84.08,4.67,35.95,40.62,7.02,21.78,75.54,47.14,0.2,4.84,221.79,29.22,222.45,0.66,2.5,8.82,0.2,0.65,1.68,13-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
13-Sep-2018 - 00:00,1.34,80.9,2.78,30.37,33.14,6.9,35.97,91.62,56.73,,7.71,234.73,29.72,224.62,0.67,1.93,8.9,0.18,0.57,1.55,14-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
14-Sep-2018 - 00:00,1.66,85.38,25.17,48.64,73.79,6.02,18.74,89.37,55.75,1.08,3.26,165.99,28.56,185.35,0.3,4.63,8.95,0.46,1.76,3.01,15-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
15-Sep-2018 - 00:00,1.85,86.77,40.82,35.99,76.53,7.07,12.34,97.67,57.86,1.1,2.83,139.62,28.03,147.46,0.22,4.39,8.65,0.31,1.56,2.73,16-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
16-Sep-2018 - 00:00,1.53,83.07,19.69,38.78,58.47,10.44,15.24,97.07,60.13,0.2,1.93,182.12,28.48,112.68,0.24,3.53,10.3,0.29,1.24,2.53,17-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
17-Sep-2018 - 00:00,1.73,80.43,15.54,33.58,49.12,12.27,23.95,108.97,66.89,,2.87,266.9,29.95,108.33,0.21,2.52,10.27,0.28,1.36,2.37,18-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
18-Sep-2018 - 00:00,1.59,76.7,15.06,37.86,52.91,11.26,25.03,103.57,61.1,,2.22,268.29,30.47,100.37,0.27,2.22,7.56,0.22,0.81,1.89,19-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
19-Sep-2018 - 00:00,1.4,75.49,7.72,39.19,46.3,16.53,33.45,111.23,60.05,4.7,2.68,273.72,30.37,69.53,0.44,2.73,6.15,0.18,0.75,1.49,20-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
