from date,CO,RH,NO,NO2,NOx,NH3,Ozone,PM10,PM2.5,RF,SO2,SR,Temp,WD,WS,Benzene,Toluene,O Xylene,MP-Xylene,Eth-Benzene,to date,station
24-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Jan-2018 - 00:00,"Victoria, Kolkata - WBPCB"
25-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Jan-2018 - 00:00,"Victoria, Kolkata - WBPCB"
26-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Jan-2018 - 00:00,"Victoria, Kolkata - WBPCB"
27-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Jan-2018 - 00:00,"Victoria, Kolkata - WBPCB"
28-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Jan-2018 - 00:00,"Victoria, Kolkata - WBPCB"
29-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,30-Jan-2018 - 00:00,"Victoria, Kolkata - WBPCB"
30-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,31-Jan-2018 - 00:00,"Victoria, Kolkata - WBPCB"
31-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
01-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
02-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
03-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
04-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
05-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
06-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,07-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
07-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
08-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,09-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
09-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,10-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
10-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,11-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
11-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,12-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
12-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,13-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
13-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,14-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
14-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,15-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
15-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
16-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,17-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
17-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
18-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,19-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
19-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
20-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
21-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
22-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
23-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
24-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
25-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
26-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
27-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Feb-2018 - 00:00,"Victoria, Kolkata - WBPCB"
28-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
01-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
02-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
03-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
04-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
05-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
06-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,07-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
07-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
08-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,09-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
09-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,10-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
10-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,11-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
11-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,12-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
12-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,13-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
13-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,14-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
14-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,15-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
15-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
16-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,17-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
17-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
18-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,19-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
19-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
20-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
21-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
22-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
23-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
24-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
25-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
26-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
27-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
28-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
29-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,30-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
30-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,31-Mar-2018 - 00:00,"Victoria, Kolkata - WBPCB"
31-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
01-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
02-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
03-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
04-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
05-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
06-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,07-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
07-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
08-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,09-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
09-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,10-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
10-Apr-2018 - 00:00,1.0,,,40.52,,2.44,,57.56,34.49,,25.32,,,,,,,,,,11-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
11-Apr-2018 - 00:00,0.97,69.04,3.19,38.91,49.31,3.45,29.44,49.67,27.89,,25.3,0.0,25.62,183.18,1.2,4.77,1.06,12.21,23.06,16.1,12-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
12-Apr-2018 - 00:00,0.76,72.17,4.22,40.8,44.79,3.59,43.08,43.37,21.64,,5.4,0.0,26.23,191.18,0.84,5.47,1.78,12.38,24.69,17.69,13-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
13-Apr-2018 - 00:00,0.98,74.09,3.08,29.53,32.61,3.84,41.51,45.91,23.07,0.0,0.0,0.0,27.6,204.47,0.85,6.75,2.24,15.77,31.15,22.59,14-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
14-Apr-2018 - 00:00,0.97,69.46,2.77,27.35,30.12,4.17,44.79,42.23,21.27,0.01,0.0,0.0,29.38,228.52,1.18,5.05,2.33,16.41,31.52,22.39,15-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
15-Apr-2018 - 00:00,0.84,60.45,2.5,42.19,44.69,2.85,62.1,55.66,31.02,0.0,0.0,0.0,29.25,223.64,0.04,7.17,2.62,19.6,38.43,27.85,16-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
16-Apr-2018 - 00:00,1.11,68.69,2.64,28.88,31.51,3.46,49.21,50.93,26.74,0.0,0.0,0.0,30.43,214.59,0.0,5.21,1.67,15.11,28.91,20.02,17-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
17-Apr-2018 - 00:00,1.15,72.33,6.23,35.07,41.3,2.21,36.74,20.18,11.89,0.72,0.0,0.0,29.62,198.97,0.0,4.94,1.05,13.64,26.53,17.85,18-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
18-Apr-2018 - 00:00,1.1,77.08,3.73,30.16,33.89,25.33,30.78,0.0,0.0,0.03,0.0,0.0,27.47,172.14,0.0,5.12,0.74,10.23,20.01,13.5,19-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
19-Apr-2018 - 00:00,1.17,78.44,4.02,28.87,32.89,15.21,27.03,0.0,0.0,0.0,0.0,0.0,29.15,212.55,0.0,5.51,1.11,15.35,30.65,20.99,20-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
20-Apr-2018 - 00:00,1.16,78.68,4.35,24.97,29.32,11.95,25.92,0.0,0.0,0.0,0.0,0.0,29.73,199.97,0.0,4.73,0.64,12.87,25.42,17.29,21-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
21-Apr-2018 - 00:00,1.13,78.1,3.26,26.83,30.09,9.49,26.64,0.0,0.0,0.04,0.0,0.0,29.3,196.0,0.0,4.42,0.51,12.03,23.82,16.07,22-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
22-Apr-2018 - 00:00,1.09,77.79,3.09,29.04,32.13,9.7,27.22,0.0,0.0,0.01,0.0,0.0,29.28,179.86,0.0,5.19,0.99,14.56,29.11,20.35,23-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
23-Apr-2018 - 00:00,1.11,73.13,3.13,36.03,39.16,10.58,31.39,0.0,0.0,0.01,0.0,0.0,30.13,199.86,0.0,7.2,1.38,15.98,31.7,22.7,24-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
24-Apr-2018 - 00:00,1.02,62.66,11.27,50.33,61.6,14.2,47.43,0.0,0.0,0.0,0.0,0.0,30.34,206.0,0.0,8.25,2.0,17.85,35.26,25.56,25-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
25-Apr-2018 - 00:00,0.69,73.08,2.6,26.78,29.37,12.58,24.26,0.0,0.0,0.0,0.0,0.0,30.01,195.65,0.0,4.67,0.66,9.26,18.36,12.4,26-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
26-Apr-2018 - 00:00,0.0,67.38,3.05,24.65,27.7,12.04,0.0,0.0,0.0,0.33,0.0,0.0,28.1,165.68,0.0,2.98,0.0,0.7,1.82,1.25,27-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
27-Apr-2018 - 00:00,0.0,59.75,3.3,46.55,49.85,11.54,0.0,0.0,0.0,0.04,0.0,0.0,27.98,151.79,0.0,4.49,0.04,1.07,2.92,1.4,28-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
28-Apr-2018 - 00:00,0.0,61.99,3.31,49.87,53.17,13.9,0.0,0.0,0.0,0.0,0.0,0.0,27.77,180.86,0.0,5.64,0.08,1.25,3.09,1.6,29-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
29-Apr-2018 - 00:00,0.0,70.58,2.76,21.39,24.15,12.22,0.0,0.0,0.0,0.0,0.0,0.0,29.42,184.79,0.0,1.59,0.0,0.47,1.3,0.73,30-Apr-2018 - 00:00,"Victoria, Kolkata - WBPCB"
30-Apr-2018 - 00:00,0.0,79.48,2.88,27.18,30.05,11.54,0.0,0.0,0.0,0.03,0.0,0.0,26.8,142.46,0.0,56.67,78.14,57.32,128.99,57.44,01-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
01-May-2018 - 00:00,0.0,75.41,2.63,32.44,35.07,13.51,0.0,0.0,0.0,0.0,0.0,0.0,27.08,165.38,0.0,2.17,4.44,0.32,0.8,0.44,02-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
02-May-2018 - 00:00,0.0,69.38,2.38,32.63,35.0,12.01,0.0,0.0,0.0,0.0,0.0,0.0,27.88,173.77,0.0,1.61,3.98,0.28,0.72,0.34,03-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
03-May-2018 - 00:00,0.0,68.35,2.51,35.43,37.93,11.46,0.0,0.0,0.0,0.0,0.0,0.0,27.73,191.8,0.0,1.47,3.54,0.23,0.55,0.31,04-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
04-May-2018 - 00:00,0.0,74.54,2.53,28.71,31.23,10.64,0.0,0.0,0.0,0.04,0.0,0.0,28.58,212.79,0.0,1.15,3.32,0.2,0.52,0.28,05-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
05-May-2018 - 00:00,0.0,76.19,2.93,21.78,24.63,8.76,0.0,0.0,0.0,0.0,0.0,0.0,29.64,208.23,0.0,0.79,3.06,0.17,0.43,0.26,06-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
06-May-2018 - 00:00,0.0,76.47,3.02,17.77,20.79,8.82,0.0,0.0,0.0,0.0,0.0,0.0,29.9,201.03,0.0,0.62,2.53,0.12,0.34,0.2,07-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
07-May-2018 - 00:00,0.0,79.11,3.96,25.17,29.12,7.5,0.0,0.0,0.0,0.0,0.0,0.0,30.0,201.44,0.0,1.2,2.98,0.19,0.5,0.27,08-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
08-May-2018 - 00:00,0.0,75.86,3.84,28.47,32.31,6.7,0.0,0.0,0.0,0.0,0.0,0.0,30.3,187.45,0.0,1.5,3.41,0.22,0.59,0.3,09-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
09-May-2018 - 00:00,0.0,76.92,3.49,24.17,27.67,7.19,0.0,0.0,0.0,0.0,0.0,0.0,30.97,201.94,0.0,1.17,2.95,0.19,0.48,0.27,10-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
10-May-2018 - 00:00,0.0,74.43,3.29,30.86,34.14,7.3,0.0,0.0,0.0,0.0,0.0,0.0,29.67,149.43,0.0,1.73,3.92,0.32,0.79,0.42,11-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
11-May-2018 - 00:00,0.0,73.32,3.03,28.48,31.51,13.01,0.0,0.0,0.0,0.02,0.0,0.0,29.05,198.7,0.0,1.65,3.56,0.24,0.55,0.32,12-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
12-May-2018 - 00:00,0.0,67.47,2.49,30.28,32.77,13.32,0.0,0.0,0.0,0.0,0.0,0.0,28.75,158.22,0.0,2.79,3.97,0.35,0.74,0.4,13-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
13-May-2018 - 00:00,0.0,77.86,2.66,25.7,28.36,10.95,0.0,0.0,0.0,0.28,0.0,0.0,27.24,171.11,0.0,0.83,2.96,0.2,0.46,0.25,14-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
14-May-2018 - 00:00,0.0,70.15,33.4,61.95,95.34,8.94,0.0,0.0,0.0,0.0,0.0,0.0,27.46,199.57,0.0,2.04,4.38,0.61,1.37,0.66,15-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
15-May-2018 - 00:00,0.0,73.19,20.36,38.19,58.55,10.23,0.0,0.0,0.0,0.0,0.0,0.0,28.93,206.49,0.0,2.0,4.1,0.55,1.25,0.62,16-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
16-May-2018 - 00:00,0.0,81.6,3.2,37.86,41.06,12.59,0.0,0.0,0.0,0.1,0.0,0.0,25.93,155.47,0.0,2.66,4.53,0.39,1.04,0.51,17-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
17-May-2018 - 00:00,0.0,72.17,2.86,38.23,41.09,14.24,0.0,0.0,0.0,0.0,0.0,0.0,28.04,161.36,0.0,2.19,3.72,0.29,0.68,0.4,18-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
18-May-2018 - 00:00,0.0,80.27,5.67,40.14,45.81,12.15,0.0,0.0,0.0,0.22,0.0,0.0,27.93,198.87,0.0,1.54,3.44,0.33,0.74,0.34,19-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
19-May-2018 - 00:00,0.0,71.56,10.01,32.39,49.54,14.41,0.0,2.29,0.72,0.0,1.31,0.0,29.35,190.36,0.0,2.88,4.2,0.42,1.05,0.73,20-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
20-May-2018 - 00:00,0.0,79.44,0.0,0.0,25.21,10.79,0.0,0.0,0.0,0.0,0.0,0.0,29.81,193.66,0.0,0.82,2.57,0.17,0.42,0.23,21-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
21-May-2018 - 00:00,0.0,74.78,0.0,0.0,33.54,10.27,0.0,0.0,0.0,0.0,0.0,0.0,29.59,209.25,0.0,1.08,2.76,0.2,0.55,0.34,22-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
22-May-2018 - 00:00,0.0,82.14,0.0,0.0,32.44,4.65,0.0,0.0,0.0,0.11,0.0,0.0,28.88,187.19,0.0,1.87,3.28,0.28,0.68,0.33,23-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
23-May-2018 - 00:00,0.0,79.96,0.0,0.0,36.76,10.41,0.0,0.0,0.0,0.0,0.0,0.0,27.64,190.14,0.0,1.21,2.73,0.2,0.54,0.25,24-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
24-May-2018 - 00:00,0.0,77.26,0.0,0.0,25.94,8.84,0.0,0.0,0.0,0.0,0.0,0.0,29.6,196.08,0.0,0.8,2.55,0.18,0.54,0.27,25-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
25-May-2018 - 00:00,0.0,76.42,0.0,0.0,26.04,8.03,0.0,0.0,0.0,0.0,0.0,0.0,29.97,201.82,0.0,0.69,2.37,0.17,0.44,0.23,26-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
26-May-2018 - 00:00,0.0,76.16,0.0,0.0,30.27,7.24,0.0,0.0,0.0,0.0,0.0,0.0,30.28,205.1,0.0,0.72,2.13,0.16,0.41,0.21,27-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
27-May-2018 - 00:00,0.0,73.23,0.0,0.0,27.11,7.68,0.0,0.0,0.0,0.0,0.0,0.0,30.5,200.3,0.0,0.59,1.81,0.13,0.34,0.18,28-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
28-May-2018 - 00:00,0.0,74.42,0.0,0.0,33.86,6.57,4.1,0.0,0.0,0.0,0.0,0.0,30.28,195.38,0.0,0.84,2.14,0.17,0.45,0.21,29-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
29-May-2018 - 00:00,0.0,66.06,0.0,0.0,38.33,9.07,0.0,0.0,0.0,0.0,0.0,0.0,31.76,184.82,0.0,1.08,2.24,0.25,0.53,0.26,30-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
30-May-2018 - 00:00,0.0,74.68,0.0,0.0,28.35,7.21,0.0,0.0,0.0,0.0,0.0,0.0,30.91,196.78,0.0,0.76,2.32,0.15,0.38,0.21,31-May-2018 - 00:00,"Victoria, Kolkata - WBPCB"
31-May-2018 - 00:00,0.0,75.59,0.0,0.0,38.64,6.94,0.0,0.0,0.0,0.02,0.0,0.0,29.74,176.11,0.0,2.94,3.63,0.4,1.0,0.44,01-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
01-Jun-2018 - 00:00,0.0,87.94,0.0,0.0,50.16,8.6,0.0,0.0,0.0,0.25,0.0,0.0,26.61,155.84,0.0,3.56,4.68,0.53,1.34,0.59,02-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
02-Jun-2018 - 00:00,0.0,81.01,0.0,0.0,39.48,9.07,0.0,0.0,0.0,0.0,0.0,0.0,28.27,161.02,0.0,2.86,4.91,0.38,0.93,0.43,03-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
03-Jun-2018 - 00:00,0.0,75.42,0.0,0.0,25.95,7.07,0.0,0.0,0.0,0.0,0.0,0.0,30.45,194.87,0.0,0.92,2.23,0.17,0.43,0.2,04-Jun-2018 - 00:00,"Victoria, Kolkata - WBPCB"
