from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,VWS,to date,station
07-Apr-2018 - 00:00,39.78,0.87,31.11,13.4,67.77,42.47,27.54,5.46,46.26,83.19,0.39,5.84,0.65,31.76,38.17,3.1,204.53,321.55,716.55,0.0,0.01,08-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
08-Apr-2018 - 00:00,52.0,0.92,30.62,10.26,53.75,34.16,32.98,3.47,29.71,58.59,0.19,3.49,0.34,24.85,71.0,0.55,155.5,6.0,732.0,0.0,-0.05,09-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-Apr-2018 - 00:00,38.73,0.0,2.99,25.95,66.65,45.77,86.07,5.04,54.33,119.17,0.15,2.23,0.06,22.35,73.17,1.22,262.0,4.5,721.5,0.0,0.0,10-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-Apr-2018 - 00:00,29.75,0.9,29.1,1.96,37.8,19.07,20.33,5.62,32.47,73.74,0.84,6.99,2.54,29.61,47.23,2.05,197.95,82.45,718.3,0.05,0.0,12-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-Apr-2018 - 00:00,29.87,0.77,18.64,8.52,51.36,32.56,19.42,3.83,29.43,67.83,0.89,6.2,2.38,29.2,50.07,1.11,191.32,226.94,718.25,0.0,0.0,13-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-Apr-2018 - 00:00,29.86,0.85,26.66,7.76,43.32,27.8,16.92,2.96,22.24,54.22,0.09,2.01,0.07,30.57,48.08,1.66,173.73,243.84,718.99,0.0,0.0,14-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-Apr-2018 - 00:00,29.75,0.8,29.62,7.24,41.04,26.27,13.74,2.18,19.44,44.94,0.01,0.99,0.09,31.26,48.68,1.77,192.95,212.93,718.36,0.0,0.0,15-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-Apr-2018 - 00:00,29.7,0.87,17.93,9.27,44.71,29.46,12.71,2.35,29.1,56.62,0.28,2.29,0.42,28.42,63.34,1.6,197.04,122.91,719.23,0.01,0.0,16-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-Apr-2018 - 00:00,29.09,1.01,21.55,11.93,56.13,37.15,13.11,3.11,44.09,92.72,0.43,6.97,1.01,30.3,55.59,0.83,177.02,244.56,720.26,0.0,0.0,17-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-Apr-2018 - 00:00,28.94,0.85,32.86,7.38,47.64,29.87,10.9,2.63,31.75,98.27,0.08,1.65,0.19,31.95,45.25,1.39,185.44,242.26,720.55,0.0,0.0,18-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-Apr-2018 - 00:00,29.46,0.78,31.65,7.1,52.61,32.34,10.02,4.06,35.72,97.57,0.07,3.36,4.21,32.06,43.03,1.47,246.67,235.98,719.24,0.0,0.0,19-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-Apr-2018 - 00:00,29.21,0.88,23.09,8.46,58.54,36.33,14.63,4.19,46.38,125.82,1.32,12.17,2.26,33.02,37.05,1.34,169.11,248.75,715.21,0.0,0.0,20-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
20-Apr-2018 - 00:00,29.49,0.91,27.57,7.69,55.51,34.25,12.21,3.98,36.91,120.9,0.42,7.09,1.86,32.87,36.43,2.51,217.08,255.91,714.52,0.0,0.0,21-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-Apr-2018 - 00:00,29.53,1.15,19.56,16.63,72.85,48.89,32.67,7.06,55.21,149.25,2.18,30.2,8.23,32.36,36.14,1.39,211.85,260.59,715.77,0.0,0.0,22-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-Apr-2018 - 00:00,29.19,0.95,32.18,8.44,54.86,34.36,15.29,3.28,41.36,105.41,0.33,6.09,1.04,31.51,42.22,1.71,203.05,221.32,715.98,0.0,0.0,23-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-Apr-2018 - 00:00,28.82,0.96,43.24,9.43,40.12,25.58,19.35,3.43,31.78,70.17,0.0,0.76,0.0,32.89,41.43,1.83,199.76,239.81,715.79,0.0,0.0,24-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
24-Apr-2018 - 00:00,29.23,0.85,39.64,7.14,51.27,31.66,14.36,4.07,30.97,92.22,0.35,6.69,0.34,33.03,36.05,2.27,180.78,260.1,715.45,0.0,0.0,25-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
25-Apr-2018 - 00:00,29.1,0.75,40.9,6.77,42.17,26.6,12.3,2.63,32.9,73.78,0.08,1.72,0.16,31.59,50.36,1.99,163.92,237.06,714.61,0.0,0.0,26-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
26-Apr-2018 - 00:00,29.23,0.78,44.63,6.9,45.34,28.36,10.02,3.03,37.46,76.18,0.02,1.06,0.1,30.93,45.6,2.07,188.73,221.75,713.8,0.0,0.0,27-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
27-Apr-2018 - 00:00,28.8,0.99,41.65,7.73,47.68,29.26,11.94,3.55,39.66,96.82,0.18,2.66,0.01,32.15,42.16,1.65,158.13,223.3,716.19,0.0,0.0,28-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
28-Apr-2018 - 00:00,29.18,0.79,44.25,6.78,40.72,25.84,9.61,2.58,28.09,70.99,0.0,0.58,0.0,31.8,43.94,2.09,181.28,252.51,716.91,0.0,0.0,29-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
29-Apr-2018 - 00:00,29.75,0.81,42.51,7.29,49.16,30.63,9.84,3.2,32.77,89.72,0.04,2.27,0.41,32.81,39.17,1.82,202.12,245.38,713.5,0.0,0.0,30-Apr-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
30-Apr-2018 - 00:00,29.97,0.87,32.11,8.52,56.91,35.32,15.61,4.46,40.78,115.31,0.4,9.31,1.45,34.31,35.55,2.0,191.97,249.68,711.05,0.0,0.0,01-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
01-May-2018 - 00:00,31.11,0.9,47.27,2.47,41.03,36.73,15.53,3.04,38.48,129.83,0.93,9.76,0.52,35.32,36.18,2.47,220.73,307.58,712.88,0.0,-0.0,02-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
02-May-2018 - 00:00,31.07,0.93,38.15,7.81,43.02,27.68,14.0,3.3,34.17,87.56,0.01,2.9,0.01,32.99,45.7,2.06,154.55,237.59,713.44,0.01,0.0,03-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
03-May-2018 - 00:00,31.31,1.01,44.74,7.3,36.63,23.97,11.69,3.01,30.89,74.33,0.03,1.14,0.0,30.43,54.49,3.42,155.9,221.66,714.78,0.0,0.0,04-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
04-May-2018 - 00:00,31.2,0.96,42.82,7.85,40.43,26.32,7.51,3.12,15.08,35.24,0.0,1.55,0.21,32.92,42.71,2.15,141.79,310.98,716.95,0.01,0.0,05-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
05-May-2018 - 00:00,30.57,0.82,40.96,7.31,38.71,25.09,7.66,6.36,38.38,55.49,0.0,0.27,0.04,31.82,47.52,2.02,146.62,222.97,717.71,0.0,0.0,06-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
06-May-2018 - 00:00,30.69,0.89,37.02,7.15,40.49,25.93,8.15,3.18,30.04,68.06,0.01,0.52,0.0,32.35,46.74,1.98,145.35,180.5,718.19,0.0,0.0,07-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
07-May-2018 - 00:00,30.61,0.82,36.9,7.85,46.86,29.75,8.37,3.78,33.6,87.83,0.21,4.56,0.64,33.21,41.47,2.03,174.16,243.57,716.02,0.0,0.0,08-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
08-May-2018 - 00:00,29.36,2.53,34.43,5.53,54.35,39.49,11.34,3.51,40.46,111.83,0.26,3.72,0.93,34.53,36.42,1.49,195.91,296.74,715.27,0.0,0.0,09-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-May-2018 - 00:00,29.8,0.71,38.52,7.5,54.8,33.75,9.96,3.29,46.77,95.4,0.24,4.99,0.22,30.44,51.53,1.96,150.02,197.49,715.76,0.14,0.0,10-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-May-2018 - 00:00,29.16,0.72,32.64,7.13,45.12,28.38,12.16,3.4,34.72,71.74,0.21,5.96,0.01,31.25,51.85,1.81,154.2,212.09,718.35,0.0,0.0,11-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-May-2018 - 00:00,29.05,0.86,36.1,7.0,44.69,28.09,9.57,2.74,31.29,73.69,0.11,2.11,0.22,32.8,43.64,2.52,171.45,257.28,715.91,0.0,0.0,12-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-May-2018 - 00:00,28.95,1.13,41.36,7.08,44.05,27.79,7.86,2.49,31.26,67.78,0.01,0.91,0.04,31.98,43.55,2.24,163.72,207.98,715.08,0.0,0.0,13-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-May-2018 - 00:00,28.95,1.22,44.18,6.96,47.79,29.7,8.84,2.92,33.28,70.82,0.07,3.01,0.0,31.03,44.6,2.15,166.44,171.88,715.61,0.0,0.0,14-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-May-2018 - 00:00,28.92,1.0,53.59,6.77,36.85,23.77,6.8,3.3,26.68,53.93,0.0,0.29,0.1,30.6,47.55,3.32,170.17,216.1,715.78,0.0,0.0,15-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-May-2018 - 00:00,30.42,1.71,45.11,7.17,38.54,24.88,8.75,3.45,22.8,39.31,0.0,0.22,0.04,30.63,50.4,2.32,171.92,240.29,714.29,0.01,0.0,16-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-May-2018 - 00:00,30.18,1.45,39.25,2.11,47.62,34.21,9.19,3.52,38.9,74.83,0.0,0.58,0.0,31.24,47.61,1.82,160.07,230.43,712.67,0.0,0.0,17-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-May-2018 - 00:00,32.88,1.44,37.67,8.76,48.33,31.08,14.75,5.48,36.77,83.74,0.0,0.98,0.27,31.55,44.84,2.77,187.33,268.67,711.86,0.01,0.0,18-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-May-2018 - 00:00,31.49,1.46,27.87,10.67,55.85,36.25,17.69,4.41,36.67,82.71,0.0,1.7,0.49,33.19,40.5,2.05,231.19,389.81,712.46,0.01,0.0,19-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-May-2018 - 00:00,38.72,1.49,30.73,14.77,60.42,39.42,15.43,5.1,58.96,166.54,0.88,10.57,5.93,33.95,29.0,2.08,286.25,764.25,717.5,0.0,0.2,20-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
20-May-2018 - 00:00,30.13,1.48,43.87,8.98,41.75,26.2,11.86,3.13,42.77,120.75,0.0,2.21,0.17,35.53,34.19,1.52,142.56,91.44,711.92,0.0,0.0,21-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-May-2018 - 00:00,31.05,1.76,52.98,2.29,49.79,27.82,18.6,3.52,57.96,145.22,0.0,2.78,0.12,34.45,40.74,2.14,124.76,225.4,712.52,0.0,-0.01,22-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-May-2018 - 00:00,29.94,0.5,25.88,1.8,46.33,25.66,9.4,2.79,57.14,122.24,0.0,0.66,0.0,30.16,49.6,1.82,186.24,164.26,714.62,0.0,0.0,23-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-May-2018 - 00:00,33.03,1.55,40.17,2.94,63.25,31.7,22.82,5.53,58.66,132.0,0.46,9.35,9.45,33.36,44.13,0.8,196.84,126.18,713.03,0.05,-0.07,24-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
24-May-2018 - 00:00,28.97,1.44,36.07,2.18,43.18,24.24,18.58,3.85,35.33,87.22,0.03,2.65,0.51,34.76,38.63,2.21,179.13,223.0,709.24,0.0,0.0,25-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
25-May-2018 - 00:00,28.91,1.5,47.76,7.25,43.14,27.37,14.67,4.08,44.7,112.53,0.25,3.52,0.23,32.91,46.34,2.11,158.96,216.49,710.9,0.0,0.0,26-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
26-May-2018 - 00:00,28.89,1.35,38.21,7.3,33.96,22.54,11.01,2.37,21.4,57.45,0.0,0.56,0.0,32.59,49.18,2.41,122.73,240.33,711.25,0.0,0.0,27-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
27-May-2018 - 00:00,31.31,1.49,42.11,8.03,41.23,26.7,18.22,4.41,25.5,68.5,0.12,4.24,0.01,28.17,59.35,2.75,190.85,3.95,712.61,0.0,0.0,28-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
28-May-2018 - 00:00,28.97,1.41,41.25,7.16,36.75,23.86,8.89,2.68,29.2,65.24,0.0,0.34,0.0,35.96,38.09,1.93,152.73,313.54,706.11,0.01,-0.0,29-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
29-May-2018 - 00:00,28.65,1.46,37.95,7.31,47.83,29.93,9.49,3.87,37.88,97.82,0.21,4.0,2.02,33.82,43.41,2.11,221.96,253.66,705.57,0.0,0.0,30-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
30-May-2018 - 00:00,29.39,1.39,37.34,7.06,41.15,26.22,8.08,3.47,31.42,77.35,0.0,1.82,0.6,32.56,47.84,2.61,228.14,237.11,707.24,0.0,0.0,31-May-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
31-May-2018 - 00:00,29.56,1.41,33.68,8.36,39.62,26.21,9.71,3.01,29.08,69.74,0.0,0.76,0.03,31.22,53.32,2.95,195.0,265.84,709.86,1.06,0.0,01-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
01-Jun-2018 - 00:00,29.58,1.45,40.86,7.31,45.82,28.87,11.51,3.75,32.68,59.22,0.24,3.36,0.82,30.81,54.98,0.94,210.69,229.61,712.99,0.0,0.0,02-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
02-Jun-2018 - 00:00,29.38,1.54,23.65,2.27,48.52,26.29,18.3,3.91,33.69,59.11,0.06,4.37,0.06,25.78,73.23,1.34,186.22,49.35,712.82,0.78,0.0,03-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
03-Jun-2018 - 00:00,29.54,1.39,34.84,7.97,44.57,28.6,13.25,2.53,30.5,57.72,0.02,0.74,0.17,29.14,61.79,2.18,228.89,241.3,710.61,0.54,0.0,04-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
04-Jun-2018 - 00:00,30.42,1.3,50.87,1.3,37.32,27.57,12.3,8.24,26.85,55.04,0.01,1.61,0.43,29.46,57.91,1.56,236.88,235.46,708.96,0.0,0.0,05-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
05-Jun-2018 - 00:00,30.42,1.4,40.88,6.8,43.06,26.21,10.6,0.95,30.42,62.51,0.0,0.82,1.3,29.95,56.89,2.03,229.62,251.69,709.39,0.0,0.0,06-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
06-Jun-2018 - 00:00,29.21,1.41,25.82,0.78,39.75,21.57,10.46,,21.04,56.61,0.0,1.28,0.7,29.33,60.62,2.62,243.23,158.54,710.99,0.04,0.0,07-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
07-Jun-2018 - 00:00,29.19,1.37,26.71,6.43,37.5,23.59,10.42,3.05,11.35,24.02,0.0,0.73,0.19,27.74,67.57,2.88,239.17,152.19,709.24,0.07,0.0,08-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
08-Jun-2018 - 00:00,28.92,1.38,18.51,6.3,43.05,26.75,9.28,3.34,17.69,35.78,0.0,0.87,0.59,27.65,67.3,2.66,239.98,131.62,706.08,0.0,0.0,09-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-Jun-2018 - 00:00,32.12,1.36,12.71,7.4,44.93,28.22,15.2,4.23,19.93,49.4,0.0,0.98,3.03,27.64,66.47,3.19,257.52,211.1,703.13,0.0,0.0,10-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-Jun-2018 - 00:00,29.89,1.28,8.66,7.44,38.29,24.93,10.07,2.18,14.11,27.09,0.0,0.08,0.14,27.35,66.68,4.35,246.24,188.66,704.85,0.0,0.0,11-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-Jun-2018 - 00:00,31.09,1.44,4.09,13.25,45.28,32.21,16.86,1.94,20.68,52.52,0.0,0.03,0.0,26.56,71.98,3.83,254.4,177.47,706.36,0.02,0.0,12-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-Jun-2018 - 00:00,31.27,0.97,12.44,1.05,33.09,16.2,19.52,1.78,31.57,96.54,0.0,0.0,0.0,32.1,50.8,4.8,258.05,283.77,705.3,0.0,0.0,13-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-Jun-2018 - 00:00,29.23,1.04,7.57,0.51,34.47,18.29,8.72,2.71,27.97,79.98,0.0,0.1,0.0,31.61,50.63,3.88,248.12,344.35,706.59,0.03,0.0,14-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-Jun-2018 - 00:00,29.62,1.03,5.57,0.91,42.78,22.63,12.03,1.76,28.74,83.21,0.0,0.0,0.0,29.93,56.6,3.85,253.81,239.8,709.14,0.0,0.0,15-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-Jun-2018 - 00:00,31.08,1.2,10.12,0.82,35.73,19.18,12.97,6.18,27.8,82.78,0.0,0.35,0.01,31.8,47.82,3.89,230.59,304.82,711.52,0.0,0.0,16-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-Jun-2018 - 00:00,28.91,1.33,6.4,0.55,45.19,23.88,9.61,3.44,22.74,58.86,0.0,0.34,0.07,29.72,54.13,4.03,248.87,312.61,712.91,0.0,0.0,17-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-Jun-2018 - 00:00,,1.26,7.71,0.38,35.34,18.59,5.82,2.72,18.2,52.18,0.0,0.01,0.0,,,,,,,0.0,,18-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-Jun-2018 - 00:00,27.47,1.25,8.6,0.35,36.51,18.9,6.13,2.66,16.51,51.96,0.0,0.18,0.0,29.65,55.34,4.86,220.34,228.16,709.4,0.01,0.0,19-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-Jun-2018 - 00:00,27.78,1.31,10.27,0.39,40.05,21.13,6.28,3.32,10.58,28.81,0.0,0.62,0.09,28.84,58.73,3.56,219.26,256.64,708.67,0.0,0.0,20-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
20-Jun-2018 - 00:00,27.93,1.28,11.05,0.44,41.07,21.63,5.71,3.11,6.41,21.34,0.0,0.49,0.0,30.52,53.53,2.64,206.48,272.77,708.06,0.0,0.0,21-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-Jun-2018 - 00:00,27.82,1.38,11.45,0.4,44.06,23.24,6.01,3.41,8.71,30.98,0.0,0.79,0.63,30.23,54.99,2.42,221.38,245.08,707.59,0.0,0.0,22-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-Jun-2018 - 00:00,28.69,0.98,8.77,0.45,50.89,25.8,9.41,2.8,20.05,45.32,0.44,3.99,0.77,27.58,68.8,2.05,234.23,165.79,707.79,0.1,0.0,23-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-Jun-2018 - 00:00,28.3,0.41,9.1,3.22,46.14,26.15,9.23,2.83,13.32,26.41,0.08,1.09,0.09,26.56,74.09,2.1,224.5,136.04,708.51,0.53,0.0,24-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
24-Jun-2018 - 00:00,27.5,0.3,7.29,5.02,41.46,25.12,8.66,1.81,14.61,33.78,0.0,0.02,0.0,27.64,64.66,3.32,233.23,210.51,709.95,0.01,0.0,25-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
25-Jun-2018 - 00:00,27.81,0.37,7.2,3.46,48.68,27.98,13.42,2.4,16.27,37.26,0.04,0.16,0.0,28.06,61.88,4.36,231.52,239.31,708.94,0.0,0.0,26-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
26-Jun-2018 - 00:00,27.86,0.36,7.65,8.92,58.95,36.83,15.4,2.98,14.86,39.59,0.0,0.0,0.0,28.07,61.08,4.85,239.15,184.94,707.09,0.0,0.0,27-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
27-Jun-2018 - 00:00,27.95,0.32,7.51,9.0,61.17,38.06,14.1,1.7,14.57,44.18,0.0,0.01,0.0,27.89,62.14,4.52,235.27,187.57,705.71,0.0,0.0,28-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
28-Jun-2018 - 00:00,29.1,0.38,10.55,9.0,50.71,32.49,15.71,3.5,15.7,45.62,0.34,6.58,0.32,28.2,60.78,4.38,227.06,161.51,707.69,0.0,0.0,29-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
29-Jun-2018 - 00:00,27.7,0.31,7.8,9.54,62.2,38.92,14.64,2.5,14.54,53.04,0.59,5.97,0.48,28.4,60.22,3.02,209.65,222.52,710.93,0.0,0.0,30-Jun-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
30-Jun-2018 - 00:00,27.93,0.42,7.65,10.12,70.63,43.78,13.15,2.44,17.42,46.43,0.99,9.19,1.13,29.18,56.96,2.55,234.64,263.24,712.86,0.0,0.0,01-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
01-Jul-2018 - 00:00,28.21,0.32,8.57,9.31,72.96,44.51,10.87,3.04,11.5,32.66,0.89,9.54,0.74,28.71,57.99,2.72,225.14,190.95,713.64,0.0,0.0,02-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
02-Jul-2018 - 00:00,27.86,0.36,9.19,11.2,60.65,39.11,10.9,2.56,10.99,30.45,1.1,11.83,0.57,29.02,58.82,3.62,227.64,246.49,712.08,0.0,0.0,03-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
03-Jul-2018 - 00:00,27.72,0.39,7.43,8.12,59.0,36.36,8.78,3.24,13.24,35.57,1.0,3.51,0.71,27.45,61.84,4.32,236.3,144.55,713.31,0.0,0.0,04-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
04-Jul-2018 - 00:00,27.79,0.33,6.95,8.72,54.65,34.42,8.61,2.36,13.39,52.64,0.76,2.59,0.32,28.57,58.85,4.78,238.64,179.75,713.56,0.0,0.0,05-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
05-Jul-2018 - 00:00,27.9,0.35,6.38,9.27,58.04,36.55,8.0,3.34,10.03,30.15,0.84,8.08,0.7,27.05,65.2,4.33,243.16,163.55,712.99,0.0,0.0,06-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
06-Jul-2018 - 00:00,33.99,0.43,5.39,12.03,65.59,42.24,11.26,5.06,16.57,50.07,3.38,29.1,52.46,23.92,80.73,2.6,240.81,2.12,710.12,0.12,0.0,07-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
07-Jul-2018 - 00:00,27.54,0.41,5.89,10.87,67.56,42.58,7.45,2.46,18.92,43.81,3.04,35.99,53.6,24.9,78.09,2.19,261.69,53.22,706.26,0.18,0.0,08-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
08-Jul-2018 - 00:00,27.66,0.37,6.44,9.55,62.21,38.94,6.94,2.64,12.81,31.76,1.51,6.58,9.07,25.1,76.77,3.14,256.08,59.58,706.29,0.03,0.0,09-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-Jul-2018 - 00:00,27.73,0.38,7.53,8.24,57.64,35.71,7.65,1.93,13.29,31.83,1.24,5.29,8.66,25.4,73.8,4.06,252.82,115.44,705.58,0.07,0.0,10-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-Jul-2018 - 00:00,27.74,0.4,6.77,8.94,54.57,34.52,8.0,2.93,15.54,40.06,0.69,2.9,1.13,25.64,72.91,4.77,239.31,148.77,707.68,0.01,0.0,11-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-Jul-2018 - 00:00,27.8,0.39,6.52,9.17,55.85,35.33,7.78,3.39,18.07,43.12,1.1,11.01,26.54,25.78,72.0,4.7,241.95,112.16,707.64,0.11,0.0,12-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-Jul-2018 - 00:00,29.03,0.29,5.39,10.99,59.65,38.45,7.17,4.22,8.66,14.57,0.79,3.44,2.16,23.68,82.62,3.89,237.04,49.95,706.28,0.58,0.0,13-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-Jul-2018 - 00:00,27.61,0.35,6.03,9.33,51.18,32.91,6.84,1.84,10.21,23.31,0.7,2.34,0.59,25.11,75.92,4.15,242.47,118.52,706.59,0.05,0.0,14-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-Jul-2018 - 00:00,27.72,0.4,4.88,11.39,62.98,40.47,6.37,2.47,14.29,38.41,1.44,3.91,2.17,25.15,77.56,3.34,247.73,85.24,705.08,0.08,0.0,15-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-Jul-2018 - 00:00,27.85,0.35,5.21,9.18,55.59,35.2,7.36,2.49,13.04,33.84,0.64,3.23,0.44,25.57,75.8,4.29,236.36,98.7,703.25,0.07,0.0,16-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
