from date,NO2,NOx,NH3,NO,SO2,CO,PM2.5,PM10,Benzene,O Xylene,MP-Xylene,Toluene,Ozone,Temp,VWS,SR,RH,RF,WD,WS,BP,to date,station
21-Dec-2018 - 00:00,38.83,65.32,33.93,30.53,4.05,0.84,76.89,156.57,6.49,2.57,3.9,12.72,21.89,18.81,0.01,143.59,80.06,0.0,209.36,0.26,,22-Dec-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Dec-2018 - 00:00,43.97,80.26,31.65,38.44,3.9,0.96,87.99,187.54,7.84,3.27,5.57,15.25,22.36,19.29,0.01,175.5,77.76,0.0,193.98,0.36,,23-Dec-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Dec-2018 - 00:00,41.04,74.57,32.66,37.49,15.12,0.87,75.9,180.61,6.04,3.21,4.99,15.23,16.37,17.98,0.01,104.55,80.0,0.0,233.53,0.22,,24-Dec-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Dec-2018 - 00:00,34.46,54.56,33.8,20.21,3.3,0.65,73.81,135.83,6.4,2.81,4.12,12.82,24.74,18.81,0.01,180.64,76.59,0.0,217.89,0.29,,25-Dec-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Dec-2018 - 00:00,38.19,58.82,32.39,21.41,4.05,0.77,105.28,177.51,6.84,1.59,2.93,12.56,24.98,17.77,0.01,156.93,79.04,0.0,234.09,0.27,,26-Dec-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Dec-2018 - 00:00,43.81,71.24,31.54,27.43,3.51,1.05,120.73,223.45,8.09,2.37,3.91,13.16,28.84,17.51,0.01,140.7,79.3,0.0,216.51,0.28,,27-Dec-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Dec-2018 - 00:00,45.64,66.32,75.36,20.68,3.46,0.71,127.29,208.98,8.85,2.79,3.93,11.74,27.45,17.36,0.01,134.98,78.95,0.0,233.44,0.23,,28-Dec-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Dec-2018 - 00:00,49.41,76.09,42.79,28.09,4.6,0.9,132.15,249.45,7.36,1.71,3.22,12.37,25.17,16.13,0.01,109.93,79.44,0.0,187.41,0.46,,29-Dec-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
29-Dec-2018 - 00:00,46.29,81.93,31.01,35.65,4.55,1.2,105.19,230.31,7.22,2.44,4.3,13.93,30.42,16.77,0.01,169.15,70.88,0.0,215.91,0.38,,30-Dec-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Dec-2018 - 00:00,47.7,88.61,41.47,43.83,15.82,0.88,84.36,218.58,6.63,2.32,4.37,13.71,30.9,17.09,0.01,174.05,71.75,0.0,221.89,0.32,,31-Dec-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
31-Dec-2018 - 00:00,55.44,103.15,65.97,47.7,2.99,1.36,207.24,481.83,13.94,3.7,7.2,16.07,7.01,13.22,0.01,15.85,92.78,0.0,236.77,0.13,,01-Jan-2019 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
