from date,NO2,NOx,NH3,NO,SO2,CO,PM2.5,PM10,Benzene,O Xylene,MP-Xylene,Toluene,Ozone,Temp,VWS,SR,RH,RF,WD,WS,BP,to date,station
01-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
29-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,31-Jan-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
31-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Feb-2018 - 00:00,27.77,32.85,80.68,7.09,5.9,0.19,130.51,150.81,5.38,3.17,5.23,49.4,43.49,19.45,0.01,245.55,73.81,0.0,115.51,0.36,,02-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Feb-2018 - 00:00,14.65,17.59,56.0,2.94,7.57,0.55,152.7,234.83,4.77,2.24,5.03,50.26,98.47,22.82,0.0,384.25,59.5,0.0,204.88,0.72,,03-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Feb-2018 - 00:00,,,,,,,263.06,313.5,,,,,1.14,,0.01,,94.78,0.0,,,,04-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Feb-2018 - 00:00,,112.72,,,1.33,,142.85,170.17,,3.83,,,,15.24,,,,0.0,2.91,0.09,,05-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Feb-2018 - 00:00,,,,,,,375.54,,,,,91.95,,,,,,,,,,06-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Feb-2018 - 00:00,44.54,66.09,45.13,21.55,5.62,1.02,149.16,266.0,24.39,8.99,32.33,81.32,23.05,20.63,0.01,97.67,75.56,0.0,99.14,0.46,,07-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Feb-2018 - 00:00,38.22,63.28,69.59,25.09,5.05,0.82,208.1,277.41,10.97,4.04,9.69,53.01,32.67,19.5,0.01,116.7,83.28,0.0,170.38,0.4,,08-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Feb-2018 - 00:00,35.26,63.55,84.57,28.29,3.04,0.77,291.03,362.0,14.46,4.32,11.78,60.36,9.51,18.0,0.02,97.59,90.56,0.0,173.61,0.3,,09-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Feb-2018 - 00:00,41.77,78.4,77.29,36.64,5.09,0.8,230.2,288.13,13.83,4.07,13.5,56.43,28.05,18.18,0.01,133.35,81.98,0.0,136.97,0.36,,10-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Feb-2018 - 00:00,44.8,80.95,75.85,36.14,4.6,0.92,197.77,279.01,10.76,4.36,12.47,58.59,30.42,18.18,0.01,121.82,79.33,0.0,163.67,0.38,,11-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Feb-2018 - 00:00,43.28,64.09,82.9,20.82,5.28,0.74,150.45,220.93,7.83,4.16,9.8,54.89,39.77,19.68,0.01,142.26,69.26,0.0,138.26,0.64,,12-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Feb-2018 - 00:00,37.6,60.3,65.36,22.71,4.98,0.58,120.04,188.84,11.99,3.5,14.58,56.96,35.62,20.49,0.01,144.06,66.17,0.0,180.98,0.38,,13-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Feb-2018 - 00:00,30.13,40.56,53.1,10.43,5.0,0.68,136.09,210.93,5.67,1.63,3.48,32.86,39.78,20.24,0.01,136.66,72.28,0.0,193.72,0.39,,14-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Feb-2018 - 00:00,29.4,40.9,44.22,11.5,4.38,0.68,164.05,209.41,6.49,1.58,3.22,28.2,27.62,19.4,0.01,145.84,78.81,0.0,201.99,0.48,,15-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Feb-2018 - 00:00,41.66,66.05,52.04,24.93,5.27,0.89,97.74,175.73,6.57,2.17,7.41,41.21,31.47,19.73,0.01,174.33,72.7,0.0,172.72,0.45,,16-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Feb-2018 - 00:00,38.33,58.73,69.01,20.4,7.33,0.61,142.32,210.96,13.33,2.62,14.3,52.9,33.93,20.54,0.01,158.27,74.93,0.0,203.62,0.35,,17-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Feb-2018 - 00:00,34.31,45.26,59.8,10.95,5.06,0.75,132.79,193.03,6.12,2.17,4.29,37.71,40.07,20.26,0.01,143.64,76.35,0.0,200.16,0.38,,18-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Feb-2018 - 00:00,37.51,63.87,72.73,26.36,6.52,0.96,192.02,254.48,8.95,2.51,7.58,45.79,41.26,20.08,0.01,125.33,79.16,0.0,189.24,0.33,,19-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Feb-2018 - 00:00,39.0,70.92,70.02,31.92,4.94,0.99,176.03,284.87,9.69,3.16,11.56,60.66,41.05,20.24,0.01,142.87,76.3,0.0,206.78,0.29,,20-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Feb-2018 - 00:00,41.24,64.21,88.92,22.97,4.58,0.78,163.67,256.55,8.6,3.15,11.2,69.72,37.42,21.3,0.01,134.58,70.44,0.0,117.65,0.51,,21-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Feb-2018 - 00:00,42.52,65.52,72.67,22.99,4.19,0.75,159.09,247.75,9.23,3.29,10.86,60.61,33.48,21.22,0.01,142.97,73.04,0.0,173.7,0.35,,22-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Feb-2018 - 00:00,41.97,65.41,69.67,23.44,4.71,0.78,153.73,236.28,17.05,3.09,23.82,70.06,41.6,21.22,0.01,147.5,69.24,0.0,169.31,0.5,,23-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Feb-2018 - 00:00,34.89,44.64,64.46,9.75,4.58,0.61,113.03,183.01,4.88,1.87,6.74,39.79,50.9,22.68,0.01,151.81,58.21,0.0,104.59,0.65,,24-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Feb-2018 - 00:00,30.32,39.52,63.52,9.19,4.17,0.77,92.65,148.05,4.13,2.17,5.76,41.86,41.71,22.43,0.01,143.94,65.74,0.0,80.75,0.82,,25-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Feb-2018 - 00:00,32.87,42.37,73.37,9.5,3.38,0.89,112.33,173.97,5.13,2.52,7.62,45.87,38.36,22.96,0.01,138.97,66.65,0.0,106.56,0.64,,26-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Feb-2018 - 00:00,21.33,26.53,61.35,5.13,2.58,0.58,75.29,110.44,2.61,1.85,3.12,35.34,50.52,22.11,0.01,146.96,69.69,0.0,82.06,0.99,,27-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Feb-2018 - 00:00,25.68,33.98,56.22,8.31,2.09,0.88,53.19,86.63,3.37,1.83,4.67,36.79,38.39,21.39,0.01,162.85,73.27,0.0,80.96,0.73,,28-Feb-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Feb-2018 - 00:00,29.71,45.66,78.85,15.95,3.57,0.67,54.13,138.19,5.75,2.8,5.78,43.72,34.82,22.56,0.01,170.78,71.92,0.0,223.42,0.36,,01-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Mar-2018 - 00:00,30.84,46.88,93.35,16.04,5.26,0.87,31.31,223.4,8.13,3.59,8.66,56.22,30.91,22.74,0.01,133.59,77.09,0.0,153.82,0.43,,02-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Mar-2018 - 00:00,14.86,19.62,70.19,4.77,1.78,0.53,50.5,109.89,3.38,2.09,3.02,40.1,51.78,22.26,0.01,133.04,80.85,0.0,78.51,0.93,,03-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Mar-2018 - 00:00,18.95,23.49,50.46,4.54,1.99,0.79,79.43,106.2,3.69,1.72,3.57,34.64,51.62,23.18,0.01,170.86,71.97,0.0,111.2,0.57,,04-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Mar-2018 - 00:00,20.56,26.13,61.49,5.57,2.42,0.81,72.13,106.27,3.8,1.96,4.38,39.55,48.31,22.88,0.01,163.94,75.48,0.0,68.59,0.82,,05-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Mar-2018 - 00:00,19.28,25.14,52.26,5.86,3.09,0.71,74.28,115.94,8.01,1.94,9.28,43.96,45.14,22.65,0.01,154.57,79.11,0.04,112.34,0.79,,06-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Mar-2018 - 00:00,19.64,26.87,45.09,7.23,3.59,0.74,69.06,121.26,2.5,1.35,2.3,32.54,52.94,22.94,0.01,217.85,66.58,0.0,148.19,0.8,,07-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Mar-2018 - 00:00,37.3,53.06,47.77,15.76,7.54,0.86,124.21,204.2,6.28,2.21,6.05,42.17,40.48,22.13,-0.0,187.47,66.46,0.0,111.22,0.82,,08-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Mar-2018 - 00:00,32.03,43.26,43.6,11.24,6.94,0.75,110.17,187.25,5.32,1.8,4.68,36.32,51.85,23.82,0.01,185.96,62.22,0.0,132.4,0.55,,09-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Mar-2018 - 00:00,29.53,40.65,53.34,11.12,5.15,0.56,124.72,190.72,11.35,2.09,11.57,43.35,51.26,23.66,0.01,173.58,65.72,0.0,197.51,0.51,,10-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Mar-2018 - 00:00,34.42,41.4,45.45,7.02,5.59,0.91,111.19,168.89,5.64,1.78,3.86,33.18,51.44,23.75,0.01,172.15,62.43,0.0,171.23,0.53,,11-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Mar-2018 - 00:00,32.81,40.04,57.89,7.22,3.18,0.45,98.17,126.91,4.03,1.84,3.42,38.63,46.3,22.87,-0.01,152.38,68.53,0.05,84.38,1.07,,12-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Mar-2018 - 00:00,29.14,35.69,44.28,7.08,20.95,0.55,61.0,81.78,2.27,1.2,2.16,33.29,58.16,22.48,-0.04,188.43,69.27,0.56,68.62,1.43,,13-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Mar-2018 - 00:00,41.51,60.57,38.63,19.06,13.26,0.96,57.57,75.28,4.56,1.48,4.5,47.26,28.54,21.67,0.01,139.71,72.94,0.01,103.76,0.74,,14-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Mar-2018 - 00:00,44.15,80.88,52.37,37.56,6.15,0.98,101.29,157.45,10.16,2.48,12.67,64.24,39.75,22.9,0.01,192.99,73.85,0.0,133.21,0.52,,15-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Mar-2018 - 00:00,41.48,55.45,54.23,13.96,6.31,0.77,137.08,169.33,7.02,2.16,6.23,48.42,34.84,23.91,0.01,166.34,75.3,0.0,165.25,0.42,,16-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Mar-2018 - 00:00,36.84,55.72,42.87,19.41,7.96,0.97,136.04,186.68,9.58,1.48,9.31,39.49,42.67,24.24,0.01,180.16,69.58,0.0,193.98,0.47,,17-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Mar-2018 - 00:00,43.92,72.21,48.53,27.26,7.61,0.93,137.88,223.73,7.28,1.61,4.49,42.44,41.58,23.25,-0.01,183.52,65.67,0.0,139.12,0.72,,18-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Mar-2018 - 00:00,48.03,79.7,52.06,31.67,6.45,1.05,152.92,220.55,8.73,2.03,5.08,48.13,41.9,22.85,0.0,183.22,60.48,0.0,187.51,0.47,,19-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Mar-2018 - 00:00,56.04,91.29,56.16,35.25,7.4,1.95,234.47,312.34,12.4,2.72,5.09,47.09,45.41,23.41,0.01,183.43,62.56,0.0,143.2,0.45,,20-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Mar-2018 - 00:00,60.31,93.77,48.58,33.46,6.98,1.4,239.08,322.39,17.01,3.31,10.67,58.26,41.19,23.58,0.01,171.16,68.23,0.0,172.08,0.4,,21-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Mar-2018 - 00:00,58.09,90.14,58.45,32.05,8.12,0.91,235.69,317.28,12.99,4.27,7.85,55.94,38.14,24.69,0.01,153.52,67.69,0.0,162.2,0.44,,22-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Mar-2018 - 00:00,48.7,64.8,52.0,16.11,6.59,0.69,159.58,237.37,7.15,2.83,4.59,51.17,50.36,25.1,-0.0,168.03,64.93,0.0,122.88,0.66,,23-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Mar-2018 - 00:00,33.6,39.21,47.46,5.61,5.15,0.72,97.36,136.24,8.11,2.19,7.93,46.94,66.19,25.55,-0.02,164.96,62.28,0.0,59.29,1.1,,24-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Mar-2018 - 00:00,26.61,31.87,52.72,5.26,5.04,0.67,133.31,136.34,3.87,2.01,2.15,38.05,66.1,25.61,-0.01,187.48,62.89,0.0,97.45,0.9,,25-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Mar-2018 - 00:00,34.43,41.73,53.79,7.3,6.65,0.96,100.01,152.92,4.89,2.26,1.58,41.43,58.74,25.38,-0.03,174.58,66.0,0.0,121.38,0.73,,26-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Mar-2018 - 00:00,34.42,44.01,50.88,9.97,5.32,0.56,118.53,189.26,4.48,2.06,1.92,41.79,71.1,25.02,-0.08,167.43,61.29,0.0,104.46,0.9,,27-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Mar-2018 - 00:00,29.36,34.12,44.28,4.81,3.59,0.8,82.62,121.42,6.24,1.79,5.96,41.67,66.03,24.57,-0.09,173.26,61.21,0.0,80.43,1.17,,28-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Mar-2018 - 00:00,41.36,49.67,49.19,8.31,5.65,0.8,101.33,150.28,5.3,2.14,2.19,41.69,48.31,24.77,0.0,172.26,64.55,0.0,112.87,0.63,,29-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
29-Mar-2018 - 00:00,35.3,42.71,50.4,7.41,3.42,0.54,102.28,148.31,4.19,2.04,1.91,38.41,47.3,23.94,-0.1,152.84,69.6,0.0,84.86,1.14,,30-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Mar-2018 - 00:00,29.64,36.55,50.44,6.91,2.9,0.7,53.71,80.49,6.74,1.86,7.09,43.15,43.78,21.37,-0.08,115.64,77.24,0.02,76.57,1.11,,31-Mar-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
31-Mar-2018 - 00:00,32.05,39.9,53.42,7.85,3.17,0.73,41.48,66.94,2.09,1.9,1.24,40.77,51.87,23.21,-0.1,198.97,63.88,0.0,76.5,1.27,,01-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Apr-2018 - 00:00,38.34,48.19,50.86,9.85,3.57,1.0,65.22,93.12,3.89,2.11,0.96,43.28,53.99,25.44,-0.03,213.46,54.1,0.0,88.43,1.01,,02-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Apr-2018 - 00:00,36.94,46.47,51.8,9.52,4.98,0.79,97.37,144.42,4.25,2.03,1.26,36.32,43.13,25.33,-0.04,194.93,64.34,0.02,178.1,0.62,,03-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Apr-2018 - 00:00,39.7,50.7,46.89,11.0,5.69,0.91,110.43,161.68,5.42,1.99,0.79,40.4,51.88,25.84,0.01,212.38,64.27,0.0,224.52,0.47,,04-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Apr-2018 - 00:00,48.63,68.42,46.2,19.78,5.21,0.71,127.92,199.18,10.18,2.47,5.84,53.08,39.61,25.13,0.01,133.14,66.46,0.0,152.4,0.5,,05-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Apr-2018 - 00:00,44.11,57.59,45.13,13.71,3.4,0.69,101.39,157.46,5.43,2.5,0.67,40.85,34.41,23.69,-0.02,131.72,70.86,0.0,181.09,0.54,,06-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Apr-2018 - 00:00,33.8,41.73,50.18,7.93,8.05,0.67,102.74,115.83,7.55,2.03,6.43,45.77,50.49,24.55,-0.02,208.13,70.94,0.0,109.35,0.73,,07-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Apr-2018 - 00:00,28.97,34.42,45.8,5.47,10.19,0.7,76.95,98.26,2.68,1.61,1.09,38.66,57.15,26.02,-0.04,183.06,64.04,0.0,79.99,1.1,,08-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Apr-2018 - 00:00,25.27,31.66,55.43,6.39,14.77,0.81,45.59,80.31,2.13,1.99,2.26,37.17,48.02,25.64,-0.05,190.81,66.29,0.19,65.54,1.29,,09-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Apr-2018 - 00:00,24.86,31.83,46.86,6.96,2.07,0.83,43.39,56.63,2.5,1.76,1.54,36.14,34.88,24.65,-0.01,226.91,76.28,0.04,81.77,0.7,,10-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Apr-2018 - 00:00,28.72,36.18,46.54,7.46,26.99,0.75,47.3,71.63,2.63,1.71,1.72,33.47,43.66,24.59,-0.03,182.58,78.47,0.1,100.72,0.81,,11-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Apr-2018 - 00:00,22.71,27.34,44.49,4.77,0.0,0.72,27.8,50.53,1.79,1.46,1.55,31.87,51.12,23.96,-0.04,217.54,80.56,0.03,85.87,0.95,,12-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Apr-2018 - 00:00,25.35,30.77,44.94,5.42,,0.81,28.39,48.35,4.24,1.63,4.77,38.02,46.58,23.68,-0.03,205.08,81.36,0.17,78.71,0.85,,13-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Apr-2018 - 00:00,21.61,26.2,44.27,4.58,,0.84,30.7,51.9,1.8,1.51,0.9,35.42,57.71,23.35,-0.01,201.91,82.65,0.0,87.21,0.89,,14-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Apr-2018 - 00:00,27.46,37.01,47.51,9.54,,0.84,39.99,70.58,2.53,1.91,0.76,40.72,51.36,25.12,-0.03,233.69,70.81,0.0,98.8,0.81,,15-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Apr-2018 - 00:00,21.87,26.82,53.03,4.95,,0.73,42.67,77.45,1.96,1.79,0.9,38.8,56.62,25.07,-0.04,215.54,73.81,0.0,77.31,0.99,,16-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Apr-2018 - 00:00,27.64,33.01,43.85,5.37,,0.86,43.32,77.8,2.18,1.6,0.76,35.22,51.2,26.22,-0.01,220.01,68.34,0.0,75.16,0.95,,17-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Apr-2018 - 00:00,28.44,33.91,41.12,5.47,,0.73,41.42,74.2,5.69,1.52,5.89,39.99,51.11,25.2,-0.03,166.06,69.54,0.04,119.59,0.97,,18-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Apr-2018 - 00:00,25.03,30.27,41.89,5.21,,0.76,26.25,53.19,1.57,1.31,0.83,32.77,51.45,25.12,-0.11,194.96,67.04,0.0,62.81,1.26,,19-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Apr-2018 - 00:00,24.13,29.68,49.24,5.55,,0.82,27.12,50.88,1.64,1.63,0.48,36.38,50.48,24.1,-0.07,201.79,75.23,0.03,66.58,1.04,,20-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Apr-2018 - 00:00,25.55,32.31,57.77,6.77,,0.81,37.86,67.32,1.7,1.9,0.67,38.09,40.45,24.67,-0.04,196.38,77.55,0.0,90.82,0.89,,21-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Apr-2018 - 00:00,20.52,26.57,60.36,6.05,,0.85,39.66,68.32,1.88,2.02,0.73,39.14,37.06,25.15,-0.03,218.47,80.52,0.0,97.3,0.89,,22-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Apr-2018 - 00:00,19.16,24.29,60.22,5.13,,0.87,40.21,71.64,1.81,1.93,0.43,37.68,48.66,25.21,-0.03,172.94,80.45,0.0,90.03,0.81,,23-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Apr-2018 - 00:00,22.62,27.4,45.36,4.77,1.5,0.77,52.42,109.01,2.01,1.45,0.61,30.83,54.28,26.07,-0.05,200.56,75.79,0.0,86.14,0.98,,24-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Apr-2018 - 00:00,24.12,28.22,37.07,4.09,2.47,0.73,46.14,104.65,1.83,1.13,0.43,30.78,63.49,26.19,-0.05,227.13,69.6,0.0,76.07,1.04,,25-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Apr-2018 - 00:00,27.13,31.3,34.96,4.17,5.8,0.75,45.55,89.94,1.91,1.04,0.44,31.25,74.95,25.35,-0.08,190.7,64.6,0.0,57.15,1.16,,26-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
