from date,Temp,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,VWS,to date,station
03-Aug-2018 - 00:00,32.22,2.81,11.01,13.89,37.54,31.26,6.21,57.48,1.02,1.37,0.89,25.63,96.74,1.39,204.27,67.98,739.8,0.3,0.01,04-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Aug-2018 - 00:00,32.06,3.0,12.6,14.92,39.81,33.31,6.65,62.0,1.02,1.34,0.89,28.43,87.59,1.33,167.65,156.39,739.27,0.01,-0.01,05-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Aug-2018 - 00:00,32.88,2.03,8.39,10.72,39.12,29.5,4.67,59.99,1.03,1.31,0.87,28.05,87.73,0.95,162.46,78.2,739.76,0.0,-0.01,06-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Aug-2018 - 00:00,33.59,2.34,12.86,12.94,40.92,32.29,5.42,56.1,1.07,1.36,0.89,28.59,87.63,1.01,182.13,155.07,738.74,0.12,-0.02,07-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Aug-2018 - 00:00,36.22,1.56,29.69,6.61,30.27,30.35,3.71,35.93,1.13,1.49,0.99,28.51,88.62,1.46,123.65,138.61,738.1,0.0,-0.03,08-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Aug-2018 - 00:00,36.35,1.38,31.46,3.59,27.77,17.68,4.9,29.89,1.15,1.5,0.99,29.56,84.76,2.87,146.87,214.29,738.4,0.0,-0.12,09-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Aug-2018 - 00:00,34.51,1.37,20.95,17.67,31.87,30.65,5.01,36.98,1.1,1.44,0.97,29.94,83.15,2.68,148.6,198.64,740.74,0.0,-0.1,10-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Aug-2018 - 00:00,32.71,1.9,12.92,16.97,41.1,35.23,5.24,42.96,1.09,1.41,0.94,31.32,79.59,1.16,147.56,184.01,740.1,0.0,-0.03,11-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Aug-2018 - 00:00,33.4,1.87,7.86,4.43,43.98,26.91,5.26,33.26,1.08,1.4,0.94,28.59,90.45,1.9,195.62,98.23,737.8,0.27,-0.0,12-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Aug-2018 - 00:00,33.61,1.61,15.81,3.91,37.45,23.06,3.93,31.65,1.1,1.4,0.9,27.08,96.95,1.37,214.51,66.94,736.32,0.02,-0.0,13-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Aug-2018 - 00:00,32.72,1.49,16.57,3.6,35.74,21.9,4.84,33.2,1.29,3.78,3.41,27.46,93.3,1.31,213.05,140.06,737.26,0.34,-0.01,14-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Aug-2018 - 00:00,32.78,2.35,22.79,10.01,40.46,29.54,6.28,35.67,2.14,12.18,11.64,28.99,88.51,1.04,133.26,192.61,737.73,0.0,-0.02,15-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Aug-2018 - 00:00,31.89,1.53,13.39,5.92,29.3,20.36,5.31,28.55,1.99,10.89,10.32,27.67,93.57,2.0,121.57,133.69,739.22,0.43,-0.04,16-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Aug-2018 - 00:00,30.44,1.63,6.93,4.72,24.19,16.69,5.3,22.94,1.75,8.76,8.22,29.44,87.52,3.16,136.18,193.11,739.09,0.0,-0.1,17-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Aug-2018 - 00:00,33.42,1.49,18.31,3.83,44.67,26.87,5.4,28.66,2.03,11.07,9.76,30.11,84.85,2.82,153.78,183.56,737.78,0.0,-0.12,18-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Aug-2018 - 00:00,33.79,1.85,28.07,7.3,42.1,28.33,5.32,37.84,2.07,11.21,9.78,31.37,81.44,1.86,151.73,193.7,737.46,0.0,-0.08,19-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Aug-2018 - 00:00,34.19,2.01,25.88,11.77,48.69,35.12,5.36,53.16,2.22,12.8,10.45,30.5,85.93,1.12,146.1,121.72,737.41,0.03,-0.01,20-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Aug-2018 - 00:00,33.66,1.78,20.91,4.49,40.19,25.01,5.12,26.72,1.94,10.69,8.98,29.36,88.21,1.82,124.22,162.5,738.91,0.01,-0.04,21-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Aug-2018 - 00:00,34.33,1.48,21.21,4.02,37.02,22.9,5.02,27.52,1.8,8.84,8.01,29.64,86.77,3.08,139.01,170.37,738.29,0.0,-0.09,22-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Aug-2018 - 00:00,34.1,1.36,28.96,3.0,32.83,19.9,4.42,38.34,1.79,8.29,7.75,28.75,89.26,2.13,161.74,133.57,738.12,0.02,-0.06,23-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Aug-2018 - 00:00,32.68,2.02,18.52,6.43,39.89,26.38,5.72,27.66,1.73,7.32,6.91,27.76,92.98,1.41,152.05,126.59,738.99,0.17,-0.01,24-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Aug-2018 - 00:00,32.34,2.24,15.22,6.79,40.92,27.26,5.29,23.46,1.77,6.71,6.54,27.35,93.01,2.43,123.22,113.5,739.26,0.02,-0.01,25-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Aug-2018 - 00:00,32.43,2.56,17.71,9.97,46.58,32.86,5.57,26.99,1.78,6.87,6.47,26.41,95.18,2.4,177.87,92.54,738.83,0.61,-0.02,26-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Aug-2018 - 00:00,31.52,1.99,19.56,3.85,40.46,24.62,5.48,25.2,1.69,6.32,5.9,27.08,91.22,2.19,178.09,121.15,737.73,0.02,-0.02,27-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Aug-2018 - 00:00,32.17,2.31,16.41,7.01,40.63,27.27,5.82,35.7,1.69,6.7,5.93,28.86,88.65,1.01,235.72,127.52,738.68,0.0,-0.01,28-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Aug-2018 - 00:00,33.66,1.54,21.34,3.83,35.56,21.99,4.9,31.36,1.72,6.94,6.18,29.16,88.86,2.37,172.0,153.49,740.0,0.02,-0.08,29-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Aug-2018 - 00:00,33.27,1.81,22.18,5.99,38.45,25.33,5.02,31.1,1.65,6.21,5.72,27.85,92.13,1.77,149.38,121.78,740.78,0.04,-0.06,30-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Aug-2018 - 00:00,32.76,2.14,20.82,4.9,44.4,27.61,5.04,32.17,1.66,6.1,5.49,28.07,90.46,1.31,163.29,147.11,739.55,0.01,-0.01,31-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
31-Aug-2018 - 00:00,32.4,1.88,20.65,6.45,40.1,26.5,8.68,23.97,1.6,5.75,5.17,26.26,95.86,1.31,178.02,84.46,740.35,0.02,0.0,01-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Sep-2018 - 00:00,32.56,2.12,22.7,4.47,41.52,25.7,5.94,35.79,1.6,5.74,5.01,27.36,92.74,0.91,173.33,154.49,740.71,0.01,-0.02,02-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Sep-2018 - 00:00,32.03,1.71,21.11,3.72,35.41,21.83,5.36,31.55,1.52,5.28,4.61,27.88,90.42,0.92,200.6,124.89,740.83,0.0,-0.01,03-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Sep-2018 - 00:00,31.83,2.13,21.23,6.54,40.99,26.99,6.55,29.45,1.5,4.94,4.34,26.8,92.44,0.59,199.12,91.17,741.31,0.02,-0.02,04-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Sep-2018 - 00:00,31.59,2.43,19.19,7.52,43.07,29.03,7.06,34.06,1.52,4.91,4.27,26.45,93.78,0.98,91.23,96.67,741.7,0.0,-0.02,05-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Sep-2018 - 00:00,33.57,1.94,35.75,5.54,30.35,25.17,5.78,17.01,1.6,5.52,4.84,25.6,96.47,1.44,82.02,108.2,740.97,0.47,0.0,06-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Sep-2018 - 00:00,32.66,2.32,24.72,5.63,29.66,20.35,6.52,42.24,1.56,5.43,4.66,27.54,93.31,0.97,102.21,111.59,740.47,0.0,-0.01,07-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Sep-2018 - 00:00,34.15,1.68,20.11,3.47,29.0,17.18,5.87,20.12,1.67,7.07,5.89,29.14,83.76,3.64,122.3,182.02,740.77,0.02,-0.11,08-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Sep-2018 - 00:00,33.43,1.08,25.39,12.14,22.65,21.78,6.17,30.04,1.51,5.43,4.66,27.69,86.0,3.9,205.84,137.87,741.95,0.02,-0.1,09-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Sep-2018 - 00:00,32.76,1.3,22.79,3.17,25.63,16.16,5.4,26.12,1.44,4.94,4.2,27.75,83.32,1.8,242.71,204.29,744.83,0.0,-0.01,10-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Sep-2018 - 00:00,32.62,1.6,19.14,4.0,28.06,18.18,8.02,34.02,1.4,4.27,3.75,27.13,86.85,1.97,238.72,139.31,746.43,0.0,-0.02,11-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Sep-2018 - 00:00,31.81,1.68,15.89,15.81,28.59,27.79,8.41,41.28,1.46,5.01,4.09,27.29,87.78,2.54,207.24,115.27,745.8,0.0,-0.08,12-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Sep-2018 - 00:00,32.07,2.13,13.91,6.67,36.01,24.56,8.14,35.17,1.57,5.99,4.79,27.64,87.37,2.53,185.53,161.64,743.01,0.03,-0.09,13-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Sep-2018 - 00:00,31.93,2.64,13.39,21.31,36.07,36.52,8.43,41.18,1.51,5.4,4.4,28.48,85.35,2.37,158.41,187.78,742.78,0.08,-0.05,14-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Sep-2018 - 00:00,31.33,2.22,15.96,14.07,40.38,32.92,8.21,37.79,1.46,5.13,4.15,29.14,78.53,2.56,164.24,214.94,744.73,0.0,-0.09,15-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Sep-2018 - 00:00,32.28,2.3,15.23,19.63,39.87,37.07,6.76,35.8,1.63,6.92,5.52,29.4,77.69,2.64,134.88,200.11,745.83,0.0,-0.03,16-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Sep-2018 - 00:00,37.11,2.08,24.89,35.37,49.76,54.66,8.62,46.59,1.79,8.34,5.96,29.91,75.06,2.03,149.88,215.29,744.71,0.0,-0.04,17-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Sep-2018 - 00:00,31.94,2.63,16.71,17.58,55.72,43.64,9.33,42.8,1.51,6.08,5.29,30.2,74.36,1.9,123.23,196.41,743.1,0.0,-0.03,18-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Sep-2018 - 00:00,32.17,2.46,19.78,15.85,59.78,43.66,8.76,59.91,1.52,5.93,5.09,29.64,75.71,2.21,78.56,210.22,743.36,0.0,-0.01,19-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Sep-2018 - 00:00,32.1,2.53,21.62,16.94,68.35,49.97,5.21,62.74,1.48,5.54,4.82,30.19,72.47,1.47,125.68,210.52,743.52,0.0,-0.02,20-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Sep-2018 - 00:00,32.0,1.85,22.49,9.88,55.07,37.19,5.39,65.01,1.41,5.07,4.45,29.72,74.0,2.0,134.53,206.71,743.73,0.0,-0.07,21-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Sep-2018 - 00:00,31.45,1.11,15.32,9.15,30.04,23.2,4.34,25.17,1.34,4.58,4.02,26.68,87.46,4.2,138.95,104.47,744.76,0.0,-0.19,22-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Sep-2018 - 00:00,30.21,1.15,16.55,3.25,28.25,17.66,5.2,34.99,1.28,4.05,3.51,26.6,87.48,5.1,174.12,79.38,745.9,0.01,-0.14,23-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Sep-2018 - 00:00,30.7,1.51,6.64,4.57,33.0,21.25,5.39,49.22,1.28,3.65,3.21,28.02,87.05,2.93,190.3,163.86,747.83,0.08,-0.08,24-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Sep-2018 - 00:00,30.33,2.06,12.7,23.42,46.0,43.09,5.8,48.0,1.32,3.94,3.32,28.31,82.21,2.07,215.82,193.05,746.64,0.0,-0.01,25-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Sep-2018 - 00:00,31.9,1.64,13.74,4.69,45.26,27.79,5.46,32.73,1.4,4.58,3.74,27.7,82.31,2.64,136.71,181.82,745.62,0.0,-0.02,26-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Sep-2018 - 00:00,34.03,2.55,20.23,20.21,50.54,43.13,5.8,38.18,1.47,5.06,4.27,27.41,84.18,1.49,110.27,147.34,745.42,0.0,-0.02,27-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Sep-2018 - 00:00,32.09,2.88,14.03,19.89,63.27,48.98,7.89,71.96,1.45,5.11,4.15,29.42,78.86,1.21,149.7,190.39,746.15,0.0,-0.01,28-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Sep-2018 - 00:00,31.82,2.91,15.78,18.19,62.64,48.1,6.93,84.25,1.4,4.72,3.85,29.73,76.98,1.25,93.38,197.06,746.99,0.0,-0.01,29-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Sep-2018 - 00:00,31.4,3.27,16.14,37.23,69.76,67.32,8.3,77.61,1.41,4.79,3.86,29.92,68.67,1.91,160.17,209.78,747.53,0.0,0.01,30-Sep-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Sep-2018 - 00:00,30.96,2.63,19.75,12.62,56.76,40.4,6.6,54.78,1.34,4.14,3.44,29.44,65.27,2.33,130.36,211.98,746.67,0.0,-0.01,01-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Oct-2018 - 00:00,30.51,3.16,22.33,16.04,65.84,47.98,6.53,55.32,1.29,3.48,3.0,29.71,69.13,1.57,110.84,209.68,746.74,0.0,-0.01,02-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Oct-2018 - 00:00,30.98,2.59,19.64,7.14,67.2,41.41,11.54,84.72,1.26,3.26,2.74,29.84,69.43,1.51,122.48,210.77,747.31,0.0,-0.01,03-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Oct-2018 - 00:00,30.86,2.75,18.05,18.19,70.07,51.69,17.54,89.96,1.28,3.27,2.72,30.37,67.45,1.54,157.38,250.18,747.14,0.0,-0.01,04-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Oct-2018 - 00:00,31.84,3.55,15.54,57.91,76.78,87.92,12.68,63.76,1.34,3.64,2.98,30.01,64.45,0.93,116.59,173.25,748.2,0.0,-0.01,05-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Oct-2018 - 00:00,31.19,2.45,19.12,39.25,66.55,67.31,12.88,68.05,1.32,3.76,2.97,29.86,64.59,1.42,149.9,224.57,749.13,0.0,-0.0,06-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Oct-2018 - 00:00,31.5,2.59,21.79,23.64,72.18,62.05,12.41,85.25,1.35,3.87,2.96,30.42,64.83,1.65,101.91,221.55,748.48,0.0,-0.01,07-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Oct-2018 - 00:00,32.18,2.46,24.09,13.03,64.3,44.12,13.08,106.04,1.31,3.68,2.78,29.22,65.61,1.25,98.73,187.17,748.26,0.0,-0.01,08-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Oct-2018 - 00:00,31.59,2.36,22.5,46.33,80.69,80.56,15.32,98.36,1.3,3.68,2.8,29.5,64.88,1.06,136.85,209.51,747.22,0.0,-0.01,09-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Oct-2018 - 00:00,32.41,2.32,25.11,46.79,80.27,80.72,10.48,86.95,1.33,3.76,2.98,29.91,61.96,1.06,185.43,207.84,746.61,0.0,-0.01,10-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Oct-2018 - 00:00,30.75,1.48,30.34,9.47,47.08,32.28,6.55,77.55,1.29,3.54,2.78,28.31,71.04,2.91,170.68,201.5,746.91,0.0,-0.1,11-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Oct-2018 - 00:00,30.7,1.59,27.43,14.85,48.0,36.98,5.52,87.15,1.28,3.71,2.92,27.44,75.18,2.38,158.71,174.56,748.04,0.0,-0.08,12-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Oct-2018 - 00:00,33.23,1.8,24.27,18.16,56.48,44.48,5.58,68.09,1.32,3.91,3.0,26.72,78.21,1.78,135.86,200.91,749.51,0.0,-0.04,13-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Oct-2018 - 00:00,29.96,2.02,18.45,20.83,68.83,53.22,7.6,61.79,1.28,3.77,2.96,27.18,74.95,1.44,125.03,179.17,749.82,0.0,-0.01,14-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Oct-2018 - 00:00,28.42,2.69,27.97,15.92,74.6,52.6,6.36,89.56,1.23,3.23,2.52,26.14,63.53,1.97,103.62,219.79,749.43,0.0,0.0,15-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Oct-2018 - 00:00,27.58,2.5,21.89,70.09,110.6,115.81,25.75,154.71,1.24,3.0,2.27,26.54,62.63,1.2,167.74,212.81,750.15,0.0,-0.01,16-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Oct-2018 - 00:00,28.22,2.47,21.78,82.21,101.77,120.97,11.91,115.57,1.28,3.18,2.46,27.9,62.66,0.84,177.1,208.29,749.83,0.0,-0.01,17-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Oct-2018 - 00:00,28.85,2.76,21.03,53.0,98.7,94.08,9.34,106.84,1.3,3.6,2.73,28.07,63.95,1.1,153.66,200.91,748.1,0.0,-0.0,18-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Oct-2018 - 00:00,29.5,2.52,22.85,105.87,84.47,130.93,17.65,199.65,1.32,3.67,2.72,28.57,65.66,0.81,139.01,198.62,747.79,0.0,-0.01,19-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Oct-2018 - 00:00,29.69,3.64,16.82,43.06,71.82,73.21,11.16,118.61,1.26,3.14,2.48,28.38,58.63,1.41,161.82,209.34,748.67,0.0,-0.0,20-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Oct-2018 - 00:00,28.97,2.94,24.44,59.1,80.04,90.55,13.9,155.88,1.25,2.91,2.29,28.2,60.56,0.79,134.54,191.12,750.73,0.0,-0.02,21-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Oct-2018 - 00:00,29.64,1.81,28.5,4.37,58.24,34.51,8.27,127.66,1.22,2.75,2.17,27.66,63.3,1.32,121.03,187.2,750.96,0.0,-0.04,22-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Oct-2018 - 00:00,30.97,2.5,31.62,27.95,68.63,59.23,7.93,130.59,1.24,2.9,2.28,26.33,57.02,1.65,80.17,191.66,750.51,0.0,-0.02,23-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Oct-2018 - 00:00,30.68,3.33,31.13,32.42,99.04,79.01,33.16,271.48,1.25,3.18,2.26,25.79,56.17,1.18,164.59,185.76,750.86,0.0,-0.0,24-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Oct-2018 - 00:00,31.13,3.51,28.62,52.1,101.08,96.05,33.23,223.46,1.26,3.3,2.3,25.55,58.13,1.15,142.84,193.6,750.74,0.0,-0.01,25-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Oct-2018 - 00:00,30.86,3.61,30.66,14.69,102.6,66.49,12.69,245.87,1.27,3.0,2.25,26.67,57.41,1.09,181.43,184.77,751.77,0.0,-0.02,26-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Oct-2018 - 00:00,31.08,1.95,38.04,37.53,88.77,77.34,10.7,223.64,1.24,3.0,2.25,26.37,60.17,1.06,154.15,177.71,753.3,0.0,-0.03,27-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Oct-2018 - 00:00,31.48,3.6,34.0,34.24,89.66,79.54,12.33,326.43,1.25,3.08,2.32,25.63,64.96,0.85,125.02,166.97,753.61,0.0,-0.01,28-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Oct-2018 - 00:00,31.38,4.16,32.84,25.57,85.43,66.23,10.05,283.18,1.23,2.84,2.18,25.36,67.95,0.74,110.18,169.69,752.98,0.0,-0.01,29-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Oct-2018 - 00:00,29.62,2.42,27.98,77.81,93.86,112.84,13.17,299.67,1.25,2.8,2.12,25.01,69.02,0.74,109.17,168.68,752.37,0.0,-0.02,30-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Oct-2018 - 00:00,28.96,4.48,23.41,45.54,97.45,88.86,10.44,246.6,1.28,3.05,2.24,25.13,65.18,0.75,124.83,176.03,752.38,0.0,-0.01,31-Oct-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
31-Oct-2018 - 00:00,30.05,2.1,24.85,94.11,91.98,125.37,11.85,265.15,1.31,3.11,2.3,25.13,68.16,0.97,107.0,176.06,752.8,0.0,-0.02,01-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Nov-2018 - 00:00,30.06,2.86,25.36,92.07,102.81,129.54,12.79,270.14,1.31,3.01,2.26,25.56,66.65,0.71,111.15,169.93,751.95,0.0,-0.02,02-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Nov-2018 - 00:00,29.34,2.7,23.11,76.97,120.02,124.97,12.69,313.0,1.33,3.16,2.31,25.52,67.5,0.69,153.74,148.94,750.95,0.0,-0.01,03-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Nov-2018 - 00:00,27.7,2.25,26.64,17.2,86.73,59.84,9.49,212.5,1.29,3.03,2.2,26.11,63.14,1.66,202.62,150.61,750.32,0.0,-0.04,04-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Nov-2018 - 00:00,27.85,1.83,28.83,4.94,66.84,39.46,6.03,228.94,1.22,2.63,1.92,24.82,71.68,1.8,133.25,155.8,749.71,0.0,-0.05,05-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Nov-2018 - 00:00,28.93,2.38,31.36,4.98,74.1,43.1,6.32,207.22,1.22,2.45,1.81,24.39,69.68,1.61,108.3,201.39,750.47,0.0,-0.02,06-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,07-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,08-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Nov-2018 - 00:00,28.02,6.61,18.32,98.53,171.28,171.14,25.15,0.0,1.17,2.12,1.56,21.05,59.31,0.35,55.12,32.22,751.78,0.0,0.0,09-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Nov-2018 - 00:00,28.36,4.38,34.54,68.27,138.5,129.17,19.3,0.0,1.21,2.2,1.62,20.84,66.15,0.7,143.46,150.44,751.31,0.0,-0.0,10-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Nov-2018 - 00:00,28.63,3.36,39.1,73.95,141.64,134.13,16.55,0.0,1.21,2.16,1.57,21.36,67.35,0.52,90.76,145.78,751.99,0.0,-0.01,11-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Nov-2018 - 00:00,28.38,3.34,37.35,57.53,133.66,117.81,13.34,0.0,1.18,2.15,1.53,21.95,69.66,0.57,137.4,139.55,752.71,0.0,-0.0,12-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Nov-2018 - 00:00,28.58,3.44,26.03,116.54,172.68,186.6,14.62,0.0,1.23,2.65,1.83,22.6,69.84,0.67,205.4,138.69,750.87,0.0,0.0,13-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Nov-2018 - 00:00,30.29,2.79,25.83,66.78,157.33,137.68,14.09,87.99,1.24,2.72,1.9,24.03,63.56,0.61,185.81,128.77,748.31,0.0,0.0,14-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Nov-2018 - 00:00,32.2,2.83,26.0,38.94,76.09,71.11,11.69,139.69,1.22,2.72,1.97,23.4,69.79,1.67,117.22,131.1,749.22,0.0,-0.02,15-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Nov-2018 - 00:00,34.74,2.24,31.29,50.37,80.23,86.72,14.12,140.41,1.26,2.92,2.16,23.5,74.46,0.93,102.28,120.36,751.17,0.0,-0.01,16-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Nov-2018 - 00:00,34.57,1.66,50.39,17.12,59.28,44.04,7.94,99.02,1.24,3.2,2.42,22.2,64.79,2.71,93.37,140.63,750.97,0.0,0.01,17-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Nov-2018 - 00:00,31.86,2.59,59.35,26.16,88.02,66.48,21.81,151.51,1.2,3.07,2.27,21.11,62.18,1.64,138.12,118.98,750.26,0.0,-0.01,18-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Nov-2018 - 00:00,32.7,3.17,51.34,37.15,117.9,91.52,19.88,228.12,1.22,2.62,1.94,21.38,66.5,0.75,169.53,116.59,751.75,0.0,-0.01,19-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
