from date,Benzene,Toluene,Xylene,BP,PM2.5,RH,SR,Temp,VWS,WD,WS,RF,CO,NO,NO2,NOx,Ozone,SO2,to date,station
22-Apr-2018 - 00:00,0.16,0.53,0.65,746.73,62.77,29.54,11.45,28.38,-0.16,154.9,3.21,0.0,0.6,1.69,39.2,22.63,13.26,10.93,23-Apr-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-Apr-2018 - 00:00,0.3,0.93,1.39,746.86,52.82,28.46,11.13,28.34,-0.12,101.82,3.28,0.0,0.86,11.35,48.96,35.94,14.13,7.39,24-Apr-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-Apr-2018 - 00:00,0.95,3.27,3.01,747.15,67.69,27.95,11.28,28.37,-0.17,161.23,2.53,0.0,1.06,16.68,49.15,40.5,13.59,7.81,25-Apr-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-Apr-2018 - 00:00,2.0,7.55,5.17,747.43,70.33,25.66,11.44,28.5,-0.19,234.94,1.91,0.0,1.66,42.89,52.77,64.28,13.44,12.06,26-Apr-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-Apr-2018 - 00:00,1.8,9.27,6.0,747.45,71.43,25.56,11.44,28.51,-0.2,231.61,2.0,0.0,1.12,37.85,49.14,58.09,14.0,12.63,27-Apr-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-Apr-2018 - 00:00,0.26,0.74,0.77,747.31,81.42,44.31,11.28,28.24,-0.37,294.49,3.35,0.0,0.05,1.46,35.1,20.25,16.6,6.04,28-Apr-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-Apr-2018 - 00:00,0.18,0.53,0.5,747.36,73.57,41.29,11.89,28.33,-0.38,150.72,3.05,0.0,0.04,1.49,32.55,18.86,16.58,10.32,29-Apr-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-Apr-2018 - 00:00,0.16,0.34,0.63,747.34,70.05,42.9,12.11,28.32,-0.26,158.19,2.42,0.1,0.09,3.53,36.63,22.78,16.37,5.17,30-Apr-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-Apr-2018 - 00:00,0.19,0.48,0.78,747.42,51.06,40.22,12.27,28.43,-0.31,178.08,3.06,0.0,0.05,4.71,34.08,22.36,15.12,9.35,01-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
01-May-2018 - 00:00,0.02,0.12,0.34,747.06,51.96,51.56,12.2,28.28,-0.51,131.84,3.89,0.0,0.06,1.74,32.54,19.08,15.73,5.62,02-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
02-May-2018 - 00:00,0.02,0.06,0.32,747.17,62.59,53.39,12.55,28.2,-0.46,137.19,3.89,0.17,0.06,1.53,31.18,18.13,16.67,11.42,03-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
03-May-2018 - 00:00,0.14,0.19,0.32,746.6,40.76,58.79,12.4,28.11,-0.46,97.26,3.91,0.0,0.07,7.32,33.35,24.18,14.25,7.75,04-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
04-May-2018 - 00:00,0.43,2.09,1.34,746.91,59.61,54.78,12.61,28.19,-0.41,81.43,2.68,0.0,0.28,6.45,37.67,25.77,15.07,11.93,05-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
05-May-2018 - 00:00,0.56,2.41,1.72,747.36,76.44,45.33,12.66,28.27,-0.21,203.82,1.23,0.0,0.06,2.49,34.14,20.54,16.46,5.58,06-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
06-May-2018 - 00:00,0.3,0.73,0.72,747.3,76.14,41.0,29.23,28.4,-0.22,148.01,1.54,0.0,0.06,1.14,29.49,16.84,17.92,10.07,07-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
07-May-2018 - 00:00,0.86,1.77,2.17,747.43,73.96,36.2,13.24,28.68,-0.16,193.82,1.78,0.0,0.31,19.01,41.45,38.3,13.36,12.94,08-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
08-May-2018 - 00:00,0.52,2.09,2.08,747.24,64.84,37.44,12.75,28.37,-0.11,156.76,3.23,0.0,0.08,12.94,32.93,28.59,14.33,13.66,09-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
09-May-2018 - 00:00,0.03,0.34,0.46,746.95,67.03,41.52,12.74,28.29,-0.25,219.24,2.29,0.0,0.04,2.61,31.4,19.16,16.22,7.33,10-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
10-May-2018 - 00:00,0.29,1.53,1.11,747.17,69.34,38.21,12.62,28.28,-0.2,182.32,1.38,0.0,0.28,5.93,39.99,26.55,15.62,9.54,11-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
11-May-2018 - 00:00,1.19,5.08,3.06,747.51,96.16,34.03,12.72,28.24,-0.18,193.5,1.7,0.0,0.2,10.21,44.29,32.5,15.14,10.59,12-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
12-May-2018 - 00:00,0.84,2.83,1.75,747.69,98.85,33.0,12.99,28.53,-0.21,253.9,1.23,0.0,0.4,2.76,35.52,21.58,19.09,12.64,13-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
13-May-2018 - 00:00,0.43,0.27,0.42,747.54,78.55,36.93,15.76,29.73,-0.32,208.09,3.38,0.0,0.67,0.77,32.99,17.82,17.79,2.25,14-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
14-May-2018 - 00:00,0.11,0.1,0.3,746.97,50.51,45.07,12.44,28.0,-0.35,295.06,2.76,0.0,0.39,2.23,32.22,19.3,15.99,6.53,15-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
15-May-2018 - 00:00,0.17,0.68,0.64,747.36,63.55,46.11,12.48,28.1,-0.27,221.39,1.53,0.0,0.7,1.48,32.56,18.83,17.2,9.56,16-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
16-May-2018 - 00:00,1.05,3.89,2.17,747.44,134.83,39.26,12.34,28.14,-0.22,137.14,1.82,0.0,1.02,10.82,40.05,30.68,14.76,10.18,17-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
17-May-2018 - 00:00,0.94,3.02,2.02,747.53,116.4,33.28,12.44,28.22,-0.2,152.28,1.14,0.0,0.89,5.84,39.44,26.17,15.85,10.81,18-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
18-May-2018 - 00:00,0.14,0.26,0.49,747.43,90.16,36.88,12.31,28.19,-0.24,151.65,2.02,0.0,0.61,0.86,30.34,17.44,17.09,4.0,19-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
19-May-2018 - 00:00,0.35,1.52,0.87,747.32,105.91,44.0,13.25,28.15,-0.22,231.27,1.63,0.06,0.77,2.49,34.53,21.23,16.68,9.17,20-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
20-May-2018 - 00:00,0.53,1.31,1.16,747.28,87.94,40.97,12.45,28.28,-0.2,301.53,1.08,0.0,0.83,3.96,36.33,22.97,16.16,7.21,21-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
21-May-2018 - 00:00,0.54,1.49,1.19,747.5,71.62,28.82,12.18,28.14,-0.21,305.18,1.91,0.0,0.75,1.24,39.93,22.63,15.84,12.83,22-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
22-May-2018 - 00:00,0.92,3.47,2.17,747.75,79.07,28.07,12.27,28.33,-0.19,235.07,1.23,0.0,0.92,9.81,47.38,34.57,16.52,6.73,23-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-May-2018 - 00:00,0.57,1.52,0.99,747.67,95.7,31.52,12.03,28.05,-0.21,258.12,1.18,0.0,0.9,3.98,38.92,24.05,17.39,5.71,24-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-May-2018 - 00:00,0.3,0.53,0.62,747.46,86.92,39.48,12.34,28.43,-0.24,270.58,2.01,0.0,0.82,0.86,35.02,19.53,17.7,6.09,25-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-May-2018 - 00:00,1.11,5.48,3.6,747.6,64.74,33.27,12.25,28.35,-0.18,150.83,1.68,0.0,1.48,33.09,49.66,54.38,16.28,5.13,26-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-May-2018 - 00:00,1.87,10.61,6.1,747.92,81.95,26.43,12.31,28.4,-0.21,257.36,0.81,0.0,1.51,27.45,46.99,48.26,16.53,12.81,27-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-May-2018 - 00:00,1.27,5.7,3.24,747.73,80.33,25.49,12.06,28.28,-0.19,129.98,0.99,0.0,1.24,12.64,50.68,38.06,14.03,5.94,28-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-May-2018 - 00:00,0.98,1.93,2.04,747.57,89.64,30.22,11.83,28.4,-0.19,209.02,1.88,0.0,0.98,3.29,45.36,27.29,16.27,12.34,29-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-May-2018 - 00:00,0.57,1.3,1.05,747.78,77.57,33.72,12.04,28.37,-0.28,246.49,2.47,0.0,0.82,0.91,38.22,21.4,18.28,11.46,30-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-May-2018 - 00:00,0.14,0.76,0.72,747.17,82.71,49.91,11.49,27.82,-0.38,273.98,3.12,0.01,0.68,1.4,34.79,19.99,15.76,9.17,31-May-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
31-May-2018 - 00:00,0.3,1.37,1.01,747.58,68.79,40.19,11.94,28.11,-0.21,263.09,1.42,0.0,0.71,1.66,34.56,20.06,15.24,9.66,01-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
01-Jun-2018 - 00:00,0.07,0.26,0.47,747.52,81.99,45.2,12.01,28.21,-0.54,310.99,4.2,0.0,0.62,1.11,29.62,16.94,18.14,8.09,02-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
02-Jun-2018 - 00:00,0.0,0.1,0.3,747.31,71.14,44.86,11.88,28.08,-0.55,314.73,4.19,0.0,0.44,1.19,30.67,17.62,17.77,6.06,03-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
03-Jun-2018 - 00:00,0.01,0.03,0.35,747.42,69.25,49.51,12.72,28.55,-0.41,299.53,3.01,0.0,0.57,1.48,29.13,17.37,17.27,5.22,04-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
04-Jun-2018 - 00:00,0.03,0.04,0.41,747.54,68.14,45.76,12.45,28.38,-0.44,318.75,3.25,0.0,0.61,1.21,31.17,17.85,18.85,9.33,05-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
05-Jun-2018 - 00:00,0.04,0.2,0.38,747.55,62.83,45.03,12.31,28.29,-0.47,322.08,3.36,0.0,0.59,1.07,30.36,17.29,18.09,15.01,06-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
06-Jun-2018 - 00:00,0.0,0.21,0.39,747.28,60.81,49.8,12.61,28.48,-0.33,171.72,3.29,0.0,0.59,1.04,31.56,17.92,16.95,7.81,07-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
07-Jun-2018 - 00:00,0.06,0.19,0.48,747.51,64.12,48.58,13.22,28.85,-0.27,92.47,2.06,0.0,0.61,1.21,30.28,17.38,18.57,6.95,08-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
08-Jun-2018 - 00:00,0.05,0.05,0.44,747.38,76.68,50.42,12.92,28.66,-0.41,104.02,3.33,0.0,0.7,0.8,29.95,16.81,21.1,8.59,09-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
09-Jun-2018 - 00:00,0.08,0.23,0.51,747.25,90.51,62.08,15.95,28.62,-0.29,205.07,2.89,0.12,0.58,1.8,31.38,18.45,18.28,11.3,10-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
10-Jun-2018 - 00:00,0.03,0.22,0.95,747.14,41.66,62.29,169.31,28.44,-0.19,239.11,1.79,0.0,0.61,6.0,37.01,25.59,14.35,8.13,11-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
11-Jun-2018 - 00:00,0.17,0.51,1.93,747.53,61.64,49.2,119.04,29.15,-0.13,205.54,3.39,0.0,0.59,8.06,45.15,31.19,14.54,9.53,12-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
12-Jun-2018 - 00:00,0.33,1.63,1.12,747.59,60.26,40.41,34.19,30.02,-0.14,256.59,3.96,0.0,0.55,6.24,49.4,32.02,14.45,13.58,13-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
13-Jun-2018 - 00:00,0.16,0.76,0.68,747.68,60.78,36.19,17.22,29.78,-0.13,97.08,5.37,0.0,0.44,10.02,45.9,33.25,13.67,10.72,14-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
14-Jun-2018 - 00:00,0.16,0.88,0.77,747.48,58.46,36.14,37.26,31.99,-0.14,92.96,5.52,0.0,0.5,15.71,55.16,43.02,13.33,9.56,15-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
15-Jun-2018 - 00:00,0.21,0.79,1.05,747.48,52.04,36.51,26.48,31.45,-0.15,103.95,4.58,0.0,0.57,17.68,53.37,43.67,13.18,11.65,16-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
16-Jun-2018 - 00:00,0.17,0.66,0.93,747.54,45.67,37.88,28.78,31.27,-0.14,225.61,3.95,0.0,0.5,12.42,50.06,37.5,13.41,8.43,17-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
17-Jun-2018 - 00:00,0.07,0.27,0.6,747.47,48.93,40.98,17.99,31.27,-0.19,264.66,3.3,0.0,0.48,8.16,39.88,28.43,13.84,7.93,18-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
18-Jun-2018 - 00:00,0.29,0.52,0.82,747.25,62.83,46.23,67.05,30.9,-0.19,250.9,2.25,0.0,0.56,3.5,40.8,25.07,13.6,7.04,19-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
19-Jun-2018 - 00:00,0.45,1.79,1.02,747.29,43.22,41.56,17.33,31.14,-0.16,261.91,2.53,0.0,0.56,5.35,45.56,29.08,13.31,11.09,20-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
20-Jun-2018 - 00:00,0.56,1.67,1.58,747.56,48.33,39.49,16.83,31.38,-0.2,183.82,1.74,0.0,0.85,6.75,48.34,31.05,14.48,6.99,21-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
21-Jun-2018 - 00:00,0.68,1.35,1.41,747.45,79.18,39.43,16.98,31.43,-0.2,206.25,1.87,0.0,0.73,2.88,39.03,23.06,16.21,7.0,22-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
22-Jun-2018 - 00:00,0.58,0.92,1.01,747.7,68.12,36.75,17.88,32.04,-0.2,202.0,1.38,0.0,0.71,1.89,40.8,23.12,17.93,10.4,23-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-Jun-2018 - 00:00,0.33,0.51,0.79,747.56,57.56,39.36,21.39,31.46,-0.2,224.45,2.61,0.0,0.55,3.03,39.35,23.25,17.36,11.39,24-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-Jun-2018 - 00:00,0.43,0.58,0.79,747.25,69.38,44.48,45.48,30.83,-0.17,273.06,2.83,0.0,0.67,2.92,44.18,25.79,16.06,7.46,25-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-Jun-2018 - 00:00,0.16,0.18,0.66,747.43,48.53,42.54,111.3,31.32,-0.19,300.18,4.0,0.0,0.46,4.88,40.95,25.5,15.41,10.12,26-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-Jun-2018 - 00:00,0.13,0.34,0.64,747.08,43.04,59.54,23.01,30.24,-0.21,245.49,2.48,0.0,0.48,4.32,37.93,23.52,14.36,6.91,27-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-Jun-2018 - 00:00,0.05,0.12,0.44,747.07,35.95,68.55,225.06,30.55,-0.34,286.65,3.13,0.56,0.48,4.01,35.63,22.17,14.33,8.81,28-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-Jun-2018 - 00:00,0.11,0.34,0.54,746.58,31.12,76.66,115.71,34.2,-0.41,313.15,3.54,0.5,0.69,17.61,48.34,40.02,12.09,6.96,29-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-Jun-2018 - 00:00,0.53,2.69,0.51,746.67,35.75,75.0,63.89,41.21,-0.33,318.94,3.16,0.0,0.86,40.52,76.77,73.78,12.43,19.71,30-Jun-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-Jun-2018 - 00:00,0.73,1.31,0.9,747.08,32.26,62.29,100.27,34.38,-0.17,164.69,3.79,0.0,1.24,26.32,56.93,50.46,13.53,14.04,01-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
01-Jul-2018 - 00:00,0.1,0.42,0.78,747.46,62.26,54.04,92.46,27.03,-0.19,159.8,3.28,0.0,0.63,4.77,42.65,26.58,13.32,13.13,02-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
02-Jul-2018 - 00:00,0.31,1.05,1.41,746.76,40.65,82.31,21.84,27.57,-0.19,181.4,3.0,0.36,0.7,9.88,32.78,25.43,12.46,13.58,03-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
03-Jul-2018 - 00:00,0.03,0.37,0.72,747.46,33.8,62.18,113.08,28.14,-0.19,280.72,2.5,0.0,0.47,8.55,29.9,22.84,12.73,11.83,04-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
04-Jul-2018 - 00:00,0.59,3.23,1.77,747.16,32.97,68.83,81.48,28.21,-0.19,304.59,2.74,0.07,0.72,9.84,36.08,27.21,12.45,17.86,05-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
05-Jul-2018 - 00:00,0.08,0.76,0.73,747.41,30.73,62.47,155.64,28.36,-0.19,338.48,2.71,0.0,0.39,8.08,30.09,22.4,12.98,10.01,06-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
06-Jul-2018 - 00:00,0.36,1.36,0.95,747.57,40.57,52.96,200.73,28.24,-0.21,338.16,1.8,0.0,0.57,5.88,35.8,23.82,13.1,13.1,07-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
07-Jul-2018 - 00:00,0.21,0.89,0.89,747.59,75.29,48.56,194.84,28.32,-0.21,308.0,1.75,0.0,0.71,0.84,31.28,17.05,17.35,14.18,08-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
08-Jul-2018 - 00:00,0.36,1.16,1.19,747.54,88.19,46.53,128.78,28.04,-0.2,217.82,1.05,0.0,0.76,0.93,31.98,17.43,16.83,17.5,09-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
09-Jul-2018 - 00:00,0.08,0.13,0.47,747.53,51.74,56.48,175.09,28.02,-0.28,222.52,2.98,0.0,0.55,1.3,26.02,14.66,16.22,21.21,10-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
10-Jul-2018 - 00:00,0.03,0.08,0.38,747.52,41.81,60.48,220.14,28.03,-0.3,233.35,2.82,0.0,0.49,1.46,26.91,15.46,14.85,10.94,11-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
11-Jul-2018 - 00:00,0.74,0.94,0.33,747.12,40.6,71.07,121.5,28.65,-0.22,234.83,1.62,0.43,0.75,7.89,37.19,25.75,13.73,15.86,12-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
12-Jul-2018 - 00:00,0.0,0.0,0.1,747.14,37.84,78.11,99.1,28.33,-0.23,235.94,1.61,0.0,0.62,15.92,44.41,36.56,12.53,17.57,13-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
13-Jul-2018 - 00:00,,,,747.07,30.99,81.51,110.51,28.39,-0.22,207.38,1.52,0.28,0.53,14.54,42.43,34.38,12.28,11.5,14-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
14-Jul-2018 - 00:00,,,,746.75,25.21,87.7,46.75,28.52,-0.2,261.7,0.91,0.03,0.55,15.8,42.67,35.54,12.14,8.69,15-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
15-Jul-2018 - 00:00,,,,746.85,33.83,84.82,63.56,28.68,-0.21,263.91,1.41,0.23,0.68,11.94,42.68,32.41,12.44,10.82,16-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
16-Jul-2018 - 00:00,,,,747.42,34.79,71.03,13.46,27.74,-0.23,274.22,2.6,0.01,0.55,8.37,39.58,27.86,12.93,18.14,17-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
17-Jul-2018 - 00:00,,,,747.48,26.0,60.55,11.82,27.59,-0.23,264.33,2.93,0.0,0.44,5.87,37.25,24.58,13.08,16.94,18-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
18-Jul-2018 - 00:00,,,,747.33,27.87,65.3,13.67,27.71,-0.25,288.24,2.99,0.49,0.53,6.7,38.48,25.9,12.98,13.57,19-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
19-Jul-2018 - 00:00,,,,746.93,20.86,84.44,60.21,28.36,-0.21,313.51,1.59,0.31,0.62,15.52,43.03,35.51,12.24,14.38,20-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
20-Jul-2018 - 00:00,,,,746.79,21.82,88.09,30.57,28.61,-0.21,260.39,1.64,0.04,0.59,10.56,44.47,32.24,12.27,16.51,21-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
21-Jul-2018 - 00:00,,,,746.86,23.34,79.32,28.68,28.45,-0.2,253.93,0.97,0.07,0.58,13.06,45.52,34.84,12.43,14.98,22-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
22-Jul-2018 - 00:00,,,,746.89,24.33,87.33,54.39,28.44,-0.2,339.72,1.36,0.52,0.58,13.66,40.95,32.9,12.22,20.61,23-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-Jul-2018 - 00:00,,,,747.15,21.73,75.33,75.43,28.11,-0.22,277.18,2.21,0.0,0.49,9.26,38.8,28.16,12.51,13.77,24-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-Jul-2018 - 00:00,,,,747.21,23.46,73.84,14.26,28.12,-0.22,275.93,2.0,0.09,0.42,6.7,38.27,25.8,12.64,19.25,25-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-Jul-2018 - 00:00,,,,746.98,19.73,85.49,14.31,28.53,-0.21,298.67,1.68,0.01,0.56,15.11,41.35,34.29,12.19,15.99,26-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-Jul-2018 - 00:00,,,,746.31,23.84,94.4,44.93,28.71,-0.23,336.67,2.64,6.69,0.47,23.21,31.95,35.85,12.13,7.96,27-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-Jul-2018 - 00:00,6.83,1.42,0.77,746.91,51.7,88.95,24.23,30.09,-0.24,334.68,2.38,0.0,0.14,70.8,35.39,75.68,11.88,18.29,28-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-Jul-2018 - 00:00,0.99,2.02,0.85,747.0,46.66,76.97,14.43,27.95,-0.24,350.31,2.85,0.0,0.73,54.57,33.02,61.95,11.92,14.46,29-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-Jul-2018 - 00:00,0.01,0.15,0.49,746.89,44.6,78.36,13.85,28.13,-0.22,329.6,2.41,0.0,0.48,28.77,32.63,40.75,12.44,20.84,30-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-Jul-2018 - 00:00,0.14,0.72,0.93,746.84,38.78,86.1,31.53,28.45,-0.21,357.4,2.17,0.17,0.7,36.18,32.53,46.72,12.39,14.39,31-Jul-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
31-Jul-2018 - 00:00,0.49,2.46,1.51,746.57,41.22,91.51,29.0,28.55,-0.24,346.72,2.39,1.34,0.81,33.65,33.84,45.37,12.47,19.41,01-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
01-Aug-2018 - 00:00,0.05,0.69,0.69,746.49,43.1,82.63,20.4,28.59,-0.23,314.3,2.7,0.24,0.7,31.15,33.9,43.35,12.47,19.84,02-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
02-Aug-2018 - 00:00,0.0,0.32,0.49,746.93,63.36,72.43,12.96,28.2,-0.25,240.71,3.76,0.0,0.31,26.27,35.19,40.07,12.43,8.27,03-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
03-Aug-2018 - 00:00,0.45,3.08,1.74,747.0,63.62,72.6,12.58,28.04,-0.22,357.56,2.57,0.0,0.93,34.37,37.9,48.1,12.47,21.08,04-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
04-Aug-2018 - 00:00,0.07,0.95,0.75,746.96,48.74,68.93,15.06,29.46,-0.25,359.06,3.17,0.0,0.49,40.58,34.74,51.47,12.55,21.28,05-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
05-Aug-2018 - 00:00,0.1,0.65,0.88,746.75,50.03,80.43,16.77,30.62,-0.22,354.17,1.95,0.0,0.6,60.21,36.98,68.62,12.56,21.39,06-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
06-Aug-2018 - 00:00,0.01,0.34,0.71,746.67,42.97,77.65,15.52,29.9,-0.21,346.93,1.81,0.0,0.49,44.32,39.14,56.84,12.65,11.18,07-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
07-Aug-2018 - 00:00,0.0,0.25,0.4,746.83,36.93,74.92,14.86,29.26,-0.2,358.64,1.28,0.0,0.5,28.59,36.41,42.56,12.69,21.02,08-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
08-Aug-2018 - 00:00,0.02,0.21,0.38,747.27,29.12,73.65,24.59,29.22,-0.21,358.85,2.07,0.0,0.47,27.89,37.91,42.84,12.68,17.13,09-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
09-Aug-2018 - 00:00,0.02,0.13,0.34,747.32,33.97,68.8,13.9,28.82,-0.21,359.81,2.51,0.0,0.5,17.14,36.52,33.36,12.75,17.23,10-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
10-Aug-2018 - 00:00,0.34,1.99,0.83,747.25,46.76,67.67,14.1,28.99,-0.2,311.38,0.91,0.0,0.73,17.0,40.69,35.47,12.98,17.61,11-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
11-Aug-2018 - 00:00,0.02,0.63,0.55,746.97,26.75,77.82,14.34,29.26,-0.28,234.18,4.01,0.0,0.51,30.08,36.35,43.79,12.87,24.27,12-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
12-Aug-2018 - 00:00,0.0,0.27,0.41,747.01,26.76,70.99,14.41,29.27,-0.21,270.75,2.16,0.0,0.45,32.57,36.37,45.82,12.98,17.06,13-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
13-Aug-2018 - 00:00,0.0,0.13,0.45,746.98,27.7,75.54,14.45,29.27,-0.21,288.65,2.07,0.0,0.46,26.76,36.42,41.13,13.19,18.78,14-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
