from date,Benzene,Eth-Benzene,MP-Xylene,Toluene,PM10,PM2.5,RH,SR,WD,WS,Temp,CO,NH3,NO,NO2,NOx,O Xylene,SO2,Ozone,to date,station
28-Aug-2018 - 00:00,2.64,1.56,8.31,11.14,57.78,20.68,98.77,40.43,186.19,0.45,27.5,0.67,5.27,13.41,21.54,21.02,3.57,2.84,15.76,29-Aug-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Aug-2018 - 00:00,5.84,5.63,20.07,25.1,83.75,34.27,92.99,156.92,198.87,0.61,29.35,1.12,5.94,15.57,37.49,31.84,9.26,3.3,15.8,30-Aug-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Aug-2018 - 00:00,1.9,0.89,6.04,8.52,47.27,30.22,89.36,144.81,217.2,1.41,29.58,0.67,14.81,5.89,19.74,14.81,2.32,4.02,20.38,31-Aug-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
31-Aug-2018 - 00:00,1.97,1.18,6.66,9.54,36.81,22.03,89.02,117.44,205.41,0.5,29.27,0.65,6.53,7.3,20.34,16.25,2.64,2.77,18.83,01-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Sep-2018 - 00:00,1.75,1.08,5.28,8.42,35.87,22.53,87.25,119.92,223.66,0.81,28.96,0.62,6.27,9.71,20.78,18.52,2.27,3.09,21.61,02-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Sep-2018 - 00:00,1.4,1.22,3.75,10.59,39.31,18.65,84.76,239.68,202.0,1.04,29.63,0.49,9.63,4.44,19.81,13.69,1.6,2.96,21.74,03-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Sep-2018 - 00:00,2.7,2.7,9.35,14.52,39.68,77.6,83.32,241.59,211.3,1.54,29.96,0.66,5.75,10.01,26.98,21.94,3.95,3.28,20.66,04-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Sep-2018 - 00:00,2.07,1.98,7.33,10.59,36.29,23.55,82.99,209.99,227.46,1.21,29.62,0.43,5.61,8.09,24.03,18.88,3.08,3.29,20.32,05-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Sep-2018 - 00:00,1.37,0.69,4.78,7.05,53.51,20.41,81.99,182.2,218.93,1.13,29.3,0.48,8.2,4.79,19.54,13.43,1.77,3.01,26.65,06-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Sep-2018 - 00:00,2.55,1.54,8.46,11.88,47.55,21.2,91.91,62.59,211.3,0.58,27.48,0.67,7.29,11.04,24.74,21.55,3.63,3.23,25.02,07-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Sep-2018 - 00:00,2.97,2.55,10.59,14.32,36.63,20.68,93.02,33.02,208.58,2.6,26.71,0.51,8.12,10.08,26.59,21.58,4.53,3.48,24.82,08-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Sep-2018 - 00:00,2.98,2.25,9.31,21.41,62.76,23.34,82.08,406.42,189.78,0.51,29.02,0.78,5.9,11.91,32.51,26.35,3.96,4.39,23.82,09-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Sep-2018 - 00:00,2.77,3.34,8.18,13.6,59.99,19.19,81.69,363.29,166.68,0.41,29.72,0.76,6.42,14.45,28.9,26.51,3.63,5.26,28.47,10-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Sep-2018 - 00:00,1.57,0.79,4.42,6.98,50.45,20.03,76.76,392.57,214.62,0.37,30.45,0.47,5.75,3.82,24.99,15.83,1.77,3.78,31.29,11-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Sep-2018 - 00:00,3.1,3.01,9.92,13.91,52.74,25.61,75.59,352.61,243.46,0.35,30.99,0.76,5.33,10.0,33.75,25.25,4.77,3.46,28.68,12-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Sep-2018 - 00:00,2.68,1.63,8.6,11.95,47.96,19.34,72.88,412.55,227.95,0.39,31.51,0.68,5.17,5.36,33.51,21.34,3.85,3.49,27.97,13-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Sep-2018 - 00:00,1.62,1.33,4.3,7.98,47.9,17.7,74.57,396.65,193.97,0.41,30.8,0.54,6.91,6.68,24.9,17.8,1.85,4.09,31.66,14-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Sep-2018 - 00:00,2.84,1.78,8.87,11.97,45.65,22.72,72.39,390.92,213.62,0.35,30.72,0.83,4.96,14.07,35.5,28.4,3.89,4.85,27.55,15-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Sep-2018 - 00:00,1.11,0.28,2.35,4.41,39.49,28.28,70.51,421.93,206.77,0.32,31.68,0.4,6.45,4.1,22.73,14.91,0.97,8.18,31.49,16-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,,17-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Sep-2018 - 00:00,7.43,6.54,23.7,31.38,79.7,21.11,65.99,466.67,135.97,0.39,33.38,1.42,3.72,31.03,60.09,55.89,11.63,50.21,28.67,18-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Sep-2018 - 00:00,2.95,2.37,8.58,15.05,68.2,20.4,70.25,308.71,178.41,0.43,31.64,0.59,5.83,7.09,36.16,23.33,3.79,18.49,29.77,19-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Sep-2018 - 00:00,4.74,3.9,12.54,20.01,100.76,19.52,69.61,331.74,191.75,0.41,31.81,0.9,5.53,13.1,40.69,31.67,6.07,18.35,34.41,20-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Sep-2018 - 00:00,1.21,0.35,2.11,4.31,80.56,25.19,62.4,324.63,216.53,0.76,32.65,0.38,5.17,2.44,24.24,14.18,0.77,23.94,45.84,21-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Sep-2018 - 00:00,1.26,0.33,2.0,4.47,39.96,23.79,90.25,24.6,170.27,0.73,28.77,0.45,5.66,3.32,16.07,10.76,0.72,5.35,35.05,22-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Sep-2018 - 00:00,1.35,0.49,3.36,6.16,40.04,20.39,92.87,174.52,176.81,1.05,28.95,0.47,10.84,3.13,20.34,12.87,1.23,5.05,37.24,23-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Sep-2018 - 00:00,2.26,1.21,6.27,10.14,53.49,21.16,85.65,339.73,184.41,1.43,30.76,0.61,7.37,3.19,31.86,18.81,2.65,5.3,32.21,24-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Sep-2018 - 00:00,5.96,8.96,14.52,25.19,56.84,22.33,82.92,366.61,156.28,6.0,31.43,0.74,5.59,6.11,33.84,21.99,8.99,5.86,26.64,25-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Sep-2018 - 00:00,4.74,20.63,19.84,49.76,59.59,21.14,83.17,364.77,209.04,1.17,31.17,0.85,6.34,11.18,27.55,23.11,13.61,1.93,29.27,26-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Sep-2018 - 00:00,6.14,21.18,23.04,53.8,89.04,23.75,77.09,370.65,240.31,0.47,31.59,1.17,5.83,22.98,37.71,37.17,15.33,14.8,27.88,27-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Sep-2018 - 00:00,8.79,22.76,31.29,61.38,99.07,25.27,79.87,322.55,205.54,0.59,31.34,1.27,4.0,21.74,44.67,40.61,19.27,3.51,27.02,28-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Sep-2018 - 00:00,7.5,20.75,27.99,56.45,91.0,25.8,76.23,399.15,179.83,0.52,32.06,0.69,4.01,9.59,34.77,25.88,17.64,22.03,29.89,29-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Sep-2018 - 00:00,8.33,18.76,30.54,54.24,90.4,22.19,73.31,392.85,161.67,0.47,32.0,0.92,4.13,17.2,37.7,33.19,18.17,22.63,30.54,30-Sep-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Sep-2018 - 00:00,4.53,3.69,12.96,18.09,90.0,20.93,72.86,389.73,207.01,0.47,31.72,0.74,6.84,10.73,37.29,27.9,6.29,29.77,30.46,01-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Oct-2018 - 00:00,7.42,6.15,21.75,29.66,94.85,27.14,72.2,309.33,207.56,0.49,31.24,1.24,4.53,19.59,44.54,38.66,11.01,9.28,42.21,02-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Oct-2018 - 00:00,7.74,6.66,21.6,29.93,104.34,22.57,74.79,356.53,197.46,0.62,30.89,1.09,4.3,18.47,41.38,35.96,10.78,11.15,43.91,03-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Oct-2018 - 00:00,5.32,4.35,14.69,23.55,94.44,19.71,71.87,354.11,166.4,0.62,31.88,0.74,3.73,7.56,31.58,22.13,6.79,7.21,48.44,04-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Oct-2018 - 00:00,7.57,6.31,22.76,30.08,101.68,38.3,73.54,422.66,196.03,0.61,31.26,1.19,3.16,18.01,44.96,37.56,11.17,4.9,37.44,05-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Oct-2018 - 00:00,5.39,4.25,16.76,22.74,81.69,31.46,69.05,392.77,192.34,0.55,30.49,0.86,3.21,8.11,39.84,26.8,8.13,7.66,41.15,06-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Oct-2018 - 00:00,5.04,4.39,15.44,21.77,90.42,24.71,68.87,392.78,188.93,0.48,30.86,1.63,5.22,18.44,41.75,36.21,7.41,25.91,43.5,07-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Oct-2018 - 00:00,8.32,7.44,23.37,34.29,108.54,26.58,72.58,408.16,183.82,0.58,30.85,1.17,6.32,20.31,43.68,37.5,11.92,11.71,45.12,08-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Oct-2018 - 00:00,7.72,7.4,21.37,34.29,115.37,29.84,69.39,330.77,213.46,0.49,31.06,1.12,4.16,25.14,40.15,39.8,10.62,22.15,48.67,09-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Oct-2018 - 00:00,9.14,9.51,29.73,39.58,97.74,25.83,67.66,361.74,180.67,0.53,30.59,1.46,3.4,29.25,50.3,49.5,14.88,15.39,38.61,10-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Oct-2018 - 00:00,6.27,5.68,19.44,25.75,90.79,21.84,63.31,274.71,204.78,0.63,30.15,0.99,3.6,17.88,43.92,36.75,9.63,21.75,46.16,11-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Oct-2018 - 00:00,3.38,2.2,8.92,13.72,84.4,21.69,63.41,231.69,178.77,0.64,29.81,0.45,3.61,2.49,28.55,16.44,3.95,19.42,59.53,12-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Oct-2018 - 00:00,2.63,1.52,6.12,10.96,68.72,21.46,64.16,375.74,139.96,0.72,30.07,0.54,2.82,4.63,35.81,22.04,2.71,44.75,45.2,13-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Oct-2018 - 00:00,4.01,3.62,11.68,17.85,54.96,27.73,70.78,386.3,184.93,0.46,30.22,0.88,3.5,13.87,38.2,30.76,5.64,29.08,35.09,14-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Oct-2018 - 00:00,4.88,4.25,13.64,20.3,64.3,23.83,66.87,439.14,172.53,0.5,29.7,0.88,3.14,14.3,41.33,32.67,6.58,30.17,39.31,15-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Oct-2018 - 00:00,8.71,7.81,24.94,34.43,92.68,23.81,64.3,371.86,181.07,0.59,29.49,1.31,2.72,24.84,55.09,48.37,12.76,20.03,53.6,16-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Oct-2018 - 00:00,8.0,7.6,24.19,32.89,104.23,24.43,67.0,389.49,180.61,0.57,29.4,1.11,1.45,14.93,54.21,39.96,12.2,7.95,47.47,17-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Oct-2018 - 00:00,6.76,6.53,20.19,28.02,105.3,22.55,65.55,351.47,205.83,0.61,29.99,1.06,2.08,14.12,54.92,40.79,10.28,6.83,51.74,18-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Oct-2018 - 00:00,6.01,6.04,18.52,24.67,100.56,22.02,67.69,354.92,201.06,0.54,30.24,0.95,2.18,10.69,50.44,34.47,9.11,22.89,53.32,19-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Oct-2018 - 00:00,8.89,9.36,29.93,37.71,120.15,22.67,70.13,341.16,200.83,0.49,30.29,1.45,1.97,23.94,63.28,51.83,15.2,11.72,51.74,20-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Oct-2018 - 00:00,8.48,8.8,27.79,35.86,123.38,31.17,69.31,351.02,203.03,0.59,30.6,1.3,1.66,22.94,57.84,48.29,13.84,12.44,49.65,21-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Oct-2018 - 00:00,6.48,8.65,18.69,27.88,121.78,23.87,67.35,325.78,172.36,0.49,30.46,0.91,2.46,13.42,51.35,36.61,9.66,18.15,53.22,22-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Oct-2018 - 00:00,6.1,6.72,21.2,27.11,85.8,21.07,58.84,354.41,217.78,0.51,30.66,0.98,2.02,19.55,52.97,43.03,10.59,6.58,41.6,23-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Oct-2018 - 00:00,8.26,7.83,24.8,31.83,99.18,25.1,60.55,339.94,180.32,1.54,28.73,1.26,1.95,24.88,55.25,48.69,12.88,15.19,51.62,24-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Oct-2018 - 00:00,6.22,4.54,14.45,20.28,105.44,49.27,66.62,384.17,166.71,0.46,28.13,0.62,1.69,2.41,32.54,18.55,7.54,6.79,63.59,25-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Oct-2018 - 00:00,38.13,25.52,81.99,93.76,159.39,60.87,68.11,,244.55,4.55,26.43,3.95,,122.03,128.12,164.11,44.1,10.21,15.07,26-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Oct-2018 - 00:00,12.4,10.68,32.73,42.06,161.79,29.42,63.92,380.14,199.93,4.04,28.11,1.35,0.72,24.07,65.91,57.16,17.22,13.37,44.12,27-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Oct-2018 - 00:00,8.14,8.89,23.97,34.74,105.34,27.2,61.02,330.31,195.24,0.74,28.94,1.0,1.22,27.76,50.32,48.57,12.93,26.27,49.64,28-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Oct-2018 - 00:00,7.13,6.47,18.45,25.75,111.77,24.2,60.4,355.84,145.85,0.95,27.75,1.0,2.06,17.09,47.78,36.7,9.81,14.32,59.37,29-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Oct-2018 - 00:00,5.98,5.35,16.02,21.51,89.45,20.62,58.58,348.35,172.5,0.79,26.71,0.83,1.83,13.39,40.28,29.43,8.3,2.09,60.39,30-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Oct-2018 - 00:00,6.2,5.56,17.04,22.58,90.22,28.49,61.57,308.52,158.99,0.7,27.05,0.91,1.73,20.16,37.82,33.23,8.95,3.86,63.32,31-Oct-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
31-Oct-2018 - 00:00,7.06,6.77,21.67,25.53,83.84,30.49,68.98,354.84,138.22,0.84,28.14,0.85,4.02,29.31,39.86,40.37,11.09,4.16,57.06,01-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Nov-2018 - 00:00,9.05,9.36,21.44,27.11,72.62,33.26,72.75,295.82,161.7,0.65,28.78,0.56,2.46,17.11,31.13,39.6,12.21,5.71,43.37,02-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Nov-2018 - 00:00,11.86,11.74,29.49,40.85,94.75,31.5,74.89,337.44,168.79,0.49,28.5,1.25,1.86,35.68,58.3,47.81,15.97,8.76,39.16,03-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Nov-2018 - 00:00,11.12,11.4,30.97,40.02,98.27,25.5,74.05,315.87,176.34,0.54,28.9,1.16,2.13,38.44,51.64,45.49,15.23,3.59,40.63,04-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Nov-2018 - 00:00,9.21,9.11,24.23,34.66,95.44,21.32,71.29,298.58,199.28,0.54,29.76,0.87,2.35,29.38,47.95,51.26,12.0,10.13,46.52,05-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Nov-2018 - 00:00,8.62,9.66,24.37,35.41,87.99,26.68,72.48,231.42,205.33,0.52,30.28,0.74,2.21,18.13,37.55,47.83,11.98,12.09,34.81,06-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Nov-2018 - 00:00,6.25,5.89,16.06,24.22,80.71,18.77,70.5,229.37,192.07,0.38,29.95,0.6,2.76,11.43,29.13,41.85,7.84,7.75,43.17,07-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Nov-2018 - 00:00,6.82,4.88,12.02,20.43,158.49,19.89,61.4,248.2,181.4,0.53,27.41,0.63,2.96,8.47,25.66,40.34,5.88,8.6,69.84,08-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Nov-2018 - 00:00,8.25,6.68,17.43,26.31,163.7,27.61,63.13,305.66,196.89,0.38,26.23,0.9,2.62,22.47,38.2,45.85,8.46,10.97,65.23,09-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Nov-2018 - 00:00,7.75,6.4,18.04,26.1,141.45,32.87,62.52,302.08,160.41,0.47,26.06,0.8,2.24,20.31,39.6,50.1,8.8,14.42,61.85,10-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Nov-2018 - 00:00,8.65,7.08,20.49,29.18,132.15,31.5,57.91,287.39,160.82,0.46,25.66,0.96,2.47,30.34,49.83,52.94,9.96,13.11,60.36,11-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Nov-2018 - 00:00,8.01,6.51,18.56,27.18,122.67,22.72,59.08,290.31,176.92,0.51,24.82,0.79,1.65,27.97,49.59,55.63,9.04,23.26,58.36,12-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Nov-2018 - 00:00,9.97,8.6,24.94,33.9,111.44,48.51,57.88,277.28,190.75,0.43,24.94,0.82,1.96,27.26,46.22,52.07,12.19,8.47,57.54,13-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Nov-2018 - 00:00,11.01,10.05,30.78,40.7,134.44,76.02,57.62,229.3,182.05,0.48,25.22,1.15,1.45,49.68,47.79,78.5,15.46,12.33,44.24,14-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Nov-2018 - 00:00,11.41,11.23,32.87,43.16,124.25,80.6,60.67,203.0,184.91,0.45,25.55,1.11,1.41,40.15,61.2,61.74,16.09,8.77,51.43,15-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Nov-2018 - 00:00,12.2,11.01,32.84,44.14,134.25,74.6,60.36,131.5,168.69,0.44,26.16,1.19,1.36,50.6,59.93,68.96,16.33,20.23,57.59,16-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Nov-2018 - 00:00,10.63,10.1,30.64,40.12,120.68,76.37,59.6,143.65,191.44,0.43,26.44,0.99,0.93,38.29,60.8,59.39,14.81,16.66,58.14,17-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Nov-2018 - 00:00,10.2,8.85,27.02,37.98,131.69,87.49,63.71,134.48,176.83,0.41,26.48,1.01,1.12,28.15,63.68,54.61,13.37,9.23,58.25,18-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Nov-2018 - 00:00,9.58,7.93,24.22,34.26,132.23,72.15,68.72,119.38,166.38,0.36,26.6,0.8,1.65,23.71,54.53,46.69,11.91,12.25,54.89,19-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Nov-2018 - 00:00,14.8,13.58,42.46,52.95,136.23,75.01,67.45,131.85,182.78,0.4,27.95,1.56,0.8,59.65,69.87,83.87,20.71,7.43,58.7,20-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Nov-2018 - 00:00,12.36,11.57,36.38,45.7,155.29,103.12,68.75,125.41,179.8,0.45,28.19,1.53,1.44,33.25,65.37,61.04,17.18,12.07,63.09,21-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Nov-2018 - 00:00,9.12,8.58,25.1,34.53,124.79,85.94,65.86,135.79,166.29,0.48,27.62,1.08,1.27,20.62,47.79,39.13,12.1,6.66,69.41,22-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Nov-2018 - 00:00,7.64,7.63,24.03,29.69,153.41,85.94,53.59,229.26,182.36,0.52,28.68,1.47,1.27,76.51,77.3,58.54,11.41,14.09,81.35,23-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Nov-2018 - 00:00,9.85,9.76,19.42,24.78,119.25,96.81,65.78,104.55,179.41,0.42,25.22,1.41,2.92,46.93,59.76,68.7,11.66,17.08,38.07,24-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Nov-2018 - 00:00,2.39,1.81,5.61,6.95,119.69,75.27,62.96,126.98,196.91,0.38,25.39,1.1,1.8,28.67,60.59,53.35,2.08,9.8,56.52,25-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Nov-2018 - 00:00,6.72,5.21,17.94,17.75,113.64,65.16,61.79,148.93,185.68,0.47,24.7,1.13,36.95,44.68,42.32,75.53,6.7,16.83,67.19,26-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Nov-2018 - 00:00,11.36,10.57,37.36,34.42,126.22,66.44,61.83,135.82,193.48,0.47,24.18,1.7,93.05,53.16,51.66,74.99,13.68,24.01,15.93,27-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Nov-2018 - 00:00,12.2,12.16,40.89,38.17,124.26,72.25,62.6,177.17,177.28,0.43,23.45,1.9,99.6,54.65,51.42,70.67,14.93,11.91,26.79,28-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Nov-2018 - 00:00,13.03,12.92,43.25,40.09,138.11,86.72,67.52,115.82,186.2,0.42,23.14,1.89,112.38,51.62,81.12,83.35,17.03,8.51,23.96,29-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Nov-2018 - 00:00,12.78,12.28,41.92,39.93,156.51,94.69,68.98,115.58,165.32,0.39,23.98,1.91,114.03,47.02,84.09,81.35,16.18,36.84,30.97,30-Nov-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Nov-2018 - 00:00,12.93,11.95,41.49,38.41,156.11,97.25,69.8,111.16,182.39,0.43,24.28,1.99,119.96,47.43,85.3,82.62,14.98,28.23,26.69,01-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Dec-2018 - 00:00,11.67,10.95,37.94,36.35,144.83,97.24,70.81,116.14,193.44,0.42,24.13,1.69,107.84,42.6,68.33,71.78,14.13,15.26,29.01,02-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Dec-2018 - 00:00,8.15,6.06,22.45,22.5,130.37,84.17,71.11,124.13,174.17,0.41,23.74,1.51,88.73,30.63,63.19,58.0,7.77,6.46,38.63,03-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Dec-2018 - 00:00,14.72,14.44,50.31,47.59,130.12,78.43,70.16,126.0,152.85,0.44,23.73,3.46,158.14,77.69,106.55,117.64,17.96,14.77,30.43,04-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Dec-2018 - 00:00,15.88,15.84,55.64,49.98,138.03,90.63,68.42,171.54,172.7,0.4,24.39,3.01,141.83,73.58,79.18,100.98,19.82,14.8,25.18,05-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Dec-2018 - 00:00,14.96,15.05,53.06,49.67,166.3,108.66,69.82,143.8,187.46,0.4,24.54,2.37,123.78,52.11,78.26,85.13,19.54,24.24,29.13,06-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Dec-2018 - 00:00,15.28,16.18,53.38,48.78,178.25,119.04,75.87,102.26,194.44,0.4,24.02,2.06,116.88,53.01,70.61,80.16,19.59,12.44,16.98,07-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Dec-2018 - 00:00,9.89,8.38,31.38,30.91,173.42,110.79,68.12,97.85,144.2,0.45,25.23,1.49,86.57,27.56,60.79,53.71,11.06,18.88,29.64,08-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Dec-2018 - 00:00,8.51,6.6,23.75,25.03,143.52,88.92,65.45,118.78,150.28,0.45,25.51,1.38,77.39,20.88,55.75,46.08,8.23,13.35,35.86,09-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Dec-2018 - 00:00,7.66,3.75,15.15,16.73,143.78,101.05,89.61,117.04,134.07,0.51,24.11,1.02,61.69,10.8,43.94,31.72,4.91,4.68,37.84,10-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Dec-2018 - 00:00,9.43,7.69,30.81,28.73,128.58,83.95,92.62,160.53,170.98,0.41,26.39,1.51,77.43,18.36,51.09,42.35,10.6,2.9,22.1,11-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
