from date,Benzene,Eth-Benzene,MP-Xylene,Toluene,PM10,PM2.5,RH,SR,WD,WS,Temp,CO,NH3,NO,NO2,NOx,O Xylene,SO2,Ozone,to date,station
11-Dec-2018 - 00:00,9.32,9.55,34.65,33.08,118.77,71.75,83.12,107.27,205.44,0.34,24.64,1.58,58.61,26.36,24.55,45.36,12.37,10.82,15.34,12-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Dec-2018 - 00:00,12.2,13.19,45.36,43.57,134.35,77.46,73.95,130.94,197.2,0.44,23.65,2.1,123.37,59.7,66.33,84.8,16.41,5.71,24.37,13-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Dec-2018 - 00:00,15.44,8.61,30.01,28.06,154.04,45.56,64.65,142.22,179.09,0.49,26.23,1.22,111.66,54.93,62.33,40.78,10.68,11.4,24.41,14-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Dec-2018 - 00:00,6.25,2.99,12.73,13.79,140.73,87.69,68.48,102.19,136.66,0.69,24.05,0.85,57.61,18.87,29.7,31.73,4.2,11.23,34.99,15-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Dec-2018 - 00:00,5.58,2.96,11.19,13.44,126.66,74.0,64.09,111.83,120.57,0.65,23.34,0.9,51.84,10.46,30.82,28.29,3.72,15.36,37.7,16-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Dec-2018 - 00:00,3.07,0.88,4.47,5.96,91.14,50.1,56.01,114.23,121.06,0.66,22.94,0.51,45.83,9.59,24.93,20.38,1.34,12.97,54.17,17-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Dec-2018 - 00:00,2.7,0.51,3.42,5.1,72.82,44.05,69.43,115.03,81.12,0.94,22.12,0.53,42.08,10.52,21.39,19.2,0.93,12.54,50.82,18-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Dec-2018 - 00:00,3.55,1.88,9.07,9.31,36.23,21.55,81.68,107.92,144.84,0.51,21.56,0.67,52.97,13.02,33.93,28.22,2.95,21.64,40.7,19-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Dec-2018 - 00:00,11.05,10.58,37.67,37.27,98.94,53.12,79.16,107.99,204.63,0.4,20.95,2.06,121.47,61.99,64.08,83.03,13.47,34.51,31.5,20-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Dec-2018 - 00:00,11.08,9.96,35.8,34.45,111.69,67.37,75.22,164.49,188.12,0.5,20.65,1.91,112.39,55.18,59.84,75.39,12.55,19.79,38.99,21-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Dec-2018 - 00:00,11.27,10.22,35.62,35.62,117.35,68.19,64.01,196.75,179.03,0.55,20.79,1.86,120.19,61.26,61.24,81.83,12.53,13.28,37.49,22-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Dec-2018 - 00:00,10.64,8.5,29.71,31.51,116.33,71.18,62.43,164.95,201.19,0.46,20.29,1.77,117.15,58.54,62.63,79.33,10.53,21.65,53.42,23-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Dec-2018 - 00:00,10.19,7.6,26.94,28.75,127.34,75.87,63.91,122.04,176.33,0.45,20.4,1.64,108.36,47.13,68.85,73.59,9.47,38.92,66.2,24-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Dec-2018 - 00:00,11.85,10.6,37.33,36.89,122.0,75.73,65.69,106.83,189.63,0.5,21.13,2.01,100.06,47.66,56.8,69.27,13.66,21.73,55.09,25-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Dec-2018 - 00:00,10.13,7.91,27.76,29.54,131.37,78.28,62.19,106.91,140.99,0.43,22.35,1.51,70.89,26.97,44.53,45.48,9.81,8.01,63.66,26-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Dec-2018 - 00:00,10.6,8.57,30.49,30.56,121.93,69.58,67.17,115.43,168.05,0.45,23.42,1.87,72.24,29.33,45.93,48.09,10.89,5.46,59.52,27-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Dec-2018 - 00:00,5.22,3.29,12.74,13.91,99.58,59.21,55.41,113.15,218.28,0.45,22.76,0.74,44.84,11.98,28.79,25.21,4.43,8.83,54.29,28-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Dec-2018 - 00:00,9.25,6.58,22.51,23.6,103.75,56.94,50.56,141.47,199.07,0.44,19.23,1.57,104.59,52.82,43.19,66.39,7.96,16.17,60.6,29-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Dec-2018 - 00:00,12.03,11.67,25.22,25.92,108.65,68.69,53.91,188.18,183.93,0.63,17.78,1.21,84.62,34.85,41.51,49.71,14.79,8.54,78.07,30-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Dec-2018 - 00:00,10.62,6.91,23.77,28.68,120.47,83.07,55.7,189.36,193.45,0.52,18.06,1.36,89.57,36.07,48.74,54.05,12.19,10.22,107.86,31-Dec-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
31-Dec-2018 - 00:00,,,,,,,,,,,,,,,,,,,,01-Jan-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
