from date,PM10,O Xylene,WD,RH,SR,NO,NO2,NOx,Ozone,Temp,CO,WS,RF,PM2.5,NH3,SO2,Benzene,Toluene,MP-Xylene,Eth-Benzene,to date,station
19-May-2018 - 00:00,323.39,,213.31,35.67,145.4,,,,40.52,,0.81,0.41,,79.91,,4.62,1.78,15.9,,,20-May-2018 - 00:00,"Sirifort, Delhi - CPCB"
20-May-2018 - 00:00,282.16,,160.99,35.45,149.23,,,,62.64,,0.62,0.46,,70.66,,12.74,1.17,10.86,,,21-May-2018 - 00:00,"Sirifort, Delhi - CPCB"
21-May-2018 - 00:00,254.98,,143.72,35.13,163.11,,,,49.63,,0.07,0.39,,57.73,,13.14,0.94,13.58,,,22-May-2018 - 00:00,"Sirifort, Delhi - CPCB"
22-May-2018 - 00:00,304.34,,160.49,35.61,158.92,,,,43.62,,1.38,0.32,,77.48,,18.52,1.53,14.5,,,23-May-2018 - 00:00,"Sirifort, Delhi - CPCB"
23-May-2018 - 00:00,405.01,,121.71,36.42,139.75,,,,33.31,,2.8,0.26,,110.43,,19.4,2.82,21.64,,,24-May-2018 - 00:00,"Sirifort, Delhi - CPCB"
24-May-2018 - 00:00,427.45,,139.95,36.29,120.69,,,,34.59,,2.06,0.3,,104.91,,17.82,2.01,15.41,,,25-May-2018 - 00:00,"Sirifort, Delhi - CPCB"
25-May-2018 - 00:00,353.44,,257.36,35.52,169.8,,,,45.06,,1.93,0.62,,73.56,,43.0,2.11,16.65,,,26-May-2018 - 00:00,"Sirifort, Delhi - CPCB"
26-May-2018 - 00:00,374.25,,239.87,36.01,167.79,,,,47.84,,1.61,0.42,,93.61,,18.5,2.19,15.89,,,27-May-2018 - 00:00,"Sirifort, Delhi - CPCB"
27-May-2018 - 00:00,379.66,,227.58,35.62,163.89,,,,56.41,,0.81,0.68,,77.89,,7.8,1.0,9.06,,,28-May-2018 - 00:00,"Sirifort, Delhi - CPCB"
28-May-2018 - 00:00,392.27,,106.87,38.92,142.46,,,,50.7,,1.77,0.28,,139.32,,11.32,0.6,4.86,,,29-May-2018 - 00:00,"Sirifort, Delhi - CPCB"
29-May-2018 - 00:00,368.66,,168.51,36.08,153.5,,,,65.24,,1.07,0.62,,96.4,,10.43,-0.01,-0.01,,,30-May-2018 - 00:00,"Sirifort, Delhi - CPCB"
30-May-2018 - 00:00,333.01,,143.6,35.05,131.87,,,,74.04,,0.33,1.33,,54.54,,9.86,0.2,0.6,,,31-May-2018 - 00:00,"Sirifort, Delhi - CPCB"
31-May-2018 - 00:00,285.39,,133.96,35.28,141.85,0.0,0.0,,60.36,,0.59,0.67,,63.75,0.0,7.56,0.86,12.28,,,01-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
01-Jun-2018 - 00:00,302.87,,128.38,36.82,145.97,0.0,0.0,,78.97,,0.26,1.37,,126.11,0.0,7.66,3.45,19.38,,,02-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
02-Jun-2018 - 00:00,184.15,,135.32,34.78,142.11,0.0,0.0,,72.9,,0.49,1.12,,43.51,0.0,8.74,3.39,23.63,,,03-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
03-Jun-2018 - 00:00,151.45,,115.78,34.82,143.06,0.0,0.0,,76.61,,0.26,0.88,,45.01,0.0,5.08,4.81,26.99,,,04-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
04-Jun-2018 - 00:00,201.63,,136.44,34.91,143.47,0.0,0.0,,95.58,,0.25,1.31,,49.07,0.0,2.15,5.9,19.83,,,05-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
05-Jun-2018 - 00:00,161.65,,129.57,34.68,133.36,2.43,33.75,30.29,64.63,,0.22,1.2,,39.55,39.23,6.3,5.42,22.8,,,06-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
06-Jun-2018 - 00:00,189.19,,94.79,34.91,113.2,3.57,23.58,15.77,57.83,,0.42,0.8,,48.72,31.48,4.29,5.2,31.62,,,07-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
07-Jun-2018 - 00:00,190.98,,118.19,35.11,151.47,4.13,26.28,17.66,58.46,,0.53,0.5,,56.98,34.78,5.97,4.93,36.98,,,08-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
08-Jun-2018 - 00:00,223.51,,137.82,35.23,129.43,2.72,23.14,14.89,97.95,,0.35,1.33,,61.8,30.05,4.75,4.36,28.74,,,09-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
09-Jun-2018 - 00:00,173.17,,142.5,34.85,133.44,4.95,20.49,15.25,63.51,,0.36,1.12,,46.36,29.57,3.64,2.97,24.05,,,10-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
10-Jun-2018 - 00:00,152.57,,230.39,34.86,168.03,6.4,21.64,17.05,44.47,,0.48,0.6,,46.62,32.2,3.71,5.22,40.38,,,11-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
11-Jun-2018 - 00:00,259.78,2.39,292.05,35.2,175.18,4.37,20.48,14.81,54.94,37.32,0.4,1.15,0.0,60.54,29.05,3.28,3.18,29.91,9.84,2.0,12-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
12-Jun-2018 - 00:00,375.95,3.51,286.53,36.41,160.56,4.53,14.75,11.93,41.4,36.13,0.25,1.3,0.0,109.88,23.36,5.74,3.45,28.85,10.62,2.73,13-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
13-Jun-2018 - 00:00,623.78,1.49,283.9,38.44,144.83,6.76,14.82,13.77,26.53,37.28,0.87,1.83,0.0,191.87,25.88,6.13,1.8,20.62,5.14,2.37,14-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
14-Jun-2018 - 00:00,902.01,0.42,274.71,37.47,128.38,6.4,24.47,18.53,32.67,36.25,0.42,1.7,0.0,152.6,35.17,5.39,1.15,19.55,4.35,0.06,15-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
15-Jun-2018 - 00:00,700.54,0.16,256.65,36.22,148.24,5.56,23.48,17.34,36.71,35.66,0.32,1.42,0.0,102.0,33.17,3.84,-0.0,12.74,2.27,-0.0,16-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
16-Jun-2018 - 00:00,542.26,5.04,208.94,35.96,130.47,2.61,19.78,16.43,39.97,34.35,0.33,1.05,0.0,91.66,25.12,4.86,1.69,15.23,7.2,4.49,17-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
17-Jun-2018 - 00:00,307.77,20.57,103.9,35.51,150.28,0.0,0.0,,56.97,31.51,0.36,0.78,0.0,73.27,0.0,3.18,1.91,70.38,27.18,14.96,18-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
18-Jun-2018 - 00:00,196.64,26.9,242.08,34.9,195.4,1.63,15.98,19.3,57.27,31.89,0.52,0.84,0.0,48.5,19.44,3.91,2.57,100.52,44.76,23.56,19-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
19-Jun-2018 - 00:00,185.57,21.99,228.88,34.86,281.07,3.27,30.09,18.97,76.04,32.79,0.5,0.7,0.0,46.76,37.33,4.68,2.39,88.54,37.69,16.74,20-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
20-Jun-2018 - 00:00,242.72,34.91,175.56,35.11,221.96,4.44,32.11,20.96,74.6,35.03,0.72,0.48,0.0,57.11,40.77,3.91,2.61,125.82,59.89,46.34,21-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
21-Jun-2018 - 00:00,312.59,29.0,156.06,35.31,228.27,3.23,28.46,18.1,75.37,35.67,0.7,0.49,0.0,65.28,36.14,2.84,2.69,136.22,49.22,25.51,22-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
22-Jun-2018 - 00:00,336.21,48.39,175.98,35.47,272.26,8.55,32.62,24.51,70.28,37.03,1.02,0.41,0.0,71.55,45.42,2.89,3.18,136.46,78.33,58.54,23-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
23-Jun-2018 - 00:00,301.8,36.48,187.9,35.44,159.96,7.26,30.17,22.17,82.73,36.41,1.0,0.46,0.0,70.54,41.63,2.44,1.7,152.3,67.65,37.3,24-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
24-Jun-2018 - 00:00,224.72,25.58,227.18,34.97,225.01,4.4,24.48,16.93,73.77,36.35,0.69,0.61,0.0,51.28,33.21,2.39,1.67,98.4,49.19,21.86,25-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
25-Jun-2018 - 00:00,381.86,11.59,261.47,35.21,246.27,3.55,23.03,15.5,56.57,35.73,0.52,1.02,0.0,61.12,30.83,3.07,0.89,49.24,23.89,10.61,26-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
26-Jun-2018 - 00:00,235.99,11.58,266.74,34.81,63.14,3.97,21.83,15.18,40.82,31.99,0.55,0.66,0.0,45.12,30.39,2.72,2.95,57.63,25.81,13.43,27-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
27-Jun-2018 - 00:00,110.24,7.86,144.65,34.78,169.39,2.93,19.35,13.07,48.37,29.91,0.53,0.89,0.0,43.53,26.86,2.9,2.6,48.45,18.44,7.09,28-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
28-Jun-2018 - 00:00,411.4,2.31,126.46,34.04,123.81,4.58,23.4,16.52,24.2,28.53,0.46,0.92,0.0,13.49,31.77,6.57,1.99,29.52,6.98,0.0,29-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
29-Jun-2018 - 00:00,263.86,7.43,145.36,34.46,106.94,5.94,18.7,15.14,31.85,28.67,0.77,1.11,0.0,30.6,29.0,3.75,5.24,52.67,10.52,0.0,30-Jun-2018 - 00:00,"Sirifort, Delhi - CPCB"
30-Jun-2018 - 00:00,556.71,4.5,202.77,34.55,158.5,6.23,22.5,17.2,31.83,30.37,0.75,0.74,0.0,34.42,32.52,4.04,5.33,52.49,11.29,0.08,01-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
01-Jul-2018 - 00:00,480.95,1.26,270.5,34.28,181.72,3.04,16.61,11.71,37.73,31.58,0.42,1.08,0.0,23.5,23.83,3.81,2.47,26.14,8.16,0.0,02-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
02-Jul-2018 - 00:00,544.56,0.26,251.67,34.27,159.55,3.0,16.22,11.48,39.65,31.28,0.34,1.27,0.0,23.23,23.38,5.42,1.17,27.04,5.28,0.0,03-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
03-Jul-2018 - 00:00,102.96,2.42,127.53,36.61,156.76,3.51,20.99,14.4,43.12,30.21,0.54,0.64,0.0,78.92,28.25,9.16,6.34,58.99,11.48,0.0,04-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
04-Jul-2018 - 00:00,125.05,2.26,140.64,34.62,206.68,3.6,21.42,14.7,64.94,30.89,0.45,0.6,0.0,37.33,28.54,1.93,7.63,47.01,10.36,0.19,05-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
05-Jul-2018 - 00:00,156.92,7.69,199.16,34.79,250.93,8.83,22.66,19.55,44.67,31.12,0.81,0.5,0.0,44.01,35.2,1.49,10.79,81.98,14.12,0.0,06-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
06-Jul-2018 - 00:00,186.93,6.8,234.95,34.71,224.46,5.9,23.37,17.31,41.8,32.45,0.57,0.7,0.0,40.41,33.0,-0.17,7.75,72.28,13.98,0.0,07-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
07-Jul-2018 - 00:00,190.78,5.89,194.61,35.0,259.6,3.19,26.26,16.95,53.43,33.23,0.57,0.49,0.0,52.59,33.13,-0.49,10.38,60.02,9.76,0.15,08-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
08-Jul-2018 - 00:00,216.04,11.03,180.64,35.35,233.59,8.24,30.93,23.35,79.29,34.18,0.86,0.33,0.0,66.73,42.07,-0.12,9.27,81.87,13.49,0.0,09-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
09-Jul-2018 - 00:00,175.46,3.84,128.17,35.22,226.89,2.76,24.21,15.45,72.55,33.89,0.46,0.88,0.0,61.64,29.92,-1.02,7.54,36.9,8.64,0.41,10-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
10-Jul-2018 - 00:00,111.65,1.87,136.62,34.64,249.97,2.63,19.57,12.77,54.6,33.05,0.3,0.94,0.0,37.51,25.34,0.48,0.83,25.86,8.37,1.63,11-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
11-Jul-2018 - 00:00,102.99,5.52,153.09,34.5,140.8,2.85,16.96,11.66,41.39,31.17,0.39,0.87,0.0,32.05,23.47,0.42,2.67,38.59,15.42,5.48,12-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
12-Jul-2018 - 00:00,130.8,4.08,168.42,34.66,166.96,3.0,18.32,12.6,41.89,31.81,0.33,0.74,0.0,38.77,24.87,1.18,1.31,37.0,15.14,10.27,13-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
13-Jul-2018 - 00:00,60.4,8.86,151.52,34.27,106.69,5.5,16.27,13.52,17.91,28.3,0.56,0.72,0.0,22.95,25.69,0.85,3.1,56.67,22.25,7.02,14-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
14-Jul-2018 - 00:00,60.63,3.89,111.46,34.37,150.8,5.86,13.18,12.19,46.43,28.8,0.44,0.56,0.0,27.13,22.99,2.42,4.31,59.59,16.5,5.04,15-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
15-Jul-2018 - 00:00,68.73,2.34,129.82,34.4,182.09,3.97,16.45,12.21,40.39,29.98,0.35,0.7,0.0,27.71,24.75,3.64,0.68,43.98,9.61,1.63,16-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
16-Jul-2018 - 00:00,73.27,2.59,125.02,34.45,105.78,7.99,17.33,16.08,8.04,29.59,0.75,0.68,0.0,29.93,29.88,2.24,0.9,49.69,10.36,1.61,17-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
17-Jul-2018 - 00:00,97.98,0.0,127.35,34.32,176.32,5.82,16.52,13.74,27.17,31.74,0.54,0.61,0.0,25.17,26.01,0.55,0.0,0.0,0.0,0.0,18-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
18-Jul-2018 - 00:00,115.81,,98.86,34.38,220.97,7.75,33.28,24.22,17.8,31.6,0.5,0.67,0.0,27.42,48.7,4.09,,,,,19-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
19-Jul-2018 - 00:00,97.04,,133.0,34.34,143.71,8.28,37.77,27.0,28.13,31.74,0.43,0.6,0.0,25.93,63.02,2.06,,,,,20-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
20-Jul-2018 - 00:00,82.88,,186.72,34.47,70.09,12.17,50.0,36.52,9.81,28.88,0.71,0.45,0.0,31.39,79.66,3.67,,,,,21-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
21-Jul-2018 - 00:00,104.38,0.79,125.75,34.78,74.44,14.6,45.11,35.2,,28.84,0.74,0.36,0.0,43.4,74.33,4.86,1.24,23.06,4.07,0.28,22-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
22-Jul-2018 - 00:00,40.0,-0.01,145.83,34.08,100.31,9.54,34.54,26.13,,27.75,0.51,0.48,0.0,15.13,57.81,3.41,-0.01,0.64,0.06,-0.01,23-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
23-Jul-2018 - 00:00,71.24,1.16,125.63,34.28,153.29,11.96,37.32,29.64,,30.04,0.56,0.73,0.0,23.72,63.4,3.23,-0.01,1.69,-0.01,-0.01,24-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
24-Jul-2018 - 00:00,107.0,-0.0,165.36,33.77,121.78,5.0,44.39,3.98,,33.53,0.03,1.21,0.0,2.71,64.29,0.66,-0.0,-0.0,-0.0,-0.0,25-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
25-Jul-2018 - 00:00,93.85,0.0,225.28,36.86,3.06,19.89,78.97,41.71,72.06,28.53,4.91,0.39,0.0,55.64,158.2,4.02,0.0,0.0,0.0,0.0,26-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
26-Jul-2018 - 00:00,50.37,0.0,263.48,34.24,34.88,32.23,63.61,59.59,72.86,26.6,5.43,0.75,0.0,22.01,125.96,4.03,0.0,0.0,0.0,0.0,27-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
27-Jul-2018 - 00:00,28.08,-0.0,272.58,34.06,50.08,36.78,64.55,48.88,74.02,26.14,4.5,0.61,0.0,11.12,119.94,4.25,-0.0,-0.0,-0.0,-0.0,28-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
28-Jul-2018 - 00:00,,-0.01,,,,,,,80.61,,0.45,,,,,4.08,-0.01,-0.01,-0.01,-0.01,29-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
29-Jul-2018 - 00:00,,,273.61,34.83,292.19,36.91,60.37,59.69,87.42,31.59,0.68,0.92,,44.22,101.24,5.36,,,,,30-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
30-Jul-2018 - 00:00,151.52,-0.0,279.15,36.09,216.01,53.8,77.11,75.66,88.81,30.74,6.4,0.88,0.0,58.9,170.97,4.95,-0.0,-0.0,-0.0,-0.0,31-Jul-2018 - 00:00,"Sirifort, Delhi - CPCB"
31-Jul-2018 - 00:00,176.74,0.0,251.3,36.7,95.05,27.46,67.49,57.33,84.18,29.66,5.97,1.0,0.0,61.17,111.33,4.71,0.0,0.0,0.0,0.0,01-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
01-Aug-2018 - 00:00,223.36,0.0,273.94,36.47,156.94,54.07,65.83,78.32,55.07,29.96,7.01,0.77,0.0,100.1,116.2,7.26,0.0,0.01,0.0,0.0,02-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
02-Aug-2018 - 00:00,303.5,0.0,280.9,34.99,255.81,44.05,53.84,63.99,19.08,31.15,4.69,1.24,0.0,52.32,87.46,3.67,0.0,0.0,0.0,0.0,03-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
03-Aug-2018 - 00:00,276.76,0.0,277.79,34.9,196.67,53.06,69.31,79.33,15.97,30.8,4.56,1.24,0.0,48.49,103.33,4.41,0.0,0.0,0.0,0.0,04-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
04-Aug-2018 - 00:00,294.35,0.0,264.77,35.02,184.68,36.95,54.15,58.51,19.01,30.87,3.59,0.9,0.0,53.56,72.17,4.02,0.0,0.0,0.0,0.0,05-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
05-Aug-2018 - 00:00,254.25,0.0,219.95,35.01,65.87,21.13,39.14,38.0,17.66,29.02,2.41,1.03,0.0,53.28,52.04,3.64,0.0,0.0,0.0,0.0,06-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
06-Aug-2018 - 00:00,148.48,0.0,124.82,34.95,39.94,48.59,56.68,68.84,21.73,27.26,6.03,0.43,0.0,50.44,79.35,5.07,0.0,0.0,0.0,0.0,07-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
07-Aug-2018 - 00:00,108.63,0.0,144.38,34.69,104.11,55.92,54.69,73.97,14.83,27.45,6.72,0.37,0.0,39.78,83.8,4.68,0.0,0.0,0.0,0.0,08-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
08-Aug-2018 - 00:00,72.3,0.0,132.89,37.53,202.97,50.72,43.04,62.7,23.22,28.86,5.25,0.77,0.0,142.72,74.4,3.25,0.0,0.0,0.0,0.0,09-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
09-Aug-2018 - 00:00,141.79,0.0,127.83,34.33,282.49,8.59,53.28,26.25,48.77,32.11,5.94,0.71,0.0,31.88,51.75,1.41,0.0,0.0,0.0,0.0,10-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
10-Aug-2018 - 00:00,126.41,0.0,154.79,37.82,264.33,,,0.0,39.91,30.23,2.58,0.31,0.0,50.76,,1.31,0.0,0.0,0.0,0.0,11-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
11-Aug-2018 - 00:00,,0.0,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,12-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
12-Aug-2018 - 00:00,,0.0,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,13-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
13-Aug-2018 - 00:00,151.75,0.0,116.12,41.57,138.83,21.06,73.06,40.29,33.84,31.19,3.17,0.42,0.0,15.46,256.89,1.21,0.0,0.0,0.0,0.0,14-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
14-Aug-2018 - 00:00,162.79,0.0,134.88,36.57,180.38,24.22,63.93,85.99,37.94,30.95,5.8,0.36,0.0,40.34,175.46,2.71,0.0,0.0,0.0,0.0,15-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
15-Aug-2018 - 00:00,123.56,0.0,195.45,35.1,217.25,22.39,44.03,49.6,52.15,30.35,1.85,0.76,0.0,36.44,121.91,2.14,0.0,0.0,0.0,0.0,16-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
16-Aug-2018 - 00:00,90.1,0.13,121.65,34.33,141.67,48.84,59.81,103.25,33.5,29.47,8.54,0.37,0.0,25.66,220.87,2.28,0.04,0.78,0.03,0.08,17-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
17-Aug-2018 - 00:00,86.77,0.1,116.76,34.33,231.11,13.73,53.4,66.34,31.04,30.87,4.48,0.81,0.0,25.51,163.91,1.95,0.04,0.58,0.05,0.04,18-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
18-Aug-2018 - 00:00,80.07,0.06,133.57,38.36,247.47,2.66,50.44,51.53,20.52,29.66,2.36,0.65,0.0,25.05,143.15,2.19,0.02,0.34,0.03,0.03,19-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
19-Aug-2018 - 00:00,,0.0,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,20-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
20-Aug-2018 - 00:00,138.18,0.05,132.41,35.19,7.77,18.8,47.51,26.67,42.65,29.31,2.38,0.65,0.0,24.8,114.09,0.8,0.01,0.18,0.01,0.03,21-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
21-Aug-2018 - 00:00,115.64,0.04,135.69,39.56,263.05,31.56,41.06,50.56,14.4,29.87,4.43,0.74,0.0,29.63,128.81,2.62,0.01,0.19,0.01,0.02,22-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
22-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
23-Aug-2018 - 00:00,102.6,11.56,,33.7,,17.25,47.93,60.07,,,0.0,,0.0,40.04,109.91,0.0,2.28,28.47,1.11,3.76,24-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
24-Aug-2018 - 00:00,87.71,7.08,,33.7,,5.73,38.42,26.44,,,0.0,,0.0,16.34,89.26,0.0,1.08,22.55,0.86,3.03,25-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
25-Aug-2018 - 00:00,103.54,6.62,,33.7,,,,0.0,,,0.0,,0.0,13.72,,0.0,0.88,22.47,0.86,3.31,26-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
26-Aug-2018 - 00:00,97.15,6.43,,33.7,,,,0.0,,,0.0,,0.0,17.12,,0.0,1.2,23.2,1.12,3.34,27-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
27-Aug-2018 - 00:00,62.64,9.61,121.31,34.0,83.05,40.06,57.93,48.79,,28.97,0.0,0.31,0.0,17.39,131.05,0.0,1.89,33.06,1.11,4.36,28-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
28-Aug-2018 - 00:00,80.99,6.06,139.7,35.15,89.26,19.73,56.66,52.02,22.84,27.23,0.17,0.47,0.0,25.2,94.88,0.97,1.34,24.31,1.41,2.92,29-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
29-Aug-2018 - 00:00,47.26,0.16,148.1,35.54,75.74,28.95,77.4,60.58,19.19,27.69,0.45,0.46,0.0,68.81,93.22,4.39,0.24,6.39,0.66,0.0,30-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
30-Aug-2018 - 00:00,113.54,1.91,256.11,35.61,181.39,39.65,99.03,83.09,12.22,29.63,0.7,0.6,0.0,34.36,117.69,4.89,0.5,11.7,0.9,0.75,31-Aug-2018 - 00:00,"Sirifort, Delhi - CPCB"
31-Aug-2018 - 00:00,176.09,3.3,213.68,34.64,178.29,42.41,92.78,76.2,17.21,30.11,0.54,0.76,0.0,37.92,109.45,4.41,0.58,15.47,1.48,1.59,01-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
01-Sep-2018 - 00:00,108.01,3.44,195.81,34.73,40.78,62.44,102.74,102.96,8.74,27.17,0.9,0.53,0.0,41.63,130.26,4.78,0.77,19.26,1.52,1.23,02-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
02-Sep-2018 - 00:00,69.89,3.03,211.36,34.62,60.04,32.61,84.52,70.24,12.17,26.17,0.62,0.5,0.0,33.82,101.23,4.51,0.69,18.72,1.08,0.86,03-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
03-Sep-2018 - 00:00,71.6,2.43,126.49,41.77,39.67,55.61,97.74,94.53,23.17,25.9,0.87,0.23,0.02,41.21,124.18,4.85,0.98,13.71,1.07,0.81,04-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
04-Sep-2018 - 00:00,74.65,0.1,209.36,37.9,50.85,57.51,116.94,107.21,21.35,26.04,0.87,0.36,0.0,41.45,140.57,5.24,0.37,4.03,0.49,0.01,05-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
05-Sep-2018 - 00:00,91.17,0.02,270.68,39.1,130.39,48.42,103.29,92.72,17.48,27.11,0.48,0.68,0.0,29.73,127.9,5.52,0.33,3.45,0.25,0.0,06-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
06-Sep-2018 - 00:00,127.91,0.03,264.46,36.14,171.97,33.75,116.03,87.3,21.83,28.06,0.47,0.78,0.01,34.24,135.21,5.84,0.3,3.73,0.14,0.0,07-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
07-Sep-2018 - 00:00,76.96,0.0,161.21,36.11,102.7,78.78,117.03,123.94,19.96,27.29,0.7,0.3,0.0,32.9,151.77,5.88,0.24,2.99,0.12,0.0,08-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
08-Sep-2018 - 00:00,71.41,0.0,92.75,36.82,103.02,35.3,91.09,75.85,18.91,27.32,0.41,0.5,0.0,29.5,110.87,5.42,0.23,2.8,0.12,0.0,09-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
09-Sep-2018 - 00:00,41.38,0.0,142.42,36.72,146.1,2.03,74.7,38.96,17.47,27.15,0.21,1.0,0.0,17.41,80.4,5.02,0.23,2.67,0.09,0.0,10-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
10-Sep-2018 - 00:00,68.9,0.0,178.45,38.67,132.39,7.09,77.79,44.22,16.98,27.71,0.26,0.44,0.0,23.68,83.2,5.12,0.32,2.52,0.05,0.0,11-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
