from date,MP-Xylene,Benzene,Toluene,O Xylene,NO,NO2,NOx,NH3,WS,SO2,CO,PM10,PM2.5,Ozone,Eth-Benzene,BP,RH,SR,VWS,WD,to date,station
03-Aug-2018 - 00:00,1.16,0.56,1.97,0.34,30.34,20.52,34.25,15.38,1.38,12.7,0.92,171.28,63.25,62.27,0.2,750.59,57.55,232.01,0.46,251.29,04-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Aug-2018 - 00:00,0.63,0.32,1.22,0.1,30.11,19.46,29.59,9.78,1.51,17.77,1.08,153.01,63.63,53.23,0.04,750.42,58.77,177.42,0.25,239.26,05-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Aug-2018 - 00:00,0.47,0.26,1.09,0.12,21.25,20.05,20.06,2.1,1.31,17.66,0.99,144.67,61.94,53.5,0.04,750.36,61.43,157.46,0.34,241.33,06-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Aug-2018 - 00:00,1.01,0.5,1.88,0.25,28.92,14.85,25.32,8.79,1.06,24.87,1.15,119.56,42.58,46.01,0.17,750.38,62.63,163.35,0.13,227.14,07-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Aug-2018 - 00:00,1.7,0.94,3.48,0.61,11.77,19.65,15.84,5.55,0.72,11.94,1.29,109.51,62.19,41.74,0.46,750.22,69.7,112.13,0.16,196.05,08-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Aug-2018 - 00:00,1.8,1.14,3.66,0.64,26.43,10.02,25.68,14.37,0.73,7.81,0.96,104.48,68.64,37.39,0.46,750.21,73.52,110.55,-0.0,118.77,09-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Aug-2018 - 00:00,1.51,0.93,3.09,0.55,36.69,15.41,30.22,23.67,1.03,10.4,0.88,69.68,38.54,39.37,0.37,750.57,77.7,225.41,0.17,112.7,10-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Aug-2018 - 00:00,1.56,1.01,3.08,0.48,14.44,27.22,25.77,18.05,1.01,17.14,0.89,94.77,55.75,32.07,0.37,750.51,74.78,204.72,0.06,274.74,11-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Aug-2018 - 00:00,0.98,0.56,1.94,0.3,11.33,23.69,21.42,14.1,1.25,11.54,0.92,98.13,56.49,26.47,0.12,750.34,70.63,151.76,0.1,270.21,12-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Aug-2018 - 00:00,0.55,0.35,1.22,0.05,9.23,19.4,17.47,11.85,1.1,7.0,0.88,91.57,46.76,27.95,0.02,750.41,67.48,175.55,0.54,258.71,13-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Aug-2018 - 00:00,0.91,0.56,1.92,0.22,7.05,19.12,15.6,11.98,0.89,9.14,0.97,105.94,50.29,37.53,0.14,750.5,68.29,200.29,0.04,228.73,14-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Aug-2018 - 00:00,1.39,0.83,3.03,0.51,9.06,20.21,17.78,11.91,0.74,12.53,0.98,106.1,69.33,33.62,0.33,750.45,76.32,188.09,0.07,195.78,15-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Aug-2018 - 00:00,1.28,0.75,2.5,0.39,11.26,18.67,18.74,10.89,1.02,13.68,0.91,171.23,90.71,26.04,0.23,750.38,77.57,165.07,-0.13,235.25,16-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Aug-2018 - 00:00,1.83,1.11,3.69,0.59,10.46,16.37,16.89,12.02,1.2,13.12,1.05,83.07,54.06,31.4,0.43,750.52,82.21,211.47,0.05,75.07,17-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Aug-2018 - 00:00,1.62,0.96,3.4,0.59,7.86,16.77,15.01,12.82,1.37,10.61,0.97,85.93,46.69,37.0,0.49,750.52,76.49,210.95,0.66,65.75,18-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Aug-2018 - 00:00,1.11,0.72,2.35,0.27,15.26,25.68,25.64,14.89,0.87,11.46,0.9,79.92,52.45,47.78,0.15,750.64,73.12,247.15,0.19,138.71,19-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Aug-2018 - 00:00,1.35,0.87,2.67,0.38,46.8,18.07,46.36,9.08,0.76,13.49,1.11,71.05,55.57,29.5,0.23,750.19,88.48,104.84,0.09,254.98,20-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Aug-2018 - 00:00,2.02,1.19,3.83,0.71,44.88,12.62,41.2,10.87,0.71,8.58,1.0,88.39,47.74,22.86,0.51,750.27,90.02,130.14,0.02,264.25,21-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Aug-2018 - 00:00,2.26,1.39,4.72,0.84,20.42,15.36,24.18,19.83,0.71,10.67,0.78,115.31,50.45,31.23,0.63,750.41,82.41,175.26,0.15,130.14,22-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Aug-2018 - 00:00,1.65,1.01,3.29,0.57,21.38,17.06,25.99,13.42,1.09,11.75,0.62,101.58,53.99,29.07,0.5,750.26,86.98,127.76,-0.06,304.16,23-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Aug-2018 - 00:00,0.56,0.72,1.71,0.6,24.73,12.89,26.53,11.5,0.99,10.68,0.64,69.41,38.02,22.57,0.31,749.98,89.77,107.93,0.21,278.21,24-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Aug-2018 - 00:00,0.99,1.99,4.02,1.01,24.22,15.94,27.78,10.4,1.02,8.57,0.62,85.7,40.25,21.66,1.0,750.62,81.92,161.42,0.25,266.38,25-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Aug-2018 - 00:00,1.0,2.01,4.0,1.0,22.63,18.51,27.85,9.75,1.07,8.09,0.59,82.52,38.96,25.06,1.0,751.11,74.15,166.65,0.54,274.7,26-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Aug-2018 - 00:00,0.99,1.99,4.04,1.01,14.93,20.81,22.9,9.1,1.0,7.91,0.57,100.16,43.1,30.88,0.99,751.32,71.82,187.21,0.3,276.46,27-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Aug-2018 - 00:00,1.01,2.01,4.04,1.0,26.67,20.27,31.99,9.54,0.89,7.95,0.77,128.46,53.65,27.98,1.0,750.89,70.64,97.4,0.06,267.67,28-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Aug-2018 - 00:00,0.99,2.0,4.02,1.01,15.49,24.96,25.51,11.1,0.95,10.11,0.69,127.74,59.07,40.93,1.0,751.11,74.47,143.64,0.22,226.39,29-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Aug-2018 - 00:00,1.97,1.87,4.94,1.13,17.17,17.41,22.84,9.56,0.96,14.19,0.7,71.9,41.41,33.92,0.99,750.9,90.88,99.65,0.11,173.11,30-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Aug-2018 - 00:00,1.43,0.78,2.69,0.48,16.03,19.48,23.04,9.57,1.0,8.45,0.75,113.18,52.96,23.88,0.26,750.87,81.39,206.67,0.34,283.94,31-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
31-Aug-2018 - 00:00,1.72,0.94,3.2,0.63,17.96,23.61,26.72,14.56,1.18,8.67,0.79,102.12,46.23,26.07,0.35,747.34,70.3,165.62,0.4,280.15,01-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Sep-2018 - 00:00,1.27,0.66,2.52,0.41,21.41,16.97,25.96,7.66,1.22,8.92,0.75,92.76,42.68,25.07,0.23,751.1,73.62,104.08,0.15,289.91,02-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Sep-2018 - 00:00,0.98,0.57,1.96,0.22,20.04,16.96,24.9,7.44,0.83,9.01,0.73,66.78,42.14,21.39,0.13,750.45,84.75,77.2,0.14,248.47,03-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Sep-2018 - 00:00,1.15,0.66,2.3,0.37,19.63,16.65,24.42,7.88,0.87,9.07,0.76,63.69,44.03,21.22,0.15,750.95,92.26,98.39,0.11,270.76,04-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Sep-2018 - 00:00,1.63,0.92,3.06,0.54,24.41,14.77,27.1,12.42,1.06,11.26,0.96,102.27,45.49,21.24,0.29,752.76,81.05,157.68,0.16,286.03,05-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Sep-2018 - 00:00,1.67,0.91,3.12,0.62,23.76,14.27,26.36,12.02,1.1,11.59,1.01,136.96,57.51,22.06,0.37,755.52,72.13,178.78,0.19,285.38,06-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Sep-2018 - 00:00,1.45,0.74,2.58,0.65,19.0,23.24,27.41,6.22,0.95,9.94,0.95,99.95,52.42,23.42,0.29,755.65,78.27,107.4,-0.04,268.55,07-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Sep-2018 - 00:00,1.7,0.88,3.34,0.64,20.28,26.52,29.32,11.19,0.83,10.26,1.01,82.87,45.26,28.73,0.46,756.31,79.59,204.05,0.03,294.02,08-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Sep-2018 - 00:00,1.3,0.76,2.9,0.42,11.67,11.07,14.92,12.11,1.73,8.95,1.04,123.48,40.79,37.11,0.28,755.22,89.0,101.09,-0.22,44.1,09-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Sep-2018 - 00:00,0.56,0.7,2.56,0.59,12.03,7.37,13.29,8.22,0.93,6.86,0.99,54.68,26.62,32.64,0.58,756.34,94.06,77.64,0.27,78.28,10-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Sep-2018 - 00:00,0.99,1.01,4.02,1.0,13.5,8.18,15.03,9.99,0.91,8.59,0.92,102.37,41.09,23.53,0.99,758.85,93.19,50.85,0.2,214.23,11-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Sep-2018 - 00:00,1.01,1.01,4.04,0.99,17.51,9.26,18.7,8.45,0.82,12.78,1.13,106.51,41.59,21.06,1.0,759.04,91.35,58.04,0.34,220.12,12-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Sep-2018 - 00:00,1.0,1.01,4.0,0.98,16.24,16.24,21.48,12.0,1.16,12.94,0.88,107.12,40.42,25.47,1.01,757.3,74.6,234.63,0.57,241.91,13-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Sep-2018 - 00:00,1.01,1.01,3.97,1.0,9.93,18.31,17.5,8.35,1.11,9.07,0.7,105.83,43.31,29.99,0.99,756.92,68.89,191.63,0.46,231.3,14-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Sep-2018 - 00:00,1.0,1.0,4.03,0.99,11.3,22.39,20.48,10.91,0.92,14.11,0.7,119.34,53.9,26.23,1.0,758.31,63.19,213.27,0.42,230.62,15-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Sep-2018 - 00:00,1.0,1.0,4.01,1.0,17.0,23.54,25.84,12.1,0.83,14.46,0.69,124.38,54.43,30.71,1.0,759.44,54.95,220.2,0.17,256.94,16-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Sep-2018 - 00:00,1.01,1.01,4.07,1.0,13.62,24.58,23.75,10.32,0.72,11.58,0.73,155.34,61.31,32.38,0.99,759.19,54.56,185.06,0.05,282.94,17-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Sep-2018 - 00:00,1.0,1.0,3.95,1.0,10.0,30.81,23.93,16.82,0.93,14.25,0.71,140.78,55.21,33.68,1.0,757.56,46.1,222.51,-0.0,259.75,18-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Sep-2018 - 00:00,0.91,1.01,3.6,0.93,17.63,30.39,29.98,19.86,0.98,9.88,1.07,141.78,58.3,26.17,0.92,757.5,41.82,215.04,0.09,272.92,19-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Sep-2018 - 00:00,0.8,1.0,2.99,0.8,26.83,29.47,35.97,22.73,1.13,19.61,1.11,159.8,65.61,35.01,0.81,757.32,36.19,219.91,0.13,274.32,20-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Sep-2018 - 00:00,0.81,1.0,3.03,0.8,11.48,30.18,24.89,21.85,1.21,8.16,1.13,161.5,63.06,36.81,0.78,756.94,32.64,226.88,-0.13,249.53,21-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Sep-2018 - 00:00,0.81,1.0,3.0,0.8,6.05,20.74,15.63,24.79,1.85,9.42,0.94,147.65,62.39,38.59,0.81,757.65,59.01,191.7,0.69,54.78,22-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Sep-2018 - 00:00,0.8,1.0,3.04,0.8,11.07,8.96,13.35,16.05,2.27,9.06,0.94,69.53,24.5,21.28,0.8,757.51,84.09,47.75,-0.22,42.69,23-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Sep-2018 - 00:00,0.81,1.01,3.0,0.82,34.89,14.92,35.23,16.16,1.09,5.37,1.28,115.42,47.41,14.96,0.83,759.35,87.24,134.78,0.47,258.49,25-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Sep-2018 - 00:00,0.82,0.99,2.99,0.81,38.11,17.41,38.65,17.21,0.91,6.2,1.36,174.16,60.89,17.62,0.8,758.7,70.12,212.94,0.28,231.32,26-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Sep-2018 - 00:00,0.8,1.0,2.97,0.81,37.96,18.72,39.06,17.23,0.88,6.93,1.15,181.22,65.45,19.0,0.79,758.48,57.06,216.38,0.36,188.82,27-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Sep-2018 - 00:00,0.8,1.0,2.97,0.81,66.74,18.7,59.92,18.58,0.85,6.94,1.26,184.22,65.75,18.89,0.81,759.09,42.15,214.08,0.2,224.78,28-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Sep-2018 - 00:00,0.8,1.0,2.99,0.79,133.21,15.21,96.22,13.42,0.61,9.87,1.48,203.71,76.0,19.07,0.81,759.75,37.02,172.39,0.25,173.33,29-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Sep-2018 - 00:00,0.79,1.5,3.45,0.89,113.02,20.74,88.06,14.65,0.64,6.97,1.37,216.3,86.72,18.5,0.8,760.26,36.95,130.92,0.33,174.08,30-Sep-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Sep-2018 - 00:00,0.79,2.02,3.98,1.0,36.33,31.53,42.87,14.11,0.8,6.88,0.98,215.28,76.68,17.26,0.8,759.89,33.91,185.87,0.3,206.2,01-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Oct-2018 - 00:00,0.8,2.0,4.03,1.01,57.63,31.54,62.13,10.37,0.74,8.2,1.21,157.89,63.01,15.17,0.79,759.6,33.46,180.06,0.34,220.4,02-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Oct-2018 - 00:00,0.8,2.0,3.98,1.02,113.68,28.44,93.53,18.05,0.53,8.97,1.24,187.89,73.63,9.94,0.79,760.16,37.79,108.72,0.16,199.42,03-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Oct-2018 - 00:00,0.79,2.01,4.02,1.01,35.0,46.15,53.57,10.79,0.81,8.98,1.01,143.86,44.38,28.49,0.8,759.7,36.71,168.58,0.25,188.11,04-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Oct-2018 - 00:00,0.79,1.98,4.06,1.0,19.83,48.88,41.39,6.11,0.68,10.11,1.07,111.25,57.52,39.15,0.8,760.5,36.22,178.7,0.13,147.18,05-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Oct-2018 - 00:00,0.81,2.01,3.95,1.0,23.49,49.06,44.36,5.86,0.82,11.67,1.01,121.54,61.51,32.65,0.8,761.3,33.71,189.64,0.3,166.15,06-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Oct-2018 - 00:00,0.8,1.99,4.05,1.0,49.19,42.56,59.65,6.41,1.01,9.17,1.08,149.44,70.45,30.09,0.81,761.14,30.45,159.64,0.38,159.21,07-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Oct-2018 - 00:00,0.79,2.0,3.96,1.0,26.73,45.59,45.02,5.53,1.01,8.9,0.93,141.63,65.04,49.51,0.81,760.53,27.91,180.31,0.22,125.89,08-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Oct-2018 - 00:00,0.79,2.0,3.98,1.0,39.59,49.59,57.5,9.72,0.69,9.15,1.15,130.86,60.17,38.69,0.8,758.71,26.37,161.19,0.23,147.15,09-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Oct-2018 - 00:00,0.8,1.98,3.99,1.0,82.17,39.69,83.76,22.28,0.85,14.41,1.15,156.34,73.78,22.69,0.81,756.84,27.52,181.98,0.46,185.82,10-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Oct-2018 - 00:00,0.88,1.96,3.97,1.41,29.65,41.36,45.29,29.96,0.93,22.71,1.04,193.3,92.07,26.05,0.9,756.97,27.64,162.84,0.34,259.44,11-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Oct-2018 - 00:00,1.0,2.0,3.86,2.02,14.86,34.09,30.07,18.3,0.95,8.97,1.23,205.76,85.85,48.34,0.99,757.68,28.67,131.88,0.3,154.63,12-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Oct-2018 - 00:00,1.0,2.0,4.07,1.99,24.46,40.62,40.81,3.63,1.23,9.2,1.13,159.24,77.49,45.8,0.99,759.25,40.59,165.17,0.64,119.12,13-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Oct-2018 - 00:00,0.99,1.99,4.0,1.98,18.72,49.61,40.92,6.1,1.02,16.62,0.82,170.38,81.89,58.04,0.99,759.82,29.2,169.65,0.49,136.39,14-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Oct-2018 - 00:00,1.02,2.02,3.97,1.97,16.79,51.89,40.55,5.98,0.86,7.14,0.74,167.53,81.94,58.32,1.0,759.46,28.36,170.07,0.31,112.56,15-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Oct-2018 - 00:00,0.96,1.95,4.03,1.99,58.17,49.08,104.61,14.33,0.82,16.73,1.28,172.79,83.05,46.58,0.96,759.38,22.77,173.83,0.34,127.67,16-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Oct-2018 - 00:00,0.99,2.03,4.02,2.01,114.37,32.95,116.55,18.39,0.77,13.9,1.02,177.51,129.69,24.29,1.0,759.27,24.55,156.08,0.26,184.61,17-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Oct-2018 - 00:00,0.98,1.96,4.01,1.97,106.52,59.31,107.66,12.78,0.71,8.96,1.96,163.74,68.13,25.4,1.0,758.47,24.75,175.73,0.34,184.74,18-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Oct-2018 - 00:00,0.98,2.01,3.96,2.02,111.95,89.6,142.28,15.39,0.9,9.19,0.75,210.35,86.16,27.73,0.99,758.15,25.54,171.06,0.41,191.76,19-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Oct-2018 - 00:00,0.99,2.03,4.02,1.97,40.3,85.84,77.13,18.34,0.56,9.12,1.09,194.38,110.25,57.91,1.01,759.16,25.58,161.61,0.29,127.61,20-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Oct-2018 - 00:00,0.99,1.99,3.95,2.03,41.21,82.69,76.22,18.52,1.29,9.08,2.12,166.6,102.47,57.97,0.98,760.13,26.79,67.62,0.59,100.84,21-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Oct-2018 - 00:00,1.0,2.04,4.05,2.0,6.24,64.99,38.94,22.44,1.57,9.12,1.02,217.48,105.58,87.87,1.0,760.91,25.02,152.6,0.29,88.15,22-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Oct-2018 - 00:00,1.01,1.99,3.97,2.0,64.04,61.9,83.16,23.34,0.66,8.3,1.74,149.47,84.32,50.13,1.02,760.67,21.94,147.84,0.25,125.7,23-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Oct-2018 - 00:00,0.98,2.03,3.95,2.02,72.43,57.33,83.37,23.09,0.82,11.89,2.69,174.17,80.31,39.79,1.01,760.27,19.53,217.55,0.06,115.86,24-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Oct-2018 - 00:00,0.86,1.71,3.39,1.72,72.6,57.4,88.1,23.29,0.7,10.38,1.7,182.93,88.2,29.91,0.86,759.76,25.14,152.0,0.11,104.66,25-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Oct-2018 - 00:00,0.99,1.97,3.98,2.0,45.64,47.92,61.46,22.59,0.78,10.7,0.85,169.04,82.74,34.66,1.0,760.47,23.28,150.54,0.25,97.32,26-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Oct-2018 - 00:00,1.01,2.04,4.12,1.68,14.35,37.62,31.15,15.97,1.13,11.07,0.83,168.47,94.6,52.99,0.99,762.05,28.14,136.37,0.36,125.89,27-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Oct-2018 - 00:00,1.01,1.97,4.12,1.52,15.61,46.4,36.36,15.97,1.05,9.62,0.98,159.46,102.25,54.25,1.02,762.29,29.1,133.01,0.31,103.59,28-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Oct-2018 - 00:00,0.98,1.95,4.09,1.51,12.49,46.22,34.17,15.95,1.1,9.09,0.92,172.07,127.09,70.57,1.01,762.18,28.48,150.64,0.36,81.45,29-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Oct-2018 - 00:00,0.9,1.72,3.42,1.23,30.66,63.77,57.88,15.93,0.77,8.87,1.81,213.96,131.57,57.34,0.86,761.74,28.56,139.95,0.19,84.02,30-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Oct-2018 - 00:00,2.61,2.49,6.54,2.09,24.37,60.85,51.32,15.77,0.8,9.99,1.39,218.3,119.26,53.1,1.25,761.52,30.67,150.89,0.06,111.93,31-Oct-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
31-Oct-2018 - 00:00,3.58,2.46,6.98,2.44,21.96,53.44,45.52,15.96,0.84,10.1,1.31,189.56,86.81,64.43,1.16,761.49,28.68,157.6,0.22,102.38,01-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Nov-2018 - 00:00,4.42,2.9,8.92,2.73,63.96,53.99,79.4,16.46,0.55,9.25,1.76,195.22,107.55,38.36,1.33,760.94,32.55,146.53,0.14,136.16,02-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Nov-2018 - 00:00,3.14,2.27,6.81,2.06,84.05,44.59,90.54,14.71,0.62,8.89,1.56,177.4,91.1,35.34,1.13,759.98,31.45,140.9,0.12,131.62,03-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Nov-2018 - 00:00,2.33,1.96,5.19,1.67,67.51,45.77,77.95,13.69,0.76,8.99,1.16,155.55,72.48,43.88,0.93,758.98,30.1,141.21,0.1,184.42,04-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Nov-2018 - 00:00,1.56,1.33,2.99,1.0,17.32,45.66,37.73,15.8,1.09,8.92,1.11,190.48,113.38,42.96,0.39,760.3,29.91,139.29,-0.15,236.76,05-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Nov-2018 - 00:00,1.2,1.4,3.05,1.14,25.54,53.95,48.65,15.88,0.81,8.91,1.16,129.79,61.77,42.05,0.54,760.93,20.79,144.2,0.04,248.36,06-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Nov-2018 - 00:00,2.1,1.97,4.74,1.34,30.33,55.66,53.37,15.87,0.7,9.18,1.35,178.02,109.24,39.56,0.83,761.55,27.89,144.74,0.05,207.91,07-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Nov-2018 - 00:00,2.11,1.72,4.23,0.99,59.38,47.35,72.27,16.81,0.54,12.91,1.54,197.89,110.45,41.88,0.66,761.31,18.1,155.87,0.18,150.31,08-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Nov-2018 - 00:00,0.97,1.99,3.85,1.99,57.98,36.13,68.6,15.09,0.7,13.74,1.6,228.76,128.38,61.19,1.98,761.02,19.41,165.12,0.26,114.26,09-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Nov-2018 - 00:00,1.01,1.99,3.87,2.04,94.81,36.75,114.06,12.94,0.49,12.3,2.18,234.07,170.81,45.54,1.98,759.89,26.28,142.82,0.14,174.98,10-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Nov-2018 - 00:00,1.01,2.0,4.08,1.98,81.54,38.91,84.8,11.54,0.51,12.46,1.72,227.08,165.43,54.24,1.98,760.28,26.18,152.54,0.15,163.74,11-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Nov-2018 - 00:00,1.02,1.95,3.9,1.94,120.06,76.08,135.84,13.18,0.22,11.66,1.65,276.33,172.25,6.11,1.89,761.32,30.71,17.24,0.15,90.26,12-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Nov-2018 - 00:00,2.78,2.64,6.79,2.12,120.86,44.9,116.07,12.69,0.61,11.15,2.23,188.83,97.78,30.82,1.99,759.57,27.89,135.3,0.37,135.02,13-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Nov-2018 - 00:00,5.39,3.64,12.19,2.22,144.8,55.0,132.91,7.65,0.66,9.89,1.97,198.18,97.71,22.58,1.95,757.5,33.55,133.66,0.18,155.84,14-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Nov-2018 - 00:00,2.13,1.13,3.82,0.75,17.63,62.8,46.91,12.72,1.04,9.68,1.36,126.37,65.9,55.08,0.44,758.03,41.17,134.72,0.17,100.85,15-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
