from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
01-Jan-2018 - 00:00,6.49,2.53,7.16,3.46,745.14,215.2,113.28,0.0,62.52,16.54,173.89,0.73,1.18,16.13,22.82,41.94,64.78,40.31,8.24,02-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Jan-2018 - 00:00,5.74,2.15,6.28,3.16,744.93,181.8,90.24,0.0,58.13,15.3,155.79,0.73,1.01,14.31,21.6,36.55,58.15,35.82,7.74,03-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Jan-2018 - 00:00,3.85,1.28,4.16,1.85,742.86,156.97,68.69,0.0,51.09,14.53,189.39,0.78,0.87,12.53,11.46,40.28,51.74,38.04,4.56,04-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Jan-2018 - 00:00,4.98,1.79,5.28,2.57,742.79,188.91,73.05,0.0,51.88,15.69,147.66,1.04,1.03,15.31,12.5,40.83,51.06,43.41,7.73,05-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Jan-2018 - 00:00,4.34,1.92,5.03,2.62,744.05,158.93,71.63,0.0,59.62,16.04,165.04,0.85,0.92,17.65,11.77,46.01,53.63,42.49,8.16,06-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Jan-2018 - 00:00,5.46,2.36,6.49,3.18,741.34,170.39,73.17,0.0,56.3,16.18,178.43,0.8,1.0,14.11,25.1,43.41,68.51,34.1,7.31,07-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Jan-2018 - 00:00,3.96,1.46,4.49,2.25,739.31,158.51,59.31,0.0,47.15,16.61,177.09,0.84,0.82,13.97,12.51,44.56,57.08,39.01,8.05,08-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Jan-2018 - 00:00,5.23,2.82,7.37,3.65,724.72,160.69,64.78,0.0,50.41,15.97,151.05,0.81,0.93,14.18,21.87,46.56,68.42,41.12,6.92,09-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Jan-2018 - 00:00,5.64,2.61,6.83,3.46,724.09,191.34,84.58,0.0,55.42,15.17,176.55,0.75,1.07,15.67,15.74,40.9,56.64,37.78,12.31,10-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Jan-2018 - 00:00,4.85,1.91,5.75,2.87,743.27,183.51,73.55,0.0,48.33,16.34,162.17,0.74,0.98,11.73,13.43,33.21,46.64,39.34,19.63,11-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Jan-2018 - 00:00,3.41,1.06,3.47,1.69,760.21,144.88,56.1,0.0,40.34,17.93,213.05,0.87,0.72,13.14,14.55,19.48,34.02,48.01,10.05,12-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Jan-2018 - 00:00,3.73,1.88,5.51,3.0,763.52,140.23,50.74,0.0,31.04,18.73,162.48,0.85,0.89,10.13,19.59,14.26,33.78,46.77,11.11,13-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Jan-2018 - 00:00,4.93,2.07,6.62,3.17,767.19,171.85,60.74,0.0,37.72,19.73,135.38,0.84,0.91,14.12,15.99,25.34,41.33,31.14,18.35,14-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Jan-2018 - 00:00,3.85,1.46,4.69,2.26,767.58,160.7,65.52,0.0,52.36,19.72,156.15,0.92,0.81,16.1,12.76,24.83,37.6,27.82,16.81,15-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Jan-2018 - 00:00,2.78,1.38,4.0,1.96,766.15,155.9,50.84,0.0,46.55,19.4,196.45,0.8,0.69,13.61,12.79,22.72,35.51,36.25,16.43,16-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Jan-2018 - 00:00,3.27,1.17,4.04,1.88,758.1,134.95,58.57,0.0,41.0,18.74,148.12,1.05,0.71,11.79,11.17,21.75,32.93,41.93,20.33,17-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Jan-2018 - 00:00,3.75,1.34,4.81,2.2,757.58,147.21,56.65,0.0,47.41,19.53,131.16,1.07,0.79,14.99,14.02,18.28,32.3,30.94,23.43,18-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Jan-2018 - 00:00,2.17,0.62,1.92,0.87,755.32,137.25,49.13,0.0,57.97,20.44,156.75,0.87,0.91,15.62,13.83,22.04,35.86,30.26,14.24,19-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Jan-2018 - 00:00,2.5,2.79,6.32,3.53,751.27,143.88,51.71,0.0,55.35,19.95,159.57,0.8,1.0,12.79,16.11,18.12,34.23,36.12,14.57,20-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Jan-2018 - 00:00,2.3,5.28,7.3,7.0,751.72,176.47,70.7,0.0,53.14,18.92,184.49,1.1,0.92,10.79,13.24,19.53,32.77,58.55,16.01,21-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Jan-2018 - 00:00,1.81,3.68,3.84,5.21,759.45,178.67,76.47,0.0,59.89,18.57,134.11,1.12,0.88,13.23,12.6,17.11,29.71,47.76,7.2,22-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Jan-2018 - 00:00,2.77,4.67,4.53,6.21,768.36,178.3,64.92,0.0,56.49,19.28,168.59,1.27,0.79,12.51,11.03,22.77,33.8,35.74,21.44,23-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Jan-2018 - 00:00,3.12,3.99,4.78,3.61,765.41,142.32,34.21,0.0,43.69,20.4,252.67,1.87,0.47,11.3,11.41,11.01,22.43,55.33,6.21,24-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Jan-2018 - 00:00,2.7,3.81,3.65,2.88,765.78,137.22,45.26,0.0,35.15,17.3,283.2,1.56,0.73,8.4,11.15,13.96,25.11,75.26,14.54,25-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Jan-2018 - 00:00,2.35,4.14,2.53,3.08,765.79,119.64,48.93,0.0,45.38,16.48,178.7,1.01,0.97,9.55,9.6,14.45,23.94,54.19,14.42,26-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Jan-2018 - 00:00,4.73,5.12,5.53,2.53,765.75,135.77,48.18,0.0,37.47,17.85,151.98,0.88,1.37,8.8,10.24,17.72,27.77,45.14,17.93,27-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Jan-2018 - 00:00,3.18,1.54,3.17,1.85,765.5,159.88,52.49,0.0,36.73,18.09,158.44,0.99,1.34,10.25,12.35,20.05,32.4,47.32,18.77,28-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Jan-2018 - 00:00,1.83,0.52,1.64,0.74,765.27,184.76,64.8,0.0,42.8,18.36,143.91,1.06,1.23,12.96,11.41,20.57,31.98,35.54,26.68,29-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Jan-2018 - 00:00,1.73,1.07,1.49,0.82,764.76,176.29,64.91,0.0,51.13,17.59,174.21,0.6,1.55,15.53,12.62,13.55,26.17,20.49,11.61,30-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Jan-2018 - 00:00,3.34,2.27,2.76,2.28,764.0,208.62,62.94,0.0,40.41,20.64,158.29,0.67,1.74,11.69,15.54,14.19,29.73,31.19,14.86,31-Jan-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
31-Jan-2018 - 00:00,1.37,1.82,1.56,2.18,764.32,139.52,37.74,0.0,31.23,23.16,189.96,1.62,0.67,11.75,10.55,12.09,22.64,46.42,20.53,01-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Feb-2018 - 00:00,2.01,4.35,2.02,4.81,764.23,184.09,51.23,0.0,33.06,25.13,142.62,1.15,0.97,13.39,11.12,17.13,28.25,46.28,42.71,02-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Feb-2018 - 00:00,4.59,5.99,2.99,4.7,765.19,160.79,48.74,0.0,32.76,25.04,130.3,1.23,0.9,12.81,10.14,10.66,20.8,57.06,13.19,03-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Feb-2018 - 00:00,1.33,2.81,3.77,2.73,765.28,184.21,54.87,0.0,44.75,20.34,197.18,1.29,0.85,11.61,10.87,7.33,18.2,39.11,11.36,04-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Feb-2018 - 00:00,1.98,2.73,3.14,2.86,765.13,184.49,57.79,0.0,41.52,19.08,150.19,1.09,1.01,10.61,13.28,8.6,21.9,39.57,11.59,05-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Feb-2018 - 00:00,3.72,3.26,2.33,3.99,765.03,149.99,49.02,0.0,47.99,16.78,115.0,1.13,0.83,9.4,9.44,8.47,17.91,32.39,5.65,06-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Feb-2018 - 00:00,2.59,2.11,3.4,2.16,765.32,133.49,42.93,0.0,40.65,18.9,61.04,1.09,0.74,10.47,10.61,6.34,16.95,41.5,13.87,07-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Feb-2018 - 00:00,1.64,3.02,2.37,2.34,764.06,153.51,45.45,0.0,31.76,19.64,106.01,1.46,0.88,9.43,14.91,11.93,27.04,27.34,28.69,08-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Feb-2018 - 00:00,1.44,1.97,2.33,2.35,759.23,153.12,51.93,0.0,42.75,19.28,127.99,0.84,0.82,32.23,9.97,33.16,42.38,36.54,8.58,09-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Feb-2018 - 00:00,3.14,2.58,2.54,3.58,761.27,149.43,35.59,0.0,30.62,21.35,79.65,2.1,0.43,15.43,3.57,25.62,28.6,71.32,66.88,10-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Feb-2018 - 00:00,2.39,2.53,2.54,1.78,763.1,176.01,54.1,0.0,36.82,18.24,153.19,1.21,0.56,14.41,15.07,25.21,40.27,33.53,9.66,11-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Feb-2018 - 00:00,1.1,1.82,2.5,1.67,762.15,153.84,43.89,0.0,43.26,21.73,80.77,2.5,0.32,13.03,13.99,13.11,25.24,67.91,28.8,12-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Feb-2018 - 00:00,2.03,2.17,1.41,2.11,762.31,91.0,35.52,0.0,67.9,18.11,200.2,0.98,0.64,12.12,14.73,9.45,23.99,28.07,6.37,13-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Feb-2018 - 00:00,0.75,1.24,2.14,2.15,762.01,159.16,45.58,0.0,46.05,21.28,150.48,1.21,0.87,9.35,15.18,17.98,33.16,35.23,7.87,14-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Feb-2018 - 00:00,0.76,1.24,2.08,2.15,762.37,120.72,45.18,0.0,57.74,16.26,175.69,0.6,0.67,5.61,14.5,14.18,28.68,21.72,9.12,15-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Feb-2018 - 00:00,1.22,1.1,0.77,1.0,761.66,123.68,36.54,0.0,40.3,20.21,193.73,0.94,0.62,5.29,15.25,18.89,34.14,29.88,21.95,16-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Feb-2018 - 00:00,0.96,0.74,1.25,0.55,761.14,104.66,29.21,0.0,39.9,21.63,149.85,1.15,0.46,5.42,12.56,14.78,19.53,39.73,29.77,17-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,18-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,19-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,20-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,21-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,22-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,23-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,24-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,25-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,26-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,27-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Feb-2018 - 00:00,,,,,,87.81,25.25,,,,,,0.72,,,16.76,,,31.18,28-Feb-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Feb-2018 - 00:00,0.54,1.77,0.49,0.52,757.1,183.22,52.86,0.0,36.33,27.53,74.44,1.78,0.73,6.83,21.16,21.58,42.73,54.43,40.84,01-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Mar-2018 - 00:00,,,,,,184.77,59.41,,,,,,1.06,,,26.96,,,19.78,02-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Mar-2018 - 00:00,,,,,,109.86,37.41,,,,,,0.49,,,15.36,,,17.06,03-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Mar-2018 - 00:00,,,,,,98.14,28.29,,,,,,0.44,3.97,,,,,3.07,04-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Mar-2018 - 00:00,,,,,,127.64,33.96,,,,,,0.63,3.69,,,,,9.44,05-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Mar-2018 - 00:00,,,,,,131.23,35.07,,,,,,0.91,,,19.22,,,8.28,06-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Mar-2018 - 00:00,,,,,,155.97,53.66,,,,,,1.1,,,29.02,,,40.66,07-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Mar-2018 - 00:00,,,,,,137.91,37.44,,,,,,0.67,,,27.09,,,33.7,08-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Mar-2018 - 00:00,,,,,,132.31,40.83,,,,,,0.6,,,23.12,,,15.41,09-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Mar-2018 - 00:00,,,,,,117.68,35.02,,,,,,0.61,7.62,,,,,11.88,10-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Mar-2018 - 00:00,,,,,,115.21,0.0,,,,,,0.68,6.81,,18.77,,,11.05,11-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Mar-2018 - 00:00,,,,,,120.12,29.9,,,,,,0.0,6.14,,20.65,,,23.43,12-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Mar-2018 - 00:00,,,,,,152.46,29.95,,,,,,0.87,,,21.95,,,14.59,13-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Mar-2018 - 00:00,,,,,,152.61,41.79,,,,,,0.39,3.69,,24.31,,,36.28,14-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Mar-2018 - 00:00,,,,,,128.56,34.75,,,,,,0.64,6.33,,11.11,,,10.71,15-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Mar-2018 - 00:00,,,,,,135.59,30.68,,,,,,0.73,5.96,,11.66,,,14.45,16-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Mar-2018 - 00:00,,,,,,177.54,44.03,,,,,,0.93,4.44,,15.75,,,21.54,17-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Mar-2018 - 00:00,,,,,,206.18,60.54,,,,,,1.05,3.68,,22.0,,,28.63,18-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Mar-2018 - 00:00,,,,,,183.41,50.35,,,,,,0.97,4.5,,17.86,,,30.09,19-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Mar-2018 - 00:00,,,,,,173.2,51.55,,,,,,0.83,4.54,,11.13,,,21.58,20-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Mar-2018 - 00:00,,,,,,163.79,49.87,,,,,,1.23,3.48,,8.19,,,21.5,21-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Mar-2018 - 00:00,,,,,,112.27,25.18,,,,,,0.61,6.65,,6.0,,,3.01,22-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Mar-2018 - 00:00,,,,,,143.69,44.25,,,,,,0.56,4.51,,7.07,,,12.13,23-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Mar-2018 - 00:00,,,,,,130.21,57.52,,,,,,0.83,1.65,,18.05,,,34.39,24-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Mar-2018 - 00:00,,,,,,136.51,141.02,,,,,,1.03,0.85,,22.04,,,29.29,25-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Mar-2018 - 00:00,,,,,,156.41,67.79,,,,,,1.01,0.82,,21.76,,,22.6,26-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Mar-2018 - 00:00,,,,,,139.33,77.04,,,,,,0.88,1.54,,19.9,,,24.9,27-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Mar-2018 - 00:00,,,,,,152.12,98.38,,,,,,0.66,3.39,,21.84,,,24.77,28-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Mar-2018 - 00:00,,,,,,171.04,85.84,,,,,,0.7,3.44,,23.23,,,26.78,29-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Mar-2018 - 00:00,,,,,,165.98,82.09,,,,,,0.55,4.19,,21.49,,,34.28,30-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Mar-2018 - 00:00,,,,,,135.41,49.5,,,,,,0.39,6.07,,12.8,,,10.43,31-Mar-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
31-Mar-2018 - 00:00,,,,,,221.88,63.63,,,,,,0.42,6.55,,11.01,,,6.9,01-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Apr-2018 - 00:00,,,,,,240.98,89.24,,,,,,0.87,3.32,,10.91,,,33.85,02-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Apr-2018 - 00:00,,,,,,185.45,75.27,,,,,,0.77,3.14,,10.81,,,14.2,03-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Apr-2018 - 00:00,,,,,,148.06,57.07,,,,,,0.63,3.94,,11.81,,,8.56,04-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Apr-2018 - 00:00,,,,,,138.85,58.57,,,,,,0.65,4.5,,12.41,,,15.0,05-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Apr-2018 - 00:00,,,,,,176.74,59.51,,,,,,0.48,4.4,,12.2,,,4.87,06-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Apr-2018 - 00:00,,,,,,223.27,67.88,,,,,,0.8,3.86,,14.68,,,31.2,07-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Apr-2018 - 00:00,,,,,,341.96,96.9,,,,,,0.38,4.04,,3.88,,,12.46,08-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Apr-2018 - 00:00,,,,,,151.07,61.61,,,,,,0.64,2.62,,9.86,,,25.35,09-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Apr-2018 - 00:00,,,,,,205.0,61.89,,,,,,0.49,4.43,,9.35,,,22.97,10-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Apr-2018 - 00:00,,,,,,133.88,50.94,,,,,,0.85,3.58,,6.91,,,12.42,11-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Apr-2018 - 00:00,,,,,,137.82,59.08,,,,,,0.52,3.6,,4.73,,,6.98,12-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Apr-2018 - 00:00,,,,,,110.18,52.73,,,,,,0.94,4.91,,4.87,,,16.52,13-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Apr-2018 - 00:00,,,,,,117.02,49.48,,,,,,0.46,7.4,,4.11,,,6.73,14-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Apr-2018 - 00:00,,,,,,127.33,52.33,,,,,,0.64,7.92,,9.43,,,8.98,15-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Apr-2018 - 00:00,,,,,,103.15,54.21,,,,,,0.58,7.13,,5.1,,,5.5,16-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Apr-2018 - 00:00,,,,,,159.8,57.77,,,,,,0.32,7.79,,5.99,,,3.89,17-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Apr-2018 - 00:00,,,,,,110.74,48.15,,,,,,0.28,9.12,,8.66,,,2.5,18-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Apr-2018 - 00:00,,,,,,146.2,61.34,,,,,,0.64,7.99,,10.61,,,17.38,19-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Apr-2018 - 00:00,,,,,,144.3,58.86,,,,,,0.81,10.47,,52.96,,,2.68,20-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Apr-2018 - 00:00,,,,,,121.65,47.52,,,,,,0.59,18.06,,8.65,,,2.64,21-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Apr-2018 - 00:00,,,,,,438.22,144.14,,,,,,0.72,13.96,,12.37,,,32.99,22-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Apr-2018 - 00:00,,,,,,182.67,75.29,,,,,,0.92,14.88,,16.65,,,12.84,23-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Apr-2018 - 00:00,,,,,,107.74,47.32,,,,,,0.87,14.77,,13.45,,,14.66,24-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Apr-2018 - 00:00,,,,,,152.52,44.83,,,,,,0.85,10.18,,4.48,,,8.13,25-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Apr-2018 - 00:00,,,,,,85.16,34.48,,,,,,0.75,8.12,,2.0,,,8.93,26-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Apr-2018 - 00:00,,,,,,102.99,40.68,,,,,,0.7,6.99,,1.94,,,4.45,27-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Apr-2018 - 00:00,,,,,,146.37,57.16,,,,,,0.73,6.54,,2.33,,,7.52,28-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Apr-2018 - 00:00,,,,,,155.69,67.03,,,,,,0.84,5.95,,0.83,,,5.48,29-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Apr-2018 - 00:00,,,,,,126.5,51.27,,,,,,0.59,6.09,,2.21,,,3.13,30-Apr-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Apr-2018 - 00:00,,,,,,153.7,46.32,,,,,,0.65,5.21,,5.12,,,3.9,01-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-May-2018 - 00:00,,,,,,169.93,69.59,,,,,,0.73,1.79,,13.79,,,6.09,02-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-May-2018 - 00:00,,,,,,150.05,58.54,,,,,,0.55,4.26,,11.22,,,4.0,03-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-May-2018 - 00:00,,,,,,342.1,100.94,,,,,,0.61,10.34,,7.65,,,13.23,04-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-May-2018 - 00:00,,,,,,180.93,68.27,,,,,,0.35,10.52,,8.16,,,15.09,05-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-May-2018 - 00:00,,,,,,170.74,69.19,,,,,,0.34,10.27,,9.47,,,5.43,06-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-May-2018 - 00:00,,,,,,139.51,63.15,,,,,,0.26,10.26,,10.59,,,3.93,07-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-May-2018 - 00:00,,,,,,127.44,56.01,,,,,,0.31,10.2,,10.41,,,3.94,08-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-May-2018 - 00:00,,,,,,324.62,98.11,,,,,,0.51,10.42,,8.77,,,16.8,09-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-May-2018 - 00:00,,,,,,170.87,74.19,,,,,,0.9,7.32,,8.58,,,10.32,10-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-May-2018 - 00:00,,,,,,215.36,77.16,,,,,,1.11,7.33,,5.75,,,13.3,11-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-May-2018 - 00:00,,,,,,167.14,63.14,,,,,,0.77,5.8,,6.06,,,4.28,12-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-May-2018 - 00:00,,,,,,112.69,46.3,,,,,,0.6,2.44,,11.5,,,9.37,13-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-May-2018 - 00:00,,,,,,178.13,54.3,,,,,,0.63,0.46,,12.51,,,5.1,14-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-May-2018 - 00:00,,,,,,236.37,75.7,,,,,,0.73,0.49,,12.99,,,7.56,15-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-May-2018 - 00:00,,,,,,201.41,74.9,,,,,,0.78,0.48,,12.92,,,8.83,16-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-May-2018 - 00:00,5.89,2.11,7.8,3.04,761.49,240.43,86.14,0.0,27.49,35.38,186.81,1.22,0.98,0.5,10.19,10.98,20.39,22.46,17.02,17-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-May-2018 - 00:00,3.98,1.82,5.35,2.27,761.99,215.6,101.29,0.0,20.22,36.95,180.43,1.18,1.22,0.46,8.71,10.84,19.55,58.21,18.91,18-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-May-2018 - 00:00,3.15,1.36,4.27,1.75,762.2,250.19,110.89,0.0,12.17,39.68,259.38,1.72,1.27,0.46,7.56,10.88,17.97,80.56,10.23,19-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
