from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NH3,NO2,NO,NOx,Ozone,PM10,PM2.5,SR,WS,WD,SO2,to date,station
25-Aug-2018 - 00:00,1.29,2.86,5.65,2.47,16.92,0.42,2.03,9.13,2.18,6.41,23.18,17.36,16.47,368.55,3.34,274.03,4.4,26-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Aug-2018 - 00:00,0.95,2.99,4.27,2.04,17.22,0.37,3.23,8.16,1.1,5.06,26.46,32.14,18.29,340.62,3.36,265.97,4.45,27-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Aug-2018 - 00:00,1.15,3.04,5.09,2.43,17.09,0.46,3.35,10.11,1.53,6.25,26.73,43.14,23.78,303.03,2.96,257.74,5.04,28-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Aug-2018 - 00:00,0.82,2.03,3.78,1.8,15.21,0.38,1.74,7.53,0.91,4.56,31.37,63.06,26.8,420.16,3.02,278.05,3.49,29-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Aug-2018 - 00:00,0.9,1.79,3.83,1.68,14.6,0.37,1.66,7.2,1.11,4.54,33.26,76.49,26.18,560.55,3.56,272.79,3.31,30-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Aug-2018 - 00:00,0.65,1.05,2.76,1.25,11.3,0.33,1.94,5.89,1.05,3.74,35.91,55.41,19.79,549.03,4.02,278.31,3.39,31-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
31-Aug-2018 - 00:00,0.57,0.69,2.03,0.98,10.34,0.31,1.97,5.52,1.01,3.57,35.99,45.21,19.25,540.8,3.97,278.96,3.2,01-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Sep-2018 - 00:00,0.82,1.19,3.1,1.39,11.07,0.4,1.8,7.0,1.11,4.46,35.42,34.3,19.56,415.65,3.75,277.75,4.13,02-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Sep-2018 - 00:00,0.7,1.48,2.91,1.34,12.6,0.32,1.61,6.69,0.86,4.02,32.87,32.04,18.09,462.68,3.94,275.73,2.92,03-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Sep-2018 - 00:00,0.77,1.54,3.24,1.52,13.61,0.34,1.53,7.02,1.14,4.42,31.15,32.38,18.13,337.01,3.81,273.76,3.38,04-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Sep-2018 - 00:00,1.07,2.17,4.52,2.02,16.23,0.38,1.71,8.39,1.49,5.5,24.79,31.92,23.46,290.47,3.36,262.2,3.51,05-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Sep-2018 - 00:00,0.67,1.04,2.76,1.3,12.25,0.32,1.96,6.23,0.99,3.92,35.12,35.48,16.42,392.04,3.99,278.41,3.31,06-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Sep-2018 - 00:00,0.56,0.69,2.12,1.08,11.39,0.29,1.79,5.62,0.9,3.53,37.02,47.77,17.24,528.13,3.9,279.17,2.91,07-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Sep-2018 - 00:00,0.62,0.92,2.32,1.12,11.52,0.31,1.78,6.5,0.92,3.98,38.89,59.56,18.21,627.37,3.72,280.0,2.82,08-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Sep-2018 - 00:00,1.01,1.48,3.44,1.65,14.23,0.33,1.42,7.9,1.29,5.02,39.54,63.32,22.7,490.34,3.64,275.19,3.15,09-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Sep-2018 - 00:00,1.26,1.62,3.22,1.61,16.28,0.32,1.78,6.73,0.84,4.05,37.79,43.39,22.51,574.49,3.1,260.59,3.2,10-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Sep-2018 - 00:00,1.07,1.69,2.8,1.65,16.2,0.33,1.69,6.35,0.89,3.78,38.32,47.64,22.38,484.3,2.31,232.55,2.77,11-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Sep-2018 - 00:00,1.05,1.65,2.56,1.38,14.55,0.37,2.11,5.56,1.32,3.79,32.96,50.72,24.45,701.75,2.47,260.96,3.71,12-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Sep-2018 - 00:00,0.69,1.4,2.13,1.1,12.36,0.4,2.08,7.18,0.72,3.96,31.09,44.98,19.33,573.21,3.05,281.62,3.44,13-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Sep-2018 - 00:00,0.9,1.34,2.52,1.3,15.34,0.33,1.73,6.72,0.81,4.01,35.57,28.73,15.9,568.43,3.08,257.42,3.04,14-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Sep-2018 - 00:00,1.25,1.57,3.53,1.67,14.09,0.33,2.01,7.78,1.37,5.04,34.63,31.91,14.97,422.91,2.55,234.04,3.61,15-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Sep-2018 - 00:00,1.14,1.34,2.85,1.46,15.57,0.38,2.2,7.56,0.84,4.45,36.58,24.36,18.42,535.63,2.15,208.53,4.0,16-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Sep-2018 - 00:00,0.63,1.01,1.7,1.0,14.45,0.3,1.99,4.79,0.58,2.76,41.04,23.71,6.11,534.1,2.5,281.21,2.96,17-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Sep-2018 - 00:00,0.62,1.01,1.8,1.03,15.34,0.27,1.71,5.14,0.57,2.96,48.7,51.0,9.48,696.04,2.67,279.07,2.51,18-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Sep-2018 - 00:00,0.9,1.06,2.65,1.34,15.13,0.32,1.85,6.92,1.43,4.57,39.02,56.79,10.0,708.59,2.8,255.91,3.68,19-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Sep-2018 - 00:00,1.24,1.41,3.85,1.83,13.54,0.44,1.01,14.13,1.33,8.15,48.39,37.97,28.8,445.28,2.52,220.31,2.97,20-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Sep-2018 - 00:00,0.92,1.26,2.55,1.34,14.1,0.36,2.49,6.45,0.54,3.5,59.02,41.17,34.0,627.38,2.51,288.1,3.65,21-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Sep-2018 - 00:00,1.33,1.06,2.23,1.22,13.62,0.38,2.09,6.74,0.53,3.76,76.23,69.38,42.26,649.89,3.16,287.95,2.74,22-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Sep-2018 - 00:00,1.35,1.24,4.18,1.78,14.07,0.37,2.62,10.05,1.21,6.08,57.59,75.16,33.82,302.39,4.24,270.55,2.7,23-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Sep-2018 - 00:00,1.23,1.73,3.35,1.62,14.06,0.32,1.49,7.59,0.77,4.42,48.31,54.24,33.34,522.53,3.36,266.21,2.59,24-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Sep-2018 - 00:00,1.03,1.68,2.79,1.49,14.92,0.34,1.56,5.91,0.82,3.62,40.78,50.99,27.57,705.22,2.27,268.84,2.5,25-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Sep-2018 - 00:00,1.25,1.76,2.72,1.46,17.31,0.33,1.48,5.82,0.84,3.6,48.64,64.82,30.03,745.26,2.29,238.56,2.46,26-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Sep-2018 - 00:00,2.44,1.58,2.73,1.33,16.21,0.34,1.41,6.28,0.65,3.63,54.11,50.88,35.08,794.63,2.04,178.67,2.26,27-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Sep-2018 - 00:00,2.37,1.87,4.96,2.18,16.89,0.48,0.94,14.23,1.75,8.75,49.13,,39.84,647.91,1.96,142.23,2.93,28-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Sep-2018 - 00:00,2.89,1.74,5.44,2.39,17.06,0.5,1.18,17.16,2.68,10.84,52.33,57.5,34.23,696.1,2.19,190.11,2.85,29-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Sep-2018 - 00:00,2.12,1.51,4.77,2.2,14.66,0.49,1.13,14.45,1.31,8.43,61.29,45.48,25.89,457.82,2.16,188.0,2.37,30-Sep-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Sep-2018 - 00:00,2.8,1.66,4.66,2.16,18.08,0.46,1.12,12.25,1.27,7.28,63.74,55.31,25.39,752.63,1.93,174.33,2.57,01-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Oct-2018 - 00:00,2.45,1.37,4.53,1.99,15.49,0.52,2.11,14.41,1.56,8.38,61.92,57.15,27.23,732.61,2.38,165.67,3.74,02-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Oct-2018 - 00:00,2.36,3.42,6.73,3.02,20.18,0.52,0.97,15.25,1.79,9.23,58.41,50.79,27.52,677.95,2.16,200.17,2.51,03-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Oct-2018 - 00:00,2.54,2.87,6.6,3.0,18.6,0.55,0.98,15.99,1.12,9.02,52.86,60.51,35.37,644.49,2.07,208.26,2.58,04-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Oct-2018 - 00:00,3.54,3.46,7.97,4.55,19.11,0.56,1.6,16.97,1.37,9.74,56.31,54.53,30.83,650.89,2.25,148.46,3.0,05-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Oct-2018 - 00:00,4.34,2.61,9.52,4.76,24.51,0.66,0.67,22.53,3.2,14.12,42.91,61.1,33.13,633.64,2.21,168.02,2.55,06-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Oct-2018 - 00:00,3.53,2.82,8.13,3.81,21.24,0.53,0.78,19.31,2.3,11.86,56.46,68.54,31.75,870.47,2.85,125.24,2.8,07-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Oct-2018 - 00:00,7.4,4.9,17.84,8.5,35.51,1.05,0.2,41.36,7.05,27.69,48.78,83.89,39.57,871.01,2.7,146.48,2.3,08-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Oct-2018 - 00:00,6.75,5.01,18.45,9.02,33.79,1.35,3.08,47.57,16.16,37.42,58.88,82.74,49.0,921.52,2.6,168.86,17.85,09-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Oct-2018 - 00:00,2.75,1.54,5.7,2.78,17.82,0.49,4.52,16.42,1.04,9.15,69.27,61.13,45.19,713.6,2.03,168.43,5.83,10-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Oct-2018 - 00:00,2.74,1.93,5.1,2.55,18.55,0.52,6.71,15.13,1.12,8.59,73.36,54.08,40.08,772.0,2.2,142.88,5.03,11-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Oct-2018 - 00:00,2.78,2.34,5.0,2.69,24.97,0.45,6.96,12.92,0.53,6.88,87.69,98.94,49.64,666.84,2.33,262.4,4.0,12-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Oct-2018 - 00:00,5.2,4.32,10.26,5.08,29.47,0.97,8.4,27.63,10.42,22.13,62.74,89.79,40.41,639.51,2.02,169.64,9.29,13-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Oct-2018 - 00:00,5.6,2.67,9.1,4.4,21.89,0.69,10.39,25.34,3.73,16.25,58.84,97.16,44.19,699.45,1.89,174.18,5.71,14-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Oct-2018 - 00:00,3.6,1.96,5.47,2.75,19.33,0.54,6.48,18.11,2.03,10.93,67.91,77.27,31.62,739.8,1.9,169.3,4.78,15-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Oct-2018 - 00:00,5.95,3.16,8.86,4.5,23.75,0.7,9.1,26.13,2.27,15.71,78.02,87.8,35.4,783.45,2.02,154.51,7.82,16-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Oct-2018 - 00:00,5.07,2.47,8.1,3.9,21.24,0.66,6.58,22.38,2.98,14.38,72.06,78.6,32.37,694.21,2.17,165.51,4.12,17-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Oct-2018 - 00:00,4.37,1.79,5.35,2.69,18.56,0.61,5.2,19.18,1.38,10.91,63.8,94.44,38.45,506.98,2.18,156.39,3.51,18-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,19-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Oct-2018 - 00:00,1.86,0.86,4.04,1.8,12.0,0.5,5.88,19.46,1.3,11.08,98.49,81.72,34.52,796.76,2.56,190.01,2.79,20-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Oct-2018 - 00:00,4.2,2.34,7.96,3.82,19.34,0.65,6.62,22.42,2.43,13.79,69.72,84.83,50.59,558.84,2.3,194.79,2.88,21-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Oct-2018 - 00:00,2.79,1.18,3.93,1.92,14.47,0.48,4.94,17.23,1.11,9.72,70.06,74.61,64.01,648.81,2.02,179.81,2.52,22-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Oct-2018 - 00:00,5.7,2.34,6.08,3.04,18.0,0.56,5.4,19.25,3.13,12.26,63.01,77.79,49.33,691.73,2.02,196.81,3.18,23-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Oct-2018 - 00:00,4.28,2.14,4.68,2.21,17.11,0.52,8.65,13.31,1.09,7.63,69.79,70.63,30.95,792.83,1.88,180.13,4.93,24-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Oct-2018 - 00:00,4.36,2.44,11.3,5.24,20.85,0.76,11.23,33.75,5.87,22.52,70.35,70.18,32.56,736.84,2.39,191.34,7.47,25-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Oct-2018 - 00:00,4.47,1.82,7.95,3.54,19.63,0.55,9.2,23.2,2.11,13.67,68.86,86.82,55.31,700.04,2.17,143.53,5.98,26-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Oct-2018 - 00:00,5.4,3.69,13.76,6.52,25.87,0.85,10.71,32.12,10.87,26.19,92.93,109.75,61.24,583.93,2.18,155.57,6.02,27-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Oct-2018 - 00:00,7.34,3.87,12.39,5.84,28.23,0.81,0.26,29.56,5.3,19.58,58.37,100.11,56.08,588.17,1.8,148.8,10.43,28-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Oct-2018 - 00:00,4.24,1.85,6.7,3.23,17.8,0.54,0.25,21.98,5.24,15.53,62.27,61.05,31.51,686.07,2.37,137.79,4.84,29-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Oct-2018 - 00:00,5.53,9.73,4.73,5.49,26.14,0.79,0.15,31.57,9.76,25.01,66.6,75.09,42.81,636.13,1.94,140.42,8.01,30-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Oct-2018 - 00:00,6.05,11.39,1.22,4.69,22.42,0.63,0.07,36.64,1.84,20.57,82.33,81.32,55.58,713.09,2.75,153.01,11.42,31-Oct-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
31-Oct-2018 - 00:00,5.2,10.09,0.8,4.07,19.69,0.61,0.13,37.92,3.64,22.94,81.97,86.75,54.31,644.62,3.14,158.05,10.72,01-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Nov-2018 - 00:00,4.71,12.36,0.71,4.95,21.36,0.57,0.11,36.13,1.58,20.09,75.9,71.27,40.06,709.2,3.16,136.45,9.14,02-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Nov-2018 - 00:00,6.56,15.75,1.07,7.23,25.18,0.87,0.11,36.1,11.44,28.83,64.42,72.6,40.01,726.05,2.46,165.69,11.75,03-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Nov-2018 - 00:00,6.82,12.82,1.23,5.67,23.66,0.73,0.14,31.17,3.82,19.36,68.16,76.69,44.36,611.13,2.5,183.55,7.28,04-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Nov-2018 - 00:00,2.84,5.01,0.45,2.08,13.72,0.32,0.77,22.2,1.06,12.26,86.48,49.86,32.78,561.23,2.23,193.09,5.91,05-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Nov-2018 - 00:00,4.63,11.81,1.33,5.22,20.42,1.61,0.3,36.65,7.75,25.09,79.42,56.57,43.98,569.74,1.95,189.63,9.24,06-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Nov-2018 - 00:00,4.61,8.93,0.75,3.7,17.3,1.17,0.72,26.69,5.32,18.42,64.01,57.64,45.0,745.78,2.27,162.24,7.56,07-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Nov-2018 - 00:00,2.77,5.96,0.63,2.41,15.21,0.62,0.17,27.96,2.03,16.0,102.77,97.54,67.52,801.57,1.84,199.87,6.78,08-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Nov-2018 - 00:00,7.4,8.94,1.24,3.86,20.48,0.81,0.11,33.5,5.68,22.6,73.54,100.64,69.02,702.64,1.84,160.96,12.28,09-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Nov-2018 - 00:00,13.65,6.1,1.15,2.63,19.3,0.57,0.19,18.6,1.27,10.54,28.4,72.95,53.67,27.6,1.55,130.02,3.48,10-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Nov-2018 - 00:00,3.3,7.8,0.51,3.28,15.92,0.42,0.18,34.83,3.71,21.59,105.69,75.65,51.05,784.45,1.79,208.98,13.74,11-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Nov-2018 - 00:00,6.3,14.15,1.18,5.97,26.86,0.78,0.38,32.73,13.54,28.86,70.53,83.88,52.6,699.49,2.1,162.57,9.47,12-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Nov-2018 - 00:00,7.73,21.02,1.68,8.9,35.25,1.05,0.2,39.09,17.1,35.23,66.47,87.63,50.0,709.32,2.05,165.81,10.28,13-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Nov-2018 - 00:00,5.36,10.96,1.18,4.73,23.73,0.69,0.13,30.86,1.45,17.15,82.47,78.69,47.34,648.62,1.88,170.67,5.43,14-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Nov-2018 - 00:00,5.15,7.59,1.09,3.33,21.1,0.7,0.45,28.3,1.31,15.78,82.6,71.49,47.71,687.04,1.6,171.5,5.83,15-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Nov-2018 - 00:00,9.36,24.83,1.5,10.32,39.11,1.31,0.45,44.0,21.84,41.46,55.85,86.43,49.95,692.89,2.15,160.25,13.19,16-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Nov-2018 - 00:00,10.29,26.55,1.85,11.41,42.35,1.31,0.15,45.08,17.17,37.97,60.79,104.15,56.03,684.59,2.05,157.47,10.32,17-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Nov-2018 - 00:00,8.07,18.82,1.55,8.33,32.44,0.94,0.19,37.47,5.51,24.73,73.97,91.08,51.93,678.77,1.82,165.04,7.43,18-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Nov-2018 - 00:00,5.22,8.66,0.93,3.79,19.85,0.69,0.47,31.31,1.7,17.75,81.4,85.71,51.12,665.92,1.88,176.4,7.43,19-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Nov-2018 - 00:00,4.67,11.15,0.85,4.63,22.52,0.75,0.47,32.71,1.78,18.58,68.72,74.2,45.5,573.17,1.99,154.7,3.01,20-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Nov-2018 - 00:00,8.47,14.41,1.22,6.04,28.63,0.91,0.67,35.14,4.81,22.99,64.22,92.25,58.31,651.85,2.12,153.55,3.19,21-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Nov-2018 - 00:00,9.34,21.19,1.29,6.93,34.03,1.07,0.17,36.12,12.83,29.76,50.1,74.8,42.91,544.16,1.93,153.45,2.49,22-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Nov-2018 - 00:00,10.85,28.43,1.69,11.84,40.98,1.19,0.09,45.09,17.04,38.18,61.96,98.77,64.1,620.14,2.42,171.32,3.28,23-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Nov-2018 - 00:00,9.9,27.68,2.98,11.2,42.45,1.31,11.89,51.76,15.31,41.2,61.02,106.24,67.19,653.45,2.6,188.26,7.2,24-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Nov-2018 - 00:00,9.72,28.04,2.14,11.9,43.56,1.2,12.71,47.52,13.72,36.85,58.8,104.45,59.73,638.76,2.1,164.3,8.02,25-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Nov-2018 - 00:00,7.77,21.55,1.57,8.81,35.0,1.01,13.83,38.02,10.61,28.47,73.6,101.2,51.48,649.45,2.08,152.85,5.1,26-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Nov-2018 - 00:00,10.4,27.03,2.21,11.52,41.35,1.24,14.77,43.13,22.82,42.01,64.72,108.44,59.39,546.62,2.09,159.12,9.22,27-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Nov-2018 - 00:00,11.64,29.77,2.15,11.42,47.85,1.19,13.88,44.23,13.37,34.41,66.58,95.09,59.61,648.97,2.21,153.67,5.81,28-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Nov-2018 - 00:00,7.93,26.42,2.27,11.14,39.2,1.42,13.83,46.71,22.83,43.28,62.4,89.05,62.29,639.41,2.22,180.5,10.33,29-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Nov-2018 - 00:00,11.53,32.25,3.32,13.87,55.66,1.41,16.09,47.87,23.88,46.37,58.58,93.95,64.47,627.89,2.04,162.07,9.87,30-Nov-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Nov-2018 - 00:00,12.39,33.1,4.34,14.05,56.54,1.43,17.32,47.24,24.42,45.81,59.22,97.83,68.29,592.25,1.98,158.63,9.78,01-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Dec-2018 - 00:00,11.3,28.69,3.03,12.48,46.37,1.42,18.06,51.97,18.24,42.53,57.32,99.49,72.58,303.36,2.09,166.57,8.37,02-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Dec-2018 - 00:00,10.36,28.89,2.02,12.29,48.64,1.28,18.62,47.3,14.12,36.48,62.67,90.3,69.21,480.94,1.85,154.65,9.96,03-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Dec-2018 - 00:00,7.69,22.01,1.38,9.27,35.62,1.12,18.96,48.14,10.51,34.0,68.31,87.74,61.15,421.91,2.31,152.44,6.42,04-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Dec-2018 - 00:00,7.76,26.32,1.41,9.85,40.67,1.2,19.82,48.06,8.95,32.55,64.78,89.22,58.19,501.69,2.22,159.18,8.34,05-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Dec-2018 - 00:00,7.81,19.42,0.81,3.53,34.04,1.07,20.77,41.45,6.7,27.47,65.04,93.94,61.43,545.06,1.95,164.3,10.78,06-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Dec-2018 - 00:00,4.98,11.15,1.06,3.98,24.51,0.74,27.34,29.16,2.99,18.44,63.71,68.05,39.49,545.28,1.93,207.37,3.16,07-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Dec-2018 - 00:00,6.05,10.98,0.52,1.65,24.66,0.74,27.42,33.31,2.68,19.15,65.81,71.4,30.83,504.0,2.23,186.73,3.94,08-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Dec-2018 - 00:00,4.08,8.78,0.81,2.74,24.39,0.63,26.63,29.17,2.2,16.96,61.7,57.98,17.98,530.31,2.09,203.97,2.96,09-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Dec-2018 - 00:00,3.86,7.12,0.43,1.98,21.1,0.6,22.75,24.85,1.22,13.79,72.33,51.94,15.59,528.12,2.22,185.91,3.14,10-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Dec-2018 - 00:00,3.41,5.74,0.51,1.79,18.67,0.59,20.14,27.34,1.14,14.97,80.86,78.46,31.58,554.23,1.9,235.06,3.67,11-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Dec-2018 - 00:00,5.6,11.52,1.49,3.35,27.84,0.88,23.61,34.49,4.58,21.84,62.06,69.87,51.99,570.65,1.82,195.08,3.14,12-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Dec-2018 - 00:00,3.86,7.41,0.48,1.39,20.66,0.56,21.94,27.16,1.46,15.34,96.65,59.6,14.12,554.91,1.72,173.59,16.34,13-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Dec-2018 - 00:00,3.92,11.68,0.09,0.93,23.97,0.73,21.85,33.34,5.94,22.88,118.13,67.84,14.25,580.96,1.98,151.1,9.05,14-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Dec-2018 - 00:00,4.94,12.99,0.29,2.4,25.55,0.85,20.8,41.96,1.59,22.7,76.08,63.07,23.27,575.45,2.83,149.06,6.7,15-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Dec-2018 - 00:00,4.41,11.5,0.52,3.64,20.48,0.8,18.01,42.52,1.53,23.43,95.55,72.33,23.38,505.53,3.2,129.75,14.17,16-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Dec-2018 - 00:00,3.17,7.13,0.52,2.07,15.39,0.61,14.58,32.45,1.34,17.83,102.86,59.77,18.03,556.59,3.12,130.87,11.89,17-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Dec-2018 - 00:00,4.63,11.1,0.83,4.38,21.89,0.77,13.12,42.33,3.34,24.93,95.52,67.35,21.47,548.52,2.62,146.9,14.87,18-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Dec-2018 - 00:00,5.86,15.12,1.32,6.4,27.51,0.95,14.98,48.57,6.89,31.2,65.41,72.61,15.67,602.9,2.55,166.98,14.61,19-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Dec-2018 - 00:00,6.43,17.4,1.73,7.44,30.94,1.12,15.53,46.89,10.83,33.74,51.55,70.14,13.4,625.42,2.4,171.29,16.27,20-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Dec-2018 - 00:00,7.46,20.22,1.88,8.51,34.97,1.14,16.27,50.08,14.01,37.63,55.3,70.77,13.7,600.24,2.5,173.07,10.1,21-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
